,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW YORK_ACTION,LA LAKERS_SCORE,NEW YORK_SCORE
36,1,5:51.0,J. McGee misses 2-pt layup from 4 ft (block by T. Gibson),,15,17
37,1,5:50.0,Offensive rebound by Team,,15,17
38,1,5:50.0,,New York full timeout,15,17
39,1,5:46.0,L. James makes 3-pt jump shot from 25 ft (assist by A. Davis),,18,17
40,1,5:17.0,,J. Randle misses 3-pt jump shot from 26 ft,18,17
41,1,5:15.0,Defensive rebound by A. Davis,,18,17
42,1,5:13.0,L. James makes 2-pt dunk from 1 ft (assist by A. Davis),,20,17
43,1,4:56.0,,Turnover by J. Randle (bad pass),20,17
44,1,4:46.0,A. Bradley misses 2-pt jump shot from 19 ft,,20,17
45,1,4:44.0,,Defensive rebound by J. Randle,20,17
46,1,4:36.0,,Personal foul by A. Bradley (drawn by E. Payton),20,17
47,1,4:36.0,K. Caldwell-Pope enters the game for A. Bradley,,20,17
48,1,4:36.0,K. Kuzma enters the game for J. McGee,,20,17
49,1,4:36.0,,M. Robinson enters the game for T. Gibson,20,17
50,1,4:22.0,,Turnover by J. Randle (bad pass; steal by L. James),20,17
51,1,4:14.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by K. Kuzma),,23,17
52,1,3:47.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Randle),23,20
53,1,3:40.0,LA Lakers full timeout,,23,20
54,1,3:40.0,A. Caruso enters the game for D. Green,,23,20
55,1,3:40.0,R. Rondo enters the game for L. James,,23,20
56,1,3:40.0,,F. Ntilikina enters the game for E. Payton,23,20
57,1,3:33.0,Shooting foul by F. Ntilikina (drawn by A. Davis),,23,20
58,1,3:33.0,A. Davis makes free throw 1 of 2,,24,20
59,1,3:33.0,A. Davis makes free throw 2 of 2,,25,20
60,1,3:22.0,,J. Randle misses 2-pt layup from 2 ft (block by K. Kuzma),25,20
61,1,3:21.0,Defensive rebound by Team,,25,20
62,1,3:04.0,K. Kuzma misses 3-pt jump shot from 25 ft,,25,20
63,1,3:01.0,,Defensive rebound by F. Ntilikina,25,20
64,1,2:48.0,,F. Ntilikina misses 2-pt jump shot from 19 ft,25,20
65,1,2:46.0,,Offensive rebound by M. Robinson,25,20
66,1,2:39.0,,Turnover by M. Morris (bad pass; steal by R. Rondo),25,20
67,1,2:36.0,Turnover by K. Caldwell-Pope (out of bounds lost ball),,25,20
68,1,2:36.0,D. Howard enters the game for A. Davis,,25,20
69,1,2:14.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,25,20
70,1,2:12.0,Defensive rebound by K. Kuzma,,25,20
71,1,2:03.0,R. Rondo misses 2-pt layup from 2 ft (block by M. Robinson),,25,20
72,1,2:01.0,,Defensive rebound by M. Robinson,25,20
73,1,1:53.0,,Shooting foul by D. Howard (drawn by J. Randle),25,20
74,1,1:53.0,,D. Dotson enters the game for R. Bullock,25,20
75,1,1:53.0,,K. Knox enters the game for M. Morris,25,20
76,1,1:53.0,,J. Randle makes free throw 1 of 2,25,21
77,1,1:53.0,,J. Randle makes free throw 2 of 2,25,22
78,1,1:41.0,K. Kuzma misses 3-pt jump shot from 25 ft,,25,22
79,1,1:39.0,,Defensive rebound by M. Robinson,25,22
80,1,1:29.0,,J. Randle misses 2-pt layup from 2 ft (block by A. Caruso),25,22
81,1,1:28.0,,Offensive rebound by Team,25,22
82,1,1:28.0,,B. Portis enters the game for J. Randle,25,22
83,1,1:19.0,,D. Dotson misses 2-pt jump shot from 21 ft,25,22
84,1,1:17.0,Defensive rebound by D. Howard,,25,22
85,1,1:01.0,R. Rondo makes 2-pt jump shot from 4 ft,,27,22
86,1,0:44.0,,F. Ntilikina misses 2-pt jump shot from 13 ft,27,22
87,1,0:42.0,Defensive rebound by K. Kuzma,,27,22
88,1,0:23.0,Shooting foul by D. Dotson (drawn by D. Howard),,27,22
89,1,0:23.0,D. Howard misses free throw 1 of 2,,27,22
90,1,0:23.0,Offensive rebound by Team,,27,22
91,1,0:23.0,D. Howard makes free throw 2 of 2,,28,22
92,1,0:00.0,,D. Dotson makes 3-pt jump shot from 25 ft,28,25
93,1,0:00.0,,Instant Replay (Request: Ruling Stands),28,25
94,2,11:42.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),28,27
95,2,11:14.0,K. Kuzma misses 2-pt hook shot from 6 ft,,28,27
96,2,11:13.0,Offensive rebound by Team,,28,27
97,2,11:01.0,R. Rondo makes 3-pt jump shot from 23 ft (assist by L. James),,31,27
98,2,10:39.0,,B. Portis misses 2-pt hook shot from 9 ft,31,27
99,2,10:38.0,Defensive rebound by D. Howard,,31,27
100,2,10:34.0,Shooting foul by K. Knox (drawn by R. Rondo),,31,27
101,2,10:34.0,R. Rondo misses free throw 1 of 2,,31,27
102,2,10:34.0,Offensive rebound by Team,,31,27
103,2,10:34.0,R. Rondo misses free throw 2 of 2,,31,27
104,2,10:32.0,Offensive rebound by K. Caldwell-Pope,,31,27
105,2,10:27.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,31,27
106,2,10:25.0,,Defensive rebound by M. Robinson,31,27
107,2,10:14.0,,B. Portis misses 2-pt jump shot from 19 ft,31,27
108,2,10:13.0,,Offensive rebound by Team,31,27
109,2,10:13.0,Loose ball foul by K. Kuzma (drawn by M. Robinson),,31,27
110,2,10:08.0,,F. Ntilikina misses 2-pt dunk at rim (block by D. Howard),31,27
111,2,10:06.0,,Offensive rebound by Team,31,27
112,2,9:58.0,,K. Knox makes 3-pt jump shot from 25 ft (assist by B. Portis),31,30
113,2,9:41.0,Shooting foul by M. Robinson (drawn by D. Howard),,31,30
114,2,9:41.0,D. Howard misses free throw 1 of 2,,31,30
115,2,9:41.0,Offensive rebound by Team,,31,30
116,2,9:41.0,D. Howard misses free throw 2 of 2,,31,30
117,2,9:39.0,,Defensive rebound by F. Ntilikina,31,30
118,2,9:21.0,,D. Dotson makes 3-pt jump shot from 26 ft,31,33
119,2,9:03.0,Turnover by L. James (bad pass; steal by B. Portis),,31,33
120,2,8:56.0,,D. Dotson makes 3-pt jump shot from 29 ft (assist by B. Portis),31,36
121,2,8:55.0,LA Lakers full timeout,,31,36
122,2,8:39.0,L. James makes 2-pt jump shot from 8 ft,,33,36
123,2,8:20.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by B. Portis),33,38
124,2,7:55.0,Turnover by D. Howard (3 sec),,33,38
125,2,7:31.0,,F. Ntilikina misses 2-pt jump shot from 13 ft,33,38
126,2,7:29.0,,Offensive rebound by B. Portis,33,38
127,2,7:29.0,,B. Portis misses 2-pt layup from 1 ft,33,38
128,2,7:27.0,Defensive rebound by D. Howard,,33,38
129,2,7:19.0,R. Rondo misses 3-pt jump shot from 25 ft,,33,38
130,2,7:17.0,,Defensive rebound by D. Dotson,33,38
131,2,7:04.0,,B. Portis misses 2-pt hook shot from 4 ft (block by D. Howard),33,38
132,2,7:02.0,Defensive rebound by D. Howard,,33,38
133,2,6:59.0,L. James makes 2-pt layup from 1 ft,,35,38
134,2,6:52.0,,New York full timeout,35,38
135,2,6:52.0,A. Caruso enters the game for R. Rondo,,35,38
136,2,6:52.0,,M. Morris enters the game for K. Knox,35,38
137,2,6:43.0,,M. Robinson misses 2-pt dunk from 1 ft,35,38
138,2,6:41.0,Defensive rebound by K. Kuzma,,35,38
139,2,6:31.0,Personal foul by M. Morris (drawn by D. Howard),,35,38
140,2,6:31.0,,E. Payton enters the game for F. Ntilikina,35,38
141,2,6:31.0,,J. Randle enters the game for M. Robinson,35,38
142,2,6:26.0,L. James makes 2-pt jump shot from 13 ft,,37,38
143,2,6:06.0,,J. Randle makes 2-pt dunk from 1 ft (assist by E. Payton),37,40
144,2,5:43.0,A. Caruso misses 2-pt jump shot from 3 ft (block by E. Payton),,37,40
145,2,5:42.0,Offensive rebound by K. Caldwell-Pope,,37,40
146,2,5:41.0,K. Caldwell-Pope makes 2-pt jump shot from 12 ft,,39,40
147,2,5:26.0,,B. Portis misses 3-pt jump shot from 25 ft,39,40
148,2,5:24.0,Defensive rebound by D. Howard,,39,40
149,2,5:11.0,L. James makes 3-pt jump shot from 28 ft,,42,40
150,2,4:43.0,,J. Randle misses 2-pt jump shot from 20 ft,42,40
151,2,4:41.0,Defensive rebound by L. James,,42,40
152,2,4:31.0,K. Caldwell-Pope misses 2-pt jump shot from 1 ft,,42,40
153,2,4:30.0,,Defensive rebound by M. Morris,42,40
154,2,4:26.0,,D. Dotson misses 3-pt jump shot from 25 ft,42,40
155,2,4:24.0,Defensive rebound by K. Kuzma,,42,40
156,2,4:16.0,L. James misses 2-pt layup from 2 ft (block by E. Payton),,42,40
157,2,4:15.0,Offensive rebound by Team,,42,40
158,2,4:15.0,A. Bradley enters the game for K. Caldwell-Pope,,42,40
159,2,4:15.0,A. Davis enters the game for L. James,,42,40
160,2,4:15.0,D. Green enters the game for K. Kuzma,,42,40
161,2,4:15.0,,R. Bullock enters the game for D. Dotson,42,40
162,2,4:15.0,,T. Gibson enters the game for B. Portis,42,40
163,2,4:13.0,Turnover by D. Green (traveling),,42,40
164,2,3:54.0,,M. Morris makes 2-pt jump shot from 14 ft,42,42
165,2,3:40.0,D. Green misses 2-pt jump shot from 15 ft,,42,42
166,2,3:39.0,Offensive rebound by Team,,42,42
167,2,3:34.0,A. Bradley makes 2-pt layup from 2 ft,,44,42
168,2,3:11.0,,E. Payton makes 2-pt jump shot from 6 ft,44,44
169,2,3:01.0,A. Caruso misses 2-pt jump shot from 16 ft,,44,44
170,2,2:59.0,Offensive rebound by D. Howard,,44,44
171,2,2:54.0,D. Green misses 3-pt jump shot from 24 ft,,44,44
172,2,2:52.0,,Defensive rebound by J. Randle,44,44
173,2,2:37.0,,M. Morris misses 3-pt jump shot from 25 ft,44,44
174,2,2:35.0,Defensive rebound by D. Howard,,44,44
175,2,2:13.0,D. Howard makes 2-pt dunk at rim (assist by A. Caruso),,46,44
176,2,1:55.0,,E. Payton makes 2-pt jump shot from 19 ft,46,46
177,2,1:32.0,A. Davis misses 2-pt jump shot from 13 ft,,46,46
178,2,1:30.0,,Defensive rebound by T. Gibson,46,46
179,2,1:19.0,,Turnover by E. Payton (bad pass; steal by A. Caruso),46,46
180,2,1:14.0,A. Bradley misses 3-pt jump shot from 23 ft,,46,46
181,2,1:12.0,,Defensive rebound by R. Bullock,46,46
182,2,1:03.0,,Personal foul by A. Caruso (drawn by T. Gibson),46,46
183,2,1:03.0,L. James enters the game for A. Caruso,,46,46
184,2,1:03.0,K. Kuzma enters the game for D. Howard,,46,46
185,2,1:02.0,,Turnover by M. Morris (bad pass),46,46
186,2,0:49.0,A. Davis makes 2-pt layup from 1 ft,,48,46
187,2,0:37.0,,J. Randle makes 2-pt dunk from 1 ft (assist by E. Payton),48,48
188,2,0:26.0,A. Davis misses 3-pt jump shot from 25 ft,,48,48
189,2,0:23.0,,Defensive rebound by T. Gibson,48,48
190,2,0:01.0,,J. Randle misses 2-pt layup from 1 ft,48,48
191,2,0:00.0,,Offensive rebound by M. Morris,48,48
192,3,11:47.0,,Turnover by R. Bullock (lost ball; steal by D. Green),48,48
193,3,11:41.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by L. James),,50,48
194,3,11:28.0,,Shooting foul by J. McGee (drawn by J. Randle),50,48
195,3,11:28.0,,J. Randle makes free throw 1 of 2,50,49
196,3,11:28.0,,J. Randle misses free throw 2 of 2,50,49
197,3,11:26.0,,Offensive rebound by J. Randle,50,49
198,3,11:20.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by J. Randle),50,52
199,3,11:05.0,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),,52,52
200,3,10:42.0,,R. Bullock misses 3-pt jump shot from 23 ft,52,52
201,3,10:40.0,,Offensive rebound by E. Payton,52,52
202,3,10:39.0,,J. Randle misses 3-pt jump shot from 26 ft,52,52
203,3,10:38.0,Defensive rebound by J. McGee,,52,52
204,3,10:26.0,Personal foul by R. Bullock (drawn by A. Davis),,52,52
205,3,10:20.0,A. Davis misses 2-pt jump shot from 16 ft,,52,52
206,3,10:18.0,Offensive rebound by J. McGee,,52,52
207,3,10:15.0,Shooting foul by M. Morris (drawn by A. Davis),,52,52
208,3,10:15.0,A. Davis makes free throw 1 of 2,,53,52
209,3,10:15.0,A. Davis makes free throw 2 of 2,,54,52
210,3,10:01.0,,T. Gibson makes 2-pt layup from 2 ft (assist by E. Payton),54,54
211,3,9:50.0,A. Bradley misses 3-pt jump shot from 25 ft,,54,54
212,3,9:49.0,,Defensive rebound by Team,54,54
213,3,9:30.0,,R. Bullock misses 3-pt jump shot from 25 ft,54,54
214,3,9:28.0,Defensive rebound by J. McGee,,54,54
215,3,9:13.0,J. McGee makes 2-pt layup from 1 ft (assist by A. Davis),,56,54
216,3,9:13.0,Shooting foul by R. Bullock (drawn by J. McGee),,56,54
217,3,9:13.0,J. McGee misses free throw 1 of 1,,56,54
218,3,9:11.0,Offensive rebound by D. Green,,56,54
219,3,9:08.0,D. Green misses 3-pt jump shot from 26 ft,,56,54
220,3,9:06.0,,Defensive rebound by T. Gibson,56,54
221,3,8:58.0,,Turnover by E. Payton (bad pass; steal by L. James),56,54
222,3,8:57.0,Personal take foul by T. Gibson (drawn by L. James),,56,54
223,3,8:42.0,A. Davis makes 2-pt jump shot from 13 ft,,58,54
224,3,8:42.0,Shooting foul by J. Randle (drawn by A. Davis),,58,54
225,3,8:42.0,A. Davis makes free throw 1 of 1,,59,54
226,3,8:23.0,,M. Morris misses 2-pt jump shot from 16 ft,59,54
227,3,8:21.0,,Offensive rebound by R. Bullock,59,54
228,3,8:18.0,,E. Payton misses 3-pt jump shot from 25 ft,59,54
229,3,8:16.0,Defensive rebound by A. Davis,,59,54
230,3,7:58.0,L. James makes 2-pt jump shot from 14 ft,,61,54
231,3,7:55.0,,New York full timeout,61,54
232,3,7:34.0,,T. Gibson makes 2-pt hook shot from 3 ft (assist by J. Randle),61,56
233,3,7:12.0,A. Davis makes 2-pt jump shot from 14 ft,,63,56
234,3,6:58.0,,Turnover by M. Morris (bad pass; steal by A. Bradley),63,56
235,3,6:46.0,Turnover by A. Davis (bad pass; steal by E. Payton),,63,56
236,3,6:35.0,,Turnover by E. Payton (lost ball; steal by A. Davis),63,56
237,3,6:23.0,D. Green misses 3-pt jump shot from 24 ft,,63,56
238,3,6:21.0,,Defensive rebound by T. Gibson,63,56
239,3,6:12.0,,R. Bullock misses 3-pt jump shot from 25 ft,63,56
240,3,6:10.0,Defensive rebound by A. Davis,,63,56
241,3,6:00.0,A. Bradley misses 2-pt layup from 2 ft,,63,56
242,3,5:58.0,,Defensive rebound by E. Payton,63,56
243,3,5:46.0,,Offensive foul by J. Randle (drawn by D. Green),63,56
244,3,5:46.0,,Turnover by J. Randle (offensive foul),63,56
245,3,5:46.0,,D. Dotson enters the game for R. Bullock,63,56
246,3,5:46.0,,M. Robinson enters the game for T. Gibson,63,56
247,3,5:40.0,Offensive foul by D. Green (drawn by D. Dotson),,63,56
248,3,5:40.0,Turnover by D. Green (offensive foul),,63,56
249,3,5:22.0,,M. Morris misses 2-pt layup from 3 ft (block by A. Davis),63,56
250,3,5:21.0,,Offensive rebound by E. Payton,63,56
251,3,5:17.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by E. Payton),63,59
252,3,5:17.0,,Shooting foul by A. Bradley (drawn by M. Morris),63,59
253,3,5:17.0,K. Caldwell-Pope enters the game for A. Bradley,,63,59
254,3,5:17.0,K. Kuzma enters the game for D. Green,,63,59
255,3,5:17.0,,F. Ntilikina enters the game for E. Payton,63,59
256,3,5:17.0,,M. Morris makes free throw 1 of 1,63,60
257,3,5:07.0,Shooting foul by M. Robinson (drawn by A. Davis),,63,60
258,3,5:07.0,A. Davis makes free throw 1 of 2,,64,60
259,3,5:07.0,A. Davis makes free throw 2 of 2,,65,60
260,3,4:45.0,,M. Morris misses 3-pt jump shot from 25 ft,65,60
261,3,4:43.0,Defensive rebound by Team,,65,60
262,3,4:35.0,L. James misses 2-pt layup from 1 ft,,65,60
263,3,4:34.0,Offensive rebound by J. McGee,,65,60
264,3,4:34.0,J. McGee makes 2-pt dunk from 1 ft,,67,60
265,3,4:04.0,,F. Ntilikina misses 2-pt layup from 5 ft (block by K. Kuzma),67,60
266,3,4:02.0,Defensive rebound by L. James,,67,60
267,3,3:59.0,Turnover by L. James (bad pass),,67,60
268,3,3:41.0,,J. Randle misses 2-pt jump shot from 15 ft (block by A. Davis),67,60
269,3,3:39.0,,Offensive rebound by J. Randle,67,60
270,3,3:38.0,,M. Morris misses 2-pt layup from 2 ft,67,60
271,3,3:37.0,Defensive rebound by A. Davis,,67,60
272,3,3:29.0,J. McGee misses 2-pt hook shot from 3 ft,,67,60
273,3,3:28.0,,Defensive rebound by M. Robinson,67,60
274,3,3:24.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,67,60
275,3,3:22.0,,Offensive rebound by D. Dotson,67,60
276,3,3:18.0,,D. Dotson makes 2-pt jump shot from 20 ft,67,62
277,3,2:58.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by L. James),,69,62
278,3,2:41.0,,M. Morris misses 2-pt jump shot from 6 ft,69,62
279,3,2:40.0,,Offensive rebound by Team,69,62
280,3,2:40.0,Loose ball foul by J. McGee (drawn by M. Robinson),,69,62
281,3,2:40.0,LA Lakers full timeout,,69,62
282,3,2:40.0,A. Caruso enters the game for A. Davis,,69,62
283,3,2:40.0,D. Howard enters the game for L. James,,69,62
284,3,2:40.0,R. Rondo enters the game for J. McGee,,69,62
285,3,2:29.0,,F. Ntilikina misses 2-pt jump shot from 20 ft,69,62
286,3,2:27.0,Defensive rebound by A. Caruso,,69,62
287,3,2:10.0,K. Kuzma misses 2-pt jump shot from 13 ft,,69,62
288,3,2:08.0,Offensive rebound by D. Howard,,69,62
289,3,2:08.0,D. Howard misses 2-pt layup from 1 ft,,69,62
290,3,2:06.0,,Defensive rebound by M. Robinson,69,62
291,3,1:58.0,,J. Randle makes 2-pt hook shot from 1 ft,69,64
292,3,1:58.0,,Shooting foul by D. Howard (drawn by J. Randle),69,64
293,3,1:58.0,,K. Knox enters the game for M. Morris,69,64
294,3,1:58.0,,D. Smith enters the game for F. Ntilikina,69,64
295,3,1:58.0,,J. Randle makes free throw 1 of 1,69,65
296,3,1:35.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Rondo),,72,65
297,3,1:20.0,,D. Smith misses 2-pt layup from 3 ft (block by D. Howard),72,65
298,3,1:18.0,Defensive rebound by K. Caldwell-Pope,,72,65
299,3,1:14.0,K. Kuzma makes 2-pt layup from 1 ft (assist by R. Rondo),,74,65
300,3,1:14.0,Shooting foul by J. Randle (drawn by K. Kuzma),,74,65
301,3,1:14.0,K. Kuzma makes free throw 1 of 1,,75,65
302,3,1:09.0,,Personal foul by A. Caruso (drawn by K. Knox),75,65
303,3,1:09.0,,B. Portis enters the game for J. Randle,75,65
304,3,1:09.0,,K. Knox makes free throw 1 of 2,75,66
305,3,1:09.0,,K. Knox makes free throw 2 of 2,75,67
306,3,1:03.0,Personal foul by B. Portis (drawn by K. Kuzma),,75,67
307,3,1:03.0,K. Kuzma makes free throw 1 of 2,,76,67
308,3,1:03.0,K. Kuzma misses free throw 2 of 2,,76,67
309,3,1:01.0,,Defensive rebound by M. Robinson,76,67
310,3,0:46.0,,D. Dotson misses 3-pt jump shot from 25 ft,76,67
311,3,0:44.0,,Offensive rebound by Team,76,67
312,3,0:40.0,,K. Knox misses 2-pt jump shot from 21 ft,76,67
313,3,0:38.0,,Offensive rebound by M. Robinson,76,67
314,3,0:37.0,,K. Knox misses 2-pt jump shot from 13 ft,76,67
315,3,0:36.0,Defensive rebound by D. Howard,,76,67
316,3,0:23.0,Turnover by K. Kuzma (palming),,76,67
317,3,0:03.0,,D. Dotson makes 3-pt jump shot from 23 ft (assist by B. Portis),76,70
318,3,0:00.0,K. Caldwell-Pope misses 3-pt jump shot from 37 ft,,76,70
319,3,0:00.0,Offensive rebound by Team,,76,70
320,4,11:52.0,Personal foul by K. Knox (drawn by L. James),,76,70
321,4,11:44.0,L. James misses 2-pt jump shot from 18 ft,,76,70
322,4,11:42.0,,Defensive rebound by D. Smith,76,70
323,4,11:38.0,,D. Smith misses 2-pt layup from 1 ft,76,70
324,4,11:36.0,,Offensive rebound by Team,76,70
325,4,11:27.0,,Turnover by M. Robinson (off goaltending),76,70
326,4,11:14.0,D. Howard makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),,78,70
327,4,10:54.0,,Turnover by D. Dotson (lost ball; steal by D. Howard),78,70
328,4,10:48.0,R. Rondo makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),,81,70
329,4,10:25.0,,Turnover by D. Smith (bad pass; steal by L. James),81,70
330,4,10:22.0,K. Kuzma makes 2-pt layup from 1 ft (assist by L. James),,83,70
331,4,10:22.0,,New York full timeout,83,70
332,4,10:22.0,,M. Morris enters the game for K. Knox,83,70
333,4,10:22.0,,E. Payton enters the game for D. Smith,83,70
334,4,10:05.0,,M. Morris makes 2-pt jump shot from 16 ft,83,72
335,4,9:40.0,R. Rondo misses 3-pt jump shot from 24 ft,,83,72
336,4,9:38.0,,Defensive rebound by M. Robinson,83,72
337,4,9:33.0,,Shooting foul by K. Kuzma (drawn by B. Portis),83,72
338,4,9:33.0,,B. Portis makes free throw 1 of 2,83,73
339,4,9:33.0,,B. Portis misses free throw 2 of 2,83,73
340,4,9:31.0,Defensive rebound by D. Howard,,83,73
341,4,9:20.0,L. James misses 2-pt jump shot from 15 ft,,83,73
342,4,9:18.0,,Defensive rebound by M. Robinson,83,73
343,4,9:18.0,,Personal foul by D. Howard (drawn by M. Robinson),83,73
344,4,9:06.0,,Shooting foul by D. Howard (drawn by E. Payton),83,73
345,4,9:06.0,,E. Payton misses free throw 1 of 2,83,73
346,4,9:06.0,,Offensive rebound by Team,83,73
347,4,9:06.0,,E. Payton misses free throw 2 of 2,83,73
348,4,9:04.0,,Offensive rebound by B. Portis,83,73
349,4,8:53.0,,M. Morris misses 3-pt jump shot from 25 ft,83,73
350,4,8:51.0,Defensive rebound by L. James,,83,73
351,4,8:32.0,L. James misses 3-pt jump shot from 25 ft,,83,73
352,4,8:30.0,,Defensive rebound by M. Morris,83,73
353,4,8:27.0,,Turnover by M. Morris (lost ball; steal by R. Rondo),83,73
354,4,8:20.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Rondo),,86,73
355,4,8:05.0,,D. Dotson makes 3-pt jump shot from 27 ft (assist by B. Portis),86,76
356,4,7:47.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,86,76
357,4,7:45.0,,Defensive rebound by M. Robinson,86,76
358,4,7:38.0,,D. Dotson misses 3-pt jump shot from 26 ft,86,76
359,4,7:36.0,Defensive rebound by R. Rondo,,86,76
360,4,7:30.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,86,76
361,4,7:28.0,,Defensive rebound by M. Robinson,86,76
362,4,7:11.0,,B. Portis misses 2-pt hook shot from 4 ft,86,76
363,4,7:09.0,Defensive rebound by D. Howard,,86,76
364,4,7:04.0,LA Lakers full timeout,,86,76
365,4,7:04.0,A. Caruso enters the game for K. Caldwell-Pope,,86,76
366,4,7:04.0,A. Davis enters the game for L. James,,86,76
367,4,7:04.0,,J. Randle enters the game for M. Robinson,86,76
368,4,6:46.0,A. Davis misses 2-pt jump shot from 19 ft,,86,76
369,4,6:44.0,,Defensive rebound by M. Morris,86,76
370,4,6:26.0,,J. Randle misses 3-pt jump shot from 25 ft,86,76
371,4,6:24.0,Defensive rebound by K. Kuzma,,86,76
372,4,6:21.0,Personal foul by J. Randle (drawn by A. Davis),,86,76
373,4,6:13.0,A. Davis misses 2-pt jump shot from 23 ft,,86,76
374,4,6:11.0,,Defensive rebound by M. Morris,86,76
375,4,6:01.0,,B. Portis makes 2-pt jump shot from 13 ft,86,78
376,4,5:32.0,K. Kuzma makes 2-pt layup from 2 ft,,88,78
377,4,5:12.0,,E. Payton makes 2-pt layup from 1 ft (assist by J. Randle),88,80
378,4,5:11.0,LA Lakers full timeout,,88,80
379,4,5:11.0,L. James enters the game for R. Rondo,,88,80
380,4,5:01.0,Personal foul by M. Morris (drawn by L. James),,88,80
381,4,4:49.0,D. Howard misses 2-pt layup from 1 ft,,88,80
382,4,4:48.0,Offensive rebound by K. Kuzma,,88,80
383,4,4:48.0,K. Kuzma misses 2-pt layup from 1 ft,,88,80
384,4,4:47.0,,Defensive rebound by J. Randle,88,80
385,4,4:36.0,,D. Dotson misses 3-pt jump shot from 25 ft,88,80
386,4,4:34.0,Defensive rebound by L. James,,88,80
387,4,4:19.0,A. Caruso misses 3-pt jump shot from 23 ft,,88,80
388,4,4:17.0,Offensive rebound by K. Kuzma,,88,80
389,4,4:16.0,K. Kuzma makes 2-pt layup from 2 ft,,90,80
