,QUARTER,TIME_REMAINING,ATLANTA_ACTION,ORLANDO_ACTION,ATLANTA_SCORE,ORLANDO_SCORE
92,1,2:16.0,,Defensive rebound by D. Augustin,21,17
93,1,2:03.0,,M. Bamba makes 2-pt jump shot from 21 ft,21,19
94,1,1:43.0,A. Len misses 3-pt jump shot from 23 ft,,21,19
95,1,1:41.0,,Defensive rebound by M. Frazier,21,19
96,1,1:36.0,,M. Frazier misses 2-pt layup from 4 ft,21,19
97,1,1:33.0,Defensive rebound by A. Len,,21,19
98,1,1:32.0,B. Goodwin misses 2-pt layup from 5 ft,,21,19
99,1,1:30.0,Offensive rebound by Team,,21,19
100,1,1:30.0,Turnover by B. Goodwin (traveling),,21,19
101,1,1:30.0,,E. Fournier enters the game for M. Frazier,21,19
102,1,1:30.0,,A. Jefferson enters the game for W. Iwundu,21,19
103,1,1:14.0,,M. Bamba misses 3-pt jump shot from 28 ft,21,19
104,1,1:11.0,Defensive rebound by J. Collins,,21,19
105,1,0:58.0,A. Crabbe misses 2-pt jump shot from 5 ft (block by A. Jefferson),,21,19
106,1,0:57.0,Offensive rebound by A. Len,,21,19
107,1,0:56.0,A. Len makes 2-pt layup from 7 ft,,23,19
108,1,0:47.0,,D. Augustin makes 2-pt jump shot from 16 ft,23,21
109,1,0:35.0,A. Len makes 2-pt layup from 5 ft (assist by B. Goodwin),,25,21
110,1,0:22.0,,A. Jefferson misses 2-pt layup from 4 ft,25,21
111,1,0:21.0,Defensive rebound by J. Collins,,25,21
112,2,11:43.0,,T. Ross misses 2-pt jump shot from 16 ft,25,21
113,2,11:42.0,Defensive rebound by J. Collins,,25,21
114,2,11:23.0,C. Reddish misses 2-pt jump shot from 11 ft,,25,21
115,2,11:20.0,,Defensive rebound by D. Augustin,25,21
116,2,11:10.0,,D. Augustin misses 2-pt layup from 2 ft (block by D. Bembry),25,21
117,2,11:10.0,Defensive rebound by A. Crabbe,,25,21
118,2,11:06.0,A. Crabbe misses 2-pt layup from 7 ft (block by M. Bamba),,25,21
119,2,11:04.0,,Defensive rebound by T. Ross,25,21
120,2,10:55.0,,E. Fournier makes 2-pt layup from 4 ft (assist by T. Ross),25,23
121,2,10:43.0,C. Reddish misses 2-pt jump shot from 17 ft,,25,23
122,2,10:41.0,,Defensive rebound by D. Augustin,25,23
123,2,10:27.0,,E. Fournier makes 2-pt jump shot from 20 ft (assist by M. Bamba),25,25
124,2,10:05.0,J. Collins makes 2-pt hook shot from 7 ft,,27,25
125,2,9:43.0,,T. Ross misses 3-pt jump shot from 26 ft,27,25
126,2,9:41.0,Defensive rebound by A. Len,,27,25
127,2,9:33.0,Personal foul by E. Fournier (drawn by J. Collins),,27,25
128,2,9:33.0,K. Huerter enters the game for D. Bembry,,27,25
129,2,9:33.0,D. Jones enters the game for A. Len,,27,25
130,2,9:29.0,Personal foul by A. Jefferson (drawn by J. Collins),,27,25
131,2,9:19.0,A. Crabbe misses 3-pt jump shot from 28 ft,,27,25
132,2,9:17.0,Offensive rebound by D. Jones,,27,25
133,2,9:15.0,J. Collins misses 3-pt jump shot from 25 ft,,27,25
134,2,9:15.0,,Defensive rebound by Team,27,25
135,2,9:00.0,,D. Augustin misses 3-pt jump shot from 27 ft,27,25
136,2,8:58.0,Defensive rebound by K. Huerter,,27,25
137,2,8:54.0,Turnover by K. Huerter (bad pass),,27,25
138,2,8:54.0,,N. Vučević enters the game for M. Bamba,27,25
139,2,8:54.0,,Orlando full timeout,27,25
140,2,8:54.0,,M. Bamba enters the game for N. Vučević,27,25
141,2,8:54.0,,Instant Replay (Challenge: Ruling Stands),27,25
142,2,8:54.0,,N. Vučević enters the game for M. Bamba,27,25
143,2,8:37.0,,E. Fournier makes 2-pt jump shot from 18 ft (assist by T. Ross),27,27
144,2,8:16.0,J. Collins misses 3-pt jump shot from 24 ft,,27,27
145,2,8:13.0,,Defensive rebound by D. Augustin,27,27
146,2,8:03.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by T. Ross),27,30
147,2,7:53.0,A. Crabbe misses 3-pt jump shot from 27 ft,,27,30
148,2,7:50.0,,Defensive rebound by T. Ross,27,30
149,2,7:36.0,,Shooting foul by A. Crabbe (drawn by D. Augustin),27,30
150,2,7:36.0,,D. Augustin makes free throw 1 of 2,27,31
151,2,7:36.0,D. Hunter enters the game for A. Crabbe,,27,31
152,2,7:36.0,,M. Fultz enters the game for T. Ross,27,31
153,2,7:36.0,,D. Augustin makes free throw 2 of 2,27,32
154,2,7:25.0,D. Jones makes 2-pt dunk from 6 ft (assist by K. Huerter),,29,32
155,2,7:10.0,,Personal foul by J. Collins (drawn by N. Vučević),29,32
156,2,7:10.0,,J. Isaac enters the game for A. Jefferson,29,32
157,2,6:55.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),29,35
158,2,6:39.0,J. Collins makes 2-pt layup from 3 ft,,31,35
159,2,6:19.0,,Shooting foul by D. Jones (drawn by N. Vučević),31,35
160,2,6:19.0,,N. Vučević makes free throw 1 of 2,31,36
161,2,6:19.0,,Offensive rebound by Team,31,36
162,2,6:19.0,,N. Vučević misses free throw 2 of 2,31,36
163,2,6:19.0,V. Carter enters the game for J. Collins,,31,36
164,2,6:09.0,,D. Augustin makes 2-pt layup from 1 ft,31,38
165,2,5:57.0,K. Huerter misses 3-pt jump shot from 26 ft,,31,38
166,2,5:55.0,,Defensive rebound by M. Fultz,31,38
167,2,5:36.0,,N. Vučević makes 3-pt jump shot from 24 ft (assist by E. Fournier),31,41
168,2,5:36.0,Atlanta full timeout,,31,41
169,2,5:36.0,,T. Ross enters the game for E. Fournier,31,41
170,2,5:21.0,D. Hunter makes 2-pt jump shot from 22 ft (assist by C. Reddish),,33,41
171,2,5:21.0,Instant Replay (Request: Ruling Stands),,33,41
172,2,4:58.0,,Shooting foul by C. Reddish (drawn by D. Augustin),33,41
173,2,4:58.0,,D. Augustin makes free throw 1 of 3,33,42
174,2,4:58.0,,D. Augustin makes free throw 2 of 3,33,43
175,2,4:58.0,A. Len enters the game for D. Jones,,33,43
176,2,4:58.0,,D. Augustin makes free throw 3 of 3,33,44
177,2,4:36.0,A. Len makes 2-pt dunk from 2 ft (assist by K. Huerter),,35,44
178,2,4:23.0,,J. Isaac makes 2-pt layup from 2 ft (assist by D. Augustin),35,46
179,2,4:23.0,,Shooting foul by A. Len (drawn by J. Isaac),35,46
180,2,4:23.0,D. Bembry enters the game for C. Reddish,,35,46
181,2,4:23.0,,J. Isaac misses free throw 1 of 1,35,46
182,2,4:20.0,Defensive rebound by A. Len,,35,46
183,2,4:03.0,K. Huerter makes 2-pt jump shot from 18 ft (assist by A. Len),,37,46
184,2,3:47.0,,N. Vučević makes 2-pt hook shot from 10 ft (assist by D. Augustin),37,48
185,2,3:29.0,D. Bembry misses 3-pt jump shot from 25 ft,,37,48
186,2,3:26.0,,Defensive rebound by T. Ross,37,48
187,2,3:21.0,,T. Ross misses 2-pt dunk from 2 ft (block by K. Huerter),37,48
188,2,3:20.0,,Offensive rebound by J. Isaac,37,48
189,2,3:20.0,,J. Isaac makes 2-pt dunk at rim,37,50
190,2,2:58.0,Turnover by D. Hunter (bad pass; steal by J. Isaac),,37,50
191,2,2:53.0,,Personal foul by K. Huerter (drawn by D. Augustin),37,50
192,2,2:53.0,,D. Augustin makes free throw 1 of 2,37,51
193,2,2:53.0,J. Collins enters the game for A. Len,,37,51
194,2,2:53.0,,D. Augustin makes free throw 2 of 2,37,52
195,2,2:40.0,Turnover by K. Huerter (bad pass; steal by D. Augustin),,37,52
196,2,2:33.0,,D. Augustin makes 3-pt jump shot from 30 ft,37,55
197,2,2:32.0,Atlanta full timeout,,37,55
198,2,2:32.0,B. Goodwin enters the game for D. Bembry,,37,55
199,2,2:32.0,C. Reddish enters the game for K. Huerter,,37,55
200,2,2:32.0,,E. Fournier enters the game for D. Augustin,37,55
201,2,2:20.0,B. Goodwin makes 2-pt jump shot from 15 ft,,39,55
202,2,2:01.0,,Turnover by M. Fultz (bad pass; steal by J. Collins),39,55
203,2,1:49.0,V. Carter makes 2-pt jump shot from 19 ft,,41,55
204,2,1:36.0,,E. Fournier misses 3-pt jump shot from 27 ft,41,55
205,2,1:33.0,Defensive rebound by J. Collins,,41,55
206,2,1:18.0,Personal foul by E. Fournier (drawn by D. Hunter),,41,55
207,2,1:10.0,B. Goodwin makes 3-pt jump shot from 26 ft (assist by J. Collins),,44,55
208,2,0:58.0,,J. Isaac makes 2-pt layup from 5 ft (assist by M. Fultz),44,57
209,2,0:47.0,B. Goodwin makes 3-pt jump shot from 25 ft (assist by J. Collins),,47,57
210,2,0:24.0,,N. Vučević misses 2-pt jump shot from 5 ft,47,57
211,2,0:24.0,Defensive rebound by V. Carter,,47,57
212,2,0:02.0,B. Goodwin misses 2-pt jump shot from 19 ft,,47,57
213,2,0:00.0,,Defensive rebound by M. Fultz,47,57
214,2,0:00.0,,M. Fultz misses 3-pt jump shot from 49 ft,47,57
215,2,0:00.0,,Offensive rebound by Team,47,57
216,3,11:46.0,,N. Vučević makes 2-pt jump shot from 10 ft (assist by E. Fournier),47,59
217,3,11:23.0,C. Reddish misses 2-pt jump shot from 15 ft,,47,59
218,3,11:22.0,Offensive rebound by C. Reddish,,47,59
219,3,11:21.0,C. Reddish misses 2-pt layup from 5 ft (block by J. Isaac),,47,59
220,3,11:19.0,Offensive rebound by C. Reddish,,47,59
221,3,11:15.0,D. Hunter makes 3-pt jump shot from 24 ft (assist by C. Reddish),,50,59
222,3,11:03.0,,J. Isaac misses 3-pt jump shot from 28 ft,50,59
223,3,11:00.0,Defensive rebound by D. Hunter,,50,59
224,3,10:51.0,Turnover by C. Reddish (step out of bounds),,50,59
225,3,10:43.0,,N. Vučević misses 2-pt jump shot from 20 ft,50,59
226,3,10:41.0,Defensive rebound by C. Reddish,,50,59
227,3,10:32.0,Shooting foul by N. Vučević (drawn by K. Huerter),,50,59
228,3,10:32.0,K. Huerter makes free throw 1 of 2,,51,59
229,3,10:32.0,K. Huerter makes free throw 2 of 2,,52,59
230,3,10:19.0,,M. Fultz misses 2-pt jump shot from 13 ft,52,59
231,3,10:18.0,,Offensive rebound by J. Isaac,52,59
232,3,10:18.0,,J. Isaac misses 2-pt layup from 1 ft,52,59
233,3,10:15.0,Defensive rebound by K. Huerter,,52,59
234,3,9:55.0,D. Hunter makes 2-pt layup from 5 ft (assist by J. Collins),,54,59
235,3,9:41.0,,Personal foul by B. Fernando (drawn by N. Vučević),54,59
236,3,9:35.0,,E. Fournier misses 2-pt jump shot from 22 ft,54,59
237,3,9:34.0,,Offensive rebound by Team,54,59
238,3,9:24.0,,E. Fournier makes 2-pt jump shot from 9 ft,54,61
239,3,9:12.0,Turnover by J. Collins (lost ball; steal by J. Isaac),,54,61
240,3,9:08.0,,W. Iwundu misses 3-pt jump shot from 23 ft,54,61
241,3,9:06.0,Defensive rebound by J. Collins,,54,61
242,3,8:56.0,D. Hunter misses 2-pt jump shot from 10 ft (block by J. Isaac),,54,61
243,3,8:55.0,,Defensive rebound by W. Iwundu,54,61
244,3,8:55.0,,Personal take foul by K. Huerter (drawn by W. Iwundu),54,61
245,3,8:48.0,,J. Isaac misses 3-pt jump shot from 28 ft,54,61
246,3,8:46.0,Defensive rebound by Team,,54,61
247,3,8:26.0,J. Collins misses 2-pt jump shot from 19 ft,,54,61
248,3,8:24.0,,Defensive rebound by E. Fournier,54,61
249,3,8:08.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by W. Iwundu),54,63
250,3,7:46.0,B. Fernando misses 3-pt jump shot from 26 ft,,54,63
251,3,7:44.0,,Defensive rebound by E. Fournier,54,63
252,3,7:36.0,,Turnover by E. Fournier (bad pass; steal by D. Hunter),54,63
253,3,7:34.0,Personal foul by E. Fournier (drawn by C. Reddish),,54,63
254,3,7:34.0,A. Len enters the game for B. Fernando,,54,63
255,3,7:22.0,K. Huerter misses 3-pt jump shot from 26 ft,,54,63
256,3,7:20.0,,Defensive rebound by J. Isaac,54,63
257,3,7:09.0,,Personal foul by J. Collins (drawn by J. Isaac),54,63
258,3,7:09.0,B. Goodwin enters the game for C. Reddish,,54,63
259,3,7:03.0,,E. Fournier misses 2-pt layup from 3 ft (block by K. Huerter),54,63
260,3,7:00.0,Defensive rebound by J. Collins,,54,63
261,3,6:51.0,B. Goodwin makes 3-pt jump shot from 27 ft (assist by K. Huerter),,57,63
262,3,6:36.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by M. Fultz),57,66
263,3,6:24.0,Shooting foul by M. Fultz (drawn by B. Goodwin),,57,66
264,3,6:24.0,,Orlando full timeout,57,66
265,3,6:24.0,D. Bembry enters the game for J. Collins,,57,66
266,3,6:24.0,V. Carter enters the game for K. Huerter,,57,66
267,3,6:24.0,B. Goodwin makes free throw 1 of 2,,58,66
268,3,6:24.0,B. Goodwin makes free throw 2 of 2,,59,66
269,3,6:03.0,,W. Iwundu makes 2-pt jump shot from 18 ft (assist by M. Fultz),59,68
270,3,5:52.0,B. Goodwin makes 2-pt layup from 3 ft,,61,68
271,3,5:40.0,,Shooting foul by A. Len (drawn by M. Fultz),61,68
272,3,5:40.0,,M. Fultz misses free throw 1 of 2,61,68
273,3,5:40.0,,Offensive rebound by Team,61,68
274,3,5:40.0,,M. Fultz makes free throw 2 of 2,61,69
275,3,5:40.0,,T. Ross enters the game for E. Fournier,61,69
276,3,5:23.0,D. Bembry misses 2-pt layup from 4 ft,,61,69
277,3,5:21.0,,Defensive rebound by N. Vučević,61,69
278,3,5:15.0,,T. Ross misses 3-pt jump shot from 28 ft,61,69
279,3,5:12.0,Defensive rebound by A. Len,,61,69
280,3,5:05.0,Personal foul by N. Vučević (drawn by A. Len),,61,69
281,3,5:05.0,,D. Augustin enters the game for M. Fultz,61,69
282,3,4:57.0,Turnover by B. Goodwin (bad pass; steal by N. Vučević),,61,69
283,3,4:51.0,,D. Augustin misses 3-pt jump shot from 26 ft,61,69
284,3,4:47.0,,Offensive rebound by J. Isaac,61,69
285,3,4:43.0,,T. Ross misses 2-pt jump shot from 23 ft,61,69
286,3,4:41.0,Defensive rebound by A. Len,,61,69
287,3,4:24.0,A. Len makes 2-pt hook shot from 9 ft,,63,69
288,3,4:10.0,,N. Vučević misses 3-pt jump shot from 26 ft,63,69
289,3,4:08.0,Defensive rebound by D. Hunter,,63,69
290,3,3:46.0,A. Len makes 2-pt hook shot from 7 ft,,65,69
291,3,3:25.0,,T. Ross makes 2-pt jump shot from 18 ft,65,71
292,3,3:08.0,Shooting foul by N. Vučević (drawn by A. Len),,65,71
293,3,3:08.0,A. Len misses free throw 1 of 2,,65,71
294,3,3:08.0,Offensive rebound by Team,,65,71
295,3,3:08.0,J. Collins enters the game for V. Carter,,65,71
296,3,3:08.0,A. Crabbe enters the game for D. Hunter,,65,71
297,3,3:08.0,,M. Bamba enters the game for J. Isaac,65,71
298,3,3:08.0,,E. Fournier enters the game for N. Vučević,65,71
299,3,3:08.0,A. Len misses free throw 2 of 2,,65,71
300,3,3:07.0,,Defensive rebound by E. Fournier,65,71
301,3,2:47.0,,T. Ross misses 2-pt jump shot from 19 ft,65,71
302,3,2:45.0,Defensive rebound by D. Bembry,,65,71
303,3,2:32.0,A. Len makes 2-pt layup from 4 ft (assist by B. Goodwin),,67,71
304,3,2:12.0,,E. Fournier misses 2-pt jump shot from 8 ft,67,71
305,3,2:10.0,Defensive rebound by A. Len,,67,71
306,3,2:00.0,A. Crabbe makes 3-pt jump shot from 28 ft (assist by B. Goodwin),,70,71
307,3,1:47.0,,D. Augustin misses 2-pt jump shot from 9 ft,70,71
308,3,1:44.0,,Offensive rebound by M. Bamba,70,71
309,3,1:43.0,,Shooting foul by B. Goodwin (drawn by M. Bamba),70,71
310,3,1:43.0,Atlanta full timeout,,70,71
311,3,1:43.0,,M. Bamba misses free throw 1 of 2,70,71
312,3,1:43.0,,Offensive rebound by Team,70,71
313,3,1:43.0,,M. Bamba makes free throw 2 of 2,70,72
314,3,1:28.0,B. Goodwin misses 2-pt layup from 6 ft,,70,72
315,3,1:26.0,,Defensive rebound by M. Bamba,70,72
316,3,1:15.0,,M. Bamba misses 3-pt jump shot from 27 ft,70,72
317,3,1:15.0,Defensive rebound by D. Bembry,,70,72
318,3,1:04.0,A. Crabbe misses 3-pt jump shot from 28 ft,,70,72
319,3,1:00.0,,Defensive rebound by M. Bamba,70,72
320,3,0:41.0,,Turnover by E. Fournier (bad pass; steal by D. Bembry),70,72
321,3,0:33.0,J. Collins makes 2-pt layup from 2 ft (assist by A. Crabbe),,72,72
322,3,0:13.0,,Turnover by D. Augustin (bad pass; steal by B. Goodwin),72,72
323,3,0:00.0,A. Len makes 2-pt dunk from 2 ft (assist by B. Goodwin),,74,72
324,4,11:46.0,D. Bembry misses 2-pt layup from 5 ft (block by M. Bamba),,74,72
325,4,11:46.0,Offensive rebound by Team,,74,72
326,4,11:41.0,D. Hunter misses 3-pt jump shot from 26 ft,,74,72
327,4,11:37.0,Offensive rebound by B. Fernando,,74,72
328,4,11:37.0,B. Fernando makes 2-pt layup at rim,,76,72
329,4,11:15.0,,T. Ross misses 2-pt layup from 4 ft,76,72
330,4,11:13.0,,Offensive rebound by T. Ross,76,72
331,4,11:13.0,,T. Ross makes 2-pt layup from 1 ft,76,74
332,4,10:56.0,Turnover by K. Huerter (bad pass; steal by W. Iwundu),,76,74
333,4,10:56.0,,Personal foul by V. Carter (drawn by W. Iwundu),76,74
334,4,10:42.0,,D. Augustin makes 2-pt layup from 3 ft (assist by M. Bamba),76,76
335,4,10:20.0,D. Hunter makes 3-pt jump shot from 23 ft,,79,76
336,4,9:55.0,,M. Bamba misses 3-pt jump shot from 26 ft,79,76
337,4,9:53.0,Defensive rebound by V. Carter,,79,76
338,4,9:44.0,Turnover by K. Huerter (bad pass; steal by E. Fournier),,79,76
339,4,9:30.0,,E. Fournier makes 2-pt layup from 3 ft (assist by D. Augustin),79,78
340,4,9:30.0,Atlanta full timeout,,79,78
341,4,9:30.0,C. Reddish enters the game for D. Bembry,,79,78
342,4,9:13.0,K. Huerter makes 2-pt layup from 4 ft,,81,78
343,4,8:58.0,,T. Ross misses 3-pt jump shot from 26 ft,81,78
344,4,8:55.0,Defensive rebound by K. Huerter,,81,78
345,4,8:39.0,D. Hunter misses 2-pt jump shot from 9 ft,,81,78
346,4,8:37.0,Offensive rebound by D. Hunter,,81,78
347,4,8:34.0,D. Hunter misses 2-pt layup from 5 ft (block by W. Iwundu),,81,78
348,4,8:31.0,Offensive rebound by V. Carter,,81,78
349,4,8:31.0,Turnover by V. Carter (traveling),,81,78
350,4,8:31.0,,N. Vučević enters the game for M. Bamba,81,78
351,4,8:19.0,,Offensive foul by E. Fournier (drawn by K. Huerter),81,78
352,4,8:19.0,,Turnover by E. Fournier (offensive foul),81,78
353,4,8:19.0,,M. Fultz enters the game for E. Fournier,81,78
354,4,8:07.0,K. Huerter makes 3-pt jump shot from 27 ft,,84,78
355,4,7:44.0,,M. Fultz misses 2-pt jump shot from 16 ft,84,78
356,4,7:41.0,Defensive rebound by D. Hunter,,84,78
357,4,7:29.0,K. Huerter makes 2-pt jump shot from 18 ft,,86,78
358,4,7:29.0,,Orlando full timeout,86,78
359,4,7:29.0,,J. Isaac enters the game for W. Iwundu,86,78
360,4,7:19.0,,Turnover by D. Augustin (bad pass; steal by C. Reddish),86,78
361,4,7:19.0,,Clear path foul by C. Reddish,86,78
362,4,7:19.0,Instant Replay (Request: Ruling Stands),,86,78
363,4,7:19.0,C. Reddish makes clear path free throw 1 of 2,,87,78
364,4,7:19.0,C. Reddish makes clear path free throw 2 of 2,,88,78
365,4,7:12.0,K. Huerter makes 2-pt layup from 4 ft,,90,78
366,4,6:50.0,,N. Vučević misses 2-pt jump shot from 12 ft,90,78
367,4,6:48.0,Defensive rebound by K. Huerter,,90,78
368,4,6:36.0,D. Hunter misses 2-pt jump shot from 18 ft,,90,78
369,4,6:34.0,,Defensive rebound by M. Fultz,90,78
370,4,6:26.0,,Shooting foul by B. Fernando (drawn by D. Augustin),90,78
371,4,6:26.0,,D. Augustin misses free throw 1 of 2,90,78
372,4,6:26.0,,Offensive rebound by Team,90,78
373,4,6:26.0,J. Collins enters the game for V. Carter,,90,78
374,4,6:26.0,A. Len enters the game for B. Fernando,,90,78
375,4,6:26.0,,E. Fournier enters the game for T. Ross,90,78
376,4,6:26.0,,D. Augustin makes free throw 2 of 2,90,79
377,4,6:07.0,D. Hunter misses 3-pt jump shot from 24 ft,,90,79
378,4,6:05.0,Offensive rebound by A. Len,,90,79
379,4,6:05.0,Turnover by C. Reddish (step out of bounds),,90,79
380,4,5:56.0,,Personal foul by D. Hunter (drawn by N. Vučević),90,79
381,4,5:56.0,B. Goodwin enters the game for K. Huerter,,90,79
382,4,5:51.0,,J. Isaac misses 2-pt layup from 4 ft,90,79
383,4,5:48.0,Defensive rebound by J. Collins,,90,79
384,4,5:27.0,Turnover by Team (shot clock),,90,79
385,4,5:05.0,,N. Vučević misses 2-pt hook shot from 5 ft,90,79
386,4,5:01.0,,Offensive rebound by N. Vučević,90,79
