,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MINNESOTA_ACTION,HOUSTON_SCORE,MINNESOTA_SCORE
0,1,11:41.0,J. Harden makes 2-pt jump shot from 7 ft (assist by T. Chandler),,2,0
1,1,11:25.0,,K. Towns makes 2-pt jump shot from 23 ft,2,2
2,1,11:05.0,B. McLemore makes 3-pt jump shot from 26 ft (assist by J. Harden),,5,2
3,1,10:48.0,,T. Graham misses 2-pt jump shot from 7 ft,5,2
4,1,10:48.0,Defensive rebound by Team,,5,2
5,1,10:28.0,J. Harden misses 2-pt jump shot from 6 ft,,5,2
6,1,10:26.0,,Defensive rebound by J. Layman,5,2
7,1,10:20.0,,R. Covington makes 2-pt layup from 3 ft (assist by J. Layman),5,4
8,1,10:08.0,A. Rivers makes 2-pt layup from 1 ft (assist by T. Chandler),,7,4
9,1,9:54.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Teague),7,7
10,1,9:54.0,,Shooting foul by A. Rivers (drawn by R. Covington),7,7
11,1,9:54.0,,R. Covington makes free throw 1 of 1,7,8
12,1,9:40.0,A. Rivers misses 2-pt layup from 1 ft,,7,8
13,1,9:38.0,,Defensive rebound by K. Towns,7,8
14,1,9:33.0,,R. Covington misses 3-pt jump shot from 25 ft,7,8
15,1,9:30.0,Defensive rebound by J. Harden,,7,8
16,1,9:22.0,J. Harden misses 3-pt jump shot from 25 ft,,7,8
17,1,9:20.0,,Defensive rebound by K. Towns,7,8
18,1,9:10.0,,K. Towns makes 2-pt layup from 1 ft,7,10
19,1,8:58.0,J. Harden misses 2-pt layup from 2 ft (block by J. Layman),,7,10
20,1,8:56.0,,Defensive rebound by T. Graham,7,10
21,1,8:54.0,,J. Teague makes 2-pt layup at rim (assist by R. Covington),7,12
22,1,8:38.0,J. Harden misses 2-pt layup from 3 ft (block by K. Towns),,7,12
23,1,8:34.0,Offensive rebound by A. Rivers,,7,12
24,1,8:31.0,Turnover by B. McLemore (traveling),,7,12
25,1,8:31.0,I. Hartenstein enters the game for T. Chandler,,7,12
26,1,8:15.0,,K. Towns makes 2-pt layup from 1 ft,7,14
27,1,8:02.0,J. Harden makes 3-pt jump shot from 26 ft,,10,14
