,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MIAMI_ACTION,MINNESOTA_SCORE,MIAMI_SCORE
379,4,9:52.0,J. Johnson misses 2-pt layup from 4 ft (block by J. Crowder),,97,102
380,4,9:52.0,Offensive rebound by Team,,97,102
381,4,9:45.0,J. Johnson misses 3-pt jump shot from 25 ft (block by D. Jones),,97,102
382,4,9:43.0,Offensive rebound by J. Culver,,97,102
383,4,9:42.0,J. Culver makes 2-pt layup from 2 ft,,99,102
384,4,9:25.0,,Personal foul by J. Culver (drawn by D. Robinson),99,102
385,4,9:16.0,,Turnover by D. Robinson (lost ball; steal by J. Culver),99,102
386,4,9:13.0,Turnover by J. Culver (lost ball; steal by D. Robinson),,99,102
387,4,9:12.0,,Turnover by D. Robinson (bad pass; steal by J. McLaughlin),99,102
388,4,9:05.0,K. Martin makes 2-pt layup from 2 ft (assist by J. McLaughlin),,101,102
389,4,8:47.0,,D. Jones makes 2-pt layup from 2 ft (assist by G. Dragić),101,104
390,4,8:47.0,,Shooting foul by J. Culver (drawn by D. Jones),101,104
391,4,8:47.0,,D. Jones makes free throw 1 of 1,101,105
392,4,8:40.0,M. Beasley misses 3-pt jump shot from 26 ft,,101,105
393,4,8:37.0,,Defensive rebound by J. Crowder,101,105
394,4,8:33.0,,Shooting foul by J. Johnson (drawn by G. Dragić),101,105
395,4,8:33.0,,G. Dragić misses free throw 1 of 2,101,105
396,4,8:33.0,,Offensive rebound by Team,101,105
397,4,8:33.0,J. Okogie enters the game for J. Culver,,101,105
398,4,8:33.0,N. Reid enters the game for J. Johnson,,101,105
399,4,8:33.0,,G. Dragić makes free throw 2 of 2,101,106
400,4,8:11.0,M. Beasley makes 2-pt layup from 2 ft (assist by K. Martin),,103,106
401,4,7:52.0,,A. Iguodala makes 2-pt jump shot from 19 ft (assist by G. Dragić),103,108
402,4,7:31.0,M. Beasley misses 3-pt jump shot from 26 ft,,103,108
403,4,7:28.0,Offensive rebound by K. Martin,,103,108
404,4,7:20.0,Personal foul by G. Dragić (drawn by J. Okogie),,103,108
405,4,7:20.0,J. Hernangómez enters the game for K. Martin,,103,108
406,4,7:20.0,D. Russell enters the game for J. McLaughlin,,103,108
407,4,7:20.0,,B. Adebayo enters the game for D. Jones,103,108
408,4,7:20.0,,J. Butler enters the game for D. Robinson,103,108
409,4,7:12.0,M. Beasley misses 2-pt layup from 1 ft (block by J. Butler),,103,108
410,4,7:08.0,,Defensive rebound by B. Adebayo,103,108
411,4,6:52.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by J. Butler),103,111
412,4,6:24.0,D. Russell makes 3-pt jump shot from 25 ft,,106,111
413,4,6:18.0,,Shooting foul by J. Okogie (drawn by G. Dragić),106,111
414,4,6:18.0,,G. Dragić makes free throw 1 of 2,106,112
415,4,6:18.0,,G. Dragić makes free throw 2 of 2,106,113
416,4,6:03.0,N. Reid misses 3-pt jump shot from 24 ft,,106,113
417,4,6:01.0,,Defensive rebound by J. Crowder,106,113
418,4,5:51.0,,Personal foul by J. Okogie (drawn by B. Adebayo),106,113
419,4,5:51.0,,B. Adebayo makes free throw 1 of 2,106,114
420,4,5:51.0,,K. Nunn enters the game for G. Dragić,106,114
421,4,5:51.0,,B. Adebayo makes free throw 2 of 2,106,115
422,4,5:35.0,Turnover by M. Beasley (bad pass; steal by J. Crowder),,106,115
423,4,5:31.0,,B. Adebayo misses 2-pt dunk from 2 ft,106,115
424,4,5:30.0,Defensive rebound by M. Beasley,,106,115
425,4,5:27.0,Shooting foul by K. Nunn (drawn by M. Beasley),,106,115
426,4,5:27.0,M. Beasley makes free throw 1 of 2,,107,115
427,4,5:27.0,J. Johnson enters the game for N. Reid,,107,115
428,4,5:27.0,M. Beasley misses free throw 2 of 2,,107,115
429,4,5:23.0,,Defensive rebound by B. Adebayo,107,115
430,4,5:07.0,,K. Nunn makes 2-pt jump shot from 20 ft,107,117
431,4,5:07.0,Minnesota full timeout,,107,117
432,4,5:07.0,J. McLaughlin enters the game for M. Beasley,,107,117
433,4,4:58.0,D. Russell misses 3-pt jump shot from 25 ft,,107,117
434,4,4:58.0,,Defensive rebound by Team,107,117
435,4,4:39.0,,K. Nunn makes 2-pt jump shot from 7 ft (assist by B. Adebayo),107,119
436,4,4:30.0,Personal foul by B. Adebayo (drawn by D. Russell),,107,119
437,4,4:22.0,J. Johnson makes 2-pt layup from 2 ft,,109,119
438,4,3:59.0,,Shooting foul by J. Johnson (drawn by B. Adebayo),109,119
439,4,3:59.0,M. Beasley enters the game for J. Johnson,,109,119
440,4,3:59.0,,B. Adebayo makes free throw 1 of 2,109,120
441,4,3:59.0,,B. Adebayo makes free throw 2 of 2,109,121
442,4,3:51.0,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by D. Russell),,112,121
443,4,3:49.0,,Miami full timeout,112,121
444,4,3:35.0,,J. Butler makes 2-pt layup from 1 ft,112,123
445,4,3:20.0,J. Okogie makes 2-pt layup from 2 ft (assist by J. McLaughlin),,114,123
446,4,2:59.0,,Turnover by J. Butler (bad pass; steal by M. Beasley),114,123
447,4,2:51.0,J. McLaughlin makes 3-pt jump shot from 24 ft (assist by M. Beasley),,117,123
448,4,2:24.0,,Turnover by J. Butler (bad pass; steal by D. Russell),117,123
449,4,2:21.0,M. Beasley makes 2-pt layup from 1 ft (assist by D. Russell),,119,123
450,4,2:21.0,Shooting foul by J. Crowder (drawn by M. Beasley),,119,123
451,4,2:21.0,,G. Dragić enters the game for K. Nunn,119,123
452,4,2:21.0,M. Beasley makes free throw 1 of 1,,120,123
453,4,2:07.0,,Turnover by J. Butler (bad pass; steal by D. Russell),120,123
454,4,2:05.0,Shooting foul by G. Dragić (drawn by M. Beasley),,120,123
455,4,2:05.0,M. Beasley makes free throw 1 of 2,,121,123
456,4,2:05.0,,K. Nunn enters the game for A. Iguodala,121,123
457,4,2:05.0,M. Beasley makes free throw 2 of 2,,122,123
458,4,1:39.0,,J. Crowder misses 3-pt jump shot from 24 ft,122,123
459,4,1:37.0,Defensive rebound by D. Russell,,122,123
460,4,1:28.0,D. Russell misses 3-pt jump shot from 26 ft,,122,123
461,4,1:24.0,,Defensive rebound by B. Adebayo,122,123
462,4,1:03.0,,G. Dragić misses 2-pt hook shot from 3 ft,122,123
463,4,1:02.0,Defensive rebound by Team,,122,123
464,4,0:45.0,Personal foul by B. Adebayo (drawn by J. McLaughlin),,122,123
465,4,0:45.0,J. McLaughlin misses free throw 1 of 2,,122,123
466,4,0:45.0,Offensive rebound by Team,,122,123
467,4,0:45.0,J. McLaughlin makes free throw 2 of 2,,123,123
468,4,0:45.0,,Miami full timeout,123,123
469,4,0:30.0,,J. Butler misses 2-pt jump shot from 8 ft,123,123
470,4,0:28.0,,Offensive rebound by G. Dragić,123,123
471,4,0:28.0,,Personal foul by J. Okogie (drawn by B. Adebayo),123,123
472,4,0:28.0,,Instant Replay (Challenge: Ruling Stands),123,123
473,4,0:28.0,J. Layman enters the game for J. Okogie,,123,123
474,4,0:28.0,,A. Iguodala enters the game for G. Dragić,123,123
475,4,0:28.0,,D. Jones enters the game for K. Nunn,123,123
476,4,0:28.0,,B. Adebayo makes free throw 1 of 2,123,124
477,4,0:28.0,,B. Adebayo misses free throw 2 of 2,123,124
478,4,0:27.0,Defensive rebound by M. Beasley,,123,124
479,4,0:17.0,Shooting foul by D. Jones (drawn by J. Layman),,123,124
480,4,0:17.0,J. Layman makes free throw 1 of 2,,124,124
481,4,0:17.0,J. Layman makes free throw 2 of 2,,125,124
482,4,0:17.0,,Miami full timeout,125,124
483,4,0:17.0,K. Martin enters the game for J. McLaughlin,,125,124
484,4,0:17.0,J. Okogie enters the game for D. Russell,,125,124
485,4,0:17.0,,G. Dragić enters the game for J. Crowder,125,124
486,4,0:17.0,,K. Nunn enters the game for A. Iguodala,125,124
487,4,0:17.0,,D. Robinson enters the game for D. Jones,125,124
488,4,0:13.0,,Shooting foul by J. Layman (drawn by J. Butler),125,124
489,4,0:13.0,,J. Butler makes free throw 1 of 2,125,125
490,4,0:13.0,N. Reid enters the game for M. Beasley,,125,125
491,4,0:13.0,,J. Crowder enters the game for G. Dragić,125,125
492,4,0:13.0,,A. Iguodala enters the game for K. Nunn,125,125
493,4,0:13.0,,D. Jones enters the game for D. Robinson,125,125
494,4,0:13.0,,J. Butler makes free throw 2 of 2,125,126
495,4,0:13.0,Minnesota full timeout,,125,126
496,4,0:13.0,M. Beasley enters the game for K. Martin,,125,126
497,4,0:13.0,J. McLaughlin enters the game for J. Okogie,,125,126
498,4,0:13.0,D. Russell enters the game for N. Reid,,125,126
499,4,0:08.0,J. McLaughlin makes 2-pt layup from 2 ft,,127,126
500,4,0:03.0,,J. Butler misses 2-pt layup from 2 ft (block by D. Russell),127,126
501,4,0:02.0,Defensive rebound by J. Layman,,127,126
502,4,0:01.0,Personal foul by B. Adebayo (drawn by J. Layman),,127,126
503,4,0:01.0,J. Layman makes free throw 1 of 2,,128,126
504,4,0:01.0,,G. Dragić enters the game for A. Iguodala,128,126
505,4,0:01.0,,D. Robinson enters the game for D. Jones,128,126
506,4,0:01.0,J. Layman makes free throw 2 of 2,,129,126
507,4,0:00.0,,Turnover by J. Crowder (bad pass; steal by J. Hernangómez),129,126
508,4,0:00.0,J. Hernangómez misses 2-pt jump shot from 18 ft,,129,126
509,4,0:00.0,Offensive rebound by Team,,129,126
