,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DENVER_ACTION,PHILADELPHIA_SCORE,DENVER_SCORE
385,4,5:30.0,A. Horford misses 3-pt jump shot from 25 ft,,91,79
386,4,5:27.0,,Defensive rebound by J. Murray,91,79
387,4,5:21.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by J. Murray),91,81
388,4,4:58.0,A. Horford misses 3-pt jump shot from 26 ft,,91,81
389,4,4:55.0,,Defensive rebound by P. Millsap,91,81
390,4,4:43.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by J. Murray),91,83
391,4,4:43.0,Philadelphia full timeout,,91,83
392,4,4:43.0,J. Embiid enters the game for F. Korkmaz,,91,83
393,4,4:43.0,J. Richardson enters the game for M. Scott,,91,83
394,4,4:31.0,T. Harris misses 2-pt jump shot from 11 ft,,91,83
395,4,4:26.0,Offensive rebound by J. Embiid,,91,83
396,4,4:21.0,Personal foul by N. Jokić (drawn by J. Embiid),,91,83
397,4,4:21.0,Instant Replay (Challenge: Stands),,91,83
398,4,4:21.0,,Denver full timeout,91,83
399,4,4:09.0,Shooting foul by P. Millsap (drawn by J. Embiid),,91,83
400,4,4:09.0,J. Embiid misses free throw 1 of 2,,91,83
401,4,4:09.0,Offensive rebound by Team,,91,83
402,4,4:09.0,J. Embiid makes free throw 2 of 2,,92,83
403,4,3:50.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),92,86
404,4,3:27.0,J. Embiid misses 2-pt jump shot from 8 ft,,92,86
405,4,3:24.0,,Defensive rebound by N. Jokić,92,86
406,4,3:16.0,,J. Murray misses 2-pt dunk from 1 ft (block by J. Richardson),92,86
407,4,3:14.0,Defensive rebound by A. Horford,,92,86
408,4,3:04.0,Shooting foul by W. Barton (drawn by J. Embiid),,92,86
409,4,3:04.0,J. Embiid misses free throw 1 of 2,,92,86
410,4,3:04.0,Offensive rebound by Team,,92,86
411,4,3:04.0,J. Embiid makes free throw 2 of 2,,93,86
412,4,2:45.0,,J. Murray makes 2-pt jump shot from 5 ft,93,88
413,4,2:24.0,Turnover by T. Harris (bad pass; steal by W. Barton),,93,88
414,4,2:17.0,,G. Harris misses 2-pt layup from 3 ft (block by T. Harris),93,88
415,4,2:15.0,,Offensive rebound by P. Millsap,93,88
416,4,2:14.0,,Turnover by J. Murray (bad pass; steal by J. Richardson),93,88
417,4,2:10.0,A. Horford misses 2-pt layup from 1 ft (block by W. Barton),,93,88
418,4,2:07.0,,Defensive rebound by J. Murray,93,88
419,4,2:03.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by J. Murray),93,91
420,4,1:40.0,Offensive foul by J. Embiid (drawn by J. Murray),,93,91
421,4,1:40.0,Turnover by J. Embiid (offensive foul),,93,91
422,4,1:32.0,,Turnover by W. Barton (bad pass; steal by J. Richardson),93,91
423,4,1:27.0,T. Harris makes 2-pt dunk from 1 ft (assist by R. Neto),,95,91
424,4,1:27.0,,Denver full timeout,95,91
425,4,1:16.0,,Personal foul by J. Embiid (drawn by P. Millsap),95,91
426,4,1:16.0,,Instant Replay (Challenge: Ruling Stands),95,91
427,4,1:16.0,Philadelphia full timeout,,95,91
428,4,1:05.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by N. Jokić),95,94
429,4,0:53.0,J. Embiid makes 2-pt layup from 1 ft (assist by R. Neto),,97,94
430,4,0:37.0,,J. Murray makes 2-pt layup from 2 ft,97,96
431,4,0:15.0,A. Horford misses 3-pt jump shot from 25 ft,,97,96
432,4,0:13.0,,Defensive rebound by Team,97,96
433,4,0:13.0,,Denver full timeout,97,96
434,4,0:02.0,,N. Jokić makes 2-pt jump shot from 20 ft (assist by P. Millsap),97,98
435,4,0:01.0,Philadelphia full timeout,,97,98
436,4,0:01.0,F. Korkmaz enters the game for R. Neto,,97,98
437,4,0:01.0,,M. Plumlee enters the game for J. Murray,97,98
438,4,0:00.0,Offensive foul by J. Embiid (drawn by N. Jokić),,97,98
439,4,0:00.0,Turnover by J. Embiid (offensive foul),,97,98
440,4,0:00.0,M. Scott enters the game for J. Embiid,,97,98
441,4,0:00.0,,J. Murray enters the game for M. Plumlee,97,98
442,4,0:00.0,,Personal take foul by A. Horford (drawn by W. Barton),97,98
443,4,0:00.0,,W. Barton makes free throw 1 of 2,97,99
444,4,0:00.0,,M. Plumlee enters the game for J. Murray,97,99
445,4,0:00.0,,W. Barton makes free throw 2 of 2,97,100
446,4,0:00.0,Turnover by J. Richardson (bad pass; steal by M. Plumlee),,97,100
