,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,TORONTO_ACTION,BROOKLYN_SCORE,TORONTO_SCORE
84,1,1:53.0,G. Temple enters the game for D. Nwaba,,25,34
85,1,1:53.0,,R. Hollis-Jefferson enters the game for N. Powell,25,34
86,1,1:53.0,,K. Lowry enters the game for P. Siakam,25,34
87,1,1:44.0,G. Temple makes 2-pt jump shot from 16 ft,,27,34
88,1,1:32.0,,T. Davis misses 2-pt layup from 4 ft (block by R. Kurucs),27,34
89,1,1:32.0,,Offensive rebound by Team,27,34
90,1,1:28.0,,K. Lowry misses 3-pt jump shot from 23 ft,27,34
91,1,1:24.0,,Offensive rebound by P. McCaw,27,34
92,1,1:22.0,,Shooting foul by R. Kurucs (drawn by K. Lowry),27,34
93,1,1:22.0,,Violation by Team (delay of game),27,34
94,1,1:22.0,,K. Lowry makes free throw 1 of 2,27,35
95,1,1:22.0,,K. Lowry makes free throw 2 of 2,27,36
96,1,1:10.0,G. Temple makes 2-pt layup from 2 ft (assist by D. Jordan),,29,36
97,1,0:51.0,,P. McCaw misses 3-pt jump shot from 23 ft,29,36
98,1,0:48.0,Defensive rebound by D. Jordan,,29,36
99,1,0:40.0,Turnover by G. Temple (traveling),,29,36
100,1,0:29.0,,R. Hollis-Jefferson misses 2-pt jump shot from 14 ft,29,36
101,1,0:26.0,Defensive rebound by R. Kurucs,,29,36
102,1,0:09.0,T. Pinson misses 3-pt jump shot from 25 ft,,29,36
103,1,0:07.0,Offensive rebound by Team,,29,36
104,1,0:07.0,,Loose ball foul by K. Lowry (drawn by G. Temple),29,36
105,1,0:07.0,G. Temple makes free throw 1 of 2,,30,36
106,1,0:07.0,G. Temple makes free throw 2 of 2,,31,36
107,1,0:03.0,,Personal foul by R. Kurucs (drawn by K. Lowry),31,36
108,1,0:03.0,,K. Lowry makes free throw 1 of 2,31,37
109,1,0:03.0,,K. Lowry makes free throw 2 of 2,31,38
110,1,0:00.0,G. Temple misses 3-pt jump shot from 34 ft,,31,38
111,1,0:00.0,Offensive rebound by Team,,31,38
112,2,11:42.0,,P. McCaw misses 3-pt jump shot from 22 ft,31,38
113,2,11:39.0,Defensive rebound by T. Pinson,,31,38
114,2,11:37.0,Turnover by T. Pinson (bad pass),,31,38
115,2,11:29.0,,Shooting foul by D. Jordan (drawn by R. Hollis-Jefferson),31,38
116,2,11:29.0,,R. Hollis-Jefferson makes free throw 1 of 2,31,39
117,2,11:29.0,,R. Hollis-Jefferson makes free throw 2 of 2,31,40
118,2,11:08.0,Turnover by T. Pinson (bad pass; steal by K. Lowry),,31,40
119,2,11:03.0,,P. McCaw makes 2-pt layup from 2 ft (assist by R. Hollis-Jefferson),31,42
120,2,11:03.0,Brooklyn full timeout,,31,42
121,2,10:53.0,Turnover by T. Pinson (bad pass; steal by S. Ibaka),,31,42
122,2,10:39.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by K. Lowry),31,44
123,2,10:27.0,Personal foul by S. Ibaka (drawn by D. Jordan),,31,44
124,2,10:21.0,G. Temple misses 3-pt jump shot from 25 ft,,31,44
125,2,10:17.0,,Defensive rebound by R. Hollis-Jefferson,31,44
126,2,10:03.0,,K. Lowry makes 3-pt jump shot from 25 ft,31,47
127,2,9:41.0,G. Temple misses 3-pt jump shot from 25 ft,,31,47
128,2,9:37.0,,Defensive rebound by S. Ibaka,31,47
129,2,9:33.0,,K. Lowry misses 3-pt jump shot from 26 ft,31,47
130,2,9:30.0,Defensive rebound by D. Jordan,,31,47
131,2,9:12.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by R. Kurucs),,34,47
132,2,9:02.0,,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,34,47
133,2,9:00.0,Defensive rebound by D. Jordan,,34,47
134,2,8:49.0,D. Jordan misses 2-pt hook shot from 3 ft (block by S. Ibaka),,34,47
135,2,8:45.0,,Defensive rebound by R. Hollis-Jefferson,34,47
136,2,8:39.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,34,47
137,2,8:36.0,Defensive rebound by R. Kurucs,,34,47
138,2,8:34.0,G. Temple makes 3-pt jump shot from 24 ft (assist by T. Pinson),,37,47
139,2,8:20.0,,Toronto full timeout,37,47
140,2,8:20.0,S. Dinwiddie enters the game for R. Kurucs,,37,47
141,2,8:20.0,J. Harris enters the game for T. Luwawu-Cabarrot,,37,47
142,2,8:20.0,T. Prince enters the game for T. Pinson,,37,47
143,2,8:20.0,,P. Siakam enters the game for K. Lowry,37,47
144,2,8:04.0,,T. Davis misses 3-pt jump shot from 25 ft,37,47
145,2,8:01.0,,Offensive rebound by S. Ibaka,37,47
146,2,7:59.0,,Turnover by S. Ibaka (bad pass; steal by T. Prince),37,47
147,2,7:47.0,T. Prince makes 3-pt jump shot from 25 ft (assist by J. Harris),,40,47
148,2,7:29.0,,P. Siakam misses 2-pt layup from 2 ft,40,47
149,2,7:26.0,Defensive rebound by D. Jordan,,40,47
150,2,7:18.0,J. Harris misses 2-pt layup from 2 ft,,40,47
151,2,7:07.0,Offensive rebound by D. Jordan,,40,47
152,2,7:07.0,D. Jordan makes 2-pt layup from 1 ft,,42,47
153,2,6:59.0,,R. Hollis-Jefferson misses 3-pt jump shot from 26 ft,42,47
154,2,6:55.0,Defensive rebound by T. Prince,,42,47
155,2,6:51.0,Offensive foul by D. Jordan (drawn by R. Hollis-Jefferson),,42,47
156,2,6:51.0,Turnover by D. Jordan (offensive foul),,42,47
157,2,6:51.0,,O. Anunoby enters the game for T. Davis,42,47
158,2,6:51.0,,N. Powell enters the game for R. Hollis-Jefferson,42,47
159,2,6:37.0,,O. Anunoby makes 2-pt layup from 3 ft,42,49
160,2,6:32.0,S. Dinwiddie makes 2-pt jump shot from 11 ft,,44,49
161,2,6:32.0,Shooting foul by P. Siakam (drawn by S. Dinwiddie),,44,49
162,2,6:32.0,S. Dinwiddie makes free throw 1 of 1,,45,49
163,2,6:20.0,,S. Ibaka misses 2-pt jump shot from 9 ft,45,49
164,2,6:16.0,Defensive rebound by T. Prince,,45,49
165,2,6:07.0,Turnover by J. Harris (bad pass),,45,49
166,2,6:07.0,J. Allen enters the game for D. Jordan,,45,49
167,2,6:07.0,,M. Gasol enters the game for S. Ibaka,45,49
168,2,5:57.0,,P. Siakam makes 2-pt jump shot from 3 ft (assist by P. McCaw),45,51
169,2,5:45.0,G. Temple misses 3-pt jump shot from 23 ft,,45,51
170,2,5:43.0,,Defensive rebound by Team,45,51
171,2,5:33.0,,P. Siakam makes 2-pt jump shot from 18 ft,45,53
172,2,5:22.0,J. Harris misses 3-pt jump shot from 25 ft,,45,53
173,2,5:21.0,Offensive rebound by Team,,45,53
174,2,5:21.0,,Loose ball foul by N. Powell (drawn by T. Prince),45,53
175,2,5:14.0,S. Dinwiddie misses 2-pt jump shot from 3 ft,,45,53
176,2,5:12.0,,Defensive rebound by M. Gasol,45,53
177,2,5:08.0,,Shooting foul by G. Temple (drawn by P. Siakam),45,53
178,2,5:08.0,,P. Siakam misses free throw 1 of 2,45,53
179,2,5:08.0,,Offensive rebound by Team,45,53
180,2,5:08.0,,K. Lowry enters the game for N. Powell,45,53
181,2,5:08.0,,P. Siakam makes free throw 2 of 2,45,54
182,2,5:01.0,Shooting foul by O. Anunoby (drawn by S. Dinwiddie),,45,54
183,2,5:01.0,S. Dinwiddie makes free throw 1 of 2,,46,54
184,2,5:01.0,S. Dinwiddie misses free throw 2 of 2,,46,54
185,2,4:59.0,,Defensive rebound by M. Gasol,46,54
186,2,4:43.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by P. McCaw),46,57
187,2,4:30.0,T. Prince misses 2-pt jump shot from 8 ft,,46,57
188,2,4:28.0,,Defensive rebound by K. Lowry,46,57
189,2,4:26.0,,Shooting foul by J. Harris (drawn by P. Siakam),46,57
190,2,4:26.0,,P. Siakam makes free throw 1 of 2,46,58
191,2,4:26.0,,C. Boucher enters the game for O. Anunoby,46,58
192,2,4:26.0,,P. Siakam makes free throw 2 of 2,46,59
193,2,4:18.0,Personal foul by M. Gasol (drawn by J. Allen),,46,59
194,2,4:18.0,J. Allen makes free throw 1 of 2,,47,59
195,2,4:18.0,J. Allen misses free throw 2 of 2,,47,59
196,2,4:13.0,Offensive rebound by T. Prince,,47,59
197,2,4:13.0,T. Prince makes 2-pt layup from 1 ft,,49,59
198,2,4:06.0,,Personal foul by J. Allen (drawn by M. Gasol),49,59
199,2,3:56.0,,P. Siakam makes 2-pt jump shot from 15 ft (assist by K. Lowry),49,61
200,2,3:32.0,G. Temple misses 3-pt jump shot from 25 ft,,49,61
201,2,3:29.0,,Defensive rebound by M. Gasol,49,61
202,2,3:22.0,,P. McCaw misses 3-pt jump shot from 25 ft,49,61
203,2,3:19.0,Defensive rebound by G. Temple,,49,61
204,2,3:15.0,G. Temple misses 2-pt layup from 2 ft (block by P. Siakam),,49,61
205,2,3:10.0,,Defensive rebound by M. Gasol,49,61
206,2,3:04.0,,P. Siakam misses 2-pt jump shot from 20 ft,49,61
207,2,3:00.0,Defensive rebound by J. Allen,,49,61
208,2,2:54.0,J. Harris makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,52,61
209,2,2:32.0,,P. Siakam makes 2-pt jump shot from 20 ft,52,63
210,2,2:19.0,S. Dinwiddie makes 2-pt layup from 2 ft,,54,63
211,2,2:19.0,Shooting foul by M. Gasol (drawn by S. Dinwiddie),,54,63
212,2,2:19.0,D. Nwaba enters the game for G. Temple,,54,63
213,2,2:19.0,S. Dinwiddie makes free throw 1 of 1,,55,63
214,2,2:05.0,,P. Siakam misses 2-pt layup from 1 ft,55,63
215,2,2:02.0,Defensive rebound by J. Harris,,55,63
216,2,1:59.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,55,63
217,2,1:58.0,,Defensive rebound by Team,55,63
218,2,1:49.0,,K. Lowry misses 3-pt jump shot from 26 ft,55,63
219,2,1:46.0,Defensive rebound by J. Allen,,55,63
220,2,1:42.0,S. Dinwiddie makes 2-pt layup from 1 ft,,57,63
221,2,1:35.0,,K. Lowry makes 2-pt layup from 2 ft,57,65
222,2,1:17.0,D. Nwaba misses 2-pt hook shot from 3 ft (block by C. Boucher),,57,65
223,2,1:13.0,Offensive rebound by J. Allen,,57,65
224,2,1:12.0,J. Harris misses 2-pt jump shot from 11 ft,,57,65
225,2,1:08.0,,Defensive rebound by K. Lowry,57,65
226,2,0:49.0,,C. Boucher misses 3-pt jump shot from 23 ft,57,65
227,2,0:46.0,Defensive rebound by T. Prince,,57,65
228,2,0:32.0,S. Dinwiddie misses 2-pt jump shot from 22 ft,,57,65
229,2,0:32.0,,Defensive rebound by Team,57,65
230,2,0:28.0,,K. Lowry misses 3-pt jump shot from 26 ft,57,65
231,2,0:25.0,Defensive rebound by J. Harris,,57,65
232,2,0:05.0,T. Prince makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,60,65
233,2,0:00.0,,P. Siakam misses 2-pt jump shot from 18 ft,60,65
234,2,0:00.0,Defensive rebound by J. Allen,,60,65
235,3,11:36.0,,P. Siakam misses 2-pt jump shot from 20 ft,60,65
236,3,11:33.0,Defensive rebound by J. Harris,,60,65
237,3,11:24.0,J. Harris misses 3-pt jump shot from 25 ft,,60,65
238,3,11:20.0,,Defensive rebound by M. Gasol,60,65
239,3,11:11.0,,K. Lowry makes 2-pt layup from 2 ft,60,67
240,3,11:02.0,S. Dinwiddie makes 2-pt jump shot from 7 ft,,62,67
241,3,10:51.0,,O. Anunoby misses 2-pt hook shot from 5 ft (block by S. Dinwiddie),62,67
242,3,10:50.0,Defensive rebound by Team,,62,67
243,3,10:37.0,T. Prince makes 3-pt jump shot from 23 ft (assist by G. Temple),,65,67
244,3,10:24.0,,K. Lowry misses 3-pt jump shot from 25 ft,65,67
245,3,10:20.0,,Offensive rebound by P. Siakam,65,67
246,3,10:20.0,,O. Anunoby misses 3-pt jump shot from 24 ft,65,67
247,3,10:15.0,Defensive rebound by J. Allen,,65,67
248,3,10:09.0,T. Prince misses 2-pt jump shot from 8 ft,,65,67
249,3,10:09.0,Offensive rebound by Team,,65,67
250,3,10:09.0,,Loose ball foul by K. Lowry (drawn by J. Allen),65,67
251,3,10:02.0,Turnover by J. Harris (bad pass; steal by M. Gasol),,65,67
252,3,9:55.0,,N. Powell makes 2-pt layup from 4 ft (assist by P. Siakam),65,69
253,3,9:38.0,G. Temple misses 3-pt jump shot from 23 ft,,65,69
254,3,9:38.0,,Defensive rebound by M. Gasol,65,69
255,3,9:32.0,,Personal foul by G. Temple (drawn by M. Gasol),65,69
256,3,9:26.0,,Personal foul by T. Prince (drawn by O. Anunoby),65,69
257,3,9:19.0,,M. Gasol misses 3-pt jump shot from 23 ft,65,69
258,3,9:15.0,Defensive rebound by J. Allen,,65,69
259,3,9:07.0,T. Prince misses 3-pt jump shot from 25 ft,,65,69
260,3,9:05.0,,Defensive rebound by M. Gasol,65,69
261,3,8:59.0,,N. Powell makes 2-pt dunk at rim (assist by K. Lowry),65,71
262,3,8:42.0,T. Prince misses 3-pt jump shot from 25 ft,,65,71
263,3,8:39.0,,Defensive rebound by P. Siakam,65,71
264,3,8:34.0,,P. Siakam misses 2-pt jump shot from 5 ft,65,71
265,3,8:31.0,Defensive rebound by J. Allen,,65,71
266,3,8:27.0,G. Temple misses 3-pt jump shot from 25 ft,,65,71
267,3,8:27.0,,Defensive rebound by M. Gasol,65,71
268,3,8:14.0,,Turnover by P. Siakam (lost ball),65,71
269,3,8:14.0,,Loose ball foul by P. Siakam (drawn by G. Temple),65,71
270,3,7:59.0,Turnover by S. Dinwiddie (traveling),,65,71
271,3,7:47.0,,M. Gasol makes 2-pt jump shot from 3 ft,65,73
272,3,7:46.0,Brooklyn full timeout,,65,73
273,3,7:25.0,Turnover by J. Harris (lost ball),,65,73
274,3,7:25.0,Loose ball foul by J. Harris (drawn by M. Gasol),,65,73
275,3,7:16.0,,Personal foul by J. Allen (drawn by M. Gasol),65,73
276,3,7:08.0,,P. Siakam misses 3-pt jump shot from 25 ft,65,73
277,3,7:04.0,Defensive rebound by J. Allen,,65,73
278,3,6:57.0,Turnover by T. Prince (bad pass; steal by P. Siakam),,65,73
279,3,6:52.0,,N. Powell makes 2-pt layup from 2 ft (assist by P. Siakam),65,75
280,3,6:43.0,Shooting foul by P. Siakam (drawn by S. Dinwiddie),,65,75
281,3,6:43.0,S. Dinwiddie makes free throw 1 of 2,,66,75
282,3,6:43.0,D. Nwaba enters the game for G. Temple,,66,75
283,3,6:43.0,S. Dinwiddie makes free throw 2 of 2,,67,75
284,3,6:40.0,,Turnover by P. Siakam (bad pass; steal by D. Nwaba),67,75
285,3,6:35.0,J. Harris makes 2-pt jump shot from 3 ft (assist by D. Nwaba),,69,75
286,3,6:21.0,,P. Siakam makes 2-pt jump shot from 17 ft (assist by N. Powell),69,77
287,3,6:10.0,D. Nwaba misses 2-pt jump shot from 8 ft,,69,77
288,3,6:08.0,,Defensive rebound by M. Gasol,69,77
289,3,6:04.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by K. Lowry),69,80
290,3,5:47.0,D. Nwaba misses 3-pt jump shot from 23 ft,,69,80
291,3,5:47.0,Offensive rebound by Team,,69,80
292,3,5:47.0,,Loose ball foul by M. Gasol (drawn by J. Allen),69,80
293,3,5:47.0,R. Kurucs enters the game for T. Prince,,69,80
294,3,5:39.0,D. Nwaba makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,72,80
295,3,5:22.0,,M. Gasol misses 2-pt jump shot from 9 ft,72,80
296,3,5:18.0,Defensive rebound by D. Nwaba,,72,80
297,3,5:01.0,J. Harris makes 2-pt jump shot from 13 ft (assist by J. Allen),,74,80
298,3,4:34.0,,N. Powell misses 3-pt jump shot from 23 ft,74,80
299,3,4:33.0,Defensive rebound by J. Allen,,74,80
300,3,4:26.0,R. Kurucs misses 3-pt jump shot from 25 ft,,74,80
301,3,4:22.0,,Defensive rebound by M. Gasol,74,80
302,3,4:12.0,,P. Siakam misses 2-pt jump shot from 8 ft,74,80
303,3,4:12.0,,Offensive rebound by Team,74,80
304,3,4:12.0,Loose ball foul by J. Harris (drawn by M. Gasol),,74,80
305,3,4:12.0,,M. Gasol makes free throw 1 of 2,74,81
306,3,4:12.0,D. Jordan enters the game for J. Allen,,74,81
307,3,4:12.0,T. Luwawu-Cabarrot enters the game for J. Harris,,74,81
308,3,4:12.0,,S. Ibaka enters the game for K. Lowry,74,81
309,3,4:12.0,,P. McCaw enters the game for P. Siakam,74,81
310,3,4:12.0,,M. Gasol makes free throw 2 of 2,74,82
311,3,4:00.0,S. Dinwiddie misses 2-pt layup from 2 ft (block by M. Gasol),,74,82
312,3,3:54.0,Offensive rebound by D. Jordan,,74,82
313,3,3:54.0,D. Jordan misses 2-pt layup at rim,,74,82
314,3,3:53.0,Offensive rebound by D. Jordan,,74,82
315,3,3:50.0,D. Jordan misses 2-pt layup at rim,,74,82
316,3,3:50.0,Offensive rebound by D. Jordan,,74,82
317,3,3:49.0,D. Jordan makes 2-pt layup at rim,,76,82
318,3,3:36.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by S. Ibaka),76,85
319,3,3:23.0,S. Dinwiddie makes 2-pt jump shot from 2 ft,,78,85
320,3,3:10.0,,P. McCaw misses 2-pt jump shot from 22 ft,78,85
321,3,3:10.0,Defensive rebound by Team,,78,85
322,3,3:10.0,,Loose ball foul by S. Ibaka (drawn by R. Kurucs),78,85
323,3,3:10.0,R. Kurucs misses free throw 1 of 2,,78,85
324,3,3:10.0,Offensive rebound by Team,,78,85
325,3,3:10.0,T. Pinson enters the game for S. Dinwiddie,,78,85
326,3,3:10.0,,T. Davis enters the game for O. Anunoby,78,85
327,3,3:10.0,,P. Siakam enters the game for M. Gasol,78,85
328,3,3:10.0,R. Kurucs makes free throw 2 of 2,,79,85
329,3,2:56.0,,P. Siakam misses 2-pt jump shot from 18 ft,79,85
330,3,2:50.0,Defensive rebound by T. Luwawu-Cabarrot,,79,85
331,3,2:49.0,R. Kurucs misses 2-pt layup from 2 ft (block by P. Siakam),,79,85
332,3,2:46.0,,Defensive rebound by P. Siakam,79,85
333,3,2:44.0,,P. Siakam misses 2-pt layup from 2 ft (block by D. Nwaba),79,85
334,3,2:43.0,,Offensive rebound by S. Ibaka,79,85
335,3,2:43.0,,Shooting foul by R. Kurucs (drawn by S. Ibaka),79,85
336,3,2:43.0,,Toronto full timeout,79,85
337,3,2:43.0,,S. Ibaka makes free throw 1 of 2,79,86
338,3,2:43.0,,S. Ibaka makes free throw 2 of 2,79,87
339,3,2:20.0,T. Pinson misses 3-pt jump shot from 22 ft,,79,87
340,3,2:17.0,,Defensive rebound by P. Siakam,79,87
341,3,2:06.0,,Turnover by T. Davis (bad pass; steal by D. Nwaba),79,87
342,3,2:01.0,D. Nwaba makes 2-pt dunk from 1 ft,,81,87
343,3,1:43.0,,T. Davis misses 2-pt layup from 2 ft (block by T. Pinson),81,87
344,3,1:41.0,,Offensive rebound by T. Davis,81,87
345,3,1:40.0,,T. Davis misses 2-pt layup from 2 ft (block by D. Jordan),81,87
346,3,1:38.0,Defensive rebound by T. Pinson,,81,87
347,3,1:35.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft (block by N. Powell),,81,87
348,3,1:35.0,Offensive rebound by D. Nwaba,,81,87
349,3,1:29.0,D. Nwaba makes 2-pt layup at rim,,83,87
350,3,1:28.0,,S. Ibaka misses 3-pt jump shot from 25 ft,83,87
351,3,1:28.0,Defensive rebound by Team,,83,87
352,3,1:28.0,,K. Lowry enters the game for P. Siakam,83,87
353,3,1:21.0,D. Jordan misses 2-pt hook shot from 7 ft,,83,87
354,3,1:19.0,Offensive rebound by D. Jordan,,83,87
355,3,1:18.0,D. Jordan misses 2-pt hook shot from 7 ft,,83,87
356,3,1:17.0,Offensive rebound by Team,,83,87
357,3,1:11.0,Turnover by T. Pinson (bad pass; steal by T. Davis),,83,87
358,3,1:05.0,,N. Powell misses 2-pt layup from 2 ft,83,87
359,3,1:00.0,,Offensive rebound by S. Ibaka,83,87
360,3,1:00.0,,S. Ibaka makes 2-pt layup from 1 ft,83,89
361,3,0:48.0,T. Pinson misses 2-pt layup from 2 ft (block by S. Ibaka),,83,89
362,3,0:44.0,,Defensive rebound by K. Lowry,83,89
363,3,0:43.0,,Personal foul by D. Nwaba (drawn by K. Lowry),83,89
364,3,0:43.0,,K. Lowry makes free throw 1 of 2,83,90
365,3,0:43.0,G. Temple enters the game for T. Pinson,,83,90
366,3,0:43.0,,K. Lowry misses free throw 2 of 2,83,90
367,3,0:41.0,Defensive rebound by R. Kurucs,,83,90
368,3,0:24.0,D. Jordan misses 2-pt layup from 7 ft (block by N. Powell),,83,90
369,3,0:23.0,Offensive rebound by D. Jordan,,83,90
370,3,0:18.0,G. Temple misses 3-pt jump shot from 25 ft,,83,90
371,3,0:15.0,,Defensive rebound by S. Ibaka,83,90
372,3,0:03.0,,T. Davis misses 3-pt jump shot from 25 ft,83,90
373,3,0:03.0,Defensive rebound by D. Jordan,,83,90
374,3,0:00.0,Instant Replay (Request: Ruling Stands),,83,90
375,4,11:48.0,G. Temple misses 3-pt jump shot from 25 ft,,83,90
376,4,11:44.0,,Defensive rebound by S. Ibaka,83,90
