,QUARTER,TIME_REMAINING,DETROIT_ACTION,ORLANDO_ACTION,DETROIT_SCORE,ORLANDO_SCORE
55,1,3:13.0,,E. Fournier misses 2-pt jump shot from 11 ft (block by J. Henson),16,29
56,1,3:13.0,Defensive rebound by L. Galloway,,16,29
57,1,3:03.0,D. Rose makes 2-pt jump shot from 13 ft (assist by L. Galloway),,18,29
58,1,2:54.0,,Orlando full timeout,18,29
59,1,2:54.0,S. Mykhailiuk enters the game for T. Snell,,18,29
60,1,2:54.0,,K. Birch enters the game for E. Fournier,18,29
61,1,2:54.0,,M. Carter-Williams enters the game for M. Fultz,18,29
62,1,2:54.0,,J. Ennis enters the game for N. Vučević,18,29
63,1,2:43.0,,G. Clark misses 3-pt jump shot from 23 ft,18,29
64,1,2:40.0,Defensive rebound by J. Henson,,18,29
65,1,2:37.0,Personal foul by M. Carter-Williams (drawn by S. Doumbouya),,18,29
66,1,2:37.0,Turnover by (5 sec),,18,29
67,1,2:28.0,,T. Ross misses 3-pt jump shot from 25 ft,18,29
68,1,2:25.0,Defensive rebound by S. Doumbouya,,18,29
69,1,2:20.0,Personal foul by G. Clark (drawn by S. Doumbouya),,18,29
70,1,2:14.0,Turnover by S. Doumbouya (traveling),,18,29
71,1,2:01.0,,T. Ross misses 2-pt jump shot from 13 ft,18,29
72,1,1:57.0,,Offensive rebound by K. Birch,18,29
73,1,1:56.0,,G. Clark misses 3-pt jump shot from 25 ft,18,29
74,1,1:56.0,Defensive rebound by S. Doumbouya,,18,29
75,1,1:48.0,Offensive foul by S. Doumbouya (drawn by G. Clark),,18,29
76,1,1:48.0,Turnover by S. Doumbouya (offensive foul),,18,29
77,1,1:32.0,,Turnover by M. Carter-Williams (bad pass; steal by D. Rose),18,29
78,1,1:24.0,L. Galloway makes 2-pt layup from 3 ft (assist by D. Rose),,20,29
79,1,1:14.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),20,32
80,1,1:04.0,D. Rose misses 3-pt jump shot from 27 ft,,20,32
81,1,1:02.0,,Defensive rebound by Team,20,32
82,1,0:54.0,,M. Carter-Williams misses 2-pt layup from 1 ft,20,32
83,1,0:51.0,Defensive rebound by S. Mykhailiuk,,20,32
84,1,0:44.0,S. Mykhailiuk misses 2-pt layup from 3 ft,,20,32
85,1,0:43.0,,Defensive rebound by M. Carter-Williams,20,32
86,1,0:40.0,,Turnover by M. Carter-Williams (bad pass; steal by S. Doumbouya),20,32
87,1,0:32.0,Turnover by L. Galloway (bad pass),,20,32
88,1,0:21.0,,T. Ross misses 3-pt jump shot from 25 ft,20,32
89,1,0:19.0,Defensive rebound by Team,,20,32
90,1,0:02.0,D. Rose misses 2-pt hook shot from 10 ft,,20,32
91,1,0:02.0,,Defensive rebound by M. Carter-Williams,20,32
92,2,11:46.0,,K. Birch makes 2-pt dunk from 1 ft (assist by A. Gordon),20,34
93,2,11:23.0,D. Rose misses 3-pt jump shot from 26 ft,,20,34
94,2,11:20.0,,Defensive rebound by M. Carter-Williams,20,34
95,2,11:11.0,,K. Birch makes 2-pt dunk from 2 ft (assist by M. Carter-Williams),20,36
96,2,11:06.0,Offensive foul by S. Doumbouya (drawn by J. Ennis),,20,36
97,2,11:06.0,Turnover by S. Doumbouya (offensive foul),,20,36
98,2,10:52.0,,Turnover by A. Gordon (traveling),20,36
99,2,10:38.0,S. Doumbouya makes 3-pt jump shot from 24 ft (assist by D. Rose),,23,36
100,2,10:21.0,,Turnover by M. Carter-Williams (bad pass; steal by S. Mykhailiuk),23,36
101,2,10:15.0,S. Doumbouya misses 2-pt layup from 3 ft (block by K. Birch),,23,36
102,2,10:10.0,,Defensive rebound by M. Carter-Williams,23,36
103,2,10:07.0,,K. Birch makes 2-pt dunk from 1 ft (assist by A. Gordon),23,38
104,2,10:06.0,Detroit full timeout,,23,38
105,2,10:06.0,R. Jackson enters the game for J. Henson,,23,38
106,2,10:06.0,C. Wood enters the game for D. Rose,,23,38
107,2,9:49.0,S. Doumbouya misses 3-pt jump shot from 25 ft,,23,38
108,2,9:45.0,,Defensive rebound by M. Carter-Williams,23,38
109,2,9:32.0,,A. Gordon misses 2-pt jump shot from 3 ft,23,38
110,2,9:30.0,Defensive rebound by S. Doumbouya,,23,38
111,2,9:17.0,R. Jackson misses 3-pt jump shot from 26 ft,,23,38
112,2,9:13.0,,Defensive rebound by A. Gordon,23,38
113,2,9:06.0,,J. Ennis makes 3-pt jump shot from 27 ft,23,41
114,2,8:45.0,L. Galloway misses 3-pt jump shot from 25 ft,,23,41
115,2,8:41.0,,Defensive rebound by T. Ross,23,41
116,2,8:38.0,,Offensive foul by J. Ennis (drawn by L. Galloway),23,41
117,2,8:38.0,,Turnover by J. Ennis (offensive foul),23,41
118,2,8:17.0,Turnover by R. Jackson (lost ball; steal by M. Carter-Williams),,23,41
119,2,8:15.0,,Personal take foul by S. Mykhailiuk (drawn by M. Carter-Williams),23,41
120,2,8:15.0,B. Brown enters the game for S. Doumbouya,,23,41
121,2,8:15.0,M. Morris enters the game for L. Galloway,,23,41
122,2,8:07.0,,A. Gordon misses 2-pt jump shot from 18 ft,23,41
123,2,8:05.0,Defensive rebound by Team,,23,41
124,2,7:51.0,Turnover by S. Mykhailiuk (bad pass; steal by T. Ross),,23,41
125,2,7:48.0,,T. Ross misses 2-pt layup from 1 ft (block by M. Morris),23,41
126,2,7:43.0,Defensive rebound by B. Brown,,23,41
127,2,7:40.0,Personal foul by K. Birch (drawn by C. Wood),,23,41
128,2,7:40.0,,E. Fournier enters the game for M. Carter-Williams,23,41
129,2,7:40.0,,M. Fultz enters the game for J. Ennis,23,41
130,2,7:35.0,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,23,41
131,2,7:31.0,Offensive rebound by M. Morris,,23,41
132,2,7:29.0,R. Jackson misses 3-pt jump shot from 27 ft,,23,41
133,2,7:26.0,,Defensive rebound by T. Ross,23,41
134,2,7:16.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by M. Fultz),23,44
135,2,7:04.0,Shooting foul by K. Birch (drawn by C. Wood),,23,44
136,2,7:04.0,C. Wood makes free throw 1 of 2,,24,44
137,2,7:04.0,T. Snell enters the game for S. Mykhailiuk,,24,44
138,2,7:04.0,,N. Vučević enters the game for K. Birch,24,44
139,2,7:04.0,C. Wood makes free throw 2 of 2,,25,44
140,2,6:51.0,,E. Fournier makes 3-pt jump shot from 27 ft (assist by A. Gordon),25,47
141,2,6:33.0,C. Wood makes 3-pt jump shot from 26 ft (assist by B. Brown),,28,47
142,2,6:10.0,,A. Gordon makes 2-pt jump shot from 12 ft,28,49
143,2,5:59.0,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Jackson),,31,49
144,2,5:45.0,,A. Gordon misses 3-pt jump shot from 26 ft,31,49
145,2,5:42.0,Defensive rebound by B. Brown,,31,49
146,2,5:37.0,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Jackson),,34,49
147,2,5:27.0,,Orlando full timeout,34,49
148,2,5:27.0,,G. Clark enters the game for A. Gordon,34,49
149,2,5:27.0,,W. Iwundu enters the game for T. Ross,34,49
150,2,5:22.0,,E. Fournier makes 2-pt jump shot from 12 ft (assist by M. Fultz),34,51
151,2,5:08.0,Shooting foul by N. Vučević (drawn by C. Wood),,34,51
152,2,5:08.0,C. Wood makes free throw 1 of 2,,35,51
153,2,5:08.0,C. Wood makes free throw 2 of 2,,36,51
154,2,4:55.0,,N. Vučević misses 2-pt layup from 6 ft (block by T. Snell),36,51
155,2,4:49.0,Defensive rebound by M. Morris,,36,51
156,2,4:43.0,T. Snell makes 2-pt jump shot from 8 ft,,38,51
157,2,4:25.0,,E. Fournier misses 3-pt jump shot from 26 ft,38,51
158,2,4:21.0,Defensive rebound by M. Morris,,38,51
159,2,4:14.0,T. Snell misses 2-pt layup from 4 ft (block by G. Clark),,38,51
160,2,4:14.0,,Defensive rebound by Team,38,51
161,2,4:04.0,,M. Fultz misses 2-pt layup from 4 ft (block by C. Wood),38,51
162,2,4:01.0,Defensive rebound by B. Brown,,38,51
163,2,3:58.0,C. Wood makes 2-pt dunk from 2 ft (assist by R. Jackson),,40,51
164,2,3:50.0,,Orlando full timeout,40,51
165,2,3:50.0,,A. Gordon enters the game for G. Clark,40,51
166,2,3:44.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by E. Fournier),40,53
167,2,3:27.0,C. Wood makes 2-pt jump shot from 20 ft (assist by R. Jackson),,42,53
168,2,3:14.0,,N. Vučević misses 3-pt jump shot from 25 ft,42,53
169,2,3:10.0,Defensive rebound by B. Brown,,42,53
170,2,3:01.0,Shooting foul by N. Vučević (drawn by C. Wood),,42,53
171,2,3:01.0,C. Wood misses free throw 1 of 3,,42,53
172,2,3:01.0,Offensive rebound by Team,,42,53
173,2,3:01.0,C. Wood makes free throw 2 of 3,,43,53
174,2,3:01.0,C. Wood makes free throw 3 of 3,,44,53
175,2,2:50.0,,Shooting foul by B. Brown (drawn by M. Fultz),44,53
176,2,2:50.0,,M. Fultz makes free throw 1 of 2,44,54
177,2,2:50.0,,T. Ross enters the game for W. Iwundu,44,54
178,2,2:50.0,,M. Fultz makes free throw 2 of 2,44,55
179,2,2:40.0,C. Wood misses 2-pt jump shot from 13 ft,,44,55
180,2,2:37.0,Offensive rebound by R. Jackson,,44,55
181,2,2:28.0,R. Jackson misses 3-pt jump shot from 22 ft,,44,55
182,2,2:26.0,,Defensive rebound by N. Vučević,44,55
183,2,2:21.0,,N. Vučević misses 3-pt jump shot from 26 ft,44,55
184,2,2:17.0,Defensive rebound by M. Morris,,44,55
185,2,2:12.0,Turnover by R. Jackson (bad pass; steal by M. Fultz),,44,55
186,2,2:04.0,,A. Gordon makes 2-pt dunk from 2 ft (assist by N. Vučević),44,57
187,2,1:39.0,M. Morris makes 3-pt jump shot from 25 ft (assist by C. Wood),,47,57
188,2,1:26.0,,T. Ross misses 3-pt jump shot from 27 ft,47,57
189,2,1:24.0,Defensive rebound by C. Wood,,47,57
190,2,1:11.0,M. Morris makes 2-pt layup from 3 ft (assist by R. Jackson),,49,57
191,2,0:56.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by M. Fultz),49,59
192,2,0:35.0,R. Jackson makes 3-pt jump shot from 27 ft,,52,59
193,2,0:23.0,,T. Ross misses 3-pt jump shot from 27 ft,52,59
194,2,0:20.0,,Offensive rebound by A. Gordon,52,59
195,2,0:10.0,,Turnover by E. Fournier (out of bounds lost ball),52,59
196,2,0:10.0,,K. Birch enters the game for N. Vučević,52,59
197,2,0:02.0,T. Snell makes 3-pt jump shot from 25 ft (assist by M. Morris),,55,59
198,2,0:00.0,,M. Fultz misses 3-pt jump shot from 62 ft,55,59
199,2,0:00.0,,Offensive rebound by Team,55,59
200,3,11:47.0,,A. Gordon makes 2-pt dunk from 2 ft (assist by M. Fultz),55,61
201,3,11:26.0,T. Maker makes 2-pt jump shot from 13 ft (assist by T. Snell),,57,61
202,3,11:14.0,,N. Vučević makes 2-pt jump shot from 14 ft (assist by M. Fultz),57,63
203,3,10:49.0,R. Jackson misses 3-pt jump shot from 27 ft,,57,63
204,3,10:46.0,,Defensive rebound by W. Iwundu,57,63
205,3,10:38.0,,W. Iwundu misses 2-pt jump shot from 20 ft,57,63
206,3,10:36.0,Defensive rebound by C. Wood,,57,63
207,3,10:30.0,C. Wood makes 2-pt jump shot from 6 ft (assist by T. Snell),,59,63
208,3,10:30.0,Shooting foul by W. Iwundu (drawn by C. Wood),,59,63
209,3,10:30.0,C. Wood makes free throw 1 of 1,,60,63
210,3,10:13.0,,M. Fultz makes 2-pt layup from 4 ft,60,65
211,3,10:00.0,T. Snell makes 3-pt jump shot from 26 ft (assist by R. Jackson),,63,65
212,3,9:42.0,,M. Fultz misses 3-pt jump shot from 26 ft,63,65
213,3,9:38.0,Defensive rebound by C. Wood,,63,65
214,3,9:32.0,T. Snell misses 3-pt jump shot from 27 ft,,63,65
215,3,9:27.0,,Defensive rebound by A. Gordon,63,65
216,3,9:18.0,,W. Iwundu makes 2-pt jump shot from 21 ft,63,67
217,3,8:53.0,T. Maker makes 3-pt jump shot from 27 ft (assist by T. Snell),,66,67
218,3,8:34.0,,W. Iwundu makes 3-pt jump shot from 26 ft (assist by M. Fultz),66,70
219,3,8:18.0,Personal foul by M. Fultz (drawn by T. Snell),,66,70
220,3,8:06.0,R. Jackson misses 3-pt jump shot from 26 ft,,66,70
221,3,8:02.0,,Defensive rebound by Team,66,70
222,3,7:48.0,,Turnover by N. Vučević (back court),66,70
223,3,7:37.0,C. Wood misses 3-pt jump shot from 27 ft,,66,70
224,3,7:34.0,,Defensive rebound by M. Fultz,66,70
225,3,7:20.0,,N. Vučević misses 2-pt layup from 2 ft (block by T. Maker),66,70
226,3,7:18.0,,Offensive rebound by N. Vučević,66,70
227,3,7:16.0,,N. Vučević misses 2-pt hook shot from 4 ft,66,70
228,3,7:15.0,Defensive rebound by B. Brown,,66,70
229,3,7:07.0,T. Maker makes 2-pt layup from 2 ft (assist by R. Jackson),,68,70
230,3,6:59.0,,Orlando full timeout,68,70
231,3,6:50.0,,E. Fournier makes 3-pt jump shot from 22 ft (assist by A. Gordon),68,73
232,3,6:31.0,Shooting foul by E. Fournier (drawn by T. Snell),,68,73
233,3,6:31.0,T. Maker makes free throw 1 of 2,,69,73
234,3,6:31.0,T. Maker makes free throw 2 of 2,,70,73
235,3,6:11.0,,W. Iwundu makes 2-pt jump shot from 15 ft (assist by N. Vučević),70,75
236,3,5:52.0,C. Wood makes 2-pt dunk from 2 ft (assist by T. Snell),,72,75
237,3,5:40.0,,N. Vučević misses 3-pt jump shot from 27 ft,72,75
238,3,5:40.0,Defensive rebound by B. Brown,,72,75
239,3,5:30.0,T. Snell makes 3-pt jump shot from 23 ft (assist by B. Brown),,75,75
240,3,5:20.0,,Personal foul by T. Maker (drawn by N. Vučević),75,75
241,3,5:20.0,S. Doumbouya enters the game for R. Jackson,,75,75
242,3,5:20.0,D. Rose enters the game for T. Maker,,75,75
243,3,5:20.0,,T. Ross enters the game for W. Iwundu,75,75
244,3,5:16.0,,E. Fournier misses 2-pt jump shot from 15 ft,75,75
245,3,5:14.0,Defensive rebound by C. Wood,,75,75
246,3,5:04.0,Turnover by D. Rose (lost ball; steal by T. Ross),,75,75
247,3,5:02.0,,Personal foul by T. Snell (drawn by T. Ross),75,75
248,3,4:46.0,,E. Fournier misses 3-pt jump shot from 27 ft,75,75
249,3,4:44.0,,Offensive rebound by A. Gordon,75,75
250,3,4:43.0,,A. Gordon makes 2-pt layup from 1 ft,75,77
251,3,4:19.0,D. Rose misses 2-pt layup from 3 ft,,75,77
252,3,4:17.0,,Defensive rebound by N. Vučević,75,77
253,3,4:07.0,,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),75,79
254,3,4:06.0,Detroit full timeout,,75,79
255,3,4:06.0,L. Galloway enters the game for T. Snell,,75,79
256,3,4:06.0,,G. Clark enters the game for E. Fournier,75,79
257,3,4:06.0,,J. Ennis enters the game for A. Gordon,75,79
258,3,3:47.0,S. Doumbouya misses 2-pt layup from 2 ft,,75,79
259,3,3:44.0,,Defensive rebound by G. Clark,75,79
260,3,3:32.0,,G. Clark misses 3-pt jump shot from 23 ft,75,79
261,3,3:29.0,Defensive rebound by B. Brown,,75,79
262,3,3:13.0,D. Rose misses 2-pt layup from 5 ft,,75,79
263,3,3:11.0,,Defensive rebound by N. Vučević,75,79
264,3,2:57.0,,J. Ennis misses 2-pt jump shot from 15 ft,75,79
265,3,2:55.0,Defensive rebound by C. Wood,,75,79
266,3,2:50.0,C. Wood misses 3-pt jump shot from 26 ft,,75,79
267,3,2:46.0,,Defensive rebound by J. Ennis,75,79
268,3,2:37.0,,J. Ennis makes 2-pt layup from 2 ft (assist by M. Fultz),75,81
269,3,2:22.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by D. Rose),,78,81
270,3,2:07.0,,N. Vučević misses 3-pt jump shot from 25 ft,78,81
271,3,2:05.0,Defensive rebound by B. Brown,,78,81
272,3,1:57.0,Turnover by B. Brown (bad pass; steal by N. Vučević),,78,81
273,3,1:53.0,,T. Ross makes 2-pt layup from 3 ft,78,83
274,3,1:35.0,Turnover by D. Rose (bad pass; steal by N. Vučević),,78,83
275,3,1:32.0,,Shooting foul by S. Doumbouya (drawn by J. Ennis),78,83
276,3,1:32.0,T. Maker enters the game for B. Brown,,78,83
277,3,1:32.0,S. Mykhailiuk enters the game for C. Wood,,78,83
278,3,1:32.0,,K. Birch enters the game for M. Fultz,78,83
279,3,1:32.0,,M. Carter-Williams enters the game for N. Vučević,78,83
280,3,1:32.0,,J. Ennis makes free throw 1 of 2,78,84
281,3,1:32.0,,J. Ennis makes free throw 2 of 2,78,85
282,3,1:17.0,S. Mykhailiuk makes 2-pt layup from 2 ft (assist by L. Galloway),,80,85
283,3,1:17.0,Shooting foul by J. Ennis (drawn by S. Mykhailiuk),,80,85
284,3,1:17.0,S. Mykhailiuk makes free throw 1 of 1,,81,85
285,3,0:59.0,,K. Birch makes 2-pt dunk from 3 ft (assist by M. Carter-Williams),81,87
286,3,0:47.0,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,81,87
287,3,0:47.0,,Defensive rebound by M. Carter-Williams,81,87
288,3,0:31.0,,Turnover by M. Carter-Williams (lost ball; steal by S. Doumbouya),81,87
289,3,0:27.0,S. Doumbouya misses 2-pt layup from 2 ft,,81,87
290,3,0:26.0,Offensive rebound by Team,,81,87
291,3,0:25.0,Turnover by S. Mykhailiuk (step out of bounds),,81,87
292,3,0:01.0,,G. Clark misses 3-pt jump shot from 26 ft,81,87
293,3,0:01.0,Defensive rebound by S. Mykhailiuk,,81,87
294,4,11:47.0,D. Rose misses 2-pt layup from 1 ft,,81,87
295,4,11:46.0,Offensive rebound by T. Maker,,81,87
296,4,11:46.0,Shooting foul by K. Birch (drawn by T. Maker),,81,87
297,4,11:46.0,T. Maker makes free throw 1 of 2,,82,87
298,4,11:46.0,T. Maker makes free throw 2 of 2,,83,87
299,4,11:28.0,,A. Gordon misses 2-pt jump shot from 18 ft,83,87
300,4,11:24.0,,Offensive rebound by M. Carter-Williams,83,87
301,4,11:22.0,,Turnover by Team (shot clock),83,87
302,4,11:13.0,,Loose ball foul by K. Birch (drawn by D. Rose),83,87
303,4,11:08.0,D. Rose misses 2-pt jump shot from 12 ft (block by M. Carter-Williams),,83,87
304,4,11:07.0,,Defensive rebound by M. Carter-Williams,83,87
305,4,10:48.0,,J. Ennis misses 2-pt jump shot from 15 ft (block by D. Rose),83,87
306,4,10:48.0,,Offensive rebound by Team,83,87
307,4,10:46.0,,Shooting foul by L. Galloway (drawn by A. Gordon),83,87
308,4,10:46.0,,A. Gordon makes free throw 1 of 2,83,88
309,4,10:46.0,,A. Gordon makes free throw 2 of 2,83,89
310,4,10:32.0,L. Galloway misses 3-pt jump shot from 26 ft,,83,89
311,4,10:30.0,,Defensive rebound by M. Carter-Williams,83,89
312,4,10:24.0,,M. Carter-Williams misses 2-pt layup from 7 ft,83,89
313,4,10:21.0,Defensive rebound by L. Galloway,,83,89
314,4,10:19.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,83,89
315,4,10:15.0,,Defensive rebound by Team,83,89
316,4,9:59.0,,Turnover by M. Carter-Williams (bad pass; steal by T. Maker),83,89
317,4,9:47.0,D. Rose misses 2-pt layup from 4 ft (block by M. Carter-Williams),,83,89
318,4,9:45.0,,Defensive rebound by K. Birch,83,89
319,4,9:45.0,,Personal foul by M. Morris (drawn by M. Carter-Williams),83,89
320,4,9:37.0,,A. Gordon misses 2-pt jump shot from 18 ft,83,89
321,4,9:33.0,Defensive rebound by M. Morris,,83,89
322,4,9:25.0,D. Rose misses 3-pt jump shot from 26 ft,,83,89
323,4,9:22.0,,Defensive rebound by K. Birch,83,89
324,4,9:17.0,,Personal foul by S. Mykhailiuk (drawn by A. Gordon),83,89
325,4,9:17.0,R. Jackson enters the game for D. Rose,,83,89
326,4,9:17.0,,E. Fournier enters the game for J. Ennis,83,89
327,4,9:12.0,,T. Ross misses 3-pt jump shot from 25 ft,83,89
328,4,9:09.0,Defensive rebound by S. Mykhailiuk,,83,89
329,4,9:06.0,Shooting foul by E. Fournier (drawn by S. Mykhailiuk),,83,89
330,4,9:06.0,S. Mykhailiuk makes free throw 1 of 2,,84,89
331,4,9:06.0,S. Mykhailiuk makes free throw 2 of 2,,85,89
332,4,8:53.0,,E. Fournier misses 2-pt jump shot from 19 ft,85,89
333,4,8:51.0,,Offensive rebound by K. Birch,85,89
334,4,8:47.0,,K. Birch misses 2-pt layup from 4 ft,85,89
335,4,8:44.0,,Offensive rebound by A. Gordon,85,89
336,4,8:41.0,,Personal foul by T. Maker (drawn by A. Gordon),85,89
337,4,8:41.0,,N. Vučević enters the game for K. Birch,85,89
338,4,8:27.0,,E. Fournier misses 2-pt jump shot from 10 ft,85,89
339,4,8:25.0,Defensive rebound by M. Morris,,85,89
340,4,8:03.0,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by L. Galloway),,88,89
341,4,7:48.0,,N. Vučević misses 3-pt jump shot from 25 ft,88,89
342,4,7:46.0,Defensive rebound by M. Morris,,88,89
343,4,7:37.0,R. Jackson makes 3-pt jump shot from 25 ft,,91,89
344,4,7:16.0,,Turnover by N. Vučević (off goaltending),91,89
345,4,7:16.0,,M. Fultz enters the game for M. Carter-Williams,91,89
346,4,6:58.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Maker),,94,89
347,4,6:42.0,,Offensive foul by T. Ross (drawn by L. Galloway),94,89
348,4,6:42.0,,Turnover by T. Ross (offensive foul),94,89
349,4,6:42.0,,Orlando full timeout,94,89
350,4,6:30.0,T. Maker makes 2-pt jump shot from 9 ft (assist by R. Jackson),,96,89
351,4,6:12.0,,N. Vučević misses 2-pt jump shot from 15 ft,96,89
352,4,6:11.0,Defensive rebound by R. Jackson,,96,89
353,4,5:58.0,Turnover by T. Maker (bad pass; steal by T. Ross),,96,89
354,4,5:52.0,,M. Fultz makes 2-pt jump shot from 13 ft,96,91
355,4,5:25.0,R. Jackson makes 2-pt jump shot from 12 ft,,98,91
356,4,5:08.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by M. Fultz),98,93
357,4,5:02.0,Detroit full timeout,,98,93
358,4,5:02.0,C. Wood enters the game for T. Maker,,98,93
359,4,4:51.0,R. Jackson misses 2-pt jump shot from 10 ft,,98,93
360,4,4:49.0,,Defensive rebound by N. Vučević,98,93
361,4,4:40.0,,M. Fultz makes 2-pt layup from 2 ft,98,95
362,4,4:25.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by R. Jackson),,101,95
363,4,4:06.0,,T. Ross misses 3-pt jump shot from 25 ft,101,95
364,4,4:02.0,,Offensive rebound by M. Fultz,101,95
365,4,3:58.0,,M. Fultz misses 2-pt jump shot from 24 ft,101,95
366,4,3:57.0,Defensive rebound by M. Morris,,101,95
367,4,3:41.0,R. Jackson misses 2-pt layup from 3 ft,,101,95
368,4,3:40.0,Offensive rebound by C. Wood,,101,95
369,4,3:39.0,C. Wood misses 2-pt layup from 3 ft (block by A. Gordon),,101,95
370,4,3:39.0,,Defensive rebound by A. Gordon,101,95
371,4,3:34.0,,Shooting foul by M. Morris (drawn by A. Gordon),101,95
372,4,3:34.0,,A. Gordon makes free throw 1 of 2,101,96
373,4,3:34.0,T. Snell enters the game for S. Mykhailiuk,,101,96
374,4,3:34.0,,A. Gordon makes free throw 2 of 2,101,97
