,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHOENIX_ACTION,SAN ANTONIO_SCORE,PHOENIX_SCORE
216,3,10:35.0,,Shooting foul by D. DeRozan (drawn by K. Oubre),69,55
217,3,10:35.0,,K. Oubre misses free throw 1 of 2,69,55
218,3,10:35.0,,Offensive rebound by Team,69,55
219,3,10:35.0,,K. Oubre makes free throw 2 of 2,69,56
220,3,10:17.0,Shooting foul by D. Ayton (drawn by L. Aldridge),,69,56
221,3,10:17.0,L. Aldridge makes free throw 1 of 2,,70,56
222,3,10:17.0,L. Aldridge makes free throw 2 of 2,,71,56
223,3,10:07.0,,Personal foul by D. Murray (drawn by D. Booker),71,56
224,3,10:01.0,,R. Rubio misses 2-pt layup from 4 ft (block by L. Aldridge),71,56
225,3,9:59.0,Defensive rebound by D. DeRozan,,71,56
226,3,9:56.0,B. Forbes misses 3-pt jump shot from 24 ft,,71,56
227,3,9:54.0,,Defensive rebound by D. Šarić,71,56
228,3,9:43.0,,D. Šarić misses 2-pt hook shot from 7 ft,71,56
229,3,9:40.0,Defensive rebound by T. Lyles,,71,56
230,3,9:19.0,L. Aldridge misses 3-pt jump shot from 26 ft,,71,56
231,3,9:16.0,,Defensive rebound by D. Booker,71,56
232,3,9:16.0,,Personal foul by D. Murray (drawn by D. Booker),71,56
233,3,9:05.0,,D. Booker misses 3-pt jump shot from 25 ft,71,56
234,3,9:02.0,Defensive rebound by T. Lyles,,71,56
235,3,8:52.0,L. Aldridge makes 2-pt jump shot from 14 ft,,73,56
236,3,8:35.0,,Turnover by K. Oubre (bad pass; steal by L. Aldridge),73,56
237,3,8:30.0,D. Murray makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,76,56
238,3,8:29.0,,Phoenix full timeout,76,56
239,3,8:12.0,,D. Ayton misses 2-pt jump shot from 11 ft,76,56
240,3,8:09.0,Defensive rebound by D. DeRozan,,76,56
241,3,7:57.0,Shooting foul by K. Oubre (drawn by B. Forbes),,76,56
242,3,7:57.0,B. Forbes misses free throw 1 of 2,,76,56
243,3,7:57.0,Offensive rebound by Team,,76,56
244,3,7:57.0,B. Forbes misses free throw 2 of 2,,76,56
245,3,7:55.0,,Defensive rebound by D. Ayton,76,56
246,3,7:39.0,,D. Booker misses 2-pt jump shot from 11 ft,76,56
247,3,7:36.0,Defensive rebound by D. DeRozan,,76,56
248,3,7:30.0,D. DeRozan misses 2-pt layup from 4 ft,,76,56
249,3,7:28.0,Offensive rebound by D. DeRozan,,76,56
250,3,7:27.0,Turnover by D. DeRozan (lost ball; steal by D. Ayton),,76,56
251,3,7:22.0,,D. Booker makes 2-pt layup at rim,76,58
252,3,7:01.0,D. DeRozan makes 2-pt jump shot from 12 ft (assist by L. Aldridge),,78,58
253,3,6:50.0,,D. Ayton makes 2-pt jump shot from 18 ft (assist by R. Rubio),78,60
254,3,6:29.0,Turnover by D. DeRozan (traveling),,78,60
255,3,6:29.0,P. Mills enters the game for B. Forbes,,78,60
256,3,6:29.0,D. White enters the game for D. Murray,,78,60
257,3,6:29.0,,M. Bridges enters the game for R. Rubio,78,60
258,3,6:29.0,,E. Okobo enters the game for D. Šarić,78,60
259,3,6:16.0,,D. Booker makes 2-pt jump shot from 9 ft,78,62
260,3,6:16.0,,Shooting foul by D. White (drawn by D. Booker),78,62
261,3,6:16.0,,D. Booker makes free throw 1 of 1,78,63
262,3,6:11.0,San Antonio full timeout,,78,63
263,3,5:53.0,D. White misses 2-pt layup from 6 ft (block by D. Ayton),,78,63
264,3,5:50.0,,Defensive rebound by D. Ayton,78,63
265,3,5:43.0,,Turnover by E. Okobo (lost ball; steal by D. DeRozan),78,63
266,3,5:34.0,D. DeRozan misses 2-pt layup from 1 ft,,78,63
267,3,5:33.0,Offensive rebound by Team,,78,63
268,3,5:33.0,L. Walker enters the game for T. Lyles,,78,63
269,3,5:30.0,P. Mills makes 2-pt layup from 2 ft (assist by D. White),,80,63
270,3,5:07.0,,K. Oubre misses 2-pt jump shot from 3 ft,80,63
271,3,5:06.0,Defensive rebound by L. Walker,,80,63
272,3,5:01.0,Personal foul by K. Oubre (drawn by D. DeRozan),,80,63
273,3,5:01.0,D. DeRozan makes free throw 1 of 2,,81,63
274,3,5:01.0,,J. Carter enters the game for K. Oubre,81,63
275,3,5:01.0,D. DeRozan makes free throw 2 of 2,,82,63
276,3,4:40.0,,D. Ayton makes 2-pt hook shot from 5 ft,82,65
277,3,4:16.0,D. White misses 3-pt jump shot from 25 ft,,82,65
278,3,4:14.0,Offensive rebound by Team,,82,65
279,3,4:14.0,Turnover by Team (shot clock),,82,65
280,3,4:04.0,,D. Booker misses 2-pt layup from 1 ft (block by L. Aldridge),82,65
281,3,4:04.0,Defensive rebound by Team,,82,65
282,3,4:04.0,M. Belinelli enters the game for D. DeRozan,,82,65
283,3,3:50.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. White),,84,65
284,3,3:34.0,,Shooting foul by P. Mills (drawn by D. Booker),84,65
285,3,3:34.0,,D. Booker makes free throw 1 of 2,84,66
286,3,3:34.0,,D. Booker makes free throw 2 of 2,84,67
287,3,3:22.0,L. Walker misses 3-pt jump shot from 25 ft,,84,67
288,3,3:21.0,,Defensive rebound by D. Booker,84,67
289,3,3:15.0,,D. Booker makes 2-pt jump shot from 11 ft,84,69
290,3,2:59.0,D. White makes 2-pt jump shot from 3 ft,,86,69
291,3,2:59.0,Shooting foul by D. Ayton (drawn by D. White),,86,69
292,3,2:59.0,D. White makes free throw 1 of 1,,87,69
293,3,2:45.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by M. Bridges),87,72
294,3,2:31.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. White),,90,72
295,3,2:22.0,,Phoenix full timeout,90,72
296,3,2:22.0,J. Poeltl enters the game for L. Aldridge,,90,72
297,3,2:15.0,,D. Booker makes 2-pt jump shot from 15 ft (assist by E. Okobo),90,74
298,3,2:00.0,M. Belinelli makes 2-pt layup from 2 ft (assist by J. Poeltl),,92,74
299,3,1:45.0,,Personal foul by L. Walker (drawn by E. Okobo),92,74
300,3,1:45.0,,E. Okobo misses free throw 1 of 2,92,74
301,3,1:45.0,,Offensive rebound by Team,92,74
302,3,1:45.0,,C. Diallo enters the game for D. Ayton,92,74
303,3,1:45.0,,E. Okobo makes free throw 2 of 2,92,75
304,3,1:35.0,D. White misses 2-pt jump shot from 15 ft,,92,75
305,3,1:30.0,Offensive rebound by J. Poeltl,,92,75
306,3,1:30.0,J. Poeltl misses 2-pt layup at rim,,92,75
307,3,1:30.0,,Defensive rebound by C. Diallo,92,75
308,3,1:14.0,,J. Carter misses 3-pt jump shot from 25 ft,92,75
309,3,1:11.0,Defensive rebound by M. Belinelli,,92,75
310,3,1:03.0,P. Mills misses 3-pt jump shot from 25 ft,,92,75
311,3,1:00.0,,Defensive rebound by E. Okobo,92,75
312,3,1:00.0,,Personal foul by D. White (drawn by E. Okobo),92,75
313,3,1:00.0,,E. Okobo makes free throw 1 of 2,92,76
314,3,1:00.0,B. Forbes enters the game for P. Mills,,92,76
315,3,1:00.0,,E. Okobo makes free throw 2 of 2,92,77
316,3,0:46.0,D. White makes 2-pt layup from 2 ft,,94,77
317,3,0:39.0,,D. Booker makes 3-pt jump shot from 26 ft,94,80
318,3,0:21.0,J. Poeltl makes 2-pt layup from 1 ft (assist by D. White),,96,80
319,3,0:01.0,,D. Booker makes 3-pt jump shot from 26 ft,96,83
320,4,11:40.0,M. Belinelli makes 2-pt jump shot from 23 ft (assist by D. White),,98,83
321,4,11:15.0,,M. Bridges makes 2-pt layup from 1 ft (assist by R. Rubio),98,85
322,4,11:04.0,B. Forbes misses 2-pt jump shot from 16 ft,,98,85
323,4,11:01.0,Offensive rebound by J. Poeltl,,98,85
324,4,10:56.0,D. White makes 2-pt jump shot from 17 ft (assist by J. Poeltl),,100,85
325,4,10:29.0,,R. Rubio misses 2-pt jump shot from 10 ft,100,85
326,4,10:27.0,Defensive rebound by J. Poeltl,,100,85
327,4,10:20.0,D. White makes 2-pt jump shot from 17 ft,,102,85
328,4,10:03.0,,D. Ayton makes 2-pt dunk at rim (assist by D. Booker),102,87
329,4,10:03.0,D. DeRozan enters the game for L. Walker,,102,87
330,4,9:42.0,Shooting foul by M. Bridges (drawn by D. DeRozan),,102,87
331,4,9:42.0,D. DeRozan misses free throw 1 of 2,,102,87
332,4,9:42.0,Offensive rebound by Team,,102,87
333,4,9:42.0,,K. Oubre enters the game for J. Carter,102,87
334,4,9:42.0,D. DeRozan makes free throw 2 of 2,,103,87
335,4,9:28.0,,Shooting foul by J. Poeltl (drawn by D. Ayton),103,87
336,4,9:28.0,,D. Ayton makes free throw 1 of 2,103,88
337,4,9:28.0,D. Murray enters the game for D. White,,103,88
338,4,9:28.0,,D. Ayton misses free throw 2 of 2,103,88
339,4,9:26.0,Defensive rebound by J. Poeltl,,103,88
340,4,9:06.0,D. Murray misses 2-pt jump shot from 18 ft,,103,88
341,4,9:01.0,,Defensive rebound by D. Ayton,103,88
342,4,8:55.0,,K. Oubre makes 3-pt jump shot from 23 ft (assist by R. Rubio),103,91
343,4,8:39.0,M. Belinelli misses 2-pt jump shot from 19 ft,,103,91
344,4,8:35.0,,Defensive rebound by D. Booker,103,91
345,4,8:32.0,,R. Rubio misses 3-pt jump shot from 23 ft,103,91
346,4,8:30.0,Defensive rebound by D. DeRozan,,103,91
347,4,8:19.0,D. DeRozan misses 2-pt jump shot from 16 ft,,103,91
348,4,8:16.0,,Defensive rebound by K. Oubre,103,91
349,4,8:10.0,,D. Booker misses 2-pt jump shot from 2 ft,103,91
350,4,8:07.0,Defensive rebound by B. Forbes,,103,91
351,4,7:49.0,D. DeRozan makes 2-pt layup from 1 ft,,105,91
352,4,7:35.0,,Personal foul by B. Forbes (drawn by D. Booker),105,91
353,4,7:22.0,,R. Rubio makes 2-pt jump shot from 5 ft (assist by D. Ayton),105,93
354,4,7:03.0,D. Murray makes 3-pt jump shot from 23 ft (assist by B. Forbes),,108,93
355,4,6:52.0,,D. Booker makes 2-pt jump shot from 11 ft (assist by R. Rubio),108,95
356,4,6:38.0,M. Belinelli misses 2-pt layup from 2 ft,,108,95
357,4,6:36.0,,Defensive rebound by D. Ayton,108,95
358,4,6:27.0,,R. Rubio makes 2-pt jump shot from 10 ft,108,97
359,4,6:27.0,San Antonio full timeout,,108,97
360,4,6:27.0,L. Aldridge enters the game for M. Belinelli,,108,97
361,4,6:27.0,D. White enters the game for J. Poeltl,,108,97
362,4,6:10.0,D. White misses 2-pt layup from 2 ft,,108,97
363,4,6:09.0,,Defensive rebound by K. Oubre,108,97
364,4,6:04.0,,D. Ayton misses 2-pt layup from 4 ft,108,97
365,4,6:02.0,,Offensive rebound by D. Ayton,108,97
366,4,6:02.0,,Shooting foul by L. Aldridge (drawn by D. Ayton),108,97
367,4,6:02.0,,D. Ayton makes free throw 1 of 2,108,98
368,4,6:02.0,,D. Ayton makes free throw 2 of 2,108,99
369,4,5:56.0,Personal foul by K. Oubre (drawn by D. DeRozan),,108,99
370,4,5:50.0,B. Forbes misses 2-pt jump shot from 22 ft,,108,99
371,4,5:47.0,,Defensive rebound by D. Booker,108,99
372,4,5:41.0,,K. Oubre makes 2-pt layup from 3 ft (assist by D. Booker),108,101
373,4,5:41.0,,Shooting foul by L. Aldridge (drawn by K. Oubre),108,101
374,4,5:41.0,,K. Oubre makes free throw 1 of 1,108,102
375,4,5:27.0,Personal foul by K. Oubre (drawn by L. Aldridge),,108,102
376,4,5:16.0,L. Aldridge misses 2-pt jump shot from 19 ft,,108,102
377,4,5:13.0,,Defensive rebound by D. Booker,108,102
378,4,5:02.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by D. Ayton),108,104
379,4,4:36.0,L. Aldridge misses 2-pt jump shot from 5 ft,,108,104
