,QUARTER,TIME_REMAINING,DALLAS_ACTION,SACRAMENTO_ACTION,DALLAS_SCORE,SACRAMENTO_SCORE
105,1,0:57.0,,H. Giles makes 2-pt jump shot from 16 ft (assist by B. Hield),35,31
106,1,0:39.0,T. Hardaway misses 3-pt jump shot from 24 ft,,35,31
107,1,0:35.0,,Defensive rebound by H. Giles,35,31
108,1,0:30.0,,B. Hield misses 3-pt jump shot from 22 ft,35,31
109,1,0:26.0,Defensive rebound by Team,,35,31
110,1,0:26.0,J. Brunson enters the game for T. Hardaway,,35,31
111,1,0:04.0,Turnover by S. Curry (traveling),,35,31
112,1,0:04.0,,N. Bjelica enters the game for H. Giles,35,31
113,1,0:04.0,,D. Fox enters the game for C. Joseph,35,31
114,1,0:00.0,Instant Replay (Request: Ruling Stands),,35,31
115,2,11:39.0,S. Curry misses 3-pt jump shot from 25 ft,,35,31
116,2,11:36.0,,Defensive rebound by H. Barnes,35,31
117,2,11:22.0,,H. Barnes misses 2-pt layup from 3 ft,35,31
118,2,11:20.0,,Offensive rebound by C. Joseph,35,31
119,2,11:17.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by C. Joseph),35,34
120,2,11:02.0,D. Wright makes 2-pt jump shot from 8 ft,,37,34
121,2,10:50.0,,C. Joseph makes 2-pt layup from 2 ft,37,36
122,2,10:42.0,J. Brunson misses 2-pt layup from 3 ft,,37,36
123,2,10:40.0,,Defensive rebound by M. Bagley,37,36
124,2,10:35.0,,Offensive foul by D. Fox (drawn by J. Brunson),37,36
125,2,10:35.0,,Turnover by D. Fox (offensive foul),37,36
126,2,10:25.0,J. Jackson misses 2-pt jump shot from 15 ft,,37,36
127,2,10:21.0,,Defensive rebound by M. Bagley,37,36
128,2,10:16.0,,M. Bagley misses 2-pt jump shot from 7 ft,37,36
129,2,10:14.0,,Offensive rebound by H. Barnes,37,36
130,2,10:12.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by C. Joseph),37,39
131,2,10:12.0,D. Finney-Smith enters the game for J. Jackson,,37,39
132,2,9:48.0,D. Wright misses 3-pt jump shot from 24 ft,,37,39
133,2,9:45.0,,Defensive rebound by H. Barnes,37,39
134,2,9:40.0,,Turnover by M. Bagley (traveling),37,39
135,2,9:26.0,D. Powell makes 2-pt layup from 2 ft (assist by D. Wright),,39,39
136,2,9:06.0,,H. Barnes makes 2-pt layup from 2 ft (assist by D. Fox),39,41
137,2,8:53.0,J. Brunson makes 2-pt jump shot from 11 ft,,41,41
138,2,8:46.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by D. Fox),41,44
139,2,8:18.0,J. Brunson misses 2-pt jump shot from 7 ft,,41,44
140,2,8:14.0,Offensive rebound by D. Powell,,41,44
141,2,8:14.0,D. Powell makes 2-pt layup from 1 ft,,43,44
142,2,8:12.0,,Personal foul by D. Wright (drawn by D. Fox),43,44
143,2,7:57.0,,D. Fox makes 3-pt jump shot from 25 ft,43,47
144,2,7:43.0,D. Wright misses 2-pt layup from 7 ft,,43,47
145,2,7:41.0,,Defensive rebound by M. Bagley,43,47
146,2,7:38.0,,Turnover by D. Fox (lost ball; steal by J. Brunson),43,47
147,2,7:36.0,Personal foul by C. Joseph (drawn by J. Brunson),,43,47
148,2,7:36.0,M. Kleber enters the game for D. Powell,,43,47
149,2,7:36.0,,Y. Ferrell enters the game for D. Fox,43,47
150,2,7:27.0,D. Wright makes 2-pt layup from 2 ft,,45,47
151,2,7:07.0,,H. Barnes misses 2-pt layup from 2 ft (block by D. Wright),45,47
152,2,7:07.0,,Offensive rebound by Team,45,47
153,2,7:07.0,,Sacramento full timeout,45,47
154,2,7:01.0,,H. Barnes misses 3-pt jump shot from 26 ft,45,47
155,2,6:57.0,Defensive rebound by D. Wright,,45,47
156,2,6:38.0,D. Finney-Smith misses 2-pt jump shot from 19 ft,,45,47
157,2,6:31.0,Offensive rebound by D. Wright,,45,47
158,2,6:26.0,J. Brunson misses 3-pt jump shot from 27 ft,,45,47
159,2,6:22.0,,Defensive rebound by H. Barnes,45,47
160,2,6:16.0,,C. Joseph makes 2-pt jump shot from 6 ft,45,49
161,2,6:09.0,M. Kleber misses 3-pt jump shot from 26 ft,,45,49
162,2,6:09.0,Offensive rebound by S. Curry,,45,49
163,2,6:02.0,S. Curry makes 3-pt jump shot from 25 ft,,48,49
164,2,5:50.0,,C. Joseph misses 2-pt jump shot from 11 ft,48,49
165,2,5:46.0,Defensive rebound by M. Kleber,,48,49
166,2,5:42.0,S. Curry misses 2-pt layup from 2 ft,,48,49
167,2,5:40.0,,Defensive rebound by H. Barnes,48,49
168,2,5:36.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,48,49
169,2,5:34.0,,Offensive rebound by Team,48,49
170,2,5:34.0,L. Dončić enters the game for J. Brunson,,48,49
171,2,5:34.0,T. Hardaway enters the game for D. Wright,,48,49
172,2,5:34.0,,N. Bjelica enters the game for T. Ariza,48,49
173,2,5:34.0,,B. Hield enters the game for M. Bagley,48,49
174,2,5:22.0,,H. Barnes makes 2-pt layup from 8 ft,48,51
175,2,5:05.0,S. Curry makes 3-pt jump shot from 28 ft (assist by L. Dončić),,51,51
176,2,4:38.0,,H. Barnes misses 2-pt jump shot from 11 ft,51,51
177,2,4:35.0,Defensive rebound by T. Hardaway,,51,51
178,2,4:28.0,S. Curry makes 2-pt jump shot from 11 ft,,53,51
179,2,4:10.0,,Shooting foul by T. Hardaway (drawn by B. Hield),53,51
180,2,4:10.0,,B. Hield misses free throw 1 of 3,53,51
181,2,4:10.0,,Offensive rebound by Team,53,51
182,2,4:10.0,,B. Hield makes free throw 2 of 3,53,52
183,2,4:10.0,,D. Fox enters the game for C. Joseph,53,52
184,2,4:10.0,,B. Hield makes free throw 3 of 3,53,53
185,2,3:58.0,M. Kleber makes 2-pt dunk from 2 ft (assist by L. Dončić),,55,53
186,2,3:50.0,,B. Hield makes 2-pt jump shot from 9 ft,55,55
187,2,3:33.0,Shooting foul by N. Bjelica (drawn by D. Finney-Smith),,55,55
188,2,3:33.0,D. Finney-Smith makes free throw 1 of 2,,56,55
189,2,3:33.0,D. Finney-Smith makes free throw 2 of 2,,57,55
190,2,3:25.0,,D. Fox makes 2-pt layup from 4 ft,57,57
191,2,3:25.0,,Shooting foul by D. Finney-Smith (drawn by D. Fox),57,57
192,2,3:25.0,,D. Fox makes free throw 1 of 1,57,58
193,2,3:15.0,L. Dončić misses 2-pt jump shot from 6 ft,,57,58
194,2,3:10.0,Offensive rebound by M. Kleber,,57,58
195,2,3:10.0,M. Kleber makes 2-pt layup from 1 ft,,59,58
196,2,3:02.0,,B. Hield misses 3-pt jump shot from 25 ft,59,58
197,2,2:59.0,Defensive rebound by L. Dončić,,59,58
198,2,2:46.0,Shooting foul by H. Barnes (drawn by L. Dončić),,59,58
199,2,2:46.0,Dallas full timeout,,59,58
200,2,2:46.0,D. Powell enters the game for M. Kleber,,59,58
201,2,2:46.0,,M. Bagley enters the game for H. Barnes,59,58
202,2,2:46.0,L. Dončić makes free throw 1 of 2,,60,58
203,2,2:46.0,L. Dončić makes free throw 2 of 2,,61,58
204,2,2:31.0,,M. Bagley misses 2-pt layup from 5 ft,61,58
205,2,2:27.0,Defensive rebound by L. Dončić,,61,58
206,2,2:14.0,S. Curry makes 2-pt layup from 1 ft,,63,58
207,2,2:00.0,,N. Bjelica makes 2-pt layup from 2 ft,63,60
208,2,1:50.0,L. Dončić misses 3-pt jump shot from 27 ft,,63,60
209,2,1:45.0,,Defensive rebound by B. Hield,63,60
210,2,1:38.0,,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by N. Bjelica),63,63
211,2,1:26.0,Personal foul by M. Bagley (drawn by D. Powell),,63,63
212,2,1:16.0,S. Curry makes 3-pt jump shot from 27 ft (assist by L. Dončić),,66,63
213,2,0:57.0,,B. Hield makes 2-pt layup from 2 ft (assist by D. Fox),66,65
214,2,0:44.0,D. Powell makes 2-pt layup from 1 ft (assist by L. Dončić),,68,65
215,2,0:44.0,Shooting foul by M. Bagley (drawn by D. Powell),,68,65
216,2,0:44.0,D. Powell makes free throw 1 of 1,,69,65
217,2,0:26.0,,Shooting foul by D. Powell (drawn by M. Bagley),69,65
218,2,0:26.0,,M. Bagley makes free throw 1 of 2,69,66
219,2,0:26.0,M. Kleber enters the game for D. Powell,,69,66
220,2,0:26.0,,C. Joseph enters the game for D. Fox,69,66
221,2,0:26.0,,M. Bagley makes free throw 2 of 2,69,67
222,2,0:05.0,L. Dončić makes 2-pt jump shot from 11 ft,,71,67
223,2,0:00.0,,M. Bagley misses 3-pt jump shot from 28 ft,71,67
224,2,0:00.0,Defensive rebound by L. Dončić,,71,67
225,3,11:45.0,M. Kleber misses 2-pt layup from 2 ft,,71,67
226,3,11:42.0,,Defensive rebound by M. Bagley,71,67
227,3,11:33.0,,H. Barnes misses 3-pt jump shot from 25 ft,71,67
228,3,11:30.0,Defensive rebound by L. Dončić,,71,67
229,3,11:24.0,L. Dončić makes 2-pt layup from 2 ft,,73,67
230,3,11:17.0,,D. Fox misses 2-pt layup from 2 ft,73,67
231,3,11:14.0,Defensive rebound by L. Dončić,,73,67
232,3,10:59.0,Turnover by L. Dončić (lost ball; steal by N. Bjelica),,73,67
233,3,10:53.0,,B. Hield misses 3-pt jump shot from 23 ft,73,67
234,3,10:49.0,Defensive rebound by L. Dončić,,73,67
235,3,10:34.0,Shooting foul by M. Bagley (drawn by L. Dončić),,73,67
236,3,10:34.0,L. Dončić makes free throw 1 of 2,,74,67
237,3,10:34.0,L. Dončić makes free throw 2 of 2,,75,67
238,3,10:21.0,,Shooting foul by T. Hardaway (drawn by D. Fox),75,67
239,3,10:21.0,,D. Fox misses free throw 1 of 2,75,67
240,3,10:21.0,,Offensive rebound by Team,75,67
241,3,10:21.0,,D. Fox makes free throw 2 of 2,75,68
242,3,10:05.0,T. Hardaway misses 2-pt jump shot from 14 ft,,75,68
243,3,10:03.0,,Defensive rebound by B. Hield,75,68
244,3,9:55.0,,M. Bagley makes 2-pt dunk from 2 ft (assist by B. Hield),75,70
245,3,9:39.0,Turnover by M. Kleber (step out of bounds),,75,70
246,3,9:26.0,,Turnover by M. Bagley (back court),75,70
247,3,9:16.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by L. Dončić),,78,70
248,3,9:05.0,,M. Bagley misses 2-pt jump shot from 21 ft,78,70
249,3,9:03.0,Defensive rebound by Team,,78,70
250,3,8:53.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by L. Dončić),,81,70
251,3,8:25.0,,B. Hield misses 2-pt jump shot from 22 ft,81,70
252,3,8:23.0,Defensive rebound by L. Dončić,,81,70
253,3,8:18.0,L. Dončić makes 2-pt layup from 1 ft,,83,70
254,3,8:18.0,,Sacramento full timeout,83,70
255,3,8:05.0,,H. Barnes makes 2-pt layup from 2 ft (assist by N. Bjelica),83,72
256,3,8:05.0,,Shooting foul by L. Dončić (drawn by H. Barnes),83,72
257,3,8:05.0,,H. Barnes misses free throw 1 of 1,83,72
258,3,8:01.0,Defensive rebound by T. Hardaway,,83,72
259,3,7:45.0,T. Hardaway makes 2-pt jump shot from 12 ft,,85,72
260,3,7:34.0,,N. Bjelica makes 3-pt jump shot from 28 ft (assist by D. Fox),85,75
261,3,7:15.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by L. Dončić),,88,75
262,3,6:57.0,,N. Bjelica makes 2-pt dunk from 2 ft (assist by D. Fox),88,77
263,3,6:45.0,Personal foul by M. Bagley (drawn by L. Dončić),,88,77
264,3,6:30.0,M. Kleber misses 3-pt jump shot from 25 ft,,88,77
265,3,6:27.0,,Defensive rebound by N. Bjelica,88,77
266,3,6:19.0,,D. Fox misses 2-pt layup from 3 ft,88,77
267,3,6:17.0,,Offensive rebound by D. Fox,88,77
268,3,6:17.0,,Offensive foul by D. Fox (drawn by D. Finney-Smith),88,77
269,3,6:17.0,,Turnover by D. Fox (offensive foul),88,77
270,3,6:17.0,Technical foul by D. Fox,,88,77
271,3,6:17.0,,C. Joseph enters the game for M. Bagley,88,77
272,3,6:17.0,T. Hardaway makes technical free throw,,89,77
273,3,6:09.0,Offensive foul by L. Dončić (drawn by D. Fox),,89,77
274,3,6:09.0,Turnover by L. Dončić (offensive foul),,89,77
275,3,5:57.0,,D. Fox makes 2-pt layup from 2 ft,89,79
276,3,5:43.0,D. Powell makes 2-pt layup from 2 ft (assist by L. Dončić),,91,79
277,3,5:33.0,,H. Barnes makes 2-pt layup from 2 ft (assist by D. Fox),91,81
278,3,5:22.0,L. Dončić misses 2-pt layup from 5 ft,,91,81
279,3,5:22.0,,Defensive rebound by N. Bjelica,91,81
280,3,5:16.0,,Personal foul by T. Hardaway (drawn by D. Fox),91,81
281,3,5:16.0,J. Jackson enters the game for M. Kleber,,91,81
282,3,5:09.0,,N. Bjelica misses 3-pt jump shot from 27 ft,91,81
283,3,5:06.0,Defensive rebound by L. Dončić,,91,81
284,3,5:03.0,L. Dončić makes 2-pt jump shot from 10 ft,,93,81
285,3,5:03.0,Shooting foul by N. Bjelica (drawn by L. Dončić),,93,81
286,3,5:03.0,L. Dončić makes free throw 1 of 1,,94,81
287,3,4:46.0,,D. Fox makes 2-pt layup from 3 ft (assist by N. Bjelica),94,83
288,3,4:31.0,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by L. Dončić),,97,83
289,3,4:17.0,,N. Bjelica misses 3-pt jump shot from 27 ft,97,83
290,3,4:12.0,Defensive rebound by T. Hardaway,,97,83
291,3,4:02.0,L. Dončić misses 2-pt jump shot from 12 ft,,97,83
292,3,3:57.0,Offensive rebound by D. Finney-Smith,,97,83
293,3,3:57.0,D. Finney-Smith makes 2-pt layup at rim,,99,83
294,3,3:43.0,,H. Barnes misses 2-pt layup from 6 ft,99,83
295,3,3:41.0,Defensive rebound by L. Dončić,,99,83
296,3,3:37.0,T. Hardaway misses 3-pt jump shot from 26 ft,,99,83
297,3,3:34.0,,Defensive rebound by Team,99,83
298,3,3:34.0,Dallas full timeout,,99,83
299,3,3:34.0,S. Curry enters the game for T. Hardaway,,99,83
300,3,3:34.0,,T. Ariza enters the game for N. Bjelica,99,83
301,3,3:34.0,,Y. Ferrell enters the game for B. Hield,99,83
302,3,3:34.0,,H. Giles enters the game for C. Joseph,99,83
303,3,3:21.0,,Personal foul by S. Curry (drawn by D. Fox),99,83
304,3,3:08.0,,D. Fox makes 2-pt layup from 3 ft,99,85
305,3,2:55.0,J. Jackson misses 3-pt jump shot from 25 ft,,99,85
306,3,2:51.0,,Defensive rebound by T. Ariza,99,85
307,3,2:43.0,,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by T. Ariza),99,88
308,3,2:29.0,Shooting foul by Y. Ferrell (drawn by D. Finney-Smith),,99,88
309,3,2:29.0,D. Finney-Smith makes free throw 1 of 2,,100,88
310,3,2:29.0,M. Kleber enters the game for D. Powell,,100,88
311,3,2:29.0,D. Finney-Smith makes free throw 2 of 2,,101,88
312,3,2:12.0,,D. Fox misses 2-pt jump shot from 11 ft,101,88
313,3,2:08.0,Defensive rebound by D. Finney-Smith,,101,88
314,3,2:05.0,Personal foul by H. Giles (drawn by L. Dončić),,101,88
315,3,2:05.0,L. Dončić makes free throw 1 of 2,,102,88
316,3,2:05.0,L. Dončić makes free throw 2 of 2,,103,88
317,3,1:55.0,,H. Barnes makes 2-pt jump shot from 13 ft,103,90
318,3,1:26.0,Turnover by L. Dončić (out of bounds lost ball),,103,90
319,3,1:14.0,,H. Giles makes 2-pt jump shot from 9 ft (assist by Y. Ferrell),103,92
320,3,1:02.0,Offensive foul by M. Kleber (drawn by D. Fox),,103,92
321,3,1:02.0,Turnover by M. Kleber (offensive foul),,103,92
322,3,1:02.0,D. Wright enters the game for L. Dončić,,103,92
323,3,0:50.0,,H. Giles misses 2-pt layup from 4 ft (block by M. Kleber),103,92
324,3,0:44.0,Defensive rebound by M. Kleber,,103,92
325,3,0:34.0,S. Curry misses 3-pt jump shot from 26 ft,,103,92
326,3,0:30.0,,Defensive rebound by D. Fox,103,92
327,3,0:23.0,,D. Fox misses 2-pt layup from 6 ft,103,92
328,3,0:21.0,Defensive rebound by D. Finney-Smith,,103,92
329,3,0:19.0,Shooting foul by T. Ariza (drawn by M. Kleber),,103,92
330,3,0:19.0,M. Kleber makes free throw 1 of 2,,104,92
331,3,0:19.0,,N. Bjelica enters the game for H. Giles,104,92
332,3,0:19.0,M. Kleber makes free throw 2 of 2,,105,92
333,3,0:05.0,,Shooting foul by D. Wright (drawn by D. Fox),105,92
334,3,0:05.0,,D. Fox misses free throw 1 of 2,105,92
335,3,0:05.0,,Offensive rebound by Team,105,92
336,3,0:05.0,L. Dončić enters the game for D. Finney-Smith,,105,92
337,3,0:05.0,,C. Joseph enters the game for N. Bjelica,105,92
338,3,0:05.0,,D. Fox makes free throw 2 of 2,105,93
339,3,0:00.0,J. Jackson makes 3-pt jump shot from 36 ft (assist by L. Dončić),,108,93
340,3,0:00.0,Instant Replay (Request: Ruling Stands),,108,93
341,4,11:50.0,,Y. Ferrell makes 3-pt jump shot from 25 ft,108,96
342,4,11:35.0,J. Brunson misses 2-pt jump shot from 8 ft,,108,96
343,4,11:32.0,,Defensive rebound by N. Bjelica,108,96
344,4,11:18.0,,Shooting foul by S. Curry (drawn by C. Joseph),108,96
345,4,11:18.0,,C. Joseph makes free throw 1 of 2,108,97
346,4,11:18.0,,C. Joseph misses free throw 2 of 2,108,97
347,4,11:16.0,Defensive rebound by D. Powell,,108,97
348,4,11:00.0,Turnover by S. Curry (bad pass; steal by T. Ariza),,108,97
349,4,10:56.0,,B. Hield makes 2-pt jump shot from 23 ft (assist by T. Ariza),108,99
350,4,10:55.0,Dallas full timeout,,108,99
351,4,10:33.0,D. Wright makes 2-pt layup from 4 ft,,110,99
352,4,10:16.0,,B. Hield misses 2-pt jump shot from 11 ft,110,99
353,4,10:14.0,Defensive rebound by D. Wright,,110,99
354,4,10:08.0,D. Wright makes 2-pt layup from 2 ft,,112,99
355,4,9:54.0,,Y. Ferrell misses 3-pt jump shot from 23 ft,112,99
356,4,9:51.0,Defensive rebound by J. Jackson,,112,99
357,4,9:44.0,Personal foul by T. Ariza (drawn by D. Powell),,112,99
358,4,9:32.0,D. Powell misses 2-pt layup from 5 ft,,112,99
359,4,9:29.0,,Defensive rebound by N. Bjelica,112,99
360,4,9:11.0,,T. Ariza misses 3-pt jump shot from 23 ft,112,99
361,4,9:06.0,Defensive rebound by D. Powell,,112,99
362,4,8:49.0,Personal foul by N. Bjelica (drawn by J. Brunson),,112,99
363,4,8:37.0,D. Powell makes 2-pt jump shot from 4 ft (assist by D. Wright),,114,99
364,4,8:36.0,,Sacramento full timeout,114,99
365,4,8:36.0,D. Finney-Smith enters the game for J. Brunson,,114,99
366,4,8:36.0,,M. Bagley enters the game for T. Ariza,114,99
367,4,8:36.0,,H. Barnes enters the game for Y. Ferrell,114,99
368,4,8:36.0,,D. Fox enters the game for C. Joseph,114,99
369,4,8:19.0,,M. Bagley makes 2-pt dunk from 1 ft (assist by H. Barnes),114,101
370,4,8:01.0,J. Jackson misses 3-pt jump shot from 25 ft,,114,101
371,4,7:56.0,Offensive rebound by D. Powell,,114,101
372,4,7:54.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Wright),,117,101
373,4,7:27.0,,N. Bjelica makes 2-pt layup from 3 ft (assist by M. Bagley),117,103
374,4,7:04.0,D. Wright misses 3-pt jump shot from 23 ft,,117,103
375,4,7:02.0,,Defensive rebound by D. Fox,117,103
376,4,6:58.0,,Shooting foul by J. Jackson (drawn by D. Fox),117,103
377,4,6:58.0,,D. Fox misses free throw 1 of 2,117,103
378,4,6:58.0,,Offensive rebound by Team,117,103
379,4,6:58.0,L. Dončić enters the game for D. Powell,,117,103
380,4,6:58.0,M. Kleber enters the game for D. Wright,,117,103
381,4,6:58.0,,D. Fox misses free throw 2 of 2,117,103
382,4,6:55.0,Defensive rebound by L. Dončić,,117,103
