,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SAN ANTONIO_ACTION,BROOKLYN_SCORE,SAN ANTONIO_SCORE
86,1,1:21.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft,,29,27
87,1,1:19.0,,Defensive rebound by D. White,29,27
88,1,1:12.0,,Shooting foul by D. Nwaba (drawn by P. Mills),29,27
89,1,1:12.0,,P. Mills misses free throw 1 of 2,29,27
90,1,1:12.0,,Offensive rebound by Team,29,27
91,1,1:12.0,,D. Murray enters the game for D. White,29,27
92,1,1:12.0,,P. Mills misses free throw 2 of 2,29,27
93,1,1:10.0,Defensive rebound by D. Jordan,,29,27
94,1,0:58.0,W. Chandler makes 2-pt layup from 1 ft (assist by D. Jordan),,31,27
95,1,0:46.0,,M. Belinelli misses 2-pt layup from 1 ft,31,27
96,1,0:43.0,,Offensive rebound by J. Poeltl,31,27
97,1,0:42.0,,D. Murray misses 3-pt jump shot from 22 ft,31,27
98,1,0:40.0,Defensive rebound by D. Jordan,,31,27
99,1,0:25.0,Shooting foul by P. Mills (drawn by G. Temple),,31,27
100,1,0:25.0,G. Temple makes free throw 1 of 2,,32,27
101,1,0:25.0,,D. White enters the game for D. Murray,32,27
102,1,0:25.0,G. Temple makes free throw 2 of 2,,33,27
103,1,0:05.0,,J. Poeltl misses 2-pt jump shot from 6 ft,33,27
104,1,0:03.0,Defensive rebound by D. Jordan,,33,27
105,1,0:00.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,33,27
106,1,0:00.0,Offensive rebound by Team,,33,27
107,2,11:48.0,Turnover by G. Temple (bad pass; steal by D. White),,33,27
108,2,11:38.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. White),33,30
109,2,11:15.0,G. Temple makes 3-pt jump shot from 26 ft (assist by D. Nwaba),,36,30
110,2,11:00.0,,R. Gay misses 2-pt hook shot from 7 ft,36,30
111,2,10:58.0,Defensive rebound by D. Jordan,,36,30
112,2,10:49.0,Shooting foul by D. White (drawn by G. Temple),,36,30
113,2,10:49.0,G. Temple makes free throw 1 of 2,,37,30
114,2,10:49.0,,D. Murray enters the game for D. White,37,30
115,2,10:49.0,G. Temple makes free throw 2 of 2,,38,30
116,2,10:35.0,,D. Murray misses 2-pt layup from 2 ft (block by D. Nwaba),38,30
117,2,10:31.0,,Offensive rebound by D. Murray,38,30
118,2,10:29.0,,P. Mills misses 2-pt jump shot from 13 ft,38,30
119,2,10:26.0,Defensive rebound by G. Temple,,38,30
120,2,10:09.0,Shooting foul by J. Poeltl (drawn by D. Nwaba),,38,30
121,2,10:09.0,D. Nwaba makes free throw 1 of 2,,39,30
122,2,10:09.0,,L. Aldridge enters the game for J. Poeltl,39,30
123,2,10:09.0,D. Nwaba makes free throw 2 of 2,,40,30
124,2,9:53.0,,R. Gay misses 2-pt jump shot from 9 ft,40,30
125,2,9:51.0,Defensive rebound by D. Jordan,,40,30
126,2,9:42.0,G. Temple misses 3-pt jump shot from 25 ft,,40,30
127,2,9:42.0,,Defensive rebound by Team,40,30
128,2,9:29.0,,M. Belinelli misses 3-pt jump shot from 25 ft,40,30
129,2,9:25.0,Defensive rebound by W. Chandler,,40,30
130,2,9:18.0,W. Chandler misses 2-pt jump shot from 8 ft,,40,30
131,2,9:17.0,,Defensive rebound by L. Aldridge,40,30
132,2,9:17.0,,B. Forbes enters the game for R. Gay,40,30
133,2,9:17.0,,T. Lyles enters the game for P. Mills,40,30
134,2,9:05.0,,M. Belinelli makes 2-pt jump shot from 13 ft (assist by D. Murray),40,32
135,2,8:47.0,Shooting foul by M. Belinelli (drawn by D. Jordan),,40,32
136,2,8:47.0,D. Jordan misses free throw 1 of 2,,40,32
137,2,8:47.0,Offensive rebound by Team,,40,32
138,2,8:47.0,S. Dinwiddie enters the game for W. Chandler,,40,32
139,2,8:47.0,J. Harris enters the game for T. Luwawu-Cabarrot,,40,32
140,2,8:47.0,T. Prince enters the game for D. Nwaba,,40,32
141,2,8:47.0,D. Jordan makes free throw 2 of 2,,41,32
142,2,8:29.0,,L. Aldridge misses 2-pt jump shot from 18 ft,41,32
143,2,8:27.0,Defensive rebound by T. Prince,,41,32
144,2,8:21.0,Turnover by T. Prince (bad pass; steal by D. Murray),,41,32
145,2,8:16.0,,Turnover by D. Murray (lost ball; steal by T. Prince),41,32
146,2,8:09.0,G. Temple misses 3-pt jump shot from 23 ft,,41,32
147,2,8:06.0,,Defensive rebound by T. Lyles,41,32
148,2,8:00.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. Murray),41,34
149,2,7:46.0,J. Harris misses 2-pt layup from 1 ft,,41,34
150,2,7:43.0,,Defensive rebound by L. Aldridge,41,34
151,2,7:37.0,,B. Forbes misses 3-pt jump shot from 25 ft,41,34
152,2,7:31.0,,Offensive rebound by L. Aldridge,41,34
153,2,7:31.0,,L. Aldridge misses 2-pt layup at rim,41,34
154,2,7:31.0,Defensive rebound by D. Jordan,,41,34
155,2,7:28.0,Brooklyn full timeout,,41,34
156,2,7:28.0,J. Allen enters the game for D. Jordan,,41,34
157,2,7:28.0,,D. DeRozan enters the game for T. Lyles,41,34
158,2,7:24.0,Turnover by J. Allen (traveling),,41,34
159,2,7:07.0,,B. Forbes misses 3-pt jump shot from 26 ft,41,34
160,2,7:04.0,Defensive rebound by J. Allen,,41,34
161,2,6:55.0,Shooting foul by B. Forbes (drawn by S. Dinwiddie),,41,34
162,2,6:55.0,S. Dinwiddie makes free throw 1 of 2,,42,34
163,2,6:55.0,S. Dinwiddie makes free throw 2 of 2,,43,34
164,2,6:36.0,,D. DeRozan misses 3-pt jump shot from 25 ft,43,34
165,2,6:33.0,Defensive rebound by J. Allen,,43,34
166,2,6:31.0,Turnover by J. Allen (bad pass; steal by D. Murray),,43,34
167,2,6:23.0,,Turnover by B. Forbes (bad pass; steal by G. Temple),43,34
168,2,6:19.0,T. Prince makes 2-pt dunk from 1 ft (assist by G. Temple),,45,34
169,2,6:02.0,,Shooting foul by J. Allen (drawn by D. DeRozan),45,34
170,2,6:02.0,,D. DeRozan makes free throw 1 of 2,45,35
171,2,6:02.0,,D. White enters the game for D. Murray,45,35
172,2,6:02.0,,D. DeRozan makes free throw 2 of 2,45,36
173,2,5:52.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by J. Allen),,48,36
174,2,5:45.0,,Shooting foul by T. Prince (drawn by D. DeRozan),48,36
175,2,5:45.0,,D. DeRozan makes free throw 1 of 2,48,37
176,2,5:45.0,,D. DeRozan makes free throw 2 of 2,48,38
177,2,5:34.0,S. Dinwiddie makes 2-pt layup from 1 ft,,50,38
178,2,5:10.0,,L. Aldridge makes 2-pt jump shot from 13 ft,50,40
179,2,4:49.0,S. Dinwiddie misses 2-pt layup from 2 ft,,50,40
180,2,4:44.0,Offensive rebound by J. Allen,,50,40
181,2,4:44.0,J. Allen makes 2-pt dunk from 1 ft,,52,40
182,2,4:33.0,,D. DeRozan misses 2-pt layup from 1 ft,52,40
183,2,4:31.0,Defensive rebound by T. Prince,,52,40
184,2,4:17.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,52,40
185,2,4:13.0,,Defensive rebound by D. White,52,40
186,2,3:54.0,,D. White makes 2-pt jump shot from 21 ft (assist by M. Belinelli),52,42
187,2,3:26.0,G. Temple misses 3-pt jump shot from 26 ft,,52,42
188,2,3:22.0,,Defensive rebound by D. White,52,42
189,2,3:14.0,,Turnover by D. White (bad pass; steal by J. Allen),52,42
190,2,3:06.0,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,54,42
191,2,3:06.0,,San Antonio full timeout,54,42
192,2,3:06.0,W. Chandler enters the game for G. Temple,,54,42
193,2,3:06.0,,P. Mills enters the game for M. Belinelli,54,42
194,2,3:06.0,,L. Walker enters the game for B. Forbes,54,42
195,2,2:50.0,,D. DeRozan misses 2-pt jump shot from 12 ft,54,42
196,2,2:48.0,Defensive rebound by T. Prince,,54,42
197,2,2:40.0,T. Prince misses 3-pt jump shot from 26 ft,,54,42
198,2,2:36.0,,Defensive rebound by L. Walker,54,42
199,2,2:36.0,,Personal foul by T. Prince (drawn by D. White),54,42
200,2,2:30.0,,Turnover by D. DeRozan (lost ball; steal by W. Chandler),54,42
201,2,2:20.0,S. Dinwiddie makes 2-pt jump shot from 7 ft,,56,42
202,2,2:09.0,,D. White makes 3-pt jump shot from 25 ft (assist by L. Aldridge),56,45
203,2,1:55.0,Turnover by W. Chandler (traveling),,56,45
204,2,1:36.0,,L. Walker misses 2-pt jump shot from 9 ft,56,45
205,2,1:34.0,Defensive rebound by J. Allen,,56,45
206,2,1:17.0,Turnover by S. Dinwiddie (lost ball; steal by D. White),,56,45
207,2,1:12.0,,D. DeRozan makes 2-pt layup at rim (assist by D. White),56,47
208,2,0:48.0,W. Chandler misses 3-pt jump shot from 26 ft,,56,47
209,2,0:46.0,,Defensive rebound by L. Aldridge,56,47
210,2,0:35.0,,L. Walker makes 3-pt jump shot from 24 ft (assist by D. White),56,50
211,2,0:16.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,56,50
212,2,0:12.0,,Defensive rebound by L. Walker,56,50
213,2,0:07.0,,L. Walker misses 2-pt layup from 5 ft (block by T. Prince),56,50
214,2,0:04.0,Defensive rebound by T. Prince,,56,50
215,2,0:03.0,Turnover by T. Prince (bad pass; steal by L. Aldridge),,56,50
216,2,0:00.0,,L. Aldridge misses 2-pt layup from 4 ft (block by J. Allen),56,50
217,2,0:00.0,,Offensive rebound by L. Walker,56,50
218,2,0:00.0,,D. DeRozan misses 3-pt jump shot from 26 ft,56,50
219,2,0:00.0,,Offensive rebound by Team,56,50
220,3,11:39.0,Personal foul by B. Forbes (drawn by J. Harris),,56,50
221,3,11:31.0,Personal foul by M. Belinelli (drawn by J. Allen),,56,50
222,3,11:19.0,S. Dinwiddie misses 2-pt jump shot from 11 ft,,56,50
223,3,11:14.0,Offensive rebound by J. Allen,,56,50
224,3,11:14.0,J. Allen makes 2-pt layup at rim,,58,50
225,3,10:59.0,,L. Aldridge makes 2-pt jump shot from 13 ft,58,52
226,3,10:47.0,S. Dinwiddie makes 3-pt jump shot from 24 ft,,61,52
227,3,10:36.0,,D. DeRozan misses 2-pt layup from 1 ft,61,52
228,3,10:34.0,,Offensive rebound by D. DeRozan,61,52
229,3,10:32.0,,L. Aldridge misses 3-pt jump shot from 25 ft,61,52
230,3,10:28.0,Defensive rebound by G. Temple,,61,52
231,3,10:24.0,G. Temple misses 3-pt jump shot from 25 ft,,61,52
232,3,10:21.0,,Defensive rebound by D. DeRozan,61,52
233,3,10:05.0,,Turnover by D. DeRozan (lost ball; steal by T. Prince),61,52
234,3,9:51.0,J. Allen misses 2-pt layup from 2 ft (block by L. Aldridge),,61,52
235,3,9:47.0,,Defensive rebound by L. Aldridge,61,52
236,3,9:36.0,,D. DeRozan makes 2-pt jump shot from 15 ft,61,54
237,3,9:26.0,Personal foul by D. DeRozan (drawn by J. Allen),,61,54
238,3,9:19.0,G. Temple misses 2-pt layup from 2 ft (block by L. Aldridge),,61,54
239,3,9:19.0,Offensive rebound by Team,,61,54
240,3,9:15.0,J. Harris makes 2-pt jump shot from 20 ft (assist by J. Allen),,63,54
241,3,8:51.0,,D. DeRozan misses 2-pt jump shot from 19 ft,63,54
242,3,8:47.0,Defensive rebound by T. Prince,,63,54
243,3,8:37.0,J. Allen misses 2-pt layup from 6 ft,,63,54
244,3,8:35.0,Offensive rebound by S. Dinwiddie,,63,54
245,3,8:35.0,S. Dinwiddie makes 2-pt layup at rim,,65,54
246,3,8:35.0,,San Antonio full timeout,65,54
247,3,8:26.0,,Shooting foul by G. Temple (drawn by B. Forbes),65,54
248,3,8:26.0,,B. Forbes makes free throw 1 of 3,65,55
249,3,8:26.0,,B. Forbes makes free throw 2 of 3,65,56
250,3,8:26.0,,B. Forbes makes free throw 3 of 3,65,57
251,3,8:10.0,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,67,57
252,3,7:49.0,,D. DeRozan misses 2-pt jump shot from 6 ft,67,57
253,3,7:46.0,Defensive rebound by J. Harris,,67,57
254,3,7:35.0,S. Dinwiddie misses 2-pt layup from 3 ft,,67,57
255,3,7:32.0,,Defensive rebound by L. Aldridge,67,57
256,3,7:29.0,,D. Murray makes 2-pt layup from 1 ft,67,59
257,3,7:12.0,J. Allen misses 2-pt dunk from 3 ft,,67,59
258,3,7:10.0,,Defensive rebound by D. Murray,67,59
259,3,7:03.0,,M. Belinelli misses 3-pt jump shot from 23 ft,67,59
260,3,7:02.0,,Offensive rebound by D. Murray,67,59
261,3,7:00.0,,B. Forbes makes 3-pt jump shot from 28 ft (assist by D. DeRozan),67,62
262,3,6:57.0,Brooklyn full timeout,,67,62
263,3,6:57.0,D. Nwaba enters the game for G. Temple,,67,62
264,3,6:57.0,,P. Mills enters the game for M. Belinelli,67,62
265,3,6:39.0,S. Dinwiddie misses 2-pt layup from 1 ft (block by L. Aldridge),,67,62
266,3,6:37.0,,Defensive rebound by D. Murray,67,62
267,3,6:30.0,,B. Forbes misses 2-pt jump shot from 6 ft,67,62
268,3,6:28.0,Defensive rebound by J. Allen,,67,62
269,3,6:19.0,S. Dinwiddie misses 2-pt layup from 2 ft,,67,62
270,3,6:19.0,Offensive rebound by J. Allen,,67,62
271,3,6:19.0,J. Allen makes 2-pt layup at rim,,69,62
272,3,6:19.0,Shooting foul by D. DeRozan (drawn by J. Allen),,69,62
273,3,6:19.0,J. Allen makes free throw 1 of 1,,70,62
274,3,5:54.0,,B. Forbes misses 3-pt jump shot from 27 ft,70,62
275,3,5:52.0,Defensive rebound by J. Allen,,70,62
276,3,5:44.0,S. Dinwiddie makes 2-pt layup from 2 ft,,72,62
277,3,5:44.0,,Violation by Team (def goaltending),72,62
278,3,5:29.0,,P. Mills misses 3-pt jump shot from 25 ft,72,62
279,3,5:26.0,Defensive rebound by J. Harris,,72,62
280,3,5:22.0,Personal foul by P. Mills (drawn by J. Allen),,72,62
281,3,5:22.0,J. Allen makes free throw 1 of 2,,73,62
282,3,5:22.0,W. Chandler enters the game for J. Harris,,73,62
283,3,5:22.0,T. Luwawu-Cabarrot enters the game for T. Prince,,73,62
284,3,5:22.0,,J. Poeltl enters the game for L. Aldridge,73,62
285,3,5:22.0,,L. Walker enters the game for B. Forbes,73,62
286,3,5:22.0,,D. White enters the game for D. Murray,73,62
287,3,5:22.0,J. Allen makes free throw 2 of 2,,74,62
288,3,5:13.0,,J. Poeltl makes 2-pt jump shot from 15 ft,74,64
289,3,4:49.0,S. Dinwiddie misses 2-pt layup from 1 ft,,74,64
290,3,4:47.0,,Defensive rebound by J. Poeltl,74,64
291,3,4:43.0,,P. Mills misses 3-pt jump shot from 25 ft,74,64
292,3,4:43.0,Defensive rebound by J. Allen,,74,64
293,3,4:31.0,S. Dinwiddie misses 2-pt layup from 1 ft (block by J. Poeltl),,74,64
294,3,4:28.0,,Defensive rebound by D. DeRozan,74,64
295,3,4:27.0,,Shooting foul by W. Chandler (drawn by L. Walker),74,64
296,3,4:27.0,,L. Walker misses free throw 1 of 2,74,64
297,3,4:27.0,,Offensive rebound by Team,74,64
298,3,4:27.0,D. Jordan enters the game for J. Allen,,74,64
299,3,4:27.0,G. Temple enters the game for S. Dinwiddie,,74,64
300,3,4:27.0,,L. Walker makes free throw 2 of 2,74,65
301,3,4:10.0,Shooting foul by J. Poeltl (drawn by W. Chandler),,74,65
302,3,4:10.0,W. Chandler makes free throw 1 of 2,,75,65
303,3,4:10.0,,R. Gay enters the game for D. DeRozan,75,65
304,3,4:10.0,W. Chandler makes free throw 2 of 2,,76,65
305,3,4:00.0,,D. White makes 2-pt layup from 5 ft,76,67
306,3,4:00.0,,Shooting foul by D. Nwaba (drawn by D. White),76,67
307,3,4:00.0,,D. White makes free throw 1 of 1,76,68
308,3,3:47.0,W. Chandler makes 2-pt jump shot from 8 ft,,78,68
309,3,3:38.0,,R. Gay misses 2-pt jump shot from 18 ft,78,68
310,3,3:34.0,,Offensive rebound by P. Mills,78,68
311,3,3:23.0,,R. Gay misses 2-pt jump shot from 15 ft,78,68
312,3,3:21.0,Defensive rebound by D. Nwaba,,78,68
313,3,3:09.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft (block by J. Poeltl),,78,68
314,3,3:06.0,,Defensive rebound by L. Walker,78,68
315,3,3:03.0,,L. Walker misses 2-pt jump shot from 6 ft,78,68
316,3,3:00.0,Defensive rebound by D. Jordan,,78,68
317,3,2:44.0,D. Nwaba misses 3-pt jump shot from 26 ft,,78,68
318,3,2:41.0,,Defensive rebound by R. Gay,78,68
319,3,2:30.0,,P. Mills makes 3-pt jump shot from 22 ft (assist by J. Poeltl),78,71
320,3,2:07.0,G. Temple makes 3-pt jump shot from 29 ft,,81,71
321,3,1:44.0,,J. Poeltl makes 2-pt layup from 3 ft (assist by P. Mills),81,73
322,3,1:30.0,G. Temple misses 2-pt layup from 1 ft (block by J. Poeltl),,81,73
323,3,1:28.0,,Defensive rebound by J. Poeltl,81,73
324,3,1:24.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by L. Walker),81,76
325,3,1:06.0,Turnover by D. Jordan (bad pass; steal by L. Walker),,81,76
326,3,1:04.0,,Personal take foul by D. Nwaba (drawn by L. Walker),81,76
327,3,0:58.0,,Shooting foul by G. Temple (drawn by P. Mills),81,76
328,3,0:58.0,,P. Mills makes free throw 1 of 3,81,77
329,3,0:58.0,,P. Mills makes free throw 2 of 3,81,78
330,3,0:58.0,S. Dinwiddie enters the game for G. Temple,,81,78
331,3,0:58.0,,P. Mills misses free throw 3 of 3,81,78
332,3,0:56.0,Defensive rebound by D. Jordan,,81,78
333,3,0:43.0,Offensive foul by D. Jordan (drawn by D. White),,81,78
334,3,0:43.0,Turnover by D. Jordan (offensive foul),,81,78
335,3,0:32.0,,D. White makes 3-pt jump shot from 27 ft (assist by P. Mills),81,81
336,3,0:15.0,Offensive foul by S. Dinwiddie (drawn by J. Poeltl),,81,81
337,3,0:15.0,Turnover by S. Dinwiddie (offensive foul),,81,81
338,3,0:03.0,,P. Mills makes 2-pt layup from 1 ft,81,83
339,3,0:00.0,S. Dinwiddie misses 3-pt jump shot from 30 ft,,81,83
340,3,0:00.0,Offensive rebound by Team,,81,83
341,4,11:45.0,,P. Mills misses 3-pt jump shot from 25 ft,81,83
342,4,11:43.0,Defensive rebound by D. Jordan,,81,83
343,4,11:33.0,Offensive foul by T. Luwawu-Cabarrot (drawn by P. Mills),,81,83
344,4,11:33.0,Turnover by T. Luwawu-Cabarrot (offensive foul),,81,83
345,4,11:21.0,,P. Mills misses 2-pt jump shot from 15 ft,81,83
346,4,11:19.0,,Offensive rebound by J. Poeltl,81,83
347,4,11:15.0,,R. Gay makes 2-pt jump shot from 13 ft,81,85
348,4,11:02.0,G. Temple misses 3-pt jump shot from 24 ft,,81,85
349,4,10:59.0,,Defensive rebound by R. Gay,81,85
350,4,10:54.0,Brooklyn full timeout,,81,85
351,4,10:54.0,J. Harris enters the game for D. Nwaba,,81,85
352,4,10:50.0,,Personal foul by J. Harris (drawn by P. Mills),81,85
353,4,10:44.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by L. Walker),81,88
354,4,10:30.0,Turnover by J. Harris (bad pass; steal by D. White),,81,88
355,4,10:22.0,,L. Walker misses 2-pt jump shot from 14 ft,81,88
356,4,10:20.0,Defensive rebound by W. Chandler,,81,88
357,4,10:09.0,Personal foul by R. Gay (drawn by G. Temple),,81,88
358,4,9:56.0,G. Temple misses 3-pt jump shot from 26 ft,,81,88
359,4,9:52.0,,Defensive rebound by L. Walker,81,88
360,4,9:43.0,,R. Gay misses 3-pt jump shot from 25 ft,81,88
361,4,9:38.0,Defensive rebound by G. Temple,,81,88
362,4,9:30.0,J. Harris misses 3-pt jump shot from 26 ft,,81,88
363,4,9:28.0,,Defensive rebound by J. Poeltl,81,88
364,4,9:16.0,,R. Gay misses 2-pt jump shot from 11 ft,81,88
365,4,9:12.0,Defensive rebound by T. Luwawu-Cabarrot,,81,88
366,4,9:06.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft,,81,88
367,4,9:06.0,,Defensive rebound by D. White,81,88
368,4,9:02.0,,D. White makes 2-pt dunk from 1 ft,81,90
369,4,9:02.0,Brooklyn full timeout,,81,90
370,4,9:02.0,J. Allen enters the game for W. Chandler,,81,90
371,4,9:02.0,S. Dinwiddie enters the game for D. Jordan,,81,90
372,4,9:02.0,T. Prince enters the game for G. Temple,,81,90
373,4,9:02.0,,M. Belinelli enters the game for R. Gay,81,90
374,4,9:02.0,,D. DeRozan enters the game for P. Mills,81,90
375,4,8:47.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,81,90
376,4,8:43.0,,Defensive rebound by L. Walker,81,90
377,4,8:38.0,,Turnover by J. Poeltl (traveling),81,90
378,4,8:28.0,Shooting foul by D. DeRozan (drawn by J. Allen),,81,90
379,4,8:28.0,J. Allen makes free throw 1 of 2,,82,90
380,4,8:28.0,,L. Aldridge enters the game for J. Poeltl,82,90
381,4,8:28.0,J. Allen makes free throw 2 of 2,,83,90
382,4,8:20.0,,Personal foul by J. Harris (drawn by M. Belinelli),83,90
