,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,INDIANA_ACTION,MILWAUKEE_SCORE,INDIANA_SCORE
0,1,11:36.0,,Turnover by D. Sabonis (bad pass; steal by D. DiVincenzo),0,0
1,1,11:31.0,D. DiVincenzo makes 2-pt layup from 2 ft,,2,0
2,1,11:06.0,,M. Turner misses 2-pt jump shot from 19 ft,2,0
3,1,11:04.0,Defensive rebound by E. Bledsoe,,2,0
4,1,11:00.0,G. Antetokounmpo misses 2-pt layup from 9 ft,,2,0
5,1,10:58.0,,Defensive rebound by M. Turner,2,0
6,1,10:52.0,,A. Holiday misses 2-pt layup from 3 ft,2,0
7,1,10:50.0,,Offensive rebound by J. Holiday,2,0
8,1,10:49.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by J. Holiday),2,3
9,1,10:32.0,W. Matthews misses 3-pt jump shot from 25 ft,,2,3
10,1,10:29.0,,Defensive rebound by M. Turner,2,3
11,1,10:22.0,,D. Sabonis misses 2-pt jump shot from 17 ft,2,3
12,1,10:19.0,Defensive rebound by D. DiVincenzo,,2,3
13,1,10:05.0,G. Antetokounmpo makes 2-pt jump shot from 8 ft,,4,3
14,1,9:45.0,,Personal foul by D. DiVincenzo (drawn by J. Holiday),4,3
15,1,9:42.0,,A. Holiday misses 2-pt jump shot from 22 ft,4,3
16,1,9:38.0,Defensive rebound by W. Matthews,,4,3
17,1,9:28.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,4,3
18,1,9:25.0,Offensive rebound by Team,,4,3
19,1,9:25.0,,Loose ball foul by A. Holiday (drawn by D. DiVincenzo),4,3
20,1,9:20.0,Turnover by D. DiVincenzo (lost ball; steal by M. Turner),,4,3
21,1,9:11.0,,J. Holiday misses 3-pt jump shot from 25 ft,4,3
22,1,9:08.0,Defensive rebound by G. Antetokounmpo,,4,3
23,1,9:02.0,E. Bledsoe makes 2-pt jump shot from 13 ft,,6,3
24,1,8:48.0,,M. Turner misses 2-pt jump shot from 19 ft,6,3
25,1,8:44.0,,Offensive rebound by D. Sabonis,6,3
26,1,8:39.0,,A. Holiday misses 2-pt jump shot from 14 ft,6,3
27,1,8:35.0,Defensive rebound by G. Antetokounmpo,,6,3
28,1,8:32.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by M. Turner),,6,3
29,1,8:29.0,,Defensive rebound by T. Warren,6,3
30,1,8:23.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by J. Holiday),6,6
31,1,8:10.0,E. Bledsoe makes 2-pt layup from 2 ft,,8,6
32,1,7:56.0,,T. Warren makes 2-pt jump shot from 13 ft,8,8
33,1,7:42.0,W. Matthews makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),,10,8
34,1,7:26.0,,T. Warren misses 2-pt jump shot from 12 ft,10,8
35,1,7:22.0,Defensive rebound by E. Bledsoe,,10,8
36,1,7:16.0,E. Bledsoe misses 2-pt layup from 4 ft (block by M. Turner),,10,8
37,1,7:13.0,,Defensive rebound by A. Holiday,10,8
38,1,7:09.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by M. Turner),10,11
39,1,7:06.0,Milwaukee full timeout,,10,11
40,1,7:06.0,S. Brown enters the game for D. DiVincenzo,,10,11
41,1,6:47.0,B. Lopez misses 2-pt hook shot from 8 ft,,10,11
42,1,6:44.0,,Defensive rebound by D. Sabonis,10,11
43,1,6:32.0,,Shooting foul by G. Antetokounmpo (drawn by D. Sabonis),10,11
44,1,6:32.0,,D. Sabonis makes free throw 1 of 2,10,12
45,1,6:32.0,,D. Sabonis makes free throw 2 of 2,10,13
46,1,6:20.0,S. Brown misses 3-pt jump shot from 23 ft,,10,13
47,1,6:18.0,,Defensive rebound by D. Sabonis,10,13
48,1,6:09.0,,T. Warren misses 2-pt jump shot from 13 ft,10,13
49,1,6:06.0,Defensive rebound by G. Antetokounmpo,,10,13
50,1,6:01.0,Turnover by G. Antetokounmpo (traveling),,10,13
51,1,6:01.0,E. İlyasova enters the game for G. Antetokounmpo,,10,13
52,1,5:50.0,,M. Turner misses 3-pt jump shot from 26 ft,10,13
53,1,5:47.0,Defensive rebound by B. Lopez,,10,13
54,1,5:41.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by W. Matthews),,12,13
55,1,5:27.0,,Turnover by A. Holiday (bad pass; steal by E. Bledsoe),12,13
56,1,5:22.0,S. Brown makes 2-pt layup from 4 ft,,14,13
57,1,5:06.0,,T. Warren makes 2-pt jump shot from 13 ft (assist by D. Sabonis),14,15
58,1,4:54.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,14,15
59,1,4:51.0,,Defensive rebound by M. Turner,14,15
60,1,4:43.0,,A. Holiday makes 2-pt jump shot from 13 ft,14,17
61,1,4:31.0,B. Lopez makes 2-pt layup from 2 ft (assist by E. Bledsoe),,16,17
62,1,4:30.0,,Indiana full timeout,16,17
63,1,4:30.0,P. Connaughton enters the game for E. Bledsoe,,16,17
64,1,4:30.0,G. Hill enters the game for B. Lopez,,16,17
65,1,4:30.0,R. Lopez enters the game for W. Matthews,,16,17
66,1,4:30.0,,T. Leaf enters the game for A. Holiday,16,17
67,1,4:30.0,,D. McDermott enters the game for J. Holiday,16,17
68,1,4:30.0,,N. Mitrou-Long enters the game for D. Sabonis,16,17
69,1,4:20.0,,N. Mitrou-Long misses 3-pt jump shot from 25 ft,16,17
70,1,4:16.0,Defensive rebound by P. Connaughton,,16,17
71,1,4:00.0,G. Hill misses 3-pt jump shot from 26 ft,,16,17
72,1,3:57.0,,Defensive rebound by T. Warren,16,17
73,1,3:43.0,,T. Leaf misses 2-pt layup from 3 ft,16,17
74,1,3:39.0,,Offensive rebound by T. Leaf,16,17
75,1,3:39.0,,T. Leaf misses 2-pt layup at rim,16,17
76,1,3:38.0,Defensive rebound by R. Lopez,,16,17
77,1,3:34.0,S. Brown misses 2-pt layup from 5 ft,,16,17
78,1,3:32.0,,Defensive rebound by T. Leaf,16,17
79,1,3:20.0,,T. Leaf makes 3-pt jump shot from 24 ft (assist by D. McDermott),16,20
80,1,2:58.0,R. Lopez misses 2-pt hook shot from 8 ft,,16,20
81,1,2:54.0,Offensive rebound by G. Hill,,16,20
82,1,2:54.0,G. Hill misses 2-pt layup from 1 ft,,16,20
83,1,2:53.0,,Defensive rebound by T. Warren,16,20
84,1,2:42.0,,T. Warren misses 2-pt jump shot from 12 ft,16,20
85,1,2:39.0,Defensive rebound by S. Brown,,16,20
86,1,2:28.0,E. İlyasova makes 2-pt jump shot from 17 ft (assist by P. Connaughton),,18,20
87,1,2:05.0,,M. Turner makes 2-pt jump shot from 11 ft (assist by N. Mitrou-Long),18,22
88,1,1:49.0,R. Lopez makes 3-pt jump shot from 26 ft (assist by G. Hill),,21,22
89,1,1:36.0,,D. McDermott misses 2-pt jump shot from 11 ft,21,22
90,1,1:33.0,Defensive rebound by R. Lopez,,21,22
91,1,1:21.0,G. Hill misses 3-pt jump shot from 26 ft,,21,22
92,1,1:17.0,,Defensive rebound by T. Leaf,21,22
93,1,0:55.0,,T. Warren misses 2-pt jump shot from 22 ft,21,22
94,1,0:54.0,,Offensive rebound by Team,21,22
95,1,0:54.0,,Turnover by Team (shot clock),21,22
96,1,0:54.0,G. Antetokounmpo enters the game for S. Brown,,21,22
97,1,0:54.0,K. Korver enters the game for E. İlyasova,,21,22
98,1,0:54.0,,G. Bitadze enters the game for T. Leaf,21,22
99,1,0:54.0,,J. Holiday enters the game for M. Turner,21,22
100,1,0:54.0,,J. Sampson enters the game for T. Warren,21,22
101,1,0:41.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by G. Antetokounmpo),,23,22
102,1,0:32.0,,D. McDermott misses 3-pt jump shot from 25 ft (block by P. Connaughton),23,22
103,1,0:29.0,Defensive rebound by P. Connaughton,,23,22
104,1,0:25.0,R. Lopez misses 3-pt jump shot from 26 ft,,23,22
105,1,0:21.0,,Defensive rebound by D. McDermott,23,22
106,1,0:05.0,,Turnover by N. Mitrou-Long (bad pass),23,22
