,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SAN ANTONIO_ACTION,PHOENIX_SCORE,SAN ANTONIO_SCORE
30,1,7:12.0,K. Oubre misses 3-pt jump shot from 24 ft,,11,13
31,1,7:09.0,,Defensive rebound by D. Murray,11,13
32,1,7:06.0,,B. Forbes misses 3-pt jump shot from 26 ft,11,13
33,1,7:01.0,,Offensive rebound by B. Forbes,11,13
34,1,7:00.0,,Turnover by D. Murray (out of bounds lost ball),11,13
35,1,6:46.0,Turnover by D. Šarić (bad pass; steal by L. Aldridge),,11,13
36,1,6:46.0,,Personal foul by R. Rubio (drawn by D. Murray),11,13
37,1,6:46.0,,San Antonio full timeout,11,13
38,1,6:46.0,M. Bridges enters the game for D. Šarić,,11,13
39,1,6:32.0,,Shooting foul by K. Oubre (drawn by D. DeRozan),11,13
40,1,6:32.0,,D. DeRozan makes free throw 1 of 2,11,14
41,1,6:32.0,,D. DeRozan makes free throw 2 of 2,11,15
42,1,6:18.0,K. Oubre misses 2-pt jump shot from 16 ft,,11,15
43,1,6:14.0,,Defensive rebound by T. Lyles,11,15
44,1,6:08.0,,D. Murray misses 2-pt jump shot from 10 ft,11,15
45,1,6:04.0,Defensive rebound by D. Ayton,,11,15
46,1,5:43.0,M. Bridges misses 3-pt jump shot from 24 ft,,11,15
47,1,5:37.0,Offensive rebound by D. Ayton,,11,15
48,1,5:37.0,D. Ayton makes 2-pt layup from 1 ft,,13,15
49,1,5:28.0,,L. Aldridge makes 3-pt jump shot from 25 ft (assist by D. DeRozan),13,18
50,1,5:13.0,Personal foul by B. Forbes (drawn by D. Booker),,13,18
51,1,5:13.0,E. Okobo enters the game for R. Rubio,,13,18
52,1,5:13.0,,R. Gay enters the game for B. Forbes,13,18
53,1,5:13.0,,P. Mills enters the game for T. Lyles,13,18
54,1,5:13.0,,D. White enters the game for D. Murray,13,18
55,1,5:05.0,D. Booker misses 2-pt layup from 3 ft,,13,18
56,1,5:00.0,Offensive rebound by K. Oubre,,13,18
57,1,5:00.0,K. Oubre makes 2-pt layup from 1 ft,,15,18
58,1,4:45.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Mills),15,20
59,1,4:32.0,Offensive foul by D. Ayton (drawn by P. Mills),,15,20
60,1,4:32.0,Turnover by D. Ayton (offensive foul),,15,20
61,1,4:32.0,D. Šarić enters the game for D. Ayton,,15,20
62,1,4:32.0,,L. Walker enters the game for D. DeRozan,15,20
63,1,4:12.0,,R. Gay misses 2-pt jump shot from 19 ft,15,20
64,1,4:09.0,Defensive rebound by E. Okobo,,15,20
65,1,3:55.0,K. Oubre misses 3-pt jump shot from 27 ft,,15,20
66,1,3:51.0,,Defensive rebound by L. Aldridge,15,20
67,1,3:38.0,,Personal foul by D. Šarić (drawn by L. Aldridge),15,20
68,1,3:38.0,,L. Aldridge makes free throw 1 of 2,15,21
69,1,3:38.0,T. Jerome enters the game for K. Oubre,,15,21
70,1,3:38.0,,L. Aldridge makes free throw 2 of 2,15,22
71,1,3:20.0,M. Bridges makes 2-pt layup from 3 ft (assist by D. Booker),,17,22
72,1,3:00.0,,L. Aldridge misses 2-pt jump shot from 15 ft,17,22
73,1,2:58.0,Defensive rebound by E. Okobo,,17,22
74,1,2:45.0,T. Jerome makes 3-pt jump shot from 23 ft (assist by M. Bridges),,20,22
75,1,2:22.0,,R. Gay makes 2-pt dunk from 2 ft (assist by L. Aldridge),20,24
76,1,2:05.0,Phoenix full timeout,,20,24
77,1,1:59.0,D. Booker misses 3-pt jump shot from 26 ft,,20,24
78,1,1:53.0,,Defensive rebound by L. Aldridge,20,24
79,1,1:44.0,,L. Walker makes 2-pt jump shot from 19 ft (assist by L. Aldridge),20,26
80,1,1:33.0,D. Šarić misses 2-pt layup from 4 ft (block by L. Aldridge),,20,26
81,1,1:31.0,Offensive rebound by Team,,20,26
82,1,1:31.0,K. Oubre enters the game for D. Booker,,20,26
83,1,1:24.0,Shooting foul by P. Mills (drawn by K. Oubre),,20,26
84,1,1:24.0,K. Oubre makes free throw 1 of 2,,21,26
85,1,1:24.0,K. Oubre makes free throw 2 of 2,,22,26
86,1,1:04.0,,L. Aldridge misses 2-pt jump shot from 11 ft,22,26
87,1,1:01.0,Defensive rebound by K. Oubre,,22,26
88,1,0:57.0,T. Jerome misses 3-pt jump shot from 27 ft,,22,26
89,1,0:53.0,Offensive rebound by K. Oubre,,22,26
90,1,0:45.0,D. Šarić misses 3-pt jump shot from 27 ft,,22,26
91,1,0:41.0,,Defensive rebound by R. Gay,22,26
92,1,0:34.0,,Shooting foul by T. Jerome (drawn by D. White),22,26
93,1,0:34.0,,D. White makes free throw 1 of 3,22,27
94,1,0:34.0,,D. White misses free throw 2 of 3,22,27
95,1,0:34.0,,Offensive rebound by Team,22,27
96,1,0:34.0,,J. Poeltl enters the game for L. Aldridge,22,27
97,1,0:34.0,,D. White makes free throw 3 of 3,22,28
98,1,0:16.0,Turnover by M. Bridges (bad pass; steal by D. White),,22,28
99,1,0:04.0,,P. Mills misses 2-pt jump shot from 17 ft,22,28
100,1,0:00.0,,Offensive rebound by J. Poeltl,22,28
101,1,0:00.0,,P. Mills misses 3-pt jump shot from 28 ft,22,28
102,1,0:00.0,,Offensive rebound by Team,22,28
103,2,11:35.0,Turnover by T. Jerome (bad pass; steal by P. Mills),,22,28
104,2,11:30.0,,D. White makes 2-pt dunk from 1 ft (assist by P. Mills),22,30
105,2,11:27.0,,Violation by Team (delay of game),22,30
106,2,11:19.0,Personal foul by J. Poeltl (drawn by D. Ayton),,22,30
107,2,11:08.0,K. Oubre makes 2-pt jump shot from 14 ft (assist by M. Bridges),,24,30
108,2,10:58.0,,Personal foul by T. Jerome (drawn by P. Mills),24,30
109,2,10:53.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. White),24,33
110,2,10:51.0,Phoenix full timeout,,24,33
111,2,10:51.0,,D. DeRozan enters the game for R. Gay,24,33
112,2,10:25.0,M. Bridges misses 3-pt jump shot from 27 ft,,24,33
113,2,10:25.0,Offensive rebound by Team,,24,33
114,2,10:25.0,Turnover by Team (shot clock),,24,33
115,2,10:17.0,,L. Walker misses 2-pt jump shot from 13 ft,24,33
116,2,10:12.0,Defensive rebound by D. Ayton,,24,33
117,2,10:07.0,D. Ayton misses 2-pt jump shot from 16 ft,,24,33
118,2,10:04.0,,Defensive rebound by D. DeRozan,24,33
119,2,9:46.0,,P. Mills misses 2-pt jump shot from 15 ft (block by K. Oubre),24,33
120,2,9:41.0,Defensive rebound by T. Jerome,,24,33
121,2,9:40.0,M. Bridges misses 2-pt layup from 12 ft (block by D. White),,24,33
122,2,9:40.0,Offensive rebound by M. Bridges,,24,33
123,2,9:33.0,R. Rubio makes 3-pt jump shot from 23 ft (assist by M. Bridges),,27,33
124,2,9:11.0,,J. Poeltl makes 2-pt dunk from 1 ft (assist by D. White),27,35
125,2,9:03.0,D. Ayton misses 2-pt jump shot from 17 ft,,27,35
126,2,9:03.0,,Defensive rebound by D. DeRozan,27,35
127,2,8:53.0,,Turnover by D. DeRozan (bad pass; steal by D. Ayton),27,35
128,2,8:51.0,Personal take foul by D. White (drawn by R. Rubio),,27,35
129,2,8:45.0,Shooting foul by J. Poeltl (drawn by K. Oubre),,27,35
130,2,8:45.0,K. Oubre misses free throw 1 of 2,,27,35
131,2,8:45.0,Offensive rebound by Team,,27,35
132,2,8:45.0,D. Booker enters the game for M. Bridges,,27,35
133,2,8:45.0,D. Šarić enters the game for T. Jerome,,27,35
134,2,8:45.0,,T. Lyles enters the game for L. Walker,27,35
135,2,8:45.0,K. Oubre makes free throw 2 of 2,,28,35
136,2,8:28.0,,J. Poeltl misses 2-pt hook shot from 5 ft,28,35
137,2,8:23.0,Defensive rebound by D. Booker,,28,35
138,2,8:14.0,D. Šarić makes 2-pt jump shot from 6 ft (assist by K. Oubre),,30,35
139,2,7:50.0,,Offensive foul by D. DeRozan (drawn by D. Booker),30,35
140,2,7:50.0,,Turnover by D. DeRozan (offensive foul),30,35
141,2,7:50.0,,B. Forbes enters the game for P. Mills,30,35
142,2,7:50.0,,D. Murray enters the game for D. White,30,35
143,2,7:37.0,R. Rubio makes 2-pt layup from 2 ft,,32,35
144,2,7:29.0,,Personal foul by K. Oubre (drawn by D. Murray),32,35
145,2,7:17.0,,Turnover by B. Forbes (bad pass),32,35
146,2,7:07.0,K. Oubre makes 2-pt layup from 3 ft (assist by R. Rubio),,34,35
147,2,7:04.0,,San Antonio full timeout,34,35
148,2,7:04.0,,L. Aldridge enters the game for J. Poeltl,34,35
149,2,6:45.0,,D. Murray misses 3-pt jump shot from 24 ft,34,35
150,2,6:40.0,Defensive rebound by D. Šarić,,34,35
151,2,6:29.0,D. Booker makes 2-pt jump shot from 12 ft,,36,35
152,2,6:12.0,,Turnover by L. Aldridge (lost ball; steal by D. Šarić),36,35
153,2,6:05.0,K. Oubre makes 2-pt dunk from 2 ft (assist by D. Booker),,38,35
154,2,5:48.0,,D. Murray misses 3-pt jump shot from 22 ft,38,35
155,2,5:45.0,Defensive rebound by K. Oubre,,38,35
156,2,5:42.0,D. Booker makes 2-pt layup from 5 ft,,40,35
157,2,5:42.0,Shooting foul by B. Forbes (drawn by D. Booker),,40,35
158,2,5:42.0,E. Okobo enters the game for R. Rubio,,40,35
159,2,5:42.0,,P. Mills enters the game for B. Forbes,40,35
160,2,5:42.0,D. Booker makes free throw 1 of 1,,41,35
161,2,5:24.0,,Offensive foul by D. Murray (drawn by D. Booker),41,35
162,2,5:24.0,,Turnover by D. Murray (offensive foul),41,35
163,2,5:09.0,K. Oubre makes 2-pt jump shot from 11 ft,,43,35
164,2,4:56.0,,T. Lyles misses 3-pt jump shot from 26 ft,43,35
165,2,4:53.0,,Offensive rebound by D. Murray,43,35
166,2,4:50.0,,D. Murray misses 2-pt layup from 2 ft,43,35
167,2,4:47.0,Defensive rebound by K. Oubre,,43,35
168,2,4:44.0,D. Šarić makes 2-pt jump shot from 21 ft (assist by E. Okobo),,45,35
169,2,4:38.0,,San Antonio full timeout,45,35
170,2,4:38.0,,D. White enters the game for D. Murray,45,35
171,2,4:23.0,,D. DeRozan makes 2-pt jump shot from 6 ft,45,37
172,2,4:01.0,D. Šarić makes 2-pt jump shot from 20 ft (assist by D. Booker),,47,37
173,2,3:46.0,,Turnover by T. Lyles (lost ball; steal by K. Oubre),47,37
174,2,3:27.0,D. Booker makes 2-pt layup from 3 ft (assist by D. Ayton),,49,37
175,2,3:27.0,Shooting foul by T. Lyles (drawn by D. Booker),,49,37
176,2,3:27.0,M. Bridges enters the game for D. Ayton,,49,37
177,2,3:27.0,,M. Belinelli enters the game for T. Lyles,49,37
178,2,3:27.0,D. Booker makes free throw 1 of 1,,50,37
179,2,3:11.0,,M. Belinelli misses 3-pt jump shot from 25 ft,50,37
180,2,3:07.0,Defensive rebound by K. Oubre,,50,37
181,2,3:04.0,K. Oubre misses 2-pt jump shot from 22 ft,,50,37
182,2,2:59.0,,Defensive rebound by P. Mills,50,37
183,2,2:56.0,,Shooting foul by M. Bridges (drawn by D. White),50,37
184,2,2:56.0,,D. White misses free throw 1 of 2,50,37
185,2,2:56.0,,Offensive rebound by Team,50,37
186,2,2:56.0,,D. White makes free throw 2 of 2,50,38
187,2,2:42.0,Turnover by D. Booker (bad pass; steal by D. White),,50,38
188,2,2:37.0,,Turnover by D. White (lost ball; steal by K. Oubre),50,38
189,2,2:33.0,D. Šarić makes 3-pt jump shot from 23 ft (assist by M. Bridges),,53,38
190,2,2:19.0,,D. DeRozan misses 2-pt layup from 3 ft (block by D. Booker),53,38
191,2,2:19.0,Defensive rebound by M. Bridges,,53,38
192,2,2:12.0,D. Booker misses 3-pt jump shot from 25 ft,,53,38
193,2,2:11.0,,Defensive rebound by Team,53,38
194,2,1:52.0,,P. Mills misses 3-pt jump shot from 26 ft,53,38
195,2,1:48.0,Defensive rebound by M. Bridges,,53,38
196,2,1:34.0,Offensive foul by D. Booker (drawn by D. White),,53,38
197,2,1:34.0,Turnover by D. Booker (offensive foul),,53,38
198,2,1:34.0,R. Rubio enters the game for E. Okobo,,53,38
199,2,1:17.0,,Shooting foul by K. Oubre (drawn by D. White),53,38
200,2,1:17.0,,D. White makes free throw 1 of 2,53,39
201,2,1:17.0,E. Okobo enters the game for K. Oubre,,53,39
202,2,1:17.0,,D. White makes free throw 2 of 2,53,40
203,2,1:06.0,D. Booker misses 2-pt layup from 8 ft (block by D. White),,53,40
204,2,1:06.0,Offensive rebound by Team,,53,40
205,2,1:04.0,D. Šarić misses 3-pt jump shot from 26 ft,,53,40
206,2,0:58.0,,Defensive rebound by D. White,53,40
207,2,0:56.0,,D. DeRozan makes 2-pt layup from 4 ft,53,42
208,2,0:33.0,D. Booker misses 2-pt jump shot from 16 ft (block by D. White),,53,42
209,2,0:33.0,,Defensive rebound by D. White,53,42
210,2,0:28.0,,D. White misses 2-pt layup from 2 ft,53,42
211,2,0:24.0,,Offensive rebound by D. DeRozan,53,42
212,2,0:24.0,,D. DeRozan makes 2-pt dunk from 2 ft,53,44
213,2,0:07.0,D. Booker makes 3-pt jump shot from 25 ft (assist by R. Rubio),,56,44
214,2,0:00.0,,D. White misses 3-pt jump shot from 28 ft,56,44
215,2,0:00.0,,Offensive rebound by Team,56,44
216,3,11:42.0,D. Booker misses 3-pt jump shot from 26 ft,,56,44
217,3,11:38.0,,Defensive rebound by D. Murray,56,44
218,3,11:28.0,,D. Murray makes 2-pt layup from 3 ft (assist by D. DeRozan),56,46
219,3,11:17.0,Shooting foul by D. Murray (drawn by D. Booker),,56,46
220,3,11:17.0,D. Booker makes free throw 1 of 2,,57,46
221,3,11:17.0,D. Booker makes free throw 2 of 2,,58,46
222,3,11:01.0,,T. Lyles misses 3-pt jump shot from 24 ft,58,46
223,3,10:56.0,Defensive rebound by R. Rubio,,58,46
224,3,10:44.0,Turnover by D. Booker (bad pass; steal by B. Forbes),,58,46
225,3,10:35.0,,B. Forbes makes 2-pt jump shot from 19 ft,58,48
226,3,10:18.0,D. Booker makes 2-pt layup from 5 ft (assist by K. Oubre),,60,48
227,3,10:01.0,,D. Murray makes 2-pt layup from 3 ft (assist by L. Aldridge),60,50
228,3,10:01.0,,Shooting foul by D. Ayton (drawn by D. Murray),60,50
229,3,10:01.0,,D. Murray misses free throw 1 of 1,60,50
230,3,9:55.0,Defensive rebound by D. Ayton,,60,50
231,3,9:45.0,D. Ayton misses 2-pt layup from 2 ft,,60,50
232,3,9:40.0,,Defensive rebound by L. Aldridge,60,50
233,3,9:39.0,,B. Forbes misses 3-pt jump shot from 27 ft,60,50
234,3,9:27.0,,Offensive rebound by T. Lyles,60,50
235,3,9:27.0,,T. Lyles misses 2-pt layup from 1 ft,60,50
236,3,9:25.0,,Offensive rebound by T. Lyles,60,50
237,3,9:21.0,,L. Aldridge misses 2-pt jump shot from 18 ft,60,50
238,3,9:15.0,Defensive rebound by K. Oubre,,60,50
239,3,9:12.0,K. Oubre misses 2-pt jump shot from 7 ft,,60,50
240,3,9:12.0,,Defensive rebound by Team,60,50
241,3,9:12.0,,Personal foul by D. Šarić (drawn by L. Aldridge),60,50
242,3,8:57.0,,B. Forbes makes 2-pt jump shot from 5 ft (assist by D. Murray),60,52
243,3,8:40.0,D. Šarić makes 2-pt dunk from 1 ft (assist by D. Booker),,62,52
244,3,8:20.0,,Turnover by D. Murray (bad pass),62,52
245,3,8:07.0,D. Ayton makes 2-pt dunk from 2 ft (assist by D. Booker),,64,52
246,3,8:07.0,,San Antonio full timeout,64,52
247,3,7:54.0,,D. DeRozan makes 2-pt jump shot from 13 ft (assist by B. Forbes),64,54
248,3,7:31.0,Shooting foul by D. DeRozan (drawn by K. Oubre),,64,54
249,3,7:31.0,K. Oubre makes free throw 1 of 2,,65,54
250,3,7:31.0,K. Oubre misses free throw 2 of 2,,65,54
251,3,7:28.0,,Defensive rebound by D. DeRozan,65,54
252,3,7:04.0,,D. Murray misses 2-pt jump shot from 11 ft,65,54
253,3,7:01.0,,Offensive rebound by T. Lyles,65,54
254,3,6:58.0,,D. DeRozan misses 2-pt jump shot from 12 ft (block by K. Oubre),65,54
255,3,6:54.0,,Offensive rebound by D. DeRozan,65,54
256,3,6:54.0,,Shooting foul by K. Oubre (drawn by D. DeRozan),65,54
257,3,6:54.0,,D. DeRozan misses free throw 1 of 2,65,54
258,3,6:54.0,,Offensive rebound by Team,65,54
259,3,6:54.0,M. Bridges enters the game for K. Oubre,,65,54
260,3,6:54.0,,D. White enters the game for D. Murray,65,54
261,3,6:54.0,,D. DeRozan makes free throw 2 of 2,65,55
262,3,6:44.0,D. Ayton misses 2-pt layup from 2 ft,,65,55
263,3,6:35.0,,Defensive rebound by T. Lyles,65,55
264,3,6:32.0,,T. Lyles makes 3-pt jump shot from 26 ft (assist by D. DeRozan),65,58
265,3,6:16.0,Personal foul by T. Lyles (drawn by D. Booker),,65,58
266,3,6:07.0,D. Ayton misses 2-pt jump shot from 17 ft,,65,58
267,3,6:03.0,,Defensive rebound by T. Lyles,65,58
268,3,5:58.0,,D. DeRozan makes 2-pt layup from 3 ft,65,60
269,3,5:57.0,Phoenix full timeout,,65,60
270,3,5:57.0,,P. Mills enters the game for B. Forbes,65,60
271,3,5:46.0,Personal foul by P. Mills (drawn by D. Šarić),,65,60
272,3,5:39.0,R. Rubio makes 2-pt layup from 1 ft (assist by D. Booker),,67,60
273,3,5:39.0,,Violation by Team (def goaltending),67,60
274,3,5:21.0,,Shooting foul by M. Bridges (drawn by D. DeRozan),67,60
275,3,5:21.0,,D. DeRozan makes free throw 1 of 2,67,61
276,3,5:21.0,E. Okobo enters the game for R. Rubio,,67,61
277,3,5:21.0,,R. Gay enters the game for T. Lyles,67,61
278,3,5:21.0,,D. DeRozan makes free throw 2 of 2,67,62
279,3,5:03.0,M. Bridges misses 3-pt jump shot from 26 ft,,67,62
280,3,4:58.0,,Defensive rebound by D. DeRozan,67,62
281,3,4:53.0,,D. DeRozan misses 2-pt layup from 2 ft,67,62
282,3,4:47.0,Defensive rebound by D. Šarić,,67,62
283,3,4:37.0,M. Bridges misses 3-pt jump shot from 23 ft,,67,62
284,3,4:34.0,,Defensive rebound by P. Mills,67,62
285,3,4:22.0,,L. Aldridge makes 2-pt jump shot from 10 ft,67,64
286,3,4:03.0,D. Ayton makes 2-pt jump shot from 12 ft (assist by D. Šarić),,69,64
287,3,3:50.0,,R. Gay misses 3-pt jump shot from 26 ft,69,64
288,3,3:50.0,Defensive rebound by D. Booker,,69,64
289,3,3:39.0,Turnover by D. Booker (lost ball; steal by D. DeRozan),,69,64
290,3,3:34.0,,P. Mills misses 3-pt jump shot from 28 ft,69,64
291,3,3:34.0,,Offensive rebound by R. Gay,69,64
292,3,3:34.0,,Personal foul by M. Bridges (drawn by R. Gay),69,64
293,3,3:34.0,,R. Gay makes free throw 1 of 2,69,65
294,3,3:34.0,J. Carter enters the game for D. Šarić,,69,65
295,3,3:34.0,,L. Walker enters the game for D. DeRozan,69,65
296,3,3:34.0,,R. Gay makes free throw 2 of 2,69,66
297,3,3:14.0,Turnover by D. Booker (bad pass; steal by L. Walker),,69,66
298,3,3:06.0,,D. White makes 2-pt layup from 3 ft (assist by L. Walker),69,68
299,3,2:46.0,D. Booker makes 3-pt jump shot from 27 ft (assist by J. Carter),,72,68
300,3,2:23.0,,Turnover by D. White (lost ball; steal by M. Bridges),72,68
301,3,2:14.0,D. Booker makes 2-pt dunk from 2 ft (assist by J. Carter),,74,68
302,3,1:56.0,,L. Aldridge makes 2-pt jump shot from 14 ft,74,70
303,3,1:40.0,Personal foul by D. White (drawn by D. Booker),,74,70
304,3,1:40.0,D. Booker makes free throw 1 of 2,,75,70
305,3,1:40.0,R. Rubio enters the game for D. Ayton,,75,70
306,3,1:40.0,D. Šarić enters the game for J. Carter,,75,70
307,3,1:40.0,D. Booker makes free throw 2 of 2,,76,70
308,3,1:25.0,,D. White misses 3-pt jump shot from 28 ft,76,70
309,3,1:21.0,Defensive rebound by M. Bridges,,76,70
310,3,1:01.0,E. Okobo misses 3-pt jump shot from 26 ft,,76,70
311,3,0:55.0,,Defensive rebound by P. Mills,76,70
312,3,0:53.0,,L. Walker misses 2-pt layup from 4 ft,76,70
313,3,0:50.0,Defensive rebound by E. Okobo,,76,70
314,3,0:43.0,D. Šarić misses 2-pt jump shot from 5 ft,,76,70
315,3,0:39.0,,Defensive rebound by R. Gay,76,70
316,3,0:26.0,,P. Mills misses 2-pt jump shot from 10 ft,76,70
317,3,0:23.0,,Offensive rebound by D. White,76,70
318,3,0:21.0,,Shooting foul by D. Šarić (drawn by D. White),76,70
319,3,0:21.0,,D. White makes free throw 1 of 2,76,71
320,3,0:21.0,,J. Poeltl enters the game for L. Aldridge,76,71
321,3,0:21.0,,D. White makes free throw 2 of 2,76,72
322,3,0:04.0,M. Bridges misses 3-pt jump shot from 23 ft,,76,72
323,3,0:01.0,Offensive rebound by D. Šarić,,76,72
324,3,0:01.0,D. Šarić makes 2-pt layup from 2 ft,,78,72
325,3,0:01.0,,L. Walker misses 3-pt jump shot from 50 ft,78,72
326,3,0:01.0,,Offensive rebound by Team,78,72
327,4,11:42.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by D. White),78,75
328,4,11:22.0,M. Bridges misses 2-pt layup from 5 ft (block by J. Poeltl),,78,75
329,4,11:21.0,Turnover by M. Bridges (bad pass; steal by D. White),,78,75
330,4,11:21.0,Offensive rebound by M. Bridges,,78,75
331,4,11:21.0,,D. Murray enters the game for D. White,78,75
332,4,11:09.0,,Personal foul by K. Oubre (drawn by R. Gay),78,75
333,4,10:59.0,,Turnover by R. Gay (lost ball; steal by M. Bridges),78,75
334,4,10:59.0,D. Booker enters the game for K. Oubre,,78,75
335,4,10:59.0,Personal foul by R. Gay (drawn by M. Bridges),,78,75
336,4,10:44.0,R. Rubio misses 2-pt jump shot from 12 ft,,78,75
337,4,10:40.0,,Defensive rebound by D. Murray,78,75
338,4,10:35.0,,R. Gay makes 2-pt layup from 3 ft (assist by L. Walker),78,77
339,4,10:21.0,Personal foul by J. Poeltl (drawn by D. Ayton),,78,77
340,4,10:14.0,D. Booker makes 3-pt jump shot from 23 ft (assist by D. Ayton),,81,77
341,4,9:55.0,,R. Gay misses 2-pt jump shot from 22 ft,81,77
342,4,9:55.0,Defensive rebound by E. Okobo,,81,77
343,4,9:46.0,D. Booker misses 2-pt layup from 7 ft (block by J. Poeltl),,81,77
344,4,9:43.0,Offensive rebound by D. Ayton,,81,77
345,4,9:42.0,R. Rubio misses 3-pt jump shot from 26 ft,,81,77
346,4,9:40.0,,Defensive rebound by P. Mills,81,77
347,4,9:40.0,D. Šarić enters the game for E. Okobo,,81,77
348,4,9:40.0,,D. DeRozan enters the game for R. Gay,81,77
349,4,9:40.0,,B. Forbes enters the game for P. Mills,81,77
350,4,9:30.0,,L. Walker makes 2-pt jump shot from 6 ft (assist by D. DeRozan),81,79
351,4,9:30.0,,Shooting foul by D. Booker (drawn by L. Walker),81,79
352,4,9:30.0,,L. Walker makes free throw 1 of 1,81,80
353,4,9:18.0,D. Šarić makes 2-pt layup from 3 ft (assist by D. Booker),,83,80
354,4,9:04.0,,Turnover by D. DeRozan (step out of bounds),83,80
355,4,8:50.0,R. Rubio makes 2-pt jump shot from 16 ft,,85,80
356,4,8:35.0,,L. Walker makes 2-pt jump shot from 20 ft,85,82
357,4,8:15.0,D. Ayton makes 2-pt jump shot from 16 ft (assist by D. Booker),,87,82
358,4,8:01.0,,Shooting foul by D. Šarić (drawn by L. Walker),87,82
359,4,8:01.0,,L. Walker makes free throw 1 of 2,87,83
360,4,8:01.0,E. Okobo enters the game for D. Ayton,,87,83
361,4,8:01.0,,L. Walker makes free throw 2 of 2,87,84
362,4,7:48.0,E. Okobo misses 3-pt jump shot from 23 ft,,87,84
363,4,7:48.0,Offensive rebound by R. Rubio,,87,84
364,4,7:40.0,Turnover by R. Rubio (bad pass),,87,84
365,4,7:40.0,,L. Aldridge enters the game for J. Poeltl,87,84
366,4,7:29.0,,D. DeRozan makes 2-pt jump shot from 10 ft,87,86
367,4,7:10.0,D. Booker makes 2-pt jump shot from 21 ft,,89,86
368,4,7:02.0,,San Antonio full timeout,89,86
369,4,7:02.0,K. Oubre enters the game for E. Okobo,,89,86
370,4,6:46.0,,Turnover by D. Murray (bad pass),89,86
371,4,6:36.0,Personal foul by L. Walker (drawn by D. Booker),,89,86
372,4,6:36.0,,P. Mills enters the game for D. Murray,89,86
373,4,6:36.0,,D. White enters the game for L. Walker,89,86
374,4,6:30.0,Turnover by D. Booker (step out of bounds),,89,86
375,4,6:07.0,,D. DeRozan misses 3-pt jump shot from 27 ft,89,86
376,4,6:04.0,Defensive rebound by K. Oubre,,89,86
377,4,5:50.0,Shooting foul by D. White (drawn by D. Booker),,89,86
378,4,5:50.0,D. Booker makes free throw 1 of 2,,90,86
379,4,5:50.0,D. Booker makes free throw 2 of 2,,91,86
380,4,5:41.0,,D. DeRozan makes 2-pt dunk from 3 ft,91,88
381,4,5:41.0,,Shooting foul by M. Bridges (drawn by D. DeRozan),91,88
382,4,5:41.0,D. Ayton enters the game for D. Šarić,,91,88
383,4,5:41.0,,D. DeRozan makes free throw 1 of 1,91,89
384,4,5:16.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Ayton),,94,89
