,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHICAGO_ACTION,INDIANA_SCORE,CHICAGO_SCORE
0,1,11:42.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by T. Satoranský),0,3
1,1,11:15.0,Turnover by Team (shot clock),,0,3
2,1,10:58.0,,T. Satoranský makes 2-pt jump shot from 8 ft,0,5
3,1,10:41.0,M. Turner makes 2-pt layup from 4 ft (assist by J. Lamb),,2,5
4,1,10:34.0,,Personal foul by J. Lamb (drawn by Z. LaVine),2,5
5,1,10:25.0,,Z. LaVine makes 3-pt jump shot from 23 ft,2,8
6,1,10:01.0,M. Turner makes 2-pt hook shot from 10 ft,,4,8
7,1,9:48.0,,Z. LaVine misses 2-pt jump shot from 16 ft,4,8
8,1,9:45.0,Defensive rebound by J. Lamb,,4,8
9,1,9:30.0,Shooting foul by D. Gafford (drawn by M. Turner),,4,8
10,1,9:30.0,M. Turner makes free throw 1 of 2,,5,8
11,1,9:30.0,M. Turner makes free throw 2 of 2,,6,8
12,1,9:18.0,,Shooting foul by J. Lamb (drawn by T. Satoranský),6,8
13,1,9:18.0,,T. Satoranský makes free throw 1 of 2,6,9
14,1,9:18.0,A. Holiday enters the game for J. Lamb,,6,9
15,1,9:18.0,,T. Satoranský makes free throw 2 of 2,6,10
16,1,8:57.0,T. Warren makes 2-pt layup from 1 ft (assist by A. Holiday),,8,10
17,1,8:41.0,,D. Gafford misses 2-pt hook shot from 5 ft,8,10
18,1,8:38.0,Defensive rebound by M. Turner,,8,10
19,1,8:20.0,J. Sampson makes 2-pt jump shot from 9 ft (assist by T. Warren),,10,10
20,1,8:04.0,,Turnover by K. Dunn (bad pass),10,10
21,1,7:49.0,M. Turner makes 2-pt hook shot from 11 ft (assist by A. Holiday),,12,10
22,1,7:28.0,,Shooting foul by M. Turner (drawn by D. Gafford),12,10
23,1,7:28.0,,D. Gafford makes free throw 1 of 2,12,11
24,1,7:28.0,,D. Gafford makes free throw 2 of 2,12,12
25,1,7:10.0,T. Warren misses 3-pt jump shot from 25 ft,,12,12
26,1,7:07.0,,Defensive rebound by Z. LaVine,12,12
27,1,7:01.0,,T. Satoranský misses 3-pt jump shot from 25 ft,12,12
28,1,6:58.0,Defensive rebound by J. Sampson,,12,12
29,1,6:45.0,T. Warren misses 2-pt jump shot from 8 ft (block by D. Gafford),,12,12
30,1,6:43.0,Offensive rebound by T. McConnell,,12,12
31,1,6:43.0,T. McConnell misses 2-pt layup from 1 ft,,12,12
32,1,6:41.0,Offensive rebound by M. Turner,,12,12
33,1,6:41.0,M. Turner makes 2-pt layup from 1 ft,,14,12
34,1,6:17.0,,K. Dunn misses 2-pt jump shot from 18 ft,14,12
35,1,6:14.0,Defensive rebound by M. Turner,,14,12
36,1,6:12.0,T. Warren makes 2-pt layup from 2 ft (assist by A. Holiday),,16,12
37,1,6:12.0,Shooting foul by L. Markkanen (drawn by T. Warren),,16,12
38,1,6:12.0,,Chicago full timeout,16,12
39,1,6:12.0,,Instant Replay (Request: Ruling Stands),16,12
40,1,6:12.0,,L. Kornet enters the game for D. Gafford,16,12
41,1,6:12.0,,C. White enters the game for Z. LaVine,16,12
42,1,6:12.0,T. Warren misses free throw 1 of 1,,16,12
43,1,6:09.0,,Defensive rebound by T. Satoranský,16,12
44,1,6:03.0,,Turnover by K. Dunn (bad pass; steal by M. Turner),16,12
45,1,5:55.0,T. Warren makes 2-pt layup from 1 ft (assist by T. McConnell),,18,12
46,1,5:41.0,,Personal foul by A. Holiday (drawn by T. Satoranský),18,12
47,1,5:38.0,,Offensive foul by T. Satoranský (drawn by J. Sampson),18,12
48,1,5:38.0,,Turnover by T. Satoranský (offensive foul),18,12
49,1,5:21.0,M. Turner makes 2-pt layup from 1 ft (assist by T. McConnell),,20,12
50,1,5:00.0,,L. Markkanen makes 3-pt jump shot from 28 ft (assist by C. White),20,15
51,1,4:44.0,Turnover by A. Holiday (bad pass; steal by T. Satoranský),,20,15
52,1,4:37.0,,L. Markkanen misses 3-pt jump shot from 26 ft,20,15
53,1,4:32.0,Defensive rebound by J. Sampson,,20,15
54,1,4:21.0,T. Warren makes 3-pt jump shot from 26 ft (assist by M. Turner),,23,15
55,1,4:02.0,,C. White makes 3-pt jump shot from 25 ft,23,18
56,1,3:46.0,Turnover by M. Turner (dbl dribble),,23,18
57,1,3:46.0,,T. Young enters the game for L. Markkanen,23,18
58,1,3:41.0,,C. White misses 2-pt layup from 2 ft (block by J. Sampson),23,18
59,1,3:40.0,Defensive rebound by M. Turner,,23,18
60,1,3:27.0,Shooting foul by K. Dunn (drawn by A. Holiday),,23,18
61,1,3:27.0,J. Holiday enters the game for T. McConnell,,23,18
62,1,3:27.0,E. Sumner enters the game for J. Sampson,,23,18
63,1,3:27.0,,Z. LaVine enters the game for K. Dunn,23,18
64,1,3:27.0,A. Holiday makes free throw 1 of 2,,24,18
65,1,3:27.0,A. Holiday misses free throw 2 of 2,,24,18
66,1,3:26.0,,Defensive rebound by T. Young,24,18
67,1,3:14.0,,Z. LaVine makes 3-pt jump shot from 22 ft (assist by L. Kornet),24,21
68,1,2:56.0,M. Turner misses 2-pt jump shot from 20 ft,,24,21
69,1,2:53.0,,Defensive rebound by Z. LaVine,24,21
70,1,2:45.0,,Z. LaVine misses 2-pt layup from 1 ft,24,21
71,1,2:43.0,Defensive rebound by M. Turner,,24,21
72,1,2:25.0,J. Holiday misses 3-pt jump shot from 23 ft,,24,21
73,1,2:23.0,,Defensive rebound by T. Young,24,21
74,1,2:21.0,,Personal foul by E. Sumner (drawn by Z. LaVine),24,21
75,1,2:21.0,Indiana full timeout,,24,21
76,1,2:21.0,G. Bitadze enters the game for M. Turner,,24,21
77,1,2:21.0,D. McDermott enters the game for T. Warren,,24,21
78,1,2:21.0,,C. Hutchison enters the game for T. Satoranský,24,21
79,1,2:21.0,,Z. LaVine makes free throw 1 of 2,24,22
80,1,2:21.0,,Z. LaVine makes free throw 2 of 2,24,23
81,1,2:04.0,A. Holiday makes 3-pt jump shot from 26 ft (assist by D. McDermott),,27,23
82,1,1:48.0,,T. Young makes 2-pt layup from 1 ft,27,25
83,1,1:38.0,G. Bitadze makes 2-pt jump shot from 13 ft (assist by J. Holiday),,29,25
84,1,1:25.0,,C. Hutchison makes 2-pt layup from 2 ft (assist by L. Kornet),29,27
85,1,1:09.0,J. Holiday misses 2-pt layup from 4 ft (block by L. Kornet),,29,27
86,1,1:09.0,,Defensive rebound by Team,29,27
87,1,1:09.0,,D. Gafford enters the game for L. Kornet,29,27
88,1,0:52.0,,C. Hutchison misses 3-pt jump shot from 23 ft,29,27
89,1,0:49.0,Defensive rebound by A. Holiday,,29,27
90,1,0:43.0,E. Sumner misses 3-pt jump shot from 25 ft,,29,27
91,1,0:41.0,,Defensive rebound by D. Gafford,29,27
92,1,0:35.0,,Turnover by C. White (step out of bounds),29,27
93,1,0:21.0,Turnover by G. Bitadze (traveling),,29,27
94,1,0:03.0,,Offensive foul by T. Young (drawn by E. Sumner),29,27
95,1,0:03.0,,Turnover by T. Young (offensive foul),29,27
96,1,0:00.0,Turnover by G. Bitadze (bad pass),,29,27
97,2,11:49.0,D. McDermott misses 3-pt jump shot from 26 ft,,29,27
98,2,11:43.0,,Defensive rebound by T. Young,29,27
99,2,11:38.0,,D. Gafford misses 2-pt hook shot from 7 ft,29,27
100,2,11:35.0,Defensive rebound by E. Sumner,,29,27
101,2,11:32.0,Shooting foul by C. White (drawn by E. Sumner),,29,27
102,2,11:32.0,E. Sumner makes free throw 1 of 2,,30,27
103,2,11:32.0,E. Sumner makes free throw 2 of 2,,31,27
104,2,11:22.0,,Chicago full timeout,31,27
105,2,11:15.0,,C. White misses 2-pt jump shot from 20 ft,31,27
106,2,11:13.0,Defensive rebound by G. Bitadze,,31,27
107,2,10:49.0,D. McDermott makes 2-pt layup from 2 ft (assist by J. Holiday),,33,27
108,2,10:35.0,,C. Hutchison misses 2-pt layup from 2 ft,33,27
109,2,10:33.0,Defensive rebound by E. Sumner,,33,27
110,2,10:26.0,D. McDermott makes 2-pt jump shot from 5 ft (assist by E. Sumner),,35,27
111,2,10:14.0,,C. White makes 2-pt layup from 1 ft,35,29
112,2,10:05.0,G. Bitadze misses 3-pt jump shot from 25 ft,,35,29
113,2,10:03.0,,Defensive rebound by D. Gafford,35,29
114,2,9:44.0,,C. White misses 2-pt layup from 2 ft (block by G. Bitadze),35,29
115,2,9:42.0,,Offensive rebound by C. White,35,29
116,2,9:42.0,,T. Young misses 3-pt jump shot from 26 ft,35,29
117,2,9:41.0,,Offensive rebound by Team,35,29
118,2,9:41.0,,Turnover by Team (shot clock),35,29
119,2,9:28.0,D. McDermott misses 3-pt jump shot from 26 ft,,35,29
120,2,9:25.0,,Defensive rebound by C. Hutchison,35,29
121,2,9:13.0,,C. White makes 2-pt layup from 2 ft,35,31
122,2,9:13.0,,Shooting foul by D. McDermott (drawn by C. White),35,31
123,2,9:13.0,,L. Markkanen enters the game for D. Gafford,35,31
124,2,9:13.0,,C. White misses free throw 1 of 1,35,31
125,2,9:08.0,Defensive rebound by G. Bitadze,,35,31
126,2,8:58.0,A. Holiday makes 2-pt layup from 2 ft,,37,31
127,2,8:40.0,,T. Young misses 3-pt jump shot from 23 ft,37,31
128,2,8:38.0,Defensive rebound by E. Sumner,,37,31
129,2,8:26.0,A. Holiday makes 2-pt layup at rim,,39,31
130,2,8:08.0,,T. Young makes 2-pt dunk from 1 ft (assist by C. Hutchison),39,33
131,2,8:08.0,M. Turner enters the game for G. Bitadze,,39,33
132,2,8:08.0,,K. Dunn enters the game for C. Hutchison,39,33
133,2,8:08.0,,T. Satoranský enters the game for Z. LaVine,39,33
134,2,7:50.0,Personal foul by L. Markkanen (drawn by A. Holiday),,39,33
135,2,7:45.0,D. McDermott makes 2-pt layup from 1 ft (assist by J. Holiday),,41,33
136,2,7:28.0,,T. Satoranský misses 3-pt jump shot from 26 ft,41,33
137,2,7:25.0,Defensive rebound by D. McDermott,,41,33
138,2,7:19.0,D. McDermott misses 3-pt jump shot from 26 ft,,41,33
139,2,7:18.0,,Defensive rebound by C. White,41,33
140,2,7:15.0,,Shooting foul by D. McDermott (drawn by C. White),41,33
141,2,7:15.0,,C. White makes free throw 1 of 2,41,34
142,2,7:15.0,T. McConnell enters the game for A. Holiday,,41,34
143,2,7:15.0,,C. White makes free throw 2 of 2,41,35
144,2,7:06.0,Offensive foul by J. Holiday (drawn by T. Satoranský),,41,35
145,2,7:06.0,Turnover by J. Holiday (offensive foul),,41,35
146,2,6:54.0,,C. White misses 3-pt jump shot from 23 ft,41,35
147,2,6:49.0,Defensive rebound by M. Turner,,41,35
148,2,6:40.0,D. McDermott makes 2-pt layup from 1 ft (assist by E. Sumner),,43,35
149,2,6:15.0,,Turnover by C. White (lost ball; steal by J. Holiday),43,35
150,2,6:09.0,J. Holiday misses 2-pt layup from 2 ft,,43,35
151,2,6:07.0,,Defensive rebound by K. Dunn,43,35
152,2,6:05.0,,Turnover by K. Dunn (bad pass),43,35
153,2,5:46.0,M. Turner makes 2-pt dunk from 1 ft,,45,35
154,2,5:34.0,,T. Satoranský misses 2-pt hook shot from 2 ft (block by M. Turner),45,35
155,2,5:32.0,Defensive rebound by M. Turner,,45,35
156,2,5:30.0,Turnover by M. Turner (bad pass; steal by C. White),,45,35
157,2,5:24.0,,T. Young misses 2-pt layup from 2 ft (block by M. Turner),45,35
158,2,5:22.0,Defensive rebound by E. Sumner,,45,35
159,2,5:11.0,D. McDermott misses 3-pt jump shot from 26 ft,,45,35
160,2,5:08.0,,Defensive rebound by T. Young,45,35
161,2,4:57.0,,C. White makes 3-pt jump shot from 28 ft (assist by K. Dunn),45,38
162,2,4:51.0,Indiana full timeout,,45,38
163,2,4:51.0,J. Lamb enters the game for J. Holiday,,45,38
164,2,4:51.0,T. Warren enters the game for E. Sumner,,45,38
165,2,4:51.0,,D. Gafford enters the game for K. Dunn,45,38
166,2,4:51.0,,Z. LaVine enters the game for T. Young,45,38
167,2,4:43.0,M. Turner misses 3-pt jump shot from 25 ft,,45,38
168,2,4:39.0,,Defensive rebound by L. Markkanen,45,38
169,2,4:19.0,,C. White misses 2-pt jump shot from 6 ft,45,38
170,2,4:17.0,Defensive rebound by M. Turner,,45,38
171,2,3:57.0,J. Lamb misses 3-pt jump shot from 26 ft,,45,38
172,2,3:54.0,,Defensive rebound by L. Markkanen,45,38
173,2,3:46.0,,Personal foul by D. McDermott (drawn by T. Satoranský),45,38
174,2,3:46.0,J. Sampson enters the game for D. McDermott,,45,38
175,2,3:40.0,,Z. LaVine misses 3-pt jump shot from 26 ft,45,38
176,2,3:38.0,Defensive rebound by T. Warren,,45,38
177,2,3:35.0,T. McConnell makes 2-pt layup from 1 ft (assist by T. Warren),,47,38
178,2,3:22.0,,L. Markkanen misses 3-pt jump shot from 26 ft,47,38
179,2,3:19.0,Defensive rebound by J. Sampson,,47,38
180,2,3:12.0,M. Turner makes 3-pt jump shot from 24 ft (assist by T. McConnell),,50,38
