,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PORTLAND_ACTION,WASHINGTON_SCORE,PORTLAND_SCORE
83,1,2:31.0,Defensive rebound by D. Bertāns,,23,32
84,1,2:14.0,D. Bertāns makes 2-pt layup from 2 ft (assist by T. Brown),,25,32
85,1,1:58.0,,Def 3 sec tech foul by Team,25,32
86,1,1:58.0,,T. Ariza misses technical free throw,25,32
87,1,1:58.0,,Offensive rebound by Team,25,32
88,1,1:58.0,J. Robinson enters the game for B. Beal,,25,32
89,1,1:46.0,,C. Anthony misses 2-pt jump shot from 8 ft,25,32
90,1,1:44.0,Defensive rebound by J. Robinson,,25,32
91,1,1:37.0,J. Robinson makes 2-pt jump shot from 19 ft,,27,32
92,1,1:21.0,,C. McCollum makes 3-pt jump shot from 29 ft,27,35
93,1,0:55.0,D. Bertāns misses 3-pt jump shot from 26 ft,,27,35
94,1,0:52.0,,Defensive rebound by G. Trent,27,35
95,1,0:49.0,,C. Anthony makes 2-pt dunk from 1 ft (assist by G. Trent),27,37
96,1,0:45.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by T. Brown),,30,37
97,1,0:34.0,,C. McCollum misses 3-pt jump shot from 25 ft,30,37
98,1,0:31.0,,Offensive rebound by G. Trent,30,37
99,1,0:30.0,,Turnover by G. Trent (bad pass; steal by I. Bonga),30,37
100,1,0:07.0,Turnover by T. Brown (bad pass; steal by T. Ariza),,30,37
101,1,0:01.0,,G. Trent misses 3-pt jump shot from 23 ft,30,37
102,1,0:01.0,Defensive rebound by T. Brown,,30,37
103,2,11:36.0,J. Robinson misses 2-pt jump shot from 16 ft,,30,37
104,2,11:34.0,Offensive rebound by Team,,30,37
105,2,11:34.0,,Loose ball foul by C. Swanigan (drawn by A. Pasečņiks),30,37
106,2,11:28.0,D. Bertāns misses 3-pt jump shot from 25 ft (block by M. Hezonja),,30,37
107,2,11:28.0,,Defensive rebound by G. Trent,30,37
108,2,11:28.0,,Personal foul by A. Pasečņiks (drawn by C. Swanigan),30,37
109,2,11:08.0,,C. McCollum makes 2-pt jump shot from 21 ft,30,39
110,2,10:55.0,Personal foul by C. Swanigan (drawn by D. Bertāns),,30,39
111,2,10:55.0,Offensive foul by T. Brown (drawn by G. Trent),,30,39
112,2,10:55.0,Turnover by T. Brown (offensive foul),,30,39
113,2,10:46.0,,C. McCollum makes 2-pt jump shot from 17 ft (assist by C. Swanigan),30,41
114,2,10:33.0,D. Bertāns misses 3-pt jump shot from 24 ft,,30,41
115,2,10:30.0,Offensive rebound by I. Bonga,,30,41
116,2,10:28.0,J. Robinson misses 3-pt jump shot from 23 ft,,30,41
117,2,10:27.0,Offensive rebound by I. Bonga,,30,41
118,2,10:14.0,T. Brown makes 2-pt layup from 1 ft,,32,41
119,2,10:01.0,,A. Simons misses 2-pt jump shot from 14 ft (block by J. Robinson),32,41
120,2,9:58.0,Defensive rebound by A. Pasečņiks,,32,41
121,2,9:50.0,Personal foul by C. Swanigan (drawn by D. Bertāns),,32,41
122,2,9:50.0,Washington full timeout,,32,41
123,2,9:50.0,Instant Replay (Challenge: Ruling Stands),,32,41
124,2,9:40.0,A. Pasečņiks makes 2-pt layup from 1 ft (assist by D. Bertāns),,34,41
125,2,9:25.0,,C. McCollum misses 3-pt jump shot from 25 ft,34,41
126,2,9:24.0,Defensive rebound by J. Robinson,,34,41
127,2,9:16.0,T. Brown misses 3-pt jump shot from 23 ft,,34,41
128,2,9:13.0,,Defensive rebound by C. McCollum,34,41
129,2,9:07.0,,A. Simons makes 3-pt jump shot from 25 ft (assist by M. Hezonja),34,44
130,2,8:50.0,T. Brown makes 2-pt jump shot from 13 ft,,36,44
131,2,8:31.0,,Turnover by C. Swanigan (bad pass; steal by I. Bonga),36,44
132,2,8:29.0,I. Bonga misses 2-pt layup from 2 ft,,36,44
133,2,8:27.0,,Defensive rebound by C. Swanigan,36,44
134,2,8:27.0,,Turnover by C. Swanigan (bad pass; steal by T. Brown),36,44
135,2,8:25.0,T. Brown misses 2-pt layup from 6 ft,,36,44
136,2,8:24.0,Offensive rebound by T. Brown,,36,44
137,2,8:22.0,T. Brown makes 2-pt layup from 2 ft,,38,44
138,2,8:05.0,,A. Simons makes 2-pt hook shot from 2 ft (assist by C. McCollum),38,46
139,2,8:05.0,,Shooting foul by D. Bertāns (drawn by A. Simons),38,46
140,2,8:05.0,,D. Lillard enters the game for C. McCollum,38,46
141,2,8:05.0,,A. Simons makes free throw 1 of 1,38,47
142,2,7:43.0,D. Bertāns misses 3-pt jump shot from 28 ft,,38,47
143,2,7:40.0,,Defensive rebound by C. Swanigan,38,47
144,2,7:32.0,,Turnover by M. Hezonja (back court),38,47
145,2,7:32.0,B. Beal enters the game for T. Brown,,38,47
146,2,7:32.0,R. Hachimura enters the game for A. Pasečņiks,,38,47
147,2,7:23.0,J. Robinson misses 2-pt jump shot from 18 ft,,38,47
148,2,7:19.0,,Defensive rebound by A. Simons,38,47
149,2,7:11.0,,Personal foul by I. Bonga (drawn by D. Lillard),38,47
150,2,6:53.0,,G. Trent misses 2-pt jump shot from 22 ft,38,47
151,2,6:51.0,Defensive rebound by D. Bertāns,,38,47
152,2,6:46.0,B. Beal makes 3-pt jump shot from 25 ft (assist by D. Bertāns),,41,47
153,2,6:33.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by C. Swanigan),41,50
154,2,6:23.0,D. Bertāns makes 2-pt jump shot from 13 ft (assist by I. Bonga),,43,50
155,2,6:09.0,,M. Hezonja misses 2-pt layup from 2 ft,43,50
156,2,6:08.0,Defensive rebound by B. Beal,,43,50
157,2,6:03.0,J. Robinson makes 3-pt jump shot from 24 ft (assist by B. Beal),,46,50
158,2,6:02.0,,Portland full timeout,46,50
159,2,6:02.0,S. Napier enters the game for I. Bonga,,46,50
160,2,6:02.0,,C. Anthony enters the game for M. Hezonja,46,50
161,2,6:02.0,,T. Ariza enters the game for A. Simons,46,50
162,2,6:02.0,,H. Whiteside enters the game for C. Swanigan,46,50
163,2,5:45.0,,D. Lillard misses 3-pt jump shot from 24 ft,46,50
164,2,5:44.0,Defensive rebound by R. Hachimura,,46,50
165,2,5:37.0,Personal foul by T. Ariza (drawn by B. Beal),,46,50
166,2,5:24.0,Shooting foul by G. Trent (drawn by S. Napier),,46,50
167,2,5:24.0,S. Napier makes free throw 1 of 2,,47,50
168,2,5:24.0,M. Wagner enters the game for D. Bertāns,,47,50
169,2,5:24.0,S. Napier misses free throw 2 of 2,,47,50
170,2,5:22.0,,Defensive rebound by C. Anthony,47,50
171,2,5:13.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Lillard),47,52
172,2,5:13.0,,Shooting foul by M. Wagner (drawn by H. Whiteside),47,52
173,2,5:13.0,A. Pasečņiks enters the game for M. Wagner,,47,52
174,2,5:13.0,,H. Whiteside makes free throw 1 of 1,47,53
175,2,4:56.0,Personal foul by T. Ariza (drawn by B. Beal),,47,53
176,2,4:56.0,B. Beal makes free throw 1 of 2,,48,53
177,2,4:56.0,B. Beal makes free throw 2 of 2,,49,53
178,2,4:46.0,,D. Lillard makes 3-pt jump shot from 29 ft (assist by G. Trent),49,56
179,2,4:30.0,R. Hachimura makes 2-pt dunk from 1 ft,,51,56
180,2,4:22.0,,Personal foul by A. Pasečņiks (drawn by D. Lillard),51,56
181,2,4:22.0,,D. Lillard makes free throw 1 of 2,51,57
182,2,4:22.0,,D. Lillard makes free throw 2 of 2,51,58
183,2,4:14.0,B. Beal misses 3-pt jump shot from 30 ft,,51,58
184,2,4:12.0,Offensive rebound by R. Hachimura,,51,58
185,2,4:10.0,R. Hachimura misses 2-pt jump shot from 19 ft,,51,58
186,2,4:08.0,,Defensive rebound by H. Whiteside,51,58
187,2,3:56.0,,Shooting foul by J. Robinson (drawn by C. Anthony),51,58
188,2,3:56.0,,C. Anthony makes free throw 1 of 2,51,59
189,2,3:56.0,I. Bonga enters the game for J. Robinson,,51,59
190,2,3:56.0,,C. McCollum enters the game for G. Trent,51,59
191,2,3:56.0,,C. Anthony makes free throw 2 of 2,51,60
192,2,3:38.0,R. Hachimura misses 3-pt jump shot from 24 ft,,51,60
193,2,3:36.0,,Defensive rebound by D. Lillard,51,60
194,2,3:26.0,,Personal foul by A. Pasečņiks (drawn by D. Lillard),51,60
195,2,3:26.0,,D. Lillard makes free throw 1 of 2,51,61
196,2,3:26.0,D. Bertāns enters the game for A. Pasečņiks,,51,61
197,2,3:26.0,,D. Lillard makes free throw 2 of 2,51,62
198,2,3:09.0,Turnover by S. Napier (bad pass; steal by C. Anthony),,51,62
199,2,3:06.0,,C. McCollum misses 2-pt jump shot from 18 ft (block by S. Napier),51,62
200,2,3:05.0,,Offensive rebound by C. McCollum,51,62
201,2,3:02.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by T. Ariza),51,64
202,2,2:48.0,I. Bonga makes 2-pt layup from 2 ft (assist by B. Beal),,53,64
203,2,2:32.0,,D. Lillard makes 2-pt jump shot from 16 ft,53,66
204,2,2:15.0,R. Hachimura makes 2-pt dunk at rim (assist by D. Bertāns),,55,66
205,2,1:58.0,,Shooting foul by D. Bertāns (drawn by C. Anthony),55,66
206,2,1:58.0,,C. Anthony makes free throw 1 of 2,55,67
207,2,1:58.0,,C. Anthony makes free throw 2 of 2,55,68
208,2,1:45.0,R. Hachimura makes 2-pt layup from 1 ft (assist by I. Bonga),,57,68
209,2,1:35.0,,D. Lillard misses 2-pt layup from 2 ft,57,68
210,2,1:33.0,,Offensive rebound by D. Lillard,57,68
211,2,1:33.0,,D. Lillard misses 2-pt layup from 1 ft,57,68
212,2,1:32.0,Defensive rebound by R. Hachimura,,57,68
213,2,1:16.0,B. Beal makes 2-pt layup from 2 ft,,59,68
214,2,1:16.0,Shooting foul by T. Ariza (drawn by B. Beal),,59,68
215,2,1:16.0,B. Beal misses free throw 1 of 1,,59,68
216,2,1:13.0,,Defensive rebound by H. Whiteside,59,68
217,2,1:04.0,,H. Whiteside makes 2-pt layup from 1 ft,59,70
218,2,0:57.0,B. Beal makes 2-pt dunk from 1 ft (assist by R. Hachimura),,61,70
219,2,0:45.0,,Personal foul by S. Napier (drawn by C. Anthony),61,70
220,2,0:45.0,,C. Anthony makes free throw 1 of 2,61,71
221,2,0:45.0,,G. Trent enters the game for T. Ariza,61,71
222,2,0:45.0,,C. Anthony makes free throw 2 of 2,61,72
223,2,0:30.0,D. Bertāns misses 3-pt jump shot from 25 ft,,61,72
224,2,0:27.0,,Defensive rebound by C. McCollum,61,72
225,2,0:12.0,,Turnover by C. McCollum (bad pass; steal by B. Beal),61,72
226,3,11:41.0,B. Beal misses 3-pt jump shot from 27 ft,,61,72
227,3,11:38.0,,Defensive rebound by C. Anthony,61,72
228,3,11:33.0,,T. Ariza misses 3-pt jump shot from 24 ft,61,72
229,3,11:31.0,Defensive rebound by S. Napier,,61,72
230,3,11:23.0,M. Wagner misses 2-pt layup from 1 ft,,61,72
231,3,11:21.0,Offensive rebound by M. Wagner,,61,72
232,3,11:16.0,Shooting foul by C. Anthony (drawn by R. Hachimura),,61,72
233,3,11:16.0,R. Hachimura makes free throw 1 of 2,,62,72
234,3,11:16.0,R. Hachimura misses free throw 2 of 2,,62,72
235,3,11:13.0,,Defensive rebound by C. Anthony,62,72
236,3,10:55.0,,D. Lillard makes 3-pt jump shot from 22 ft (assist by C. Anthony),62,75
237,3,10:29.0,M. Wagner makes 2-pt dunk from 1 ft (assist by B. Beal),,64,75
238,3,10:19.0,,C. McCollum makes 2-pt jump shot from 14 ft,64,77
239,3,10:19.0,,Shooting foul by R. Hachimura (drawn by C. McCollum),64,77
240,3,10:19.0,,C. McCollum makes free throw 1 of 1,64,78
241,3,10:12.0,J. Robinson misses 2-pt layup from 4 ft (block by D. Lillard),,64,78
242,3,10:11.0,,Defensive rebound by Team,64,78
243,3,9:56.0,,C. McCollum makes 2-pt jump shot from 2 ft,64,80
244,3,9:55.0,Washington full timeout,,64,80
245,3,9:40.0,Turnover by B. Beal (bad pass; steal by C. Anthony),,64,80
246,3,9:31.0,,H. Whiteside misses 2-pt hook shot from 7 ft,64,80
247,3,9:29.0,Defensive rebound by M. Wagner,,64,80
248,3,9:22.0,B. Beal misses 2-pt layup from 1 ft,,64,80
249,3,9:20.0,Offensive rebound by M. Wagner,,64,80
250,3,9:14.0,S. Napier misses 2-pt layup from 3 ft,,64,80
251,3,9:14.0,,Defensive rebound by Team,64,80
252,3,8:57.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by C. McCollum),64,82
253,3,8:39.0,R. Hachimura misses 2-pt jump shot from 4 ft,,64,82
254,3,8:39.0,Offensive rebound by Team,,64,82
255,3,8:35.0,M. Wagner misses 2-pt layup from 1 ft (block by H. Whiteside),,64,82
256,3,8:33.0,,Defensive rebound by H. Whiteside,64,82
257,3,8:28.0,,D. Lillard makes 3-pt jump shot from 31 ft,64,85
258,3,8:16.0,S. Napier makes 2-pt layup from 2 ft,,66,85
259,3,8:02.0,,Offensive foul by H. Whiteside (drawn by S. Napier),66,85
260,3,8:02.0,,Turnover by H. Whiteside (offensive foul),66,85
261,3,8:02.0,D. Bertāns enters the game for R. Hachimura,,66,85
262,3,7:39.0,B. Beal makes 2-pt layup from 1 ft,,68,85
263,3,7:28.0,,H. Whiteside misses 2-pt jump shot from 10 ft,68,85
264,3,7:26.0,,Offensive rebound by H. Whiteside,68,85
265,3,7:25.0,,H. Whiteside makes 2-pt layup from 2 ft,68,87
266,3,7:13.0,J. Robinson misses 2-pt jump shot from 15 ft,,68,87
267,3,7:11.0,Offensive rebound by M. Wagner,,68,87
268,3,7:11.0,Turnover by M. Wagner (off goaltending),,68,87
269,3,7:01.0,,Turnover by D. Lillard (bad pass),68,87
270,3,6:51.0,S. Napier misses 2-pt jump shot from 11 ft,,68,87
271,3,6:50.0,,Defensive rebound by H. Whiteside,68,87
272,3,6:50.0,A. Pasečņiks enters the game for M. Wagner,,68,87
273,3,6:41.0,,Personal foul by D. Bertāns (drawn by C. Anthony),68,87
274,3,6:31.0,,C. Anthony misses 2-pt jump shot from 17 ft,68,87
275,3,6:28.0,Defensive rebound by S. Napier,,68,87
276,3,6:14.0,Turnover by D. Bertāns (bad pass; steal by D. Lillard),,68,87
277,3,6:09.0,,C. McCollum misses 3-pt jump shot from 26 ft,68,87
278,3,6:07.0,Defensive rebound by A. Pasečņiks,,68,87
279,3,6:00.0,S. Napier misses 2-pt layup from 2 ft,,68,87
280,3,5:58.0,,Defensive rebound by H. Whiteside,68,87
281,3,5:49.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by H. Whiteside),68,90
282,3,5:37.0,Personal foul by T. Ariza (drawn by B. Beal),,68,90
283,3,5:37.0,,G. Trent enters the game for C. McCollum,68,90
284,3,5:34.0,B. Beal misses 3-pt jump shot from 30 ft,,68,90
285,3,5:32.0,Offensive rebound by S. Napier,,68,90
286,3,5:29.0,B. Beal misses 2-pt layup from 2 ft,,68,90
287,3,5:27.0,Offensive rebound by B. Beal,,68,90
288,3,5:27.0,B. Beal misses 2-pt layup from 1 ft,,68,90
289,3,5:26.0,,Defensive rebound by G. Trent,68,90
290,3,5:17.0,,D. Lillard misses 3-pt jump shot from 33 ft,68,90
291,3,5:15.0,Defensive rebound by S. Napier,,68,90
292,3,5:12.0,Shooting foul by D. Lillard (drawn by S. Napier),,68,90
293,3,5:12.0,S. Napier misses free throw 1 of 2,,68,90
294,3,5:12.0,Offensive rebound by Team,,68,90
295,3,5:12.0,I. Bonga enters the game for J. Robinson,,68,90
296,3,5:12.0,S. Napier makes free throw 2 of 2,,69,90
297,3,4:49.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by T. Ariza),69,92
298,3,4:49.0,,Shooting foul by A. Pasečņiks (drawn by H. Whiteside),69,92
299,3,4:49.0,,H. Whiteside makes free throw 1 of 1,69,93
300,3,4:37.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by B. Beal),,72,93
301,3,4:17.0,,C. Anthony makes 2-pt layup at rim,72,95
302,3,3:58.0,B. Beal misses 2-pt jump shot from 15 ft,,72,95
303,3,3:55.0,,Defensive rebound by D. Lillard,72,95
304,3,3:47.0,,Offensive foul by C. Anthony (drawn by D. Bertāns),72,95
305,3,3:47.0,,Turnover by C. Anthony (offensive foul),72,95
306,3,3:38.0,D. Bertāns misses 3-pt jump shot from 27 ft,,72,95
307,3,3:34.0,,Defensive rebound by H. Whiteside,72,95
308,3,3:20.0,,C. Anthony misses 2-pt jump shot from 4 ft (block by A. Pasečņiks),72,95
309,3,3:19.0,Defensive rebound by D. Bertāns,,72,95
310,3,3:14.0,B. Beal makes 2-pt layup from 1 ft (assist by S. Napier),,74,95
311,3,3:12.0,,Portland full timeout,74,95
312,3,3:12.0,T. Brown enters the game for S. Napier,,74,95
313,3,3:00.0,,Personal foul by D. Bertāns (drawn by D. Lillard),74,95
314,3,2:55.0,,Turnover by D. Lillard (bad pass; steal by D. Bertāns),74,95
315,3,2:48.0,D. Bertāns makes 2-pt jump shot from 20 ft (assist by T. Brown),,76,95
316,3,2:31.0,,G. Trent misses 2-pt jump shot from 20 ft,76,95
317,3,2:29.0,Defensive rebound by Team,,76,95
318,3,2:29.0,,Loose ball foul by H. Whiteside (drawn by A. Pasečņiks),76,95
319,3,2:29.0,,M. Hezonja enters the game for C. Anthony,76,95
320,3,2:29.0,,C. McCollum enters the game for D. Lillard,76,95
321,3,2:12.0,T. Brown misses 2-pt jump shot from 20 ft,,76,95
322,3,2:09.0,,Defensive rebound by M. Hezonja,76,95
323,3,1:58.0,,Shooting foul by I. Bonga (drawn by T. Ariza),76,95
324,3,1:58.0,,T. Ariza makes free throw 1 of 2,76,96
325,3,1:58.0,,T. Ariza makes free throw 2 of 2,76,97
326,3,1:42.0,B. Beal misses 2-pt jump shot from 7 ft,,76,97
327,3,1:40.0,Offensive rebound by A. Pasečņiks,,76,97
328,3,1:40.0,A. Pasečņiks misses 2-pt layup from 1 ft,,76,97
329,3,1:40.0,Offensive rebound by A. Pasečņiks,,76,97
330,3,1:40.0,A. Pasečņiks misses 2-pt layup from 1 ft,,76,97
331,3,1:40.0,Offensive rebound by Team,,76,97
332,3,1:37.0,D. Bertāns misses 3-pt jump shot from 25 ft,,76,97
333,3,1:33.0,,Defensive rebound by H. Whiteside,76,97
334,3,1:26.0,,C. McCollum misses 2-pt jump shot from 14 ft,76,97
335,3,1:23.0,Defensive rebound by T. Brown,,76,97
336,3,1:16.0,D. Bertāns makes 3-pt jump shot from 22 ft (assist by T. Brown),,79,97
337,3,0:59.0,,H. Whiteside misses 2-pt jump shot from 10 ft,79,97
338,3,0:57.0,Defensive rebound by T. Brown,,79,97
339,3,0:49.0,B. Beal misses 2-pt layup from 1 ft,,79,97
340,3,0:47.0,,Defensive rebound by T. Ariza,79,97
341,3,0:42.0,,Technical foul by S. Brooks,79,97
342,3,0:42.0,,T. Ariza makes technical free throw,79,98
343,3,0:42.0,,C. Swanigan enters the game for H. Whiteside,79,98
344,3,0:35.0,,C. McCollum makes 2-pt jump shot from 19 ft,79,100
345,3,0:22.0,B. Beal misses 2-pt layup from 1 ft,,79,100
346,3,0:21.0,,Defensive rebound by C. Swanigan,79,100
347,3,0:00.0,,M. Hezonja misses 2-pt jump shot from 6 ft,79,100
348,3,0:00.0,,Offensive rebound by Team,79,100
349,4,11:50.0,,C. McCollum makes 2-pt jump shot from 23 ft,79,102
350,4,11:30.0,B. Beal misses 2-pt jump shot from 16 ft (block by A. Simons),,79,102
351,4,11:28.0,,Defensive rebound by C. McCollum,79,102
352,4,11:24.0,,C. McCollum misses 3-pt jump shot from 26 ft,79,102
353,4,11:22.0,Defensive rebound by B. Beal,,79,102
354,4,11:16.0,B. Beal misses 2-pt layup from 3 ft,,79,102
355,4,11:13.0,,Defensive rebound by C. McCollum,79,102
356,4,11:06.0,,G. Trent misses 3-pt jump shot from 26 ft,79,102
357,4,11:02.0,Defensive rebound by I. Bonga,,79,102
358,4,10:51.0,B. Beal makes 2-pt layup from 1 ft,,81,102
359,4,10:25.0,,Turnover by Team (shot clock),81,102
360,4,10:25.0,G. Payton enters the game for T. Brown,,81,102
361,4,10:15.0,Shooting foul by C. Swanigan (drawn by B. Beal),,81,102
362,4,10:15.0,B. Beal makes free throw 1 of 2,,82,102
363,4,10:15.0,B. Beal makes free throw 2 of 2,,83,102
364,4,9:53.0,,G. Trent makes 2-pt dunk from 2 ft (assist by C. McCollum),83,104
365,4,9:36.0,D. Bertāns makes 2-pt layup from 1 ft (assist by G. Payton),,85,104
366,4,9:21.0,,Personal foul by B. Beal (drawn by M. Hezonja),85,104
367,4,9:11.0,,Turnover by C. Swanigan (lost ball; steal by R. Hachimura),85,104
368,4,9:10.0,Personal foul by C. McCollum (drawn by R. Hachimura),,85,104
369,4,9:02.0,Personal foul by A. Simons (drawn by I. Bonga),,85,104
370,4,8:57.0,Shooting foul by C. Swanigan (drawn by R. Hachimura),,85,104
371,4,8:57.0,R. Hachimura makes free throw 1 of 2,,86,104
372,4,8:57.0,R. Hachimura makes free throw 2 of 2,,87,104
373,4,8:39.0,,C. McCollum misses 2-pt jump shot from 20 ft,87,104
374,4,8:37.0,Defensive rebound by B. Beal,,87,104
375,4,8:33.0,B. Beal misses 3-pt jump shot from 27 ft,,87,104
376,4,8:30.0,,Defensive rebound by C. Swanigan,87,104
377,4,8:30.0,,Personal foul by G. Payton (drawn by C. Swanigan),87,104
