,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DENVER_ACTION,MEMPHIS_SCORE,DENVER_SCORE
162,2,6:23.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by W. Barton),17,39
163,2,6:05.0,Personal foul by J. Grant (drawn by J. Valančiūnas),,17,39
164,2,6:05.0,B. Clarke enters the game for J. Valančiūnas,,17,39
165,2,6:05.0,,J. Murray enters the game for M. Porter,17,39
166,2,5:59.0,Shooting foul by M. Morris (drawn by J. Morant),,17,39
167,2,5:59.0,J. Morant misses free throw 1 of 2,,17,39
168,2,5:59.0,Offensive rebound by Team,,17,39
169,2,5:59.0,J. Morant makes free throw 2 of 2,,18,39
170,2,5:37.0,,J. Murray misses 2-pt layup from 3 ft,18,39
171,2,5:35.0,Defensive rebound by J. Jackson,,18,39
172,2,5:32.0,D. Brooks misses 3-pt jump shot from 25 ft,,18,39
173,2,5:30.0,Offensive rebound by J. Crowder,,18,39
174,2,5:28.0,J. Crowder misses 2-pt layup from 3 ft,,18,39
175,2,5:26.0,Offensive rebound by J. Crowder,,18,39
176,2,5:25.0,Turnover by D. Brooks (traveling),,18,39
177,2,5:25.0,,Denver full timeout,18,39
178,2,5:25.0,T. Jones enters the game for J. Morant,,18,39
179,2,5:25.0,,G. Harris enters the game for J. Hernangómez,18,39
180,2,5:25.0,,N. Jokić enters the game for M. Morris,18,39
181,2,5:12.0,,J. Murray makes 2-pt dunk from 1 ft (assist by N. Jokić),18,41
182,2,5:01.0,Turnover by J. Jackson (bad pass; steal by G. Harris),,18,41
183,2,4:55.0,,Turnover by G. Harris (bad pass; steal by D. Brooks),18,41
184,2,4:52.0,Shooting foul by N. Jokić (drawn by B. Clarke),,18,41
185,2,4:52.0,B. Clarke makes free throw 1 of 2,,19,41
186,2,4:52.0,D. Melton enters the game for D. Brooks,,19,41
187,2,4:52.0,B. Clarke makes free throw 2 of 2,,20,41
188,2,4:37.0,,N. Jokić makes 2-pt jump shot from 6 ft (assist by W. Barton),20,43
189,2,4:27.0,T. Jones makes 2-pt jump shot from 15 ft,,22,43
190,2,4:13.0,,N. Jokić misses 2-pt layup from 4 ft (block by D. Melton),22,43
191,2,4:13.0,,Offensive rebound by Team,22,43
192,2,4:05.0,,J. Murray makes 2-pt dunk at rim (assist by N. Jokić),22,45
193,2,3:44.0,J. Jackson makes 2-pt layup from 2 ft (assist by T. Jones),,24,45
194,2,3:35.0,,W. Barton misses 3-pt jump shot from 25 ft,24,45
195,2,3:34.0,Defensive rebound by Team,,24,45
196,2,3:34.0,,Loose ball foul by N. Jokić (drawn by J. Jackson),24,45
197,2,3:34.0,J. Jackson makes free throw 1 of 2,,25,45
198,2,3:34.0,,J. Hernangómez enters the game for N. Jokić,25,45
199,2,3:34.0,J. Jackson makes free throw 2 of 2,,26,45
200,2,3:15.0,,J. Murray misses 3-pt jump shot from 24 ft,26,45
201,2,3:11.0,Defensive rebound by J. Crowder,,26,45
202,2,2:54.0,D. Melton makes 2-pt jump shot from 9 ft (assist by J. Crowder),,28,45
203,2,2:44.0,,Turnover by W. Barton (bad pass; steal by D. Melton),28,45
204,2,2:39.0,D. Melton makes 2-pt layup from 2 ft (assist by B. Clarke),,30,45
205,2,2:38.0,,Denver full timeout,30,45
206,2,2:24.0,,G. Harris makes 2-pt jump shot from 21 ft,30,47
207,2,2:09.0,J. Jackson misses 3-pt jump shot from 27 ft,,30,47
208,2,2:08.0,Offensive rebound by D. Melton,,30,47
209,2,2:08.0,Shooting foul by J. Grant (drawn by D. Melton),,30,47
210,2,2:08.0,D. Melton makes free throw 1 of 2,,31,47
211,2,2:08.0,S. Hill enters the game for J. Jackson,,31,47
212,2,2:08.0,D. Melton makes free throw 2 of 2,,32,47
213,2,1:57.0,,Personal foul by D. Melton (drawn by J. Grant),32,47
214,2,1:57.0,G. Allen enters the game for D. Melton,,32,47
215,2,1:48.0,,J. Grant misses 2-pt jump shot from 3 ft,32,47
216,2,1:46.0,Defensive rebound by S. Hill,,32,47
217,2,1:36.0,J. Crowder misses 3-pt jump shot from 23 ft,,32,47
218,2,1:33.0,,Defensive rebound by J. Hernangómez,32,47
219,2,1:24.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Murray),32,50
220,2,1:07.0,J. Crowder makes 2-pt jump shot from 22 ft (assist by T. Jones),,34,50
221,2,0:46.0,,W. Barton misses 3-pt jump shot from 24 ft,34,50
222,2,0:43.0,Defensive rebound by Team,,34,50
223,2,0:32.0,G. Allen makes 3-pt jump shot from 22 ft (assist by T. Jones),,37,50
224,2,0:10.0,,J. Murray misses 2-pt jump shot from 18 ft,37,50
225,2,0:07.0,Defensive rebound by J. Crowder,,37,50
226,2,0:00.0,B. Clarke makes 2-pt dunk from 1 ft (assist by T. Jones),,39,50
227,2,0:00.0,Instant Replay (Request: Ruling Stands),,39,50
228,3,11:39.0,J. Valančiūnas makes 2-pt hook shot from 4 ft,,41,50
229,3,11:27.0,,Personal foul by D. Brooks (drawn by N. Jokić),41,50
230,3,11:17.0,,N. Jokić misses 3-pt jump shot from 25 ft,41,50
231,3,11:11.0,Defensive rebound by D. Brooks,,41,50
232,3,10:55.0,Shooting foul by J. Murray (drawn by D. Brooks),,41,50
233,3,10:55.0,D. Brooks makes free throw 1 of 3,,42,50
234,3,10:55.0,D. Brooks makes free throw 2 of 3,,43,50
235,3,10:55.0,D. Brooks misses free throw 3 of 3,,43,50
236,3,10:54.0,,Defensive rebound by N. Jokić,43,50
237,3,10:47.0,,Shooting foul by J. Jackson (drawn by N. Jokić),43,50
238,3,10:47.0,,N. Jokić makes free throw 1 of 2,43,51
239,3,10:47.0,,N. Jokić makes free throw 2 of 2,43,52
240,3,10:35.0,J. Valančiūnas makes 2-pt jump shot from 6 ft,,45,52
241,3,10:09.0,,W. Barton misses 3-pt jump shot from 25 ft,45,52
242,3,10:06.0,Defensive rebound by J. Valančiūnas,,45,52
243,3,9:55.0,J. Morant misses 2-pt jump shot from 4 ft,,45,52
244,3,9:53.0,Offensive rebound by J. Valančiūnas,,45,52
245,3,9:51.0,J. Crowder misses 3-pt jump shot from 24 ft,,45,52
246,3,9:49.0,,Defensive rebound by G. Harris,45,52
247,3,9:40.0,,W. Barton misses 3-pt jump shot from 25 ft,45,52
248,3,9:37.0,Defensive rebound by J. Valančiūnas,,45,52
249,3,9:34.0,Turnover by D. Brooks (bad pass; steal by W. Barton),,45,52
250,3,9:13.0,,J. Murray misses 2-pt jump shot from 17 ft,45,52
251,3,9:09.0,Defensive rebound by J. Valančiūnas,,45,52
252,3,8:54.0,J. Valančiūnas misses 2-pt jump shot from 15 ft,,45,52
253,3,8:51.0,,Defensive rebound by N. Jokić,45,52
254,3,8:43.0,,W. Barton misses 3-pt jump shot from 25 ft,45,52
255,3,8:39.0,Defensive rebound by J. Jackson,,45,52
256,3,8:37.0,J. Crowder makes 2-pt layup from 1 ft (assist by J. Jackson),,47,52
257,3,8:37.0,,Denver full timeout,47,52
258,3,8:25.0,,N. Jokić misses 2-pt jump shot from 13 ft,47,52
259,3,8:23.0,Defensive rebound by J. Crowder,,47,52
260,3,8:07.0,J. Morant makes 2-pt jump shot from 10 ft,,49,52
261,3,7:56.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),49,54
262,3,7:56.0,,Shooting foul by D. Brooks (drawn by J. Murray),49,54
263,3,7:56.0,,M. Plumlee enters the game for J. Grant,49,54
264,3,7:56.0,,J. Murray makes free throw 1 of 1,49,55
265,3,7:43.0,Turnover by J. Morant (bad pass),,49,55
266,3,7:35.0,,Personal foul by J. Morant (drawn by G. Harris),49,55
267,3,7:21.0,,M. Plumlee misses 2-pt layup from 2 ft (block by J. Jackson),49,55
268,3,7:21.0,,Offensive rebound by Team,49,55
269,3,7:19.0,,N. Jokić misses 2-pt jump shot from 14 ft,49,55
270,3,7:16.0,Defensive rebound by J. Jackson,,49,55
271,3,7:09.0,Turnover by D. Brooks (bad pass; steal by N. Jokić),,49,55
272,3,7:00.0,,G. Harris makes 2-pt layup from 2 ft (assist by W. Barton),49,57
273,3,6:46.0,D. Brooks misses 2-pt layup from 3 ft,,49,57
274,3,6:44.0,,Defensive rebound by W. Barton,49,57
275,3,6:40.0,,J. Murray misses 2-pt layup from 3 ft (block by J. Valančiūnas),49,57
276,3,6:38.0,,Offensive rebound by M. Plumlee,49,57
277,3,6:28.0,,M. Plumlee makes 2-pt layup from 3 ft (assist by W. Barton),49,59
278,3,6:28.0,Memphis full timeout,,49,59
279,3,6:28.0,B. Clarke enters the game for J. Morant,,49,59
280,3,6:28.0,T. Jones enters the game for J. Valančiūnas,,49,59
281,3,6:10.0,B. Clarke makes 2-pt layup from 2 ft (assist by D. Brooks),,51,59
282,3,5:46.0,,M. Plumlee makes 2-pt hook shot from 4 ft,51,61
283,3,5:33.0,D. Brooks misses 3-pt jump shot from 24 ft,,51,61
284,3,5:31.0,,Defensive rebound by M. Plumlee,51,61
285,3,5:23.0,,W. Barton makes 2-pt jump shot from 17 ft,51,63
286,3,5:08.0,B. Clarke misses 2-pt layup from 3 ft (block by W. Barton),,51,63
287,3,5:05.0,,Defensive rebound by N. Jokić,51,63
288,3,4:54.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Murray),51,66
289,3,4:39.0,J. Jackson makes 2-pt layup from 2 ft,,53,66
290,3,4:25.0,,N. Jokić misses 3-pt jump shot from 26 ft,53,66
291,3,4:22.0,,Offensive rebound by M. Plumlee,53,66
292,3,4:19.0,,G. Harris misses 2-pt layup from 1 ft,53,66
293,3,4:15.0,,Offensive rebound by N. Jokić,53,66
294,3,4:15.0,,N. Jokić makes 2-pt layup at rim,53,68
295,3,4:05.0,T. Jones makes 2-pt jump shot from 11 ft (assist by B. Clarke),,55,68
296,3,3:48.0,,J. Murray makes 2-pt jump shot from 13 ft (assist by M. Plumlee),55,70
297,3,3:45.0,Personal foul by M. Plumlee (drawn by D. Brooks),,55,70
298,3,3:45.0,K. Anderson enters the game for D. Brooks,,55,70
299,3,3:45.0,D. Melton enters the game for J. Crowder,,55,70
300,3,3:45.0,,M. Porter enters the game for G. Harris,55,70
301,3,3:31.0,T. Jones makes 2-pt jump shot from 8 ft (assist by B. Clarke),,57,70
302,3,3:24.0,,Personal foul by J. Jackson (drawn by N. Jokić),57,70
303,3,3:24.0,,N. Jokić misses free throw 1 of 2,57,70
304,3,3:24.0,,Offensive rebound by Team,57,70
305,3,3:24.0,,J. Grant enters the game for J. Murray,57,70
306,3,3:24.0,,M. Morris enters the game for M. Plumlee,57,70
307,3,3:24.0,,N. Jokić misses free throw 2 of 2,57,70
308,3,3:22.0,Defensive rebound by K. Anderson,,57,70
309,3,3:02.0,B. Clarke makes 2-pt layup from 3 ft (assist by D. Melton),,59,70
310,3,2:44.0,,N. Jokić makes 2-pt layup from 1 ft (assist by W. Barton),59,72
311,3,2:44.0,,Shooting foul by D. Melton (drawn by N. Jokić),59,72
312,3,2:44.0,S. Hill enters the game for J. Jackson,,59,72
313,3,2:44.0,,N. Jokić makes free throw 1 of 1,59,73
314,3,2:28.0,B. Clarke makes 2-pt jump shot from 11 ft (assist by T. Jones),,61,73
315,3,2:16.0,,Personal foul by S. Hill (drawn by N. Jokić),61,73
316,3,2:16.0,,N. Jokić makes free throw 1 of 2,61,74
317,3,2:16.0,,N. Jokić makes free throw 2 of 2,61,75
318,3,2:03.0,S. Hill misses 2-pt jump shot from 19 ft,,61,75
319,3,1:59.0,,Defensive rebound by J. Grant,61,75
320,3,1:56.0,,W. Barton misses 2-pt layup from 2 ft (block by B. Clarke),61,75
321,3,1:56.0,,Offensive rebound by Team,61,75
322,3,1:48.0,,M. Morris misses 2-pt layup from 1 ft,61,75
323,3,1:45.0,,Offensive rebound by N. Jokić,61,75
324,3,1:45.0,,N. Jokić makes 2-pt layup at rim,61,77
325,3,1:35.0,T. Jones misses 3-pt jump shot from 25 ft,,61,77
326,3,1:33.0,Offensive rebound by K. Anderson,,61,77
327,3,1:33.0,Shooting foul by M. Porter (drawn by K. Anderson),,61,77
328,3,1:33.0,K. Anderson makes free throw 1 of 2,,62,77
329,3,1:33.0,K. Anderson misses free throw 2 of 2,,62,77
330,3,1:31.0,,Defensive rebound by M. Porter,62,77
331,3,1:19.0,,W. Barton makes 2-pt jump shot from 5 ft,62,79
332,3,1:04.0,D. Melton makes 2-pt jump shot from 6 ft (assist by K. Anderson),,64,79
333,3,0:38.0,,J. Grant misses 3-pt jump shot from 25 ft,64,79
334,3,0:36.0,Defensive rebound by S. Hill,,64,79
335,3,0:29.0,B. Clarke makes 2-pt dunk from 1 ft (assist by T. Jones),,66,79
336,3,0:09.0,,M. Porter makes 3-pt jump shot from 23 ft (assist by N. Jokić),66,82
337,3,0:04.0,D. Melton misses 2-pt layup from 2 ft,,66,82
338,3,0:03.0,Offensive rebound by K. Anderson,,66,82
339,3,0:03.0,K. Anderson makes 2-pt layup from 1 ft,,68,82
340,3,0:00.0,,W. Barton misses 3-pt jump shot from 26 ft,68,82
341,3,0:00.0,,Offensive rebound by Team,68,82
342,4,11:39.0,,M. Plumlee misses 2-pt layup from 2 ft,68,82
343,4,11:37.0,Defensive rebound by J. Morant,,68,82
344,4,11:27.0,J. Morant makes 3-pt jump shot from 23 ft (assist by S. Hill),,71,82
345,4,11:16.0,,M. Morris makes 3-pt jump shot from 25 ft,71,85
346,4,10:54.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,73,85
347,4,10:45.0,,Shooting foul by G. Allen (drawn by J. Murray),73,85
348,4,10:45.0,,J. Murray makes free throw 1 of 2,73,86
349,4,10:45.0,,J. Murray makes free throw 2 of 2,73,87
350,4,10:29.0,J. Valančiūnas makes 3-pt jump shot from 22 ft (assist by G. Allen),,76,87
351,4,10:09.0,,Shooting foul by K. Anderson (drawn by J. Grant),76,87
352,4,10:09.0,D. Brooks enters the game for K. Anderson,,76,87
353,4,10:09.0,,G. Harris enters the game for M. Morris,76,87
354,4,10:01.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Murray),76,89
355,4,9:43.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by S. Hill),,79,89
356,4,9:26.0,,G. Harris makes 2-pt layup from 2 ft,79,91
357,4,9:11.0,J. Morant misses 2-pt jump shot from 3 ft (block by J. Grant),,79,91
358,4,9:11.0,Offensive rebound by Team,,79,91
359,4,9:05.0,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by J. Morant),,81,91
360,4,9:05.0,,Denver full timeout,81,91
361,4,8:48.0,,Turnover by J. Murray (lost ball; steal by J. Valančiūnas),81,91
362,4,8:40.0,J. Morant makes 2-pt layup from 1 ft (assist by G. Allen),,83,91
363,4,8:16.0,,M. Plumlee misses 2-pt jump shot from 17 ft,83,91
364,4,8:15.0,,Offensive rebound by J. Grant,83,91
365,4,8:14.0,,Shooting foul by S. Hill (drawn by J. Grant),83,91
366,4,8:14.0,,J. Grant makes free throw 1 of 2,83,92
367,4,8:14.0,,W. Barton enters the game for M. Plumlee,83,92
368,4,8:14.0,,N. Jokić enters the game for M. Porter,83,92
369,4,8:14.0,,J. Grant misses free throw 2 of 2,83,92
370,4,8:11.0,Defensive rebound by J. Valančiūnas,,83,92
371,4,8:01.0,Turnover by J. Morant (bad pass; steal by G. Harris),,83,92
372,4,7:53.0,,Shooting foul by J. Morant (drawn by G. Harris),83,92
373,4,7:53.0,,G. Harris makes free throw 1 of 2,83,93
374,4,7:53.0,,G. Harris makes free throw 2 of 2,83,94
375,4,7:43.0,G. Allen misses 3-pt jump shot from 25 ft,,83,94
376,4,7:40.0,Offensive rebound by D. Brooks,,83,94
377,4,7:39.0,D. Brooks misses 3-pt jump shot from 25 ft,,83,94
378,4,7:36.0,,Defensive rebound by N. Jokić,83,94
379,4,7:33.0,,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),83,96
380,4,7:33.0,Memphis full timeout,,83,96
381,4,7:33.0,J. Crowder enters the game for G. Allen,,83,96
382,4,7:33.0,J. Jackson enters the game for S. Hill,,83,96
383,4,7:17.0,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Morant),,86,96
384,4,6:56.0,,J. Grant makes 2-pt dunk from 2 ft (assist by N. Jokić),86,98
