,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW ORLEANS_ACTION,PORTLAND_SCORE,NEW ORLEANS_SCORE
76,1,4:00.0,,Defensive rebound by N. Alexander-Walker,16,17
77,1,3:57.0,,Turnover by N. Alexander-Walker (bad pass),16,17
78,1,3:57.0,S. Labissière enters the game for H. Whiteside,,16,17
79,1,3:36.0,K. Bazemore misses 2-pt jump shot from 15 ft,,16,17
80,1,3:32.0,,Defensive rebound by K. Williams,16,17
81,1,3:21.0,,J. Holiday makes 2-pt layup from 2 ft,16,19
82,1,3:03.0,C. McCollum makes 2-pt layup from 3 ft,,18,19
83,1,2:50.0,,J. Holiday makes 2-pt dunk at rim,18,21
84,1,2:50.0,,Shooting foul by N. Little (drawn by J. Holiday),18,21
85,1,2:50.0,,New Orleans full timeout,18,21
86,1,2:50.0,M. Hezonja enters the game for R. Hood,,18,21
87,1,2:50.0,A. Simons enters the game for C. McCollum,,18,21
88,1,2:50.0,,E. Moore enters the game for J. Redick,18,21
89,1,2:50.0,,J. Holiday makes free throw 1 of 1,18,22
90,1,2:32.0,A. Simons makes 3-pt jump shot from 26 ft,,21,22
91,1,2:16.0,,N. Alexander-Walker misses 3-pt jump shot from 25 ft,21,22
92,1,2:16.0,Defensive rebound by N. Little,,21,22
93,1,1:54.0,S. Labissière makes 2-pt hook shot from 10 ft (assist by K. Bazemore),,23,22
94,1,1:45.0,,N. Melli misses 3-pt jump shot from 26 ft,23,22
95,1,1:45.0,Defensive rebound by K. Bazemore,,23,22
96,1,1:36.0,Offensive foul by K. Bazemore (drawn by K. Williams),,23,22
97,1,1:36.0,Turnover by K. Bazemore (offensive foul),,23,22
98,1,1:36.0,,F. Jackson enters the game for J. Holiday,23,22
99,1,1:25.0,,N. Melli misses 3-pt jump shot from 25 ft,23,22
100,1,1:22.0,Defensive rebound by N. Little,,23,22
101,1,1:14.0,M. Hezonja misses 2-pt jump shot from 22 ft,,23,22
102,1,1:11.0,,Defensive rebound by K. Williams,23,22
103,1,1:03.0,,F. Jackson makes 3-pt jump shot from 22 ft (assist by N. Alexander-Walker),23,25
104,1,0:50.0,Personal foul by N. Alexander-Walker (drawn by A. Simons),,23,25
105,1,0:38.0,N. Little makes 3-pt jump shot from 23 ft (assist by A. Simons),,26,25
106,1,0:34.0,,Personal foul by S. Labissière (drawn by N. Melli),26,25
107,1,0:34.0,,N. Melli makes free throw 1 of 2,26,26
108,1,0:34.0,,N. Melli makes free throw 2 of 2,26,27
109,1,0:23.0,M. Hezonja makes 2-pt layup from 1 ft,,28,27
110,1,0:06.0,,N. Alexander-Walker misses 2-pt layup from 2 ft,28,27
111,1,0:04.0,Defensive rebound by K. Bazemore,,28,27
112,1,0:02.0,K. Bazemore misses 3-pt jump shot from 26 ft,,28,27
113,1,0:02.0,,Defensive rebound by K. Williams,28,27
114,2,11:44.0,,E. Moore misses 3-pt jump shot from 25 ft,28,27
115,2,11:42.0,Defensive rebound by C. Anthony,,28,27
116,2,11:26.0,Personal foul by F. Jackson (drawn by C. Anthony),,28,27
117,2,11:17.0,S. Labissière misses 2-pt jump shot from 13 ft,,28,27
118,2,11:14.0,,Defensive rebound by B. Ingram,28,27
119,2,11:08.0,,B. Ingram makes 2-pt layup at rim,28,29
120,2,10:53.0,A. Simons makes 3-pt jump shot from 26 ft (assist by M. Hezonja),,31,29
121,2,10:37.0,,F. Jackson makes 3-pt jump shot from 26 ft (assist by B. Ingram),31,32
122,2,10:20.0,C. Anthony misses 2-pt jump shot from 18 ft,,31,32
123,2,10:16.0,,Defensive rebound by N. Alexander-Walker,31,32
124,2,10:08.0,,E. Moore makes 2-pt layup from 4 ft (assist by N. Melli),31,34
125,2,9:58.0,Personal foul by N. Melli (drawn by S. Labissière),,31,34
126,2,9:51.0,C. Anthony makes 2-pt layup from 2 ft (assist by K. Bazemore),,33,34
127,2,9:47.0,,Personal foul by C. Anthony (drawn by N. Alexander-Walker),33,34
128,2,9:42.0,,N. Alexander-Walker misses 3-pt jump shot from 26 ft,33,34
129,2,9:36.0,,Offensive rebound by N. Melli,33,34
130,2,9:35.0,,B. Ingram misses 3-pt jump shot from 25 ft,33,34
131,2,9:35.0,Defensive rebound by M. Hezonja,,33,34
132,2,9:17.0,S. Labissière makes 2-pt hook shot from 7 ft (assist by M. Hezonja),,35,34
133,2,9:09.0,,Offensive foul by F. Jackson (drawn by K. Bazemore),35,34
134,2,9:09.0,,Turnover by F. Jackson (offensive foul),35,34
135,2,9:09.0,,J. Hayes enters the game for N. Melli,35,34
136,2,8:58.0,C. Anthony misses 2-pt dunk from 3 ft (block by J. Hayes),,35,34
137,2,8:55.0,,Defensive rebound by B. Ingram,35,34
138,2,8:49.0,,B. Ingram misses 2-pt jump shot from 17 ft,35,34
139,2,8:45.0,Defensive rebound by C. Anthony,,35,34
140,2,8:42.0,A. Simons misses 3-pt jump shot from 27 ft,,35,34
141,2,8:38.0,,Defensive rebound by B. Ingram,35,34
142,2,8:35.0,,J. Hayes makes 2-pt layup from 1 ft (assist by B. Ingram),35,36
143,2,8:15.0,M. Hezonja misses 2-pt jump shot from 14 ft,,35,36
144,2,8:14.0,,Defensive rebound by N. Alexander-Walker,35,36
145,2,8:01.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by B. Ingram),35,39
146,2,7:45.0,Shooting foul by N. Alexander-Walker (drawn by A. Simons),,35,39
147,2,7:45.0,A. Simons misses free throw 1 of 2,,35,39
148,2,7:45.0,Offensive rebound by Team,,35,39
149,2,7:45.0,R. Hood enters the game for K. Bazemore,,35,39
150,2,7:45.0,C. McCollum enters the game for M. Hezonja,,35,39
151,2,7:45.0,H. Whiteside enters the game for S. Labissière,,35,39
152,2,7:45.0,,J. Holiday enters the game for N. Alexander-Walker,35,39
153,2,7:45.0,A. Simons misses free throw 2 of 2,,35,39
154,2,7:42.0,,Defensive rebound by B. Ingram,35,39
155,2,7:29.0,,B. Ingram misses 2-pt jump shot from 14 ft,35,39
156,2,7:25.0,,Offensive rebound by J. Hayes,35,39
157,2,7:24.0,,J. Hayes misses 2-pt layup from 3 ft,35,39
158,2,7:24.0,Defensive rebound by H. Whiteside,,35,39
159,2,7:21.0,Personal foul by E. Moore (drawn by C. Anthony),,35,39
160,2,7:21.0,K. Bazemore enters the game for A. Simons,,35,39
161,2,7:12.0,Turnover by C. Anthony (bad pass; steal by J. Hayes),,35,39
162,2,7:02.0,,E. Moore misses 2-pt hook shot from 11 ft,35,39
163,2,7:00.0,,Offensive rebound by E. Moore,35,39
164,2,6:58.0,,E. Moore misses 2-pt layup from 1 ft,35,39
165,2,6:58.0,Defensive rebound by H. Whiteside,,35,39
166,2,6:51.0,R. Hood misses 3-pt jump shot from 26 ft,,35,39
167,2,6:47.0,,Defensive rebound by J. Hayes,35,39
168,2,6:33.0,,F. Jackson misses 3-pt jump shot from 24 ft,35,39
169,2,6:29.0,Defensive rebound by K. Bazemore,,35,39
170,2,6:24.0,Shooting foul by J. Hayes (drawn by K. Bazemore),,35,39
171,2,6:24.0,,New Orleans full timeout,35,39
172,2,6:24.0,,J. Redick enters the game for F. Jackson,35,39
173,2,6:24.0,,K. Williams enters the game for E. Moore,35,39
174,2,6:24.0,K. Bazemore makes free throw 1 of 2,,36,39
175,2,6:24.0,K. Bazemore makes free throw 2 of 2,,37,39
176,2,6:05.0,,K. Williams makes 3-pt jump shot from 23 ft (assist by J. Holiday),37,42
177,2,5:50.0,Offensive foul by C. Anthony (drawn by B. Ingram),,37,42
178,2,5:50.0,Turnover by C. Anthony (offensive foul),,37,42
179,2,5:50.0,N. Little enters the game for C. Anthony,,37,42
180,2,5:33.0,,Shooting foul by C. McCollum (drawn by J. Hayes),37,42
181,2,5:33.0,,J. Hayes makes free throw 1 of 2,37,43
182,2,5:33.0,,J. Hayes misses free throw 2 of 2,37,43
183,2,5:31.0,Defensive rebound by N. Little,,37,43
184,2,5:26.0,C. McCollum misses 2-pt layup from 2 ft,,37,43
185,2,5:24.0,Offensive rebound by H. Whiteside,,37,43
186,2,5:24.0,H. Whiteside makes 2-pt dunk from 1 ft,,39,43
187,2,4:58.0,,B. Ingram misses 2-pt layup from 1 ft (block by N. Little),39,43
188,2,4:55.0,Defensive rebound by H. Whiteside,,39,43
189,2,4:54.0,Offensive foul by N. Little (drawn by K. Williams),,39,43
190,2,4:54.0,Turnover by N. Little (offensive foul),,39,43
191,2,4:54.0,A. Simons enters the game for K. Bazemore,,39,43
192,2,4:54.0,,F. Jackson enters the game for B. Ingram,39,43
193,2,4:46.0,,Shooting foul by N. Little (drawn by F. Jackson),39,43
194,2,4:46.0,,F. Jackson misses free throw 1 of 2,39,43
195,2,4:46.0,,Offensive rebound by Team,39,43
196,2,4:46.0,,F. Jackson makes free throw 2 of 2,39,44
197,2,4:23.0,H. Whiteside makes 2-pt jump shot from 7 ft (assist by R. Hood),,41,44
198,2,4:17.0,,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Holiday),41,46
199,2,4:05.0,A. Simons misses 2-pt layup from 2 ft,,41,46
200,2,4:05.0,,Defensive rebound by Team,41,46
201,2,3:52.0,,J. Holiday misses 2-pt layup from 2 ft (block by H. Whiteside),41,46
202,2,3:46.0,,Offensive rebound by J. Hayes,41,46
203,2,3:46.0,,J. Hayes misses 2-pt layup from 1 ft,41,46
204,2,3:45.0,Defensive rebound by C. McCollum,,41,46
205,2,3:43.0,H. Whiteside misses 2-pt layup from 1 ft,,41,46
206,2,3:42.0,Offensive rebound by N. Little,,41,46
207,2,3:42.0,N. Little makes 2-pt layup from 1 ft,,43,46
208,2,3:28.0,,J. Redick misses 2-pt jump shot from 16 ft,43,46
209,2,3:28.0,Defensive rebound by H. Whiteside,,43,46
210,2,3:13.0,C. McCollum makes 2-pt layup from 2 ft,,45,46
211,2,3:07.0,,Turnover by J. Holiday (bad pass; steal by N. Little),45,46
212,2,3:04.0,Personal foul by K. Williams (drawn by N. Little),,45,46
213,2,3:04.0,N. Little misses free throw 1 of 2,,45,46
214,2,3:04.0,Offensive rebound by Team,,45,46
215,2,3:04.0,N. Little misses free throw 2 of 2,,45,46
216,2,3:00.0,Offensive rebound by R. Hood,,45,46
217,2,2:58.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by R. Hood),,48,46
218,2,2:44.0,,J. Holiday makes 2-pt layup from 1 ft,48,48
219,2,2:36.0,Portland full timeout,,48,48
220,2,2:36.0,,B. Ingram enters the game for K. Williams,48,48
221,2,2:25.0,R. Hood misses 2-pt jump shot from 19 ft,,48,48
222,2,2:21.0,,Defensive rebound by J. Redick,48,48
223,2,2:13.0,,J. Holiday makes 2-pt layup from 3 ft,48,50
224,2,1:59.0,R. Hood makes 2-pt layup from 2 ft (assist by C. McCollum),,50,50
225,2,1:45.0,,Turnover by J. Holiday (bad pass),50,50
226,2,1:28.0,R. Hood makes 2-pt jump shot from 11 ft,,52,50
227,2,1:05.0,,B. Ingram misses 2-pt layup from 1 ft,52,50
228,2,1:03.0,Defensive rebound by A. Simons,,52,50
229,2,0:57.0,R. Hood makes 2-pt jump shot from 11 ft,,54,50
230,2,0:49.0,,J. Hayes misses 2-pt layup from 3 ft,54,50
231,2,0:47.0,Defensive rebound by N. Little,,54,50
232,2,0:40.0,C. McCollum misses 2-pt jump shot from 15 ft,,54,50
233,2,0:35.0,,Defensive rebound by J. Holiday,54,50
234,2,0:16.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by J. Holiday),54,53
235,2,0:00.0,A. Simons misses 2-pt layup from 4 ft (block by J. Hayes),,54,53
236,2,0:00.0,Offensive rebound by Team,,54,53
237,3,11:42.0,,Turnover by B. Ingram (step out of bounds),54,53
238,3,11:29.0,C. Anthony misses 2-pt layup from 3 ft (block by K. Williams),,54,53
239,3,11:29.0,Offensive rebound by Team,,54,53
240,3,11:20.0,C. Anthony misses 2-pt jump shot from 7 ft,,54,53
241,3,11:18.0,,Defensive rebound by K. Williams,54,53
242,3,11:12.0,,Shooting foul by R. Hood (drawn by J. Hayes),54,53
243,3,11:12.0,,J. Hayes makes free throw 1 of 2,54,54
244,3,11:12.0,,J. Hayes makes free throw 2 of 2,54,55
245,3,10:50.0,C. McCollum misses 2-pt jump shot from 17 ft,,54,55
246,3,10:44.0,,Defensive rebound by J. Redick,54,55
247,3,10:34.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Holiday),54,58
248,3,10:23.0,A. Simons makes 2-pt jump shot from 15 ft,,56,58
249,3,10:09.0,,J. Holiday misses 2-pt jump shot from 4 ft,56,58
250,3,10:05.0,,Offensive rebound by J. Hayes,56,58
251,3,10:05.0,,J. Hayes misses 2-pt dunk from 1 ft,56,58
252,3,10:04.0,Defensive rebound by R. Hood,,56,58
253,3,9:54.0,Turnover by H. Whiteside (bad pass; steal by K. Williams),,56,58
254,3,9:44.0,,J. Redick misses 3-pt jump shot from 26 ft,56,58
255,3,9:40.0,Defensive rebound by H. Whiteside,,56,58
256,3,9:35.0,C. McCollum makes 3-pt jump shot from 25 ft,,59,58
257,3,9:15.0,,B. Ingram makes 2-pt layup from 1 ft (assist by J. Redick),59,60
258,3,9:07.0,Offensive foul by C. Anthony (drawn by K. Williams),,59,60
259,3,9:07.0,Turnover by C. Anthony (offensive foul),,59,60
260,3,8:54.0,,J. Holiday makes 2-pt layup from 1 ft (assist by K. Williams),59,62
261,3,8:38.0,Shooting foul by K. Williams (drawn by H. Whiteside),,59,62
262,3,8:38.0,H. Whiteside makes free throw 1 of 2,,60,62
263,3,8:38.0,H. Whiteside makes free throw 2 of 2,,61,62
264,3,8:20.0,,K. Williams misses 2-pt layup from 2 ft,61,62
265,3,8:18.0,Defensive rebound by C. Anthony,,61,62
266,3,8:11.0,C. McCollum misses 2-pt layup from 2 ft,,61,62
267,3,8:09.0,,Defensive rebound by J. Holiday,61,62
268,3,8:04.0,,J. Holiday misses 2-pt jump shot from 3 ft,61,62
269,3,8:04.0,,Offensive rebound by J. Holiday,61,62
270,3,8:04.0,,J. Holiday makes 2-pt layup from 1 ft,61,64
271,3,8:04.0,Portland full timeout,,61,64
272,3,8:04.0,,N. Melli enters the game for J. Hayes,61,64
273,3,7:51.0,C. McCollum makes 3-pt jump shot from 26 ft,,64,64
274,3,7:31.0,,N. Melli misses 3-pt jump shot from 23 ft,64,64
275,3,7:27.0,Defensive rebound by C. McCollum,,64,64
276,3,7:13.0,Turnover by C. Anthony (bad pass; steal by B. Ingram),,64,64
277,3,7:07.0,,B. Ingram misses 2-pt layup from 2 ft,64,64
278,3,7:03.0,,Offensive rebound by N. Melli,64,64
279,3,7:03.0,,N. Melli makes 2-pt layup from 1 ft,64,66
280,3,6:54.0,C. McCollum misses 3-pt jump shot from 26 ft,,64,66
281,3,6:51.0,,Defensive rebound by J. Redick,64,66
282,3,6:46.0,,Personal foul by R. Hood (drawn by J. Holiday),64,66
283,3,6:44.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Ingram),64,69
284,3,6:21.0,C. Anthony misses 2-pt layup from 4 ft,,64,69
285,3,6:17.0,,Defensive rebound by B. Ingram,64,69
286,3,6:09.0,,B. Ingram misses 3-pt jump shot from 23 ft,64,69
287,3,6:05.0,Defensive rebound by R. Hood,,64,69
288,3,6:02.0,Shooting foul by N. Melli (drawn by A. Simons),,64,69
289,3,6:02.0,A. Simons makes free throw 1 of 2,,65,69
290,3,6:02.0,N. Little enters the game for C. Anthony,,65,69
291,3,6:02.0,,N. Alexander-Walker enters the game for J. Holiday,65,69
292,3,6:02.0,A. Simons makes free throw 2 of 2,,66,69
293,3,5:50.0,,J. Redick misses 3-pt jump shot from 25 ft,66,69
294,3,5:47.0,,Offensive rebound by N. Melli,66,69
295,3,5:40.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by N. Melli),66,72
296,3,5:26.0,C. McCollum makes 2-pt layup from 2 ft,,68,72
297,3,5:17.0,,Personal foul by N. Little (drawn by J. Redick),68,72
298,3,5:17.0,K. Bazemore enters the game for A. Simons,,68,72
299,3,5:17.0,S. Labissière enters the game for H. Whiteside,,68,72
300,3,5:12.0,,N. Melli makes 2-pt layup from 2 ft (assist by J. Redick),68,74
301,3,5:12.0,,Shooting foul by C. McCollum (drawn by N. Melli),68,74
302,3,5:12.0,,N. Melli makes free throw 1 of 1,68,75
303,3,4:56.0,C. McCollum misses 3-pt jump shot from 25 ft,,68,75
304,3,4:52.0,,Defensive rebound by K. Williams,68,75
305,3,4:40.0,,B. Ingram misses 2-pt layup from 2 ft,68,75
306,3,4:39.0,,Offensive rebound by K. Williams,68,75
307,3,4:39.0,,Shooting foul by S. Labissière (drawn by K. Williams),68,75
308,3,4:39.0,,K. Williams misses free throw 1 of 2,68,75
309,3,4:39.0,,Offensive rebound by Team,68,75
310,3,4:39.0,,K. Williams makes free throw 2 of 2,68,76
311,3,4:25.0,R. Hood makes 2-pt jump shot from 19 ft,,70,76
312,3,4:17.0,,Shooting foul by S. Labissière (drawn by N. Melli),70,76
313,3,4:17.0,,N. Melli makes free throw 1 of 2,70,77
314,3,4:17.0,,E. Moore enters the game for B. Ingram,70,77
315,3,4:17.0,,N. Melli makes free throw 2 of 2,70,78
316,3,3:56.0,C. McCollum misses 3-pt jump shot from 25 ft,,70,78
317,3,3:52.0,,Defensive rebound by N. Melli,70,78
318,3,3:44.0,,N. Melli makes 3-pt jump shot from 27 ft (assist by E. Moore),70,81
319,3,3:41.0,Portland full timeout,,70,81
320,3,3:41.0,Turnover by C. McCollum (lost ball; steal by N. Melli),,70,81
321,3,3:28.0,,N. Melli makes 2-pt dunk from 1 ft,70,83
322,3,3:09.0,K. Bazemore misses 2-pt layup from 1 ft,,70,83
323,3,3:06.0,,Defensive rebound by K. Williams,70,83
324,3,2:52.0,,E. Moore misses 2-pt jump shot from 20 ft,70,83
325,3,2:49.0,Defensive rebound by R. Hood,,70,83
326,3,2:44.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by R. Hood),,73,83
327,3,2:18.0,,N. Alexander-Walker misses 3-pt jump shot from 26 ft,73,83
328,3,2:16.0,Defensive rebound by N. Little,,73,83
329,3,2:07.0,R. Hood misses 3-pt jump shot from 25 ft,,73,83
330,3,2:05.0,Offensive rebound by N. Little,,73,83
331,3,1:52.0,R. Hood misses 2-pt jump shot from 20 ft,,73,83
332,3,1:49.0,,Defensive rebound by K. Williams,73,83
333,3,1:44.0,,Turnover by N. Alexander-Walker (bad pass; steal by R. Hood),73,83
334,3,1:38.0,R. Hood misses 2-pt layup from 2 ft,,73,83
335,3,1:36.0,Offensive rebound by C. McCollum,,73,83
336,3,1:34.0,N. Little makes 3-pt jump shot from 26 ft (assist by C. McCollum),,76,83
337,3,1:26.0,,New Orleans full timeout,76,83
338,3,1:26.0,M. Hezonja enters the game for R. Hood,,76,83
339,3,1:26.0,A. Simons enters the game for C. McCollum,,76,83
340,3,1:09.0,,E. Moore makes 2-pt jump shot from 21 ft,76,85
341,3,0:49.0,A. Simons misses 2-pt jump shot from 20 ft,,76,85
342,3,0:47.0,Offensive rebound by Team,,76,85
343,3,0:37.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by A. Simons),,79,85
344,3,0:27.0,,J. Redick misses 3-pt jump shot from 26 ft,79,85
345,3,0:24.0,Defensive rebound by N. Little,,79,85
346,3,0:07.0,K. Bazemore misses 3-pt jump shot from 26 ft,,79,85
347,3,0:03.0,,Defensive rebound by N. Alexander-Walker,79,85
348,3,0:00.0,,N. Alexander-Walker makes 3-pt jump shot from 26 ft,79,88
349,3,0:00.0,,Instant Replay (Request: Ruling Stands),79,88
350,4,11:47.0,A. Simons misses 2-pt layup from 2 ft,,79,88
351,4,11:44.0,,Defensive rebound by N. Melli,79,88
352,4,11:40.0,,B. Ingram makes 2-pt layup from 1 ft (assist by J. Holiday),79,90
353,4,11:23.0,Turnover by M. Hezonja (bad pass),,79,90
354,4,11:15.0,,Personal foul by A. Simons (drawn by B. Ingram),79,90
355,4,11:06.0,,F. Jackson misses 3-pt jump shot from 23 ft,79,90
356,4,11:02.0,Defensive rebound by M. Hezonja,,79,90
357,4,10:48.0,M. Hezonja makes 2-pt jump shot from 6 ft,,81,90
358,4,10:33.0,,B. Ingram makes 2-pt jump shot from 7 ft,81,92
359,4,10:21.0,A. Simons misses 3-pt jump shot from 24 ft,,81,92
360,4,10:17.0,,Defensive rebound by F. Jackson,81,92
361,4,10:06.0,,J. Holiday makes 2-pt layup from 1 ft (assist by N. Melli),81,94
362,4,9:55.0,Personal foul by E. Moore (drawn by K. Bazemore),,81,94
363,4,9:55.0,C. McCollum enters the game for M. Hezonja,,81,94
364,4,9:46.0,Turnover by K. Bazemore (bad pass; steal by N. Melli),,81,94
365,4,9:29.0,,Personal foul by K. Bazemore (drawn by B. Ingram),81,94
366,4,9:15.0,,N. Melli misses 2-pt layup from 1 ft,81,94
367,4,9:13.0,Defensive rebound by S. Labissière,,81,94
368,4,9:06.0,C. Anthony misses 3-pt jump shot from 25 ft,,81,94
369,4,9:02.0,,Defensive rebound by F. Jackson,81,94
370,4,8:56.0,,Turnover by J. Holiday (bad pass; steal by S. Labissière),81,94
371,4,8:54.0,Personal take foul by N. Melli (drawn by C. McCollum),,81,94
372,4,8:54.0,H. Whiteside enters the game for S. Labissière,,81,94
373,4,8:54.0,,J. Hayes enters the game for N. Melli,81,94
374,4,8:40.0,C. McCollum makes 2-pt layup from 7 ft,,83,94
375,4,8:31.0,,B. Ingram misses 3-pt jump shot from 25 ft,83,94
376,4,8:28.0,Defensive rebound by H. Whiteside,,83,94
377,4,8:17.0,C. Anthony misses 2-pt jump shot from 13 ft,,83,94
378,4,8:13.0,,Defensive rebound by B. Ingram,83,94
379,4,8:05.0,,J. Holiday makes 3-pt jump shot from 26 ft,83,97
380,4,8:04.0,Portland full timeout,,83,97
381,4,8:04.0,,N. Melli enters the game for J. Hayes,83,97
382,4,7:46.0,C. Anthony misses 2-pt layup from 1 ft (block by B. Ingram),,83,97
383,4,7:46.0,,Defensive rebound by E. Moore,83,97
384,4,7:35.0,,E. Moore misses 2-pt layup from 2 ft,83,97
385,4,7:30.0,,Offensive rebound by E. Moore,83,97
386,4,7:30.0,,E. Moore misses 2-pt layup from 1 ft,83,97
