,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
65,1,3:51.0,,D. Melton makes 2-pt jump shot from 8 ft (assist by T. Jones),22,23
66,1,3:27.0,D. White misses 3-pt jump shot from 24 ft,,22,23
67,1,3:25.0,,Defensive rebound by K. Anderson,22,23
68,1,3:16.0,,T. Jones makes 3-pt jump shot from 26 ft (assist by D. Melton),22,26
69,1,3:16.0,San Antonio full timeout,,22,26
70,1,3:16.0,L. Walker enters the game for D. DeRozan,,22,26
71,1,2:59.0,L. Aldridge makes 3-pt jump shot from 25 ft (assist by D. White),,25,26
72,1,2:38.0,,T. Jones misses 3-pt jump shot from 27 ft,25,26
73,1,2:36.0,Defensive rebound by L. Walker,,25,26
74,1,2:26.0,R. Gay misses 2-pt jump shot from 7 ft,,25,26
75,1,2:23.0,,Defensive rebound by D. Melton,25,26
76,1,2:17.0,,K. Anderson makes 2-pt jump shot from 17 ft,25,28
77,1,2:00.0,D. White misses 2-pt layup from 1 ft,,25,28
78,1,1:57.0,,Defensive rebound by B. Clarke,25,28
79,1,1:54.0,,K. Anderson misses 3-pt jump shot from 26 ft,25,28
80,1,1:53.0,,Offensive rebound by B. Clarke,25,28
81,1,1:53.0,,B. Clarke makes 2-pt layup from 1 ft,25,30
82,1,1:53.0,,Shooting foul by R. Gay (drawn by B. Clarke),25,30
83,1,1:53.0,J. Poeltl enters the game for L. Aldridge,,25,30
84,1,1:53.0,,S. Hill enters the game for J. Jackson,25,30
85,1,1:53.0,,B. Clarke makes free throw 1 of 1,25,31
86,1,1:31.0,Turnover by J. Poeltl (lost ball; steal by B. Clarke),,25,31
87,1,1:28.0,,B. Clarke makes 2-pt layup from 1 ft (assist by T. Jones),25,33
88,1,1:28.0,,Shooting foul by D. White (drawn by B. Clarke),25,33
89,1,1:28.0,,B. Clarke makes free throw 1 of 1,25,34
90,1,1:16.0,P. Mills makes 3-pt jump shot from 26 ft,,28,34
91,1,1:04.0,,T. Jones misses 2-pt jump shot from 14 ft (block by R. Gay),28,34
92,1,1:00.0,Defensive rebound by J. Poeltl,,28,34
93,1,1:00.0,Personal foul by D. Melton (drawn by P. Mills),,28,34
94,1,0:54.0,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Mills),,30,34
95,1,0:54.0,Shooting foul by B. Clarke (drawn by J. Poeltl),,30,34
96,1,0:54.0,J. Poeltl misses free throw 1 of 1,,30,34
97,1,0:51.0,,Defensive rebound by S. Hill,30,34
98,1,0:41.0,,S. Hill makes 3-pt jump shot from 28 ft (assist by T. Jones),30,37
99,1,0:27.0,J. Poeltl makes 2-pt dunk from 1 ft (assist by R. Gay),,32,37
100,1,0:07.0,,D. Melton misses 3-pt jump shot from 26 ft,32,37
101,1,0:06.0,Defensive rebound by Team,,32,37
102,1,0:00.0,L. Walker misses 2-pt layup from 7 ft (block by B. Clarke),,32,37
103,1,0:00.0,,Defensive rebound by S. Hill,32,37
104,2,11:43.0,P. Mills misses 2-pt layup from 2 ft (block by B. Clarke),,32,37
105,2,11:40.0,,Defensive rebound by J. Morant,32,37
106,2,11:37.0,,K. Anderson makes 2-pt layup from 1 ft (assist by J. Morant),32,39
107,2,11:28.0,Personal foul by S. Hill (drawn by P. Mills),,32,39
108,2,11:19.0,R. Gay misses 2-pt jump shot from 9 ft,,32,39
109,2,11:17.0,,Defensive rebound by J. Morant,32,39
110,2,11:10.0,,B. Clarke misses 2-pt layup from 1 ft,32,39
111,2,11:05.0,Defensive rebound by J. Poeltl,,32,39
112,2,10:59.0,L. Walker misses 2-pt layup at rim (block by D. Melton),,32,39
113,2,10:57.0,,Defensive rebound by B. Clarke,32,39
114,2,10:52.0,,D. Melton misses 2-pt hook shot from 7 ft (block by J. Poeltl),32,39
115,2,10:48.0,Defensive rebound by L. Walker,,32,39
116,2,10:38.0,D. Murray misses 2-pt jump shot from 7 ft,,32,39
117,2,10:35.0,Offensive rebound by D. Murray,,32,39
118,2,10:34.0,P. Mills misses 3-pt jump shot from 26 ft,,32,39
119,2,10:30.0,,Defensive rebound by S. Hill,32,39
120,2,10:22.0,,S. Hill misses 3-pt jump shot from 27 ft,32,39
121,2,10:17.0,Defensive rebound by P. Mills,,32,39
122,2,9:57.0,D. Murray misses 2-pt jump shot from 13 ft,,32,39
123,2,9:56.0,,Defensive rebound by B. Clarke,32,39
124,2,9:48.0,,D. Melton makes 2-pt jump shot from 17 ft,32,41
125,2,9:34.0,P. Mills makes 3-pt jump shot from 25 ft (assist by J. Poeltl),,35,41
126,2,9:19.0,,J. Morant makes 2-pt layup from 2 ft (assist by D. Melton),35,43
127,2,9:19.0,Violation by Team (def goaltending),,35,43
128,2,9:08.0,D. Murray misses 3-pt jump shot from 26 ft,,35,43
129,2,9:02.0,,Defensive rebound by B. Clarke,35,43
130,2,9:01.0,,D. Melton makes 2-pt dunk at rim (assist by B. Clarke),35,45
131,2,8:50.0,L. Walker misses 2-pt layup from 1 ft,,35,45
132,2,8:47.0,Offensive rebound by R. Gay,,35,45
133,2,8:45.0,L. Walker misses 3-pt jump shot from 24 ft,,35,45
134,2,8:42.0,,Defensive rebound by B. Clarke,35,45
135,2,8:42.0,D. DeRozan enters the game for P. Mills,,35,45
136,2,8:42.0,B. Forbes enters the game for L. Walker,,35,45
137,2,8:42.0,,G. Allen enters the game for K. Anderson,35,45
138,2,8:42.0,,D. Brooks enters the game for B. Clarke,35,45
139,2,8:42.0,,J. Valančiūnas enters the game for D. Melton,35,45
140,2,8:20.0,,J. Morant misses 2-pt jump shot from 17 ft,35,45
141,2,8:20.0,,Offensive rebound by Team,35,45
142,2,8:20.0,Loose ball foul by J. Poeltl (drawn by J. Morant),,35,45
143,2,8:20.0,T. Lyles enters the game for R. Gay,,35,45
144,2,8:12.0,,J. Morant misses 2-pt layup from 7 ft (block by J. Poeltl),35,45
145,2,8:12.0,,Offensive rebound by Team,35,45
146,2,8:06.0,,S. Hill makes 2-pt jump shot from 22 ft,35,47
147,2,7:52.0,J. Poeltl misses 2-pt jump shot from 12 ft,,35,47
148,2,7:50.0,,Defensive rebound by J. Valančiūnas,35,47
149,2,7:40.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by J. Morant),35,49
150,2,7:40.0,,Shooting foul by T. Lyles (drawn by J. Valančiūnas),35,49
151,2,7:40.0,,J. Valančiūnas makes free throw 1 of 1,35,50
152,2,7:30.0,T. Lyles misses 2-pt layup from 1 ft (block by D. Brooks),,35,50
153,2,7:23.0,,Defensive rebound by G. Allen,35,50
154,2,7:18.0,,Offensive foul by S. Hill (drawn by B. Forbes),35,50
155,2,7:18.0,,Turnover by S. Hill (offensive foul),35,50
156,2,7:18.0,,J. Crowder enters the game for S. Hill,35,50
157,2,7:07.0,D. Murray makes 2-pt layup at rim (assist by J. Poeltl),,37,50
158,2,6:52.0,,J. Valančiūnas misses 3-pt jump shot from 26 ft,37,50
159,2,6:50.0,Defensive rebound by D. Murray,,37,50
160,2,6:42.0,J. Poeltl makes 2-pt dunk from 1 ft (assist by D. DeRozan),,39,50
161,2,6:42.0,,Memphis full timeout,39,50
162,2,6:42.0,L. Aldridge enters the game for J. Poeltl,,39,50
163,2,6:20.0,,J. Valančiūnas misses 2-pt jump shot from 7 ft,39,50
164,2,6:15.0,,Offensive rebound by J. Morant,39,50
165,2,6:15.0,,J. Morant makes 2-pt layup from 1 ft,39,52
166,2,6:05.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,42,52
167,2,5:53.0,,D. Brooks makes 2-pt jump shot from 15 ft (assist by J. Morant),42,54
168,2,5:41.0,D. Murray makes 2-pt jump shot from 15 ft (assist by L. Aldridge),,44,54
169,2,5:20.0,,D. Brooks misses 3-pt jump shot from 28 ft,44,54
170,2,5:16.0,Defensive rebound by D. DeRozan,,44,54
171,2,5:06.0,B. Forbes misses 3-pt jump shot from 25 ft,,44,54
172,2,5:03.0,,Defensive rebound by J. Crowder,44,54
173,2,5:00.0,,G. Allen makes 2-pt dunk from 1 ft (assist by D. Brooks),44,56
174,2,4:43.0,Turnover by D. Murray (bad pass; steal by J. Morant),,44,56
175,2,4:42.0,,Personal take foul by D. DeRozan (drawn by J. Morant),44,56
176,2,4:42.0,D. White enters the game for D. Murray,,44,56
177,2,4:42.0,,J. Jackson enters the game for J. Morant,44,56
178,2,4:42.0,,T. Jones enters the game for J. Valančiūnas,44,56
179,2,4:36.0,,D. Brooks misses 2-pt jump shot from 14 ft,44,56
180,2,4:34.0,Defensive rebound by D. White,,44,56
181,2,4:25.0,Turnover by L. Aldridge (traveling),,44,56
182,2,4:25.0,R. Gay enters the game for T. Lyles,,44,56
183,2,4:07.0,,Shooting foul by D. White (drawn by J. Jackson),44,56
184,2,4:07.0,,J. Jackson makes free throw 1 of 2,44,57
185,2,4:07.0,,J. Jackson makes free throw 2 of 2,44,58
186,2,3:52.0,D. DeRozan misses 2-pt layup from 7 ft (block by D. Brooks),,44,58
187,2,3:52.0,Offensive rebound by Team,,44,58
188,2,3:47.0,D. White misses 2-pt layup from 1 ft,,44,58
189,2,3:46.0,Offensive rebound by D. DeRozan,,44,58
190,2,3:46.0,D. DeRozan makes 2-pt dunk at rim,,46,58
191,2,3:46.0,Shooting foul by D. Brooks (drawn by D. DeRozan),,46,58
192,2,3:46.0,D. DeRozan makes free throw 1 of 1,,47,58
193,2,3:37.0,,D. Brooks misses 3-pt jump shot from 26 ft,47,58
194,2,3:34.0,Defensive rebound by R. Gay,,47,58
195,2,3:24.0,L. Aldridge makes 3-pt jump shot from 23 ft (assist by D. White),,50,58
196,2,3:10.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by T. Jones),50,61
197,2,2:55.0,L. Aldridge misses 3-pt jump shot from 26 ft,,50,61
198,2,2:52.0,,Defensive rebound by T. Jones,50,61
199,2,2:48.0,,G. Allen misses 3-pt jump shot from 26 ft,50,61
200,2,2:45.0,Defensive rebound by R. Gay,,50,61
201,2,2:30.0,Turnover by B. Forbes (traveling),,50,61
202,2,2:30.0,San Antonio full timeout,,50,61
203,2,2:30.0,M. Belinelli enters the game for B. Forbes,,50,61
204,2,2:30.0,P. Mills enters the game for D. White,,50,61
205,2,2:10.0,,D. Brooks misses 3-pt jump shot from 25 ft,50,61
206,2,2:07.0,Defensive rebound by Team,,50,61
207,2,1:45.0,M. Belinelli misses 3-pt jump shot from 24 ft,,50,61
208,2,1:43.0,,Defensive rebound by J. Crowder,50,61
209,2,1:38.0,,T. Jones misses 2-pt layup from 1 ft,50,61
210,2,1:34.0,Defensive rebound by D. DeRozan,,50,61
211,2,1:29.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,53,61
212,2,1:11.0,,J. Crowder makes 2-pt layup from 1 ft,53,63
213,2,0:50.0,Shooting foul by J. Jackson (drawn by D. DeRozan),,53,63
214,2,0:50.0,D. DeRozan makes free throw 1 of 2,,54,63
215,2,0:50.0,,D. Melton enters the game for G. Allen,54,63
216,2,0:50.0,,J. Morant enters the game for D. Brooks,54,63
217,2,0:50.0,,J. Valančiūnas enters the game for T. Jones,54,63
218,2,0:50.0,D. DeRozan makes free throw 2 of 2,,55,63
219,2,0:33.0,,J. Morant misses 3-pt jump shot from 26 ft,55,63
220,2,0:31.0,Defensive rebound by L. Aldridge,,55,63
221,2,0:11.0,Personal foul by J. Valančiūnas (drawn by D. DeRozan),,55,63
222,2,0:11.0,D. DeRozan makes free throw 1 of 2,,56,63
223,2,0:11.0,L. Walker enters the game for M. Belinelli,,56,63
224,2,0:11.0,D. White enters the game for R. Gay,,56,63
225,2,0:11.0,D. DeRozan makes free throw 2 of 2,,57,63
226,2,0:03.0,,J. Jackson misses 3-pt jump shot from 25 ft,57,63
227,2,0:00.0,Defensive rebound by L. Aldridge,,57,63
228,3,11:47.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. Murray),,60,63
229,3,11:34.0,,J. Crowder misses 2-pt jump shot from 8 ft,60,63
230,3,11:32.0,Defensive rebound by L. Aldridge,,60,63
231,3,11:27.0,B. Forbes misses 3-pt jump shot from 25 ft,,60,63
232,3,11:24.0,,Defensive rebound by J. Valančiūnas,60,63
233,3,11:15.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Morant),60,66
234,3,11:02.0,T. Lyles misses 3-pt jump shot from 25 ft,,60,66
235,3,10:59.0,,Defensive rebound by D. Brooks,60,66
236,3,10:54.0,,J. Morant makes 2-pt dunk from 1 ft (assist by D. Brooks),60,68
237,3,10:36.0,D. DeRozan misses 2-pt jump shot from 12 ft,,60,68
238,3,10:31.0,,Defensive rebound by J. Valančiūnas,60,68
239,3,10:31.0,D. White enters the game for D. Murray,,60,68
240,3,10:14.0,,D. Brooks misses 2-pt jump shot from 12 ft,60,68
241,3,10:11.0,Defensive rebound by T. Lyles,,60,68
242,3,10:04.0,Shooting foul by J. Crowder (drawn by D. DeRozan),,60,68
243,3,10:04.0,D. DeRozan makes free throw 1 of 2,,61,68
244,3,10:04.0,D. DeRozan makes free throw 2 of 2,,62,68
245,3,9:52.0,,J. Morant misses 2-pt jump shot from 9 ft,62,68
246,3,9:50.0,Defensive rebound by D. DeRozan,,62,68
247,3,9:47.0,D. DeRozan makes 2-pt layup at rim,,64,68
248,3,9:34.0,,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by D. Brooks),64,70
249,3,9:24.0,Shooting foul by J. Valančiūnas (drawn by D. DeRozan),,64,70
250,3,9:24.0,D. DeRozan makes free throw 1 of 2,,65,70
251,3,9:24.0,D. DeRozan makes free throw 2 of 2,,66,70
252,3,9:11.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Morant),66,73
253,3,8:55.0,Turnover by D. White (bad pass; steal by J. Morant),,66,73
254,3,8:51.0,,J. Morant makes 2-pt dunk at rim,66,75
255,3,8:37.0,D. DeRozan misses 2-pt jump shot from 7 ft (block by J. Valančiūnas),,66,75
256,3,8:37.0,Offensive rebound by Team,,66,75
257,3,8:37.0,,Loose ball foul by J. Morant (drawn by D. DeRozan),66,75
258,3,8:35.0,B. Forbes misses 3-pt jump shot from 26 ft,,66,75
259,3,8:30.0,,Defensive rebound by J. Jackson,66,75
260,3,8:12.0,,J. Valančiūnas misses 2-pt hook shot from 5 ft,66,75
261,3,8:09.0,Defensive rebound by T. Lyles,,66,75
262,3,8:02.0,B. Forbes makes 2-pt jump shot from 8 ft (assist by D. White),,68,75
263,3,7:43.0,,J. Jackson makes 2-pt layup from 2 ft (assist by J. Morant),68,77
264,3,7:30.0,T. Lyles misses 3-pt jump shot from 25 ft,,68,77
265,3,7:28.0,,Defensive rebound by J. Morant,68,77
266,3,7:21.0,,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Morant),68,80
267,3,7:19.0,San Antonio full timeout,,68,80
268,3,7:19.0,P. Mills enters the game for B. Forbes,,68,80
269,3,7:09.0,Offensive foul by L. Aldridge (drawn by J. Morant),,68,80
270,3,7:09.0,Turnover by L. Aldridge (offensive foul),,68,80
271,3,7:09.0,R. Gay enters the game for T. Lyles,,68,80
272,3,6:56.0,,Shooting foul by D. DeRozan (drawn by J. Jackson),68,80
273,3,6:56.0,,J. Jackson misses free throw 1 of 2,68,80
274,3,6:56.0,,Offensive rebound by Team,68,80
275,3,6:56.0,,J. Jackson makes free throw 2 of 2,68,81
276,3,6:36.0,D. DeRozan makes 3-pt jump shot from 22 ft,,71,81
277,3,6:22.0,,J. Jackson misses 2-pt jump shot from 8 ft,71,81
278,3,6:17.0,,Offensive rebound by J. Jackson,71,81
279,3,6:15.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by J. Crowder),71,84
280,3,5:57.0,R. Gay makes 3-pt jump shot from 24 ft (assist by D. White),,74,84
281,3,5:45.0,,Turnover by J. Crowder (bad pass),74,84
282,3,5:45.0,,B. Clarke enters the game for J. Morant,74,84
283,3,5:45.0,,T. Jones enters the game for J. Valančiūnas,74,84
284,3,5:30.0,R. Gay misses 3-pt jump shot from 23 ft,,74,84
285,3,5:28.0,Offensive rebound by Team,,74,84
286,3,5:28.0,,Loose ball foul by J. Jackson (drawn by D. DeRozan),74,84
287,3,5:28.0,,D. Melton enters the game for D. Brooks,74,84
288,3,5:26.0,D. DeRozan makes 2-pt layup from 2 ft (assist by P. Mills),,76,84
289,3,5:26.0,Shooting foul by J. Jackson (drawn by D. DeRozan),,76,84
290,3,5:26.0,D. DeRozan makes free throw 1 of 1,,77,84
291,3,5:11.0,,J. Jackson misses 3-pt jump shot from 26 ft,77,84
292,3,5:08.0,Defensive rebound by D. DeRozan,,77,84
293,3,5:03.0,Personal foul by J. Crowder (drawn by D. DeRozan),,77,84
294,3,5:03.0,D. DeRozan makes free throw 1 of 2,,78,84
295,3,5:03.0,,Memphis full timeout,78,84
296,3,5:03.0,D. DeRozan makes free throw 2 of 2,,79,84
297,3,4:48.0,,D. Melton misses 2-pt jump shot from 19 ft,79,84
298,3,4:46.0,,Offensive rebound by B. Clarke,79,84
299,3,4:44.0,,D. Melton makes 2-pt jump shot from 20 ft (assist by B. Clarke),79,86
300,3,4:30.0,D. White makes 3-pt jump shot from 27 ft (assist by L. Aldridge),,82,86
301,3,4:12.0,,J. Jackson makes 2-pt jump shot from 13 ft (assist by D. Melton),82,88
302,3,3:54.0,Personal foul by J. Jackson (drawn by L. Aldridge),,82,88
303,3,3:54.0,L. Aldridge makes free throw 1 of 2,,83,88
304,3,3:54.0,,K. Anderson enters the game for J. Crowder,83,88
305,3,3:54.0,,J. Valančiūnas enters the game for J. Jackson,83,88
306,3,3:54.0,L. Aldridge makes free throw 2 of 2,,84,88
307,3,3:36.0,,D. Melton misses 2-pt jump shot from 7 ft,84,88
308,3,3:34.0,,Offensive rebound by J. Valančiūnas,84,88
309,3,3:34.0,,Shooting foul by L. Aldridge (drawn by J. Valančiūnas),84,88
310,3,3:34.0,,J. Valančiūnas makes free throw 1 of 2,84,89
311,3,3:34.0,,J. Valančiūnas makes free throw 2 of 2,84,90
312,3,3:25.0,D. DeRozan makes 2-pt layup from 1 ft,,86,90
313,3,3:04.0,,K. Anderson makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),86,93
314,3,2:52.0,D. White misses 3-pt jump shot from 27 ft,,86,93
315,3,2:49.0,,Defensive rebound by D. Melton,86,93
316,3,2:44.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by D. Melton),86,95
317,3,2:18.0,R. Gay misses 3-pt jump shot from 25 ft,,86,95
318,3,2:15.0,,Defensive rebound by B. Clarke,86,95
319,3,2:11.0,,D. Melton makes 3-pt jump shot from 25 ft (assist by B. Clarke),86,98
320,3,1:56.0,L. Aldridge makes 3-pt jump shot from 26 ft,,89,98
321,3,1:42.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,89,98
322,3,1:42.0,Defensive rebound by R. Gay,,89,98
323,3,1:21.0,R. Gay makes 2-pt jump shot from 6 ft,,91,98
324,3,1:07.0,,D. Melton makes 2-pt jump shot from 22 ft (assist by B. Clarke),91,100
325,3,0:52.0,D. DeRozan makes 2-pt jump shot from 5 ft,,93,100
326,3,0:41.0,,T. Jones misses 2-pt jump shot from 10 ft,93,100
327,3,0:39.0,Defensive rebound by R. Gay,,93,100
328,3,0:31.0,R. Gay makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,96,100
329,3,0:12.0,,Turnover by D. Melton (bad pass; steal by P. Mills),96,100
330,3,0:09.0,P. Mills makes 2-pt layup at rim,,98,100
331,3,0:04.0,,Personal take foul by P. Mills (drawn by D. Melton),98,100
332,3,0:04.0,L. Walker enters the game for D. DeRozan,,98,100
333,3,0:00.0,,D. Melton misses 2-pt jump shot from 4 ft,98,100
334,3,0:00.0,Defensive rebound by L. Aldridge,,98,100
335,4,11:45.0,,J. Valančiūnas makes 2-pt hook shot from 11 ft (assist by S. Hill),98,102
336,4,11:23.0,P. Mills misses 3-pt jump shot from 23 ft,,98,102
337,4,11:21.0,,Defensive rebound by D. Melton,98,102
338,4,11:18.0,,J. Morant misses 2-pt layup from 3 ft (block by D. Murray),98,102
339,4,11:18.0,,Offensive rebound by Team,98,102
340,4,11:07.0,,S. Hill misses 2-pt jump shot from 18 ft,98,102
341,4,11:03.0,,Offensive rebound by J. Valančiūnas,98,102
342,4,11:00.0,,J. Morant makes 2-pt layup from 1 ft (assist by J. Valančiūnas),98,104
343,4,10:51.0,Turnover by D. Murray (lost ball; steal by G. Allen),,98,104
344,4,10:47.0,,J. Morant makes 2-pt layup at rim (assist by D. Melton),98,106
345,4,10:47.0,Violation by Team (def goaltending),,98,106
346,4,10:47.0,San Antonio full timeout,,98,106
347,4,10:47.0,B. Forbes enters the game for P. Mills,,98,106
348,4,10:32.0,R. Gay misses 2-pt jump shot from 20 ft,,98,106
349,4,10:29.0,,Defensive rebound by D. Melton,98,106
350,4,10:23.0,,J. Valančiūnas makes 2-pt jump shot from 11 ft (assist by D. Melton),98,108
351,4,10:08.0,Shooting foul by D. Melton (drawn by B. Forbes),,98,108
352,4,10:08.0,B. Forbes makes free throw 1 of 3,,99,108
353,4,10:08.0,B. Forbes makes free throw 2 of 3,,100,108
354,4,10:08.0,D. DeRozan enters the game for R. Gay,,100,108
355,4,10:08.0,B. Forbes misses free throw 3 of 3,,100,108
356,4,10:06.0,,Defensive rebound by J. Valančiūnas,100,108
357,4,9:54.0,,G. Allen misses 3-pt jump shot from 25 ft,100,108
358,4,9:52.0,Defensive rebound by B. Forbes,,100,108
359,4,9:46.0,D. DeRozan misses 2-pt jump shot from 11 ft,,100,108
360,4,9:43.0,,Defensive rebound by G. Allen,100,108
361,4,9:40.0,,Turnover by G. Allen (bad pass; steal by D. DeRozan),100,108
362,4,9:32.0,B. Forbes makes 2-pt jump shot from 12 ft (assist by D. DeRozan),,102,108
363,4,9:13.0,,Turnover by J. Morant (bad pass; steal by L. Walker),102,108
364,4,9:11.0,San Antonio full timeout,,102,108
365,4,9:11.0,,D. Brooks enters the game for D. Melton,102,108
366,4,9:11.0,,B. Clarke enters the game for J. Valančiūnas,102,108
367,4,8:56.0,B. Forbes makes 2-pt jump shot from 22 ft (assist by D. Murray),,104,108
368,4,8:42.0,,J. Morant misses 2-pt layup from 6 ft (block by J. Poeltl),104,108
369,4,8:39.0,Defensive rebound by D. DeRozan,,104,108
370,4,8:37.0,Turnover by L. Walker (step out of bounds),,104,108
371,4,8:28.0,,D. Brooks makes 2-pt jump shot from 15 ft,104,110
372,4,8:11.0,L. Walker makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,107,110
373,4,7:58.0,,Shooting foul by D. DeRozan (drawn by B. Clarke),107,110
