,QUARTER,TIME_REMAINING,NEW YORK_ACTION,WASHINGTON_ACTION,NEW YORK_SCORE,WASHINGTON_SCORE
92,1,2:47.0,Shooting foul by I. Smith (drawn by B. Portis),,21,19
93,1,2:47.0,B. Portis misses free throw 1 of 1,,21,19
94,1,2:46.0,,Defensive rebound by J. McRae,21,19
95,1,2:32.0,,A. Pasečņiks misses 2-pt jump shot from 7 ft,21,19
96,1,2:32.0,Defensive rebound by Team,,21,19
97,1,2:32.0,Personal foul by A. Pasečņiks (drawn by K. Knox),,21,19
98,1,2:21.0,B. Portis misses 2-pt jump shot from 16 ft,,21,19
99,1,2:19.0,,Defensive rebound by G. Mathews,21,19
100,1,2:11.0,,I. Smith misses 2-pt jump shot from 14 ft,21,19
101,1,2:09.0,Defensive rebound by J. Randle,,21,19
102,1,1:55.0,Personal foul by G. Mathews (drawn by K. Knox),,21,19
103,1,1:55.0,R. Barrett enters the game for J. Randle,,21,19
104,1,1:51.0,Personal foul by G. Mathews (drawn by F. Ntilikina),,21,19
105,1,1:51.0,F. Ntilikina makes free throw 1 of 2,,22,19
106,1,1:51.0,F. Ntilikina makes free throw 2 of 2,,23,19
107,1,1:42.0,,J. McRae misses 2-pt jump shot from 22 ft,23,19
108,1,1:40.0,Defensive rebound by D. Dotson,,23,19
109,1,1:31.0,B. Portis makes 2-pt jump shot from 19 ft (assist by F. Ntilikina),,25,19
110,1,1:20.0,,I. Smith misses 2-pt layup from 7 ft,25,19
111,1,1:17.0,Defensive rebound by K. Knox,,25,19
112,1,1:16.0,R. Barrett makes 2-pt layup from 3 ft,,27,19
113,1,1:16.0,Shooting foul by I. Bonga (drawn by R. Barrett),,27,19
114,1,1:16.0,R. Barrett makes free throw 1 of 1,,28,19
115,1,0:54.0,,I. Bonga misses 2-pt hook shot from 11 ft,28,19
116,1,0:51.0,Defensive rebound by F. Ntilikina,,28,19
117,1,0:46.0,B. Portis makes 3-pt jump shot from 28 ft (assist by D. Dotson),,31,19
118,1,0:31.0,,A. Pasečņiks misses 2-pt jump shot from 16 ft,31,19
119,1,0:29.0,,Offensive rebound by I. Bonga,31,19
120,1,0:28.0,,Shooting foul by B. Portis (drawn by I. Bonga),31,19
121,1,0:28.0,,Technical foul by B. Portis,31,19
122,1,0:28.0,,J. McRae misses technical free throw,31,19
123,1,0:28.0,,Offensive rebound by Team,31,19
124,1,0:28.0,,I. Bonga makes free throw 1 of 2,31,20
125,1,0:28.0,,I. Bonga makes free throw 2 of 2,31,21
126,1,0:04.0,R. Barrett makes 2-pt layup from 8 ft,,33,21
127,1,0:00.0,,Personal foul by F. Ntilikina (drawn by I. Smith),33,21
128,1,0:00.0,,I. Smith makes free throw 1 of 2,33,22
129,1,0:00.0,,I. Smith makes free throw 2 of 2,33,23
130,2,11:48.0,,I. Smith misses 3-pt jump shot from 25 ft,33,23
131,2,11:42.0,Defensive rebound by R. Barrett,,33,23
132,2,11:36.0,Def 3 sec tech foul by Team,,33,23
133,2,11:36.0,F. Ntilikina makes technical free throw,,34,23
134,2,11:21.0,D. Dotson misses 3-pt jump shot from 26 ft,,34,23
135,2,11:21.0,Offensive rebound by Team,,34,23
136,2,11:21.0,Turnover by Team (shot clock),,34,23
137,2,11:10.0,,Turnover by J. McRae (lost ball; steal by B. Portis),34,23
138,2,11:07.0,D. Dotson misses 2-pt layup from 5 ft,,34,23
139,2,11:06.0,Offensive rebound by B. Portis,,34,23
140,2,11:06.0,B. Portis makes 2-pt layup from 2 ft,,36,23
141,2,10:46.0,,I. Bonga misses 2-pt layup from 4 ft,36,23
142,2,10:46.0,,Offensive rebound by A. Pasečņiks,36,23
143,2,10:44.0,,A. Pasečņiks makes 2-pt layup from 2 ft,36,25
144,2,10:25.0,K. Knox misses 2-pt jump shot from 15 ft,,36,25
145,2,10:25.0,Offensive rebound by Team,,36,25
146,2,10:25.0,,G. Payton enters the game for J. McRae,36,25
147,2,10:15.0,Turnover by F. Ntilikina (traveling),,36,25
148,2,10:01.0,,G. Mathews misses 3-pt jump shot from 26 ft,36,25
149,2,9:57.0,Defensive rebound by R. Barrett,,36,25
150,2,9:52.0,B. Portis misses 3-pt jump shot from 26 ft,,36,25
151,2,9:48.0,,Defensive rebound by I. Smith,36,25
152,2,9:45.0,,I. Smith misses 2-pt layup from 6 ft,36,25
153,2,9:43.0,,Offensive rebound by I. Bonga,36,25
154,2,9:43.0,,I. Bonga misses 2-pt layup at rim,36,25
155,2,9:40.0,,Offensive rebound by G. Payton,36,25
156,2,9:37.0,,I. Smith makes 3-pt jump shot from 23 ft (assist by G. Payton),36,28
157,2,9:17.0,B. Portis makes 2-pt layup from 7 ft (assist by F. Ntilikina),,38,28
158,2,9:11.0,,Shooting foul by R. Barrett (drawn by G. Payton),38,28
159,2,9:11.0,,G. Payton misses free throw 1 of 2,38,28
160,2,9:11.0,,Offensive rebound by Team,38,28
161,2,9:11.0,M. Morris enters the game for D. Dotson,,38,28
162,2,9:11.0,J. Randle enters the game for B. Portis,,38,28
163,2,9:11.0,,A. Schofield enters the game for G. Mathews,38,28
164,2,9:11.0,,G. Payton makes free throw 2 of 2,38,29
165,2,8:57.0,R. Barrett misses 2-pt layup from 6 ft,,38,29
166,2,8:53.0,,Defensive rebound by G. Payton,38,29
167,2,8:51.0,,Turnover by G. Payton (bad pass),38,29
168,2,8:39.0,K. Knox misses 2-pt layup from 7 ft,,38,29
169,2,8:34.0,,Defensive rebound by A. Pasečņiks,38,29
170,2,8:32.0,,Personal foul by F. Ntilikina (drawn by I. Smith),38,29
171,2,8:32.0,E. Payton enters the game for F. Ntilikina,,38,29
172,2,8:27.0,,I. Smith misses 2-pt jump shot from 10 ft,38,29
173,2,8:23.0,Defensive rebound by M. Morris,,38,29
174,2,8:13.0,Turnover by M. Morris (lost ball; steal by G. Payton),,38,29
175,2,8:13.0,,Personal foul by M. Morris (drawn by G. Payton),38,29
176,2,8:13.0,,T. Brown enters the game for I. Bonga,38,29
177,2,8:13.0,,I. Mahinmi enters the game for A. Pasečņiks,38,29
178,2,7:52.0,,I. Smith misses 2-pt jump shot from 14 ft,38,29
179,2,7:49.0,Defensive rebound by K. Knox,,38,29
180,2,7:36.0,R. Barrett makes 3-pt jump shot from 22 ft (assist by E. Payton),,41,29
181,2,7:35.0,,Washington full timeout,41,29
182,2,7:35.0,M. Robinson enters the game for K. Knox,,41,29
183,2,7:35.0,,J. McRae enters the game for A. Schofield,41,29
184,2,7:35.0,,I. Thomas enters the game for I. Smith,41,29
185,2,7:12.0,,G. Payton makes 3-pt jump shot from 23 ft (assist by T. Brown),41,32
186,2,6:55.0,M. Morris misses 3-pt jump shot from 26 ft,,41,32
187,2,6:54.0,,Defensive rebound by J. McRae,41,32
188,2,6:54.0,,Personal foul by M. Robinson (drawn by J. McRae),41,32
189,2,6:54.0,T. Gibson enters the game for M. Robinson,,41,32
190,2,6:39.0,,G. Payton makes 3-pt jump shot from 24 ft (assist by I. Thomas),41,35
191,2,6:30.0,New York full timeout,,41,35
192,2,6:30.0,D. Dotson enters the game for R. Barrett,,41,35
193,2,6:18.0,M. Morris misses 2-pt jump shot from 21 ft,,41,35
194,2,6:18.0,Offensive rebound by Team,,41,35
195,2,6:18.0,,Loose ball foul by J. McRae (drawn by T. Gibson),41,35
196,2,6:07.0,J. Randle misses 3-pt jump shot from 23 ft,,41,35
197,2,6:06.0,,Defensive rebound by T. Brown,41,35
198,2,5:59.0,,I. Thomas makes 3-pt jump shot from 24 ft,41,38
199,2,5:45.0,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Randle),,44,38
200,2,5:37.0,,J. McRae makes 2-pt layup from 4 ft (assist by I. Thomas),44,40
201,2,5:21.0,M. Morris misses 3-pt jump shot from 27 ft,,44,40
202,2,5:18.0,,Defensive rebound by T. Brown,44,40
203,2,5:14.0,,I. Thomas misses 3-pt jump shot from 26 ft,44,40
204,2,5:11.0,Defensive rebound by J. Randle,,44,40
205,2,4:59.0,Turnover by E. Payton (lost ball; steal by G. Payton),,44,40
206,2,4:53.0,,I. Mahinmi makes 2-pt dunk from 4 ft (assist by G. Payton),44,42
207,2,4:38.0,Offensive foul by T. Gibson (drawn by J. McRae),,44,42
208,2,4:38.0,Turnover by T. Gibson (offensive foul),,44,42
209,2,4:31.0,,Personal foul by E. Payton (drawn by I. Thomas),44,42
210,2,4:31.0,,I. Thomas makes free throw 1 of 2,44,43
211,2,4:31.0,,I. Thomas makes free throw 2 of 2,44,44
212,2,4:24.0,Turnover by E. Payton (bad pass),,44,44
213,2,4:16.0,,I. Thomas makes 2-pt jump shot from 14 ft,44,46
214,2,4:10.0,New York full timeout,,44,46
215,2,4:10.0,R. Barrett enters the game for D. Dotson,,44,46
216,2,4:10.0,K. Knox enters the game for T. Gibson,,44,46
217,2,4:10.0,B. Portis enters the game for M. Morris,,44,46
218,2,4:00.0,Turnover by B. Portis (lost ball; steal by G. Payton),,44,46
219,2,3:58.0,,T. Brown makes 2-pt dunk from 3 ft (assist by I. Thomas),44,48
220,2,3:33.0,Turnover by J. Randle (bad pass; steal by G. Payton),,44,48
221,2,3:27.0,,T. Brown misses 2-pt layup from 3 ft,44,48
222,2,3:25.0,Defensive rebound by J. Randle,,44,48
223,2,3:17.0,B. Portis makes 2-pt hook shot from 7 ft,,46,48
224,2,3:01.0,,Personal foul by R. Barrett (drawn by I. Thomas),46,48
225,2,3:01.0,,I. Thomas makes free throw 1 of 2,46,49
226,2,3:01.0,,I. Thomas makes free throw 2 of 2,46,50
227,2,2:53.0,J. Randle makes 2-pt layup from 3 ft (assist by E. Payton),,48,50
228,2,2:37.0,,J. McRae misses 2-pt jump shot from 13 ft,48,50
229,2,2:29.0,,Offensive rebound by I. Mahinmi,48,50
230,2,2:26.0,,I. Mahinmi makes 2-pt layup from 3 ft,48,52
231,2,2:10.0,J. Randle makes 2-pt layup from 6 ft (assist by R. Barrett),,50,52
232,2,1:57.0,,I. Thomas makes 2-pt jump shot from 11 ft,50,54
233,2,1:42.0,B. Portis makes 2-pt layup from 5 ft,,52,54
234,2,1:28.0,,G. Payton misses 3-pt jump shot from 25 ft,52,54
235,2,1:24.0,,Offensive rebound by I. Thomas,52,54
236,2,1:22.0,,I. Thomas misses 2-pt jump shot from 16 ft,52,54
237,2,1:19.0,Defensive rebound by E. Payton,,52,54
238,2,1:19.0,Shooting foul by J. McRae (drawn by K. Knox),,52,54
239,2,1:19.0,K. Knox makes free throw 1 of 2,,53,54
240,2,1:19.0,K. Knox misses free throw 2 of 2,,53,54
241,2,1:19.0,,Defensive rebound by J. McRae,53,54
242,2,1:08.0,,I. Thomas misses 2-pt jump shot from 9 ft,53,54
243,2,1:04.0,Defensive rebound by K. Knox,,53,54
244,2,1:00.0,K. Knox makes 3-pt jump shot from 27 ft (assist by E. Payton),,56,54
245,2,0:43.0,,I. Mahinmi makes 2-pt hook shot from 5 ft,56,56
246,2,0:31.0,R. Barrett misses 3-pt jump shot from 26 ft,,56,56
247,2,0:31.0,,Defensive rebound by T. Brown,56,56
248,2,0:23.0,,Shooting foul by K. Knox (drawn by J. McRae),56,56
249,2,0:23.0,,J. McRae makes free throw 1 of 2,56,57
250,2,0:23.0,,I. Bonga enters the game for I. Mahinmi,56,57
251,2,0:23.0,,A. Schofield enters the game for I. Thomas,56,57
252,2,0:23.0,,J. McRae makes free throw 2 of 2,56,58
253,2,0:02.0,R. Barrett makes 3-pt jump shot from 24 ft (assist by E. Payton),,59,58
254,2,0:00.0,,J. McRae misses 3-pt jump shot from 54 ft,59,58
255,2,0:00.0,,Offensive rebound by Team,59,58
256,3,11:43.0,,T. Brown misses 3-pt jump shot from 27 ft,59,58
257,3,11:38.0,,Offensive rebound by I. Mahinmi,59,58
258,3,11:36.0,,I. Thomas misses 3-pt jump shot from 28 ft,59,58
259,3,11:33.0,Defensive rebound by R. Barrett,,59,58
260,3,11:28.0,Turnover by J. Randle (bad pass; steal by G. Payton),,59,58
261,3,11:24.0,,Shooting foul by E. Payton (drawn by I. Thomas),59,58
262,3,11:24.0,,I. Thomas makes free throw 1 of 2,59,59
263,3,11:24.0,,I. Thomas makes free throw 2 of 2,59,60
264,3,11:09.0,M. Morris makes 3-pt jump shot from 24 ft (assist by J. Randle),,62,60
265,3,10:56.0,,Personal foul by M. Morris (drawn by T. Brown),62,60
266,3,10:45.0,,I. Thomas misses 2-pt layup from 6 ft (block by T. Gibson),62,60
267,3,10:45.0,,Offensive rebound by Team,62,60
268,3,10:42.0,,T. Brown misses 2-pt jump shot from 18 ft,62,60
269,3,10:39.0,Defensive rebound by T. Gibson,,62,60
270,3,10:33.0,Personal foul by J. Williams (drawn by E. Payton),,62,60
271,3,10:15.0,E. Payton makes 2-pt jump shot from 6 ft (assist by J. Randle),,64,60
272,3,9:54.0,,I. Thomas misses 2-pt jump shot from 7 ft,64,60
273,3,9:54.0,,Offensive rebound by I. Mahinmi,64,60
274,3,9:53.0,,I. Mahinmi misses 2-pt layup from 3 ft,64,60
275,3,9:53.0,Defensive rebound by M. Morris,,64,60
276,3,9:39.0,R. Barrett misses 2-pt jump shot from 9 ft,,64,60
277,3,9:36.0,Offensive rebound by T. Gibson,,64,60
278,3,9:32.0,Turnover by T. Gibson (lost ball; steal by T. Brown),,64,60
279,3,9:27.0,,T. Brown makes 2-pt layup from 4 ft,64,62
280,3,9:23.0,J. Randle makes 2-pt dunk from 4 ft (assist by E. Payton),,66,62
281,3,9:04.0,,I. Thomas makes 3-pt jump shot from 27 ft,66,65
282,3,8:50.0,Turnover by E. Payton (bad pass; steal by T. Brown),,66,65
283,3,8:43.0,,T. Brown misses 2-pt hook shot from 4 ft,66,65
284,3,8:43.0,,Offensive rebound by G. Payton,66,65
285,3,8:43.0,,G. Payton makes 2-pt layup from 1 ft,66,67
286,3,8:22.0,T. Gibson makes 2-pt dunk from 3 ft (assist by E. Payton),,68,67
287,3,8:04.0,,Shooting foul by T. Gibson (drawn by I. Mahinmi),68,67
288,3,8:04.0,,I. Mahinmi misses free throw 1 of 2,68,67
289,3,8:04.0,,Offensive rebound by Team,68,67
290,3,8:04.0,,I. Mahinmi makes free throw 2 of 2,68,68
291,3,7:46.0,J. Randle misses 3-pt jump shot from 23 ft,,68,68
292,3,7:43.0,,Defensive rebound by I. Thomas,68,68
293,3,7:37.0,,T. Brown misses 3-pt jump shot from 27 ft,68,68
294,3,7:33.0,Defensive rebound by J. Randle,,68,68
295,3,7:26.0,E. Payton misses 3-pt jump shot from 28 ft,,68,68
296,3,7:23.0,,Defensive rebound by I. Mahinmi,68,68
297,3,7:15.0,,I. Thomas misses 3-pt jump shot from 24 ft (block by T. Gibson),68,68
298,3,7:14.0,Defensive rebound by J. Randle,,68,68
299,3,7:10.0,Personal take foul by T. Brown (drawn by E. Payton),,68,68
300,3,7:10.0,M. Robinson enters the game for T. Gibson,,68,68
301,3,6:58.0,J. Randle makes 3-pt jump shot from 24 ft (assist by M. Morris),,71,68
302,3,6:38.0,,Turnover by G. Payton (step out of bounds),71,68
303,3,6:38.0,,Washington full timeout,71,68
304,3,6:38.0,,J. McRae enters the game for T. Brown,71,68
305,3,6:27.0,M. Morris misses 2-pt jump shot from 17 ft,,71,68
306,3,6:24.0,,Defensive rebound by J. Williams,71,68
307,3,6:11.0,,Turnover by I. Thomas (bad pass; steal by J. Randle),71,68
308,3,6:11.0,Personal foul by I. Thomas (drawn by M. Robinson),,71,68
309,3,6:11.0,D. Dotson enters the game for R. Barrett,,71,68
310,3,6:11.0,,G. Mathews enters the game for I. Mahinmi,71,68
311,3,6:11.0,,A. Pasečņiks enters the game for G. Payton,71,68
312,3,6:00.0,J. Randle makes 2-pt layup from 8 ft,,73,68
313,3,6:00.0,Shooting foul by A. Pasečņiks (drawn by J. Randle),,73,68
314,3,6:00.0,J. Randle makes free throw 1 of 1,,74,68
315,3,5:42.0,,J. McRae misses 2-pt hook shot from 6 ft,74,68
316,3,5:38.0,Defensive rebound by M. Robinson,,74,68
317,3,5:32.0,E. Payton misses 2-pt jump shot from 7 ft,,74,68
318,3,5:26.0,Offensive rebound by M. Robinson,,74,68
319,3,5:26.0,M. Robinson misses 2-pt layup at rim,,74,68
320,3,5:26.0,Offensive rebound by M. Robinson,,74,68
321,3,5:23.0,M. Robinson makes 2-pt dunk at rim,,76,68
322,3,5:20.0,,Shooting foul by M. Morris (drawn by I. Thomas),76,68
323,3,5:20.0,New York full timeout,,76,68
324,3,5:20.0,Instant Replay (Challenge: Stands),,76,68
325,3,5:20.0,K. Knox enters the game for M. Morris,,76,68
326,3,5:20.0,,I. Bonga enters the game for J. Williams,76,68
327,3,5:20.0,,I. Thomas makes free throw 1 of 2,76,69
328,3,5:20.0,,I. Thomas makes free throw 2 of 2,76,70
329,3,5:05.0,Personal foul by I. Thomas (drawn by K. Knox),,76,70
330,3,5:05.0,K. Knox makes free throw 1 of 2,,77,70
331,3,5:05.0,K. Knox makes free throw 2 of 2,,78,70
332,3,4:55.0,,J. McRae misses 2-pt jump shot from 13 ft,78,70
333,3,4:52.0,,Offensive rebound by A. Pasečņiks,78,70
334,3,4:40.0,,G. Mathews misses 2-pt jump shot from 15 ft,78,70
335,3,4:38.0,Defensive rebound by J. Randle,,78,70
336,3,4:33.0,M. Robinson makes 2-pt dunk from 5 ft (assist by J. Randle),,80,70
337,3,4:16.0,,J. McRae misses 2-pt jump shot from 10 ft,80,70
338,3,4:13.0,Defensive rebound by J. Randle,,80,70
339,3,4:12.0,Personal foul by I. Bonga (drawn by J. Randle),,80,70
340,3,4:12.0,J. Randle makes free throw 1 of 2,,81,70
341,3,4:12.0,F. Ntilikina enters the game for E. Payton,,81,70
342,3,4:12.0,,T. Brown enters the game for G. Mathews,81,70
343,3,4:12.0,,I. Smith enters the game for I. Thomas,81,70
344,3,4:12.0,J. Randle makes free throw 2 of 2,,82,70
345,3,3:56.0,,Personal foul by M. Robinson (drawn by A. Pasečņiks),82,70
346,3,3:56.0,,A. Pasečņiks misses free throw 1 of 2,82,70
347,3,3:56.0,,Offensive rebound by Team,82,70
348,3,3:56.0,B. Portis enters the game for M. Robinson,,82,70
349,3,3:56.0,,A. Pasečņiks misses free throw 2 of 2,82,70
350,3,3:54.0,Defensive rebound by J. Randle,,82,70
351,3,3:39.0,D. Dotson misses 3-pt jump shot from 28 ft,,82,70
352,3,3:36.0,,Defensive rebound by I. Smith,82,70
353,3,3:31.0,,J. McRae misses 2-pt layup from 9 ft,82,70
354,3,3:28.0,Defensive rebound by K. Knox,,82,70
355,3,3:22.0,Offensive foul by B. Portis (drawn by I. Bonga),,82,70
356,3,3:22.0,Turnover by B. Portis (offensive foul),,82,70
357,3,3:22.0,R. Barrett enters the game for J. Randle,,82,70
358,3,3:07.0,,Turnover by T. Brown (step out of bounds),82,70
359,3,2:51.0,B. Portis makes 2-pt jump shot from 17 ft,,84,70
360,3,2:39.0,,Shooting foul by F. Ntilikina (drawn by I. Smith),84,70
361,3,2:39.0,,I. Smith misses free throw 1 of 2,84,70
362,3,2:39.0,,Offensive rebound by Team,84,70
363,3,2:39.0,,I. Smith makes free throw 2 of 2,84,71
364,3,2:30.0,B. Portis misses 2-pt jump shot from 19 ft,,84,71
365,3,2:25.0,,Defensive rebound by T. Brown,84,71
366,3,2:14.0,,I. Smith misses 2-pt layup from 5 ft,84,71
367,3,2:13.0,Defensive rebound by F. Ntilikina,,84,71
368,3,2:08.0,D. Dotson makes 2-pt layup from 1 ft (assist by F. Ntilikina),,86,71
369,3,1:53.0,,I. Smith makes 2-pt jump shot from 8 ft (assist by J. McRae),86,73
370,3,1:38.0,Turnover by R. Barrett (bad pass; steal by J. McRae),,86,73
371,3,1:30.0,,T. Brown misses 2-pt jump shot from 7 ft,86,73
372,3,1:26.0,Defensive rebound by B. Portis,,86,73
373,3,1:20.0,R. Barrett misses 2-pt layup from 5 ft,,86,73
374,3,1:15.0,Offensive rebound by R. Barrett,,86,73
375,3,1:15.0,R. Barrett misses 2-pt layup at rim (block by I. Smith),,86,73
376,3,1:15.0,,Defensive rebound by I. Bonga,86,73
377,3,1:12.0,,Offensive foul by A. Pasečņiks (drawn by K. Knox),86,73
378,3,1:12.0,,Turnover by A. Pasečņiks (offensive foul),86,73
379,3,1:00.0,K. Knox misses 3-pt jump shot from 29 ft,,86,73
380,3,0:57.0,,Defensive rebound by J. McRae,86,73
381,3,0:54.0,,Shooting foul by K. Knox (drawn by I. Bonga),86,73
382,3,0:54.0,,I. Bonga makes free throw 1 of 2,86,74
383,3,0:54.0,,I. Bonga makes free throw 2 of 2,86,75
384,3,0:30.0,Turnover by R. Barrett (bad pass; steal by I. Bonga),,86,75
385,3,0:26.0,,I. Smith makes 3-pt jump shot from 26 ft (assist by I. Bonga),86,78
386,3,0:08.0,F. Ntilikina misses 3-pt jump shot from 27 ft,,86,78
387,3,0:04.0,,Defensive rebound by T. Brown,86,78
388,3,0:01.0,,T. Brown misses 3-pt jump shot from 30 ft,86,78
389,3,0:01.0,Defensive rebound by R. Barrett,,86,78
