,QUARTER,TIME_REMAINING,UTAH_ACTION,PHILADELPHIA_ACTION,UTAH_SCORE,PHILADELPHIA_SCORE
28,1,8:14.0,Offensive rebound by R. Gobert,,9,12
29,1,8:14.0,R. Gobert makes 2-pt layup from 1 ft,,11,12
30,1,7:54.0,,J. Embiid misses 2-pt jump shot from 15 ft,11,12
31,1,7:51.0,,Offensive rebound by A. Horford,11,12
32,1,7:50.0,,A. Horford makes 2-pt hook shot from 2 ft,11,14
33,1,7:30.0,R. O'Neale makes 2-pt layup from 2 ft (assist by R. Gobert),,13,14
34,1,7:21.0,,T. Harris makes 2-pt jump shot from 11 ft,13,16
35,1,7:12.0,M. Conley misses 2-pt layup from 2 ft,,13,16
36,1,7:09.0,,Defensive rebound by J. Embiid,13,16
37,1,7:09.0,,Personal take foul by R. O'Neale (drawn by T. Harris),13,16
38,1,7:01.0,,B. Simmons misses 2-pt hook shot from 3 ft,13,16
39,1,6:58.0,Defensive rebound by R. Gobert,,13,16
40,1,6:55.0,Turnover by D. Mitchell (lost ball; steal by B. Simmons),,13,16
41,1,6:52.0,,Turnover by F. Korkmaz (bad pass),13,16
42,1,6:52.0,,Philadelphia full timeout,13,16
43,1,6:52.0,J. Ingles enters the game for D. Mitchell,,13,16
44,1,6:52.0,,J. Ennis enters the game for J. Embiid,13,16
45,1,6:40.0,Personal foul by B. Simmons (drawn by R. Gobert),,13,16
46,1,6:32.0,Turnover by B. Bogdanović (bad pass; steal by J. Ennis),,13,16
47,1,6:24.0,,T. Harris misses 2-pt layup from 1 ft,13,16
48,1,6:23.0,Defensive rebound by R. Gobert,,13,16
49,1,6:16.0,J. Ingles misses 2-pt layup from 3 ft,,13,16
50,1,6:14.0,Offensive rebound by R. Gobert,,13,16
51,1,6:11.0,R. Gobert makes 2-pt layup from 2 ft,,15,16
52,1,6:02.0,,J. Ennis misses 3-pt jump shot from 25 ft,15,16
53,1,6:00.0,Defensive rebound by R. Gobert,,15,16
54,1,5:54.0,B. Bogdanović misses 2-pt layup from 1 ft,,15,16
55,1,5:50.0,,Defensive rebound by T. Harris,15,16
56,1,5:46.0,,Turnover by B. Simmons (bad pass; steal by J. Ingles),15,16
57,1,5:42.0,B. Bogdanović misses 2-pt layup from 2 ft (block by A. Horford),,15,16
58,1,5:39.0,,Defensive rebound by F. Korkmaz,15,16
59,1,5:35.0,,T. Harris misses 3-pt jump shot from 23 ft,15,16
60,1,5:30.0,Defensive rebound by R. Gobert,,15,16
61,1,5:24.0,R. O'Neale makes 2-pt layup from 1 ft (assist by J. Ingles),,17,16
62,1,5:12.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,17,16
63,1,5:09.0,Defensive rebound by R. Gobert,,17,16
64,1,4:57.0,B. Bogdanović makes 2-pt layup from 1 ft,,19,16
65,1,4:38.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by T. Harris),19,19
66,1,4:21.0,Turnover by M. Conley (bad pass; steal by B. Simmons),,19,19
67,1,4:16.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by B. Simmons),19,22
68,1,4:15.0,Utah full timeout,,19,22
69,1,4:15.0,E. Davis enters the game for B. Bogdanović,,19,22
70,1,4:15.0,D. Exum enters the game for M. Conley,,19,22
71,1,4:15.0,J. Green enters the game for R. Gobert,,19,22
72,1,4:15.0,D. Mitchell enters the game for R. O'Neale,,19,22
73,1,4:15.0,,M. Scott enters the game for F. Korkmaz,19,22
74,1,4:01.0,D. Mitchell makes 2-pt jump shot from 13 ft (assist by E. Davis),,21,22
75,1,3:41.0,,J. Ennis misses 2-pt layup from 3 ft (block by D. Mitchell),21,22
76,1,3:41.0,Defensive rebound by Team,,21,22
77,1,3:26.0,D. Mitchell misses 2-pt jump shot from 17 ft,,21,22
78,1,3:24.0,,Defensive rebound by A. Horford,21,22
79,1,3:12.0,,A. Horford makes 2-pt layup from 1 ft (assist by B. Simmons),21,24
80,1,2:54.0,J. Green makes 2-pt layup from 2 ft (assist by D. Exum),,23,24
81,1,2:46.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by B. Simmons),23,27
82,1,2:24.0,D. Mitchell misses 2-pt jump shot from 8 ft,,23,27
83,1,2:21.0,,Defensive rebound by J. Ennis,23,27
84,1,2:17.0,,Personal foul by D. Exum (drawn by B. Simmons),23,27
85,1,2:17.0,,J. Embiid enters the game for J. Ennis,23,27
86,1,2:17.0,,F. Korkmaz enters the game for T. Harris,23,27
87,1,2:17.0,,R. Neto enters the game for A. Horford,23,27
88,1,2:17.0,,M. Thybulle enters the game for B. Simmons,23,27
89,1,2:11.0,,Personal foul by J. Ingles (drawn by F. Korkmaz),23,27
90,1,2:11.0,,F. Korkmaz makes free throw 1 of 2,23,28
91,1,2:11.0,,F. Korkmaz makes free throw 2 of 2,23,29
92,1,1:51.0,E. Davis misses 2-pt hook shot from 2 ft,,23,29
93,1,1:49.0,,Defensive rebound by M. Scott,23,29
94,1,1:26.0,,J. Embiid misses 2-pt jump shot from 7 ft,23,29
95,1,1:24.0,Defensive rebound by J. Green,,23,29
96,1,1:22.0,Turnover by J. Green (bad pass),,23,29
97,1,1:11.0,,R. Neto misses 2-pt layup from 3 ft (block by D. Exum),23,29
98,1,1:11.0,,Offensive rebound by Team,23,29
99,1,1:04.0,,J. Embiid makes 2-pt dunk from 1 ft,23,31
100,1,0:40.0,D. Mitchell misses 3-pt jump shot from 26 ft,,23,31
101,1,0:36.0,,Defensive rebound by F. Korkmaz,23,31
102,1,0:27.0,,Turnover by J. Embiid (lost ball; steal by J. Ingles),23,31
103,1,0:03.0,J. Ingles misses 2-pt layup from 2 ft (block by J. Embiid),,23,31
104,1,0:03.0,Offensive rebound by Team,,23,31
105,1,0:03.0,Turnover by Team (shot clock),,23,31
106,1,0:00.0,,R. Neto misses 2-pt jump shot from 17 ft,23,31
107,1,0:00.0,,Offensive rebound by Team,23,31
108,2,11:46.0,,M. Scott misses 3-pt jump shot from 27 ft,23,31
109,2,11:43.0,,Offensive rebound by J. Embiid,23,31
110,2,11:33.0,,R. Neto makes 3-pt jump shot from 26 ft (assist by J. Embiid),23,34
111,2,11:15.0,D. Mitchell misses 2-pt jump shot from 10 ft,,23,34
112,2,11:12.0,,Defensive rebound by J. Embiid,23,34
113,2,11:05.0,,R. Neto misses 2-pt layup from 2 ft,23,34
114,2,11:03.0,Defensive rebound by J. Green,,23,34
115,2,10:56.0,J. Green makes 2-pt layup from 2 ft,,25,34
116,2,10:41.0,,J. Embiid misses 2-pt jump shot from 12 ft,25,34
117,2,10:38.0,Defensive rebound by J. Ingles,,25,34
118,2,10:27.0,Personal foul by F. Korkmaz (drawn by E. Davis),,25,34
119,2,10:20.0,D. Mitchell misses 3-pt jump shot from 26 ft,,25,34
120,2,10:17.0,,Defensive rebound by M. Scott,25,34
121,2,10:07.0,,M. Thybulle misses 2-pt jump shot from 17 ft,25,34
122,2,10:01.0,Defensive rebound by J. Ingles,,25,34
123,2,10:00.0,Turnover by D. Exum (traveling),,25,34
124,2,10:00.0,,T. Harris enters the game for M. Scott,25,34
125,2,9:47.0,,T. Harris makes 2-pt jump shot from 13 ft (assist by J. Embiid),25,36
126,2,9:35.0,Personal foul by M. Thybulle (drawn by E. Davis),,25,36
127,2,9:35.0,M. Conley enters the game for D. Exum,,25,36
128,2,9:26.0,J. Green misses 3-pt jump shot from 24 ft,,25,36
129,2,9:23.0,,Defensive rebound by J. Embiid,25,36
130,2,9:11.0,,J. Embiid misses 3-pt jump shot from 25 ft,25,36
131,2,9:09.0,Defensive rebound by J. Ingles,,25,36
132,2,9:03.0,Offensive foul by E. Davis (drawn by F. Korkmaz),,25,36
133,2,9:03.0,Turnover by E. Davis (offensive foul),,25,36
134,2,9:03.0,R. Gobert enters the game for E. Davis,,25,36
135,2,9:03.0,R. O'Neale enters the game for D. Mitchell,,25,36
136,2,8:43.0,,T. Harris misses 3-pt jump shot from 26 ft,25,36
137,2,8:38.0,Defensive rebound by J. Ingles,,25,36
138,2,8:36.0,R. Gobert makes 2-pt layup from 2 ft (assist by M. Conley),,27,36
139,2,8:36.0,Shooting foul by F. Korkmaz (drawn by R. Gobert),,27,36
140,2,8:36.0,,J. Ennis enters the game for J. Embiid,27,36
141,2,8:36.0,,A. Horford enters the game for F. Korkmaz,27,36
142,2,8:36.0,,B. Simmons enters the game for R. Neto,27,36
143,2,8:36.0,R. Gobert misses free throw 1 of 1,,27,36
144,2,8:33.0,,Defensive rebound by B. Simmons,27,36
145,2,8:21.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by M. Thybulle),27,39
146,2,8:07.0,M. Conley misses 2-pt jump shot from 8 ft,,27,39
147,2,8:04.0,,Defensive rebound by A. Horford,27,39
148,2,7:52.0,,Shooting foul by J. Green (drawn by T. Harris),27,39
149,2,7:52.0,,T. Harris misses free throw 1 of 2,27,39
150,2,7:52.0,,Offensive rebound by Team,27,39
151,2,7:52.0,B. Bogdanović enters the game for J. Ingles,,27,39
152,2,7:52.0,,T. Harris makes free throw 2 of 2,27,40
153,2,7:41.0,Turnover by M. Conley (traveling),,27,40
154,2,7:21.0,,T. Harris misses 2-pt layup from 5 ft,27,40
155,2,7:21.0,Defensive rebound by Team,,27,40
156,2,7:21.0,,Loose ball foul by A. Horford (drawn by M. Conley),27,40
157,2,7:08.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,27,40
158,2,7:05.0,,Defensive rebound by J. Ennis,27,40
159,2,7:00.0,,T. Harris misses 3-pt jump shot from 26 ft,27,40
160,2,6:57.0,Defensive rebound by R. O'Neale,,27,40
161,2,6:51.0,M. Conley misses 2-pt jump shot from 9 ft,,27,40
162,2,6:50.0,Offensive rebound by R. Gobert,,27,40
163,2,6:50.0,R. Gobert misses 2-pt layup from 1 ft,,27,40
164,2,6:48.0,,Defensive rebound by A. Horford,27,40
165,2,6:39.0,,M. Thybulle makes 3-pt jump shot from 24 ft (assist by B. Simmons),27,43
166,2,6:39.0,Utah full timeout,,27,43
167,2,6:27.0,B. Bogdanović misses 3-pt jump shot from 24 ft (block by A. Horford),,27,43
168,2,6:25.0,,Defensive rebound by T. Harris,27,43
169,2,6:17.0,,B. Simmons makes 2-pt layup from 2 ft (assist by T. Harris),27,45
170,2,6:05.0,J. Green misses 3-pt jump shot from 25 ft,,27,45
171,2,6:04.0,,Defensive rebound by Team,27,45
172,2,6:04.0,D. Mitchell enters the game for J. Green,,27,45
173,2,5:45.0,,T. Harris misses 2-pt layup from 2 ft (block by R. Gobert),27,45
174,2,5:43.0,Defensive rebound by R. O'Neale,,27,45
175,2,5:43.0,Offensive foul by R. O'Neale (drawn by B. Simmons),,27,45
176,2,5:43.0,Turnover by R. O'Neale (offensive foul),,27,45
177,2,5:43.0,,Philadelphia full timeout,27,45
178,2,5:43.0,,Instant Replay (Challenge: Ruling Stands),27,45
179,2,5:25.0,,Turnover by T. Harris (bad pass; steal by D. Mitchell),27,45
180,2,5:21.0,Turnover by M. Conley (bad pass; steal by M. Thybulle),,27,45
181,2,5:16.0,,B. Simmons makes 2-pt dunk at rim (assist by M. Thybulle),27,47
182,2,5:05.0,D. Mitchell misses 2-pt jump shot from 12 ft,,27,47
183,2,5:03.0,,Defensive rebound by T. Harris,27,47
184,2,4:56.0,,B. Simmons makes 2-pt layup from 1 ft,27,49
185,2,4:50.0,Turnover by B. Bogdanović (bad pass; steal by B. Simmons),,27,49
186,2,4:42.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by T. Harris),27,52
187,2,4:19.0,M. Conley misses 2-pt jump shot from 15 ft,,27,52
188,2,4:15.0,,Defensive rebound by A. Horford,27,52
189,2,4:07.0,,J. Ennis misses 2-pt jump shot from 11 ft,27,52
190,2,4:04.0,Defensive rebound by R. Gobert,,27,52
191,2,3:56.0,D. Mitchell makes 2-pt layup from 3 ft,,29,52
192,2,3:39.0,,T. Harris makes 2-pt jump shot from 13 ft (assist by B. Simmons),29,54
193,2,3:26.0,D. Mitchell makes 2-pt layup at rim,,31,54
194,2,3:07.0,,J. Ennis makes 3-pt jump shot from 26 ft (assist by A. Horford),31,57
195,2,3:07.0,,Shooting foul by B. Bogdanović (drawn by J. Ennis),31,57
196,2,3:07.0,J. Ingles enters the game for R. O'Neale,,31,57
197,2,3:07.0,,J. Embiid enters the game for A. Horford,31,57
198,2,3:07.0,,J. Ennis misses free throw 1 of 1,31,57
199,2,3:05.0,Defensive rebound by B. Bogdanović,,31,57
200,2,2:56.0,Shooting foul by B. Simmons (drawn by D. Mitchell),,31,57
201,2,2:56.0,D. Mitchell misses free throw 1 of 3,,31,57
202,2,2:56.0,Offensive rebound by Team,,31,57
203,2,2:56.0,D. Mitchell makes free throw 2 of 3,,32,57
204,2,2:56.0,D. Mitchell makes free throw 3 of 3,,33,57
205,2,2:51.0,,Offensive foul by B. Simmons (drawn by J. Ingles),33,57
206,2,2:51.0,,Turnover by B. Simmons (offensive foul),33,57
207,2,2:51.0,,R. Neto enters the game for B. Simmons,33,57
208,2,2:44.0,Personal foul by J. Ennis (drawn by B. Bogdanović),,33,57
209,2,2:44.0,B. Bogdanović makes free throw 1 of 2,,34,57
210,2,2:44.0,B. Bogdanović makes free throw 2 of 2,,35,57
211,2,2:27.0,,J. Embiid misses 2-pt hook shot from 4 ft,35,57
212,2,2:24.0,Defensive rebound by J. Ingles,,35,57
213,2,2:20.0,Personal foul by J. Embiid (drawn by R. Gobert),,35,57
214,2,2:20.0,R. Gobert makes free throw 1 of 2,,36,57
215,2,2:20.0,,M. Scott enters the game for T. Harris,36,57
216,2,2:20.0,R. Gobert misses free throw 2 of 2,,36,57
217,2,2:18.0,,Defensive rebound by J. Embiid,36,57
218,2,1:57.0,,Turnover by R. Neto (bad pass),36,57
219,2,1:50.0,Shooting foul by J. Embiid (drawn by R. Gobert),,36,57
220,2,1:50.0,R. Gobert misses free throw 1 of 2,,36,57
221,2,1:50.0,Offensive rebound by Team,,36,57
222,2,1:50.0,R. Gobert misses free throw 2 of 2,,36,57
223,2,1:48.0,,Defensive rebound by J. Embiid,36,57
224,2,1:36.0,,Personal foul by M. Conley (drawn by R. Neto),36,57
225,2,1:26.0,,M. Thybulle makes 3-pt jump shot from 23 ft (assist by J. Embiid),36,60
226,2,1:03.0,D. Mitchell misses 3-pt jump shot from 26 ft,,36,60
227,2,1:00.0,,Defensive rebound by J. Ennis,36,60
228,2,0:51.0,,Offensive foul by J. Embiid (drawn by M. Conley),36,60
229,2,0:51.0,,Turnover by J. Embiid (offensive foul),36,60
230,2,0:51.0,,A. Horford enters the game for J. Embiid,36,60
231,2,0:41.0,R. Gobert makes 2-pt dunk from 8 ft (assist by M. Conley),,38,60
232,2,0:34.0,Technical foul by B. Brown,,38,60
233,2,0:34.0,D. Mitchell makes technical free throw,,39,60
234,2,0:22.0,,A. Horford misses 2-pt hook shot from 6 ft,39,60
235,2,0:18.0,Defensive rebound by J. Ingles,,39,60
236,2,0:04.0,M. Conley makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,42,60
237,2,0:00.0,,R. Neto misses 3-pt jump shot from 29 ft,42,60
238,2,0:00.0,,Offensive rebound by Team,42,60
239,3,11:42.0,,B. Simmons misses 2-pt hook shot from 10 ft,42,60
240,3,11:39.0,,Offensive rebound by A. Horford,42,60
241,3,11:27.0,,T. Harris misses 3-pt jump shot from 26 ft,42,60
242,3,11:23.0,Defensive rebound by Team,,42,60
243,3,11:06.0,Turnover by B. Bogdanović (lost ball; steal by T. Harris),,42,60
244,3,11:06.0,,Personal take foul by B. Bogdanović (drawn by T. Harris),42,60
245,3,10:57.0,,J. Embiid makes 2-pt jump shot from 21 ft (assist by A. Horford),42,62
246,3,10:42.0,D. Mitchell makes 3-pt jump shot from 30 ft (assist by M. Conley),,45,62
247,3,10:25.0,,J. Embiid makes 2-pt hook shot from 9 ft (assist by A. Horford),45,64
248,3,10:11.0,D. Mitchell misses 2-pt jump shot from 17 ft,,45,64
249,3,10:09.0,,Defensive rebound by J. Embiid,45,64
250,3,9:48.0,,T. Harris misses 2-pt layup from 2 ft (block by M. Conley),45,64
251,3,9:46.0,Defensive rebound by M. Conley,,45,64
252,3,9:42.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by M. Conley),,48,64
253,3,9:27.0,,Personal foul by R. O'Neale (drawn by B. Simmons),48,64
254,3,9:15.0,,B. Simmons makes 2-pt layup from 1 ft,48,66
255,3,9:05.0,Offensive foul by D. Mitchell (drawn by M. Thybulle),,48,66
256,3,9:05.0,Turnover by D. Mitchell (offensive foul),,48,66
257,3,8:52.0,,Personal foul by R. Gobert (drawn by J. Embiid),48,66
258,3,8:41.0,,B. Simmons misses 2-pt hook shot from 8 ft,48,66
259,3,8:41.0,,Offensive rebound by Team,48,66
260,3,8:41.0,Loose ball foul by R. O'Neale (drawn by J. Embiid),,48,66
261,3,8:41.0,J. Green enters the game for R. O'Neale,,48,66
262,3,8:28.0,,A. Horford misses 2-pt hook shot from 12 ft,48,66
263,3,8:26.0,Defensive rebound by B. Bogdanović,,48,66
264,3,8:08.0,Turnover by R. Gobert (bad pass; steal by M. Thybulle),,48,66
265,3,8:02.0,,M. Thybulle makes 3-pt jump shot from 25 ft (assist by B. Simmons),48,69
266,3,7:59.0,Utah full timeout,,48,69
267,3,7:52.0,M. Conley misses 3-pt jump shot from 26 ft,,48,69
268,3,7:48.0,,Defensive rebound by T. Harris,48,69
269,3,7:37.0,,Personal foul by D. Mitchell (drawn by A. Horford),48,69
270,3,7:37.0,,A. Horford makes free throw 1 of 2,48,70
271,3,7:37.0,,A. Horford makes free throw 2 of 2,48,71
272,3,7:24.0,Turnover by M. Conley (bad pass; steal by M. Thybulle),,48,71
273,3,7:12.0,,J. Embiid misses 2-pt jump shot from 8 ft (block by R. Gobert),48,71
274,3,7:10.0,Defensive rebound by M. Conley,,48,71
275,3,7:04.0,J. Green makes 2-pt layup from 2 ft (assist by M. Conley),,50,71
276,3,6:41.0,,T. Harris misses 2-pt jump shot from 21 ft,50,71
277,3,6:38.0,,Offensive rebound by B. Simmons,50,71
278,3,6:35.0,,T. Harris makes 2-pt dunk from 1 ft (assist by B. Simmons),50,73
279,3,6:18.0,M. Conley misses 2-pt jump shot from 18 ft,,50,73
280,3,6:18.0,Offensive rebound by Team,,50,73
281,3,6:18.0,,Loose ball foul by J. Embiid (drawn by R. Gobert),50,73
282,3,6:18.0,,J. Ennis enters the game for J. Embiid,50,73
283,3,6:07.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,50,73
284,3,6:05.0,,Defensive rebound by T. Harris,50,73
285,3,6:02.0,,J. Ennis misses 3-pt jump shot from 26 ft,50,73
286,3,6:01.0,,Offensive rebound by Team,50,73
287,3,6:01.0,Loose ball foul by J. Green (drawn by B. Simmons),,50,73
288,3,6:01.0,,B. Simmons misses free throw 1 of 2,50,73
289,3,6:01.0,,Offensive rebound by Team,50,73
290,3,6:01.0,J. Ingles enters the game for M. Conley,,50,73
291,3,6:01.0,,B. Simmons misses free throw 2 of 2,50,73
292,3,6:00.0,,Offensive rebound by Team,50,73
293,3,5:50.0,,A. Horford misses 2-pt jump shot from 20 ft,50,73
294,3,5:47.0,Defensive rebound by J. Ingles,,50,73
295,3,5:41.0,Shooting foul by A. Horford (drawn by R. Gobert),,50,73
296,3,5:41.0,R. Gobert misses free throw 1 of 2,,50,73
297,3,5:41.0,Offensive rebound by Team,,50,73
298,3,5:41.0,R. Gobert makes free throw 2 of 2,,51,73
299,3,5:28.0,Violation by Team (kicked ball),,51,73
300,3,5:28.0,E. Davis enters the game for R. Gobert,,51,73
301,3,5:26.0,,J. Ennis misses 2-pt dunk from 3 ft (block by E. Davis),51,73
302,3,5:26.0,Defensive rebound by Team,,51,73
303,3,5:13.0,Turnover by D. Mitchell (bad pass; steal by J. Ennis),,51,73
304,3,5:08.0,,A. Horford misses 2-pt jump shot from 23 ft,51,73
305,3,5:05.0,Defensive rebound by E. Davis,,51,73
306,3,4:58.0,Shooting foul by T. Harris (drawn by D. Mitchell),,51,73
307,3,4:58.0,D. Mitchell makes free throw 1 of 2,,52,73
308,3,4:58.0,,M. Scott enters the game for M. Thybulle,52,73
309,3,4:58.0,D. Mitchell makes free throw 2 of 2,,53,73
310,3,4:47.0,,A. Horford misses 2-pt hook shot from 8 ft,53,73
311,3,4:45.0,,Offensive rebound by A. Horford,53,73
312,3,4:44.0,,J. Ennis misses 2-pt layup from 1 ft (block by E. Davis),53,73
313,3,4:41.0,Defensive rebound by E. Davis,,53,73
314,3,4:38.0,Turnover by D. Mitchell (bad pass; steal by B. Simmons),,53,73
315,3,4:34.0,,Shooting foul by E. Davis (drawn by T. Harris),53,73
316,3,4:34.0,,T. Harris makes free throw 1 of 2,53,74
317,3,4:34.0,E. Mudiay enters the game for D. Mitchell,,53,74
318,3,4:34.0,,T. Harris makes free throw 2 of 2,53,75
319,3,4:23.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,53,75
320,3,4:20.0,,Defensive rebound by T. Harris,53,75
321,3,4:16.0,,T. Harris makes 2-pt layup from 3 ft,53,77
322,3,4:04.0,J. Ingles makes 2-pt layup from 1 ft (assist by E. Davis),,55,77
323,3,4:03.0,,Philadelphia full timeout,55,77
324,3,4:03.0,,F. Korkmaz enters the game for T. Harris,55,77
325,3,3:47.0,,F. Korkmaz makes 2-pt jump shot from 14 ft (assist by A. Horford),55,79
326,3,3:30.0,J. Ingles makes 3-pt jump shot from 26 ft,,58,79
327,3,3:18.0,,M. Scott makes 3-pt jump shot from 27 ft (assist by B. Simmons),58,82
328,3,3:06.0,E. Mudiay makes 2-pt jump shot from 14 ft (assist by J. Ingles),,60,82
329,3,2:45.0,,M. Scott misses 2-pt jump shot from 15 ft,60,82
330,3,2:41.0,Defensive rebound by E. Mudiay,,60,82
331,3,2:32.0,J. Green misses 3-pt jump shot from 27 ft,,60,82
332,3,2:30.0,,Defensive rebound by B. Simmons,60,82
333,3,2:22.0,,B. Simmons makes 2-pt layup from 1 ft,60,84
334,3,2:22.0,Utah full timeout,,60,84
335,3,2:22.0,R. Gobert enters the game for B. Bogdanović,,60,84
336,3,2:22.0,G. Niang enters the game for E. Davis,,60,84
337,3,2:22.0,R. O'Neale enters the game for J. Green,,60,84
338,3,2:22.0,,J. Embiid enters the game for A. Horford,60,84
339,3,2:22.0,,R. Neto enters the game for B. Simmons,60,84
340,3,2:04.0,G. Niang makes 2-pt layup from 3 ft,,62,84
341,3,1:53.0,,F. Korkmaz misses 2-pt layup from 1 ft,62,84
342,3,1:53.0,,Offensive rebound by Team,62,84
343,3,1:53.0,Loose ball foul by J. Ingles (drawn by J. Embiid),,62,84
344,3,1:53.0,,J. Embiid makes free throw 1 of 2,62,85
345,3,1:53.0,,J. Embiid misses free throw 2 of 2,62,85
346,3,1:51.0,Defensive rebound by G. Niang,,62,85
347,3,1:32.0,E. Mudiay misses 2-pt jump shot from 19 ft,,62,85
348,3,1:29.0,,Defensive rebound by J. Embiid,62,85
349,3,1:11.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,62,85
350,3,1:08.0,Defensive rebound by R. O'Neale,,62,85
351,3,1:00.0,G. Niang makes 2-pt jump shot from 6 ft,,64,85
352,3,0:43.0,,R. Neto misses 2-pt layup from 2 ft (block by R. Gobert),64,85
353,3,0:39.0,Defensive rebound by R. O'Neale,,64,85
354,3,0:32.0,R. O'Neale misses 3-pt jump shot from 26 ft,,64,85
355,3,0:29.0,,Defensive rebound by R. Neto,64,85
356,3,0:11.0,,J. Embiid misses 2-pt jump shot from 20 ft,64,85
357,3,0:08.0,Defensive rebound by R. Gobert,,64,85
358,3,0:00.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,66,85
359,3,0:00.0,Instant Replay (Request: Ruling Stands),,66,85
360,4,11:45.0,J. Ingles makes 2-pt layup from 2 ft (assist by R. Gobert),,68,85
361,4,11:27.0,,M. Scott misses 2-pt layup from 1 ft,68,85
362,4,11:24.0,Defensive rebound by R. O'Neale,,68,85
363,4,11:18.0,Personal foul by M. Scott (drawn by J. Ingles),,68,85
364,4,11:10.0,J. Ingles misses 3-pt jump shot from 26 ft,,68,85
365,4,11:07.0,,Defensive rebound by J. Ennis,68,85
366,4,10:48.0,,J. Embiid misses 2-pt jump shot from 14 ft,68,85
367,4,10:46.0,Defensive rebound by R. O'Neale,,68,85
368,4,10:46.0,Personal foul by M. Scott (drawn by R. O'Neale),,68,85
369,4,10:35.0,R. Gobert misses 2-pt layup from 2 ft,,68,85
370,4,10:35.0,,Defensive rebound by J. Embiid,68,85
371,4,10:27.0,,J. Embiid makes 2-pt layup from 2 ft (assist by R. Neto),68,87
372,4,10:17.0,J. Ingles makes 2-pt layup from 2 ft,,70,87
373,4,10:00.0,,R. Neto misses 2-pt jump shot from 14 ft,70,87
374,4,9:58.0,Defensive rebound by J. Ingles,,70,87
375,4,9:53.0,Personal foul by F. Korkmaz (drawn by R. Gobert),,70,87
376,4,9:53.0,,T. Harris enters the game for J. Ennis,70,87
377,4,9:53.0,,M. Thybulle enters the game for M. Scott,70,87
378,4,9:46.0,J. Ingles misses 3-pt jump shot from 26 ft,,70,87
379,4,9:42.0,,Defensive rebound by M. Thybulle,70,87
380,4,9:35.0,,Shooting foul by G. Niang (drawn by T. Harris),70,87
381,4,9:35.0,,T. Harris makes free throw 1 of 2,70,88
382,4,9:35.0,,T. Harris makes free throw 2 of 2,70,89
383,4,9:19.0,D. Mitchell makes 2-pt jump shot from 21 ft,,72,89
384,4,8:55.0,,F. Korkmaz misses 2-pt layup from 2 ft,72,89
