,QUARTER,TIME_REMAINING,INDIANA_ACTION,OKLAHOMA CITY_ACTION,INDIANA_SCORE,OKLAHOMA CITY_SCORE
25,1,8:39.0,Offensive rebound by Team,,5,9
26,1,8:39.0,T. Warren makes free throw 2 of 2,,6,9
27,1,8:27.0,,S. Adams makes 2-pt hook shot from 5 ft (assist by C. Paul),6,11
28,1,8:13.0,J. Lamb makes 2-pt jump shot from 14 ft,,8,11
29,1,7:48.0,,S. Adams makes 2-pt hook shot from 8 ft (assist by S. Gilgeous-Alexander),8,13
30,1,7:36.0,M. Brogdon makes 2-pt jump shot from 14 ft,,10,13
31,1,7:23.0,,Oklahoma City full timeout,10,13
32,1,7:23.0,,N. Noel enters the game for S. Adams,10,13
33,1,7:11.0,,D. Gallinari misses 2-pt jump shot from 21 ft,10,13
34,1,7:09.0,Defensive rebound by T. Warren,,10,13
35,1,6:56.0,D. Sabonis makes 2-pt layup from 2 ft (assist by M. Brogdon),,12,13
36,1,6:44.0,,Turnover by N. Noel (out of bounds lost ball),12,13
37,1,6:31.0,M. Turner makes 2-pt layup from 3 ft (assist by M. Brogdon),,14,13
38,1,6:31.0,Shooting foul by D. Gallinari (drawn by M. Turner),,14,13
39,1,6:31.0,M. Turner makes free throw 1 of 1,,15,13
40,1,6:26.0,,Personal foul by J. Lamb (drawn by S. Gilgeous-Alexander),15,13
41,1,6:08.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,15,13
42,1,6:07.0,,Offensive rebound by Team,15,13
43,1,6:07.0,,Turnover by Team (shot clock),15,13
44,1,5:53.0,M. Brogdon makes 2-pt layup from 3 ft,,17,13
45,1,5:39.0,,Personal foul by T. Warren (drawn by C. Paul),17,13
46,1,5:39.0,J. Holiday enters the game for D. Sabonis,,17,13
47,1,5:39.0,,D. Schröder enters the game for C. Paul,17,13
48,1,5:28.0,,N. Noel makes 2-pt dunk at rim (assist by D. Gallinari),17,15
49,1,5:11.0,M. Brogdon makes 3-pt jump shot from 26 ft,,20,15
50,1,4:50.0,,Turnover by T. Ferguson (bad pass),20,15
51,1,4:44.0,J. Holiday misses 3-pt jump shot from 23 ft,,20,15
52,1,4:41.0,,Defensive rebound by T. Ferguson,20,15
53,1,4:32.0,,D. Schröder misses 2-pt jump shot from 13 ft,20,15
54,1,4:30.0,Defensive rebound by M. Turner,,20,15
55,1,4:22.0,T. Warren makes 2-pt layup from 2 ft,,22,15
56,1,4:05.0,,N. Noel misses 2-pt layup from 3 ft,22,15
57,1,4:04.0,,Offensive rebound by D. Gallinari,22,15
58,1,4:02.0,,D. Gallinari makes 2-pt layup at rim,22,17
59,1,3:45.0,M. Turner misses 3-pt jump shot from 27 ft,,22,17
60,1,3:42.0,,Defensive rebound by D. Gallinari,22,17
61,1,3:35.0,,D. Schröder makes 2-pt layup from 2 ft,22,19
62,1,3:30.0,Indiana full timeout,,22,19
63,1,3:30.0,A. Holiday enters the game for M. Brogdon,,22,19
64,1,3:30.0,T. McConnell enters the game for J. Lamb,,22,19
65,1,3:30.0,,D. Bazley enters the game for T. Ferguson,22,19
66,1,3:30.0,,A. Nader enters the game for D. Gallinari,22,19
67,1,3:21.0,T. Warren makes 2-pt jump shot from 17 ft,,24,19
68,1,3:05.0,,D. Schröder makes 2-pt layup from 2 ft,24,21
69,1,2:57.0,J. Holiday makes 2-pt dunk from 2 ft (assist by T. McConnell),,26,21
70,1,2:37.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,26,21
71,1,2:35.0,Defensive rebound by J. Holiday,,26,21
72,1,2:24.0,Offensive foul by M. Turner (drawn by D. Schröder),,26,21
73,1,2:24.0,Turnover by M. Turner (offensive foul),,26,21
74,1,2:24.0,D. McDermott enters the game for M. Turner,,26,21
75,1,2:24.0,D. Sabonis enters the game for T. Warren,,26,21
76,1,2:24.0,,S. Adams enters the game for S. Gilgeous-Alexander,26,21
77,1,2:24.0,,D. Burton enters the game for N. Noel,26,21
78,1,2:06.0,,D. Bazley misses 2-pt layup from 1 ft,26,21
79,1,2:05.0,,Offensive rebound by Team,26,21
80,1,1:55.0,,A. Nader makes 3-pt jump shot from 26 ft (assist by D. Burton),26,24
81,1,1:36.0,A. Holiday misses 3-pt jump shot from 25 ft,,26,24
82,1,1:32.0,,Defensive rebound by D. Schröder,26,24
83,1,1:22.0,,Shooting foul by J. Holiday (drawn by D. Bazley),26,24
84,1,1:22.0,,D. Bazley makes free throw 1 of 2,26,25
85,1,1:22.0,,D. Bazley misses free throw 2 of 2,26,25
86,1,1:20.0,Defensive rebound by J. Holiday,,26,25
87,1,1:02.0,T. McConnell misses 2-pt jump shot from 8 ft,,26,25
88,1,0:59.0,,Defensive rebound by S. Adams,26,25
89,1,0:54.0,,S. Adams makes 2-pt layup from 1 ft (assist by D. Bazley),26,27
90,1,0:49.0,D. McDermott misses 3-pt jump shot from 27 ft,,26,27
91,1,0:45.0,,Defensive rebound by S. Adams,26,27
92,1,0:39.0,,D. Schröder misses 2-pt jump shot from 15 ft,26,27
93,1,0:36.0,Defensive rebound by D. Sabonis,,26,27
94,1,0:27.0,D. Sabonis misses 3-pt jump shot from 25 ft,,26,27
95,1,0:23.0,,Defensive rebound by D. Bazley,26,27
96,1,0:02.0,,D. Schröder makes 2-pt jump shot from 11 ft,26,29
97,1,0:00.0,T. McConnell misses 3-pt jump shot from 35 ft,,26,29
98,1,0:00.0,Offensive rebound by Team,,26,29
99,2,11:43.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by T. McConnell),,29,29
100,2,11:18.0,,Turnover by D. Burton (lost ball; steal by D. Sabonis),29,29
101,2,11:12.0,A. Holiday misses 2-pt layup from 6 ft (block by S. Adams),,29,29
102,2,11:10.0,,Defensive rebound by D. Bazley,29,29
103,2,11:05.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by D. Bazley),29,32
104,2,10:45.0,Personal foul by A. Nader (drawn by D. Sabonis),,29,32
105,2,10:45.0,,C. Paul enters the game for D. Burton,29,32
106,2,10:37.0,D. Sabonis makes 2-pt jump shot from 18 ft (assist by T. McConnell),,31,32
107,2,10:23.0,,D. Schröder makes 2-pt layup from 2 ft (assist by S. Adams),31,34
108,2,10:10.0,D. McDermott misses 2-pt jump shot from 19 ft,,31,34
109,2,10:07.0,,Defensive rebound by A. Nader,31,34
110,2,9:54.0,,A. Nader makes 2-pt layup from 8 ft (assist by S. Adams),31,36
111,2,9:31.0,T. McConnell misses 2-pt jump shot from 8 ft,,31,36
112,2,9:27.0,,Defensive rebound by D. Bazley,31,36
113,2,9:07.0,,C. Paul misses 2-pt jump shot from 17 ft,31,36
114,2,9:04.0,Defensive rebound by T. McConnell,,31,36
115,2,9:01.0,D. McDermott makes 3-pt jump shot from 28 ft (assist by T. McConnell),,34,36
116,2,8:40.0,,D. Schröder makes 2-pt layup from 2 ft,34,38
117,2,8:31.0,D. McDermott makes 2-pt jump shot from 21 ft (assist by D. Sabonis),,36,38
118,2,8:31.0,,N. Noel enters the game for S. Adams,36,38
119,2,8:12.0,,D. Schröder misses 2-pt jump shot from 14 ft,36,38
120,2,8:10.0,Defensive rebound by J. Holiday,,36,38
121,2,7:57.0,Turnover by D. Sabonis (lost ball; steal by N. Noel),,36,38
122,2,7:52.0,,A. Nader makes 2-pt layup from 1 ft,36,40
123,2,7:34.0,T. McConnell makes 2-pt jump shot from 18 ft,,38,40
124,2,7:26.0,,Shooting foul by J. Holiday (drawn by N. Noel),38,40
125,2,7:26.0,,N. Noel makes free throw 1 of 2,38,41
126,2,7:26.0,T. Warren enters the game for J. Holiday,,38,41
127,2,7:26.0,,T. Ferguson enters the game for D. Bazley,38,41
128,2,7:26.0,,S. Gilgeous-Alexander enters the game for A. Nader,38,41
129,2,7:26.0,,N. Noel makes free throw 2 of 2,38,42
130,2,7:16.0,T. McConnell makes 2-pt layup from 2 ft,,40,42
131,2,6:57.0,,D. Schröder misses 2-pt layup from 5 ft,40,42
132,2,6:54.0,Defensive rebound by D. Sabonis,,40,42
133,2,6:48.0,Personal foul by N. Noel (drawn by A. Holiday),,40,42
134,2,6:48.0,,Oklahoma City full timeout,40,42
135,2,6:48.0,M. Brogdon enters the game for A. Holiday,,40,42
136,2,6:48.0,J. Lamb enters the game for T. McConnell,,40,42
137,2,6:48.0,,D. Gallinari enters the game for D. Schröder,40,42
138,2,6:32.0,Turnover by D. Sabonis (lost ball; steal by N. Noel),,40,42
139,2,6:25.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,40,42
140,2,6:21.0,Defensive rebound by M. Brogdon,,40,42
141,2,6:08.0,M. Brogdon misses 2-pt layup from 3 ft,,40,42
142,2,6:04.0,,Defensive rebound by S. Gilgeous-Alexander,40,42
143,2,5:58.0,,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,40,42
144,2,5:58.0,Defensive rebound by Team,,40,42
145,2,5:49.0,Turnover by M. Brogdon (bad pass; steal by S. Gilgeous-Alexander),,40,42
146,2,5:44.0,,S. Gilgeous-Alexander makes 2-pt dunk from 1 ft,40,44
147,2,5:30.0,J. Lamb makes 3-pt jump shot from 26 ft,,43,44
148,2,5:08.0,,C. Paul misses 3-pt jump shot from 25 ft,43,44
149,2,5:06.0,Defensive rebound by T. Warren,,43,44
150,2,5:00.0,T. Warren makes 2-pt jump shot from 8 ft,,45,44
151,2,4:46.0,,Personal foul by D. McDermott (drawn by N. Noel),45,44
152,2,4:46.0,M. Turner enters the game for D. McDermott,,45,44
153,2,4:35.0,,D. Gallinari misses 2-pt jump shot from 21 ft,45,44
154,2,4:32.0,Defensive rebound by Team,,45,44
155,2,4:16.0,J. Lamb makes 2-pt layup from 4 ft,,47,44
156,2,4:01.0,,S. Gilgeous-Alexander makes 2-pt layup from 7 ft (assist by C. Paul),47,46
157,2,3:41.0,T. Warren misses 2-pt layup from 7 ft (block by N. Noel),,47,46
158,2,3:38.0,,Defensive rebound by T. Ferguson,47,46
159,2,3:25.0,,Personal foul by D. Sabonis (drawn by S. Gilgeous-Alexander),47,46
160,2,3:10.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,47,46
161,2,3:07.0,Defensive rebound by D. Sabonis,,47,46
162,2,2:58.0,Indiana full timeout,,47,46
163,2,2:58.0,J. Holiday enters the game for D. Sabonis,,47,46
164,2,2:58.0,,S. Adams enters the game for N. Noel,47,46
165,2,2:53.0,T. Warren makes 2-pt jump shot from 11 ft (assist by M. Brogdon),,49,46
166,2,2:26.0,,T. Ferguson misses 3-pt jump shot from 26 ft,49,46
167,2,2:24.0,Defensive rebound by M. Brogdon,,49,46
168,2,2:12.0,J. Lamb misses 2-pt jump shot from 21 ft,,49,46
169,2,2:08.0,,Defensive rebound by T. Ferguson,49,46
170,2,1:54.0,,Offensive foul by S. Gilgeous-Alexander (drawn by J. Lamb),49,46
171,2,1:54.0,,Turnover by S. Gilgeous-Alexander (offensive foul),49,46
172,2,1:54.0,D. Sabonis enters the game for M. Turner,,49,46
173,2,1:54.0,,D. Schröder enters the game for S. Gilgeous-Alexander,49,46
174,2,1:38.0,T. Warren misses 3-pt jump shot from 26 ft,,49,46
175,2,1:35.0,,Defensive rebound by S. Adams,49,46
176,2,1:20.0,,D. Gallinari makes 2-pt layup from 3 ft (assist by C. Paul),49,48
177,2,0:57.0,J. Holiday misses 2-pt layup from 5 ft,,49,48
178,2,0:55.0,Offensive rebound by Team,,49,48
179,2,0:44.0,D. Sabonis misses 2-pt layup from 6 ft,,49,48
180,2,0:42.0,,Defensive rebound by D. Schröder,49,48
181,2,0:29.0,,S. Adams makes 2-pt hook shot from 5 ft (assist by C. Paul),49,50
182,2,0:08.0,M. Brogdon misses 2-pt jump shot from 7 ft,,49,50
183,2,0:06.0,,Defensive rebound by C. Paul,49,50
184,2,0:00.0,,D. Gallinari misses 3-pt jump shot from 25 ft,49,50
185,2,0:00.0,,Offensive rebound by Team,49,50
186,3,11:45.0,Personal foul by T. Ferguson (drawn by D. Sabonis),,49,50
187,3,11:35.0,M. Brogdon misses 2-pt jump shot from 11 ft,,49,50
188,3,11:32.0,Offensive rebound by D. Sabonis,,49,50
189,3,11:29.0,Turnover by M. Turner (step out of bounds),,49,50
190,3,11:15.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 17 ft,49,50
191,3,11:10.0,Defensive rebound by J. Lamb,,49,50
192,3,10:57.0,D. Sabonis makes 2-pt layup from 5 ft (assist by M. Brogdon),,51,50
193,3,10:46.0,,D. Gallinari makes 3-pt jump shot from 29 ft (assist by C. Paul),51,53
194,3,10:24.0,M. Turner misses 3-pt jump shot from 25 ft,,51,53
195,3,10:20.0,,Defensive rebound by C. Paul,51,53
196,3,10:08.0,,Personal foul by M. Brogdon (drawn by T. Ferguson),51,53
197,3,10:04.0,,D. Gallinari makes 3-pt jump shot from 23 ft (assist by T. Ferguson),51,56
198,3,9:45.0,T. Warren makes 2-pt jump shot from 13 ft (assist by M. Brogdon),,53,56
199,3,9:33.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,53,56
200,3,9:32.0,Defensive rebound by D. Sabonis,,53,56
201,3,9:22.0,T. Warren makes 3-pt jump shot from 26 ft (assist by M. Brogdon),,56,56
202,3,9:01.0,,Turnover by S. Adams (bad pass; steal by J. Lamb),56,56
203,3,8:56.0,J. Lamb misses 3-pt jump shot from 25 ft,,56,56
204,3,8:54.0,Offensive rebound by D. Sabonis,,56,56
205,3,8:52.0,D. Sabonis makes 2-pt layup from 1 ft,,58,56
206,3,8:43.0,,T. Ferguson misses 3-pt jump shot from 23 ft,58,56
207,3,8:40.0,Defensive rebound by D. Sabonis,,58,56
208,3,8:34.0,Offensive foul by D. Sabonis (drawn by T. Ferguson),,58,56
209,3,8:34.0,Turnover by D. Sabonis (offensive foul),,58,56
210,3,8:20.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by C. Paul),58,59
211,3,8:03.0,J. Lamb misses 3-pt jump shot from 24 ft,,58,59
212,3,8:00.0,Offensive rebound by M. Brogdon,,58,59
213,3,7:58.0,M. Brogdon misses 3-pt jump shot from 24 ft,,58,59
214,3,7:56.0,,Defensive rebound by D. Gallinari,58,59
215,3,7:50.0,,C. Paul misses 2-pt jump shot from 20 ft,58,59
216,3,7:47.0,,Offensive rebound by S. Adams,58,59
217,3,7:46.0,,Offensive foul by S. Adams (drawn by M. Turner),58,59
218,3,7:46.0,,Turnover by S. Adams (offensive foul),58,59
219,3,7:32.0,J. Lamb misses 2-pt layup from 9 ft,,58,59
220,3,7:30.0,Offensive rebound by J. Lamb,,58,59
221,3,7:29.0,J. Lamb makes 2-pt layup from 1 ft,,60,59
222,3,7:21.0,,S. Gilgeous-Alexander makes 2-pt dunk from 2 ft (assist by S. Adams),60,61
223,3,7:21.0,Indiana full timeout,,60,61
224,3,7:21.0,,N. Noel enters the game for S. Adams,60,61
225,3,7:08.0,Offensive foul by T. Warren (drawn by T. Ferguson),,60,61
226,3,7:08.0,Turnover by T. Warren (offensive foul),,60,61
227,3,6:48.0,,D. Gallinari makes 3-pt jump shot from 30 ft (assist by T. Ferguson),60,64
228,3,6:31.0,Shooting foul by N. Noel (drawn by M. Turner),,60,64
229,3,6:31.0,M. Turner makes free throw 1 of 2,,61,64
230,3,6:31.0,M. Turner makes free throw 2 of 2,,62,64
231,3,6:31.0,J. Holiday enters the game for D. Sabonis,,62,64
232,3,6:09.0,,T. Ferguson makes 2-pt layup from 4 ft (assist by S. Gilgeous-Alexander),62,66
233,3,5:53.0,Personal foul by D. Gallinari (drawn by M. Turner),,62,66
234,3,5:47.0,T. Warren makes 2-pt layup from 1 ft (assist by J. Holiday),,64,66
235,3,5:29.0,,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,64,66
236,3,5:26.0,,Offensive rebound by N. Noel,64,66
237,3,5:24.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,64,66
238,3,5:19.0,,Offensive rebound by D. Gallinari,64,66
239,3,5:19.0,,D. Gallinari makes 2-pt layup from 1 ft,64,68
240,3,5:02.0,M. Brogdon misses 2-pt layup from 2 ft,,64,68
241,3,5:00.0,,Defensive rebound by C. Paul,64,68
242,3,4:55.0,,C. Paul misses 2-pt jump shot from 12 ft,64,68
243,3,4:52.0,Defensive rebound by J. Holiday,,64,68
244,3,4:40.0,J. Lamb makes 2-pt jump shot from 10 ft,,66,68
245,3,4:14.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by N. Noel),66,71
246,3,4:04.0,Personal foul by T. Ferguson (drawn by M. Brogdon),,66,71
247,3,4:04.0,,D. Schröder enters the game for S. Gilgeous-Alexander,66,71
248,3,3:51.0,J. Lamb misses 3-pt jump shot from 25 ft,,66,71
249,3,3:49.0,,Defensive rebound by N. Noel,66,71
250,3,3:31.0,,Personal foul by J. Lamb (drawn by C. Paul),66,71
251,3,3:31.0,A. Holiday enters the game for M. Brogdon,,66,71
252,3,3:31.0,T. McConnell enters the game for J. Lamb,,66,71
253,3,3:31.0,,D. Bazley enters the game for D. Gallinari,66,71
254,3,3:24.0,,N. Noel makes 2-pt jump shot from 7 ft (assist by C. Paul),66,73
255,3,3:11.0,T. McConnell misses 2-pt jump shot from 11 ft,,66,73
256,3,3:08.0,Offensive rebound by M. Turner,,66,73
257,3,3:08.0,M. Turner misses 2-pt layup from 1 ft,,66,73
258,3,3:08.0,Offensive rebound by M. Turner,,66,73
259,3,3:08.0,M. Turner makes 2-pt dunk at rim,,68,73
260,3,3:08.0,,Oklahoma City full timeout,68,73
261,3,3:08.0,,S. Gilgeous-Alexander enters the game for T. Ferguson,68,73
262,3,3:08.0,,A. Nader enters the game for C. Paul,68,73
263,3,2:52.0,,D. Bazley misses 3-pt jump shot from 24 ft,68,73
264,3,2:49.0,Defensive rebound by A. Holiday,,68,73
265,3,2:33.0,A. Holiday misses 2-pt layup from 1 ft,,68,73
266,3,2:33.0,,Defensive rebound by Team,68,73
267,3,2:21.0,,Personal foul by A. Holiday (drawn by S. Gilgeous-Alexander),68,73
268,3,2:12.0,,D. Schröder misses 3-pt jump shot from 26 ft,68,73
269,3,2:09.0,Defensive rebound by T. McConnell,,68,73
270,3,1:48.0,M. Turner makes 2-pt layup from 1 ft (assist by T. McConnell),,70,73
271,3,1:37.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,70,75
272,3,1:23.0,T. Warren makes 2-pt jump shot from 20 ft,,72,75
273,3,1:07.0,,D. Schröder makes 2-pt layup from 2 ft,72,77
274,3,1:07.0,,Shooting foul by T. McConnell (drawn by D. Schröder),72,77
275,3,1:07.0,D. McDermott enters the game for M. Turner,,72,77
276,3,1:07.0,D. Sabonis enters the game for T. Warren,,72,77
277,3,1:07.0,,S. Adams enters the game for N. Noel,72,77
278,3,1:07.0,,D. Schröder makes free throw 1 of 1,72,78
279,3,0:55.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by T. McConnell),,75,78
280,3,0:47.0,,D. Schröder misses 2-pt jump shot from 16 ft,75,78
281,3,0:44.0,Defensive rebound by D. McDermott,,75,78
282,3,0:34.0,,Oklahoma City full timeout,75,78
283,3,0:34.0,,Instant Replay (Challenge: Stands),75,78
284,3,0:29.0,D. Sabonis makes 2-pt layup from 4 ft (assist by T. McConnell),,77,78
285,3,0:08.0,,D. Schröder misses 2-pt jump shot from 23 ft,77,78
286,3,0:04.0,Defensive rebound by J. Holiday,,77,78
287,3,0:00.0,J. Holiday makes 2-pt layup from 2 ft,,79,78
288,4,11:43.0,,A. Nader misses 2-pt layup from 8 ft,79,78
289,4,11:40.0,Defensive rebound by A. Holiday,,79,78
290,4,11:22.0,D. McDermott misses 2-pt jump shot from 21 ft,,79,78
291,4,11:19.0,,Defensive rebound by A. Nader,79,78
292,4,11:11.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 23 ft,79,78
293,4,11:09.0,Defensive rebound by D. Sabonis,,79,78
294,4,11:04.0,Shooting foul by A. Nader (drawn by D. Sabonis),,79,78
295,4,11:04.0,D. Sabonis makes free throw 1 of 2,,80,78
296,4,11:04.0,D. Sabonis makes free throw 2 of 2,,81,78
297,4,10:49.0,,D. Schröder makes 2-pt hook shot from 8 ft,81,80
298,4,10:39.0,Personal foul by D. Schröder (drawn by D. McDermott),,81,80
299,4,10:23.0,J. Holiday misses 2-pt jump shot from 9 ft (block by A. Nader),,81,80
300,4,10:23.0,Offensive rebound by Team,,81,80
301,4,10:22.0,Turnover by Team (shot clock),,81,80
302,4,10:11.0,,D. Schröder misses 2-pt jump shot from 13 ft,81,80
303,4,10:09.0,Defensive rebound by D. Sabonis,,81,80
304,4,10:05.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by T. McConnell),,84,80
305,4,9:40.0,,D. Schröder misses 2-pt layup from 7 ft,84,80
306,4,9:38.0,,Offensive rebound by S. Adams,84,80
307,4,9:38.0,,S. Adams makes 2-pt dunk at rim,84,82
308,4,9:21.0,D. McDermott makes 2-pt layup from 3 ft (assist by D. Sabonis),,86,82
309,4,8:57.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft (assist by D. Schröder),86,85
310,4,8:41.0,D. Sabonis misses 3-pt jump shot from 26 ft,,86,85
311,4,8:37.0,Offensive rebound by D. McDermott,,86,85
312,4,8:37.0,D. McDermott makes 2-pt layup from 1 ft,,88,85
313,4,8:27.0,,Turnover by A. Nader (traveling),88,85
314,4,8:19.0,D. McDermott misses 2-pt layup from 1 ft (block by D. Schröder),,88,85
315,4,8:16.0,,Defensive rebound by S. Gilgeous-Alexander,88,85
316,4,8:04.0,,D. Burton misses 3-pt jump shot from 23 ft,88,85
317,4,8:00.0,Defensive rebound by D. Sabonis,,88,85
318,4,7:48.0,T. McConnell misses 2-pt jump shot from 8 ft,,88,85
319,4,7:45.0,,Defensive rebound by D. Schröder,88,85
320,4,7:29.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,88,85
321,4,7:27.0,,Offensive rebound by S. Adams,88,85
322,4,7:27.0,,Personal foul by T. McConnell (drawn by S. Adams),88,85
323,4,7:27.0,M. Brogdon enters the game for A. Holiday,,88,85
324,4,7:27.0,J. Lamb enters the game for J. Holiday,,88,85
325,4,7:27.0,T. Warren enters the game for T. McConnell,,88,85
326,4,7:27.0,,D. Gallinari enters the game for S. Adams,88,85
327,4,7:27.0,,N. Noel enters the game for D. Burton,88,85
328,4,7:27.0,,C. Paul enters the game for S. Gilgeous-Alexander,88,85
329,4,7:19.0,,N. Noel makes 2-pt dunk from 1 ft (assist by C. Paul),88,87
330,4,7:04.0,Shooting foul by D. Schröder (drawn by D. McDermott),,88,87
331,4,7:04.0,D. McDermott makes free throw 1 of 2,,89,87
332,4,7:04.0,,T. Ferguson enters the game for A. Nader,89,87
333,4,7:04.0,D. McDermott makes free throw 2 of 2,,90,87
334,4,6:53.0,,Turnover by N. Noel (lost ball; steal by D. Sabonis),90,87
335,4,6:33.0,T. Warren misses 3-pt jump shot from 28 ft,,90,87
336,4,6:28.0,,Defensive rebound by D. Schröder,90,87
337,4,6:27.0,,Turnover by D. Schröder (bad pass),90,87
338,4,6:27.0,,Oklahoma City full timeout,90,87
339,4,6:10.0,Personal foul by N. Noel (drawn by J. Lamb),,90,87
340,4,6:01.0,Personal foul by N. Noel (drawn by D. Sabonis),,90,87
341,4,6:01.0,D. Sabonis makes free throw 1 of 2,,91,87
342,4,6:01.0,D. Sabonis misses free throw 2 of 2,,91,87
343,4,5:59.0,,Defensive rebound by N. Noel,91,87
344,4,5:37.0,,Turnover by Team (shot clock),91,87
345,4,5:37.0,,S. Gilgeous-Alexander enters the game for D. Schröder,91,87
346,4,5:24.0,T. Warren makes 2-pt jump shot from 14 ft,,93,87
347,4,5:10.0,,C. Paul makes 2-pt jump shot from 11 ft,93,89
348,4,4:56.0,T. Warren misses 2-pt jump shot from 7 ft,,93,89
349,4,4:54.0,,Defensive rebound by D. Gallinari,93,89
350,4,4:40.0,,C. Paul makes 2-pt jump shot from 14 ft,93,91
351,4,4:39.0,Indiana full timeout,,93,91
352,4,4:39.0,J. Holiday enters the game for D. McDermott,,93,91
353,4,4:39.0,,S. Adams enters the game for N. Noel,93,91
354,4,4:19.0,M. Brogdon misses 2-pt layup from 3 ft,,93,91
355,4,4:18.0,Offensive rebound by D. Sabonis,,93,91
356,4,4:07.0,J. Holiday misses 2-pt layup from 3 ft,,93,91
357,4,4:02.0,Offensive rebound by D. Sabonis,,93,91
358,4,4:02.0,D. Sabonis makes 2-pt layup at rim,,95,91
359,4,3:40.0,,D. Gallinari misses 2-pt jump shot from 21 ft,95,91
360,4,3:38.0,,Offensive rebound by S. Adams,95,91
361,4,3:38.0,,Personal foul by T. Warren (drawn by S. Adams),95,91
362,4,3:29.0,,D. Gallinari misses 3-pt jump shot from 27 ft,95,91
363,4,3:27.0,,Offensive rebound by Team,95,91
364,4,3:27.0,Loose ball foul by D. Sabonis (drawn by S. Adams),,95,91
365,4,3:20.0,,Personal foul by D. Sabonis (drawn by D. Gallinari),95,91
366,4,3:14.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,95,93
367,4,3:14.0,,Shooting foul by J. Lamb (drawn by S. Gilgeous-Alexander),95,93
368,4,3:14.0,,S. Gilgeous-Alexander makes free throw 1 of 1,95,94
369,4,3:14.0,Indiana full timeout,,95,94
370,4,3:04.0,Offensive foul by D. Sabonis (drawn by T. Ferguson),,95,94
371,4,3:04.0,Turnover by D. Sabonis (offensive foul),,95,94
372,4,3:04.0,M. Turner enters the game for D. Sabonis,,95,94
373,4,2:50.0,,C. Paul misses 2-pt jump shot from 21 ft,95,94
374,4,2:44.0,,Offensive rebound by S. Adams,95,94
375,4,2:44.0,,S. Adams makes 2-pt layup from 1 ft,95,96
