,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MEMPHIS_ACTION,SACRAMENTO_SCORE,MEMPHIS_SCORE
35,1,7:44.0,,Defensive rebound by J. Crowder,8,7
36,1,7:40.0,,D. Brooks misses 3-pt jump shot from 26 ft,8,7
37,1,7:37.0,,Offensive rebound by Team,8,7
38,1,7:30.0,,Turnover by J. Morant (traveling),8,7
39,1,7:19.0,R. Holmes makes 2-pt jump shot from 13 ft (assist by H. Barnes),,10,7
40,1,7:08.0,,S. Hill misses 3-pt jump shot from 26 ft,10,7
41,1,7:05.0,,Offensive rebound by J. Morant,10,7
42,1,7:02.0,,J. Morant misses 2-pt layup from 1 ft,10,7
43,1,6:59.0,,Offensive rebound by J. Jackson,10,7
44,1,6:59.0,,J. Jackson misses 2-pt layup at rim,10,7
45,1,6:58.0,Defensive rebound by R. Holmes,,10,7
46,1,6:54.0,Offensive foul by N. Bjelica (drawn by J. Crowder),,10,7
47,1,6:54.0,Turnover by N. Bjelica (offensive foul),,10,7
48,1,6:54.0,M. Bagley enters the game for N. Bjelica,,10,7
49,1,6:54.0,,G. Allen enters the game for D. Brooks,10,7
50,1,6:54.0,,T. Jones enters the game for J. Morant,10,7
51,1,6:38.0,,Turnover by J. Crowder (traveling),10,7
52,1,6:22.0,H. Barnes misses 3-pt jump shot from 26 ft,,10,7
53,1,6:19.0,,Defensive rebound by J. Crowder,10,7
54,1,6:10.0,,Turnover by S. Hill (bad pass; steal by M. Bagley),10,7
55,1,6:04.0,R. Holmes makes 2-pt layup from 1 ft (assist by H. Barnes),,12,7
56,1,5:50.0,,J. Jackson misses 3-pt jump shot from 24 ft,12,7
57,1,5:48.0,Defensive rebound by D. Fox,,12,7
58,1,5:44.0,D. Fox misses 3-pt jump shot from 26 ft,,12,7
59,1,5:41.0,Offensive rebound by R. Holmes,,12,7
60,1,5:41.0,,B. Clarke enters the game for J. Crowder,12,7
61,1,5:41.0,,D. Melton enters the game for J. Jackson,12,7
62,1,5:39.0,,Loose ball foul by B. Clarke (drawn by M. Bagley),12,7
63,1,5:30.0,Turnover by R. Holmes (bad pass; steal by D. Melton),,12,7
64,1,5:23.0,,T. Jones misses 2-pt jump shot from 19 ft,12,7
65,1,5:19.0,Defensive rebound by M. Bagley,,12,7
66,1,5:11.0,H. Barnes misses 2-pt jump shot from 7 ft,,12,7
67,1,5:07.0,,Defensive rebound by B. Clarke,12,7
68,1,4:56.0,,T. Jones misses 3-pt jump shot from 26 ft,12,7
69,1,4:53.0,Defensive rebound by M. Bagley,,12,7
70,1,4:48.0,Shooting foul by B. Clarke (drawn by M. Bagley),,12,7
71,1,4:48.0,M. Bagley makes free throw 1 of 2,,13,7
72,1,4:48.0,T. Ariza enters the game for H. Barnes,,13,7
73,1,4:48.0,N. Bjelica enters the game for D. Fox,,13,7
74,1,4:48.0,C. Joseph enters the game for R. Holmes,,13,7
75,1,4:48.0,,B. Caboclo enters the game for B. Clarke,13,7
76,1,4:48.0,M. Bagley makes free throw 2 of 2,,14,7
77,1,4:26.0,,D. Melton makes 2-pt jump shot from 9 ft (assist by S. Hill),14,9
78,1,4:09.0,M. Bagley misses 2-pt hook shot from 8 ft,,14,9
79,1,4:06.0,,Defensive rebound by D. Melton,14,9
80,1,4:04.0,,Shooting foul by C. Joseph (drawn by D. Melton),14,9
81,1,4:04.0,,D. Melton makes free throw 1 of 2,14,10
82,1,4:04.0,,K. Anderson enters the game for S. Hill,14,10
83,1,4:04.0,,D. Melton makes free throw 2 of 2,14,11
84,1,3:51.0,M. Bagley misses 2-pt layup from 1 ft,,14,11
85,1,3:49.0,,Defensive rebound by K. Anderson,14,11
86,1,3:44.0,,G. Allen makes 3-pt jump shot from 25 ft (assist by K. Anderson),14,14
87,1,3:37.0,Sacramento full timeout,,14,14
88,1,3:25.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by C. Joseph),,17,14
89,1,2:59.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by D. Melton),17,17
90,1,2:46.0,Turnover by C. Joseph (bad pass),,17,17
91,1,2:33.0,,Turnover by K. Anderson (bad pass; steal by T. Ariza),17,17
92,1,2:10.0,Turnover by Team (shot clock),,17,17
93,1,1:57.0,,T. Jones misses 3-pt jump shot from 26 ft,17,17
94,1,1:53.0,Defensive rebound by B. Hield,,17,17
95,1,1:45.0,T. Ariza misses 3-pt jump shot from 26 ft,,17,17
96,1,1:42.0,,Defensive rebound by B. Caboclo,17,17
97,1,1:27.0,,D. Melton misses 2-pt jump shot from 21 ft,17,17
98,1,1:25.0,Defensive rebound by T. Ariza,,17,17
99,1,1:19.0,B. Hield makes 3-pt jump shot from 26 ft (assist by C. Joseph),,20,17
100,1,0:56.0,,G. Allen makes 3-pt jump shot from 23 ft (assist by K. Anderson),20,20
101,1,0:46.0,Shooting foul by G. Allen (drawn by C. Joseph),,20,20
102,1,0:46.0,C. Joseph misses free throw 1 of 2,,20,20
103,1,0:46.0,Offensive rebound by Team,,20,20
104,1,0:46.0,C. Joseph makes free throw 2 of 2,,21,20
105,1,0:23.0,,T. Jones makes 3-pt jump shot from 23 ft (assist by D. Melton),21,23
106,1,0:01.0,B. Hield misses 3-pt jump shot from 26 ft,,21,23
107,1,0:01.0,,Defensive rebound by B. Caboclo,21,23
108,2,11:40.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by K. Anderson),21,26
109,2,11:25.0,D. Fox misses 2-pt jump shot from 12 ft,,21,26
110,2,11:21.0,,Defensive rebound by D. Brooks,21,26
111,2,11:10.0,,J. Jackson misses 2-pt layup from 8 ft (block by R. Holmes),21,26
112,2,11:05.0,Defensive rebound by Team,,21,26
113,2,10:57.0,D. Fox misses 2-pt jump shot from 2 ft,,21,26
114,2,10:57.0,Offensive rebound by R. Holmes,,21,26
115,2,10:54.0,R. Holmes misses 2-pt layup from 1 ft,,21,26
116,2,10:53.0,Offensive rebound by D. Fox,,21,26
117,2,10:49.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by T. Ariza),,24,26
118,2,10:35.0,,Personal foul by T. Ariza (drawn by J. Jackson),24,26
119,2,10:26.0,,J. Morant makes 2-pt layup at rim (assist by J. Jackson),24,28
120,2,10:06.0,H. Barnes misses 3-pt jump shot from 23 ft,,24,28
121,2,10:05.0,Offensive rebound by H. Barnes,,24,28
122,2,10:03.0,H. Barnes makes 2-pt dunk from 1 ft,,26,28
123,2,9:51.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by G. Allen),26,31
124,2,9:32.0,C. Joseph misses 2-pt jump shot from 21 ft,,26,31
125,2,9:30.0,,Defensive rebound by K. Anderson,26,31
126,2,9:26.0,,J. Morant misses 2-pt dunk from 1 ft,26,31
127,2,9:24.0,Defensive rebound by C. Joseph,,26,31
128,2,9:20.0,H. Barnes misses 3-pt jump shot from 26 ft,,26,31
129,2,9:16.0,,Defensive rebound by D. Brooks,26,31
130,2,9:12.0,,D. Brooks misses 3-pt jump shot from 25 ft,26,31
131,2,9:10.0,Defensive rebound by C. Joseph,,26,31
132,2,9:03.0,C. Joseph misses 2-pt jump shot from 12 ft,,26,31
133,2,9:00.0,Offensive rebound by R. Holmes,,26,31
134,2,9:00.0,,J. Crowder enters the game for G. Allen,26,31
135,2,9:00.0,,S. Hill enters the game for K. Anderson,26,31
136,2,8:49.0,R. Holmes makes 2-pt jump shot from 11 ft (assist by T. Ariza),,28,31
137,2,8:33.0,,J. Morant misses 2-pt layup from 1 ft,28,31
138,2,8:31.0,Defensive rebound by Team,,28,31
139,2,8:25.0,D. Fox makes 2-pt jump shot from 3 ft,,30,31
140,2,8:12.0,,Personal foul by D. Fox (drawn by D. Brooks),30,31
141,2,8:07.0,,D. Brooks makes 2-pt jump shot from 12 ft (assist by J. Morant),30,33
142,2,7:51.0,R. Holmes misses 2-pt layup from 1 ft (block by J. Jackson),,30,33
143,2,7:47.0,,Defensive rebound by D. Brooks,30,33
144,2,7:44.0,,D. Brooks makes 2-pt layup at rim,30,35
145,2,7:32.0,C. Joseph misses 2-pt jump shot from 21 ft,,30,35
146,2,7:29.0,,Defensive rebound by D. Brooks,30,35
147,2,7:21.0,,J. Crowder makes 2-pt layup at rim (assist by J. Morant),30,37
148,2,7:14.0,Sacramento full timeout,,30,37
149,2,7:14.0,N. Bjelica enters the game for T. Ariza,,30,37
150,2,7:14.0,B. Hield enters the game for C. Joseph,,30,37
151,2,7:06.0,Offensive foul by D. Fox (drawn by D. Brooks),,30,37
152,2,7:06.0,Turnover by D. Fox (offensive foul),,30,37
153,2,7:06.0,M. Bagley enters the game for H. Barnes,,30,37
154,2,6:51.0,,J. Crowder misses 3-pt jump shot from 24 ft,30,37
155,2,6:49.0,Defensive rebound by B. Hield,,30,37
156,2,6:34.0,Shooting foul by J. Morant (drawn by D. Fox),,30,37
157,2,6:34.0,D. Fox makes free throw 1 of 2,,31,37
158,2,6:34.0,,B. Clarke enters the game for J. Jackson,31,37
159,2,6:34.0,,T. Jones enters the game for J. Morant,31,37
160,2,6:34.0,D. Fox makes free throw 2 of 2,,32,37
161,2,6:24.0,,B. Clarke misses 2-pt jump shot from 11 ft,32,37
162,2,6:21.0,,Offensive rebound by B. Clarke,32,37
163,2,6:21.0,,B. Clarke makes 2-pt layup at rim,32,39
164,2,5:58.0,N. Bjelica makes 2-pt jump shot from 8 ft,,34,39
165,2,5:47.0,,S. Hill makes 3-pt jump shot from 24 ft (assist by T. Jones),34,42
166,2,5:37.0,D. Fox misses 2-pt jump shot from 10 ft,,34,42
167,2,5:35.0,,Defensive rebound by S. Hill,34,42
168,2,5:21.0,,T. Jones makes 2-pt jump shot from 21 ft,34,44
169,2,4:58.0,N. Bjelica makes 2-pt jump shot from 22 ft (assist by R. Holmes),,36,44
170,2,4:44.0,,B. Clarke makes 2-pt layup at rim (assist by J. Crowder),36,46
171,2,4:32.0,B. Hield misses 2-pt jump shot from 12 ft,,36,46
172,2,4:28.0,,Defensive rebound by J. Crowder,36,46
173,2,4:23.0,,S. Hill makes 3-pt jump shot from 26 ft (assist by D. Brooks),36,49
174,2,4:22.0,Sacramento full timeout,,36,49
175,2,4:22.0,H. Barnes enters the game for D. Fox,,36,49
176,2,4:22.0,C. Joseph enters the game for R. Holmes,,36,49
177,2,4:11.0,H. Barnes makes 2-pt layup from 1 ft,,38,49
178,2,3:56.0,,Shooting foul by M. Bagley (drawn by D. Brooks),38,49
179,2,3:56.0,,D. Brooks makes free throw 1 of 2,38,50
180,2,3:56.0,,D. Brooks makes free throw 2 of 2,38,51
181,2,3:32.0,H. Barnes misses 2-pt jump shot from 18 ft,,38,51
182,2,3:29.0,Offensive rebound by M. Bagley,,38,51
183,2,3:28.0,M. Bagley makes 2-pt dunk from 1 ft,,40,51
184,2,3:14.0,,S. Hill misses 3-pt jump shot from 25 ft,40,51
185,2,3:11.0,Defensive rebound by B. Hield,,40,51
186,2,3:02.0,Turnover by M. Bagley (step out of bounds),,40,51
187,2,3:02.0,,G. Allen enters the game for D. Brooks,40,51
188,2,2:54.0,,G. Allen makes 2-pt dunk at rim (assist by B. Clarke),40,53
189,2,2:33.0,N. Bjelica makes 2-pt layup from 1 ft (assist by B. Hield),,42,53
190,2,2:26.0,,Shooting foul by N. Bjelica (drawn by J. Crowder),42,53
191,2,2:26.0,,J. Crowder makes free throw 1 of 2,42,54
192,2,2:26.0,,J. Jackson enters the game for S. Hill,42,54
193,2,2:26.0,,J. Crowder makes free throw 2 of 2,42,55
194,2,2:15.0,B. Hield misses 2-pt layup from 2 ft,,42,55
195,2,2:09.0,Offensive rebound by M. Bagley,,42,55
196,2,2:09.0,M. Bagley makes 2-pt dunk from 1 ft,,44,55
197,2,1:55.0,,J. Crowder makes 2-pt jump shot from 19 ft (assist by G. Allen),44,57
198,2,1:44.0,M. Bagley misses 3-pt jump shot from 26 ft,,44,57
199,2,1:42.0,,Defensive rebound by J. Crowder,44,57
200,2,1:34.0,,G. Allen misses 3-pt jump shot from 26 ft,44,57
201,2,1:32.0,Defensive rebound by C. Joseph,,44,57
202,2,1:28.0,Turnover by B. Hield (lost ball; steal by J. Jackson),,44,57
203,2,1:23.0,,G. Allen makes 3-pt jump shot from 26 ft (assist by B. Clarke),44,60
204,2,1:03.0,M. Bagley misses 2-pt hook shot from 10 ft,,44,60
205,2,1:03.0,Offensive rebound by N. Bjelica,,44,60
206,2,1:03.0,N. Bjelica makes 2-pt layup from 1 ft,,46,60
207,2,1:03.0,Shooting foul by J. Crowder (drawn by N. Bjelica),,46,60
208,2,1:03.0,T. Ariza enters the game for B. Hield,,46,60
209,2,1:03.0,,D. Melton enters the game for J. Crowder,46,60
210,2,1:03.0,,J. Morant enters the game for T. Jones,46,60
211,2,1:03.0,N. Bjelica makes free throw 1 of 1,,47,60
212,2,0:45.0,,J. Morant misses 2-pt jump shot from 7 ft,47,60
213,2,0:43.0,Defensive rebound by M. Bagley,,47,60
214,2,0:36.0,Shooting foul by J. Jackson (drawn by M. Bagley),,47,60
215,2,0:36.0,M. Bagley misses free throw 1 of 2,,47,60
216,2,0:36.0,Offensive rebound by Team,,47,60
217,2,0:36.0,D. Fox enters the game for C. Joseph,,47,60
218,2,0:36.0,M. Bagley makes free throw 2 of 2,,48,60
219,2,0:13.0,,D. Melton misses 2-pt jump shot from 17 ft,48,60
220,2,0:09.0,Defensive rebound by H. Barnes,,48,60
221,2,0:04.0,D. Fox makes 2-pt jump shot from 4 ft,,50,60
222,2,0:04.0,Shooting foul by D. Melton (drawn by D. Fox),,50,60
223,2,0:04.0,C. Joseph enters the game for N. Bjelica,,50,60
224,2,0:04.0,D. Fox misses free throw 1 of 1,,50,60
225,2,0:02.0,,Defensive rebound by B. Clarke,50,60
226,2,0:00.0,,J. Morant misses 3-pt jump shot from 49 ft,50,60
227,2,0:00.0,,Offensive rebound by Team,50,60
228,3,11:45.0,,J. Jackson misses 2-pt hook shot from 6 ft,50,60
229,3,11:42.0,Defensive rebound by N. Bjelica,,50,60
230,3,11:28.0,B. Hield misses 3-pt jump shot from 24 ft,,50,60
231,3,11:25.0,,Defensive rebound by J. Crowder,50,60
232,3,11:12.0,,D. Brooks misses 2-pt jump shot from 10 ft,50,60
233,3,11:09.0,Defensive rebound by N. Bjelica,,50,60
234,3,10:57.0,Shooting foul by J. Jackson (drawn by H. Barnes),,50,60
235,3,10:57.0,H. Barnes makes free throw 1 of 2,,51,60
236,3,10:57.0,H. Barnes makes free throw 2 of 2,,52,60
237,3,10:38.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Morant),52,63
238,3,10:23.0,N. Bjelica makes 2-pt hook shot from 7 ft,,54,63
239,3,10:02.0,,J. Jackson misses 2-pt layup from 3 ft,54,63
240,3,9:59.0,Defensive rebound by R. Holmes,,54,63
241,3,9:44.0,N. Bjelica makes 2-pt hook shot from 7 ft,,56,63
242,3,9:44.0,,Memphis full timeout,56,63
243,3,9:28.0,,Shooting foul by R. Holmes (drawn by J. Jackson),56,63
244,3,9:28.0,,J. Jackson makes free throw 1 of 2,56,64
245,3,9:28.0,,J. Jackson makes free throw 2 of 2,56,65
246,3,9:15.0,H. Barnes makes 2-pt jump shot from 9 ft,,58,65
247,3,9:01.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by J. Morant),58,68
248,3,8:49.0,Def 3 sec tech foul by Team,,58,68
249,3,8:49.0,B. Hield misses technical free throw,,58,68
250,3,8:49.0,Offensive rebound by Team,,58,68
251,3,8:42.0,B. Hield misses 3-pt jump shot from 25 ft,,58,68
252,3,8:39.0,,Defensive rebound by J. Crowder,58,68
253,3,8:29.0,,Turnover by D. Brooks (lost ball; steal by R. Holmes),58,68
254,3,8:22.0,Turnover by D. Fox (lost ball; steal by J. Jackson),,58,68
255,3,8:17.0,,J. Morant makes 2-pt layup from 1 ft (assist by J. Crowder),58,70
256,3,8:07.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by R. Holmes),,61,70
257,3,8:04.0,Violation by Team (delay of game),,61,70
258,3,7:41.0,,J. Morant misses 2-pt layup from 1 ft (block by N. Bjelica),61,70
259,3,7:41.0,,Offensive rebound by J. Jackson,61,70
260,3,7:41.0,,Personal foul by R. Holmes (drawn by J. Jackson),61,70
261,3,7:39.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by D. Brooks),61,73
262,3,7:16.0,Personal foul by S. Hill (drawn by N. Bjelica),,61,73
263,3,7:16.0,M. Bagley enters the game for N. Bjelica,,61,73
264,3,7:16.0,C. Joseph enters the game for D. Fox,,61,73
265,3,7:08.0,Turnover by B. Hield (bad pass; steal by J. Jackson),,61,73
266,3,6:56.0,,J. Jackson misses 3-pt jump shot from 25 ft,61,73
267,3,6:56.0,Defensive rebound by Team,,61,73
268,3,6:47.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by M. Bagley),,64,73
269,3,6:29.0,,D. Brooks misses 3-pt jump shot from 26 ft,64,73
270,3,6:26.0,Defensive rebound by M. Bagley,,64,73
271,3,6:10.0,B. Hield makes 3-pt jump shot from 27 ft (assist by M. Bagley),,67,73
272,3,5:57.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by D. Brooks),67,75
273,3,5:42.0,B. Hield makes 2-pt jump shot from 13 ft,,69,75
274,3,5:33.0,,Turnover by J. Morant (lost ball; steal by M. Bagley),69,75
275,3,5:27.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by C. Joseph),,72,75
276,3,5:26.0,,Memphis full timeout,72,75
277,3,5:26.0,T. Ariza enters the game for R. Holmes,,72,75
278,3,5:26.0,,B. Clarke enters the game for D. Brooks,72,75
279,3,5:26.0,,T. Jones enters the game for S. Hill,72,75
280,3,5:26.0,,D. Melton enters the game for J. Morant,72,75
281,3,5:07.0,,J. Crowder misses 3-pt jump shot from 25 ft,72,75
282,3,5:04.0,Defensive rebound by M. Bagley,,72,75
283,3,4:54.0,Turnover by M. Bagley (lost ball; steal by T. Jones),,72,75
284,3,4:50.0,,D. Melton makes 2-pt layup from 2 ft (assist by B. Clarke),72,77
285,3,4:33.0,Turnover by B. Hield (lost ball; steal by T. Jones),,72,77
286,3,4:30.0,,D. Melton makes 2-pt dunk from 1 ft (assist by T. Jones),72,79
287,3,4:18.0,B. Hield misses 3-pt jump shot from 25 ft,,72,79
288,3,4:16.0,,Defensive rebound by J. Jackson,72,79
289,3,4:07.0,,Personal foul by T. Ariza (drawn by J. Crowder),72,79
290,3,3:59.0,,J. Crowder makes 2-pt layup from 6 ft (assist by J. Jackson),72,81
291,3,3:59.0,,Shooting foul by M. Bagley (drawn by J. Crowder),72,81
292,3,3:59.0,,J. Crowder makes free throw 1 of 1,72,82
293,3,3:37.0,H. Barnes misses 3-pt jump shot from 24 ft,,72,82
294,3,3:35.0,,Defensive rebound by T. Jones,72,82
295,3,3:31.0,,J. Crowder makes 2-pt layup from 1 ft (assist by T. Jones),72,84
296,3,3:30.0,Sacramento full timeout,,72,84
297,3,3:30.0,N. Bjelica enters the game for H. Barnes,,72,84
298,3,3:30.0,D. Fox enters the game for B. Hield,,72,84
299,3,3:15.0,M. Bagley misses 2-pt jump shot from 5 ft,,72,84
300,3,3:14.0,Offensive rebound by Team,,72,84
301,3,3:07.0,M. Bagley makes 2-pt jump shot from 7 ft (assist by N. Bjelica),,74,84
302,3,2:46.0,,J. Jackson misses 3-pt jump shot from 27 ft,74,84
303,3,2:44.0,Defensive rebound by T. Ariza,,74,84
304,3,2:39.0,N. Bjelica makes 2-pt hook shot from 7 ft (assist by D. Fox),,76,84
305,3,2:29.0,,Personal foul by T. Ariza (drawn by J. Jackson),76,84
306,3,2:29.0,,J. Jackson makes free throw 1 of 2,76,85
307,3,2:29.0,,G. Allen enters the game for J. Crowder,76,85
308,3,2:29.0,,J. Jackson makes free throw 2 of 2,76,86
309,3,2:17.0,D. Fox misses 2-pt layup from 6 ft (block by J. Jackson),,76,86
310,3,2:13.0,,Defensive rebound by T. Jones,76,86
311,3,2:01.0,,D. Melton makes 3-pt jump shot from 26 ft (assist by T. Jones),76,89
312,3,1:44.0,Turnover by D. Fox (bad pass; steal by B. Clarke),,76,89
313,3,1:40.0,,G. Allen misses 2-pt layup from 3 ft,76,89
314,3,1:37.0,Defensive rebound by T. Ariza,,76,89
315,3,1:30.0,C. Joseph misses 3-pt jump shot from 24 ft,,76,89
316,3,1:28.0,,Defensive rebound by D. Melton,76,89
317,3,1:26.0,,Shooting foul by C. Joseph (drawn by B. Clarke),76,89
318,3,1:26.0,,K. Anderson enters the game for J. Jackson,76,89
319,3,1:26.0,,B. Clarke misses free throw 1 of 2,76,89
320,3,1:26.0,,Offensive rebound by Team,76,89
321,3,1:26.0,,B. Clarke misses free throw 2 of 2,76,89
322,3,1:24.0,Defensive rebound by N. Bjelica,,76,89
323,3,1:01.0,T. Ariza makes 2-pt layup from 1 ft (assist by C. Joseph),,78,89
324,3,0:44.0,,B. Clarke misses 2-pt layup from 7 ft,78,89
325,3,0:42.0,Defensive rebound by M. Bagley,,78,89
326,3,0:29.0,M. Bagley misses 3-pt jump shot from 26 ft,,78,89
327,3,0:26.0,,Defensive rebound by T. Jones,78,89
328,3,0:04.0,,T. Jones makes 2-pt jump shot from 22 ft,78,91
329,3,0:00.0,C. Joseph misses 2-pt layup from 4 ft,,78,91
330,3,0:00.0,Offensive rebound by Team,,78,91
331,4,11:44.0,Turnover by B. Hield (lost ball; steal by D. Melton),,78,91
332,4,11:35.0,,B. Clarke makes 2-pt jump shot from 5 ft (assist by D. Melton),78,93
333,4,11:19.0,H. Barnes misses 2-pt jump shot from 8 ft,,78,93
334,4,11:17.0,Offensive rebound by R. Holmes,,78,93
335,4,11:15.0,R. Holmes misses 2-pt layup from 3 ft,,78,93
336,4,11:15.0,Offensive rebound by R. Holmes,,78,93
337,4,11:12.0,R. Holmes makes 2-pt layup at rim,,80,93
338,4,10:59.0,,G. Allen misses 3-pt jump shot from 24 ft,80,93
339,4,10:57.0,Defensive rebound by H. Barnes,,80,93
340,4,10:52.0,T. Ariza misses 3-pt jump shot from 25 ft,,80,93
341,4,10:49.0,,Defensive rebound by G. Allen,80,93
342,4,10:39.0,,B. Clarke makes 2-pt layup from 2 ft (assist by D. Melton),80,95
343,4,10:28.0,B. Hield misses 3-pt jump shot from 25 ft,,80,95
344,4,10:24.0,,Defensive rebound by D. Melton,80,95
345,4,10:21.0,,Turnover by J. Morant (lost ball; steal by C. Joseph),80,95
346,4,10:06.0,R. Holmes misses 2-pt hook shot from 8 ft,,80,95
347,4,10:05.0,Offensive rebound by T. Ariza,,80,95
348,4,10:03.0,T. Ariza makes 2-pt hook shot from 2 ft,,82,95
349,4,9:41.0,,J. Morant misses 3-pt jump shot from 24 ft,82,95
350,4,9:39.0,Defensive rebound by T. Ariza,,82,95
351,4,9:32.0,T. Ariza misses 2-pt layup from 1 ft,,82,95
352,4,9:30.0,,Defensive rebound by G. Allen,82,95
353,4,9:25.0,,G. Allen makes 2-pt layup from 2 ft,82,97
354,4,9:14.0,Personal foul by G. Allen (drawn by H. Barnes),,82,97
355,4,9:14.0,,D. Brooks enters the game for D. Melton,82,97
356,4,9:05.0,C. Joseph misses 3-pt jump shot from 27 ft,,82,97
357,4,9:03.0,,Defensive rebound by B. Clarke,82,97
358,4,8:41.0,,K. Anderson makes 2-pt layup from 1 ft (assist by G. Allen),82,99
359,4,8:23.0,C. Joseph makes 2-pt jump shot from 8 ft,,84,99
360,4,8:07.0,,Turnover by B. Clarke (lost ball; steal by B. Hield),84,99
361,4,8:02.0,B. Hield misses 2-pt jump shot from 7 ft,,84,99
362,4,7:58.0,Offensive rebound by R. Holmes,,84,99
363,4,7:58.0,R. Holmes makes 2-pt dunk at rim,,86,99
364,4,7:46.0,,Personal foul by R. Holmes (drawn by G. Allen),86,99
365,4,7:46.0,,Memphis full timeout,86,99
366,4,7:43.0,,Turnover by J. Morant (bad pass; steal by T. Ariza),86,99
367,4,7:30.0,B. Hield misses 2-pt jump shot from 6 ft (block by J. Morant),,86,99
368,4,7:30.0,Offensive rebound by Team,,86,99
369,4,7:26.0,H. Barnes misses 2-pt layup from 1 ft,,86,99
370,4,7:23.0,Offensive rebound by R. Holmes,,86,99
371,4,7:18.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by H. Barnes),,89,99
372,4,7:00.0,,Turnover by K. Anderson (3 sec),89,99
373,4,7:00.0,,J. Crowder enters the game for G. Allen,89,99
374,4,7:00.0,,S. Hill enters the game for K. Anderson,89,99
375,4,6:45.0,B. Hield misses 3-pt jump shot from 25 ft,,89,99
376,4,6:43.0,,Defensive rebound by D. Brooks,89,99
377,4,6:32.0,,D. Brooks makes 3-pt jump shot from 26 ft,89,102
378,4,6:18.0,R. Holmes makes 2-pt jump shot from 14 ft (assist by C. Joseph),,91,102
379,4,6:08.0,,Shooting foul by B. Hield (drawn by D. Brooks),91,102
380,4,6:08.0,,D. Brooks makes free throw 1 of 2,91,103
381,4,6:08.0,D. Fox enters the game for C. Joseph,,91,103
382,4,6:08.0,,J. Jackson enters the game for B. Clarke,91,103
383,4,6:08.0,,D. Brooks makes free throw 2 of 2,91,104
