,QUARTER,TIME_REMAINING,CHICAGO_ACTION,TORONTO_ACTION,CHICAGO_SCORE,TORONTO_SCORE
0,1,11:42.0,T. Satoranský misses 3-pt jump shot from 26 ft,,0,0
1,1,11:38.0,,Defensive rebound by F. VanVleet,0,0
2,1,11:26.0,,K. Lowry makes 3-pt jump shot from 29 ft,0,3
3,1,11:11.0,Turnover by Z. LaVine (bad pass),,0,3
4,1,11:02.0,,K. Lowry makes 3-pt jump shot from 23 ft (assist by P. Siakam),0,6
5,1,10:51.0,Z. LaVine makes 2-pt layup from 1 ft,,2,6
6,1,10:39.0,,O. Anunoby misses 2-pt layup from 2 ft,2,6
7,1,10:37.0,Defensive rebound by L. Kornet,,2,6
8,1,10:19.0,L. Kornet misses 3-pt jump shot from 27 ft,,2,6
9,1,10:16.0,,Defensive rebound by S. Ibaka,2,6
10,1,10:13.0,,Turnover by S. Ibaka (bad pass),2,6
11,1,10:03.0,Z. LaVine misses 3-pt jump shot from 30 ft,,2,6
12,1,10:01.0,,Defensive rebound by O. Anunoby,2,6
13,1,9:50.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by F. VanVleet),2,8
14,1,9:37.0,T. Young makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,5,8
15,1,9:27.0,,S. Ibaka makes 3-pt jump shot from 28 ft (assist by K. Lowry),5,11
16,1,9:15.0,T. Satoranský makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,8,11
17,1,9:03.0,,P. Siakam makes 2-pt jump shot from 13 ft,8,13
18,1,8:48.0,Turnover by T. Young (bad pass; steal by F. VanVleet),,8,13
19,1,8:41.0,,S. Ibaka misses 2-pt layup from 2 ft,8,13
20,1,8:40.0,Defensive rebound by T. Satoranský,,8,13
21,1,8:37.0,Turnover by Z. LaVine (bad pass),,8,13
22,1,8:30.0,,F. VanVleet makes 2-pt layup at rim,8,15
23,1,8:14.0,C. Hutchison misses 2-pt jump shot from 10 ft,,8,15
24,1,8:14.0,,Defensive rebound by Team,8,15
25,1,8:07.0,,P. Siakam makes 2-pt jump shot from 8 ft,8,17
26,1,7:53.0,T. Young makes 3-pt jump shot from 24 ft (assist by Z. LaVine),,11,17
27,1,7:32.0,,Turnover by F. VanVleet (bad pass; steal by L. Kornet),11,17
28,1,7:32.0,Personal foul by F. VanVleet (drawn by T. Satoranský),,11,17
29,1,7:18.0,C. Hutchison makes 2-pt layup from 1 ft (assist by L. Kornet),,13,17
30,1,7:09.0,,Shooting foul by T. Young (drawn by P. Siakam),13,17
31,1,7:09.0,,P. Siakam makes free throw 1 of 2,13,18
32,1,7:09.0,,P. Siakam makes free throw 2 of 2,13,19
33,1,7:00.0,T. Young misses 3-pt jump shot from 23 ft,,13,19
34,1,6:56.0,,Defensive rebound by O. Anunoby,13,19
35,1,6:52.0,,F. VanVleet misses 3-pt jump shot from 27 ft,13,19
36,1,6:49.0,Defensive rebound by T. Young,,13,19
37,1,6:41.0,L. Kornet misses 3-pt jump shot from 23 ft,,13,19
38,1,6:38.0,,Defensive rebound by O. Anunoby,13,19
39,1,6:29.0,,Turnover by S. Ibaka (bad pass; steal by C. Hutchison),13,19
40,1,6:24.0,Z. LaVine misses 2-pt layup from 1 ft,,13,19
41,1,6:20.0,Offensive rebound by T. Young,,13,19
42,1,6:20.0,T. Young makes 2-pt layup at rim,,15,19
43,1,6:06.0,,P. Siakam misses 3-pt jump shot from 27 ft,15,19
44,1,6:03.0,Defensive rebound by L. Kornet,,15,19
45,1,5:54.0,T. Satoranský misses 3-pt jump shot from 27 ft,,15,19
46,1,5:51.0,,Defensive rebound by P. Siakam,15,19
47,1,5:48.0,,K. Lowry misses 3-pt jump shot from 29 ft,15,19
48,1,5:44.0,,Offensive rebound by F. VanVleet,15,19
49,1,5:30.0,,S. Ibaka misses 2-pt jump shot from 11 ft,15,19
50,1,5:27.0,Defensive rebound by C. Hutchison,,15,19
51,1,5:23.0,Shooting foul by S. Ibaka (drawn by C. Hutchison),,15,19
52,1,5:23.0,,Toronto full timeout,15,19
53,1,5:23.0,D. Gafford enters the game for L. Kornet,,15,19
54,1,5:23.0,,P. McCaw enters the game for O. Anunoby,15,19
55,1,5:23.0,C. Hutchison makes free throw 1 of 2,,16,19
56,1,5:23.0,C. Hutchison makes free throw 2 of 2,,17,19
57,1,5:12.0,,K. Lowry misses 3-pt jump shot from 27 ft,17,19
58,1,5:10.0,,Offensive rebound by P. Siakam,17,19
59,1,5:08.0,,P. McCaw misses 3-pt jump shot from 26 ft,17,19
60,1,5:04.0,Defensive rebound by T. Satoranský,,17,19
61,1,4:52.0,Turnover by D. Gafford (traveling),,17,19
62,1,4:52.0,C. White enters the game for C. Hutchison,,17,19
63,1,4:40.0,,S. Ibaka misses 3-pt jump shot from 27 ft,17,19
64,1,4:38.0,Defensive rebound by Z. LaVine,,17,19
65,1,4:23.0,C. White misses 2-pt layup from 7 ft,,17,19
66,1,4:21.0,,Defensive rebound by K. Lowry,17,19
67,1,4:18.0,,Turnover by K. Lowry (bad pass; steal by T. Young),17,19
68,1,4:15.0,T. Young makes 2-pt dunk at rim (assist by C. White),,19,19
69,1,3:52.0,,Turnover by P. Siakam (bad pass; steal by Z. LaVine),19,19
70,1,3:49.0,Z. LaVine makes 2-pt dunk from 1 ft,,21,19
71,1,3:32.0,,F. VanVleet misses 2-pt jump shot from 6 ft,21,19
72,1,3:32.0,Defensive rebound by Team,,21,19
73,1,3:32.0,R. Arcidiacono enters the game for T. Satoranský,,21,19
74,1,3:32.0,,C. Boucher enters the game for S. Ibaka,21,19
75,1,3:32.0,,T. Davis enters the game for F. VanVleet,21,19
76,1,3:17.0,Z. LaVine makes 2-pt layup from 1 ft,,23,19
77,1,3:00.0,,P. Siakam makes 2-pt layup from 1 ft,23,21
78,1,2:53.0,Chicago full timeout,,23,21
79,1,2:45.0,Def 3 sec tech foul by Team,,23,21
80,1,2:45.0,Z. LaVine makes technical free throw,,24,21
81,1,2:37.0,T. Young makes 2-pt jump shot from 4 ft (assist by Z. LaVine),,26,21
82,1,2:23.0,,Personal foul by T. Young (drawn by K. Lowry),26,21
83,1,2:12.0,,Turnover by T. Davis (bad pass),26,21
84,1,2:05.0,Z. LaVine misses 2-pt jump shot from 16 ft,,26,21
85,1,2:02.0,,Defensive rebound by P. Siakam,26,21
86,1,1:55.0,,Turnover by P. Siakam (lost ball; steal by Z. LaVine),26,21
87,1,1:50.0,D. Gafford misses 2-pt jump shot from 7 ft,,26,21
88,1,1:48.0,,Defensive rebound by P. Siakam,26,21
89,1,1:44.0,,T. Davis makes 3-pt jump shot from 27 ft (assist by P. Siakam),26,24
90,1,1:19.0,R. Arcidiacono misses 3-pt jump shot from 23 ft,,26,24
91,1,1:16.0,,Defensive rebound by T. Davis,26,24
92,1,1:12.0,,T. Davis makes 3-pt jump shot from 29 ft (assist by P. Siakam),26,27
93,1,0:45.0,Turnover by D. Gafford (out of bounds lost ball),,26,27
94,1,0:45.0,C. Felício enters the game for D. Gafford,,26,27
95,1,0:45.0,C. Hutchison enters the game for Z. LaVine,,26,27
96,1,0:45.0,D. Valentine enters the game for T. Young,,26,27
97,1,0:45.0,,O. Anunoby enters the game for K. Lowry,26,27
98,1,0:45.0,,M. Thomas enters the game for P. Siakam,26,27
99,1,0:30.0,,C. Boucher makes 2-pt dunk from 1 ft (assist by M. Thomas),26,29
100,1,0:30.0,,Shooting foul by D. Valentine (drawn by C. Boucher),26,29
101,1,0:30.0,,C. Boucher makes free throw 1 of 1,26,30
102,1,0:18.0,C. White makes 3-pt jump shot from 27 ft (assist by D. Valentine),,29,30
103,1,0:03.0,,C. Boucher makes 2-pt jump shot from 22 ft (assist by T. Davis),29,32
104,1,0:00.0,C. White misses 3-pt jump shot from 27 ft,,29,32
105,1,0:00.0,Offensive rebound by Team,,29,32
106,2,11:48.0,,C. Boucher makes 3-pt jump shot from 26 ft (assist by P. McCaw),29,35
107,2,11:27.0,C. White misses 3-pt jump shot from 27 ft,,29,35
108,2,11:24.0,,Defensive rebound by C. Boucher,29,35
109,2,11:18.0,,P. McCaw makes 2-pt layup at rim,29,37
110,2,10:56.0,Shooting foul by C. Boucher (drawn by C. Hutchison),,29,37
111,2,10:56.0,C. Hutchison makes free throw 1 of 2,,30,37
112,2,10:56.0,C. Hutchison misses free throw 2 of 2,,30,37
113,2,10:54.0,,Defensive rebound by O. Anunoby,30,37
114,2,10:33.0,,C. Boucher misses 3-pt jump shot from 28 ft,30,37
115,2,10:30.0,,Offensive rebound by C. Boucher,30,37
116,2,10:24.0,,C. Boucher misses 2-pt layup from 2 ft,30,37
117,2,10:21.0,Defensive rebound by D. Valentine,,30,37
118,2,10:10.0,Turnover by C. Hutchison (traveling),,30,37
119,2,9:52.0,,Turnover by O. Anunoby (traveling),30,37
120,2,9:35.0,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by C. White),,33,37
