,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,NEW YORK_ACTION,CHARLOTTE_SCORE,NEW YORK_SCORE
58,1,5:35.0,M. Williams enters the game for C. Zeller,,10,10
59,1,5:35.0,,K. Knox enters the game for M. Morris,10,10
60,1,5:23.0,,Shooting foul by M. Bridges (drawn by J. Randle),10,10
61,1,5:23.0,N. Batum enters the game for M. Bridges,,10,10
62,1,5:23.0,,J. Randle makes free throw 1 of 2,10,11
63,1,5:23.0,,J. Randle makes free throw 2 of 2,10,12
64,1,5:03.0,P. Washington makes 3-pt jump shot from 23 ft (assist by N. Batum),,13,12
65,1,4:51.0,,Personal foul by M. Monk (drawn by R. Barrett),13,12
66,1,4:51.0,,B. Portis enters the game for J. Randle,13,12
67,1,4:44.0,,R. Barrett misses 3-pt jump shot from 23 ft (block by P. Washington),13,12
68,1,4:42.0,Defensive rebound by N. Batum,,13,12
69,1,4:27.0,T. Rozier misses 3-pt jump shot from 26 ft,,13,12
70,1,4:23.0,Offensive rebound by M. Williams,,13,12
71,1,4:19.0,M. Monk misses 2-pt jump shot from 5 ft,,13,12
72,1,4:17.0,,Defensive rebound by M. Robinson,13,12
73,1,4:17.0,,D. Dotson enters the game for R. Barrett,13,12
74,1,3:58.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),13,14
75,1,3:44.0,M. Williams misses 2-pt jump shot from 21 ft,,13,14
76,1,3:42.0,,Defensive rebound by K. Knox,13,14
77,1,3:37.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,13,14
78,1,3:37.0,Defensive rebound by M. Williams,,13,14
79,1,3:29.0,T. Rozier misses 2-pt layup from 3 ft (block by M. Robinson),,13,14
80,1,3:29.0,Offensive rebound by Team,,13,14
81,1,3:29.0,B. Biyombo enters the game for T. Rozier,,13,14
82,1,3:29.0,D. Graham enters the game for P. Washington,,13,14
83,1,3:29.0,,D. Smith enters the game for F. Ntilikina,13,14
84,1,3:21.0,D. Graham misses 3-pt jump shot from 25 ft,,13,14
85,1,3:20.0,,Defensive rebound by Team,13,14
86,1,3:02.0,,D. Smith makes 2-pt layup from 1 ft,13,16
87,1,2:44.0,D. Graham makes 2-pt jump shot from 4 ft (assist by M. Monk),,15,16
88,1,2:36.0,,D. Dotson misses 3-pt jump shot from 27 ft,15,16
89,1,2:32.0,Defensive rebound by N. Batum,,15,16
90,1,2:27.0,M. Williams misses 3-pt jump shot from 25 ft,,15,16
91,1,2:24.0,Offensive rebound by N. Batum,,15,16
92,1,2:22.0,M. Williams misses 3-pt jump shot from 24 ft,,15,16
93,1,2:20.0,,Defensive rebound by D. Dotson,15,16
94,1,2:11.0,,B. Portis makes 2-pt hook shot from 7 ft,15,18
95,1,1:56.0,B. Biyombo makes 2-pt layup from 2 ft (assist by M. Monk),,17,18
96,1,1:56.0,Shooting foul by D. Smith (drawn by B. Biyombo),,17,18
97,1,1:56.0,,New York full timeout,17,18
98,1,1:56.0,B. Biyombo misses free throw 1 of 1,,17,18
99,1,1:54.0,,Defensive rebound by B. Portis,17,18
100,1,1:43.0,,D. Dotson misses 2-pt jump shot from 10 ft,17,18
101,1,1:41.0,,Offensive rebound by M. Robinson,17,18
102,1,1:40.0,,M. Robinson misses 2-pt layup from 1 ft,17,18
103,1,1:40.0,,Offensive rebound by M. Robinson,17,18
104,1,1:37.0,,M. Robinson makes 2-pt dunk from 1 ft,17,20
105,1,1:17.0,M. Monk makes 2-pt jump shot from 7 ft,,19,20
106,1,1:06.0,,K. Knox misses 3-pt jump shot from 26 ft,19,20
107,1,1:03.0,Defensive rebound by M. Monk,,19,20
108,1,0:51.0,M. Monk misses 3-pt jump shot from 23 ft,,19,20
109,1,0:48.0,,Defensive rebound by M. Robinson,19,20
110,1,0:43.0,,Shooting foul by N. Batum (drawn by B. Portis),19,20
111,1,0:43.0,,B. Portis makes free throw 1 of 2,19,21
112,1,0:43.0,,B. Portis makes free throw 2 of 2,19,22
113,1,0:34.0,Turnover by D. Graham (bad pass),,19,22
114,1,0:28.0,,Personal foul by B. Biyombo (drawn by M. Robinson),19,22
115,1,0:28.0,,M. Robinson makes free throw 1 of 2,19,23
116,1,0:28.0,C. Zeller enters the game for B. Biyombo,,19,23
117,1,0:28.0,,M. Robinson misses free throw 2 of 2,19,23
118,1,0:26.0,Defensive rebound by N. Batum,,19,23
119,1,0:07.0,Shooting foul by D. Smith (drawn by C. Zeller),,19,23
120,1,0:07.0,C. Martin enters the game for M. Monk,,19,23
121,1,0:07.0,C. Zeller misses free throw 1 of 2,,19,23
122,1,0:07.0,Offensive rebound by Team,,19,23
123,1,0:07.0,C. Zeller makes free throw 2 of 2,,20,23
124,1,0:07.0,,Offensive foul by D. Smith (drawn by N. Batum),20,23
125,1,0:07.0,,Turnover by D. Smith (offensive foul),20,23
126,1,0:07.0,M. Monk enters the game for C. Martin,,20,23
127,1,0:07.0,,F. Ntilikina enters the game for D. Smith,20,23
128,1,0:00.0,D. Graham misses 2-pt layup from 4 ft,,20,23
129,1,0:00.0,Offensive rebound by Team,,20,23
130,2,11:48.0,C. Martin misses 3-pt jump shot from 24 ft,,20,23
131,2,11:45.0,,Defensive rebound by F. Ntilikina,20,23
132,2,11:41.0,,B. Portis misses 2-pt layup from 1 ft (block by N. Batum),20,23
133,2,11:41.0,,Offensive rebound by Team,20,23
134,2,11:26.0,,D. Dotson makes 2-pt jump shot from 17 ft,20,25
135,2,11:06.0,B. Biyombo misses 2-pt hook shot from 5 ft,,20,25
136,2,11:06.0,Offensive rebound by Team,,20,25
137,2,11:06.0,,Loose ball foul by F. Ntilikina (drawn by P. Washington),20,25
138,2,10:57.0,Personal foul by B. Portis (drawn by P. Washington),,20,25
139,2,10:51.0,D. Graham misses 3-pt jump shot from 29 ft,,20,25
140,2,10:48.0,,Defensive rebound by F. Ntilikina,20,25
141,2,10:44.0,,K. Knox makes 2-pt layup from 2 ft (assist by F. Ntilikina),20,27
142,2,10:37.0,Turnover by N. Batum (traveling),,20,27
143,2,10:24.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,20,27
144,2,10:21.0,,Offensive rebound by Team,20,27
145,2,10:17.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by K. Knox),20,30
146,2,10:16.0,Charlotte full timeout,,20,30
147,2,10:16.0,T. Rozier enters the game for C. Martin,,20,30
148,2,10:04.0,P. Washington misses 2-pt hook shot from 11 ft,,20,30
149,2,10:01.0,,Defensive rebound by M. Robinson,20,30
150,2,9:51.0,,B. Portis makes 2-pt jump shot from 3 ft,20,32
151,2,9:35.0,P. Washington makes 2-pt layup from 2 ft (assist by D. Graham),,22,32
152,2,9:23.0,,Personal foul by N. Batum (drawn by M. Robinson),22,32
153,2,9:23.0,C. Zeller enters the game for B. Biyombo,,22,32
154,2,9:10.0,,D. Dotson makes 2-pt jump shot from 19 ft,22,34
155,2,8:50.0,N. Batum misses 3-pt jump shot from 24 ft,,22,34
156,2,8:48.0,,Defensive rebound by K. Knox,22,34
157,2,8:39.0,,Turnover by K. Knox (bad pass; steal by T. Rozier),22,34
158,2,8:34.0,D. Graham makes 3-pt jump shot from 22 ft (assist by T. Rozier),,25,34
159,2,8:14.0,,K. Knox misses 2-pt jump shot from 6 ft,25,34
160,2,8:12.0,Defensive rebound by D. Graham,,25,34
161,2,8:10.0,D. Graham makes 3-pt jump shot from 25 ft,,28,34
162,2,8:02.0,,New York full timeout,28,34
163,2,8:02.0,M. Bridges enters the game for N. Batum,,28,34
164,2,8:02.0,M. Monk enters the game for D. Graham,,28,34
165,2,8:02.0,,M. Morris enters the game for K. Knox,28,34
166,2,7:48.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),28,37
167,2,7:36.0,T. Rozier misses 2-pt jump shot from 15 ft,,28,37
168,2,7:27.0,Offensive rebound by T. Rozier,,28,37
169,2,7:25.0,T. Rozier misses 2-pt layup from 5 ft,,28,37
170,2,7:22.0,,Defensive rebound by F. Ntilikina,28,37
171,2,7:19.0,,B. Portis misses 2-pt jump shot from 17 ft,28,37
172,2,7:19.0,Defensive rebound by M. Bridges,,28,37
173,2,7:09.0,Shooting foul by M. Morris (drawn by P. Washington),,28,37
174,2,7:09.0,,R. Barrett enters the game for D. Dotson,28,37
175,2,7:09.0,,T. Gibson enters the game for B. Portis,28,37
176,2,7:09.0,,J. Randle enters the game for M. Robinson,28,37
177,2,7:09.0,P. Washington makes free throw 1 of 2,,29,37
178,2,7:09.0,P. Washington makes free throw 2 of 2,,30,37
179,2,6:52.0,,J. Randle makes 2-pt jump shot from 19 ft,30,39
180,2,6:35.0,Personal foul by F. Ntilikina (drawn by T. Rozier),,30,39
181,2,6:28.0,M. Bridges misses 3-pt jump shot from 23 ft,,30,39
182,2,6:25.0,,Defensive rebound by T. Gibson,30,39
183,2,6:13.0,,Shooting foul by M. Bridges (drawn by M. Morris),30,39
184,2,6:13.0,N. Batum enters the game for M. Bridges,,30,39
185,2,6:13.0,,M. Morris makes free throw 1 of 2,30,40
186,2,6:13.0,,M. Morris makes free throw 2 of 2,30,41
187,2,5:54.0,P. Washington makes 2-pt dunk from 1 ft (assist by N. Batum),,32,41
188,2,5:39.0,,J. Randle misses 2-pt jump shot from 20 ft,32,41
189,2,5:38.0,Defensive rebound by N. Batum,,32,41
190,2,5:25.0,T. Rozier makes 2-pt jump shot from 13 ft,,34,41
191,2,5:07.0,,R. Barrett misses 2-pt jump shot from 6 ft,34,41
192,2,5:06.0,Defensive rebound by C. Zeller,,34,41
193,2,4:51.0,M. Monk makes 2-pt layup from 2 ft,,36,41
194,2,4:35.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Randle),36,44
195,2,4:35.0,Charlotte full timeout,,36,44
196,2,4:35.0,M. Williams enters the game for P. Washington,,36,44
197,2,4:19.0,M. Monk misses 2-pt jump shot from 19 ft,,36,44
198,2,4:16.0,,Defensive rebound by T. Gibson,36,44
199,2,4:08.0,,R. Barrett misses 2-pt jump shot from 8 ft,36,44
200,2,4:06.0,,Offensive rebound by J. Randle,36,44
201,2,4:05.0,,Shooting foul by M. Williams (drawn by J. Randle),36,44
202,2,4:05.0,D. Graham enters the game for N. Batum,,36,44
203,2,4:05.0,,J. Randle misses free throw 1 of 2,36,44
204,2,4:05.0,,Offensive rebound by Team,36,44
205,2,4:05.0,,J. Randle misses free throw 2 of 2,36,44
206,2,4:00.0,Defensive rebound by C. Zeller,,36,44
207,2,3:53.0,T. Rozier makes 3-pt jump shot from 22 ft (assist by M. Monk),,39,44
208,2,3:29.0,,Turnover by F. Ntilikina (bad pass),39,44
209,2,3:13.0,D. Graham makes 3-pt jump shot from 27 ft (assist by M. Monk),,42,44
210,2,2:55.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Randle),42,46
211,2,2:55.0,,Shooting foul by C. Zeller (drawn by T. Gibson),42,46
212,2,2:55.0,P. Washington enters the game for C. Zeller,,42,46
213,2,2:55.0,,T. Gibson makes free throw 1 of 1,42,47
214,2,2:37.0,Turnover by D. Graham (lost ball),,42,47
215,2,2:37.0,Loose ball foul by D. Graham (drawn by F. Ntilikina),,42,47
216,2,2:37.0,,M. Robinson enters the game for T. Gibson,42,47
217,2,2:37.0,,F. Ntilikina makes free throw 1 of 2,42,48
218,2,2:37.0,,F. Ntilikina makes free throw 2 of 2,42,49
219,2,2:26.0,M. Williams makes 3-pt jump shot from 25 ft (assist by P. Washington),,45,49
220,2,2:06.0,,M. Morris misses 2-pt jump shot from 1 ft,45,49
221,2,2:04.0,Defensive rebound by P. Washington,,45,49
222,2,1:59.0,M. Williams misses 3-pt jump shot from 25 ft,,45,49
223,2,1:56.0,,Defensive rebound by R. Barrett,45,49
224,2,1:46.0,,J. Randle misses 2-pt layup from 1 ft,45,49
225,2,1:46.0,,Offensive rebound by M. Robinson,45,49
226,2,1:46.0,,M. Robinson makes 2-pt layup from 1 ft,45,51
227,2,1:46.0,,Shooting foul by P. Washington (drawn by M. Robinson),45,51
228,2,1:46.0,,D. Dotson enters the game for F. Ntilikina,45,51
229,2,1:46.0,,M. Robinson misses free throw 1 of 1,45,51
230,2,1:45.0,Defensive rebound by D. Graham,,45,51
231,2,1:41.0,D. Graham misses 3-pt jump shot from 26 ft,,45,51
232,2,1:36.0,Offensive rebound by T. Rozier,,45,51
233,2,1:35.0,T. Rozier misses 3-pt jump shot from 26 ft,,45,51
234,2,1:31.0,,Defensive rebound by J. Randle,45,51
235,2,1:20.0,,R. Barrett makes 2-pt jump shot from 16 ft (assist by M. Morris),45,53
236,2,1:01.0,Turnover by D. Graham (lost ball; steal by M. Robinson),,45,53
237,2,0:55.0,,J. Randle misses 2-pt layup from 3 ft (block by M. Monk),45,53
238,2,0:53.0,,Offensive rebound by Team,45,53
239,2,0:37.0,,R. Barrett makes 2-pt layup at rim,45,55
240,2,0:27.0,P. Washington misses 3-pt jump shot from 27 ft,,45,55
241,2,0:24.0,Offensive rebound by T. Rozier,,45,55
242,2,0:23.0,T. Rozier makes 2-pt layup from 2 ft,,47,55
243,2,0:00.0,,Offensive foul by J. Randle (drawn by M. Williams),47,55
244,2,0:00.0,,Turnover by J. Randle (offensive foul),47,55
245,3,11:39.0,Turnover by M. Bridges (bad pass),,47,55
246,3,11:20.0,,J. Randle misses 3-pt jump shot from 25 ft,47,55
247,3,11:16.0,Defensive rebound by M. Bridges,,47,55
248,3,11:12.0,M. Bridges misses 3-pt jump shot from 26 ft,,47,55
249,3,11:06.0,Offensive rebound by D. Graham,,47,55
250,3,10:59.0,T. Rozier makes 2-pt layup from 1 ft,,49,55
251,3,10:41.0,,R. Barrett makes 2-pt jump shot from 10 ft,49,57
252,3,10:25.0,M. Bridges misses 3-pt jump shot from 24 ft,,49,57
253,3,10:21.0,,Defensive rebound by J. Randle,49,57
254,3,10:04.0,,R. Barrett makes 3-pt jump shot from 24 ft (assist by J. Randle),49,60
255,3,9:42.0,M. Bridges misses 2-pt hook shot from 8 ft,,49,60
256,3,9:41.0,,Defensive rebound by M. Morris,49,60
257,3,9:29.0,,M. Morris makes 2-pt jump shot from 4 ft,49,62
258,3,9:16.0,C. Zeller misses 2-pt jump shot from 8 ft,,49,62
259,3,9:14.0,,Defensive rebound by M. Morris,49,62
260,3,9:01.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by M. Morris),49,64
261,3,9:01.0,Charlotte full timeout,,49,64
262,3,9:01.0,N. Batum enters the game for M. Bridges,,49,64
263,3,8:48.0,N. Batum makes 3-pt jump shot from 23 ft (assist by C. Zeller),,52,64
264,3,8:24.0,,J. Randle makes 2-pt jump shot from 13 ft (assist by R. Barrett),52,66
265,3,8:07.0,D. Graham makes 3-pt jump shot from 26 ft,,55,66
266,3,7:48.0,,Turnover by R. Barrett (bad pass),55,66
267,3,7:36.0,Shooting foul by M. Morris (drawn by P. Washington),,55,66
268,3,7:36.0,P. Washington misses free throw 1 of 2,,55,66
269,3,7:36.0,Offensive rebound by Team,,55,66
270,3,7:36.0,P. Washington misses free throw 2 of 2,,55,66
271,3,7:34.0,,Defensive rebound by J. Randle,55,66
272,3,7:31.0,,Offensive foul by R. Barrett (drawn by T. Rozier),55,66
273,3,7:31.0,,Turnover by R. Barrett (offensive foul),55,66
274,3,7:07.0,N. Batum misses 3-pt jump shot from 26 ft,,55,66
275,3,7:03.0,,Defensive rebound by R. Barrett,55,66
276,3,6:55.0,,Turnover by R. Barrett (lost ball; steal by P. Washington),55,66
277,3,6:47.0,Turnover by N. Batum (bad pass; steal by F. Ntilikina),,55,66
278,3,6:43.0,,Turnover by F. Ntilikina (bad pass; steal by N. Batum),55,66
279,3,6:41.0,T. Rozier misses 3-pt jump shot from 25 ft,,55,66
280,3,6:37.0,Offensive rebound by C. Zeller,,55,66
281,3,6:37.0,C. Zeller misses 2-pt layup from 1 ft,,55,66
282,3,6:36.0,Offensive rebound by C. Zeller,,55,66
283,3,6:27.0,D. Graham misses 3-pt jump shot from 33 ft,,55,66
284,3,6:24.0,,Defensive rebound by J. Randle,55,66
285,3,6:08.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Randle),55,69
286,3,5:45.0,D. Graham misses 3-pt jump shot from 27 ft,,55,69
287,3,5:44.0,,Defensive rebound by M. Morris,55,69
288,3,5:35.0,,J. Randle misses 2-pt jump shot from 16 ft,55,69
289,3,5:33.0,,Offensive rebound by T. Gibson,55,69
290,3,5:32.0,,T. Gibson misses 2-pt layup from 3 ft,55,69
291,3,5:31.0,Defensive rebound by N. Batum,,55,69
292,3,5:24.0,D. Graham makes 3-pt jump shot from 26 ft (assist by P. Washington),,58,69
293,3,5:23.0,,New York full timeout,58,69
294,3,5:23.0,M. Monk enters the game for D. Graham,,58,69
295,3,5:23.0,M. Williams enters the game for C. Zeller,,58,69
296,3,5:23.0,,D. Dotson enters the game for T. Gibson,58,69
297,3,5:23.0,,B. Portis enters the game for M. Morris,58,69
298,3,5:23.0,,M. Robinson enters the game for J. Randle,58,69
299,3,5:23.0,,Violation by Team (delay of game),58,69
300,3,5:01.0,,B. Portis makes 2-pt jump shot from 10 ft (assist by D. Dotson),58,71
301,3,4:45.0,Personal foul by F. Ntilikina (drawn by T. Rozier),,58,71
302,3,4:45.0,,D. Smith enters the game for F. Ntilikina,58,71
303,3,4:43.0,P. Washington makes 2-pt dunk from 1 ft (assist by N. Batum),,60,71
304,3,4:18.0,,B. Portis misses 2-pt jump shot from 14 ft,60,71
305,3,4:17.0,,Offensive rebound by M. Robinson,60,71
306,3,4:15.0,,Turnover by M. Robinson (lost ball; steal by M. Williams),60,71
307,3,4:10.0,M. Williams makes 3-pt jump shot from 23 ft (assist by N. Batum),,63,71
308,3,3:44.0,,D. Dotson misses 2-pt jump shot from 15 ft,63,71
309,3,3:40.0,Defensive rebound by N. Batum,,63,71
310,3,3:37.0,Personal foul by D. Smith (drawn by P. Washington),,63,71
311,3,3:27.0,M. Monk makes 3-pt jump shot from 25 ft (assist by M. Williams),,66,71
312,3,3:26.0,,New York full timeout,66,71
313,3,3:26.0,B. Biyombo enters the game for T. Rozier,,66,71
314,3,3:26.0,D. Graham enters the game for P. Washington,,66,71
315,3,3:09.0,,D. Smith misses 2-pt jump shot from 15 ft,66,71
316,3,3:06.0,Defensive rebound by M. Williams,,66,71
317,3,3:02.0,M. Monk misses 2-pt layup from 4 ft,,66,71
318,3,3:01.0,Offensive rebound by M. Monk,,66,71
319,3,2:56.0,D. Graham misses 3-pt jump shot from 26 ft,,66,71
320,3,2:56.0,Offensive rebound by B. Biyombo,,66,71
321,3,2:52.0,B. Biyombo makes 2-pt layup from 3 ft,,68,71
322,3,2:29.0,,D. Smith misses 3-pt jump shot from 23 ft,68,71
323,3,2:29.0,,Offensive rebound by Team,68,71
324,3,2:26.0,,R. Barrett misses 2-pt hook shot from 2 ft,68,71
325,3,2:21.0,,Offensive rebound by M. Robinson,68,71
326,3,2:21.0,,M. Robinson misses 2-pt dunk at rim,68,71
327,3,2:20.0,Defensive rebound by N. Batum,,68,71
328,3,2:17.0,D. Graham misses 2-pt layup from 2 ft,,68,71
329,3,2:14.0,,Defensive rebound by D. Dotson,68,71
330,3,2:06.0,,R. Barrett makes 2-pt layup from 3 ft (assist by D. Dotson),68,73
331,3,2:06.0,,Shooting foul by M. Monk (drawn by R. Barrett),68,73
332,3,2:06.0,,R. Barrett makes free throw 1 of 1,68,74
333,3,1:51.0,M. Williams makes 3-pt jump shot from 24 ft (assist by N. Batum),,71,74
334,3,1:37.0,,R. Barrett misses 3-pt jump shot from 26 ft,71,74
335,3,1:36.0,Defensive rebound by Team,,71,74
336,3,1:36.0,,K. Knox enters the game for R. Barrett,71,74
337,3,1:21.0,M. Monk misses 3-pt jump shot from 26 ft,,71,74
338,3,1:20.0,Offensive rebound by Team,,71,74
339,3,1:20.0,,Loose ball foul by D. Dotson (drawn by M. Williams),71,74
340,3,1:12.0,Personal foul by D. Smith (drawn by M. Williams),,71,74
341,3,1:12.0,,F. Ntilikina enters the game for D. Smith,71,74
342,3,1:12.0,M. Williams makes free throw 1 of 2,,72,74
343,3,1:12.0,M. Williams makes free throw 2 of 2,,73,74
344,3,0:48.0,,B. Portis misses 2-pt jump shot from 16 ft,73,74
345,3,0:46.0,Defensive rebound by M. Williams,,73,74
346,3,0:33.0,M. Monk makes 2-pt layup at rim,,75,74
347,3,0:33.0,,Violation by Team (def goaltending),75,74
348,3,0:17.0,,M. Robinson makes 2-pt dunk at rim (assist by F. Ntilikina),75,76
349,3,0:01.0,N. Batum misses 3-pt jump shot from 27 ft,,75,76
350,3,0:01.0,Offensive rebound by Team,,75,76
351,4,11:45.0,,D. Dotson misses 3-pt jump shot from 24 ft,75,76
352,4,11:44.0,Defensive rebound by Team,,75,76
353,4,11:34.0,D. Graham makes 3-pt jump shot from 25 ft (assist by M. Monk),,78,76
354,4,11:11.0,,K. Knox misses 3-pt jump shot from 28 ft,78,76
355,4,11:08.0,Defensive rebound by M. Monk,,78,76
356,4,10:55.0,D. Graham misses 3-pt jump shot from 30 ft,,78,76
357,4,10:55.0,,Defensive rebound by K. Knox,78,76
358,4,10:44.0,,Personal foul by M. Monk (drawn by D. Dotson),78,76
359,4,10:31.0,,Shooting foul by M. Williams (drawn by M. Robinson),78,76
360,4,10:31.0,,M. Robinson makes free throw 1 of 2,78,77
361,4,10:31.0,,M. Robinson makes free throw 2 of 2,78,78
362,4,10:17.0,C. Zeller makes 2-pt layup from 1 ft,,80,78
363,4,10:06.0,,B. Portis misses 2-pt jump shot from 11 ft,80,78
364,4,10:06.0,,Offensive rebound by Team,80,78
365,4,10:06.0,Loose ball foul by D. Graham (drawn by M. Robinson),,80,78
366,4,9:57.0,,M. Robinson makes 2-pt dunk at rim (assist by B. Portis),80,80
367,4,9:42.0,M. Monk misses 3-pt jump shot from 27 ft,,80,80
368,4,9:42.0,,Defensive rebound by B. Portis,80,80
369,4,9:33.0,,K. Knox misses 2-pt jump shot from 6 ft,80,80
370,4,9:33.0,,Offensive rebound by M. Robinson,80,80
371,4,9:33.0,,Shooting foul by M. Williams (drawn by M. Robinson),80,80
372,4,9:33.0,P. Washington enters the game for M. Williams,,80,80
373,4,9:33.0,,M. Robinson makes free throw 1 of 2,80,81
374,4,9:33.0,,M. Robinson makes free throw 2 of 2,80,82
375,4,9:17.0,Turnover by D. Graham (bad pass; steal by F. Ntilikina),,80,82
376,4,9:07.0,,K. Knox misses 3-pt jump shot from 24 ft,80,82
377,4,9:04.0,Defensive rebound by P. Washington,,80,82
378,4,8:55.0,Turnover by C. Zeller (traveling),,80,82
379,4,8:55.0,,M. Morris enters the game for K. Knox,80,82
380,4,8:39.0,,F. Ntilikina makes 2-pt jump shot from 11 ft,80,84
381,4,8:38.0,Charlotte full timeout,,80,84
382,4,8:38.0,N. Batum enters the game for M. Bridges,,80,84
383,4,8:38.0,T. Rozier enters the game for D. Graham,,80,84
384,4,8:25.0,C. Zeller misses 2-pt layup from 3 ft,,80,84
385,4,8:23.0,Offensive rebound by P. Washington,,80,84
386,4,8:12.0,T. Rozier misses 3-pt jump shot from 31 ft,,80,84
387,4,8:07.0,,Defensive rebound by D. Dotson,80,84
388,4,7:48.0,,M. Morris makes 2-pt jump shot from 18 ft,80,86
389,4,7:21.0,M. Monk misses 2-pt jump shot from 3 ft,,80,86
390,4,7:19.0,,Defensive rebound by M. Robinson,80,86
391,4,7:09.0,,F. Ntilikina misses 2-pt jump shot from 7 ft,80,86
392,4,7:07.0,Defensive rebound by M. Monk,,80,86
393,4,7:01.0,Turnover by T. Rozier (lost ball; steal by B. Portis),,80,86
