,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MIAMI_ACTION,CLEVELAND_SCORE,MIAMI_SCORE
0,1,11:48.0,Turnover by D. Garland (bad pass; steal by J. Butler),,0,0
1,1,11:46.0,,Turnover by K. Nunn (bad pass),0,0
2,1,11:33.0,K. Love misses 3-pt jump shot from 26 ft,,0,0
3,1,11:28.0,Offensive rebound by L. Nance,,0,0
4,1,11:28.0,L. Nance makes 2-pt layup at rim,,2,0
5,1,11:09.0,,B. Adebayo makes 2-pt jump shot from 13 ft (assist by K. Nunn),2,2
6,1,10:56.0,K. Love makes 2-pt layup from 1 ft (assist by D. Garland),,4,2
7,1,10:44.0,,Turnover by K. Nunn (bad pass; steal by C. Osman),4,2
8,1,10:40.0,C. Sexton misses 2-pt layup from 2 ft (block by J. Butler),,4,2
9,1,10:40.0,,Defensive rebound by Team,4,2
10,1,10:25.0,,B. Adebayo makes 2-pt jump shot from 14 ft (assist by K. Nunn),4,4
11,1,10:13.0,L. Nance misses 2-pt jump shot from 14 ft,,4,4
12,1,10:09.0,,Defensive rebound by D. Robinson,4,4
13,1,9:59.0,,B. Adebayo makes 2-pt dunk from 2 ft (assist by J. Butler),4,6
14,1,9:46.0,C. Sexton misses 3-pt jump shot from 25 ft,,4,6
15,1,9:44.0,,Defensive rebound by M. Leonard,4,6
16,1,9:36.0,,Turnover by K. Nunn (bad pass),4,6
17,1,9:14.0,D. Garland misses 3-pt jump shot from 29 ft,,4,6
18,1,9:10.0,,Defensive rebound by J. Butler,4,6
19,1,9:09.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Butler),4,8
20,1,8:51.0,Turnover by K. Love (back court),,4,8
21,1,8:40.0,,Turnover by J. Butler (traveling),4,8
22,1,8:26.0,Turnover by K. Love (lost ball; steal by K. Nunn),,4,8
23,1,8:22.0,,J. Butler makes 2-pt dunk from 1 ft (assist by K. Nunn),4,10
24,1,8:10.0,C. Sexton makes 2-pt jump shot from 8 ft,,6,10
25,1,8:10.0,Shooting foul by J. Butler (drawn by C. Sexton),,6,10
26,1,8:10.0,C. Sexton makes free throw 1 of 1,,7,10
27,1,7:54.0,,K. Nunn makes 2-pt layup from 1 ft,7,12
28,1,7:45.0,Turnover by D. Garland (step out of bounds),,7,12
29,1,7:37.0,,Shooting foul by C. Sexton (drawn by J. Butler),7,12
30,1,7:37.0,,J. Butler makes free throw 1 of 2,7,13
31,1,7:37.0,,J. Butler makes free throw 2 of 2,7,14
32,1,7:24.0,C. Osman misses 2-pt hook shot from 4 ft,,7,14
33,1,7:19.0,Offensive rebound by L. Nance,,7,14
34,1,7:19.0,L. Nance makes 2-pt dunk at rim,,9,14
35,1,7:01.0,,J. Butler misses 2-pt jump shot from 9 ft,9,14
36,1,6:57.0,Defensive rebound by K. Love,,9,14
37,1,6:52.0,D. Garland misses 2-pt jump shot from 5 ft,,9,14
38,1,6:49.0,,Defensive rebound by M. Leonard,9,14
39,1,6:48.0,,Turnover by M. Leonard (bad pass; steal by C. Sexton),9,14
40,1,6:42.0,C. Osman misses 3-pt jump shot from 26 ft,,9,14
41,1,6:38.0,Offensive rebound by L. Nance,,9,14
42,1,6:37.0,Turnover by C. Osman (back court),,9,14
43,1,6:37.0,,Miami full timeout,9,14
44,1,6:37.0,M. Dellavedova enters the game for D. Garland,,9,14
45,1,6:23.0,,J. Butler misses 2-pt layup from 1 ft (block by L. Nance),9,14
46,1,6:22.0,Defensive rebound by L. Nance,,9,14
47,1,6:22.0,Personal foul by D. Robinson (drawn by C. Sexton),,9,14
48,1,6:09.0,L. Nance makes 2-pt layup from 3 ft (assist by C. Osman),,11,14
49,1,5:56.0,,K. Nunn makes 2-pt layup from 3 ft,11,16
50,1,5:42.0,L. Nance makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,14,16
51,1,5:27.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),14,19
52,1,5:13.0,Turnover by K. Love (discontinued dribble),,14,19
53,1,5:13.0,A. Žižić enters the game for L. Nance,,14,19
54,1,5:13.0,,G. Dragić enters the game for D. Robinson,14,19
55,1,4:47.0,,J. Butler misses 3-pt jump shot from 23 ft,14,19
56,1,4:44.0,Defensive rebound by K. Love,,14,19
57,1,4:39.0,M. Dellavedova misses 3-pt jump shot from 29 ft,,14,19
58,1,4:34.0,,Defensive rebound by G. Dragić,14,19
59,1,4:25.0,,G. Dragić makes 2-pt hook shot from 7 ft (assist by B. Adebayo),14,21
60,1,4:07.0,C. Osman misses 3-pt jump shot from 26 ft,,14,21
61,1,4:03.0,,Defensive rebound by M. Leonard,14,21
62,1,3:40.0,,K. Nunn makes 3-pt jump shot from 24 ft,14,24
63,1,3:27.0,A. Žižić makes 2-pt layup from 2 ft (assist by M. Dellavedova),,16,24
64,1,3:09.0,,G. Dragić makes 2-pt jump shot from 17 ft,16,26
65,1,2:51.0,C. Sexton misses 2-pt jump shot from 19 ft,,16,26
66,1,2:49.0,,Defensive rebound by B. Adebayo,16,26
67,1,2:41.0,,Turnover by K. Nunn (bad pass; steal by C. Osman),16,26
68,1,2:40.0,Shooting foul by B. Adebayo (drawn by C. Osman),,16,26
69,1,2:40.0,Cleveland full timeout,,16,26
70,1,2:40.0,J. Clarkson enters the game for K. Love,,16,26
71,1,2:40.0,L. Nance enters the game for C. Sexton,,16,26
72,1,2:40.0,,T. Herro enters the game for B. Adebayo,16,26
73,1,2:40.0,,K. Olynyk enters the game for M. Leonard,16,26
74,1,2:40.0,,C. Silva enters the game for K. Nunn,16,26
75,1,2:40.0,C. Osman misses free throw 1 of 2,,16,26
76,1,2:40.0,Offensive rebound by Team,,16,26
77,1,2:40.0,C. Osman makes free throw 2 of 2,,17,26
78,1,2:25.0,,J. Butler misses 2-pt layup from 1 ft,17,26
79,1,2:25.0,,Offensive rebound by Team,17,26
80,1,2:25.0,,Loose ball foul by C. Silva (drawn by A. Žižić),17,26
81,1,2:25.0,,Turnover by C. Silva (turnover),17,26
82,1,2:25.0,K. Porter enters the game for C. Osman,,17,26
83,1,2:10.0,Turnover by K. Porter (bad pass; steal by K. Olynyk),,17,26
84,1,2:03.0,,T. Herro misses 3-pt jump shot from 25 ft,17,26
85,1,2:00.0,,Offensive rebound by J. Butler,17,26
86,1,1:57.0,,G. Dragić misses 3-pt jump shot from 25 ft,17,26
87,1,1:55.0,,Offensive rebound by T. Herro,17,26
88,1,1:52.0,,T. Herro makes 2-pt layup from 1 ft,17,28
89,1,1:27.0,M. Dellavedova misses 2-pt layup from 2 ft,,17,28
90,1,1:24.0,Offensive rebound by A. Žižić,,17,28
91,1,1:22.0,A. Žižić misses 2-pt layup from 5 ft,,17,28
92,1,1:20.0,,Defensive rebound by C. Silva,17,28
93,1,1:20.0,,D. Robinson enters the game for J. Butler,17,28
94,1,1:01.0,,G. Dragić makes 2-pt layup from 2 ft,17,30
95,1,0:47.0,Turnover by K. Porter (out of bounds lost ball),,17,30
96,1,0:38.0,,G. Dragić makes 2-pt layup from 1 ft,17,32
97,1,0:22.0,L. Nance makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,20,32
98,1,0:13.0,,Turnover by T. Herro (lost ball; steal by L. Nance),20,32
99,1,0:09.0,K. Porter makes 2-pt dunk from 1 ft (assist by L. Nance),,22,32
100,1,0:01.0,,Personal foul by M. Dellavedova (drawn by G. Dragić),22,32
101,1,0:00.0,,K. Olynyk misses 2-pt jump shot from 22 ft,22,32
102,1,0:00.0,,Offensive rebound by Team,22,32
103,2,11:48.0,,Turnover by T. Herro (bad pass),22,32
104,2,11:32.0,D. Garland misses 3-pt jump shot from 24 ft,,22,32
105,2,11:30.0,,Defensive rebound by T. Herro,22,32
106,2,11:23.0,,G. Dragić misses 3-pt jump shot from 27 ft,22,32
107,2,11:19.0,,Offensive rebound by Team,22,32
108,2,11:10.0,,D. Robinson makes 3-pt jump shot from 30 ft (assist by T. Herro),22,35
109,2,11:00.0,J. Clarkson misses 3-pt jump shot from 23 ft,,22,35
110,2,10:58.0,,Defensive rebound by C. Silva,22,35
111,2,10:46.0,,T. Herro makes 3-pt jump shot from 23 ft (assist by G. Dragić),22,38
112,2,10:45.0,Cleveland full timeout,,22,38
113,2,10:36.0,Personal foul by T. Herro (drawn by D. Garland),,22,38
114,2,10:25.0,K. Porter misses 2-pt jump shot from 15 ft,,22,38
115,2,10:22.0,,Defensive rebound by K. Olynyk,22,38
116,2,10:12.0,,D. Robinson makes 3-pt jump shot from 25 ft (assist by G. Dragić),22,41
117,2,10:00.0,Offensive foul by A. Žižić (drawn by C. Silva),,22,41
118,2,10:00.0,Turnover by A. Žižić (offensive foul),,22,41
119,2,10:00.0,Instant Replay (Request: Ruling Stands),,22,41
120,2,9:46.0,,D. Robinson misses 3-pt jump shot from 24 ft,22,41
121,2,9:46.0,,Offensive rebound by Team,22,41
122,2,9:46.0,Loose ball foul by A. Žižić (drawn by C. Silva),,22,41
123,2,9:46.0,K. Love enters the game for A. Žižić,,22,41
124,2,9:38.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by G. Dragić),22,43
125,2,9:17.0,K. Porter makes 3-pt jump shot from 26 ft (assist by D. Garland),,25,43
126,2,9:05.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by G. Dragić),25,46
127,2,8:43.0,K. Love makes 2-pt jump shot from 18 ft,,27,46
128,2,8:29.0,,T. Herro makes 2-pt jump shot from 14 ft,27,48
129,2,8:15.0,D. Garland misses 2-pt layup from 9 ft (block by G. Dragić),,27,48
130,2,8:15.0,,Defensive rebound by G. Dragić,27,48
131,2,8:08.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by G. Dragić),27,51
132,2,7:52.0,D. Garland misses 3-pt jump shot from 23 ft,,27,51
133,2,7:52.0,Offensive rebound by K. Love,,27,51
134,2,7:52.0,Shooting foul by K. Olynyk (drawn by K. Love),,27,51
135,2,7:52.0,K. Love makes free throw 1 of 2,,28,51
136,2,7:52.0,K. Love makes free throw 2 of 2,,29,51
137,2,7:35.0,,Turnover by G. Dragić (bad pass; steal by D. Garland),29,51
138,2,7:29.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by K. Love),,32,51
139,2,7:10.0,,Offensive foul by C. Silva (drawn by K. Porter),32,51
140,2,7:10.0,,Turnover by C. Silva (offensive foul),32,51
141,2,6:49.0,Shooting foul by D. Robinson (drawn by K. Love),,32,51
142,2,6:49.0,K. Love makes free throw 1 of 2,,33,51
143,2,6:49.0,C. Osman enters the game for L. Nance,,33,51
144,2,6:49.0,,B. Adebayo enters the game for D. Robinson,33,51
145,2,6:49.0,,J. Butler enters the game for C. Silva,33,51
146,2,6:49.0,K. Love makes free throw 2 of 2,,34,51
147,2,6:34.0,,T. Herro makes 3-pt jump shot from 24 ft (assist by K. Olynyk),34,54
148,2,6:20.0,J. Clarkson misses 3-pt jump shot from 23 ft (block by J. Butler),,34,54
149,2,6:16.0,Offensive rebound by J. Clarkson,,34,54
150,2,6:13.0,K. Porter makes 2-pt layup from 2 ft (assist by J. Clarkson),,36,54
151,2,5:59.0,,K. Olynyk misses 3-pt jump shot from 25 ft,36,54
152,2,5:56.0,Defensive rebound by J. Clarkson,,36,54
153,2,5:45.0,K. Love makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,39,54
154,2,5:44.0,,Miami full timeout,39,54
155,2,5:44.0,C. Sexton enters the game for D. Garland,,39,54
156,2,5:27.0,,Turnover by J. Butler (bad pass; steal by C. Osman),39,54
157,2,5:25.0,Turnover by C. Osman (discontinued dribble),,39,54
158,2,5:14.0,,J. Butler misses 2-pt layup from 2 ft,39,54
159,2,5:14.0,,Offensive rebound by Team,39,54
160,2,5:14.0,,K. Nunn enters the game for G. Dragić,39,54
161,2,5:14.0,,D. Robinson enters the game for K. Olynyk,39,54
162,2,5:09.0,,T. Herro makes 2-pt jump shot from 22 ft (assist by J. Butler),39,56
163,2,4:54.0,J. Clarkson misses 3-pt jump shot from 26 ft,,39,56
164,2,4:54.0,,Defensive rebound by B. Adebayo,39,56
165,2,4:43.0,,Personal foul by J. Clarkson (drawn by B. Adebayo),39,56
166,2,4:43.0,A. McKinnie enters the game for J. Clarkson,,39,56
167,2,4:34.0,,Shooting foul by K. Porter (drawn by J. Butler),39,56
168,2,4:34.0,,J. Butler makes free throw 1 of 2,39,57
169,2,4:34.0,,J. Butler makes free throw 2 of 2,39,58
170,2,4:23.0,Turnover by C. Sexton (bad pass; steal by J. Butler),,39,58
171,2,4:13.0,,Turnover by J. Butler (bad pass; steal by A. McKinnie),39,58
172,2,4:06.0,C. Osman misses 2-pt jump shot from 20 ft,,39,58
173,2,4:03.0,,Defensive rebound by J. Butler,39,58
174,2,3:50.0,,T. Herro misses 3-pt jump shot from 25 ft,39,58
175,2,3:48.0,Defensive rebound by K. Porter,,39,58
176,2,3:44.0,K. Love makes 3-pt jump shot from 26 ft (assist by K. Porter),,42,58
177,2,3:18.0,,Shooting foul by K. Porter (drawn by B. Adebayo),42,58
178,2,3:18.0,,B. Adebayo makes free throw 1 of 2,42,59
179,2,3:18.0,,B. Adebayo misses free throw 2 of 2,42,59
180,2,3:16.0,Defensive rebound by K. Love,,42,59
181,2,3:07.0,K. Love makes 3-pt jump shot from 28 ft (assist by K. Porter),,45,59
182,2,2:49.0,,D. Robinson makes 3-pt jump shot from 27 ft (assist by J. Butler),45,62
183,2,2:34.0,C. Sexton misses 2-pt hook shot from 9 ft,,45,62
184,2,2:31.0,,Defensive rebound by T. Herro,45,62
185,2,2:25.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by T. Herro),45,65
186,2,2:11.0,K. Love misses 3-pt jump shot from 26 ft,,45,65
187,2,2:09.0,,Defensive rebound by D. Robinson,45,65
188,2,2:02.0,,D. Robinson makes 3-pt jump shot from 22 ft (assist by T. Herro),45,68
189,2,2:02.0,Cleveland full timeout,,45,68
190,2,2:02.0,D. Garland enters the game for C. Osman,,45,68
191,2,2:02.0,L. Nance enters the game for K. Porter,,45,68
192,2,1:50.0,L. Nance misses 3-pt jump shot from 25 ft,,45,68
193,2,1:48.0,,Defensive rebound by K. Nunn,45,68
194,2,1:35.0,,D. Robinson misses 3-pt jump shot from 26 ft,45,68
195,2,1:35.0,,Offensive rebound by B. Adebayo,45,68
196,2,1:27.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by K. Nunn),45,70
197,2,1:11.0,C. Sexton misses 3-pt jump shot from 26 ft,,45,70
198,2,1:09.0,,Defensive rebound by B. Adebayo,45,70
199,2,1:00.0,,K. Nunn makes 2-pt dunk from 2 ft (assist by J. Butler),45,72
200,2,0:52.0,D. Garland makes 3-pt jump shot from 27 ft,,48,72
201,2,0:29.0,,D. Robinson makes 3-pt jump shot from 35 ft,48,75
202,2,0:17.0,D. Garland misses 2-pt hook shot from 5 ft,,48,75
203,2,0:17.0,Offensive rebound by K. Love,,48,75
204,2,0:17.0,,C. Silva enters the game for B. Adebayo,48,75
205,2,0:16.0,Personal foul by T. Herro (drawn by K. Love),,48,75
206,2,0:05.0,K. Love misses 2-pt jump shot from 18 ft,,48,75
207,2,0:05.0,,Defensive rebound by Team,48,75
208,2,0:05.0,Loose ball foul by L. Nance (drawn by C. Silva),,48,75
209,2,0:05.0,,C. Silva misses free throw 1 of 2,48,75
210,2,0:05.0,,Offensive rebound by Team,48,75
211,2,0:05.0,,C. Silva misses free throw 2 of 2,48,75
212,2,0:03.0,Defensive rebound by K. Love,,48,75
213,2,0:00.0,L. Nance misses 3-pt jump shot from 27 ft,,48,75
214,2,0:00.0,Offensive rebound by Team,,48,75
215,3,11:42.0,,Personal foul by J. Clarkson (drawn by D. Robinson),48,75
216,3,11:35.0,,K. Nunn misses 3-pt jump shot from 25 ft,48,75
217,3,11:32.0,Defensive rebound by K. Love,,48,75
218,3,11:20.0,K. Porter misses 2-pt jump shot from 18 ft,,48,75
219,3,11:17.0,,Defensive rebound by M. Leonard,48,75
220,3,10:58.0,,J. Butler misses 2-pt jump shot from 17 ft,48,75
221,3,10:51.0,Defensive rebound by K. Love,,48,75
222,3,10:48.0,Turnover by K. Love (bad pass),,48,75
223,3,10:27.0,,Turnover by M. Leonard (lost ball; steal by L. Nance),48,75
224,3,10:27.0,J. Clarkson misses 2-pt layup from 1 ft (block by J. Butler),,48,75
225,3,10:27.0,,Defensive rebound by Team,48,75
226,3,10:15.0,,Shooting foul by K. Porter (drawn by J. Butler),48,75
227,3,10:15.0,,J. Butler makes free throw 1 of 2,48,76
228,3,10:15.0,,J. Butler makes free throw 2 of 2,48,77
229,3,9:55.0,J. Clarkson misses 3-pt jump shot from 25 ft,,48,77
230,3,9:55.0,,Defensive rebound by Team,48,77
231,3,9:42.0,,Shooting foul by K. Porter (drawn by B. Adebayo),48,77
232,3,9:42.0,,B. Adebayo makes free throw 1 of 2,48,78
233,3,9:42.0,A. McKinnie enters the game for K. Porter,,48,78
234,3,9:42.0,,B. Adebayo misses free throw 2 of 2,48,78
235,3,9:39.0,Defensive rebound by L. Nance,,48,78
236,3,9:28.0,K. Love makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,51,78
237,3,9:03.0,,J. Butler misses 2-pt jump shot from 11 ft,51,78
238,3,9:01.0,Defensive rebound by K. Love,,51,78
239,3,8:57.0,Turnover by J. Clarkson (bad pass; steal by B. Adebayo),,51,78
240,3,8:56.0,,Personal take foul by K. Love (drawn by B. Adebayo),51,78
241,3,8:47.0,,Turnover by K. Nunn (bad pass; steal by A. McKinnie),51,78
242,3,8:42.0,A. McKinnie misses 2-pt layup from 1 ft,,51,78
243,3,8:37.0,Offensive rebound by J. Clarkson,,51,78
244,3,8:37.0,J. Clarkson makes 2-pt layup from 1 ft,,53,78
245,3,8:25.0,,K. Nunn makes 2-pt jump shot from 18 ft (assist by B. Adebayo),53,80
246,3,8:07.0,L. Nance misses 2-pt jump shot from 13 ft,,53,80
247,3,8:04.0,Offensive rebound by J. Clarkson,,53,80
248,3,8:01.0,Turnover by J. Clarkson (bad pass; steal by B. Adebayo),,53,80
249,3,7:56.0,,Offensive foul by B. Adebayo (drawn by M. Dellavedova),53,80
250,3,7:56.0,,Turnover by B. Adebayo (offensive foul),53,80
251,3,7:36.0,J. Clarkson makes 2-pt dunk from 1 ft,,55,80
252,3,7:21.0,,Turnover by B. Adebayo (bad pass; steal by A. McKinnie),55,80
253,3,7:14.0,J. Clarkson misses 3-pt jump shot from 27 ft,,55,80
254,3,7:09.0,,Defensive rebound by B. Adebayo,55,80
255,3,6:56.0,,J. Butler misses 2-pt jump shot from 11 ft,55,80
256,3,6:56.0,,Offensive rebound by B. Adebayo,55,80
257,3,6:56.0,,Shooting foul by M. Dellavedova (drawn by B. Adebayo),55,80
258,3,6:56.0,,Miami full timeout,55,80
259,3,6:56.0,,B. Adebayo misses free throw 1 of 2,55,80
260,3,6:56.0,,Offensive rebound by Team,55,80
261,3,6:56.0,,B. Adebayo makes free throw 2 of 2,55,81
262,3,6:47.0,Turnover by M. Dellavedova (bad pass),,55,81
263,3,6:34.0,,Personal foul by J. Clarkson (drawn by D. Robinson),55,81
264,3,6:34.0,,D. Robinson makes free throw 1 of 2,55,82
265,3,6:34.0,,D. Robinson makes free throw 2 of 2,55,83
266,3,6:24.0,J. Clarkson makes 2-pt layup from 2 ft,,57,83
267,3,6:24.0,Shooting foul by K. Nunn (drawn by J. Clarkson),,57,83
268,3,6:24.0,J. Clarkson makes free throw 1 of 1,,58,83
269,3,6:11.0,,Offensive foul by B. Adebayo (drawn by A. McKinnie),58,83
270,3,6:11.0,,Turnover by B. Adebayo (offensive foul),58,83
271,3,5:56.0,J. Clarkson misses 2-pt jump shot from 5 ft,,58,83
272,3,5:53.0,,Defensive rebound by M. Leonard,58,83
273,3,5:33.0,,J. Butler misses 2-pt jump shot from 17 ft,58,83
274,3,5:33.0,Defensive rebound by Team,,58,83
275,3,5:33.0,,C. Silva enters the game for B. Adebayo,58,83
276,3,5:28.0,Personal foul by C. Silva (drawn by K. Love),,58,83
277,3,5:28.0,,G. Dragić enters the game for D. Robinson,58,83
278,3,5:22.0,K. Love misses 3-pt jump shot from 27 ft,,58,83
279,3,5:18.0,,Defensive rebound by G. Dragić,58,83
280,3,5:11.0,,J. Butler misses 2-pt layup from 2 ft,58,83
281,3,5:10.0,,Offensive rebound by C. Silva,58,83
282,3,5:08.0,,C. Silva makes 2-pt layup from 2 ft,58,85
283,3,5:03.0,Shooting foul by G. Dragić (drawn by J. Clarkson),,58,85
284,3,5:03.0,J. Clarkson makes free throw 1 of 2,,59,85
285,3,5:03.0,A. Žižić enters the game for K. Love,,59,85
286,3,5:03.0,J. Clarkson makes free throw 2 of 2,,60,85
287,3,4:49.0,,G. Dragić misses 2-pt jump shot from 16 ft,60,85
288,3,4:47.0,,Offensive rebound by C. Silva,60,85
289,3,4:47.0,,C. Silva misses 2-pt layup from 2 ft (block by A. McKinnie),60,85
290,3,4:47.0,,Offensive rebound by C. Silva,60,85
291,3,4:47.0,,Shooting foul by A. McKinnie (drawn by C. Silva),60,85
292,3,4:47.0,,C. Silva misses free throw 1 of 2,60,85
293,3,4:47.0,,Offensive rebound by Team,60,85
294,3,4:47.0,C. Sexton enters the game for J. Clarkson,,60,85
295,3,4:47.0,,C. Silva misses free throw 2 of 2,60,85
296,3,4:44.0,Defensive rebound by L. Nance,,60,85
297,3,4:41.0,Personal foul by K. Nunn (drawn by M. Dellavedova),,60,85
298,3,4:36.0,Shooting foul by C. Silva (drawn by L. Nance),,60,85
299,3,4:36.0,L. Nance makes free throw 1 of 2,,61,85
300,3,4:36.0,L. Nance makes free throw 2 of 2,,62,85
301,3,4:29.0,,Personal foul by A. McKinnie (drawn by J. Butler),62,85
302,3,4:29.0,,J. Butler makes free throw 1 of 2,62,86
303,3,4:29.0,,U. Haslem enters the game for C. Silva,62,86
304,3,4:29.0,,J. Butler makes free throw 2 of 2,62,87
305,3,4:18.0,Personal foul by U. Haslem (drawn by C. Sexton),,62,87
306,3,4:18.0,C. Sexton makes free throw 1 of 2,,63,87
307,3,4:18.0,D. Garland enters the game for M. Dellavedova,,63,87
308,3,4:18.0,C. Sexton misses free throw 2 of 2,,63,87
309,3,4:18.0,,Defensive rebound by Team,63,87
310,3,4:18.0,Loose ball foul by A. Žižić (drawn by U. Haslem),,63,87
311,3,4:18.0,,U. Haslem makes free throw 1 of 2,63,88
