,QUARTER,TIME_REMAINING,TORONTO_ACTION,PORTLAND_ACTION,TORONTO_SCORE,PORTLAND_SCORE
0,1,11:40.0,,N. Little misses 3-pt jump shot from 24 ft,0,0
1,1,11:37.0,,Offensive rebound by H. Whiteside,0,0
2,1,11:25.0,,R. Hood makes 2-pt jump shot from 13 ft,0,2
3,1,10:57.0,M. Gasol misses 2-pt jump shot from 13 ft,,0,2
4,1,10:54.0,,Defensive rebound by N. Little,0,2
5,1,10:36.0,,C. McCollum misses 2-pt jump shot from 10 ft (block by N. Powell),0,2
6,1,10:32.0,,Offensive rebound by H. Whiteside,0,2
7,1,10:31.0,,H. Whiteside misses 2-pt hook shot at rim,0,2
8,1,10:29.0,Defensive rebound by M. Gasol,,0,2
9,1,10:14.0,Turnover by M. Miller (out of bounds lost ball),,0,2
10,1,10:02.0,,H. Whiteside makes 2-pt jump shot from 11 ft (assist by D. Lillard),0,4
11,1,9:52.0,F. VanVleet makes 2-pt layup from 1 ft,,2,4
12,1,9:45.0,,D. Lillard makes 3-pt jump shot from 28 ft,2,7
13,1,9:31.0,M. Gasol misses 2-pt jump shot from 14 ft,,2,7
14,1,9:30.0,,Defensive rebound by Team,2,7
15,1,9:17.0,,H. Whiteside makes 2-pt jump shot from 17 ft (assist by D. Lillard),2,9
16,1,9:02.0,M. Miller misses 3-pt jump shot from 26 ft,,2,9
17,1,8:59.0,,Defensive rebound by N. Little,2,9
18,1,8:36.0,,C. McCollum misses 3-pt jump shot from 35 ft,2,9
19,1,8:31.0,,Offensive rebound by H. Whiteside,2,9
20,1,8:28.0,,H. Whiteside makes 2-pt jump shot from 6 ft,2,11
21,1,8:09.0,N. Powell misses 2-pt jump shot from 8 ft,,2,11
22,1,8:07.0,,Defensive rebound by D. Lillard,2,11
23,1,7:59.0,,D. Lillard misses 3-pt jump shot from 27 ft,2,11
24,1,7:57.0,Defensive rebound by P. Siakam,,2,11
25,1,7:49.0,P. Siakam misses 2-pt layup from 11 ft,,2,11
26,1,7:47.0,,Defensive rebound by C. McCollum,2,11
27,1,7:42.0,,C. McCollum makes 2-pt jump shot from 10 ft,2,13
28,1,7:32.0,Toronto full timeout,,2,13
29,1,7:32.0,,Technical foul by N. Nurse,2,13
30,1,7:32.0,,D. Lillard makes technical free throw,2,14
31,1,7:19.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by M. Miller),,5,14
32,1,6:57.0,,N. Little misses 3-pt jump shot from 23 ft,5,14
33,1,6:53.0,Defensive rebound by F. VanVleet,,5,14
34,1,6:33.0,P. Siakam misses 2-pt layup from 1 ft,,5,14
35,1,6:31.0,,Defensive rebound by N. Little,5,14
36,1,6:23.0,,R. Hood makes 2-pt jump shot from 18 ft (assist by D. Lillard),5,16
37,1,6:15.0,P. Siakam makes 2-pt layup from 1 ft,,7,16
38,1,5:57.0,,H. Whiteside makes 2-pt jump shot from 21 ft,7,18
39,1,5:50.0,F. VanVleet misses 3-pt jump shot from 26 ft,,7,18
40,1,5:50.0,,Defensive rebound by H. Whiteside,7,18
41,1,5:39.0,,H. Whiteside misses 2-pt jump shot from 11 ft,7,18
42,1,5:37.0,Defensive rebound by N. Powell,,7,18
43,1,5:30.0,F. VanVleet makes 2-pt layup from 1 ft (assist by M. Gasol),,9,18
44,1,5:09.0,,R. Hood misses 3-pt jump shot from 25 ft,9,18
45,1,5:05.0,Defensive rebound by N. Powell,,9,18
46,1,5:02.0,P. Siakam makes 3-pt jump shot from 26 ft (assist by M. Gasol),,12,18
47,1,4:35.0,,D. Lillard misses 3-pt jump shot from 25 ft,12,18
48,1,4:34.0,Defensive rebound by Team,,12,18
49,1,4:34.0,C. Boucher enters the game for M. Miller,,12,18
50,1,4:34.0,,K. Bazemore enters the game for R. Hood,12,18
51,1,4:34.0,,A. Simons enters the game for C. McCollum,12,18
52,1,4:24.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,15,18
53,1,4:07.0,,A. Simons makes 2-pt jump shot from 9 ft (assist by D. Lillard),15,20
54,1,3:52.0,P. Siakam misses 2-pt layup from 2 ft,,15,20
55,1,3:48.0,Offensive rebound by C. Boucher,,15,20
56,1,3:48.0,C. Boucher makes 2-pt layup at rim,,17,20
57,1,3:40.0,,K. Bazemore makes 3-pt jump shot from 26 ft (assist by D. Lillard),17,23
58,1,3:23.0,F. VanVleet makes 2-pt layup from 2 ft,,19,23
59,1,3:23.0,,Violation by Team (def goaltending),19,23
60,1,3:09.0,,H. Whiteside misses 2-pt jump shot from 10 ft,19,23
61,1,3:09.0,,Offensive rebound by K. Bazemore,19,23
62,1,3:09.0,,K. Bazemore misses 2-pt layup from 2 ft,19,23
63,1,3:09.0,Defensive rebound by C. Boucher,,19,23
64,1,3:02.0,F. VanVleet makes 2-pt layup from 2 ft,,21,23
65,1,3:02.0,,Portland full timeout,21,23
66,1,3:02.0,R. Hollis-Jefferson enters the game for M. Gasol,,21,23
67,1,3:02.0,M. Thomas enters the game for N. Powell,,21,23
68,1,3:02.0,,M. Hezonja enters the game for N. Little,21,23
69,1,3:02.0,,S. Labissière enters the game for H. Whiteside,21,23
70,1,2:44.0,,S. Labissière misses 2-pt layup from 4 ft,21,23
71,1,2:42.0,Defensive rebound by C. Boucher,,21,23
72,1,2:27.0,M. Thomas misses 2-pt jump shot from 5 ft (block by D. Lillard),,21,23
73,1,2:25.0,,Defensive rebound by A. Simons,21,23
74,1,2:23.0,,M. Hezonja makes 2-pt layup at rim (assist by A. Simons),21,25
75,1,2:08.0,C. Boucher misses 3-pt jump shot from 26 ft,,21,25
76,1,2:08.0,Offensive rebound by Team,,21,25
77,1,1:58.0,Personal foul by D. Lillard (drawn by F. VanVleet),,21,25
78,1,1:46.0,M. Thomas misses 2-pt jump shot from 16 ft,,21,25
79,1,1:43.0,,Defensive rebound by M. Hezonja,21,25
80,1,1:34.0,,S. Labissière misses 2-pt hook shot from 6 ft,21,25
81,1,1:31.0,Defensive rebound by C. Boucher,,21,25
82,1,1:25.0,Turnover by R. Hollis-Jefferson (lost ball; steal by M. Hezonja),,21,25
83,1,1:15.0,,Turnover by S. Labissière (3 sec),21,25
84,1,1:04.0,P. Siakam misses 2-pt jump shot from 20 ft,,21,25
85,1,1:01.0,,Defensive rebound by S. Labissière,21,25
86,1,0:55.0,,Personal foul by R. Hollis-Jefferson (drawn by D. Lillard),21,25
87,1,0:49.0,,K. Bazemore misses 3-pt jump shot from 23 ft,21,25
88,1,0:46.0,,Offensive rebound by M. Hezonja,21,25
89,1,0:46.0,,Shooting foul by F. VanVleet (drawn by M. Hezonja),21,25
90,1,0:46.0,,M. Hezonja makes free throw 1 of 2,21,26
91,1,0:46.0,,M. Hezonja makes free throw 2 of 2,21,27
92,1,0:36.0,P. Siakam misses 3-pt jump shot from 29 ft,,21,27
93,1,0:34.0,,Defensive rebound by Team,21,27
94,1,0:27.0,,Turnover by A. Simons (bad pass; steal by P. Siakam),21,27
95,1,0:24.0,P. Siakam misses 2-pt layup from 1 ft (block by K. Bazemore),,21,27
96,1,0:23.0,Offensive rebound by R. Hollis-Jefferson,,21,27
97,1,0:23.0,R. Hollis-Jefferson makes 2-pt layup at rim,,23,27
98,1,0:08.0,,A. Simons makes 3-pt jump shot from 26 ft,23,30
99,1,0:02.0,F. VanVleet misses 2-pt layup from 2 ft,,23,30
100,1,0:02.0,Offensive rebound by R. Hollis-Jefferson,,23,30
101,1,0:01.0,R. Hollis-Jefferson misses 2-pt layup at rim,,23,30
102,1,0:00.0,,Defensive rebound by K. Bazemore,23,30
103,1,0:00.0,,K. Bazemore misses 3-pt jump shot from 54 ft,23,30
104,1,0:00.0,,Offensive rebound by Team,23,30
105,2,11:49.0,M. Thomas misses 3-pt jump shot from 27 ft,,23,30
106,2,11:47.0,Offensive rebound by C. Boucher,,23,30
107,2,11:35.0,T. Davis misses 2-pt jump shot from 13 ft,,23,30
108,2,11:32.0,,Defensive rebound by S. Labissière,23,30
109,2,11:20.0,,K. Bazemore misses 3-pt jump shot from 25 ft,23,30
110,2,11:19.0,Defensive rebound by Team,,23,30
111,2,10:58.0,M. Gasol misses 2-pt hook shot from 2 ft,,23,30
112,2,10:57.0,Offensive rebound by C. Boucher,,23,30
113,2,10:50.0,T. Davis makes 2-pt layup from 1 ft,,25,30
114,2,10:31.0,,M. Hezonja misses 3-pt jump shot from 25 ft,25,30
115,2,10:28.0,Defensive rebound by M. Gasol,,25,30
116,2,10:17.0,C. Boucher misses 2-pt layup from 1 ft,,25,30
117,2,10:15.0,,Defensive rebound by S. Labissière,25,30
118,2,10:09.0,,M. Hezonja misses 2-pt layup from 4 ft,25,30
119,2,10:08.0,Defensive rebound by M. Thomas,,25,30
120,2,9:57.0,T. Davis makes 3-pt jump shot from 27 ft (assist by C. Boucher),,28,30
121,2,9:40.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by S. Labissière),28,33
122,2,9:29.0,Shooting foul by M. Hezonja (drawn by N. Powell),,28,33
123,2,9:29.0,N. Powell makes free throw 1 of 2,,29,33
124,2,9:29.0,N. Powell makes free throw 2 of 2,,30,33
125,2,9:14.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by S. Labissière),30,36
126,2,9:00.0,T. Davis misses 3-pt jump shot from 25 ft,,30,36
127,2,8:57.0,,Defensive rebound by M. Hezonja,30,36
128,2,8:48.0,,A. Simons misses 3-pt jump shot from 25 ft,30,36
129,2,8:46.0,Defensive rebound by T. Davis,,30,36
130,2,8:33.0,M. Gasol misses 2-pt hook shot from 4 ft,,30,36
131,2,8:33.0,,Defensive rebound by M. Hezonja,30,36
132,2,8:24.0,,C. McCollum misses 3-pt jump shot from 26 ft,30,36
133,2,8:20.0,Defensive rebound by N. Powell,,30,36
134,2,8:15.0,Turnover by T. Davis (traveling),,30,36
135,2,8:04.0,,C. McCollum misses 2-pt jump shot from 20 ft,30,36
136,2,8:02.0,Defensive rebound by C. Boucher,,30,36
137,2,7:54.0,Personal foul by A. Simons (drawn by N. Powell),,30,36
138,2,7:54.0,S. Johnson enters the game for C. Boucher,,30,36
139,2,7:54.0,,R. Hood enters the game for M. Hezonja,30,36
140,2,7:41.0,T. Davis makes 3-pt jump shot from 29 ft (assist by M. Thomas),,33,36
141,2,7:20.0,,A. Simons makes 2-pt jump shot from 19 ft,33,38
142,2,6:58.0,M. Thomas misses 3-pt jump shot from 25 ft,,33,38
143,2,6:56.0,,Defensive rebound by K. Bazemore,33,38
144,2,6:50.0,,C. McCollum misses 2-pt jump shot from 8 ft,33,38
145,2,6:47.0,Defensive rebound by S. Johnson,,33,38
146,2,6:44.0,S. Johnson misses 2-pt layup from 5 ft,,33,38
147,2,6:40.0,Offensive rebound by S. Johnson,,33,38
148,2,6:40.0,S. Johnson makes 2-pt layup at rim,,35,38
149,2,6:24.0,,Personal foul by S. Johnson (drawn by S. Labissière),35,38
150,2,6:24.0,,Portland full timeout,35,38
151,2,6:24.0,,Instant Replay (Request: Ruling Stands),35,38
152,2,6:24.0,P. Siakam enters the game for M. Gasol,,35,38
153,2,6:24.0,F. VanVleet enters the game for M. Thomas,,35,38
154,2,6:14.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by K. Bazemore),35,41
155,2,5:56.0,P. Siakam makes 3-pt jump shot from 26 ft,,38,41
156,2,5:41.0,,K. Bazemore misses 3-pt jump shot from 23 ft,38,41
157,2,5:39.0,Defensive rebound by N. Powell,,38,41
158,2,5:33.0,N. Powell misses 2-pt layup from 2 ft (block by K. Bazemore),,38,41
159,2,5:30.0,,Defensive rebound by R. Hood,38,41
160,2,5:20.0,,K. Bazemore misses 3-pt jump shot from 23 ft,38,41
161,2,5:18.0,,Offensive rebound by S. Labissière,38,41
162,2,5:14.0,,C. McCollum makes 2-pt layup from 1 ft (assist by S. Labissière),38,43
163,2,5:06.0,Personal foul by K. Bazemore (drawn by F. VanVleet),,38,43
164,2,5:06.0,,D. Lillard enters the game for C. McCollum,38,43
165,2,4:57.0,P. Siakam makes 2-pt hook shot from 5 ft,,40,43
166,2,4:43.0,,R. Hood misses 2-pt jump shot from 8 ft,40,43
167,2,4:41.0,Defensive rebound by P. Siakam,,40,43
