,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ORLANDO_ACTION,WASHINGTON_SCORE,ORLANDO_SCORE
49,1,7:12.0,Offensive rebound by I. Thomas,,7,12
50,1,6:58.0,J. McRae makes 2-pt jump shot from 18 ft,,9,12
51,1,6:37.0,,N. Vučević makes 2-pt layup from 4 ft (assist by E. Fournier),9,14
52,1,6:30.0,Turnover by J. McRae (traveling),,9,14
53,1,6:17.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by M. Fultz),9,16
54,1,6:03.0,J. McRae misses 2-pt layup from 5 ft,,9,16
55,1,6:01.0,,Defensive rebound by M. Fultz,9,16
56,1,5:56.0,,M. Fultz misses 2-pt layup from 5 ft (block by J. McRae),9,16
57,1,5:54.0,,Offensive rebound by M. Fultz,9,16
58,1,5:51.0,,A. Gordon misses 2-pt layup from 4 ft,9,16
59,1,5:49.0,Defensive rebound by A. Pasečņiks,,9,16
60,1,5:46.0,Turnover by A. Pasečņiks (bad pass; steal by K. Birch),,9,16
61,1,5:40.0,,A. Gordon makes 2-pt layup from 3 ft,9,18
62,1,5:40.0,,Shooting foul by A. Schofield (drawn by A. Gordon),9,18
63,1,5:40.0,T. Brown enters the game for G. Payton,,9,18
64,1,5:40.0,,A. Gordon makes free throw 1 of 1,9,19
65,1,5:27.0,Shooting foul by K. Birch (drawn by T. Brown),,9,19
66,1,5:27.0,,T. Ross enters the game for A. Gordon,9,19
67,1,5:27.0,T. Brown makes free throw 1 of 2,,10,19
68,1,5:27.0,T. Brown makes free throw 2 of 2,,11,19
69,1,5:11.0,,M. Fultz misses 2-pt jump shot from 10 ft,11,19
70,1,5:08.0,Defensive rebound by T. Brown,,11,19
71,1,4:45.0,A. Schofield makes 2-pt jump shot from 11 ft (assist by A. Pasečņiks),,13,19
72,1,4:31.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by M. Fultz),13,22
73,1,4:22.0,J. McRae makes 2-pt layup from 4 ft (assist by I. Thomas),,15,22
74,1,4:09.0,,N. Vučević misses 2-pt layup from 5 ft (block by A. Pasečņiks),15,22
75,1,4:06.0,Defensive rebound by T. Brown,,15,22
76,1,4:04.0,J. McRae makes 2-pt layup from 6 ft,,17,22
77,1,4:02.0,,Orlando full timeout,17,22
78,1,4:02.0,,D. Augustin enters the game for E. Fournier,17,22
79,1,4:02.0,,W. Iwundu enters the game for M. Fultz,17,22
80,1,3:39.0,,T. Ross makes 3-pt jump shot from 26 ft,17,25
81,1,3:21.0,Personal foul by D. Augustin (drawn by I. Thomas),,17,25
82,1,3:13.0,Shooting foul by N. Vučević (drawn by T. Brown),,17,25
83,1,3:13.0,T. Brown makes free throw 1 of 2,,18,25
84,1,3:13.0,I. Smith enters the game for I. Thomas,,18,25
85,1,3:13.0,,M. Bamba enters the game for K. Birch,18,25
86,1,3:13.0,,A. Gordon enters the game for N. Vučević,18,25
87,1,3:13.0,T. Brown makes free throw 2 of 2,,19,25
88,1,3:00.0,,W. Iwundu makes 2-pt jump shot from 13 ft,19,27
89,1,2:54.0,A. Schofield makes 2-pt layup from 3 ft (assist by T. Brown),,21,27
90,1,2:54.0,,Violation by Team (def goaltending),21,27
91,1,2:43.0,,Turnover by T. Ross (bad pass; steal by J. McRae),21,27
92,1,2:43.0,Clear path foul by W. Iwundu,,21,27
93,1,2:43.0,Instant Replay (Request: Ruling Stands),,21,27
94,1,2:43.0,J. McRae misses clear path free throw 1 of 2,,21,27
95,1,2:43.0,Offensive rebound by Team,,21,27
96,1,2:43.0,J. McRae makes clear path free throw 2 of 2,,22,27
97,1,2:43.0,I. Bonga enters the game for J. McRae,,22,27
98,1,2:29.0,I. Smith misses 2-pt jump shot from 17 ft,,22,27
99,1,2:26.0,Offensive rebound by A. Pasečņiks,,22,27
100,1,2:18.0,Turnover by I. Bonga (traveling),,22,27
101,1,2:07.0,,A. Gordon makes 2-pt jump shot from 14 ft (assist by W. Iwundu),22,29
102,1,1:41.0,A. Schofield misses 3-pt jump shot from 26 ft,,22,29
103,1,1:38.0,,Defensive rebound by W. Iwundu,22,29
104,1,1:36.0,,W. Iwundu misses 2-pt jump shot from 14 ft,22,29
105,1,1:33.0,Defensive rebound by A. Schofield,,22,29
106,1,1:26.0,Personal foul by M. Bamba (drawn by A. Pasečņiks),,22,29
107,1,1:26.0,A. Pasečņiks makes free throw 1 of 2,,23,29
108,1,1:26.0,A. Pasečņiks misses free throw 2 of 2,,23,29
109,1,1:23.0,,Defensive rebound by M. Bamba,23,29
110,1,1:05.0,,A. Gordon misses 2-pt jump shot from 14 ft,23,29
111,1,1:03.0,Defensive rebound by I. Bonga,,23,29
112,1,0:51.0,I. Smith misses 3-pt jump shot from 26 ft,,23,29
113,1,0:48.0,,Defensive rebound by T. Ross,23,29
114,1,0:41.0,,D. Augustin misses 2-pt layup from 3 ft,23,29
115,1,0:39.0,Defensive rebound by I. Smith,,23,29
116,1,0:32.0,I. Smith misses 2-pt layup from 5 ft,,23,29
117,1,0:30.0,Offensive rebound by I. Bonga,,23,29
118,1,0:22.0,T. Brown misses 3-pt jump shot from 30 ft,,23,29
119,1,0:20.0,,Defensive rebound by A. Gordon,23,29
120,1,0:01.0,,D. Augustin makes 3-pt jump shot from 25 ft,23,32
121,1,0:00.0,A. Schofield misses 3-pt jump shot from 68 ft,,23,32
122,1,0:00.0,Offensive rebound by Team,,23,32
123,2,11:50.0,A. Pasečņiks makes 2-pt jump shot from 7 ft (assist by T. Brown),,25,32
124,2,11:23.0,,T. Ross misses 3-pt jump shot from 26 ft,25,32
125,2,11:21.0,,Offensive rebound by W. Iwundu,25,32
126,2,11:17.0,,Turnover by W. Iwundu (lost ball; steal by I. Bonga),25,32
127,2,11:12.0,A. Schofield makes 2-pt layup from 3 ft (assist by I. Smith),,27,32
128,2,10:47.0,,Turnover by D. Augustin (lost ball; steal by I. Smith),27,32
129,2,10:41.0,T. Brown makes 3-pt jump shot from 27 ft (assist by I. Smith),,30,32
130,2,10:25.0,,Shooting foul by I. Smith (drawn by D. Augustin),30,32
131,2,10:25.0,,D. Augustin makes free throw 1 of 2,30,33
132,2,10:25.0,,D. Augustin makes free throw 2 of 2,30,34
133,2,10:06.0,I. Bonga makes 2-pt layup from 6 ft (assist by A. Pasečņiks),,32,34
134,2,9:51.0,,T. Ross misses 3-pt jump shot from 27 ft,32,34
135,2,9:48.0,Defensive rebound by I. Smith,,32,34
136,2,9:41.0,Personal foul by T. Ross (drawn by T. Brown),,32,34
137,2,9:25.0,T. Brown misses 3-pt jump shot from 28 ft,,32,34
138,2,9:22.0,,Defensive rebound by T. Ross,32,34
139,2,9:12.0,,A. Gordon misses 3-pt jump shot from 23 ft,32,34
140,2,9:10.0,Defensive rebound by T. Brown,,32,34
141,2,9:00.0,I. Smith makes 2-pt jump shot from 21 ft,,34,34
142,2,8:47.0,,T. Ross misses 3-pt jump shot from 25 ft,34,34
143,2,8:44.0,Defensive rebound by T. Brown,,34,34
144,2,8:32.0,A. Schofield makes 3-pt jump shot from 24 ft (assist by T. Brown),,37,34
145,2,8:14.0,,A. Gordon makes 2-pt jump shot from 23 ft (assist by D. Augustin),37,36
146,2,8:01.0,A. Schofield makes 3-pt jump shot from 24 ft (assist by I. Smith),,40,36
147,2,7:36.0,,T. Ross makes 2-pt jump shot from 8 ft,40,38
148,2,7:20.0,I. Smith makes 2-pt jump shot from 14 ft,,42,38
149,2,7:01.0,,W. Iwundu makes 2-pt layup from 5 ft (assist by D. Augustin),42,40
150,2,7:01.0,,Shooting foul by T. Brown (drawn by W. Iwundu),42,40
151,2,7:01.0,I. Mahinmi enters the game for A. Pasečņiks,,42,40
152,2,7:01.0,J. McRae enters the game for A. Schofield,,42,40
153,2,7:01.0,,K. Birch enters the game for M. Bamba,42,40
154,2,7:01.0,,M. Fultz enters the game for A. Gordon,42,40
155,2,7:01.0,,N. Vučević enters the game for T. Ross,42,40
156,2,7:01.0,,W. Iwundu makes free throw 1 of 1,42,41
157,2,6:45.0,Turnover by I. Smith (bad pass; steal by K. Birch),,42,41
158,2,6:37.0,,Shooting foul by J. McRae (drawn by D. Augustin),42,41
159,2,6:37.0,,Orlando full timeout,42,41
160,2,6:37.0,I. Thomas enters the game for T. Brown,,42,41
161,2,6:37.0,,E. Fournier enters the game for W. Iwundu,42,41
162,2,6:37.0,,D. Augustin misses free throw 1 of 3,42,41
163,2,6:37.0,,Offensive rebound by Team,42,41
164,2,6:37.0,,D. Augustin makes free throw 2 of 3,42,42
165,2,6:37.0,,D. Augustin misses free throw 3 of 3,42,42
166,2,6:35.0,Defensive rebound by J. McRae,,42,42
167,2,6:12.0,Turnover by I. Smith (bad pass; steal by K. Birch),,42,42
168,2,6:07.0,,Shooting foul by I. Bonga (drawn by D. Augustin),42,42
169,2,6:07.0,,D. Augustin makes free throw 1 of 2,42,43
170,2,6:07.0,,D. Augustin makes free throw 2 of 2,42,44
171,2,5:56.0,I. Bonga makes 2-pt layup from 4 ft (assist by I. Smith),,44,44
172,2,5:56.0,Shooting foul by K. Birch (drawn by I. Bonga),,44,44
173,2,5:56.0,I. Bonga misses free throw 1 of 1,,44,44
174,2,5:52.0,,Defensive rebound by N. Vučević,44,44
175,2,5:35.0,,E. Fournier makes 2-pt jump shot from 18 ft (assist by N. Vučević),44,46
176,2,5:22.0,I. Smith makes 3-pt jump shot from 24 ft (assist by I. Thomas),,47,46
177,2,5:09.0,,M. Fultz misses 2-pt dunk from 5 ft (block by I. Bonga),47,46
178,2,5:06.0,,Offensive rebound by K. Birch,47,46
179,2,5:03.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by K. Birch),47,49
180,2,4:56.0,J. McRae misses 2-pt jump shot from 4 ft,,47,49
181,2,4:54.0,,Defensive rebound by K. Birch,47,49
182,2,4:36.0,,Shooting foul by I. Thomas (drawn by K. Birch),47,49
183,2,4:36.0,,K. Birch makes free throw 1 of 2,47,50
184,2,4:36.0,T. Brown enters the game for I. Bonga,,47,50
185,2,4:36.0,,K. Birch makes free throw 2 of 2,47,51
186,2,4:23.0,Turnover by I. Smith (lost ball; steal by N. Vučević),,47,51
187,2,4:18.0,,K. Birch makes 2-pt dunk from 4 ft (assist by D. Augustin),47,53
188,2,4:00.0,T. Brown makes 2-pt layup from 3 ft (assist by J. McRae),,49,53
189,2,3:36.0,,D. Augustin makes 3-pt jump shot from 23 ft,49,56
190,2,3:22.0,Washington full timeout,,49,56
191,2,3:22.0,,A. Gordon enters the game for D. Augustin,49,56
192,2,3:22.0,,T. Ross enters the game for K. Birch,49,56
193,2,3:16.0,Shooting foul by E. Fournier (drawn by I. Thomas),,49,56
194,2,3:16.0,I. Thomas misses free throw 1 of 2,,49,56
195,2,3:16.0,Offensive rebound by Team,,49,56
196,2,3:16.0,I. Thomas makes free throw 2 of 2,,50,56
197,2,3:00.0,,Personal foul by I. Mahinmi (drawn by N. Vučević),50,56
198,2,3:00.0,,N. Vučević makes free throw 1 of 2,50,57
199,2,3:00.0,A. Pasečņiks enters the game for I. Mahinmi,,50,57
200,2,3:00.0,,N. Vučević makes free throw 2 of 2,50,58
201,2,2:50.0,Def 3 sec tech foul by Team,,50,58
202,2,2:50.0,I. Thomas misses technical free throw,,50,58
203,2,2:50.0,Offensive rebound by Team,,50,58
204,2,2:36.0,I. Smith misses 2-pt jump shot from 23 ft,,50,58
205,2,2:33.0,,Defensive rebound by N. Vučević,50,58
206,2,2:19.0,,N. Vučević misses 3-pt jump shot from 27 ft,50,58
207,2,2:16.0,,Offensive rebound by A. Gordon,50,58
208,2,2:16.0,,A. Gordon makes 2-pt layup from 2 ft,50,60
209,2,2:16.0,,Shooting foul by T. Brown (drawn by A. Gordon),50,60
210,2,2:16.0,,A. Gordon makes free throw 1 of 1,50,61
211,2,2:02.0,I. Smith misses 2-pt jump shot from 18 ft,,50,61
212,2,2:00.0,,Defensive rebound by N. Vučević,50,61
213,2,1:52.0,,N. Vučević misses 2-pt jump shot from 11 ft,50,61
214,2,1:50.0,Defensive rebound by J. McRae,,50,61
215,2,1:38.0,J. McRae makes 2-pt jump shot from 16 ft,,52,61
216,2,1:17.0,,N. Vučević makes 2-pt jump shot from 6 ft (assist by E. Fournier),52,63
217,2,1:11.0,Turnover by I. Thomas (lost ball; steal by T. Ross),,52,63
218,2,1:11.0,,Personal foul by I. Thomas (drawn by T. Ross),52,63
219,2,1:11.0,,T. Ross makes free throw 1 of 2,52,64
220,2,1:11.0,,T. Ross makes free throw 2 of 2,52,65
221,2,1:00.0,T. Brown misses 3-pt jump shot from 25 ft,,52,65
222,2,0:57.0,,Defensive rebound by N. Vučević,52,65
223,2,0:50.0,,E. Fournier makes 2-pt jump shot from 8 ft,52,67
224,2,0:40.0,Personal foul by M. Fultz (drawn by A. Pasečņiks),,52,67
225,2,0:30.0,I. Smith misses 2-pt jump shot from 13 ft,,52,67
226,2,0:27.0,,Defensive rebound by E. Fournier,52,67
227,2,0:09.0,,N. Vučević makes 2-pt dunk from 2 ft (assist by M. Fultz),52,69
228,2,0:02.0,J. McRae misses 3-pt jump shot from 27 ft,,52,69
229,2,0:00.0,,Defensive rebound by M. Fultz,52,69
230,3,11:40.0,I. Mahinmi misses 2-pt layup from 3 ft,,52,69
231,3,11:38.0,,Defensive rebound by A. Gordon,52,69
232,3,11:21.0,,E. Fournier misses 3-pt jump shot from 22 ft (block by G. Payton),52,69
233,3,11:21.0,,Offensive rebound by Team,52,69
234,3,11:16.0,,N. Vučević makes 3-pt jump shot from 24 ft (assist by E. Fournier),52,72
235,3,10:55.0,G. Payton makes 2-pt layup from 2 ft (assist by J. McRae),,54,72
236,3,10:33.0,,M. Fultz misses 2-pt layup from 3 ft,54,72
237,3,10:31.0,Defensive rebound by I. Bonga,,54,72
238,3,10:27.0,G. Payton misses 3-pt jump shot from 26 ft,,54,72
239,3,10:24.0,,Defensive rebound by K. Birch,54,72
240,3,10:20.0,,Turnover by E. Fournier (bad pass),54,72
241,3,10:08.0,J. McRae misses 2-pt jump shot from 15 ft,,54,72
242,3,10:05.0,,Defensive rebound by K. Birch,54,72
243,3,9:59.0,,N. Vučević misses 3-pt jump shot from 27 ft,54,72
244,3,9:56.0,Defensive rebound by I. Mahinmi,,54,72
245,3,9:39.0,Turnover by I. Thomas (bad pass; steal by M. Fultz),,54,72
246,3,9:32.0,,Shooting foul by G. Payton (drawn by K. Birch),54,72
247,3,9:32.0,,K. Birch makes free throw 1 of 2,54,73
248,3,9:32.0,,K. Birch makes free throw 2 of 2,54,74
249,3,9:17.0,Turnover by I. Bonga (bad pass; steal by M. Fultz),,54,74
250,3,9:02.0,,M. Fultz misses 2-pt hook shot from 10 ft,54,74
251,3,8:59.0,Defensive rebound by G. Payton,,54,74
252,3,8:55.0,Turnover by G. Payton (bad pass; steal by A. Gordon),,54,74
253,3,8:40.0,,N. Vučević makes 2-pt hook shot from 6 ft,54,76
254,3,8:39.0,Washington full timeout,,54,76
255,3,8:39.0,A. Pasečņiks enters the game for I. Mahinmi,,54,76
256,3,8:28.0,I. Thomas misses 2-pt jump shot from 14 ft,,54,76
257,3,8:26.0,,Defensive rebound by K. Birch,54,76
258,3,8:21.0,,E. Fournier makes 2-pt jump shot from 5 ft,54,78
259,3,8:21.0,,Shooting foul by G. Payton (drawn by E. Fournier),54,78
260,3,8:21.0,A. Schofield enters the game for G. Payton,,54,78
261,3,8:21.0,,E. Fournier makes free throw 1 of 1,54,79
262,3,8:11.0,Turnover by I. Thomas (bad pass; steal by N. Vučević),,54,79
263,3,8:06.0,,N. Vučević makes 2-pt layup from 3 ft (assist by A. Gordon),54,81
264,3,7:50.0,Turnover by J. McRae (bad pass; steal by E. Fournier),,54,81
265,3,7:48.0,,M. Fultz makes 2-pt layup from 2 ft (assist by E. Fournier),54,83
266,3,7:48.0,Washington full timeout,,54,83
267,3,7:48.0,T. Brown enters the game for J. McRae,,54,83
268,3,7:42.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Pasečņiks),,57,83
269,3,7:42.0,Away from play foul by M. Fultz (drawn by A. Pasečņiks),,57,83
270,3,7:42.0,A. Pasečņiks misses free throw 1 of 1,,57,83
271,3,7:36.0,,Defensive rebound by E. Fournier,57,83
272,3,7:29.0,,Turnover by N. Vučević (3 sec),57,83
273,3,7:29.0,,Instant Replay (Request: Ruling Stands),57,83
274,3,7:15.0,I. Bonga misses 3-pt jump shot from 23 ft,,57,83
275,3,7:12.0,,Defensive rebound by A. Gordon,57,83
276,3,7:01.0,,A. Gordon misses 2-pt jump shot from 19 ft,57,83
277,3,6:56.0,Defensive rebound by A. Pasečņiks,,57,83
278,3,6:45.0,I. Thomas misses 3-pt jump shot from 25 ft,,57,83
279,3,6:43.0,,Defensive rebound by A. Gordon,57,83
280,3,6:36.0,,Offensive foul by E. Fournier (drawn by A. Pasečņiks),57,83
281,3,6:36.0,,Turnover by E. Fournier (offensive foul),57,83
282,3,6:21.0,T. Brown makes 2-pt jump shot from 13 ft (assist by I. Bonga),,59,83
283,3,6:04.0,,N. Vučević misses 2-pt layup from 5 ft,59,83
284,3,6:00.0,,Offensive rebound by N. Vučević,59,83
285,3,6:00.0,,N. Vučević makes 2-pt layup from 1 ft,59,85
286,3,5:55.0,T. Brown misses 2-pt hook shot from 7 ft,,59,85
287,3,5:53.0,Offensive rebound by A. Pasečņiks,,59,85
288,3,5:51.0,A. Pasečņiks makes 2-pt layup from 1 ft,,61,85
289,3,5:33.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by E. Fournier),61,87
290,3,5:16.0,Turnover by I. Bonga (back court),,61,87
291,3,5:16.0,,T. Ross enters the game for A. Gordon,61,87
292,3,5:08.0,,N. Vučević misses 3-pt jump shot from 26 ft,61,87
293,3,5:05.0,Defensive rebound by T. Brown,,61,87
294,3,4:50.0,I. Thomas makes 3-pt jump shot from 27 ft (assist by A. Schofield),,64,87
295,3,4:35.0,,E. Fournier makes 3-pt jump shot from 28 ft,64,90
296,3,4:21.0,Turnover by I. Thomas (bad pass; steal by M. Fultz),,64,90
297,3,4:12.0,,E. Fournier misses 3-pt jump shot from 27 ft,64,90
298,3,4:10.0,Defensive rebound by T. Brown,,64,90
299,3,3:56.0,A. Pasečņiks makes 2-pt hook shot from 7 ft,,66,90
300,3,3:40.0,,N. Vučević makes 2-pt layup from 2 ft (assist by M. Fultz),66,92
301,3,3:28.0,Turnover by I. Thomas (bad pass; steal by E. Fournier),,66,92
302,3,3:27.0,,Offensive foul by E. Fournier (drawn by T. Brown),66,92
303,3,3:27.0,,Turnover by E. Fournier (offensive foul),66,92
304,3,3:27.0,I. Smith enters the game for I. Thomas,,66,92
305,3,3:27.0,,D. Augustin enters the game for E. Fournier,66,92
306,3,3:27.0,,W. Iwundu enters the game for M. Fultz,66,92
307,3,3:10.0,Shooting foul by N. Vučević (drawn by A. Pasečņiks),,66,92
308,3,3:10.0,A. Pasečņiks makes free throw 1 of 2,,67,92
309,3,3:10.0,A. Pasečņiks makes free throw 2 of 2,,68,92
310,3,2:50.0,,D. Augustin misses 3-pt jump shot from 27 ft (block by A. Pasečņiks),68,92
311,3,2:46.0,,Offensive rebound by K. Birch,68,92
312,3,2:44.0,,Turnover by K. Birch (bad pass; steal by T. Brown),68,92
313,3,2:41.0,I. Bonga makes 2-pt jump shot from 22 ft (assist by T. Brown),,70,92
314,3,2:41.0,,Orlando full timeout,70,92
315,3,2:16.0,,W. Iwundu misses 2-pt jump shot from 11 ft,70,92
316,3,2:16.0,,Offensive rebound by Team,70,92
317,3,2:16.0,,Turnover by Team (shot clock),70,92
318,3,2:16.0,,M. Fultz enters the game for K. Birch,70,92
319,3,2:03.0,T. Brown makes 2-pt layup from 3 ft,,72,92
320,3,1:40.0,,N. Vučević makes 3-pt jump shot from 27 ft (assist by M. Fultz),72,95
321,3,1:22.0,T. Brown misses 2-pt layup from 5 ft,,72,95
322,3,1:20.0,,Defensive rebound by N. Vučević,72,95
323,3,1:05.0,,N. Vučević misses 2-pt layup from 3 ft,72,95
324,3,1:03.0,Defensive rebound by A. Pasečņiks,,72,95
325,3,0:42.0,A. Pasečņiks misses 2-pt layup from 5 ft (block by N. Vučević),,72,95
326,3,0:40.0,,Defensive rebound by M. Fultz,72,95
327,3,0:33.0,,T. Ross misses 3-pt jump shot from 26 ft,72,95
328,3,0:31.0,Defensive rebound by T. Brown,,72,95
329,3,0:24.0,A. Schofield misses 3-pt jump shot from 27 ft,,72,95
330,3,0:22.0,,Defensive rebound by N. Vučević,72,95
331,3,0:21.0,,Personal foul by A. Pasečņiks (drawn by M. Fultz),72,95
332,3,0:03.0,,D. Augustin makes 2-pt layup from 4 ft,72,97
333,3,0:00.0,T. Brown misses 2-pt layup from 2 ft,,72,97
334,3,0:00.0,Offensive rebound by Team,,72,97
335,4,11:49.0,,Personal foul by A. Schofield (drawn by M. Fultz),72,97
336,4,11:44.0,,W. Iwundu makes 2-pt layup from 3 ft (assist by M. Fultz),72,99
337,4,11:32.0,Personal foul by D. Augustin (drawn by A. Pasečņiks),,72,99
338,4,11:24.0,A. Pasečņiks misses 2-pt hook shot from 8 ft,,72,99
339,4,11:22.0,,Defensive rebound by W. Iwundu,72,99
340,4,11:14.0,,D. Augustin misses 2-pt layup from 9 ft,72,99
341,4,11:12.0,Defensive rebound by A. Schofield,,72,99
342,4,11:08.0,I. Smith makes 2-pt layup from 3 ft (assist by A. Schofield),,74,99
343,4,10:50.0,,K. Birch misses 2-pt layup from 5 ft,74,99
344,4,10:49.0,,Offensive rebound by K. Birch,74,99
345,4,10:39.0,,Shooting foul by T. Brown (drawn by D. Augustin),74,99
346,4,10:39.0,,D. Augustin misses free throw 1 of 3,74,99
347,4,10:39.0,,Offensive rebound by Team,74,99
348,4,10:39.0,,D. Augustin makes free throw 2 of 3,74,100
349,4,10:39.0,,D. Augustin makes free throw 3 of 3,74,101
350,4,10:27.0,I. Smith misses 2-pt layup from 4 ft (block by K. Birch),,74,101
351,4,10:24.0,,Defensive rebound by W. Iwundu,74,101
352,4,10:22.0,,T. Ross misses 3-pt jump shot from 26 ft,74,101
353,4,10:18.0,Defensive rebound by T. Brown,,74,101
354,4,10:10.0,A. Pasečņiks makes 2-pt hook shot from 4 ft (assist by T. Brown),,76,101
355,4,9:57.0,,Shooting foul by A. Schofield (drawn by K. Birch),76,101
356,4,9:57.0,,K. Birch misses free throw 1 of 2,76,101
357,4,9:57.0,,Offensive rebound by Team,76,101
358,4,9:57.0,,K. Birch makes free throw 2 of 2,76,102
359,4,9:42.0,T. Brown misses 2-pt hook shot from 5 ft,,76,102
360,4,9:40.0,,Defensive rebound by W. Iwundu,76,102
361,4,9:27.0,,T. Ross makes 2-pt jump shot from 17 ft (assist by K. Birch),76,104
362,4,9:10.0,A. Schofield misses 3-pt jump shot from 25 ft,,76,104
363,4,9:08.0,,Defensive rebound by D. Augustin,76,104
364,4,8:47.0,,D. Augustin misses 2-pt hook shot from 14 ft,76,104
365,4,8:44.0,Defensive rebound by I. Smith,,76,104
366,4,8:44.0,Personal foul by D. Augustin (drawn by I. Smith),,76,104
367,4,8:39.0,T. Brown makes 2-pt layup from 3 ft (assist by G. Payton),,78,104
368,4,8:39.0,Shooting foul by M. Fultz (drawn by T. Brown),,78,104
369,4,8:39.0,T. Brown makes free throw 1 of 1,,79,104
370,4,8:27.0,,T. Ross misses 3-pt jump shot from 27 ft,79,104
371,4,8:25.0,Defensive rebound by T. Brown,,79,104
372,4,8:18.0,Turnover by T. Brown (bad pass; steal by M. Fultz),,79,104
373,4,8:13.0,,M. Fultz makes 2-pt layup from 2 ft,79,106
374,4,8:13.0,Washington full timeout,,79,106
375,4,8:13.0,I. Bonga enters the game for A. Pasečņiks,,79,106
376,4,8:00.0,Turnover by T. Brown (bad pass; steal by W. Iwundu),,79,106
377,4,7:45.0,,Shooting foul by I. Bonga (drawn by D. Augustin),79,106
378,4,7:45.0,,D. Augustin makes free throw 1 of 3,79,107
379,4,7:45.0,,D. Augustin makes free throw 2 of 3,79,108
380,4,7:45.0,,D. Augustin makes free throw 3 of 3,79,109
381,4,7:31.0,I. Smith misses 3-pt jump shot from 27 ft,,79,109
