,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DENVER_ACTION,CLEVELAND_SCORE,DENVER_SCORE
152,2,7:15.0,K. Love makes 2-pt hook shot from 6 ft (assist by M. Dellavedova),,36,28
153,2,7:15.0,Shooting foul by J. Grant (drawn by K. Love),,36,28
154,2,7:15.0,K. Love makes free throw 1 of 1,,37,28
155,2,7:04.0,,J. Murray misses 3-pt jump shot from 24 ft,37,28
156,2,7:00.0,Defensive rebound by K. Love,,37,28
157,2,6:46.0,K. Love misses 2-pt jump shot from 14 ft,,37,28
158,2,6:42.0,Offensive rebound by T. Thompson,,37,28
159,2,6:38.0,C. Sexton misses 2-pt jump shot from 6 ft,,37,28
160,2,6:35.0,,Defensive rebound by G. Harris,37,28
161,2,6:30.0,,M. Morris misses 2-pt jump shot from 14 ft,37,28
162,2,6:25.0,Defensive rebound by T. Thompson,,37,28
163,2,6:22.0,Turnover by K. Love (bad pass),,37,28
164,2,6:22.0,,W. Barton enters the game for M. Morris,37,28
165,2,6:22.0,,N. Jokić enters the game for M. Plumlee,37,28
166,2,6:12.0,,G. Harris misses 2-pt jump shot from 23 ft,37,28
167,2,6:09.0,Defensive rebound by K. Love,,37,28
168,2,5:56.0,Offensive foul by K. Love (drawn by J. Grant),,37,28
169,2,5:56.0,Turnover by K. Love (offensive foul),,37,28
170,2,5:56.0,D. Garland enters the game for M. Dellavedova,,37,28
171,2,5:56.0,A. McKinnie enters the game for C. Osman,,37,28
172,2,5:38.0,,N. Jokić makes 2-pt hook shot from 8 ft,37,30
173,2,5:30.0,A. McKinnie makes 2-pt dunk at rim (assist by D. Garland),,39,30
174,2,5:09.0,,Shooting foul by K. Love (drawn by J. Grant),39,30
175,2,5:09.0,,J. Grant makes free throw 1 of 2,39,31
176,2,5:09.0,,J. Grant makes free throw 2 of 2,39,32
177,2,4:48.0,C. Sexton makes 2-pt jump shot from 8 ft,,41,32
178,2,4:34.0,,J. Murray makes 2-pt dunk at rim (assist by N. Jokić),41,34
179,2,4:09.0,K. Love makes 3-pt jump shot from 25 ft (assist by D. Garland),,44,34
180,2,3:57.0,,N. Jokić makes 3-pt jump shot from 25 ft,44,37
181,2,3:43.0,C. Sexton misses 2-pt jump shot from 13 ft,,44,37
182,2,3:39.0,,Defensive rebound by N. Jokić,44,37
183,2,3:33.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by G. Harris),44,40
184,2,3:32.0,Cleveland full timeout,,44,40
185,2,3:07.0,Turnover by Team (shot clock),,44,40
186,2,2:52.0,,Turnover by W. Barton (bad pass; steal by K. Love),44,40
187,2,2:46.0,D. Garland makes 3-pt jump shot from 24 ft,,47,40
188,2,2:30.0,,J. Murray misses 2-pt jump shot from 6 ft,47,40
189,2,2:28.0,Defensive rebound by K. Love,,47,40
190,2,2:20.0,K. Love misses 3-pt jump shot from 25 ft,,47,40
191,2,2:16.0,,Defensive rebound by W. Barton,47,40
192,2,2:11.0,,W. Barton makes 2-pt dunk from 1 ft,47,42
193,2,1:41.0,K. Love makes 2-pt jump shot from 17 ft,,49,42
194,2,1:29.0,,Turnover by N. Jokić (bad pass; steal by A. McKinnie),49,42
195,2,1:11.0,T. Thompson misses 2-pt dunk from 2 ft,,49,42
196,2,1:08.0,Offensive rebound by T. Thompson,,49,42
197,2,1:07.0,Turnover by T. Thompson (lost ball; steal by J. Murray),,49,42
198,2,1:03.0,,Turnover by J. Murray (bad pass; steal by D. Garland),49,42
199,2,0:58.0,T. Thompson makes 2-pt dunk from 1 ft (assist by D. Garland),,51,42
200,2,0:49.0,,W. Barton misses 3-pt jump shot from 25 ft,51,42
201,2,0:46.0,Defensive rebound by T. Thompson,,51,42
202,2,0:27.0,T. Thompson misses 2-pt hook shot from 4 ft,,51,42
203,2,0:26.0,,Defensive rebound by N. Jokić,51,42
204,2,0:05.0,,J. Grant misses 3-pt jump shot from 25 ft,51,42
205,2,0:01.0,Defensive rebound by C. Sexton,,51,42
206,2,0:00.0,C. Sexton misses 3-pt jump shot from 29 ft,,51,42
207,2,0:00.0,Offensive rebound by Team,,51,42
208,3,11:49.0,,Personal foul by T. Thompson (drawn by N. Jokić),51,42
209,3,11:40.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),51,44
210,3,11:23.0,D. Garland makes 3-pt jump shot from 25 ft (assist by T. Thompson),,54,44
211,3,11:02.0,,J. Murray misses 2-pt jump shot from 13 ft,54,44
212,3,10:59.0,Defensive rebound by T. Thompson,,54,44
213,3,10:52.0,D. Garland misses 3-pt jump shot from 27 ft,,54,44
214,3,10:49.0,Offensive rebound by T. Thompson,,54,44
215,3,10:41.0,K. Love misses 3-pt jump shot from 27 ft,,54,44
216,3,10:38.0,Offensive rebound by T. Thompson,,54,44
217,3,10:36.0,T. Thompson makes 2-pt dunk at rim,,56,44
218,3,10:35.0,,Denver full timeout,56,44
219,3,10:24.0,,J. Grant makes 2-pt jump shot from 18 ft (assist by J. Murray),56,46
220,3,10:04.0,C. Osman misses 2-pt layup from 2 ft,,56,46
221,3,10:02.0,,Defensive rebound by W. Barton,56,46
222,3,9:59.0,,G. Harris misses 3-pt jump shot from 25 ft,56,46
223,3,9:55.0,Defensive rebound by C. Osman,,56,46
224,3,9:52.0,C. Sexton makes 2-pt layup from 2 ft (assist by C. Osman),,58,46
225,3,9:34.0,,N. Jokić misses 3-pt jump shot from 25 ft,58,46
226,3,9:30.0,Defensive rebound by K. Love,,58,46
227,3,9:08.0,T. Thompson makes 2-pt layup from 2 ft (assist by C. Sexton),,60,46
228,3,8:53.0,,J. Murray misses 3-pt jump shot from 25 ft,60,46
229,3,8:52.0,,Offensive rebound by Team,60,46
230,3,8:52.0,Loose ball foul by K. Love (drawn by N. Jokić),,60,46
231,3,8:39.0,,J. Murray makes 2-pt jump shot from 13 ft (assist by N. Jokić),60,48
232,3,8:17.0,C. Sexton makes 2-pt layup from 3 ft,,62,48
233,3,8:04.0,,J. Grant misses 3-pt jump shot from 26 ft,62,48
234,3,8:01.0,Defensive rebound by K. Love,,62,48
235,3,7:50.0,C. Sexton makes 3-pt jump shot from 23 ft,,65,48
236,3,7:35.0,,J. Murray makes 2-pt jump shot from 7 ft,65,50
237,3,7:23.0,Turnover by C. Sexton (out of bounds lost ball),,65,50
238,3,7:23.0,,M. Beasley enters the game for W. Barton,65,50
239,3,7:23.0,,M. Morris enters the game for N. Jokić,65,50
240,3,7:23.0,,M. Plumlee enters the game for J. Murray,65,50
241,3,7:09.0,,Shooting foul by C. Osman (drawn by G. Harris),65,50
242,3,7:09.0,,G. Harris misses free throw 1 of 2,65,50
243,3,7:09.0,,Offensive rebound by Team,65,50
244,3,7:09.0,B. Knight enters the game for D. Garland,,65,50
245,3,7:09.0,,G. Harris makes free throw 2 of 2,65,51
246,3,6:50.0,K. Love makes 2-pt jump shot from 12 ft,,67,51
247,3,6:36.0,,M. Morris makes 2-pt layup from 2 ft,67,53
248,3,6:15.0,K. Love misses 3-pt jump shot from 25 ft,,67,53
249,3,6:12.0,,Defensive rebound by M. Beasley,67,53
250,3,6:09.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),67,55
251,3,5:44.0,K. Love misses 3-pt jump shot from 22 ft,,67,55
252,3,5:41.0,,Defensive rebound by M. Beasley,67,55
253,3,5:38.0,,M. Beasley misses 3-pt jump shot from 25 ft,67,55
254,3,5:34.0,Defensive rebound by C. Osman,,67,55
255,3,5:29.0,C. Osman makes 3-pt jump shot from 25 ft,,70,55
256,3,5:11.0,,G. Harris makes 3-pt jump shot from 26 ft (assist by M. Plumlee),70,58
257,3,4:59.0,Shooting foul by G. Harris (drawn by C. Sexton),,70,58
258,3,4:59.0,C. Sexton makes free throw 1 of 2,,71,58
259,3,4:59.0,A. McKinnie enters the game for C. Osman,,71,58
260,3,4:59.0,C. Sexton makes free throw 2 of 2,,72,58
261,3,4:47.0,,J. Grant makes 3-pt jump shot from 22 ft (assist by G. Harris),72,61
262,3,4:34.0,B. Knight makes 3-pt jump shot from 23 ft (assist by A. McKinnie),,75,61
263,3,4:19.0,,J. Grant makes 2-pt dunk at rim (assist by M. Morris),75,63
264,3,3:58.0,C. Sexton misses 2-pt jump shot from 19 ft,,75,63
265,3,3:52.0,Offensive rebound by T. Thompson,,75,63
266,3,3:52.0,T. Thompson makes 2-pt layup at rim,,77,63
267,3,3:38.0,,M. Morris misses 2-pt jump shot from 10 ft,77,63
268,3,3:37.0,Defensive rebound by K. Love,,77,63
269,3,3:25.0,Shooting foul by M. Plumlee (drawn by T. Thompson),,77,63
270,3,3:25.0,T. Thompson makes free throw 1 of 2,,78,63
271,3,3:25.0,C. Osman enters the game for K. Love,,78,63
272,3,3:25.0,,W. Barton enters the game for J. Grant,78,63
273,3,3:25.0,,J. Hernangómez enters the game for G. Harris,78,63
274,3,3:25.0,T. Thompson makes free throw 2 of 2,,79,63
275,3,3:03.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by W. Barton),79,65
276,3,2:40.0,C. Sexton makes 2-pt layup from 2 ft (assist by T. Thompson),,81,65
277,3,2:29.0,,Shooting foul by B. Knight (drawn by W. Barton),81,65
278,3,2:29.0,Cleveland full timeout,,81,65
279,3,2:29.0,D. Garland enters the game for C. Sexton,,81,65
280,3,2:29.0,A. Žižić enters the game for T. Thompson,,81,65
281,3,2:29.0,,W. Barton makes free throw 1 of 2,81,66
282,3,2:29.0,,W. Barton makes free throw 2 of 2,81,67
283,3,2:14.0,C. Osman misses 3-pt jump shot from 25 ft,,81,67
284,3,2:11.0,,Defensive rebound by M. Beasley,81,67
285,3,2:05.0,,M. Beasley misses 2-pt jump shot from 3 ft,81,67
286,3,2:02.0,Defensive rebound by A. Žižić,,81,67
287,3,1:52.0,Turnover by C. Osman (bad pass; steal by J. Hernangómez),,81,67
288,3,1:47.0,,M. Morris misses 3-pt jump shot from 23 ft,81,67
289,3,1:43.0,Defensive rebound by C. Osman,,81,67
290,3,1:37.0,D. Garland misses 3-pt jump shot from 27 ft,,81,67
291,3,1:34.0,,Defensive rebound by J. Hernangómez,81,67
292,3,1:14.0,,Shooting foul by C. Osman (drawn by M. Beasley),81,67
293,3,1:14.0,,M. Beasley makes free throw 1 of 2,81,68
294,3,1:14.0,,M. Beasley makes free throw 2 of 2,81,69
295,3,0:51.0,B. Knight misses 3-pt jump shot from 22 ft,,81,69
296,3,0:48.0,Offensive rebound by A. McKinnie,,81,69
297,3,0:48.0,A. McKinnie makes 2-pt layup from 2 ft,,83,69
298,3,0:42.0,,W. Barton misses 3-pt jump shot from 26 ft,83,69
299,3,0:39.0,Defensive rebound by B. Knight,,83,69
300,3,0:37.0,Turnover by B. Knight (lost ball; steal by M. Plumlee),,83,69
301,3,0:36.0,,J. Hernangómez makes 2-pt dunk from 1 ft (assist by M. Plumlee),83,71
302,3,0:14.0,C. Osman misses 3-pt jump shot from 23 ft,,83,71
303,3,0:11.0,,Defensive rebound by M. Beasley,83,71
304,3,0:08.0,,M. Beasley misses 3-pt jump shot from 25 ft,83,71
305,3,0:04.0,Defensive rebound by C. Osman,,83,71
306,3,0:00.0,A. McKinnie misses 2-pt layup from 2 ft (block by W. Barton),,83,71
307,3,0:00.0,Offensive rebound by B. Knight,,83,71
308,3,0:00.0,B. Knight makes 2-pt layup at rim,,85,71
309,3,0:00.0,Instant Replay (Request: Ruling Stands),,85,71
310,4,11:46.0,A. McKinnie misses 3-pt jump shot from 23 ft,,85,71
311,4,11:43.0,,Defensive rebound by N. Jokić,85,71
312,4,11:34.0,,W. Barton misses 3-pt jump shot from 24 ft,85,71
313,4,11:30.0,Defensive rebound by A. McKinnie,,85,71
314,4,11:29.0,Personal foul by M. Plumlee (drawn by A. McKinnie),,85,71
315,4,11:14.0,B. Knight makes 3-pt jump shot from 26 ft (assist by A. McKinnie),,88,71
316,4,11:03.0,,Personal foul by B. Knight (drawn by M. Morris),88,71
317,4,10:56.0,,Personal foul by A. Žižić (drawn by N. Jokić),88,71
318,4,10:48.0,,N. Jokić makes 2-pt hook shot from 2 ft (assist by W. Barton),88,73
319,4,10:39.0,B. Knight misses 2-pt jump shot from 9 ft,,88,73
320,4,10:35.0,Offensive rebound by A. Žižić,,88,73
321,4,10:34.0,A. Žižić misses 2-pt layup from 3 ft (block by W. Barton),,88,73
322,4,10:34.0,,Defensive rebound by N. Jokić,88,73
323,4,10:25.0,,M. Plumlee misses 2-pt dunk from 1 ft,88,73
324,4,10:24.0,,Offensive rebound by M. Plumlee,88,73
325,4,10:24.0,,M. Plumlee makes 2-pt layup from 1 ft,88,75
326,4,10:24.0,,Shooting foul by C. Osman (drawn by M. Plumlee),88,75
327,4,10:24.0,K. Love enters the game for C. Osman,,88,75
328,4,10:24.0,T. Thompson enters the game for A. Žižić,,88,75
329,4,10:24.0,,M. Plumlee makes free throw 1 of 1,88,76
330,4,10:11.0,Turnover by D. Garland (bad pass; steal by M. Morris),,88,76
331,4,10:05.0,,W. Barton makes 2-pt layup from 7 ft (assist by J. Murray),88,78
332,4,10:01.0,Cleveland full timeout,,88,78
333,4,9:49.0,T. Thompson makes 2-pt dunk from 1 ft (assist by D. Garland),,90,78
334,4,9:31.0,,J. Murray makes 3-pt jump shot from 25 ft,90,81
335,4,9:16.0,D. Garland misses 3-pt jump shot from 25 ft,,90,81
336,4,9:13.0,,Defensive rebound by M. Plumlee,90,81
337,4,9:01.0,,N. Jokić makes 2-pt hook shot from 6 ft,90,83
338,4,9:01.0,,Shooting foul by T. Thompson (drawn by N. Jokić),90,83
339,4,9:01.0,C. Sexton enters the game for D. Garland,,90,83
340,4,9:01.0,,N. Jokić makes free throw 1 of 1,90,84
341,4,8:40.0,K. Love misses 2-pt layup from 3 ft,,90,84
342,4,8:38.0,,Defensive rebound by M. Morris,90,84
343,4,8:28.0,,Personal foul by A. McKinnie (drawn by J. Murray),90,84
344,4,8:28.0,,J. Murray makes free throw 1 of 2,90,85
345,4,8:28.0,,J. Murray makes free throw 2 of 2,90,86
346,4,8:13.0,C. Sexton misses 2-pt jump shot from 9 ft (block by M. Morris),,90,86
347,4,8:11.0,Offensive rebound by C. Sexton,,90,86
348,4,8:06.0,Personal foul by M. Plumlee (drawn by C. Sexton),,90,86
349,4,7:55.0,Turnover by B. Knight (bad pass; steal by J. Murray),,90,86
350,4,7:52.0,,J. Murray makes 2-pt dunk from 1 ft,90,88
351,4,7:46.0,Cleveland full timeout,,90,88
352,4,7:46.0,D. Garland enters the game for B. Knight,,90,88
353,4,7:46.0,C. Osman enters the game for A. McKinnie,,90,88
354,4,7:41.0,Turnover by T. Thompson (lost ball; steal by J. Murray),,90,88
355,4,7:30.0,,N. Jokić misses 2-pt layup from 4 ft,90,88
356,4,7:29.0,Defensive rebound by C. Osman,,90,88
357,4,7:20.0,C. Sexton makes 3-pt jump shot from 26 ft (assist by D. Garland),,93,88
358,4,6:59.0,,M. Morris misses 3-pt jump shot from 23 ft,93,88
359,4,6:56.0,,Offensive rebound by N. Jokić,93,88
360,4,6:55.0,,N. Jokić makes 2-pt layup from 2 ft,93,90
361,4,6:39.0,C. Sexton misses 3-pt jump shot from 24 ft,,93,90
362,4,6:37.0,,Defensive rebound by M. Plumlee,93,90
363,4,6:33.0,,W. Barton misses 3-pt jump shot from 26 ft,93,90
364,4,6:29.0,,Offensive rebound by N. Jokić,93,90
365,4,6:26.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by M. Morris),93,93
366,4,6:02.0,D. Garland misses 3-pt jump shot from 22 ft,,93,93
367,4,6:00.0,,Defensive rebound by W. Barton,93,93
368,4,5:56.0,,W. Barton misses 2-pt layup from 5 ft (block by T. Thompson),93,93
369,4,5:56.0,,Offensive rebound by Team,93,93
370,4,5:56.0,,Denver full timeout,93,93
371,4,5:53.0,,N. Jokić misses 3-pt jump shot from 25 ft,93,93
372,4,5:50.0,Defensive rebound by C. Sexton,,93,93
373,4,5:38.0,D. Garland misses 2-pt jump shot from 16 ft,,93,93
374,4,5:35.0,,Defensive rebound by N. Jokić,93,93
375,4,5:28.0,,J. Murray misses 3-pt jump shot from 25 ft,93,93
376,4,5:24.0,Defensive rebound by C. Osman,,93,93
377,4,5:11.0,C. Sexton makes 2-pt jump shot from 7 ft (assist by D. Garland),,95,93
378,4,4:46.0,,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Murray),95,96
379,4,4:28.0,C. Osman makes 3-pt jump shot from 23 ft (assist by K. Love),,98,96
380,4,3:59.0,,M. Morris makes 2-pt layup from 2 ft (assist by N. Jokić),98,98
381,4,3:32.0,C. Sexton makes 3-pt jump shot from 24 ft (assist by K. Love),,101,98
382,4,3:31.0,,Denver full timeout,101,98
383,4,3:31.0,,G. Harris enters the game for M. Morris,101,98
384,4,3:27.0,,J. Murray misses 3-pt jump shot from 25 ft,101,98
385,4,3:23.0,Defensive rebound by T. Thompson,,101,98
386,4,3:11.0,D. Garland makes 2-pt jump shot from 7 ft,,103,98
387,4,2:55.0,,Personal foul by D. Garland (drawn by W. Barton),103,98
