,QUARTER,TIME_REMAINING,MIAMI_ACTION,CLEVELAND_ACTION,MIAMI_SCORE,CLEVELAND_SCORE
87,1,2:41.0,Defensive rebound by K. Nunn,,24,13
88,1,2:28.0,K. Nunn misses 3-pt jump shot from 26 ft,,24,13
89,1,2:26.0,Offensive rebound by C. Silva,,24,13
90,1,2:25.0,C. Silva misses 2-pt layup from 2 ft,,24,13
91,1,2:22.0,,Defensive rebound by D. Exum,24,13
92,1,2:12.0,,T. Thompson misses 2-pt layup at rim,24,13
93,1,2:09.0,,Offensive rebound by T. Thompson,24,13
94,1,2:08.0,,T. Thompson makes 2-pt layup from 1 ft,24,15
95,1,1:47.0,K. Nunn misses 3-pt jump shot from 23 ft,,24,15
96,1,1:44.0,,Defensive rebound by L. Nance,24,15
97,1,1:31.0,,T. Thompson misses 2-pt dunk from 1 ft (block by C. Silva),24,15
98,1,1:26.0,Defensive rebound by A. Iguodala,,24,15
99,1,1:26.0,A. Iguodala misses 2-pt layup from 2 ft (block by D. Exum),,24,15
100,1,1:26.0,Offensive rebound by Team,,24,15
101,1,1:26.0,D. Robinson enters the game for K. Nunn,,24,15
102,1,1:20.0,G. Dragić makes 3-pt jump shot from 23 ft (assist by C. Silva),,27,15
103,1,0:54.0,,T. Thompson makes 3-pt jump shot from 26 ft (assist by C. Sexton),27,18
104,1,0:42.0,G. Dragić makes 2-pt jump shot from 20 ft (assist by C. Silva),,29,18
105,1,0:25.0,,D. Exum misses 3-pt jump shot from 30 ft,29,18
106,1,0:22.0,Defensive rebound by G. Dragić,,29,18
107,1,0:19.0,D. Robinson misses 2-pt dunk from 1 ft (block by D. Exum),,29,18
108,1,0:13.0,,Defensive rebound by K. Porter,29,18
109,1,0:01.0,,K. Porter makes 3-pt jump shot from 25 ft,29,21
110,2,11:41.0,,T. Thompson misses 2-pt layup from 1 ft (block by A. Iguodala),29,21
111,2,11:39.0,Defensive rebound by J. Crowder,,29,21
112,2,11:33.0,Turnover by A. Iguodala (out of bounds lost ball),,29,21
113,2,11:22.0,,C. Sexton misses 2-pt jump shot from 11 ft (block by A. Iguodala),29,21
114,2,11:20.0,,Offensive rebound by C. Sexton,29,21
115,2,11:19.0,,Shooting foul by C. Silva (drawn by T. Thompson),29,21
116,2,11:19.0,,T. Thompson misses free throw 1 of 2,29,21
117,2,11:19.0,,Offensive rebound by Team,29,21
118,2,11:19.0,,T. Thompson makes free throw 2 of 2,29,22
119,2,11:06.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by G. Dragić),,32,22
120,2,10:47.0,,K. Porter makes 2-pt layup at rim,32,24
121,2,10:42.0,Personal foul by D. Exum (drawn by G. Dragić),,32,24
122,2,10:35.0,C. Silva makes 2-pt dunk from 2 ft (assist by A. Iguodala),,34,24
123,2,10:15.0,,T. Thompson makes 2-pt hook shot from 7 ft,34,26
124,2,10:01.0,D. Robinson makes 3-pt jump shot from 35 ft (assist by G. Dragić),,37,26
125,2,9:35.0,,C. Sexton misses 3-pt jump shot from 26 ft,37,26
126,2,9:33.0,Defensive rebound by C. Silva,,37,26
127,2,9:25.0,D. Robinson misses 2-pt jump shot from 19 ft,,37,26
128,2,9:21.0,,Defensive rebound by C. Sexton,37,26
129,2,9:16.0,,L. Nance makes 2-pt dunk from 2 ft (assist by C. Sexton),37,28
130,2,9:13.0,Personal take foul by C. Sexton (drawn by G. Dragić),,37,28
131,2,9:13.0,,C. Osman enters the game for D. Exum,37,28
132,2,8:59.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by G. Dragić),,40,28
133,2,8:44.0,,Shooting foul by J. Crowder (drawn by K. Porter),40,28
134,2,8:44.0,,K. Porter makes free throw 1 of 2,40,29
135,2,8:44.0,,K. Porter makes free throw 2 of 2,40,30
136,2,8:22.0,J. Crowder misses 3-pt jump shot from 25 ft,,40,30
137,2,8:20.0,Offensive rebound by C. Silva,,40,30
138,2,8:20.0,Turnover by Team (shot clock),,40,30
139,2,8:05.0,,Shooting foul by C. Silva (drawn by K. Porter),40,30
140,2,8:05.0,,K. Porter makes free throw 1 of 2,40,31
141,2,8:05.0,B. Adebayo enters the game for C. Silva,,40,31
142,2,8:05.0,,K. Porter misses free throw 2 of 2,40,31
143,2,8:02.0,Defensive rebound by J. Crowder,,40,31
144,2,7:59.0,D. Robinson makes 3-pt jump shot from 31 ft (assist by G. Dragić),,43,31
145,2,7:41.0,,C. Sexton misses 3-pt jump shot from 23 ft,43,31
146,2,7:40.0,,Offensive rebound by Team,43,31
147,2,7:36.0,,C. Sexton misses 2-pt jump shot from 10 ft,43,31
148,2,7:33.0,,Offensive rebound by L. Nance,43,31
149,2,7:30.0,,C. Osman misses 3-pt jump shot from 23 ft,43,31
150,2,7:29.0,Defensive rebound by A. Iguodala,,43,31
151,2,7:25.0,G. Dragić makes 2-pt jump shot from 21 ft (assist by A. Iguodala),,45,31
152,2,7:23.0,,Cleveland full timeout,45,31
153,2,7:11.0,,Shooting foul by B. Adebayo (drawn by C. Sexton),45,31
154,2,7:11.0,,C. Sexton makes free throw 1 of 2,45,32
155,2,7:11.0,,C. Sexton makes free throw 2 of 2,45,33
156,2,6:57.0,Shooting foul by K. Porter (drawn by B. Adebayo),,45,33
157,2,6:57.0,B. Adebayo makes free throw 1 of 2,,46,33
158,2,6:57.0,D. Jones enters the game for A. Iguodala,,46,33
159,2,6:57.0,K. Nunn enters the game for D. Robinson,,46,33
160,2,6:57.0,,A. Drummond enters the game for L. Nance,46,33
161,2,6:57.0,,D. Garland enters the game for K. Porter,46,33
162,2,6:57.0,,K. Love enters the game for T. Thompson,46,33
163,2,6:57.0,B. Adebayo makes free throw 2 of 2,,47,33
164,2,6:44.0,,K. Love makes 3-pt jump shot from 26 ft (assist by C. Osman),47,36
165,2,6:35.0,B. Adebayo misses 2-pt layup from 1 ft (block by K. Love),,47,36
166,2,6:34.0,,Defensive rebound by Team,47,36
167,2,6:34.0,,Technical foul by E. Spoelstra,47,36
168,2,6:34.0,,C. Sexton makes technical free throw,47,37
169,2,6:24.0,,Shooting foul by K. Nunn (drawn by K. Love),47,37
170,2,6:24.0,,Instant Replay (Request: Ruling Stands),47,37
171,2,6:24.0,,K. Love makes free throw 1 of 2,47,38
172,2,6:24.0,D. Robinson enters the game for K. Nunn,,47,38
173,2,6:24.0,,K. Love makes free throw 2 of 2,47,39
174,2,6:22.0,Miami full timeout,,47,39
175,2,6:22.0,K. Nunn enters the game for D. Robinson,,47,39
176,2,6:13.0,G. Dragić makes 2-pt jump shot from 19 ft (assist by B. Adebayo),,49,39
177,2,5:52.0,,Turnover by C. Osman (bad pass; steal by B. Adebayo),49,39
178,2,5:49.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by B. Adebayo),,52,39
179,2,5:49.0,Flagrant foul type 1 by C. Sexton (drawn by J. Crowder),,52,39
180,2,5:49.0,Instant Replay (Request: Ruling Stands),,52,39
181,2,5:49.0,J. Crowder misses flagrant free throw 1 of 2,,52,39
182,2,5:49.0,Offensive rebound by Team,,52,39
183,2,5:49.0,J. Crowder misses flagrant free throw 2 of 2,,52,39
184,2,5:49.0,Offensive rebound by Team,,52,39
185,2,5:49.0,,K. Porter enters the game for C. Sexton,52,39
186,2,5:40.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by K. Nunn),,55,39
187,2,5:16.0,,K. Love makes 2-pt jump shot from 9 ft,55,41
188,2,4:54.0,K. Nunn misses 2-pt jump shot from 18 ft,,55,41
189,2,4:51.0,,Defensive rebound by D. Garland,55,41
190,2,4:31.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by K. Porter),55,43
191,2,4:11.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. Crowder),,58,43
192,2,3:56.0,,D. Garland misses 3-pt jump shot from 23 ft,58,43
193,2,3:54.0,Defensive rebound by B. Adebayo,,58,43
194,2,3:40.0,K. Nunn misses 2-pt layup from 3 ft,,58,43
195,2,3:37.0,,Defensive rebound by A. Drummond,58,43
196,2,3:22.0,,A. Drummond makes 2-pt layup from 1 ft,58,45
197,2,3:22.0,Violation by Team (def goaltending),,58,45
198,2,3:14.0,J. Crowder makes 2-pt layup from 1 ft (assist by B. Adebayo),,60,45
199,2,3:01.0,,D. Garland makes 3-pt jump shot from 26 ft,60,48
200,2,2:50.0,Turnover by B. Adebayo (bad pass; steal by D. Garland),,60,48
201,2,2:41.0,,D. Garland misses 2-pt layup from 1 ft (block by B. Adebayo),60,48
202,2,2:37.0,Defensive rebound by D. Jones,,60,48
203,2,2:33.0,G. Dragić misses 3-pt jump shot from 24 ft,,60,48
204,2,2:29.0,,Defensive rebound by K. Love,60,48
205,2,2:22.0,,C. Osman makes 2-pt layup from 2 ft,60,50
206,2,2:11.0,D. Jones makes 2-pt layup from 2 ft (assist by G. Dragić),,62,50
207,2,2:05.0,,C. Osman makes 2-pt layup from 1 ft,62,52
208,2,2:04.0,Miami full timeout,,62,52
209,2,2:04.0,K. Olynyk enters the game for J. Crowder,,62,52
210,2,2:04.0,D. Robinson enters the game for G. Dragić,,62,52
211,2,2:04.0,,C. Sexton enters the game for C. Osman,62,52
212,2,1:50.0,K. Nunn misses 3-pt jump shot from 27 ft,,62,52
213,2,1:47.0,,Defensive rebound by D. Garland,62,52
214,2,1:43.0,Violation by Team (kicked ball),,62,52
215,2,1:37.0,,A. Drummond misses 2-pt hook shot from 7 ft,62,52
216,2,1:35.0,Defensive rebound by B. Adebayo,,62,52
217,2,1:28.0,B. Adebayo misses 2-pt layup from 1 ft (block by K. Love),,62,52
218,2,1:28.0,Offensive rebound by B. Adebayo,,62,52
219,2,1:28.0,Shooting foul by A. Drummond (drawn by B. Adebayo),,62,52
220,2,1:28.0,B. Adebayo makes free throw 1 of 2,,63,52
221,2,1:28.0,B. Adebayo misses free throw 2 of 2,,63,52
222,2,1:25.0,,Defensive rebound by A. Drummond,63,52
223,2,1:13.0,,Turnover by K. Porter (bad pass; steal by K. Olynyk),63,52
224,2,1:11.0,Turnover by K. Olynyk (bad pass; steal by K. Porter),,63,52
225,2,1:09.0,,K. Porter misses 2-pt layup from 4 ft,63,52
226,2,1:08.0,,Offensive rebound by K. Porter,63,52
227,2,1:07.0,,K. Porter misses 2-pt layup from 1 ft,63,52
228,2,1:07.0,,Offensive rebound by A. Drummond,63,52
229,2,1:07.0,,A. Drummond misses 2-pt layup from 1 ft (block by D. Jones),63,52
230,2,1:06.0,Defensive rebound by K. Olynyk,,63,52
231,2,0:58.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by K. Nunn),,66,52
232,2,0:47.0,,A. Drummond makes 2-pt layup at rim (assist by D. Garland),66,54
233,2,0:32.0,K. Nunn makes 2-pt layup from 2 ft,,68,54
234,2,0:11.0,,K. Porter misses 2-pt jump shot from 6 ft,68,54
235,2,0:10.0,,Offensive rebound by K. Porter,68,54
236,2,0:10.0,,Shooting foul by B. Adebayo (drawn by K. Porter),68,54
237,2,0:10.0,,K. Porter makes free throw 1 of 2,68,55
238,2,0:10.0,,L. Nance enters the game for A. Drummond,68,55
239,2,0:10.0,,T. Thompson enters the game for K. Love,68,55
240,2,0:10.0,,K. Porter makes free throw 2 of 2,68,56
241,2,0:01.0,Turnover by K. Olynyk (lost ball; steal by L. Nance),,68,56
242,2,0:01.0,G. Dragić enters the game for B. Adebayo,,68,56
243,2,0:01.0,,K. Love enters the game for T. Thompson,68,56
244,2,0:01.0,,K. Love misses 3-pt jump shot from 33 ft,68,56
245,2,0:01.0,,Offensive rebound by Team,68,56
246,3,11:43.0,,A. Drummond misses 2-pt layup from 2 ft (block by B. Adebayo),68,56
247,3,11:41.0,Defensive rebound by K. Olynyk,,68,56
248,3,11:29.0,K. Nunn makes 2-pt jump shot from 17 ft,,70,56
249,3,11:08.0,,K. Love misses 3-pt jump shot from 25 ft,70,56
250,3,11:04.0,Defensive rebound by D. Jones,,70,56
251,3,10:58.0,Turnover by B. Adebayo (out of bounds lost ball),,70,56
252,3,10:44.0,,A. Drummond makes 3-pt jump shot from 24 ft (assist by C. Osman),70,59
253,3,10:26.0,K. Nunn makes 3-pt jump shot from 28 ft (assist by B. Adebayo),,73,59
254,3,10:07.0,,Offensive foul by C. Sexton (drawn by D. Jones),73,59
255,3,10:07.0,,Turnover by C. Sexton (offensive foul),73,59
256,3,9:48.0,Personal foul by A. Drummond (drawn by B. Adebayo),,73,59
257,3,9:48.0,Instant Replay (Challenge: Ruling Stands),,73,59
258,3,9:48.0,,Cleveland full timeout,73,59
259,3,9:39.0,B. Adebayo makes 2-pt layup from 1 ft,,75,59
260,3,9:21.0,,Shooting foul by B. Adebayo (drawn by A. Drummond),75,59
261,3,9:21.0,,A. Drummond misses free throw 1 of 2,75,59
262,3,9:21.0,,Offensive rebound by Team,75,59
263,3,9:21.0,,A. Drummond misses free throw 2 of 2,75,59
264,3,9:20.0,Defensive rebound by B. Adebayo,,75,59
265,3,9:08.0,B. Adebayo makes 2-pt dunk at rim (assist by K. Nunn),,77,59
266,3,8:54.0,,Personal foul by K. Nunn (drawn by C. Sexton),77,59
267,3,8:44.0,,A. Drummond misses 3-pt jump shot from 26 ft,77,59
268,3,8:40.0,Defensive rebound by K. Olynyk,,77,59
269,3,8:23.0,B. Adebayo misses 2-pt jump shot from 16 ft,,77,59
270,3,8:20.0,,Defensive rebound by K. Love,77,59
271,3,8:16.0,,Turnover by K. Love (lost ball; steal by B. Adebayo),77,59
272,3,8:08.0,K. Nunn makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,80,59
273,3,7:53.0,,C. Sexton makes 3-pt jump shot from 25 ft (assist by K. Love),80,62
274,3,7:31.0,K. Olynyk misses 2-pt jump shot from 14 ft,,80,62
275,3,7:29.0,,Defensive rebound by D. Garland,80,62
276,3,7:24.0,,C. Sexton misses 3-pt jump shot from 23 ft,80,62
277,3,7:22.0,Defensive rebound by K. Olynyk,,80,62
278,3,7:11.0,D. Jones makes 2-pt dunk at rim (assist by B. Adebayo),,82,62
279,3,7:10.0,,Cleveland full timeout,82,62
280,3,6:55.0,,C. Osman misses 3-pt jump shot from 25 ft,82,62
281,3,6:53.0,Defensive rebound by B. Adebayo,,82,62
282,3,6:39.0,D. Jones makes 2-pt layup from 1 ft (assist by K. Olynyk),,84,62
283,3,6:23.0,,C. Sexton makes 3-pt jump shot from 27 ft (assist by D. Garland),84,65
284,3,6:04.0,Personal foul by C. Osman (drawn by K. Olynyk),,84,65
285,3,6:04.0,,L. Nance enters the game for D. Garland,84,65
286,3,6:04.0,,K. Porter enters the game for K. Love,84,65
287,3,5:59.0,D. Robinson misses 3-pt jump shot from 25 ft,,84,65
288,3,5:55.0,,Defensive rebound by L. Nance,84,65
289,3,5:51.0,,C. Sexton makes 2-pt dunk from 2 ft (assist by L. Nance),84,67
290,3,5:40.0,K. Nunn makes 2-pt jump shot from 17 ft,,86,67
291,3,5:29.0,Violation by Team (kicked ball),,86,67
292,3,5:29.0,G. Dragić enters the game for D. Robinson,,86,67
293,3,5:23.0,,C. Osman misses 3-pt jump shot from 27 ft,86,67
294,3,5:20.0,Defensive rebound by B. Adebayo,,86,67
295,3,5:11.0,K. Olynyk misses 3-pt jump shot from 23 ft,,86,67
296,3,5:08.0,,Defensive rebound by L. Nance,86,67
297,3,4:58.0,,A. Drummond makes 3-pt jump shot from 23 ft (assist by L. Nance),86,70
298,3,4:47.0,Turnover by G. Dragić (bad pass; steal by A. Drummond),,86,70
299,3,4:42.0,,C. Osman misses 3-pt jump shot from 26 ft,86,70
300,3,4:39.0,,Offensive rebound by L. Nance,86,70
301,3,4:39.0,,Shooting foul by G. Dragić (drawn by A. Drummond),86,70
302,3,4:39.0,,A. Drummond makes free throw 1 of 2,86,71
303,3,4:39.0,,A. Drummond misses free throw 2 of 2,86,71
304,3,4:32.0,Defensive rebound by K. Olynyk,,86,71
305,3,4:22.0,B. Adebayo makes 2-pt jump shot from 14 ft,,88,71
306,3,4:10.0,,A. Drummond misses 2-pt layup from 1 ft,88,71
307,3,4:07.0,Defensive rebound by B. Adebayo,,88,71
308,3,4:04.0,D. Jones makes 2-pt dunk from 1 ft (assist by B. Adebayo),,90,71
309,3,3:35.0,,C. Sexton makes 2-pt jump shot from 16 ft,90,73
310,3,3:29.0,Miami full timeout,,90,73
311,3,3:29.0,J. Crowder enters the game for K. Olynyk,,90,73
312,3,3:29.0,,M. Dellavedova enters the game for A. Drummond,90,73
313,3,3:29.0,,T. Thompson enters the game for C. Osman,90,73
314,3,3:15.0,G. Dragić misses 2-pt jump shot from 9 ft,,90,73
315,3,3:13.0,,Defensive rebound by T. Thompson,90,73
316,3,3:11.0,,Offensive foul by L. Nance (drawn by G. Dragić),90,73
317,3,3:11.0,,Turnover by L. Nance (offensive foul),90,73
318,3,3:11.0,A. Iguodala enters the game for D. Jones,,90,73
319,3,2:55.0,Turnover by B. Adebayo (bad pass; steal by K. Porter),,90,73
320,3,2:52.0,,K. Porter makes 2-pt layup from 1 ft,90,75
321,3,2:43.0,G. Dragić misses 3-pt jump shot from 24 ft,,90,75
322,3,2:41.0,,Defensive rebound by T. Thompson,90,75
323,3,2:31.0,,T. Thompson misses 2-pt layup from 1 ft (block by A. Iguodala),90,75
324,3,2:28.0,Defensive rebound by A. Iguodala,,90,75
325,3,2:23.0,K. Nunn makes 2-pt layup from 1 ft (assist by A. Iguodala),,92,75
326,3,2:00.0,,K. Porter misses 2-pt jump shot from 8 ft,92,75
327,3,1:56.0,Defensive rebound by B. Adebayo,,92,75
328,3,1:53.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by J. Crowder),,94,75
329,3,1:36.0,,L. Nance misses 2-pt dunk from 2 ft,94,75
330,3,1:33.0,Defensive rebound by J. Crowder,,94,75
331,3,1:28.0,G. Dragić makes 2-pt layup from 2 ft (assist by A. Iguodala),,96,75
332,3,1:28.0,Shooting foul by K. Porter (drawn by G. Dragić),,96,75
333,3,1:28.0,C. Silva enters the game for B. Adebayo,,96,75
334,3,1:28.0,,D. Garland enters the game for C. Sexton,96,75
335,3,1:28.0,G. Dragić makes free throw 1 of 1,,97,75
336,3,1:10.0,,Personal foul by G. Dragić (drawn by L. Nance),97,75
337,3,1:01.0,,Offensive foul by K. Porter (drawn by G. Dragić),97,75
338,3,1:01.0,,Turnover by K. Porter (offensive foul),97,75
339,3,0:54.0,Offensive foul by A. Iguodala (drawn by K. Porter),,97,75
340,3,0:54.0,Turnover by A. Iguodala (offensive foul),,97,75
341,3,0:46.0,,D. Garland makes 3-pt jump shot from 31 ft (assist by M. Dellavedova),97,78
342,3,0:39.0,Shooting foul by M. Dellavedova (drawn by G. Dragić),,97,78
343,3,0:39.0,G. Dragić makes free throw 1 of 2,,98,78
344,3,0:39.0,G. Dragić makes free throw 2 of 2,,99,78
345,3,0:31.0,,T. Thompson misses 3-pt jump shot from 27 ft (block by A. Iguodala),99,78
346,3,0:27.0,,Offensive rebound by K. Porter,99,78
347,3,0:27.0,,Personal foul by J. Crowder (drawn by T. Thompson),99,78
348,3,0:27.0,,T. Thompson makes free throw 1 of 2,99,79
349,3,0:27.0,,T. Thompson makes free throw 2 of 2,99,80
350,3,0:03.0,Turnover by Team (shot clock),,99,80
351,3,0:00.0,,D. Garland misses 3-pt jump shot from 28 ft,99,80
352,3,0:00.0,,Offensive rebound by Team,99,80
353,4,11:46.0,A. Iguodala misses 2-pt jump shot from 13 ft,,99,80
354,4,11:44.0,,Defensive rebound by T. Thompson,99,80
355,4,11:38.0,,L. Nance makes 2-pt layup at rim (assist by K. Porter),99,82
356,4,11:18.0,D. Robinson misses 3-pt jump shot from 27 ft,,99,82
357,4,11:15.0,,Defensive rebound by K. Porter,99,82
358,4,11:11.0,,Shooting foul by D. Robinson (drawn by K. Love),99,82
359,4,11:11.0,,K. Love makes free throw 1 of 2,99,83
360,4,11:11.0,,K. Love makes free throw 2 of 2,99,84
361,4,11:04.0,J. Crowder misses 3-pt jump shot from 27 ft,,99,84
362,4,11:01.0,,Defensive rebound by D. Garland,99,84
363,4,10:55.0,,T. Thompson makes 2-pt layup from 1 ft (assist by D. Garland),99,86
364,4,10:41.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by G. Dragić),,102,86
365,4,10:21.0,,L. Nance makes 2-pt dunk from 1 ft (assist by T. Thompson),102,88
366,4,9:56.0,G. Dragić misses 3-pt jump shot from 25 ft,,102,88
367,4,9:54.0,,Defensive rebound by T. Thompson,102,88
368,4,9:43.0,,L. Nance makes 2-pt dunk from 1 ft (assist by T. Thompson),102,90
369,4,9:43.0,Miami full timeout,,102,90
370,4,9:31.0,G. Dragić misses 2-pt jump shot from 5 ft,,102,90
371,4,9:29.0,,Defensive rebound by K. Love,102,90
372,4,9:25.0,,K. Porter misses 3-pt jump shot from 26 ft,102,90
373,4,9:22.0,Defensive rebound by G. Dragić,,102,90
374,4,9:20.0,D. Robinson misses 3-pt jump shot from 32 ft,,102,90
375,4,9:15.0,,Defensive rebound by T. Thompson,102,90
376,4,9:06.0,,Personal foul by G. Dragić (drawn by L. Nance),102,90
377,4,9:06.0,B. Adebayo enters the game for C. Silva,,102,90
378,4,8:55.0,,Shooting foul by A. Iguodala (drawn by T. Thompson),102,90
379,4,8:55.0,,T. Thompson makes free throw 1 of 2,102,91
380,4,8:55.0,,T. Thompson misses free throw 2 of 2,102,91
381,4,8:52.0,Defensive rebound by B. Adebayo,,102,91
382,4,8:30.0,J. Crowder misses 3-pt jump shot from 27 ft,,102,91
