,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ATLANTA_ACTION,GOLDEN STATE_SCORE,ATLANTA_SCORE
28,1,8:34.0,Offensive foul by A. Burks (drawn by T. Young),,5,6
29,1,8:34.0,Turnover by A. Burks (offensive foul),,5,6
30,1,8:23.0,,D. Hunter misses 3-pt jump shot from 25 ft,5,6
31,1,8:21.0,Defensive rebound by K. Looney,,5,6
32,1,8:07.0,E. Paschall makes 3-pt jump shot from 26 ft,,8,6
33,1,7:53.0,,J. Parker misses 3-pt jump shot from 23 ft,8,6
34,1,7:51.0,Defensive rebound by Team,,8,6
35,1,7:51.0,K. Bowman enters the game for K. Looney,,8,6
36,1,7:37.0,K. Bowman makes 2-pt jump shot from 6 ft,,10,6
37,1,7:23.0,,Turnover by T. Young (lost ball; steal by K. Bowman),10,6
38,1,7:18.0,G. Robinson misses 2-pt layup from 2 ft,,10,6
39,1,7:15.0,,Defensive rebound by D. Jones,10,6
40,1,7:09.0,,Shooting foul by W. Cauley-Stein (drawn by D. Hunter),10,6
41,1,7:09.0,,D. Hunter makes free throw 1 of 2,10,7
42,1,7:09.0,M. Chriss enters the game for W. Cauley-Stein,,10,7
43,1,7:09.0,,D. Hunter makes free throw 2 of 2,10,8
44,1,7:05.0,Shooting foul by D. Hunter (drawn by E. Paschall),,10,8
45,1,7:05.0,E. Paschall makes free throw 1 of 2,,11,8
46,1,7:05.0,,V. Carter enters the game for J. Parker,11,8
47,1,7:05.0,E. Paschall makes free throw 2 of 2,,12,8
48,1,6:51.0,,Atlanta full timeout,12,8
49,1,6:47.0,,T. Young makes 2-pt layup from 1 ft (assist by V. Carter),12,10
50,1,6:30.0,M. Chriss makes 2-pt dunk from 1 ft (assist by E. Paschall),,14,10
51,1,6:08.0,,T. Young misses 2-pt jump shot from 8 ft,14,10
52,1,6:04.0,Defensive rebound by M. Chriss,,14,10
53,1,5:56.0,G. Robinson misses 2-pt layup from 5 ft,,14,10
54,1,5:54.0,,Defensive rebound by D. Hunter,14,10
55,1,5:51.0,Violation by Team (kicked ball),,14,10
56,1,5:51.0,,A. Len enters the game for D. Bembry,14,10
57,1,5:51.0,,C. Reddish enters the game for D. Jones,14,10
58,1,5:44.0,,Offensive foul by T. Young (drawn by M. Chriss),14,10
59,1,5:44.0,,Turnover by T. Young (offensive foul),14,10
60,1,5:32.0,A. Burks makes 3-pt jump shot from 25 ft (assist by M. Chriss),,17,10
61,1,5:16.0,,D. Hunter makes 2-pt layup from 2 ft (assist by T. Young),17,12
62,1,5:06.0,M. Chriss makes 2-pt dunk from 1 ft (assist by K. Bowman),,19,12
63,1,4:52.0,,Personal foul by E. Paschall (drawn by D. Hunter),19,12
64,1,4:52.0,J. Poole enters the game for A. Burks,,19,12
65,1,4:52.0,O. Spellman enters the game for E. Paschall,,19,12
66,1,4:44.0,,A. Len makes 2-pt dunk at rim (assist by T. Young),19,14
67,1,4:30.0,J. Poole misses 2-pt jump shot from 20 ft,,19,14
68,1,4:26.0,,Defensive rebound by D. Hunter,19,14
69,1,4:23.0,,T. Young misses 3-pt jump shot from 25 ft,19,14
70,1,4:22.0,Defensive rebound by Team,,19,14
71,1,4:22.0,Golden State full timeout,,19,14
72,1,4:22.0,Instant Replay (Challenge: Ruling Stands),,19,14
73,1,4:01.0,K. Bowman misses 2-pt layup from 2 ft,,19,14
74,1,3:58.0,,Defensive rebound by C. Reddish,19,14
75,1,3:53.0,,Turnover by C. Reddish (bad pass; steal by K. Bowman),19,14
76,1,3:48.0,G. Robinson misses 2-pt layup from 2 ft (block by C. Reddish),,19,14
77,1,3:44.0,,Defensive rebound by T. Young,19,14
78,1,3:43.0,,Turnover by T. Young (bad pass; steal by M. Chriss),19,14
79,1,3:34.0,Offensive foul by M. Chriss (drawn by V. Carter),,19,14
80,1,3:34.0,Turnover by M. Chriss (offensive foul),,19,14
81,1,3:34.0,,E. Turner enters the game for D. Hunter,19,14
82,1,3:19.0,,T. Young misses 2-pt jump shot from 12 ft,19,14
83,1,3:16.0,Defensive rebound by K. Bowman,,19,14
84,1,3:11.0,O. Spellman makes 2-pt dunk from 1 ft (assist by J. Poole),,21,14
85,1,2:47.0,,C. Reddish misses 3-pt jump shot from 23 ft,21,14
86,1,2:44.0,,Offensive rebound by E. Turner,21,14
87,1,2:35.0,,Shooting foul by G. Robinson (drawn by E. Turner),21,14
88,1,2:35.0,,E. Turner makes free throw 1 of 2,21,15
89,1,2:35.0,E. Paschall enters the game for G. Robinson,,21,15
90,1,2:35.0,,J. Parker enters the game for V. Carter,21,15
91,1,2:35.0,,T. Wallace enters the game for T. Young,21,15
92,1,2:35.0,,E. Turner makes free throw 2 of 2,21,16
93,1,2:17.0,J. Poole misses 3-pt jump shot from 25 ft,,21,16
94,1,2:13.0,,Defensive rebound by A. Len,21,16
95,1,2:09.0,,E. Turner misses 2-pt jump shot from 16 ft,21,16
96,1,2:05.0,Defensive rebound by J. Poole,,21,16
97,1,1:50.0,M. Chriss misses 3-pt jump shot from 26 ft,,21,16
98,1,1:47.0,,Defensive rebound by Team,21,16
99,1,1:28.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Wallace),21,18
100,1,1:16.0,O. Spellman misses 3-pt jump shot from 26 ft,,21,18
101,1,1:10.0,,Defensive rebound by C. Reddish,21,18
102,1,1:06.0,,Turnover by C. Reddish (bad pass; steal by O. Spellman),21,18
103,1,0:49.0,E. Paschall misses 2-pt jump shot from 13 ft,,21,18
104,1,0:44.0,Offensive rebound by O. Spellman,,21,18
105,1,0:44.0,O. Spellman misses 2-pt layup at rim,,21,18
106,1,0:43.0,,Defensive rebound by C. Reddish,21,18
107,1,0:35.0,,A. Len makes 2-pt layup from 2 ft,21,20
108,1,0:24.0,K. Bowman makes 2-pt jump shot from 12 ft (assist by E. Paschall),,23,20
109,1,0:01.0,,A. Len misses 3-pt jump shot from 23 ft,23,20
110,1,0:01.0,Defensive rebound by J. Poole,,23,20
111,2,11:48.0,,J. Parker misses 2-pt jump shot from 16 ft,23,20
112,2,11:44.0,Defensive rebound by O. Spellman,,23,20
113,2,11:31.0,M. Chriss misses 2-pt layup from 4 ft,,23,20
114,2,11:29.0,,Defensive rebound by A. Len,23,20
115,2,11:25.0,,Personal foul by O. Spellman (drawn by A. Len),23,20
116,2,11:17.0,,C. Reddish misses 2-pt layup from 8 ft,23,20
117,2,11:15.0,Defensive rebound by O. Spellman,,23,20
118,2,11:01.0,M. Chriss misses 2-pt layup from 2 ft,,23,20
119,2,10:58.0,,Defensive rebound by A. Len,23,20
120,2,10:51.0,,A. Len misses 2-pt layup from 1 ft,23,20
121,2,10:48.0,Defensive rebound by K. Bowman,,23,20
122,2,10:45.0,Turnover by K. Bowman (lost ball; steal by T. Wallace),,23,20
123,2,10:35.0,,J. Parker makes 2-pt layup from 5 ft,23,22
124,2,10:34.0,Golden State full timeout,,23,22
125,2,10:34.0,A. Burks enters the game for K. Bowman,,23,22
126,2,10:34.0,K. Looney enters the game for M. Chriss,,23,22
127,2,10:34.0,,B. Fernando enters the game for A. Len,23,22
128,2,10:34.0,,D. Hunter enters the game for C. Reddish,23,22
129,2,10:13.0,Personal foul by T. Wallace (drawn by O. Spellman),,23,22
130,2,10:01.0,A. Burks makes 2-pt jump shot from 12 ft,,25,22
131,2,9:46.0,,D. Hunter makes 2-pt jump shot from 16 ft,25,24
132,2,9:24.0,Offensive foul by K. Looney (drawn by D. Hunter),,25,24
133,2,9:24.0,Turnover by K. Looney (offensive foul),,25,24
134,2,9:24.0,,D. Bembry enters the game for T. Wallace,25,24
135,2,9:05.0,,D. Hunter makes 2-pt jump shot from 19 ft (assist by E. Turner),25,26
136,2,8:43.0,Turnover by J. Poole (bad pass; steal by J. Parker),,25,26
137,2,8:39.0,,D. Hunter misses 3-pt jump shot from 26 ft,25,26
138,2,8:36.0,,Offensive rebound by D. Hunter,25,26
139,2,8:34.0,,Shooting foul by A. Burks (drawn by D. Hunter),25,26
140,2,8:34.0,,D. Hunter makes free throw 1 of 2,25,27
141,2,8:34.0,,D. Hunter makes free throw 2 of 2,25,28
142,2,8:17.0,A. Burks makes 2-pt layup from 1 ft (assist by E. Paschall),,27,28
143,2,7:57.0,,J. Parker makes 2-pt layup from 1 ft,27,30
144,2,7:40.0,A. Burks misses 2-pt jump shot from 7 ft (block by D. Bembry),,27,30
145,2,7:39.0,O. Spellman misses 2-pt layup from 1 ft,,27,30
146,2,7:39.0,,Defensive rebound by J. Parker,27,30
147,2,7:39.0,Offensive rebound by O. Spellman,,27,30
148,2,7:34.0,,J. Parker makes 2-pt dunk from 1 ft,27,32
149,2,7:19.0,Golden State full timeout,,27,32
150,2,7:19.0,K. Bowman enters the game for K. Looney,,27,32
151,2,7:19.0,W. Cauley-Stein enters the game for J. Poole,,27,32
152,2,7:19.0,G. Robinson enters the game for O. Spellman,,27,32
153,2,7:19.0,,T. Young enters the game for E. Turner,27,32
154,2,7:02.0,G. Robinson misses 2-pt layup from 1 ft,,27,32
155,2,6:58.0,,Defensive rebound by B. Fernando,27,32
156,2,6:52.0,,T. Young makes 3-pt jump shot from 29 ft,27,35
157,2,6:36.0,A. Burks makes 2-pt layup from 1 ft (assist by E. Paschall),,29,35
158,2,6:36.0,Shooting foul by B. Fernando (drawn by A. Burks),,29,35
159,2,6:36.0,A. Burks makes free throw 1 of 1,,30,35
160,2,6:20.0,,B. Fernando misses 2-pt layup from 2 ft,30,35
161,2,6:15.0,Defensive rebound by E. Paschall,,30,35
162,2,6:04.0,E. Paschall makes 2-pt jump shot from 7 ft,,32,35
163,2,5:50.0,,T. Young misses 2-pt layup from 2 ft (block by K. Bowman),32,35
164,2,5:49.0,,Offensive rebound by Team,32,35
165,2,5:49.0,,D. Jones enters the game for B. Fernando,32,35
166,2,5:46.0,,T. Young misses 3-pt jump shot from 25 ft,32,35
167,2,5:38.0,,Offensive rebound by J. Parker,32,35
168,2,5:38.0,,J. Parker makes 2-pt dunk from 1 ft,32,37
169,2,5:26.0,A. Burks misses 3-pt jump shot from 27 ft,,32,37
170,2,5:24.0,Offensive rebound by A. Burks,,32,37
171,2,5:16.0,E. Paschall misses 2-pt layup from 1 ft (block by J. Parker),,32,37
172,2,5:16.0,,Defensive rebound by D. Bembry,32,37
173,2,5:05.0,,J. Parker misses 3-pt jump shot from 27 ft,32,37
174,2,5:02.0,Defensive rebound by K. Bowman,,32,37
175,2,4:50.0,G. Robinson misses 2-pt jump shot from 21 ft,,32,37
176,2,4:45.0,Offensive rebound by E. Paschall,,32,37
177,2,4:45.0,E. Paschall makes 2-pt dunk at rim,,34,37
178,2,4:33.0,,Personal foul by E. Paschall (drawn by D. Hunter),34,37
179,2,4:33.0,O. Spellman enters the game for E. Paschall,,34,37
180,2,4:33.0,,V. Carter enters the game for D. Bembry,34,37
181,2,4:33.0,,C. Reddish enters the game for J. Parker,34,37
182,2,4:22.0,,D. Hunter misses 2-pt jump shot from 17 ft,34,37
183,2,4:22.0,Defensive rebound by Team,,34,37
184,2,4:06.0,Turnover by K. Bowman (bad pass; steal by V. Carter),,34,37
185,2,4:00.0,,Offensive foul by T. Young (drawn by K. Bowman),34,37
186,2,4:00.0,,Turnover by T. Young (offensive foul),34,37
187,2,3:44.0,O. Spellman makes 2-pt jump shot from 12 ft,,36,37
188,2,3:28.0,,V. Carter misses 3-pt jump shot from 26 ft,36,37
189,2,3:25.0,Defensive rebound by W. Cauley-Stein,,36,37
190,2,3:18.0,A. Burks misses 2-pt layup from 8 ft,,36,37
191,2,3:18.0,,Defensive rebound by Team,36,37
192,2,3:18.0,,E. Turner enters the game for D. Hunter,36,37
193,2,2:59.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by E. Turner),36,40
194,2,2:48.0,Offensive foul by K. Bowman (drawn by T. Young),,36,40
195,2,2:48.0,Turnover by K. Bowman (offensive foul),,36,40
196,2,2:38.0,,V. Carter misses 3-pt jump shot from 23 ft,36,40
197,2,2:34.0,Defensive rebound by G. Robinson,,36,40
198,2,2:17.0,W. Cauley-Stein misses 2-pt hook shot from 4 ft,,36,40
199,2,2:16.0,,Defensive rebound by Team,36,40
200,2,2:12.0,,T. Young misses 2-pt layup from 1 ft (block by W. Cauley-Stein),36,40
201,2,2:12.0,,Offensive rebound by Team,36,40
202,2,2:11.0,,Shooting foul by W. Cauley-Stein (drawn by C. Reddish),36,40
203,2,2:11.0,,C. Reddish makes free throw 1 of 2,36,41
204,2,2:11.0,E. Paschall enters the game for W. Cauley-Stein,,36,41
205,2,2:11.0,,C. Reddish misses free throw 2 of 2,36,41
206,2,2:09.0,,Offensive rebound by D. Jones,36,41
207,2,2:07.0,,T. Young makes 3-pt jump shot from 24 ft (assist by D. Jones),36,44
208,2,1:50.0,A. Burks misses 2-pt layup from 2 ft,,36,44
209,2,1:49.0,Offensive rebound by E. Paschall,,36,44
210,2,1:47.0,O. Spellman misses 3-pt jump shot from 25 ft,,36,44
211,2,1:44.0,Offensive rebound by O. Spellman,,36,44
212,2,1:41.0,O. Spellman misses 2-pt layup from 3 ft (block by V. Carter),,36,44
213,2,1:37.0,Offensive rebound by A. Burks,,36,44
214,2,1:35.0,G. Robinson misses 2-pt jump shot from 11 ft,,36,44
215,2,1:32.0,Offensive rebound by O. Spellman,,36,44
216,2,1:31.0,Shooting foul by D. Jones (drawn by O. Spellman),,36,44
217,2,1:31.0,O. Spellman makes free throw 1 of 2,,37,44
218,2,1:31.0,,D. Hunter enters the game for V. Carter,37,44
219,2,1:31.0,O. Spellman makes free throw 2 of 2,,38,44
220,2,1:15.0,,D. Hunter makes 3-pt jump shot from 26 ft (assist by E. Turner),38,47
221,2,0:56.0,Turnover by O. Spellman (bad pass; steal by E. Turner),,38,47
222,2,0:50.0,,C. Reddish misses 3-pt jump shot from 24 ft,38,47
223,2,0:46.0,Defensive rebound by G. Robinson,,38,47
224,2,0:36.0,A. Burks misses 2-pt jump shot from 7 ft,,38,47
225,2,0:33.0,,Defensive rebound by D. Jones,38,47
226,2,0:29.0,,Shooting foul by K. Bowman (drawn by T. Young),38,47
227,2,0:29.0,,T. Young makes free throw 1 of 2,38,48
228,2,0:29.0,,D. Bembry enters the game for D. Jones,38,48
229,2,0:29.0,,T. Young makes free throw 2 of 2,38,49
230,2,0:11.0,E. Paschall makes 2-pt layup from 3 ft (assist by A. Burks),,40,49
231,2,0:01.0,,T. Young misses 2-pt jump shot from 6 ft,40,49
232,2,0:01.0,Defensive rebound by O. Spellman,,40,49
233,3,11:43.0,,J. Parker misses 2-pt layup from 4 ft,40,49
234,3,11:39.0,,Offensive rebound by D. Jones,40,49
235,3,11:39.0,,D. Jones makes 2-pt layup from 3 ft,40,51
236,3,11:25.0,G. Robinson misses 2-pt jump shot from 19 ft,,40,51
237,3,11:22.0,,Defensive rebound by D. Jones,40,51
238,3,11:12.0,,Personal foul by W. Cauley-Stein (drawn by D. Jones),40,51
239,3,10:58.0,,J. Parker misses 3-pt jump shot from 26 ft,40,51
240,3,10:55.0,,Offensive rebound by D. Jones,40,51
241,3,10:53.0,,D. Jones misses 2-pt layup from 2 ft (block by K. Looney),40,51
242,3,10:53.0,Defensive rebound by W. Cauley-Stein,,40,51
243,3,10:41.0,K. Looney misses 2-pt jump shot from 16 ft,,40,51
244,3,10:36.0,,Defensive rebound by D. Bembry,40,51
245,3,10:29.0,,Turnover by T. Young (lost ball; steal by W. Cauley-Stein),40,51
246,3,10:26.0,G. Robinson makes 2-pt layup from 1 ft (assist by E. Paschall),,42,51
247,3,10:08.0,,D. Bembry makes 3-pt jump shot from 25 ft (assist by T. Young),42,54
248,3,9:39.0,A. Burks misses 3-pt jump shot from 26 ft,,42,54
249,3,9:39.0,Offensive rebound by Team,,42,54
250,3,9:39.0,Turnover by Team (shot clock),,42,54
251,3,9:28.0,,D. Jones makes 2-pt layup from 1 ft (assist by T. Young),42,56
252,3,9:03.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,42,56
253,3,8:59.0,,Defensive rebound by D. Bembry,42,56
254,3,8:52.0,,T. Young misses 3-pt jump shot from 34 ft,42,56
255,3,8:50.0,,Offensive rebound by D. Bembry,42,56
256,3,8:47.0,,J. Parker misses 2-pt layup from 2 ft (block by K. Looney),42,56
257,3,8:44.0,Defensive rebound by E. Paschall,,42,56
258,3,8:34.0,A. Burks makes 2-pt layup from 3 ft,,44,56
259,3,8:12.0,,J. Parker misses 2-pt layup from 5 ft (block by W. Cauley-Stein),44,56
260,3,8:12.0,,Offensive rebound by Team,44,56
261,3,8:12.0,K. Bowman enters the game for K. Looney,,44,56
262,3,8:04.0,,J. Parker misses 2-pt jump shot from 4 ft,44,56
263,3,8:00.0,Defensive rebound by W. Cauley-Stein,,44,56
264,3,7:57.0,Turnover by E. Paschall (lost ball; steal by J. Parker),,44,56
265,3,7:54.0,,Shooting foul by W. Cauley-Stein (drawn by D. Jones),44,56
266,3,7:54.0,,D. Jones makes free throw 1 of 2,44,57
267,3,7:54.0,M. Chriss enters the game for W. Cauley-Stein,,44,57
268,3,7:54.0,,D. Jones makes free throw 2 of 2,44,58
269,3,7:38.0,E. Paschall makes 3-pt jump shot from 26 ft (assist by A. Burks),,47,58
270,3,7:22.0,,T. Young makes 2-pt jump shot from 6 ft,47,60
271,3,7:22.0,Golden State full timeout,,47,60
272,3,7:22.0,,A. Len enters the game for D. Jones,47,60
273,3,7:12.0,M. Chriss makes 2-pt dunk from 1 ft (assist by K. Bowman),,49,60
274,3,6:45.0,,D. Bembry misses 3-pt jump shot from 26 ft,49,60
275,3,6:42.0,,Offensive rebound by J. Parker,49,60
276,3,6:40.0,,J. Parker misses 2-pt layup from 1 ft,49,60
277,3,6:35.0,Defensive rebound by G. Robinson,,49,60
278,3,6:29.0,Turnover by G. Robinson (lost ball; steal by D. Hunter),,49,60
279,3,6:26.0,,D. Hunter makes 2-pt dunk from 2 ft,49,62
280,3,6:09.0,G. Robinson makes 2-pt jump shot from 17 ft (assist by K. Bowman),,51,62
281,3,5:49.0,,T. Young makes 2-pt layup from 1 ft,51,64
282,3,5:28.0,A. Burks misses 3-pt jump shot from 26 ft,,51,64
283,3,5:25.0,Offensive rebound by E. Paschall,,51,64
284,3,5:25.0,Turnover by E. Paschall (lost ball; steal by D. Bembry),,51,64
285,3,5:16.0,,T. Young makes 2-pt jump shot from 12 ft,51,66
286,3,4:58.0,Turnover by M. Chriss (bad pass; steal by D. Bembry),,51,66
287,3,4:58.0,J. Poole enters the game for A. Burks,,51,66
288,3,4:58.0,O. Spellman enters the game for E. Paschall,,51,66
289,3,4:58.0,,C. Reddish enters the game for D. Bembry,51,66
290,3,4:58.0,,E. Turner enters the game for J. Parker,51,66
291,3,4:44.0,,D. Hunter misses 2-pt jump shot from 12 ft,51,66
292,3,4:41.0,,Offensive rebound by C. Reddish,51,66
293,3,4:39.0,,C. Reddish misses 2-pt jump shot from 1 ft (block by J. Poole),51,66
294,3,4:39.0,,Offensive rebound by Team,51,66
295,3,4:34.0,,D. Hunter misses 3-pt jump shot from 24 ft,51,66
296,3,4:31.0,Defensive rebound by K. Bowman,,51,66
297,3,4:21.0,K. Bowman makes 2-pt layup from 1 ft (assist by O. Spellman),,53,66
298,3,4:21.0,,Atlanta full timeout,53,66
299,3,4:21.0,,V. Carter enters the game for D. Hunter,53,66
300,3,4:08.0,,Turnover by T. Young (bad pass; steal by J. Poole),53,66
301,3,3:59.0,Turnover by M. Chriss (bad pass; steal by C. Reddish),,53,66
302,3,3:53.0,,E. Turner makes 2-pt jump shot from 16 ft,53,68
303,3,3:29.0,O. Spellman misses 3-pt jump shot from 27 ft,,53,68
304,3,3:25.0,,Defensive rebound by V. Carter,53,68
305,3,3:14.0,,A. Len makes 2-pt dunk from 1 ft (assist by E. Turner),53,70
306,3,2:56.0,Personal foul by C. Reddish (drawn by M. Chriss),,53,70
307,3,2:56.0,E. Paschall enters the game for G. Robinson,,53,70
308,3,2:56.0,,T. Wallace enters the game for T. Young,53,70
309,3,2:46.0,J. Poole misses 3-pt jump shot from 26 ft,,53,70
310,3,2:43.0,,Defensive rebound by V. Carter,53,70
311,3,2:33.0,,C. Reddish makes 3-pt jump shot from 23 ft (assist by E. Turner),53,73
312,3,2:15.0,Turnover by E. Paschall (bad pass),,53,73
313,3,2:07.0,,E. Turner misses 2-pt jump shot from 12 ft,53,73
314,3,2:04.0,Defensive rebound by M. Chriss,,53,73
315,3,1:56.0,Offensive foul by M. Chriss (drawn by C. Reddish),,53,73
316,3,1:56.0,Turnover by M. Chriss (offensive foul),,53,73
317,3,1:47.0,,V. Carter misses 3-pt jump shot from 28 ft,53,73
318,3,1:44.0,Defensive rebound by K. Bowman,,53,73
319,3,1:26.0,M. Chriss misses 2-pt layup from 4 ft,,53,73
320,3,1:21.0,Offensive rebound by K. Bowman,,53,73
321,3,1:21.0,K. Bowman misses 3-pt jump shot from 26 ft,,53,73
322,3,1:17.0,Offensive rebound by M. Chriss,,53,73
323,3,1:16.0,Turnover by M. Chriss (bad pass; steal by A. Len),,53,73
324,3,1:10.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by C. Reddish),53,76
325,3,1:09.0,Golden State full timeout,,53,76
326,3,0:48.0,K. Bowman misses 2-pt jump shot from 11 ft,,53,76
327,3,0:47.0,Offensive rebound by M. Chriss,,53,76
328,3,0:47.0,M. Chriss misses 2-pt layup from 2 ft,,53,76
329,3,0:44.0,Offensive rebound by K. Bowman,,53,76
330,3,0:40.0,Turnover by M. Chriss (out of bounds lost ball),,53,76
331,3,0:22.0,,Turnover by A. Len (lost ball; steal by J. Poole),53,76
332,3,0:02.0,Turnover by Team (shot clock),,53,76
333,3,0:01.0,,C. Reddish misses 3-pt jump shot from 30 ft,53,76
334,3,0:01.0,,Offensive rebound by Team,53,76
335,4,11:49.0,Shooting foul by C. Reddish (drawn by A. Burks),,53,76
336,4,11:49.0,A. Burks misses free throw 1 of 2,,53,76
337,4,11:49.0,Offensive rebound by Team,,53,76
338,4,11:49.0,A. Burks makes free throw 2 of 2,,54,76
339,4,11:37.0,,T. Young misses 3-pt jump shot from 34 ft,54,76
340,4,11:33.0,Defensive rebound by O. Spellman,,54,76
341,4,11:25.0,K. Bowman makes 2-pt layup from 1 ft,,56,76
342,4,11:13.0,,Personal foul by A. Burks (drawn by D. Bembry),56,76
343,4,11:04.0,,D. Bembry makes 2-pt layup from 1 ft,56,78
344,4,10:46.0,K. Looney makes 2-pt layup from 2 ft (assist by G. Robinson),,58,78
345,4,10:29.0,,D. Hunter makes 3-pt jump shot from 26 ft (assist by T. Young),58,81
346,4,10:09.0,Turnover by K. Bowman (step out of bounds),,58,81
347,4,10:03.0,,Personal take foul by K. Looney (drawn by T. Young),58,81
348,4,9:59.0,,Personal foul by K. Bowman (drawn by T. Young),58,81
349,4,9:45.0,,D. Hunter misses 3-pt jump shot from 25 ft,58,81
350,4,9:42.0,Defensive rebound by K. Looney,,58,81
351,4,9:35.0,A. Burks misses 3-pt jump shot from 26 ft,,58,81
352,4,9:32.0,Offensive rebound by O. Spellman,,58,81
353,4,9:31.0,O. Spellman makes 2-pt dunk from 1 ft,,60,81
354,4,9:15.0,,Turnover by D. Hunter (bad pass),60,81
355,4,9:03.0,Turnover by O. Spellman (bad pass; steal by D. Bembry),,60,81
356,4,8:58.0,,D. Hunter misses 2-pt dunk from 1 ft (block by O. Spellman),60,81
357,4,8:55.0,,Offensive rebound by D. Bembry,60,81
358,4,8:52.0,,T. Young makes 2-pt jump shot from 9 ft,60,83
359,4,8:40.0,O. Spellman misses 3-pt jump shot from 25 ft,,60,83
360,4,8:36.0,Offensive rebound by G. Robinson,,60,83
361,4,8:29.0,Shooting foul by D. Jones (drawn by A. Burks),,60,83
362,4,8:29.0,A. Burks makes free throw 1 of 2,,61,83
363,4,8:29.0,W. Cauley-Stein enters the game for K. Looney,,61,83
364,4,8:29.0,E. Paschall enters the game for O. Spellman,,61,83
365,4,8:29.0,,J. Parker enters the game for C. Reddish,61,83
366,4,8:29.0,A. Burks makes free throw 2 of 2,,62,83
367,4,8:12.0,,D. Bembry misses 2-pt layup from 2 ft,62,83
368,4,8:10.0,Defensive rebound by A. Burks,,62,83
369,4,8:07.0,Turnover by A. Burks (lost ball; steal by D. Jones),,62,83
370,4,8:03.0,,D. Jones makes 2-pt dunk from 2 ft (assist by T. Young),62,85
371,4,7:42.0,E. Paschall makes 2-pt layup from 7 ft,,64,85
372,4,7:42.0,Shooting foul by J. Parker (drawn by E. Paschall),,64,85
373,4,7:42.0,E. Paschall makes free throw 1 of 1,,65,85
374,4,7:23.0,,D. Jones makes 2-pt dunk from 1 ft (assist by D. Hunter),65,87
375,4,7:07.0,K. Bowman makes 2-pt jump shot from 7 ft,,67,87
376,4,6:43.0,,D. Hunter misses 2-pt layup from 9 ft (block by G. Robinson),67,87
377,4,6:43.0,,Offensive rebound by Team,67,87
378,4,6:43.0,,Atlanta full timeout,67,87
379,4,6:43.0,,E. Turner enters the game for T. Young,67,87
380,4,6:40.0,,Turnover by D. Jones (lost ball; steal by K. Bowman),67,87
381,4,6:33.0,A. Burks misses 2-pt layup from 1 ft,,67,87
382,4,6:29.0,,Defensive rebound by D. Hunter,67,87
383,4,6:18.0,,D. Jones makes 2-pt dunk from 1 ft (assist by D. Bembry),67,89
384,4,6:04.0,G. Robinson misses 3-pt jump shot from 25 ft,,67,89
385,4,6:00.0,,Defensive rebound by J. Parker,67,89
386,4,5:49.0,,E. Turner makes 2-pt layup from 1 ft,67,91
387,4,5:28.0,G. Robinson makes 2-pt jump shot from 9 ft (assist by E. Paschall),,69,91
388,4,5:13.0,,Atlanta full timeout,69,91
389,4,5:13.0,J. Poole enters the game for A. Burks,,69,91
