,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
154,2,5:37.0,,H. Whiteside enters the game for C. Swanigan,45,46
155,2,5:23.0,,A. Simons makes 2-pt jump shot from 16 ft (assist by D. Lillard),45,48
156,2,5:06.0,L. Aldridge misses 2-pt jump shot from 19 ft,,45,48
157,2,5:03.0,,Defensive rebound by M. Hezonja,45,48
158,2,4:53.0,,T. Ariza misses 3-pt jump shot from 23 ft,45,48
159,2,4:51.0,,Offensive rebound by H. Whiteside,45,48
160,2,4:49.0,,H. Whiteside makes 2-pt hook shot from 10 ft,45,50
161,2,4:35.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by D. Murray),,48,50
162,2,4:19.0,,A. Simons misses 2-pt jump shot from 9 ft,48,50
163,2,4:17.0,Defensive rebound by T. Lyles,,48,50
164,2,4:11.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,51,50
165,2,3:54.0,,Personal foul by D. Murray (drawn by D. Lillard),51,50
166,2,3:45.0,,Turnover by D. Lillard (bad pass; steal by D. DeRozan),51,50
167,2,3:32.0,Turnover by B. Forbes (lost ball; steal by M. Hezonja),,51,50
168,2,3:29.0,,M. Hezonja makes 2-pt dunk from 1 ft (assist by D. Lillard),51,52
169,2,3:14.0,L. Aldridge misses 2-pt jump shot from 21 ft,,51,52
170,2,3:12.0,,Defensive rebound by M. Hezonja,51,52
171,2,3:06.0,,M. Hezonja misses 2-pt jump shot from 14 ft,51,52
172,2,3:03.0,Defensive rebound by T. Lyles,,51,52
173,2,2:54.0,D. DeRozan misses 2-pt jump shot from 12 ft,,51,52
174,2,2:52.0,,Defensive rebound by H. Whiteside,51,52
175,2,2:46.0,,Turnover by D. Lillard (bad pass),51,52
176,2,2:46.0,,Loose ball foul by H. Whiteside (drawn by B. Forbes),51,52
177,2,2:46.0,M. Belinelli enters the game for B. Forbes,,51,52
178,2,2:46.0,,C. McCollum enters the game for A. Simons,51,52
179,2,2:37.0,D. DeRozan makes 2-pt jump shot from 16 ft (assist by M. Belinelli),,53,52
180,2,2:20.0,,D. Lillard misses 2-pt layup from 2 ft,53,52
181,2,2:18.0,Defensive rebound by D. DeRozan,,53,52
182,2,2:13.0,M. Belinelli misses 3-pt jump shot from 23 ft,,53,52
183,2,2:10.0,,Defensive rebound by H. Whiteside,53,52
184,2,1:59.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),53,55
185,2,1:41.0,L. Aldridge makes 2-pt hook shot from 8 ft,,55,55
186,2,1:23.0,,C. McCollum misses 3-pt jump shot from 25 ft,55,55
187,2,1:16.0,Defensive rebound by M. Belinelli,,55,55
188,2,1:13.0,M. Belinelli misses 3-pt jump shot from 27 ft,,55,55
189,2,1:07.0,,Defensive rebound by M. Hezonja,55,55
190,2,1:04.0,,D. Lillard misses 3-pt jump shot from 30 ft,55,55
191,2,1:04.0,Defensive rebound by D. Murray,,55,55
192,2,0:46.0,L. Aldridge makes 2-pt jump shot from 11 ft,,57,55
193,2,0:31.0,,D. Lillard makes 2-pt jump shot from 11 ft,57,57
194,2,0:14.0,T. Lyles makes 3-pt jump shot from 29 ft (assist by D. DeRozan),,60,57
195,2,0:00.0,,T. Ariza makes 2-pt layup from 3 ft (assist by D. Lillard),60,59
196,2,0:00.0,L. Aldridge misses 3-pt jump shot from 69 ft,,60,59
197,2,0:00.0,Offensive rebound by Team,,60,59
198,3,11:42.0,,C. Anthony makes 2-pt jump shot from 13 ft (assist by C. McCollum),60,61
199,3,11:23.0,L. Aldridge makes 2-pt jump shot from 15 ft (assist by D. Murray),,62,61
200,3,11:02.0,,D. Lillard misses 3-pt jump shot from 31 ft,62,61
201,3,10:58.0,Defensive rebound by D. DeRozan,,62,61
202,3,10:48.0,D. Murray misses 3-pt jump shot from 22 ft,,62,61
203,3,10:46.0,,Defensive rebound by H. Whiteside,62,61
204,3,10:32.0,,C. McCollum misses 2-pt jump shot from 14 ft,62,61
205,3,10:29.0,Defensive rebound by D. DeRozan,,62,61
206,3,10:21.0,Shooting foul by T. Ariza (drawn by D. DeRozan),,62,61
207,3,10:21.0,D. DeRozan makes free throw 1 of 2,,63,61
208,3,10:21.0,D. DeRozan makes free throw 2 of 2,,64,61
209,3,10:09.0,,Shooting foul by T. Lyles (drawn by T. Ariza),64,61
210,3,10:09.0,,T. Ariza makes free throw 1 of 2,64,62
211,3,10:09.0,,T. Ariza makes free throw 2 of 2,64,63
212,3,9:58.0,T. Lyles misses 3-pt jump shot from 25 ft,,64,63
213,3,9:54.0,,Defensive rebound by H. Whiteside,64,63
214,3,9:47.0,,C. McCollum misses 2-pt jump shot from 8 ft,64,63
215,3,9:45.0,,Offensive rebound by H. Whiteside,64,63
216,3,9:45.0,,Shooting foul by T. Lyles (drawn by H. Whiteside),64,63
217,3,9:45.0,,H. Whiteside makes free throw 1 of 2,64,64
218,3,9:45.0,,H. Whiteside misses free throw 2 of 2,64,64
219,3,9:42.0,,Offensive rebound by T. Ariza,64,64
220,3,9:39.0,,T. Ariza misses 3-pt jump shot from 25 ft,64,64
221,3,9:37.0,,Offensive rebound by Team,64,64
222,3,9:30.0,,C. Anthony misses 2-pt jump shot from 11 ft,64,64
223,3,9:28.0,Defensive rebound by D. Murray,,64,64
224,3,9:14.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,67,64
225,3,8:48.0,,D. Lillard misses 2-pt layup from 1 ft,67,64
226,3,8:47.0,Defensive rebound by L. Aldridge,,67,64
227,3,8:42.0,Shooting foul by H. Whiteside (drawn by D. DeRozan),,67,64
228,3,8:42.0,D. DeRozan makes free throw 1 of 2,,68,64
229,3,8:42.0,D. DeRozan makes free throw 2 of 2,,69,64
230,3,8:31.0,,C. Anthony misses 2-pt jump shot from 13 ft,69,64
231,3,8:28.0,,Offensive rebound by C. McCollum,69,64
232,3,8:20.0,,Turnover by D. Lillard (bad pass; steal by D. Murray),69,64
233,3,8:14.0,D. Murray misses 2-pt layup from 2 ft (block by H. Whiteside),,69,64
234,3,8:12.0,,Defensive rebound by T. Ariza,69,64
235,3,8:12.0,,Turnover by T. Ariza (bad pass),69,64
236,3,7:55.0,D. DeRozan misses 2-pt hook shot from 10 ft,,69,64
237,3,7:53.0,,Defensive rebound by H. Whiteside,69,64
238,3,7:43.0,,D. Lillard misses 3-pt jump shot from 24 ft,69,64
239,3,7:40.0,Defensive rebound by D. Murray,,69,64
240,3,7:32.0,T. Lyles makes 2-pt layup from 1 ft,,71,64
241,3,7:32.0,Shooting foul by T. Ariza (drawn by T. Lyles),,71,64
242,3,7:32.0,,Portland full timeout,71,64
243,3,7:32.0,T. Lyles makes free throw 1 of 1,,72,64
244,3,7:18.0,,H. Whiteside makes 2-pt hook shot from 3 ft (assist by C. McCollum),72,66
245,3,7:05.0,D. DeRozan misses 2-pt jump shot from 4 ft (block by H. Whiteside),,72,66
246,3,7:03.0,,Defensive rebound by H. Whiteside,72,66
247,3,6:55.0,,C. Anthony makes 3-pt jump shot from 23 ft (assist by D. Lillard),72,69
248,3,6:35.0,Turnover by L. Aldridge (lost ball; steal by H. Whiteside),,72,69
249,3,6:27.0,,C. McCollum makes 2-pt jump shot from 5 ft,72,71
250,3,6:08.0,D. DeRozan makes 2-pt layup from 1 ft,,74,71
251,3,6:08.0,Shooting foul by H. Whiteside (drawn by D. DeRozan),,74,71
252,3,6:08.0,D. DeRozan makes free throw 1 of 1,,75,71
253,3,5:57.0,,C. McCollum misses 3-pt jump shot from 26 ft,75,71
254,3,5:56.0,Defensive rebound by T. Lyles,,75,71
255,3,5:39.0,B. Forbes misses 3-pt jump shot from 24 ft,,75,71
256,3,5:37.0,,Defensive rebound by C. Anthony,75,71
257,3,5:26.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by C. McCollum),75,74
258,3,5:23.0,San Antonio full timeout,,75,74
259,3,5:23.0,P. Mills enters the game for B. Forbes,,75,74
260,3,5:23.0,D. White enters the game for D. Murray,,75,74
261,3,5:11.0,L. Aldridge misses 3-pt jump shot from 25 ft,,75,74
262,3,5:09.0,,Defensive rebound by D. Lillard,75,74
263,3,5:02.0,,Turnover by D. Lillard (bad pass; steal by T. Lyles),75,74
264,3,4:54.0,D. DeRozan misses 2-pt jump shot from 8 ft,,75,74
265,3,4:52.0,,Defensive rebound by H. Whiteside,75,74
266,3,4:38.0,,C. McCollum misses 2-pt jump shot from 4 ft,75,74
267,3,4:35.0,,Offensive rebound by H. Whiteside,75,74
268,3,4:33.0,,H. Whiteside makes 2-pt dunk from 1 ft,75,76
269,3,4:22.0,D. DeRozan makes 2-pt dunk from 1 ft,,77,76
270,3,4:06.0,,D. Lillard makes 2-pt layup from 1 ft,77,78
271,3,3:49.0,T. Lyles makes 2-pt layup from 2 ft (assist by P. Mills),,79,78
272,3,3:32.0,,Shooting foul by D. White (drawn by C. McCollum),79,78
273,3,3:32.0,,C. McCollum misses free throw 1 of 2,79,78
274,3,3:32.0,,Offensive rebound by Team,79,78
275,3,3:32.0,J. Poeltl enters the game for L. Aldridge,,79,78
276,3,3:32.0,,M. Hezonja enters the game for C. Anthony,79,78
277,3,3:32.0,,C. Swanigan enters the game for H. Whiteside,79,78
278,3,3:32.0,,C. McCollum makes free throw 2 of 2,79,79
279,3,3:22.0,D. DeRozan misses 2-pt jump shot from 2 ft,,79,79
280,3,3:20.0,,Defensive rebound by T. Ariza,79,79
281,3,3:16.0,,C. Swanigan makes 2-pt layup from 2 ft (assist by D. Lillard),79,81
282,3,2:56.0,P. Mills makes 2-pt jump shot from 3 ft,,81,81
283,3,2:49.0,,D. Lillard makes 2-pt layup at rim,81,83
284,3,2:49.0,,Shooting foul by T. Lyles (drawn by D. Lillard),81,83
285,3,2:49.0,,G. Trent enters the game for C. McCollum,81,83
286,3,2:49.0,,D. Lillard makes free throw 1 of 1,81,84
287,3,2:32.0,T. Lyles makes 2-pt jump shot from 15 ft (assist by D. DeRozan),,83,84
288,3,2:17.0,,Shooting foul by J. Poeltl (drawn by D. Lillard),83,84
289,3,2:17.0,,D. Lillard makes free throw 1 of 2,83,85
290,3,2:17.0,,D. Lillard makes free throw 2 of 2,83,86
291,3,1:57.0,D. White makes 2-pt layup from 1 ft,,85,86
292,3,1:45.0,,D. Lillard misses 3-pt jump shot from 29 ft,85,86
293,3,1:43.0,Defensive rebound by J. Poeltl,,85,86
294,3,1:26.0,P. Mills misses 3-pt jump shot from 29 ft,,85,86
295,3,1:23.0,Offensive rebound by T. Lyles,,85,86
296,3,1:14.0,D. White misses 3-pt jump shot from 24 ft,,85,86
297,3,1:12.0,,Defensive rebound by T. Ariza,85,86
298,3,1:06.0,,Turnover by D. Lillard (lost ball; steal by D. DeRozan),85,86
299,3,1:02.0,Shooting foul by M. Hezonja (drawn by D. DeRozan),,85,86
300,3,1:02.0,D. DeRozan makes free throw 1 of 2,,86,86
301,3,1:02.0,D. DeRozan makes free throw 2 of 2,,87,86
302,3,0:50.0,,T. Ariza misses 2-pt hook shot from 1 ft,87,86
303,3,0:49.0,Defensive rebound by D. DeRozan,,87,86
304,3,0:42.0,D. DeRozan misses 2-pt jump shot from 15 ft,,87,86
305,3,0:39.0,Offensive rebound by P. Mills,,87,86
306,3,0:35.0,D. White misses 2-pt layup from 2 ft,,87,86
307,3,0:35.0,Offensive rebound by J. Poeltl,,87,86
308,3,0:35.0,J. Poeltl makes 2-pt layup at rim,,89,86
309,3,0:35.0,Shooting foul by C. Swanigan (drawn by J. Poeltl),,89,86
310,3,0:35.0,J. Poeltl makes free throw 1 of 1,,90,86
311,3,0:19.0,,C. Swanigan misses 2-pt jump shot from 7 ft,90,86
312,3,0:18.0,Defensive rebound by J. Poeltl,,90,86
313,3,0:02.0,Shooting foul by T. Ariza (drawn by D. DeRozan),,90,86
314,3,0:02.0,D. DeRozan makes free throw 1 of 2,,91,86
315,3,0:02.0,,C. McCollum enters the game for T. Ariza,91,86
316,3,0:02.0,D. DeRozan makes free throw 2 of 2,,92,86
317,3,0:00.0,,Turnover by D. Lillard (bad pass; steal by T. Lyles),92,86
318,4,11:46.0,Shooting foul by A. Simons (drawn by P. Mills),,92,86
319,4,11:46.0,P. Mills makes free throw 1 of 3,,93,86
320,4,11:46.0,P. Mills makes free throw 2 of 3,,94,86
321,4,11:46.0,P. Mills misses free throw 3 of 3,,94,86
322,4,11:43.0,,Defensive rebound by C. Swanigan,94,86
323,4,11:33.0,,C. McCollum misses 2-pt jump shot from 18 ft,94,86
324,4,11:31.0,,Offensive rebound by A. Simons,94,86
325,4,11:28.0,,C. Anthony makes 3-pt jump shot from 26 ft (assist by G. Trent),94,89
326,4,11:15.0,R. Gay misses 3-pt jump shot from 25 ft,,94,89
327,4,11:13.0,,Defensive rebound by C. McCollum,94,89
328,4,11:05.0,,C. McCollum makes 2-pt jump shot from 6 ft,94,91
329,4,10:49.0,P. Mills makes 2-pt jump shot from 20 ft (assist by D. White),,96,91
330,4,10:27.0,,C. Swanigan makes 2-pt jump shot from 19 ft (assist by G. Trent),96,93
331,4,10:10.0,Personal foul by C. Swanigan (drawn by J. Poeltl),,96,93
332,4,10:10.0,L. Aldridge enters the game for J. Poeltl,,96,93
333,4,10:10.0,,H. Whiteside enters the game for C. Swanigan,96,93
334,4,10:03.0,Shooting foul by C. McCollum (drawn by D. White),,96,93
335,4,10:03.0,D. White makes free throw 1 of 2,,97,93
336,4,10:03.0,D. White makes free throw 2 of 2,,98,93
337,4,9:49.0,,C. McCollum misses 2-pt jump shot from 3 ft,98,93
338,4,9:47.0,,Offensive rebound by H. Whiteside,98,93
339,4,9:47.0,,H. Whiteside makes 2-pt layup from 1 ft,98,95
340,4,9:33.0,D. White makes 2-pt layup at rim,,100,95
341,4,9:16.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by C. McCollum),100,98
342,4,8:51.0,L. Aldridge misses 2-pt jump shot from 22 ft,,100,98
343,4,8:50.0,,Defensive rebound by Team,100,98
344,4,8:35.0,,G. Trent makes 3-pt jump shot from 23 ft (assist by H. Whiteside),100,101
345,4,8:33.0,San Antonio full timeout,,100,101
346,4,8:20.0,P. Mills misses 3-pt jump shot from 24 ft,,100,101
347,4,8:18.0,,Defensive rebound by H. Whiteside,100,101
348,4,8:04.0,,C. McCollum makes 3-pt jump shot from 29 ft (assist by A. Simons),100,104
349,4,7:43.0,Shooting foul by C. McCollum (drawn by D. White),,100,104
350,4,7:43.0,D. White makes free throw 1 of 2,,101,104
351,4,7:43.0,B. Forbes enters the game for R. Gay,,101,104
352,4,7:43.0,T. Lyles enters the game for P. Mills,,101,104
353,4,7:43.0,,D. Lillard enters the game for A. Simons,101,104
354,4,7:43.0,D. White makes free throw 2 of 2,,102,104
355,4,7:30.0,,C. McCollum misses 2-pt jump shot from 23 ft,102,104
356,4,7:28.0,Defensive rebound by T. Lyles,,102,104
357,4,7:16.0,Personal foul by C. McCollum (drawn by D. White),,102,104
358,4,7:16.0,D. White makes free throw 1 of 2,,103,104
359,4,7:16.0,D. DeRozan enters the game for L. Walker,,103,104
360,4,7:16.0,,T. Ariza enters the game for C. McCollum,103,104
361,4,7:16.0,D. White makes free throw 2 of 2,,104,104
362,4,7:08.0,,D. Lillard misses 2-pt jump shot from 4 ft (block by D. White),104,104
363,4,7:06.0,Defensive rebound by D. DeRozan,,104,104
364,4,7:06.0,D. Murray enters the game for D. White,,104,104
365,4,6:46.0,D. Murray misses 2-pt jump shot from 14 ft,,104,104
366,4,6:44.0,,Defensive rebound by H. Whiteside,104,104
367,4,6:38.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by D. Lillard),104,107
368,4,6:21.0,D. DeRozan misses 2-pt jump shot from 15 ft,,104,107
369,4,6:19.0,,Defensive rebound by C. Anthony,104,107
370,4,6:10.0,,D. Lillard makes 3-pt jump shot from 25 ft,104,110
371,4,6:10.0,San Antonio full timeout,,104,110
372,4,5:52.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. Murray),,106,110
373,4,5:30.0,,Personal foul by B. Forbes (drawn by T. Ariza),106,110
374,4,5:30.0,L. Walker enters the game for B. Forbes,,106,110
375,4,5:16.0,,C. Anthony misses 3-pt jump shot from 23 ft,106,110
376,4,5:13.0,Defensive rebound by L. Aldridge,,106,110
377,4,4:56.0,L. Walker misses 3-pt jump shot from 24 ft,,106,110
378,4,4:55.0,,Defensive rebound by H. Whiteside,106,110
