,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MINNESOTA_ACTION,CLEVELAND_SCORE,MINNESOTA_SCORE
28,1,8:09.0,D. Garland makes 2-pt layup from 5 ft (assist by T. Thompson),,14,10
29,1,8:02.0,,Turnover by J. Culver (out of bounds lost ball),14,10
30,1,7:41.0,Personal foul by J. Culver (drawn by L. Nance),,14,10
31,1,7:31.0,C. Sexton misses 2-pt layup from 3 ft (block by R. Covington),,14,10
32,1,7:30.0,Offensive rebound by Team,,14,10
33,1,7:30.0,M. Dellavedova enters the game for C. Sexton,,14,10
34,1,7:27.0,Turnover by D. Garland (lost ball; steal by J. Culver),,14,10
35,1,7:18.0,,S. Napier misses 2-pt jump shot from 6 ft,14,10
36,1,7:16.0,Defensive rebound by C. Osman,,14,10
37,1,7:16.0,,J. Okogie enters the game for J. Culver,14,10
38,1,7:00.0,Personal foul by S. Napier (drawn by T. Thompson),,14,10
39,1,6:51.0,T. Thompson misses 2-pt layup from 4 ft,,14,10
40,1,6:49.0,,Defensive rebound by J. Okogie,14,10
41,1,6:41.0,,R. Covington misses 3-pt jump shot from 26 ft,14,10
42,1,6:39.0,Defensive rebound by C. Osman,,14,10
43,1,6:28.0,C. Osman makes 2-pt layup from 1 ft,,16,10
44,1,6:15.0,,Minnesota full timeout,16,10
45,1,6:15.0,K. Porter enters the game for C. Osman,,16,10
46,1,6:15.0,,J. Teague enters the game for S. Napier,16,10
47,1,6:10.0,,J. Teague misses 2-pt jump shot from 8 ft,16,10
48,1,6:09.0,Defensive rebound by K. Porter,,16,10
49,1,5:58.0,K. Porter makes 2-pt jump shot from 15 ft,,18,10
50,1,5:39.0,,J. Okogie misses 3-pt jump shot from 27 ft,18,10
51,1,5:37.0,Defensive rebound by T. Thompson,,18,10
52,1,5:37.0,,K. Martin enters the game for G. Dieng,18,10
53,1,5:37.0,,N. Vonleh enters the game for T. Graham,18,10
54,1,5:16.0,T. Thompson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,20,10
55,1,5:02.0,,J. Okogie misses 2-pt jump shot from 11 ft,20,10
56,1,5:00.0,Defensive rebound by T. Thompson,,20,10
57,1,4:41.0,L. Nance makes 2-pt hook shot from 11 ft,,22,10
58,1,4:24.0,,Personal foul by K. Porter (drawn by R. Covington),22,10
59,1,4:24.0,C. Sexton enters the game for D. Garland,,22,10
60,1,4:24.0,,K. Bates-Diop enters the game for R. Covington,22,10
61,1,4:22.0,,Personal foul by M. Dellavedova (drawn by J. Teague),22,10
62,1,4:11.0,,K. Martin makes 2-pt dunk at rim (assist by J. Teague),22,12
63,1,3:55.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,22,12
64,1,3:53.0,,Defensive rebound by J. Okogie,22,12
65,1,3:48.0,,K. Bates-Diop misses 3-pt jump shot from 26 ft,22,12
66,1,3:44.0,Defensive rebound by C. Sexton,,22,12
67,1,3:39.0,Turnover by C. Sexton (lost ball; steal by N. Vonleh),,22,12
68,1,3:31.0,,Personal foul by L. Nance (drawn by N. Vonleh),22,12
69,1,3:31.0,C. Osman enters the game for L. Nance,,22,12
70,1,3:18.0,,N. Vonleh makes 2-pt layup from 3 ft,22,14
71,1,3:02.0,Shooting foul by N. Vonleh (drawn by T. Thompson),,22,14
72,1,3:02.0,T. Thompson makes free throw 1 of 2,,23,14
73,1,3:02.0,T. Thompson misses free throw 2 of 2,,23,14
74,1,3:00.0,,Defensive rebound by N. Vonleh,23,14
75,1,2:53.0,,K. Martin misses 3-pt jump shot from 26 ft,23,14
76,1,2:50.0,Defensive rebound by T. Thompson,,23,14
77,1,2:36.0,M. Dellavedova makes 2-pt layup from 2 ft (assist by T. Thompson),,25,14
78,1,2:36.0,,Violation by Team (def goaltending),25,14
79,1,2:14.0,,N. Vonleh makes 2-pt hook shot from 4 ft (assist by J. Teague),25,16
80,1,2:02.0,Shooting foul by J. Okogie (drawn by C. Sexton),,25,16
81,1,2:02.0,Cleveland full timeout,,25,16
82,1,2:02.0,D. Exum enters the game for M. Dellavedova,,25,16
83,1,2:02.0,J. Henson enters the game for T. Thompson,,25,16
84,1,2:02.0,C. Sexton makes free throw 1 of 2,,26,16
85,1,2:02.0,C. Sexton makes free throw 2 of 2,,27,16
86,1,1:48.0,,J. Okogie misses 2-pt layup from 6 ft,27,16
87,1,1:46.0,,Offensive rebound by N. Vonleh,27,16
88,1,1:43.0,,N. Vonleh makes 2-pt layup from 1 ft,27,18
89,1,1:34.0,Turnover by K. Porter (out of bounds lost ball),,27,18
90,1,1:16.0,,Shooting foul by C. Sexton (drawn by J. Okogie),27,18
91,1,1:16.0,,J. Okogie makes free throw 1 of 2,27,19
92,1,1:16.0,,J. Okogie misses free throw 2 of 2,27,19
93,1,1:16.0,Defensive rebound by J. Henson,,27,19
94,1,0:57.0,K. Porter misses 2-pt jump shot from 17 ft,,27,19
95,1,0:56.0,,Defensive rebound by J. Okogie,27,19
96,1,0:52.0,,Turnover by J. Okogie (out of bounds lost ball),27,19
97,1,0:39.0,Turnover by K. Porter (lost ball; steal by K. Martin),,27,19
98,1,0:36.0,,K. Bates-Diop makes 2-pt layup from 1 ft (assist by N. Vonleh),27,21
99,1,0:21.0,Turnover by D. Exum (back court),,27,21
100,1,0:00.0,,J. Teague misses 2-pt layup from 3 ft,27,21
101,1,0:00.0,,Offensive rebound by Team,27,21
102,1,0:00.0,,Instant Replay (Request: Ruling Stands),27,21
103,2,11:48.0,,K. Martin misses 2-pt jump shot from 9 ft,27,21
104,2,11:46.0,Defensive rebound by J. Henson,,27,21
105,2,11:41.0,Shooting foul by J. Teague (drawn by D. Exum),,27,21
106,2,11:41.0,D. Exum makes free throw 1 of 2,,28,21
107,2,11:41.0,D. Exum makes free throw 2 of 2,,29,21
108,2,11:30.0,,K. Martin misses 2-pt layup from 7 ft,29,21
109,2,11:28.0,,Offensive rebound by N. Vonleh,29,21
110,2,11:28.0,,N. Vonleh makes 2-pt dunk from 1 ft,29,23
111,2,11:17.0,C. Sexton misses 2-pt jump shot from 13 ft,,29,23
112,2,11:15.0,Offensive rebound by C. Sexton,,29,23
113,2,11:13.0,C. Sexton makes 2-pt jump shot from 8 ft,,31,23
114,2,10:59.0,,J. Culver misses 3-pt jump shot from 26 ft,31,23
115,2,10:58.0,Defensive rebound by J. Henson,,31,23
116,2,10:49.0,D. Exum makes 2-pt jump shot from 6 ft,,33,23
117,2,10:35.0,,J. Culver misses 2-pt layup from 3 ft (block by J. Henson),33,23
118,2,10:33.0,Defensive rebound by K. Porter,,33,23
119,2,10:28.0,A. McKinnie makes 2-pt layup from 2 ft (assist by K. Porter),,35,23
120,2,10:19.0,,Shooting foul by C. Sexton (drawn by J. Teague),35,23
121,2,10:19.0,,J. Teague makes free throw 1 of 2,35,24
122,2,10:19.0,,T. Graham enters the game for K. Bates-Diop,35,24
123,2,10:19.0,,J. Teague makes free throw 2 of 2,35,25
124,2,10:01.0,Turnover by J. Henson (lost ball; steal by J. Teague),,35,25
125,2,9:57.0,,J. Teague makes 2-pt dunk from 1 ft (assist by N. Vonleh),35,27
126,2,9:47.0,Turnover by C. Sexton (traveling),,35,27
127,2,9:47.0,D. Garland enters the game for C. Sexton,,35,27
128,2,9:47.0,,S. Napier enters the game for J. Teague,35,27
129,2,9:37.0,,Offensive foul by N. Vonleh (drawn by J. Henson),35,27
130,2,9:37.0,,Turnover by N. Vonleh (offensive foul),35,27
131,2,9:37.0,,G. Dieng enters the game for N. Vonleh,35,27
132,2,9:23.0,Turnover by D. Exum (lost ball; steal by S. Napier),,35,27
133,2,9:07.0,,Turnover by S. Napier (bad pass; steal by J. Henson),35,27
134,2,9:06.0,Personal foul by J. Culver (drawn by A. McKinnie),,35,27
135,2,8:57.0,D. Garland misses 2-pt jump shot from 18 ft,,35,27
136,2,8:55.0,,Defensive rebound by K. Martin,35,27
137,2,8:46.0,,S. Napier misses 3-pt jump shot from 26 ft,35,27
138,2,8:43.0,Defensive rebound by A. McKinnie,,35,27
139,2,8:35.0,D. Exum makes 2-pt layup from 2 ft,,37,27
140,2,8:23.0,,S. Napier misses 2-pt layup from 6 ft,37,27
141,2,8:20.0,,Offensive rebound by J. Culver,37,27
142,2,8:13.0,,Shooting foul by K. Porter (drawn by J. Culver),37,27
143,2,8:13.0,,J. Culver misses free throw 1 of 2,37,27
144,2,8:13.0,,Offensive rebound by Team,37,27
145,2,8:13.0,,J. Culver misses free throw 2 of 2,37,27
146,2,8:11.0,Defensive rebound by D. Exum,,37,27
147,2,8:00.0,D. Exum misses 2-pt layup from 6 ft (block by J. Culver),,37,27
148,2,7:59.0,Offensive rebound by Team,,37,27
149,2,7:59.0,,R. Covington enters the game for K. Martin,37,27
150,2,7:48.0,J. Henson misses 3-pt jump shot from 25 ft,,37,27
151,2,7:46.0,,Defensive rebound by R. Covington,37,27
152,2,7:37.0,,Turnover by S. Napier (lost ball; steal by K. Porter),37,27
153,2,7:30.0,Turnover by K. Porter (lost ball; steal by T. Graham),,37,27
154,2,7:19.0,,G. Dieng misses 3-pt jump shot from 25 ft,37,27
155,2,7:16.0,Defensive rebound by J. Henson,,37,27
156,2,7:04.0,K. Porter misses 3-pt jump shot from 26 ft,,37,27
157,2,7:02.0,Offensive rebound by J. Henson,,37,27
158,2,6:59.0,K. Porter makes 2-pt layup from 1 ft (assist by J. Henson),,39,27
159,2,6:58.0,,Minnesota full timeout,39,27
160,2,6:40.0,,J. Culver makes 2-pt hook shot from 6 ft,39,29
161,2,6:26.0,D. Exum misses 2-pt layup from 3 ft,,39,29
162,2,6:24.0,Offensive rebound by J. Henson,,39,29
163,2,6:24.0,J. Henson makes 2-pt layup at rim,,41,29
164,2,6:03.0,,S. Napier misses 2-pt jump shot from 5 ft (block by J. Henson),41,29
165,2,6:02.0,Defensive rebound by J. Henson,,41,29
166,2,5:49.0,Personal foul by J. Culver (drawn by D. Exum),,41,29
167,2,5:49.0,L. Nance enters the game for D. Garland,,41,29
168,2,5:49.0,C. Osman enters the game for J. Henson,,41,29
169,2,5:49.0,C. Sexton enters the game for A. McKinnie,,41,29
170,2,5:49.0,T. Thompson enters the game for K. Porter,,41,29
171,2,5:49.0,,J. Okogie enters the game for J. Culver,41,29
172,2,5:41.0,Turnover by L. Nance (bad pass),,41,29
173,2,5:33.0,,J. Okogie misses 2-pt jump shot from 16 ft,41,29
174,2,5:31.0,Defensive rebound by C. Sexton,,41,29
175,2,5:24.0,C. Sexton misses 2-pt layup from 3 ft,,41,29
176,2,5:22.0,,Defensive rebound by T. Graham,41,29
177,2,5:13.0,,G. Dieng misses 3-pt jump shot from 23 ft,41,29
178,2,5:12.0,Defensive rebound by L. Nance,,41,29
179,2,5:06.0,Personal foul by T. Graham (drawn by T. Thompson),,41,29
180,2,5:06.0,M. Dellavedova enters the game for D. Exum,,41,29
181,2,5:06.0,,J. Teague enters the game for S. Napier,41,29
182,2,4:48.0,Turnover by T. Thompson (lost ball; steal by J. Okogie),,41,29
183,2,4:43.0,,R. Covington makes 2-pt jump shot from 13 ft (assist by J. Teague),41,31
184,2,4:27.0,Turnover by T. Thompson (lost ball; steal by G. Dieng),,41,31
185,2,4:23.0,,R. Covington makes 3-pt jump shot from 26 ft,41,34
186,2,4:22.0,Cleveland full timeout,,41,34
187,2,4:09.0,C. Sexton makes 2-pt jump shot from 6 ft,,43,34
188,2,4:00.0,,Turnover by G. Dieng (traveling),43,34
189,2,3:38.0,T. Thompson makes 2-pt layup from 4 ft,,45,34
190,2,3:10.0,,J. Teague misses 2-pt layup from 2 ft,45,34
191,2,3:08.0,Defensive rebound by T. Thompson,,45,34
192,2,3:06.0,C. Sexton misses 2-pt layup from 1 ft,,45,34
193,2,3:04.0,,Defensive rebound by G. Dieng,45,34
194,2,2:57.0,,G. Dieng misses 3-pt jump shot from 26 ft,45,34
195,2,2:53.0,Defensive rebound by L. Nance,,45,34
196,2,2:53.0,,K. Martin enters the game for G. Dieng,45,34
197,2,2:53.0,,N. Vonleh enters the game for T. Graham,45,34
198,2,2:40.0,Personal foul by J. Teague (drawn by C. Sexton),,45,34
199,2,2:40.0,C. Sexton makes free throw 1 of 2,,46,34
200,2,2:40.0,D. Garland enters the game for M. Dellavedova,,46,34
201,2,2:40.0,C. Sexton misses free throw 2 of 2,,46,34
202,2,2:38.0,,Defensive rebound by N. Vonleh,46,34
203,2,2:24.0,,K. Martin makes 2-pt dunk from 1 ft (assist by J. Okogie),46,36
204,2,2:13.0,Turnover by D. Garland (bad pass; steal by N. Vonleh),,46,36
205,2,2:07.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by R. Covington),46,39
206,2,1:51.0,C. Osman misses 2-pt jump shot from 9 ft,,46,39
207,2,1:49.0,Offensive rebound by L. Nance,,46,39
208,2,1:36.0,Turnover by Team (shot clock),,46,39
209,2,1:26.0,,K. Martin misses 3-pt jump shot from 26 ft,46,39
210,2,1:22.0,Defensive rebound by C. Osman,,46,39
211,2,1:16.0,C. Osman misses 2-pt jump shot from 8 ft (block by J. Okogie),,46,39
212,2,1:15.0,Offensive rebound by Team,,46,39
213,2,1:07.0,T. Thompson misses 2-pt layup from 7 ft (block by N. Vonleh),,46,39
214,2,1:06.0,Offensive rebound by C. Sexton,,46,39
215,2,1:00.0,T. Thompson misses 2-pt jump shot from 15 ft,,46,39
216,2,0:58.0,,Defensive rebound by K. Martin,46,39
217,2,0:54.0,,J. Teague misses 2-pt layup from 5 ft,46,39
218,2,0:51.0,Defensive rebound by L. Nance,,46,39
219,2,0:47.0,Shooting foul by N. Vonleh (drawn by T. Thompson),,46,39
220,2,0:47.0,T. Thompson makes free throw 1 of 2,,47,39
221,2,0:47.0,T. Thompson misses free throw 2 of 2,,47,39
222,2,0:47.0,,Defensive rebound by N. Vonleh,47,39
223,2,0:35.0,,J. Teague makes 2-pt layup from 2 ft,47,41
224,2,0:18.0,Turnover by D. Garland (bad pass; steal by R. Covington),,47,41
225,2,0:15.0,,Turnover by R. Covington (bad pass; steal by D. Garland),47,41
226,2,0:14.0,D. Garland makes 2-pt layup from 2 ft,,49,41
227,2,0:00.0,,Shooting foul by D. Garland (drawn by J. Teague),49,41
228,2,0:00.0,,J. Teague makes free throw 1 of 2,49,42
229,2,0:00.0,,J. Teague makes free throw 2 of 2,49,43
230,3,11:50.0,,Turnover by G. Dieng (traveling),49,43
231,3,11:45.0,C. Sexton misses 2-pt jump shot from 10 ft,,49,43
232,3,11:44.0,Offensive rebound by T. Thompson,,49,43
233,3,11:43.0,L. Nance misses 3-pt jump shot from 23 ft,,49,43
234,3,11:42.0,,Defensive rebound by G. Dieng,49,43
235,3,11:18.0,,T. Graham misses 3-pt jump shot from 22 ft,49,43
236,3,11:15.0,,Offensive rebound by G. Dieng,49,43
237,3,11:15.0,,G. Dieng misses 2-pt layup from 1 ft (block by T. Thompson),49,43
238,3,11:15.0,,Offensive rebound by Team,49,43
239,3,11:13.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by S. Napier),49,46
240,3,10:56.0,C. Osman makes 3-pt jump shot from 28 ft (assist by D. Garland),,52,46
241,3,10:44.0,,S. Napier misses 3-pt jump shot from 25 ft,52,46
242,3,10:44.0,Defensive rebound by L. Nance,,52,46
243,3,10:27.0,C. Sexton misses 2-pt layup from 3 ft (block by G. Dieng),,52,46
244,3,10:26.0,,Defensive rebound by Team,52,46
245,3,10:19.0,,J. Culver makes 3-pt jump shot from 24 ft (assist by T. Graham),52,49
246,3,10:02.0,Turnover by C. Osman (lost ball; steal by G. Dieng),,52,49
247,3,9:58.0,,R. Covington makes 2-pt layup from 3 ft (assist by G. Dieng),52,51
248,3,9:41.0,Turnover by L. Nance (bad pass),,52,51
249,3,9:35.0,,T. Graham misses 3-pt jump shot from 24 ft,52,51
250,3,9:32.0,Defensive rebound by C. Sexton,,52,51
251,3,9:25.0,Turnover by C. Sexton (lost ball; steal by G. Dieng),,52,51
252,3,9:25.0,,Personal foul by C. Sexton (drawn by J. Culver),52,51
253,3,9:25.0,Cleveland full timeout,,52,51
254,3,9:08.0,,Turnover by J. Culver (bad pass; steal by D. Garland),52,51
255,3,8:49.0,C. Sexton makes 2-pt layup from 2 ft,,54,51
256,3,8:37.0,,G. Dieng misses 3-pt jump shot from 25 ft,54,51
257,3,8:34.0,Defensive rebound by C. Osman,,54,51
258,3,8:28.0,Offensive foul by C. Osman (drawn by G. Dieng),,54,51
259,3,8:28.0,Turnover by C. Osman (offensive foul),,54,51
260,3,8:17.0,,S. Napier misses 2-pt jump shot from 10 ft,54,51
261,3,8:15.0,,Offensive rebound by S. Napier,54,51
262,3,8:05.0,,S. Napier misses 2-pt layup from 2 ft,54,51
263,3,8:04.0,Defensive rebound by Team,,54,51
264,3,8:04.0,,Loose ball foul by R. Covington (drawn by T. Thompson),54,51
265,3,7:52.0,C. Osman misses 3-pt jump shot from 27 ft,,54,51
266,3,7:47.0,Offensive rebound by D. Garland,,54,51
267,3,7:45.0,C. Osman misses 3-pt jump shot from 25 ft,,54,51
268,3,7:42.0,Offensive rebound by L. Nance,,54,51
269,3,7:34.0,D. Garland misses 3-pt jump shot from 26 ft,,54,51
270,3,7:33.0,Offensive rebound by Team,,54,51
271,3,7:33.0,,Loose ball foul by G. Dieng (drawn by T. Thompson),54,51
272,3,7:30.0,Personal foul by T. Graham (drawn by C. Osman),,54,51
273,3,7:20.0,,Violation by Team (kicked ball),54,51
274,3,7:14.0,Turnover by C. Sexton (traveling),,54,51
275,3,7:03.0,,T. Graham makes 2-pt layup from 4 ft (assist by G. Dieng),54,53
276,3,7:03.0,,Shooting foul by C. Osman (drawn by T. Graham),54,53
277,3,7:03.0,M. Dellavedova enters the game for D. Garland,,54,53
278,3,7:03.0,,T. Graham makes free throw 1 of 1,54,54
279,3,6:43.0,C. Sexton misses 2-pt jump shot from 17 ft,,54,54
280,3,6:39.0,Offensive rebound by C. Osman,,54,54
281,3,6:35.0,Shooting foul by S. Napier (drawn by C. Osman),,54,54
282,3,6:35.0,C. Osman misses free throw 1 of 2,,54,54
283,3,6:35.0,Offensive rebound by Team,,54,54
284,3,6:35.0,,N. Vonleh enters the game for G. Dieng,54,54
285,3,6:35.0,C. Osman makes free throw 2 of 2,,55,54
286,3,6:20.0,,S. Napier misses 2-pt jump shot from 11 ft,55,54
287,3,6:18.0,Defensive rebound by T. Thompson,,55,54
288,3,6:08.0,M. Dellavedova makes 2-pt jump shot from 7 ft,,57,54
289,3,5:51.0,,R. Covington misses 3-pt jump shot from 27 ft,57,54
290,3,5:49.0,Defensive rebound by C. Osman,,57,54
291,3,5:29.0,C. Osman misses 3-pt jump shot from 23 ft (block by J. Culver),,57,54
292,3,5:28.0,,Defensive rebound by Team,57,54
293,3,5:28.0,K. Porter enters the game for C. Osman,,57,54
294,3,5:28.0,,J. Teague enters the game for S. Napier,57,54
295,3,5:17.0,,Personal foul by M. Dellavedova (drawn by N. Vonleh),57,54
296,3,5:17.0,,K. Martin enters the game for T. Graham,57,54
297,3,5:11.0,,J. Teague misses 3-pt jump shot from 26 ft,57,54
298,3,5:08.0,Defensive rebound by T. Thompson,,57,54
299,3,4:53.0,L. Nance misses 2-pt hook shot from 7 ft,,57,54
300,3,4:51.0,,Defensive rebound by K. Martin,57,54
301,3,4:41.0,,R. Covington misses 3-pt jump shot from 24 ft,57,54
302,3,4:38.0,Defensive rebound by T. Thompson,,57,54
303,3,4:34.0,Turnover by C. Sexton (bad pass; steal by R. Covington),,57,54
304,3,4:28.0,,J. Teague misses 2-pt layup from 4 ft,57,54
305,3,4:25.0,Defensive rebound by T. Thompson,,57,54
306,3,4:24.0,L. Nance makes 2-pt dunk from 1 ft (assist by C. Sexton),,59,54
307,3,4:23.0,,Minnesota full timeout,59,54
308,3,4:23.0,,J. Okogie enters the game for J. Culver,59,54
309,3,4:10.0,,R. Covington misses 2-pt layup from 4 ft,59,54
310,3,4:09.0,Defensive rebound by T. Thompson,,59,54
311,3,4:06.0,Shooting foul by K. Martin (drawn by C. Sexton),,59,54
312,3,4:06.0,C. Sexton misses free throw 1 of 2,,59,54
313,3,4:06.0,Offensive rebound by Team,,59,54
314,3,4:06.0,C. Sexton makes free throw 2 of 2,,60,54
315,3,4:02.0,,Turnover by J. Teague (bad pass),60,54
316,3,3:50.0,C. Sexton misses 2-pt jump shot from 9 ft,,60,54
317,3,3:46.0,Offensive rebound by M. Dellavedova,,60,54
318,3,3:38.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,60,54
319,3,3:35.0,,Defensive rebound by R. Covington,60,54
320,3,3:23.0,,J. Okogie misses 3-pt jump shot from 26 ft,60,54
321,3,3:19.0,Defensive rebound by M. Dellavedova,,60,54
322,3,3:13.0,C. Sexton misses 2-pt layup from 2 ft (block by J. Okogie),,60,54
323,3,3:11.0,Offensive rebound by Team,,60,54
324,3,3:07.0,Turnover by M. Dellavedova (lost ball; steal by R. Covington),,60,54
325,3,3:00.0,,Turnover by J. Okogie (bad pass; steal by M. Dellavedova),60,54
326,3,2:55.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,60,54
327,3,2:52.0,,Defensive rebound by R. Covington,60,54
328,3,2:47.0,,J. Teague makes 2-pt layup from 1 ft,60,56
329,3,2:31.0,Def 3 sec tech foul by Team,,60,56
330,3,2:31.0,C. Sexton makes technical free throw,,61,56
331,3,2:31.0,D. Exum enters the game for M. Dellavedova,,61,56
332,3,2:31.0,D. Garland enters the game for L. Nance,,61,56
333,3,2:31.0,C. Osman enters the game for C. Sexton,,61,56
334,3,2:31.0,,K. Bates-Diop enters the game for R. Covington,61,56
335,3,2:21.0,D. Garland makes 2-pt jump shot from 9 ft,,63,56
336,3,2:13.0,,Personal foul by D. Garland (drawn by J. Teague),63,56
337,3,2:04.0,,K. Bates-Diop misses 3-pt jump shot from 24 ft,63,56
338,3,1:59.0,Defensive rebound by D. Garland,,63,56
339,3,1:59.0,Shooting foul by J. Okogie (drawn by C. Osman),,63,56
340,3,1:59.0,C. Osman misses free throw 1 of 2,,63,56
341,3,1:59.0,Offensive rebound by Team,,63,56
342,3,1:59.0,C. Osman makes free throw 2 of 2,,64,56
343,3,1:45.0,,J. Okogie misses 2-pt jump shot from 10 ft,64,56
344,3,1:42.0,,Offensive rebound by K. Bates-Diop,64,56
345,3,1:41.0,,K. Bates-Diop makes 2-pt layup from 3 ft,64,58
346,3,1:29.0,T. Thompson misses 2-pt hook shot from 7 ft,,64,58
347,3,1:27.0,,Defensive rebound by N. Vonleh,64,58
348,3,1:19.0,,Turnover by J. Teague (lost ball; steal by D. Exum),64,58
349,3,1:12.0,D. Garland misses 3-pt jump shot from 27 ft,,64,58
350,3,1:08.0,Offensive rebound by T. Thompson,,64,58
351,3,0:55.0,D. Garland makes 2-pt layup from 5 ft,,66,58
352,3,0:42.0,,K. Martin makes 2-pt jump shot from 14 ft (assist by N. Vonleh),66,60
353,3,0:25.0,Personal foul by K. Martin (drawn by K. Porter),,66,60
354,3,0:25.0,K. Porter misses free throw 1 of 2,,66,60
355,3,0:25.0,Offensive rebound by Team,,66,60
356,3,0:25.0,,R. Covington enters the game for K. Bates-Diop,66,60
357,3,0:25.0,K. Porter makes free throw 2 of 2,,67,60
358,3,0:07.0,,R. Covington misses 3-pt jump shot from 26 ft,67,60
359,3,0:05.0,,Offensive rebound by J. Okogie,67,60
360,3,0:04.0,,Turnover by J. Okogie (bad pass; steal by D. Exum),67,60
361,3,0:01.0,K. Porter misses 3-pt jump shot from 26 ft,,67,60
362,3,0:00.0,Offensive rebound by Team,,67,60
363,4,11:45.0,K. Porter misses 2-pt layup from 4 ft,,67,60
364,4,11:44.0,,Defensive rebound by N. Vonleh,67,60
365,4,11:36.0,,Personal foul by J. Henson (drawn by N. Vonleh),67,60
366,4,11:29.0,,Shooting foul by K. Porter (drawn by K. Bates-Diop),67,60
367,4,11:29.0,,K. Bates-Diop makes free throw 1 of 2,67,61
368,4,11:29.0,,K. Bates-Diop makes free throw 2 of 2,67,62
369,4,11:18.0,D. Garland makes 2-pt jump shot from 17 ft,,69,62
370,4,11:08.0,,J. Okogie misses 2-pt layup from 1 ft,69,62
371,4,11:06.0,Defensive rebound by J. Henson,,69,62
372,4,10:52.0,J. Henson makes 2-pt dunk from 3 ft (assist by D. Garland),,71,62
373,4,10:42.0,,J. Teague makes 2-pt layup from 1 ft,71,64
374,4,10:30.0,K. Porter makes 2-pt jump shot from 15 ft (assist by J. Henson),,73,64
375,4,10:17.0,,J. Teague makes 2-pt layup from 2 ft,73,66
376,4,10:04.0,D. Exum misses 3-pt jump shot from 26 ft,,73,66
377,4,10:02.0,,Defensive rebound by K. Martin,73,66
378,4,9:50.0,,J. Teague misses 3-pt jump shot from 25 ft,73,66
379,4,9:48.0,Defensive rebound by D. Exum,,73,66
380,4,9:37.0,D. Exum makes 2-pt layup from 2 ft,,75,66
381,4,9:37.0,,Minnesota full timeout,75,66
382,4,9:37.0,,R. Covington enters the game for K. Bates-Diop,75,66
383,4,9:37.0,,J. Culver enters the game for J. Okogie,75,66
384,4,9:37.0,,G. Dieng enters the game for J. Teague,75,66
385,4,9:37.0,,S. Napier enters the game for N. Vonleh,75,66
386,4,9:20.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by S. Napier),75,69
387,4,9:04.0,Shooting foul by R. Covington (drawn by K. Porter),,75,69
388,4,9:04.0,K. Porter makes free throw 1 of 2,,76,69
389,4,9:04.0,K. Porter makes free throw 2 of 2,,77,69
390,4,8:53.0,,K. Martin misses 2-pt jump shot from 17 ft,77,69
391,4,8:51.0,Defensive rebound by J. Henson,,77,69
