,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
0,1,11:40.0,J. Morant misses 3-pt jump shot from 25 ft (block by D. Murray),,0,0
1,1,11:36.0,,Defensive rebound by D. DeRozan,0,0
2,1,11:29.0,,B. Forbes misses 3-pt jump shot from 25 ft,0,0
3,1,11:26.0,Defensive rebound by J. Valančiūnas,,0,0
4,1,11:20.0,J. Valančiūnas misses 3-pt jump shot from 26 ft,,0,0
5,1,11:18.0,,Defensive rebound by T. Lyles,0,0
6,1,11:12.0,,L. Aldridge misses 2-pt jump shot from 21 ft,0,0
7,1,11:09.0,Defensive rebound by J. Crowder,,0,0
8,1,11:01.0,Shooting foul by B. Forbes (drawn by D. Brooks),,0,0
9,1,11:01.0,D. Brooks makes free throw 1 of 2,,1,0
10,1,11:01.0,D. Brooks makes free throw 2 of 2,,2,0
11,1,10:48.0,,L. Aldridge misses 2-pt jump shot from 17 ft,2,0
12,1,10:45.0,Defensive rebound by J. Crowder,,2,0
13,1,10:32.0,D. Brooks misses 2-pt jump shot from 18 ft,,2,0
14,1,10:30.0,,Defensive rebound by D. Murray,2,0
15,1,10:22.0,,D. Murray misses 2-pt jump shot from 6 ft,2,0
16,1,10:20.0,Defensive rebound by D. Brooks,,2,0
17,1,10:11.0,J. Jackson makes 2-pt jump shot from 7 ft (assist by J. Crowder),,4,0
18,1,9:50.0,,Personal foul by J. Valančiūnas (drawn by L. Aldridge),4,0
19,1,9:45.0,,Turnover by D. DeRozan (lost ball; steal by J. Jackson),4,0
20,1,9:41.0,Turnover by J. Crowder (bad pass),,4,0
21,1,9:18.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by L. Aldridge),4,3
22,1,9:06.0,Personal foul by T. Lyles (drawn by J. Jackson),,4,3
23,1,9:00.0,J. Crowder makes 2-pt jump shot from 19 ft (assist by J. Valančiūnas),,6,3
24,1,8:48.0,,B. Forbes misses 2-pt jump shot from 20 ft,6,3
25,1,8:45.0,Defensive rebound by J. Crowder,,6,3
26,1,8:34.0,J. Jackson makes 2-pt hook shot from 6 ft (assist by J. Crowder),,8,3
27,1,8:15.0,,L. Aldridge makes 2-pt hook shot from 6 ft,8,5
28,1,8:01.0,D. Brooks makes 2-pt jump shot from 7 ft (assist by J. Jackson),,10,5
29,1,7:43.0,,D. Murray misses 2-pt layup from 1 ft,10,5
30,1,7:41.0,Defensive rebound by J. Valančiūnas,,10,5
31,1,7:38.0,J. Crowder misses 3-pt jump shot from 26 ft,,10,5
32,1,7:38.0,,Defensive rebound by T. Lyles,10,5
33,1,7:24.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by D. DeRozan),10,7
34,1,7:05.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by J. Morant),,13,7
35,1,6:51.0,,L. Aldridge misses 2-pt jump shot from 19 ft,13,7
36,1,6:49.0,Defensive rebound by J. Crowder,,13,7
37,1,6:45.0,,Violation by Team (kicked ball),13,7
38,1,6:45.0,,San Antonio full timeout,13,7
39,1,6:32.0,D. Brooks makes 2-pt jump shot from 15 ft (assist by J. Jackson),,15,7
40,1,6:15.0,,B. Forbes misses 2-pt jump shot from 20 ft,15,7
41,1,6:12.0,Defensive rebound by J. Jackson,,15,7
42,1,6:01.0,J. Valančiūnas makes 2-pt hook shot from 7 ft (assist by D. Brooks),,17,7
43,1,5:46.0,,D. DeRozan makes 2-pt jump shot from 15 ft,17,9
44,1,5:33.0,J. Morant misses 2-pt jump shot from 10 ft,,17,9
45,1,5:32.0,,Defensive rebound by D. Murray,17,9
46,1,5:27.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by D. DeRozan),17,12
47,1,5:05.0,J. Jackson misses 3-pt jump shot from 25 ft,,17,12
48,1,5:02.0,,Defensive rebound by D. Murray,17,12
49,1,4:58.0,,Shooting foul by J. Morant (drawn by D. Murray),17,12
50,1,4:58.0,,D. Murray makes free throw 1 of 2,17,13
51,1,4:58.0,K. Anderson enters the game for J. Crowder,,17,13
52,1,4:58.0,B. Clarke enters the game for J. Morant,,17,13
53,1,4:58.0,T. Jones enters the game for J. Valančiūnas,,17,13
54,1,4:58.0,,R. Gay enters the game for L. Aldridge,17,13
55,1,4:58.0,,P. Mills enters the game for B. Forbes,17,13
56,1,4:58.0,,J. Poeltl enters the game for T. Lyles,17,13
57,1,4:58.0,,D. Murray makes free throw 2 of 2,17,14
58,1,4:40.0,J. Jackson misses 2-pt layup from 3 ft (block by R. Gay),,17,14
59,1,4:38.0,Offensive rebound by J. Jackson,,17,14
60,1,4:38.0,,D. White enters the game for D. Murray,17,14
61,1,4:38.0,Offensive foul by D. Brooks (drawn by P. Mills),,17,14
62,1,4:38.0,Turnover by D. Brooks (offensive foul),,17,14
