,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SACRAMENTO_ACTION,MINNESOTA_SCORE,SACRAMENTO_SCORE
26,1,9:01.0,,D. Fox makes 2-pt layup from 1 ft (assist by N. Bjelica),2,7
27,1,8:49.0,A. Wiggins misses 3-pt jump shot from 26 ft,,2,7
28,1,8:45.0,,Defensive rebound by N. Bjelica,2,7
29,1,8:38.0,,D. Dedmon misses 3-pt jump shot from 25 ft,2,7
30,1,8:36.0,,Offensive rebound by Team,2,7
31,1,8:29.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by N. Bjelica),2,10
32,1,8:28.0,Minnesota full timeout,,2,10
33,1,8:15.0,R. Covington misses 3-pt jump shot from 27 ft,,2,10
34,1,8:13.0,,Defensive rebound by Team,2,10
35,1,8:02.0,,H. Barnes makes 2-pt layup from 3 ft,2,12
36,1,7:49.0,R. Covington misses 2-pt jump shot from 10 ft,,2,12
37,1,7:45.0,,Defensive rebound by D. Dedmon,2,12
38,1,7:43.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Fox),2,15
39,1,7:27.0,A. Wiggins makes 2-pt jump shot from 6 ft (assist by K. Towns),,4,15
40,1,7:14.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by H. Barnes),4,18
41,1,7:02.0,Turnover by S. Napier (bad pass),,4,18
42,1,6:57.0,,Turnover by D. Fox (bad pass; steal by R. Covington),4,18
43,1,6:43.0,S. Napier misses 3-pt jump shot from 26 ft,,4,18
44,1,6:41.0,,Defensive rebound by H. Barnes,4,18
45,1,6:32.0,,D. Fox misses 2-pt jump shot from 4 ft (block by A. Wiggins),4,18
46,1,6:29.0,Defensive rebound by R. Covington,,4,18
47,1,6:25.0,J. Culver misses 2-pt layup from 2 ft,,4,18
48,1,6:23.0,Offensive rebound by R. Covington,,4,18
49,1,6:15.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Culver),,7,18
50,1,6:04.0,,N. Bjelica misses 3-pt jump shot from 25 ft,7,18
51,1,6:04.0,Defensive rebound by S. Napier,,7,18
52,1,5:58.0,Shooting foul by N. Bjelica (drawn by K. Towns),,7,18
53,1,5:58.0,K. Towns misses free throw 1 of 2,,7,18
54,1,5:58.0,Offensive rebound by Team,,7,18
55,1,5:58.0,K. Towns makes free throw 2 of 2,,8,18
56,1,5:39.0,,N. Bjelica makes 2-pt dunk from 1 ft (assist by B. Bogdanović),8,20
57,1,5:22.0,K. Towns misses 2-pt jump shot from 21 ft (block by D. Dedmon),,8,20
58,1,5:22.0,Offensive rebound by Team,,8,20
59,1,5:22.0,J. Okogie enters the game for A. Wiggins,,8,20
60,1,5:18.0,Turnover by J. Okogie (lost ball; steal by N. Bjelica),,8,20
61,1,5:18.0,,Personal foul by R. Covington (drawn by D. Fox),8,20
62,1,5:18.0,,Instant Replay (Request: Ruling Stands),8,20
63,1,5:03.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by H. Barnes),8,23
64,1,4:42.0,R. Covington misses 2-pt jump shot from 14 ft,,8,23
65,1,4:37.0,,Defensive rebound by D. Dedmon,8,23
66,1,4:34.0,,Turnover by D. Fox (bad pass; steal by J. Culver),8,23
67,1,4:27.0,S. Napier misses 3-pt jump shot from 23 ft,,8,23
68,1,4:25.0,Offensive rebound by K. Towns,,8,23
69,1,4:22.0,K. Towns makes 2-pt hook shot from 1 ft,,10,23
70,1,4:10.0,,D. Dedmon misses 3-pt jump shot from 24 ft,10,23
71,1,4:06.0,Defensive rebound by S. Napier,,10,23
72,1,3:55.0,R. Covington misses 2-pt layup from 2 ft (block by D. Dedmon),,10,23
73,1,3:55.0,,Defensive rebound by Team,10,23
74,1,3:55.0,K. Martin enters the game for J. Culver,,10,23
75,1,3:45.0,,Turnover by D. Dedmon (lost ball; steal by K. Towns),10,23
76,1,3:40.0,S. Napier misses 3-pt jump shot from 26 ft,,10,23
77,1,3:39.0,Offensive rebound by K. Martin,,10,23
78,1,3:39.0,Personal foul by D. Dedmon (drawn by K. Martin),,10,23
79,1,3:39.0,J. McLaughlin enters the game for R. Covington,,10,23
80,1,3:39.0,A. Wiggins enters the game for S. Napier,,10,23
81,1,3:39.0,,K. Bazemore enters the game for H. Barnes,10,23
82,1,3:39.0,,H. Giles enters the game for B. Bogdanović,10,23
83,1,3:39.0,,B. Hield enters the game for D. Dedmon,10,23
84,1,3:36.0,K. Towns misses 2-pt jump shot from 21 ft,,10,23
85,1,3:31.0,,Defensive rebound by H. Giles,10,23
86,1,3:26.0,,Shooting foul by J. McLaughlin (drawn by D. Fox),10,23
87,1,3:26.0,,D. Fox makes free throw 1 of 2,10,24
88,1,3:26.0,,D. Fox misses free throw 2 of 2,10,24
89,1,3:23.0,Defensive rebound by K. Towns,,10,24
90,1,3:09.0,K. Martin makes 3-pt jump shot from 23 ft (assist by J. Okogie),,13,24
91,1,2:50.0,,Turnover by H. Giles (out of bounds lost ball),13,24
92,1,2:50.0,,Sacramento full timeout,13,24
93,1,2:50.0,,C. Joseph enters the game for D. Fox,13,24
94,1,2:40.0,K. Towns makes 2-pt layup from 2 ft,,15,24
95,1,2:40.0,Shooting foul by K. Bazemore (drawn by K. Towns),,15,24
96,1,2:40.0,K. Towns makes free throw 1 of 1,,16,24
97,1,2:28.0,,B. Hield makes 2-pt jump shot from 16 ft (assist by C. Joseph),16,26
98,1,2:15.0,K. Towns misses 3-pt jump shot from 26 ft,,16,26
99,1,2:12.0,,Defensive rebound by K. Bazemore,16,26
100,1,1:55.0,,K. Bazemore misses 2-pt layup from 4 ft (block by K. Towns),16,26
101,1,1:51.0,Defensive rebound by A. Wiggins,,16,26
102,1,1:50.0,J. Okogie makes 2-pt dunk from 2 ft (assist by A. Wiggins),,18,26
103,1,1:28.0,,Sacramento full timeout,18,26
104,1,1:28.0,,A. Tolliver enters the game for N. Bjelica,18,26
105,1,1:21.0,,B. Hield misses 3-pt jump shot from 25 ft,18,26
106,1,1:17.0,Defensive rebound by K. Martin,,18,26
107,1,1:10.0,K. Martin makes 2-pt layup from 3 ft (assist by A. Wiggins),,20,26
108,1,0:56.0,,C. Joseph makes 2-pt jump shot from 5 ft,20,28
109,1,0:56.0,,Shooting foul by J. McLaughlin (drawn by C. Joseph),20,28
110,1,0:56.0,,C. Joseph makes free throw 1 of 1,20,29
111,1,0:40.0,Offensive foul by K. Towns (drawn by K. Bazemore),,20,29
112,1,0:40.0,Turnover by K. Towns (offensive foul),,20,29
113,1,0:33.0,,B. Hield misses 3-pt jump shot from 25 ft,20,29
114,1,0:29.0,Defensive rebound by J. Okogie,,20,29
115,1,0:10.0,K. Towns misses 3-pt jump shot from 26 ft,,20,29
116,1,0:07.0,Turnover by J. McLaughlin (out of bounds lost ball),,20,29
117,1,0:07.0,Offensive rebound by J. McLaughlin,,20,29
118,1,0:07.0,K. Bates-Diop enters the game for K. Towns,,20,29
119,1,0:07.0,,N. Bjelica enters the game for H. Giles,20,29
120,1,0:07.0,,D. Fox enters the game for C. Joseph,20,29
121,1,0:00.0,,B. Hield misses 2-pt jump shot from 21 ft,20,29
122,1,0:00.0,,Offensive rebound by Team,20,29
123,2,11:46.0,,H. Giles makes 2-pt layup from 1 ft (assist by K. Bazemore),20,31
124,2,11:31.0,K. Martin misses 3-pt jump shot from 23 ft,,20,31
125,2,11:28.0,,Defensive rebound by K. Bazemore,20,31
126,2,11:18.0,,A. Tolliver misses 3-pt jump shot from 23 ft,20,31
127,2,11:15.0,,Offensive rebound by K. Bazemore,20,31
128,2,11:13.0,,Turnover by K. Bazemore (lost ball; steal by J. McLaughlin),20,31
129,2,11:08.0,Turnover by G. Dieng (bad pass),,20,31
130,2,10:52.0,,Shooting foul by A. Wiggins (drawn by K. Bazemore),20,31
131,2,10:52.0,,K. Bazemore makes free throw 1 of 2,20,32
132,2,10:52.0,,K. Bazemore makes free throw 2 of 2,20,33
133,2,10:31.0,A. Wiggins makes 2-pt layup from 4 ft,,22,33
134,2,10:12.0,,H. Giles misses 2-pt jump shot from 21 ft,22,33
135,2,10:09.0,Defensive rebound by G. Dieng,,22,33
136,2,10:04.0,Shooting foul by H. Giles (drawn by G. Dieng),,22,33
137,2,10:04.0,G. Dieng makes free throw 1 of 2,,23,33
138,2,10:04.0,K. Bates-Diop enters the game for K. Martin,,23,33
139,2,10:04.0,G. Dieng makes free throw 2 of 2,,24,33
140,2,9:53.0,,B. Hield makes 2-pt jump shot from 17 ft (assist by C. Joseph),24,35
141,2,9:36.0,J. McLaughlin makes 2-pt layup from 2 ft,,26,35
142,2,9:36.0,,Violation by Team (def goaltending),26,35
143,2,9:20.0,,H. Giles makes 2-pt layup from 2 ft (assist by B. Hield),26,37
144,2,9:03.0,A. Wiggins misses 2-pt jump shot from 21 ft,,26,37
145,2,9:00.0,,Defensive rebound by B. Hield,26,37
146,2,8:51.0,,H. Giles makes 2-pt jump shot from 11 ft (assist by B. Hield),26,39
147,2,8:34.0,Shooting foul by C. Joseph (drawn by J. Okogie),,26,39
148,2,8:34.0,J. Okogie makes free throw 1 of 2,,27,39
149,2,8:34.0,J. Okogie makes free throw 2 of 2,,28,39
150,2,8:22.0,,B. Hield makes 2-pt jump shot from 11 ft,28,41
151,2,8:08.0,J. Okogie misses 3-pt jump shot from 26 ft,,28,41
152,2,8:06.0,Offensive rebound by G. Dieng,,28,41
153,2,7:55.0,G. Dieng makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),,31,41
154,2,7:34.0,,B. Hield makes 3-pt jump shot from 25 ft,31,44
155,2,7:12.0,J. McLaughlin makes 2-pt layup from 3 ft (assist by A. Wiggins),,33,44
156,2,7:12.0,Shooting foul by C. Joseph (drawn by J. McLaughlin),,33,44
157,2,7:12.0,,Sacramento full timeout,33,44
158,2,7:12.0,R. Covington enters the game for G. Dieng,,33,44
159,2,7:12.0,J. Culver enters the game for J. Okogie,,33,44
160,2,7:12.0,K. Towns enters the game for A. Wiggins,,33,44
161,2,7:12.0,,H. Barnes enters the game for K. Bazemore,33,44
162,2,7:12.0,,D. Dedmon enters the game for H. Giles,33,44
163,2,7:12.0,,D. Fox enters the game for A. Tolliver,33,44
164,2,7:12.0,J. McLaughlin makes free throw 1 of 1,,34,44
165,2,6:51.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by B. Hield),34,47
166,2,6:35.0,R. Covington misses 3-pt jump shot from 25 ft,,34,47
167,2,6:31.0,,Defensive rebound by D. Dedmon,34,47
168,2,6:25.0,,D. Dedmon misses 3-pt jump shot from 25 ft,34,47
169,2,6:21.0,Defensive rebound by R. Covington,,34,47
170,2,6:04.0,K. Bates-Diop misses 3-pt jump shot from 26 ft,,34,47
171,2,6:00.0,,Defensive rebound by B. Hield,34,47
172,2,5:41.0,,Shooting foul by J. Culver (drawn by B. Hield),34,47
173,2,5:41.0,,B. Hield misses free throw 1 of 3,34,47
174,2,5:41.0,,Offensive rebound by Team,34,47
175,2,5:41.0,,B. Hield makes free throw 2 of 3,34,48
176,2,5:41.0,S. Napier enters the game for J. McLaughlin,,34,48
177,2,5:41.0,,B. Bogdanović enters the game for C. Joseph,34,48
178,2,5:41.0,,B. Hield makes free throw 3 of 3,34,49
179,2,5:24.0,J. Culver misses 2-pt layup from 4 ft (block by D. Dedmon),,34,49
180,2,5:24.0,Offensive rebound by Team,,34,49
181,2,5:19.0,Shooting foul by D. Fox (drawn by K. Towns),,34,49
182,2,5:19.0,K. Towns makes free throw 1 of 2,,35,49
183,2,5:19.0,K. Towns misses free throw 2 of 2,,35,49
184,2,5:16.0,,Defensive rebound by D. Dedmon,35,49
185,2,5:01.0,,Shooting foul by S. Napier (drawn by H. Barnes),35,49
186,2,5:01.0,,H. Barnes misses free throw 1 of 2,35,49
187,2,5:01.0,,Offensive rebound by Team,35,49
188,2,5:01.0,A. Wiggins enters the game for K. Bates-Diop,,35,49
189,2,5:01.0,,H. Barnes makes free throw 2 of 2,35,50
190,2,4:49.0,K. Towns makes 3-pt jump shot from 26 ft (assist by S. Napier),,38,50
191,2,4:38.0,,D. Fox makes 2-pt layup from 2 ft,38,52
192,2,4:38.0,,Shooting foul by A. Wiggins (drawn by D. Fox),38,52
193,2,4:38.0,,D. Fox makes free throw 1 of 1,38,53
194,2,4:22.0,Turnover by J. Culver (bad pass; steal by D. Fox),,38,53
195,2,4:15.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by H. Barnes),38,56
196,2,4:15.0,Minnesota full timeout,,38,56
197,2,4:15.0,J. Okogie enters the game for J. Culver,,38,56
198,2,3:50.0,S. Napier makes 2-pt layup from 2 ft (assist by K. Towns),,40,56
199,2,3:33.0,,B. Hield misses 3-pt jump shot from 25 ft,40,56
200,2,3:30.0,Defensive rebound by A. Wiggins,,40,56
201,2,3:25.0,R. Covington misses 3-pt jump shot from 27 ft,,40,56
202,2,3:21.0,,Defensive rebound by D. Dedmon,40,56
203,2,2:58.0,,Turnover by H. Barnes (bad pass; steal by R. Covington),40,56
204,2,2:48.0,J. Okogie misses 2-pt layup from 6 ft (block by D. Dedmon),,40,56
205,2,2:48.0,,Defensive rebound by B. Bogdanović,40,56
206,2,2:48.0,,Personal foul by J. Okogie (drawn by B. Bogdanović),40,56
207,2,2:48.0,,B. Bogdanović makes free throw 1 of 2,40,57
208,2,2:48.0,,N. Bjelica enters the game for B. Hield,40,57
209,2,2:48.0,,B. Bogdanović makes free throw 2 of 2,40,58
210,2,2:36.0,Turnover by A. Wiggins (bad pass; steal by D. Fox),,40,58
211,2,2:34.0,,D. Fox makes 2-pt layup from 2 ft,40,60
212,2,2:34.0,,Shooting foul by A. Wiggins (drawn by D. Fox),40,60
213,2,2:34.0,,D. Fox misses free throw 1 of 1,40,60
214,2,2:31.0,Defensive rebound by S. Napier,,40,60
215,2,2:28.0,S. Napier makes 2-pt layup from 3 ft,,42,60
216,2,2:28.0,Shooting foul by B. Bogdanović (drawn by S. Napier),,42,60
217,2,2:28.0,K. Martin enters the game for A. Wiggins,,42,60
218,2,2:28.0,S. Napier makes free throw 1 of 1,,43,60
219,2,2:14.0,,H. Barnes misses 2-pt layup from 5 ft,43,60
220,2,2:10.0,Defensive rebound by K. Towns,,43,60
221,2,2:06.0,J. Okogie makes 2-pt dunk from 1 ft (assist by S. Napier),,45,60
222,2,1:44.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by D. Fox),45,62
223,2,1:44.0,Violation by Team (def goaltending),,45,62
224,2,1:32.0,S. Napier misses 3-pt jump shot from 25 ft,,45,62
225,2,1:30.0,,Defensive rebound by Team,45,62
226,2,1:12.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Dedmon),45,65
227,2,0:56.0,S. Napier makes 2-pt layup from 3 ft,,47,65
228,2,0:33.0,,N. Bjelica misses 2-pt jump shot from 9 ft,47,65
229,2,0:30.0,Defensive rebound by J. Okogie,,47,65
230,2,0:11.0,S. Napier makes 3-pt jump shot from 26 ft,,50,65
231,2,0:00.0,,D. Dedmon misses 2-pt jump shot from 3 ft,50,65
232,2,0:00.0,,Offensive rebound by Team,50,65
233,3,11:42.0,,D. Fox makes 2-pt dunk from 2 ft,50,67
234,3,11:27.0,R. Covington misses 3-pt jump shot from 25 ft,,50,67
235,3,11:22.0,,Defensive rebound by D. Fox,50,67
236,3,11:17.0,,Turnover by D. Fox (out of bounds lost ball),50,67
237,3,11:09.0,A. Wiggins makes 2-pt layup from 1 ft (assist by S. Napier),,52,67
238,3,10:53.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Fox),52,70
239,3,10:42.0,Shooting foul by D. Fox (drawn by S. Napier),,52,70
240,3,10:42.0,S. Napier makes free throw 1 of 2,,53,70
241,3,10:42.0,S. Napier makes free throw 2 of 2,,54,70
242,3,10:24.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Fox),54,73
243,3,10:10.0,K. Towns misses 2-pt layup from 2 ft (block by N. Bjelica),,54,73
244,3,10:06.0,Offensive rebound by K. Towns,,54,73
245,3,9:56.0,K. Towns misses 2-pt jump shot from 13 ft,,54,73
246,3,9:53.0,,Defensive rebound by D. Fox,54,73
247,3,9:50.0,,Shooting foul by K. Towns (drawn by D. Fox),54,73
248,3,9:50.0,,D. Fox makes free throw 1 of 2,54,74
249,3,9:50.0,,D. Fox misses free throw 2 of 2,54,74
250,3,9:44.0,Defensive rebound by A. Wiggins,,54,74
251,3,9:26.0,R. Covington makes 2-pt jump shot from 9 ft (assist by K. Towns),,56,74
252,3,9:18.0,,D. Fox misses 3-pt jump shot from 26 ft,56,74
253,3,9:13.0,Defensive rebound by R. Covington,,56,74
254,3,9:07.0,Shooting foul by B. Bogdanović (drawn by A. Wiggins),,56,74
255,3,9:07.0,A. Wiggins makes free throw 1 of 2,,57,74
256,3,9:07.0,A. Wiggins makes free throw 2 of 2,,58,74
257,3,8:50.0,,Turnover by B. Bogdanović (bad pass; steal by A. Wiggins),58,74
258,3,8:39.0,Turnover by K. Towns (3 sec),,58,74
259,3,8:21.0,,D. Fox makes 3-pt jump shot from 26 ft (assist by H. Barnes),58,77
260,3,7:59.0,Turnover by A. Wiggins (bad pass; steal by D. Dedmon),,58,77
261,3,7:54.0,,Turnover by D. Dedmon (bad pass; steal by J. Culver),58,77
262,3,7:50.0,K. Towns makes 2-pt dunk from 1 ft (assist by R. Covington),,60,77
263,3,7:50.0,,Sacramento full timeout,60,77
264,3,7:33.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by H. Barnes),60,80
265,3,7:10.0,S. Napier makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,63,80
266,3,6:59.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,63,80
267,3,6:56.0,Defensive rebound by K. Towns,,63,80
268,3,6:46.0,J. Culver makes 3-pt jump shot from 23 ft (assist by R. Covington),,66,80
269,3,6:23.0,,D. Dedmon makes 2-pt jump shot from 20 ft (assist by B. Bogdanović),66,82
270,3,6:15.0,Personal foul by D. Dedmon (drawn by K. Towns),,66,82
271,3,5:55.0,S. Napier misses 3-pt jump shot from 32 ft,,66,82
272,3,5:51.0,,Defensive rebound by H. Barnes,66,82
273,3,5:42.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by H. Barnes),66,85
274,3,5:28.0,Turnover by R. Covington (bad pass),,66,85
275,3,5:28.0,J. Okogie enters the game for J. Culver,,66,85
276,3,5:21.0,,D. Fox makes 2-pt dunk from 2 ft,66,87
277,3,5:21.0,Minnesota full timeout,,66,87
278,3,5:21.0,K. Martin enters the game for A. Wiggins,,66,87
279,3,5:08.0,K. Martin makes 2-pt jump shot from 7 ft (assist by K. Towns),,68,87
280,3,4:55.0,,Personal foul by K. Martin (drawn by H. Barnes),68,87
281,3,4:41.0,,B. Bogdanović makes 2-pt jump shot from 20 ft,68,89
282,3,4:27.0,R. Covington misses 3-pt jump shot from 26 ft,,68,89
283,3,4:25.0,Offensive rebound by J. Okogie,,68,89
284,3,4:22.0,K. Towns misses 3-pt jump shot from 25 ft,,68,89
285,3,4:20.0,Offensive rebound by R. Covington,,68,89
286,3,4:15.0,R. Covington makes 3-pt jump shot from 26 ft (assist by K. Towns),,71,89
287,3,3:59.0,,D. Fox makes 2-pt layup from 3 ft (assist by H. Barnes),71,91
288,3,3:44.0,K. Martin makes 2-pt jump shot from 10 ft,,73,91
289,3,3:30.0,,Personal foul by J. Okogie (drawn by H. Barnes),73,91
290,3,3:30.0,J. Bell enters the game for R. Covington,,73,91
291,3,3:30.0,J. McLaughlin enters the game for S. Napier,,73,91
292,3,3:30.0,,K. Bazemore enters the game for N. Bjelica,73,91
293,3,3:30.0,,H. Giles enters the game for B. Bogdanović,73,91
294,3,3:30.0,,B. Hield enters the game for D. Dedmon,73,91
295,3,3:21.0,,D. Fox misses 2-pt layup from 5 ft (block by J. Bell),73,91
296,3,3:18.0,Defensive rebound by K. Martin,,73,91
297,3,3:14.0,J. Bell makes 2-pt layup from 3 ft (assist by K. Martin),,75,91
298,3,2:59.0,,B. Hield misses 2-pt jump shot from 16 ft,75,91
299,3,2:56.0,Defensive rebound by J. Bell,,75,91
300,3,2:48.0,K. Towns makes 2-pt layup from 1 ft (assist by J. McLaughlin),,77,91
301,3,2:35.0,,Turnover by D. Fox (bad pass; steal by J. Okogie),77,91
302,3,2:34.0,Personal foul by B. Hield (drawn by J. Okogie),,77,91
303,3,2:34.0,,C. Joseph enters the game for D. Fox,77,91
304,3,2:19.0,J. Okogie misses 2-pt jump shot from 7 ft,,77,91
305,3,2:19.0,Offensive rebound by Team,,77,91
306,3,2:19.0,,Loose ball foul by H. Giles (drawn by K. Towns),77,91
307,3,2:19.0,K. Towns makes free throw 1 of 2,,78,91
308,3,2:19.0,K. Towns makes free throw 2 of 2,,79,91
309,3,2:02.0,,K. Bazemore misses 2-pt jump shot from 19 ft,79,91
310,3,2:00.0,Defensive rebound by K. Martin,,79,91
311,3,1:52.0,J. McLaughlin makes 3-pt jump shot from 25 ft (assist by K. Towns),,82,91
312,3,1:51.0,,Sacramento full timeout,82,91
313,3,1:51.0,,N. Bjelica enters the game for H. Barnes,82,91
314,3,1:30.0,,B. Hield makes 2-pt layup from 1 ft,82,93
315,3,1:09.0,Offensive foul by K. Towns (drawn by K. Bazemore),,82,93
316,3,1:09.0,Turnover by K. Towns (offensive foul),,82,93
317,3,0:55.0,,B. Hield misses 2-pt jump shot from 13 ft,82,93
318,3,0:52.0,Defensive rebound by K. Towns,,82,93
319,3,0:49.0,Shooting foul by B. Hield (drawn by J. Okogie),,82,93
320,3,0:49.0,J. Okogie makes free throw 1 of 2,,83,93
321,3,0:49.0,J. Okogie makes free throw 2 of 2,,84,93
322,3,0:35.0,,Offensive foul by H. Giles (drawn by J. Okogie),84,93
323,3,0:35.0,,Turnover by H. Giles (offensive foul),84,93
324,3,0:13.0,K. Towns misses 2-pt jump shot from 16 ft,,84,93
325,3,0:09.0,Offensive rebound by K. Martin,,84,93
326,3,0:07.0,J. McLaughlin misses 3-pt jump shot from 25 ft,,84,93
327,3,0:03.0,,Defensive rebound by Team,84,93
328,3,0:03.0,R. Covington enters the game for J. Bell,,84,93
329,4,11:36.0,Shooting foul by H. Giles (drawn by J. McLaughlin),,84,93
330,4,11:36.0,Technical foul by H. Giles,,84,93
331,4,11:36.0,J. McLaughlin misses technical free throw,,84,93
332,4,11:36.0,Offensive rebound by Team,,84,93
333,4,11:36.0,J. McLaughlin makes free throw 1 of 2,,85,93
334,4,11:36.0,J. McLaughlin misses free throw 2 of 2,,85,93
335,4,11:33.0,,Defensive rebound by K. Bazemore,85,93
336,4,11:20.0,,Personal foul by G. Dieng (drawn by H. Giles),85,93
337,4,11:10.0,,Turnover by B. Hield (lost ball; steal by J. McLaughlin),85,93
338,4,10:57.0,Offensive foul by A. Wiggins (drawn by K. Bazemore),,85,93
339,4,10:57.0,Turnover by A. Wiggins (offensive foul),,85,93
340,4,10:57.0,,D. Dedmon enters the game for H. Giles,85,93
341,4,10:42.0,,Personal foul by J. Bell (drawn by D. Dedmon),85,93
342,4,10:31.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by D. Dedmon),85,95
343,4,10:16.0,A. Wiggins misses 3-pt jump shot from 26 ft,,85,95
344,4,10:13.0,,Defensive rebound by K. Bazemore,85,95
345,4,9:56.0,,N. Bjelica misses 3-pt jump shot from 24 ft,85,95
346,4,9:52.0,Defensive rebound by G. Dieng,,85,95
347,4,9:37.0,G. Dieng misses 2-pt jump shot from 21 ft,,85,95
348,4,9:34.0,Offensive rebound by G. Dieng,,85,95
349,4,9:32.0,G. Dieng makes 2-pt dunk from 2 ft,,87,95
350,4,9:16.0,,C. Joseph misses 2-pt jump shot from 12 ft,87,95
351,4,9:11.0,Defensive rebound by G. Dieng,,87,95
352,4,9:11.0,Turnover by G. Dieng (bad pass; steal by B. Hield),,87,95
353,4,9:11.0,,Personal foul by J. Bell (drawn by K. Bazemore),87,95
354,4,9:04.0,,Turnover by B. Hield (lost ball; steal by J. Okogie),87,95
355,4,9:01.0,J. Okogie makes 2-pt layup from 1 ft,,89,95
356,4,8:45.0,,K. Bazemore misses 2-pt layup from 2 ft (block by G. Dieng),89,95
357,4,8:44.0,Defensive rebound by Team,,89,95
358,4,8:31.0,Shooting foul by D. Dedmon (drawn by A. Wiggins),,89,95
359,4,8:31.0,A. Wiggins misses free throw 1 of 2,,89,95
360,4,8:31.0,Offensive rebound by Team,,89,95
361,4,8:31.0,,H. Barnes enters the game for N. Bjelica,89,95
362,4,8:31.0,,B. Bogdanović enters the game for B. Hield,89,95
363,4,8:31.0,,D. Fox enters the game for C. Joseph,89,95
364,4,8:31.0,A. Wiggins makes free throw 2 of 2,,90,95
365,4,8:22.0,,Turnover by D. Dedmon (bad pass; steal by G. Dieng),90,95
366,4,8:05.0,J. Okogie misses 3-pt jump shot from 26 ft,,90,95
367,4,7:58.0,,Defensive rebound by K. Bazemore,90,95
368,4,7:54.0,,H. Barnes misses 3-pt jump shot from 26 ft,90,95
369,4,7:50.0,Defensive rebound by J. Okogie,,90,95
370,4,7:46.0,Minnesota full timeout,,90,95
371,4,7:39.0,Turnover by J. McLaughlin (bad pass; steal by K. Bazemore),,90,95
372,4,7:36.0,,K. Bazemore makes 2-pt dunk from 1 ft,90,97
373,4,7:20.0,J. Okogie makes 2-pt jump shot from 3 ft,,92,97
374,4,7:01.0,,D. Fox misses 2-pt jump shot from 13 ft,92,97
375,4,6:58.0,,Offensive rebound by D. Dedmon,92,97
376,4,6:56.0,,D. Dedmon misses 2-pt jump shot from 2 ft,92,97
377,4,6:54.0,Defensive rebound by G. Dieng,,92,97
378,4,6:35.0,G. Dieng misses 2-pt jump shot from 10 ft,,92,97
379,4,6:31.0,,Defensive rebound by D. Dedmon,92,97
