,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,INDIANA_ACTION,CHARLOTTE_SCORE,INDIANA_SCORE
63,1,4:50.0,M. Kidd-Gilchrist misses 3-pt jump shot from 26 ft,,11,16
64,1,4:47.0,,Defensive rebound by D. Sabonis,11,16
65,1,4:42.0,,T. Warren makes 2-pt jump shot from 11 ft (assist by D. Sabonis),11,18
66,1,4:39.0,Charlotte full timeout,,11,18
67,1,4:39.0,M. Monk enters the game for M. Bridges,,11,18
68,1,4:16.0,M. Kidd-Gilchrist misses 2-pt layup from 5 ft (block by M. Turner),,11,18
69,1,4:15.0,Offensive rebound by B. Biyombo,,11,18
70,1,4:15.0,Turnover by Team (shot clock),,11,18
71,1,4:06.0,,M. Turner makes 2-pt jump shot from 10 ft (assist by T. Warren),11,20
72,1,3:47.0,D. Graham misses 2-pt jump shot from 21 ft,,11,20
73,1,3:42.0,Offensive rebound by M. Monk,,11,20
74,1,3:41.0,M. Monk misses 3-pt jump shot from 25 ft,,11,20
75,1,3:38.0,,Defensive rebound by Team,11,20
76,1,3:38.0,Loose ball foul by M. Kidd-Gilchrist (drawn by D. Sabonis),,11,20
77,1,3:38.0,C. Zeller enters the game for B. Biyombo,,11,20
78,1,3:38.0,,A. Holiday enters the game for J. Lamb,11,20
79,1,3:38.0,,J. Holiday enters the game for D. Sabonis,11,20
80,1,3:29.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by M. Brogdon),11,23
81,1,3:03.0,Turnover by C. Martin (bad pass; steal by J. Holiday),,11,23
82,1,2:59.0,,Offensive foul by A. Holiday (drawn by C. Martin),11,23
83,1,2:59.0,,Turnover by A. Holiday (offensive foul),11,23
84,1,2:59.0,,T. McConnell enters the game for M. Brogdon,11,23
85,1,2:51.0,D. Graham misses 3-pt jump shot from 26 ft,,11,23
86,1,2:48.0,,Defensive rebound by M. Turner,11,23
87,1,2:43.0,,T. McConnell misses 2-pt layup from 2 ft (block by C. Martin),11,23
88,1,2:40.0,Defensive rebound by C. Zeller,,11,23
89,1,2:33.0,M. Monk makes 2-pt layup from 1 ft (assist by D. Graham),,13,23
90,1,2:15.0,,A. Holiday makes 3-pt jump shot from 25 ft (assist by M. Turner),13,26
91,1,2:01.0,Turnover by M. Kidd-Gilchrist (traveling),,13,26
92,1,2:01.0,T. Rozier enters the game for D. Graham,,13,26
93,1,2:01.0,,G. Bitadze enters the game for M. Turner,13,26
94,1,2:01.0,,D. McDermott enters the game for T. Warren,13,26
95,1,1:51.0,,J. Holiday misses 3-pt jump shot from 25 ft,13,26
96,1,1:46.0,,Offensive rebound by G. Bitadze,13,26
97,1,1:46.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by G. Bitadze),13,29
98,1,1:29.0,C. Zeller makes 2-pt jump shot from 6 ft,,15,29
99,1,1:29.0,Shooting foul by G. Bitadze (drawn by C. Zeller),,15,29
100,1,1:29.0,C. Zeller makes free throw 1 of 1,,16,29
101,1,1:16.0,,G. Bitadze makes 2-pt jump shot from 8 ft (assist by T. McConnell),16,31
102,1,1:03.0,C. Zeller makes 2-pt dunk from 1 ft (assist by M. Monk),,18,31
103,1,1:03.0,M. Bridges enters the game for M. Kidd-Gilchrist,,18,31
104,1,0:43.0,,A. Holiday makes 2-pt jump shot from 3 ft (assist by D. McDermott),18,33
105,1,0:43.0,,Shooting foul by C. Martin (drawn by A. Holiday),18,33
106,1,0:43.0,,A. Holiday misses free throw 1 of 1,18,33
107,1,0:41.0,Defensive rebound by M. Bridges,,18,33
108,1,0:32.0,T. Rozier misses 3-pt jump shot from 26 ft,,18,33
109,1,0:29.0,Offensive rebound by Team,,18,33
110,1,0:23.0,M. Bridges makes 2-pt jump shot from 8 ft (assist by T. Rozier),,20,33
111,1,0:03.0,,Offensive foul by D. McDermott (drawn by C. Martin),20,33
112,1,0:03.0,,Turnover by D. McDermott (offensive foul),20,33
113,1,0:00.0,T. Rozier misses 3-pt jump shot from 35 ft,,20,33
114,1,0:00.0,Offensive rebound by Team,,20,33
115,2,11:48.0,,J. Holiday makes 2-pt jump shot from 14 ft (assist by T. McConnell),20,35
116,2,11:23.0,T. Rozier misses 2-pt layup from 5 ft,,20,35
117,2,11:21.0,,Defensive rebound by D. McDermott,20,35
118,2,11:12.0,,Personal foul by T. Rozier (drawn by A. Holiday),20,35
119,2,11:12.0,D. Graham enters the game for T. Rozier,,20,35
120,2,10:59.0,,A. Holiday makes 2-pt layup from 1 ft (assist by T. McConnell),20,37
121,2,10:32.0,M. Monk makes 2-pt jump shot from 5 ft (assist by D. Graham),,22,37
122,2,10:18.0,,A. Holiday misses 3-pt jump shot from 25 ft,22,37
123,2,10:16.0,,Offensive rebound by Team,22,37
124,2,10:16.0,Loose ball foul by C. Zeller (drawn by G. Bitadze),,22,37
125,2,10:02.0,,T. McConnell misses 2-pt jump shot from 12 ft,22,37
126,2,10:00.0,Defensive rebound by C. Martin,,22,37
127,2,9:54.0,M. Bridges misses 2-pt layup from 4 ft,,22,37
128,2,9:53.0,Offensive rebound by C. Zeller,,22,37
129,2,9:52.0,C. Zeller misses 2-pt layup from 2 ft,,22,37
130,2,9:50.0,Offensive rebound by C. Zeller,,22,37
131,2,9:50.0,Shooting foul by G. Bitadze (drawn by C. Zeller),,22,37
132,2,9:50.0,C. Zeller makes free throw 1 of 2,,23,37
133,2,9:50.0,M. Kidd-Gilchrist enters the game for C. Martin,,23,37
134,2,9:50.0,,D. Sabonis enters the game for G. Bitadze,23,37
135,2,9:50.0,C. Zeller makes free throw 2 of 2,,24,37
136,2,9:29.0,,J. Holiday misses 3-pt jump shot from 27 ft,24,37
137,2,9:26.0,Defensive rebound by D. Graham,,24,37
138,2,9:16.0,M. Monk misses 3-pt jump shot from 27 ft,,24,37
139,2,9:13.0,,Defensive rebound by A. Holiday,24,37
140,2,9:06.0,,T. McConnell makes 2-pt layup from 2 ft (assist by A. Holiday),24,39
141,2,8:52.0,M. Monk misses 2-pt jump shot from 6 ft,,24,39
142,2,8:50.0,Offensive rebound by C. Zeller,,24,39
143,2,8:49.0,C. Zeller misses 2-pt layup from 2 ft,,24,39
144,2,8:48.0,Offensive rebound by Team,,24,39
145,2,8:48.0,,Loose ball foul by D. McDermott (drawn by M. Kidd-Gilchrist),24,39
146,2,8:48.0,B. Biyombo enters the game for C. Zeller,,24,39
147,2,8:39.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by M. Bridges),,26,39
148,2,8:25.0,,J. Holiday misses 2-pt layup from 1 ft (block by B. Biyombo),26,39
149,2,8:23.0,Defensive rebound by M. Kidd-Gilchrist,,26,39
150,2,8:21.0,M. Monk misses 2-pt layup from 3 ft,,26,39
151,2,8:18.0,,Defensive rebound by T. McConnell,26,39
152,2,8:14.0,,Shooting foul by M. Bridges (drawn by A. Holiday),26,39
153,2,8:14.0,,A. Holiday makes free throw 1 of 2,26,40
154,2,8:14.0,,A. Holiday makes free throw 2 of 2,26,41
155,2,8:03.0,D. Graham misses 3-pt jump shot from 25 ft,,26,41
156,2,7:59.0,,Defensive rebound by A. Holiday,26,41
157,2,7:50.0,,A. Holiday makes 2-pt jump shot from 10 ft (assist by D. Sabonis),26,43
158,2,7:37.0,M. Monk misses 2-pt jump shot from 10 ft,,26,43
159,2,7:34.0,Offensive rebound by B. Biyombo,,26,43
160,2,7:28.0,B. Biyombo makes 2-pt layup at rim (assist by D. Graham),,28,43
161,2,7:13.0,,D. McDermott misses 3-pt jump shot from 23 ft,28,43
162,2,7:10.0,Defensive rebound by B. Biyombo,,28,43
163,2,6:51.0,M. Bridges misses 3-pt jump shot from 23 ft,,28,43
164,2,6:49.0,Offensive rebound by B. Biyombo,,28,43
165,2,6:49.0,B. Biyombo misses 2-pt layup at rim,,28,43
166,2,6:49.0,Offensive rebound by Team,,28,43
167,2,6:49.0,,Loose ball foul by T. McConnell (drawn by M. Kidd-Gilchrist),28,43
168,2,6:49.0,,Indiana full timeout,28,43
169,2,6:49.0,C. Martin enters the game for M. Monk,,28,43
170,2,6:49.0,,M. Brogdon enters the game for A. Holiday,28,43
171,2,6:49.0,,J. Lamb enters the game for J. Holiday,28,43
172,2,6:49.0,,T. Warren enters the game for T. McConnell,28,43
173,2,6:44.0,Turnover by D. Graham (traveling),,28,43
174,2,6:28.0,,M. Brogdon misses 3-pt jump shot from 26 ft,28,43
175,2,6:23.0,Defensive rebound by M. Kidd-Gilchrist,,28,43
176,2,6:05.0,M. Kidd-Gilchrist misses 3-pt jump shot from 25 ft,,28,43
177,2,6:00.0,,Defensive rebound by T. Warren,28,43
178,2,5:49.0,,J. Lamb makes 3-pt jump shot from 26 ft (assist by T. Warren),28,46
179,2,5:27.0,M. Kidd-Gilchrist misses 2-pt jump shot from 10 ft,,28,46
180,2,5:25.0,Offensive rebound by B. Biyombo,,28,46
181,2,5:21.0,B. Biyombo makes 2-pt layup from 2 ft (assist by D. Graham),,30,46
182,2,5:03.0,,D. Sabonis misses 2-pt jump shot from 5 ft,30,46
183,2,5:01.0,,Offensive rebound by J. Lamb,30,46
184,2,5:00.0,,J. Lamb makes 2-pt layup from 1 ft,30,48
185,2,4:38.0,D. Graham misses 3-pt jump shot from 26 ft,,30,48
186,2,4:34.0,Offensive rebound by M. Kidd-Gilchrist,,30,48
187,2,4:32.0,C. Martin makes 3-pt jump shot from 26 ft (assist by M. Kidd-Gilchrist),,33,48
188,2,4:14.0,,Turnover by J. Lamb (bad pass; steal by D. Graham),33,48
189,2,4:11.0,C. Martin makes 2-pt layup from 2 ft,,35,48
190,2,3:52.0,,T. Warren misses 3-pt jump shot from 26 ft,35,48
191,2,3:49.0,Defensive rebound by D. Graham,,35,48
192,2,3:40.0,M. Bridges makes 2-pt layup from 8 ft,,37,48
193,2,3:40.0,Shooting foul by J. Lamb (drawn by M. Bridges),,37,48
194,2,3:40.0,,M. Turner enters the game for D. McDermott,37,48
195,2,3:40.0,M. Bridges makes free throw 1 of 1,,38,48
196,2,3:30.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by M. Brogdon),38,50
197,2,3:13.0,M. Bridges misses 2-pt layup from 5 ft (block by J. Lamb),,38,50
198,2,3:10.0,,Defensive rebound by M. Turner,38,50
199,2,2:53.0,,Personal foul by M. Bridges (drawn by J. Lamb),38,50
200,2,2:53.0,Charlotte full timeout,,38,50
201,2,2:53.0,M. Monk enters the game for B. Biyombo,,38,50
202,2,2:53.0,C. Zeller enters the game for M. Bridges,,38,50
203,2,2:46.0,,M. Brogdon misses 2-pt jump shot from 12 ft,38,50
204,2,2:44.0,Defensive rebound by C. Martin,,38,50
205,2,2:38.0,C. Martin misses 2-pt layup from 2 ft (block by M. Turner),,38,50
206,2,2:35.0,,Defensive rebound by M. Turner,38,50
207,2,2:32.0,,T. Warren misses 2-pt layup from 4 ft (block by D. Graham),38,50
208,2,2:30.0,Defensive rebound by D. Graham,,38,50
209,2,2:26.0,C. Zeller makes 2-pt layup from 1 ft (assist by M. Monk),,40,50
210,2,2:11.0,,M. Turner misses 2-pt jump shot from 16 ft,40,50
211,2,2:10.0,,Offensive rebound by Team,40,50
212,2,2:10.0,Loose ball foul by C. Martin (drawn by D. Sabonis),,40,50
213,2,2:10.0,,D. Sabonis makes free throw 1 of 2,40,51
214,2,2:10.0,B. Biyombo enters the game for M. Kidd-Gilchrist,,40,51
215,2,2:10.0,,D. Sabonis makes free throw 2 of 2,40,52
216,2,1:53.0,Turnover by D. Graham (bad pass; steal by J. Lamb),,40,52
217,2,1:48.0,,T. Warren makes 2-pt layup from 2 ft (assist by M. Brogdon),40,54
218,2,1:37.0,D. Graham makes 3-pt jump shot from 26 ft,,43,54
219,2,1:24.0,,M. Turner misses 3-pt jump shot from 24 ft,43,54
220,2,1:20.0,Defensive rebound by B. Biyombo,,43,54
221,2,1:08.0,D. Graham misses 2-pt layup from 4 ft,,43,54
222,2,1:04.0,Offensive rebound by B. Biyombo,,43,54
223,2,1:02.0,M. Monk misses 3-pt jump shot from 27 ft,,43,54
224,2,0:58.0,,Defensive rebound by J. Lamb,43,54
225,2,0:49.0,,M. Brogdon makes 2-pt jump shot from 18 ft,43,56
226,2,0:38.0,Shooting foul by M. Brogdon (drawn by D. Graham),,43,56
227,2,0:38.0,D. Graham makes free throw 1 of 2,,44,56
228,2,0:38.0,D. Graham misses free throw 2 of 2,,44,56
229,2,0:37.0,,Defensive rebound by M. Turner,44,56
230,2,0:30.0,,M. Brogdon makes 3-pt jump shot from 25 ft,44,59
231,2,0:06.0,B. Biyombo misses 2-pt jump shot from 17 ft,,44,59
232,2,0:03.0,,Defensive rebound by J. Lamb,44,59
233,3,11:39.0,,M. Brogdon misses 2-pt layup from 2 ft,44,59
234,3,11:36.0,Defensive rebound by C. Zeller,,44,59
235,3,11:26.0,T. Rozier misses 2-pt layup from 3 ft (block by M. Turner),,44,59
236,3,11:22.0,,Defensive rebound by J. Lamb,44,59
237,3,11:11.0,,M. Turner misses 3-pt jump shot from 25 ft,44,59
238,3,11:07.0,,Offensive rebound by T. Warren,44,59
239,3,11:02.0,,M. Turner makes 2-pt dunk from 1 ft (assist by D. Sabonis),44,61
240,3,10:41.0,C. Zeller misses 2-pt layup from 2 ft,,44,61
241,3,10:39.0,,Defensive rebound by M. Turner,44,61
242,3,10:31.0,,M. Brogdon makes 2-pt jump shot from 22 ft,44,63
243,3,10:18.0,Personal foul by D. Sabonis (drawn by B. Biyombo),,44,63
244,3,10:14.0,,Violation by Team (kicked ball),44,63
245,3,10:14.0,Offensive foul by B. Biyombo (drawn by M. Turner),,44,63
246,3,10:14.0,Turnover by B. Biyombo (offensive foul),,44,63
247,3,9:58.0,,M. Turner misses 2-pt jump shot from 10 ft,44,63
248,3,9:56.0,Defensive rebound by B. Biyombo,,44,63
249,3,9:49.0,T. Rozier misses 2-pt jump shot from 7 ft,,44,63
250,3,9:47.0,,Defensive rebound by D. Sabonis,44,63
251,3,9:39.0,,Shooting foul by B. Biyombo (drawn by M. Turner),44,63
252,3,9:39.0,,M. Turner misses free throw 1 of 2,44,63
253,3,9:39.0,,Offensive rebound by Team,44,63
254,3,9:39.0,,M. Turner misses free throw 2 of 2,44,63
255,3,9:38.0,Defensive rebound by B. Biyombo,,44,63
256,3,9:25.0,,Violation by Team (kicked ball),44,63
257,3,9:20.0,D. Graham makes 3-pt jump shot from 25 ft (assist by C. Zeller),,47,63
258,3,9:04.0,,M. Brogdon misses 3-pt jump shot from 26 ft,47,63
259,3,9:01.0,Defensive rebound by B. Biyombo,,47,63
260,3,8:55.0,D. Graham misses 3-pt jump shot from 26 ft,,47,63
261,3,8:52.0,,Defensive rebound by M. Turner,47,63
262,3,8:44.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by M. Brogdon),47,66
263,3,8:30.0,Shooting foul by M. Turner (drawn by C. Zeller),,47,66
264,3,8:30.0,C. Zeller misses free throw 1 of 2,,47,66
265,3,8:30.0,Offensive rebound by Team,,47,66
266,3,8:30.0,C. Zeller makes free throw 2 of 2,,48,66
267,3,8:20.0,,J. Lamb misses 3-pt jump shot from 26 ft,48,66
268,3,8:17.0,Defensive rebound by C. Zeller,,48,66
269,3,8:07.0,B. Biyombo makes 2-pt jump shot from 3 ft (assist by C. Zeller),,50,66
270,3,7:52.0,,M. Turner misses 3-pt jump shot from 22 ft,50,66
271,3,7:49.0,,Offensive rebound by D. Sabonis,50,66
272,3,7:43.0,,T. Warren misses 3-pt jump shot from 23 ft,50,66
273,3,7:38.0,Defensive rebound by D. Graham,,50,66
274,3,7:36.0,Shooting foul by M. Brogdon (drawn by T. Rozier),,50,66
275,3,7:36.0,T. Rozier makes free throw 1 of 2,,51,66
276,3,7:36.0,T. Rozier misses free throw 2 of 2,,51,66
277,3,7:35.0,,Defensive rebound by D. Sabonis,51,66
278,3,7:16.0,,T. Warren misses 2-pt jump shot from 12 ft,51,66
279,3,7:12.0,Defensive rebound by B. Biyombo,,51,66
280,3,7:11.0,Turnover by B. Biyombo (bad pass; steal by M. Brogdon),,51,66
281,3,7:07.0,,J. Lamb makes 2-pt jump shot from 9 ft (assist by M. Turner),51,68
282,3,6:51.0,Shooting foul by M. Brogdon (drawn by B. Biyombo),,51,68
283,3,6:51.0,,Indiana full timeout,51,68
284,3,6:51.0,M. Kidd-Gilchrist enters the game for C. Zeller,,51,68
285,3,6:51.0,B. Biyombo misses free throw 1 of 2,,51,68
286,3,6:51.0,Offensive rebound by Team,,51,68
287,3,6:51.0,B. Biyombo makes free throw 2 of 2,,52,68
288,3,6:38.0,,Personal foul by D. Graham (drawn by D. Sabonis),52,68
289,3,6:33.0,,Turnover by M. Brogdon (traveling),52,68
290,3,6:22.0,T. Rozier misses 2-pt jump shot from 16 ft,,52,68
291,3,6:19.0,,Defensive rebound by D. Sabonis,52,68
292,3,6:13.0,,J. Lamb misses 3-pt jump shot from 25 ft,52,68
293,3,6:10.0,Defensive rebound by B. Biyombo,,52,68
294,3,5:49.0,D. Graham misses 3-pt jump shot from 26 ft,,52,68
295,3,5:46.0,Offensive rebound by B. Biyombo,,52,68
296,3,5:44.0,M. Bridges misses 3-pt jump shot from 23 ft,,52,68
297,3,5:41.0,,Defensive rebound by M. Turner,52,68
298,3,5:33.0,,T. Warren misses 3-pt jump shot from 22 ft,52,68
299,3,5:30.0,Defensive rebound by M. Bridges,,52,68
300,3,5:18.0,B. Biyombo misses 2-pt jump shot from 6 ft,,52,68
301,3,5:15.0,,Defensive rebound by D. Sabonis,52,68
302,3,5:05.0,,D. Sabonis misses 2-pt layup from 2 ft,52,68
303,3,5:04.0,Defensive rebound by Team,,52,68
304,3,5:04.0,,Loose ball foul by D. Sabonis (drawn by M. Kidd-Gilchrist),52,68
305,3,5:04.0,M. Kidd-Gilchrist misses free throw 1 of 2,,52,68
306,3,5:04.0,Offensive rebound by Team,,52,68
307,3,5:04.0,C. Martin enters the game for M. Bridges,,52,68
308,3,5:04.0,M. Kidd-Gilchrist makes free throw 2 of 2,,53,68
309,3,4:54.0,,M. Brogdon misses 3-pt jump shot from 24 ft,53,68
310,3,4:51.0,Defensive rebound by B. Biyombo,,53,68
311,3,4:46.0,D. Graham misses 3-pt jump shot from 28 ft,,53,68
312,3,4:42.0,,Defensive rebound by J. Lamb,53,68
313,3,4:38.0,,Turnover by J. Lamb (bad pass; steal by T. Rozier),53,68
314,3,4:35.0,T. Rozier makes 2-pt layup from 2 ft,,55,68
315,3,4:17.0,,M. Brogdon misses 3-pt jump shot from 24 ft,55,68
316,3,4:14.0,Defensive rebound by C. Martin,,55,68
317,3,4:05.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by M. Turner),,55,68
318,3,4:04.0,Offensive rebound by Team,,55,68
319,3,4:04.0,,Indiana full timeout,55,68
320,3,4:04.0,,Instant Replay (Challenge: Ruling Stands),55,68
321,3,4:04.0,M. Monk enters the game for B. Biyombo,,55,68
322,3,4:04.0,C. Zeller enters the game for D. Graham,,55,68
323,3,4:04.0,,J. Holiday enters the game for D. Sabonis,55,68
324,3,3:48.0,M. Monk makes 2-pt jump shot from 11 ft (assist by T. Rozier),,57,68
325,3,3:30.0,,M. Turner misses 2-pt jump shot from 18 ft,57,68
326,3,3:27.0,Defensive rebound by C. Martin,,57,68
327,3,3:17.0,T. Rozier misses 3-pt jump shot from 26 ft (block by J. Lamb),,57,68
328,3,3:17.0,,Defensive rebound by T. Warren,57,68
329,3,3:01.0,,J. Lamb misses 2-pt layup from 2 ft,57,68
330,3,2:59.0,Defensive rebound by M. Monk,,57,68
331,3,2:53.0,M. Monk makes 2-pt jump shot from 7 ft,,59,68
332,3,2:33.0,,J. Lamb misses 3-pt jump shot from 27 ft,59,68
333,3,2:30.0,,Offensive rebound by M. Brogdon,59,68
334,3,2:30.0,,Personal foul by M. Kidd-Gilchrist (drawn by M. Brogdon),59,68
335,3,2:30.0,M. Bridges enters the game for M. Kidd-Gilchrist,,59,68
336,3,2:30.0,,A. Holiday enters the game for M. Brogdon,59,68
337,3,2:30.0,,T. McConnell enters the game for J. Lamb,59,68
338,3,2:30.0,,D. McDermott enters the game for M. Turner,59,68
339,3,2:30.0,,D. Sabonis enters the game for T. Warren,59,68
340,3,2:22.0,,D. Sabonis misses 2-pt hook shot from 3 ft,59,68
341,3,2:19.0,Defensive rebound by M. Bridges,,59,68
342,3,2:07.0,M. Monk makes 2-pt jump shot from 16 ft,,61,68
343,3,1:48.0,,J. Holiday misses 3-pt jump shot from 24 ft,61,68
344,3,1:46.0,Defensive rebound by C. Zeller,,61,68
345,3,1:39.0,M. Monk misses 3-pt jump shot from 26 ft,,61,68
346,3,1:35.0,,Defensive rebound by J. Holiday,61,68
347,3,1:29.0,,Personal foul by M. Bridges (drawn by D. Sabonis),61,68
348,3,1:23.0,,T. McConnell makes 2-pt layup from 1 ft,61,70
349,3,1:22.0,Charlotte full timeout,,61,70
350,3,1:11.0,C. Zeller makes 2-pt layup from 3 ft (assist by M. Monk),,63,70
351,3,1:11.0,Shooting foul by D. McDermott (drawn by C. Zeller),,63,70
352,3,1:11.0,C. Zeller makes free throw 1 of 1,,64,70
353,3,0:56.0,,T. McConnell misses 2-pt jump shot from 8 ft,64,70
354,3,0:52.0,Defensive rebound by C. Zeller,,64,70
355,3,0:41.0,C. Zeller makes 2-pt jump shot from 9 ft,,66,70
356,3,0:18.0,,T. McConnell makes 2-pt jump shot from 4 ft,66,72
357,3,0:00.0,T. Rozier misses 2-pt jump shot from 9 ft,,66,72
358,3,0:00.0,Offensive rebound by Team,,66,72
359,4,11:51.0,,Violation by Team (kicked ball),66,72
360,4,11:44.0,C. Martin misses 2-pt jump shot from 22 ft,,66,72
361,4,11:40.0,,Defensive rebound by D. McDermott,66,72
362,4,11:30.0,,A. Holiday misses 2-pt jump shot from 22 ft,66,72
363,4,11:26.0,,Offensive rebound by D. Sabonis,66,72
364,4,11:26.0,,D. Sabonis makes 2-pt layup at rim,66,74
365,4,11:12.0,Offensive foul by M. Monk (drawn by D. McDermott),,66,74
366,4,11:12.0,Turnover by M. Monk (offensive foul),,66,74
367,4,11:02.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by T. McConnell),66,77
368,4,10:42.0,Shooting foul by J. Holiday (drawn by M. Monk),,66,77
369,4,10:42.0,M. Monk makes free throw 1 of 2,,67,77
370,4,10:42.0,M. Monk makes free throw 2 of 2,,68,77
371,4,10:31.0,,Personal foul by C. Zeller (drawn by D. Sabonis),68,77
372,4,10:25.0,,A. Holiday misses 3-pt jump shot from 25 ft,68,77
373,4,10:22.0,Defensive rebound by C. Zeller,,68,77
374,4,10:10.0,D. Graham misses 2-pt layup from 3 ft,,68,77
375,4,10:07.0,,Defensive rebound by A. Holiday,68,77
376,4,10:04.0,,Shooting foul by C. Zeller (drawn by A. Holiday),68,77
377,4,10:04.0,,A. Holiday makes free throw 1 of 2,68,78
378,4,10:04.0,B. Biyombo enters the game for C. Zeller,,68,78
379,4,10:04.0,,A. Holiday makes free throw 2 of 2,68,79
380,4,9:49.0,Personal foul by T. McConnell (drawn by C. Martin),,68,79
