,QUARTER,TIME_REMAINING,DENVER_ACTION,LA LAKERS_ACTION,DENVER_SCORE,LA LAKERS_SCORE
86,1,2:39.0,N. Jokić makes free throw 1 of 2,,16,18
87,1,2:39.0,G. Harris enters the game for W. Barton,,16,18
88,1,2:39.0,M. Morris enters the game for J. Murray,,16,18
89,1,2:39.0,,A. Caruso enters the game for A. Bradley,16,18
90,1,2:39.0,,Q. Cook enters the game for R. Rondo,16,18
91,1,2:39.0,N. Jokić makes free throw 2 of 2,,17,18
92,1,2:30.0,,A. Davis misses 2-pt jump shot from 11 ft,17,18
93,1,2:26.0,Defensive rebound by M. Morris,,17,18
94,1,2:16.0,Turnover by N. Jokić (bad pass; steal by A. Caruso),,17,18
95,1,2:12.0,,Shooting foul by G. Harris (drawn by A. Caruso),17,18
96,1,2:12.0,,A. Caruso makes free throw 1 of 2,17,19
97,1,2:12.0,M. Plumlee enters the game for N. Jokić,,17,19
98,1,2:12.0,,A. Caruso makes free throw 2 of 2,17,20
99,1,1:55.0,J. Grant misses 2-pt layup from 7 ft (block by A. Caruso),,17,20
100,1,1:52.0,,Defensive rebound by Q. Cook,17,20
101,1,1:48.0,,Q. Cook misses 3-pt jump shot from 26 ft,17,20
102,1,1:44.0,,Offensive rebound by K. Kuzma,17,20
103,1,1:42.0,,K. Kuzma misses 2-pt layup from 2 ft (block by M. Porter),17,20
104,1,1:42.0,,Offensive rebound by A. Davis,17,20
105,1,1:42.0,,Shooting foul by M. Porter (drawn by A. Davis),17,20
106,1,1:42.0,,A. Davis misses free throw 1 of 2,17,20
107,1,1:42.0,,Offensive rebound by Team,17,20
108,1,1:42.0,,A. Davis makes free throw 2 of 2,17,21
109,1,1:32.0,G. Harris misses 2-pt layup from 1 ft (block by A. Davis),,17,21
110,1,1:31.0,,Defensive rebound by Team,17,21
111,1,1:19.0,,Turnover by A. Davis (bad pass; steal by M. Morris),17,21
112,1,1:02.0,M. Porter makes 2-pt jump shot from 19 ft (assist by M. Plumlee),,19,21
113,1,0:53.0,,Personal foul by M. Porter (drawn by A. Caruso),19,21
114,1,0:53.0,,A. Caruso makes free throw 1 of 2,19,22
115,1,0:53.0,,A. Caruso makes free throw 2 of 2,19,23
116,1,0:42.0,G. Harris makes 2-pt layup from 2 ft (assist by J. Grant),,21,23
117,1,0:36.0,,K. Kuzma makes 3-pt jump shot from 28 ft (assist by Q. Cook),21,26
118,1,0:23.0,M. Morris makes 2-pt jump shot from 12 ft (assist by M. Plumlee),,23,26
119,1,0:03.0,,K. Kuzma misses 3-pt jump shot from 27 ft,23,26
120,1,0:01.0,,Offensive rebound by A. Davis,23,26
121,1,0:01.0,,A. Davis makes 2-pt dunk from 1 ft,23,28
122,2,11:44.0,Turnover by M. Plumlee (bad pass; steal by K. Kuzma),,23,28
123,2,11:43.0,,Personal take foul by M. Plumlee (drawn by K. Kuzma),23,28
124,2,11:22.0,,K. Kuzma misses 3-pt jump shot from 25 ft,23,28
125,2,11:18.0,Defensive rebound by M. Morris,,23,28
126,2,11:08.0,J. Grant makes 3-pt jump shot from 24 ft (assist by M. Beasley),,26,28
127,2,10:51.0,,Q. Cook misses 3-pt jump shot from 24 ft,26,28
128,2,10:49.0,,Offensive rebound by D. Howard,26,28
129,2,10:47.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by D. Howard),26,31
130,2,10:29.0,M. Plumlee makes 2-pt hook shot from 6 ft,,28,31
131,2,10:08.0,,K. Kuzma makes 2-pt layup from 2 ft,28,33
132,2,9:50.0,Shooting foul by K. Caldwell-Pope (drawn by J. Grant),,28,33
133,2,9:50.0,J. Grant makes free throw 1 of 2,,29,33
134,2,9:50.0,J. Murray enters the game for G. Harris,,29,33
135,2,9:50.0,J. Grant makes free throw 2 of 2,,30,33
136,2,9:37.0,,Shooting foul by M. Plumlee (drawn by A. Caruso),30,33
137,2,9:37.0,,A. Caruso makes free throw 1 of 2,30,34
138,2,9:37.0,,A. Caruso makes free throw 2 of 2,30,35
139,2,9:26.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),,32,35
140,2,9:13.0,,D. Howard makes 2-pt layup from 2 ft,32,37
141,2,9:06.0,M. Beasley makes 2-pt jump shot from 3 ft,,34,37
142,2,8:51.0,,Turnover by Q. Cook (bad pass; steal by M. Morris),34,37
143,2,8:44.0,J. Murray misses 3-pt jump shot from 24 ft,,34,37
144,2,8:39.0,,Defensive rebound by K. Caldwell-Pope,34,37
145,2,8:35.0,,Personal foul by M. Beasley (drawn by D. Howard),34,37
146,2,8:27.0,,Q. Cook misses 2-pt jump shot from 15 ft,34,37
147,2,8:23.0,Defensive rebound by J. Grant,,34,37
148,2,8:10.0,Shooting foul by Q. Cook (drawn by M. Plumlee),,34,37
149,2,8:10.0,M. Plumlee makes free throw 1 of 2,,35,37
150,2,8:10.0,M. Plumlee makes free throw 2 of 2,,36,37
151,2,7:49.0,,K. Kuzma misses 2-pt jump shot from 9 ft,36,37
152,2,7:45.0,Defensive rebound by M. Plumlee,,36,37
153,2,7:43.0,M. Morris misses 3-pt jump shot from 23 ft,,36,37
154,2,7:37.0,,Defensive rebound by Q. Cook,36,37
155,2,7:35.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,36,37
156,2,7:33.0,Defensive rebound by J. Grant,,36,37
157,2,7:13.0,M. Morris misses 2-pt jump shot from 11 ft,,36,37
158,2,7:10.0,Offensive rebound by M. Morris,,36,37
159,2,7:08.0,M. Morris misses 2-pt layup from 4 ft (block by K. Kuzma),,36,37
160,2,7:08.0,Offensive rebound by M. Morris,,36,37
161,2,7:02.0,M. Beasley makes 3-pt jump shot from 26 ft,,39,37
162,2,7:00.0,,LA Lakers full timeout,39,37
163,2,7:00.0,W. Barton enters the game for M. Morris,,39,37
164,2,6:45.0,,Q. Cook misses 2-pt layup from 3 ft,39,37
165,2,6:43.0,,Offensive rebound by D. Howard,39,37
166,2,6:43.0,,D. Howard makes 2-pt layup from 1 ft,39,39
167,2,6:19.0,J. Grant makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,42,39
168,2,6:09.0,,A. Caruso misses 3-pt jump shot from 26 ft,42,39
169,2,6:05.0,Defensive rebound by M. Plumlee,,42,39
170,2,5:59.0,M. Beasley misses 2-pt jump shot from 19 ft,,42,39
171,2,5:55.0,,Defensive rebound by K. Kuzma,42,39
172,2,5:49.0,,K. Kuzma makes 2-pt jump shot from 4 ft,42,41
173,2,5:35.0,J. Murray misses 2-pt jump shot from 16 ft,,42,41
174,2,5:31.0,,Defensive rebound by K. Kuzma,42,41
175,2,5:25.0,,K. Kuzma makes 2-pt jump shot from 5 ft,42,43
176,2,5:24.0,Denver full timeout,,42,43
177,2,5:24.0,G. Harris enters the game for M. Beasley,,42,43
178,2,5:24.0,N. Jokić enters the game for J. Grant,,42,43
179,2,5:24.0,P. Millsap enters the game for M. Plumlee,,42,43
180,2,5:24.0,,A. Davis enters the game for Q. Cook,42,43
181,2,5:24.0,,R. Rondo enters the game for K. Kuzma,42,43
182,2,5:08.0,,Loose ball foul by R. Rondo (drawn by J. Murray),42,43
183,2,4:56.0,J. Murray misses 3-pt jump shot from 32 ft,,42,43
184,2,4:54.0,Offensive rebound by Team,,42,43
185,2,4:54.0,Turnover by Team (shot clock),,42,43
186,2,4:37.0,,R. Rondo misses 3-pt jump shot from 23 ft,42,43
187,2,4:34.0,Defensive rebound by J. Murray,,42,43
188,2,4:19.0,P. Millsap makes 2-pt layup from 4 ft,,44,43
189,2,4:10.0,,Turnover by K. Caldwell-Pope (bad pass),44,43
190,2,4:10.0,,A. Bradley enters the game for K. Caldwell-Pope,44,43
191,2,4:10.0,,D. Green enters the game for A. Caruso,44,43
192,2,3:55.0,N. Jokić misses 2-pt jump shot from 7 ft,,44,43
193,2,3:53.0,,Defensive rebound by D. Howard,44,43
194,2,3:45.0,,A. Bradley misses 2-pt layup from 3 ft,44,43
195,2,3:39.0,,Offensive rebound by D. Howard,44,43
196,2,3:39.0,,D. Howard makes 2-pt layup from 1 ft,44,45
197,2,3:30.0,J. Murray misses 3-pt jump shot from 26 ft,,44,45
198,2,3:27.0,,Defensive rebound by D. Green,44,45
199,2,3:18.0,,A. Davis misses 3-pt jump shot from 28 ft,44,45
200,2,3:13.0,,Offensive rebound by R. Rondo,44,45
201,2,3:12.0,,A. Bradley misses 3-pt jump shot from 25 ft,44,45
202,2,3:09.0,,Offensive rebound by R. Rondo,44,45
203,2,3:00.0,,Shooting foul by N. Jokić (drawn by A. Davis),44,45
204,2,3:00.0,,A. Davis makes free throw 1 of 2,44,46
205,2,3:00.0,,A. Davis makes free throw 2 of 2,44,47
206,2,2:46.0,N. Jokić misses 2-pt jump shot from 16 ft,,44,47
207,2,2:42.0,,Defensive rebound by A. Davis,44,47
208,2,2:40.0,,Offensive foul by D. Howard (drawn by N. Jokić),44,47
209,2,2:40.0,,Turnover by D. Howard (offensive foul),44,47
210,2,2:27.0,Shooting foul by D. Howard (drawn by W. Barton),,44,47
211,2,2:27.0,W. Barton makes free throw 1 of 2,,45,47
212,2,2:27.0,W. Barton makes free throw 2 of 2,,46,47
213,2,2:13.0,,A. Davis makes 2-pt hook shot from 5 ft,46,49
214,2,1:59.0,P. Millsap makes 2-pt layup from 2 ft (assist by W. Barton),,48,49
215,2,1:42.0,,A. Davis makes 2-pt jump shot from 9 ft (assist by A. Bradley),48,51
216,2,1:28.0,G. Harris makes 2-pt layup from 3 ft (assist by N. Jokić),,50,51
217,2,1:07.0,,Turnover by R. Rondo (bad pass; steal by W. Barton),50,51
218,2,0:54.0,W. Barton makes 2-pt jump shot from 20 ft,,52,51
219,2,0:42.0,,A. Davis misses 2-pt layup from 2 ft,52,51
220,2,0:39.0,Defensive rebound by W. Barton,,52,51
221,2,0:35.0,P. Millsap makes 3-pt jump shot from 27 ft (assist by W. Barton),,55,51
222,2,0:34.0,,LA Lakers full timeout,55,51
223,2,0:34.0,J. Grant enters the game for N. Jokić,,55,51
224,2,0:34.0,M. Plumlee enters the game for P. Millsap,,55,51
225,2,0:34.0,,K. Caldwell-Pope enters the game for D. Howard,55,51
226,2,0:24.0,,R. Rondo misses 2-pt jump shot from 3 ft,55,51
227,2,0:24.0,,Offensive rebound by A. Davis,55,51
228,2,0:24.0,,A. Davis misses 2-pt layup from 1 ft,55,51
229,2,0:24.0,,Offensive rebound by A. Davis,55,51
230,2,0:24.0,,A. Davis makes 2-pt dunk from 1 ft,55,53
231,2,0:02.0,W. Barton misses 3-pt jump shot from 28 ft,,55,53
232,2,0:00.0,Offensive rebound by Team,,55,53
233,2,0:00.0,Turnover by Team (shot clock),,55,53
234,3,11:40.0,P. Millsap misses 2-pt jump shot from 11 ft,,55,53
235,3,11:38.0,,Defensive rebound by A. Davis,55,53
236,3,11:22.0,,A. Davis makes 2-pt jump shot from 6 ft,55,55
237,3,11:09.0,P. Millsap makes 2-pt layup from 2 ft (assist by G. Harris),,57,55
238,3,10:51.0,,J. McGee makes 2-pt dunk from 2 ft (assist by R. Rondo),57,57
239,3,10:36.0,G. Harris makes 2-pt jump shot from 6 ft (assist by N. Jokić),,59,57
240,3,10:16.0,,A. Davis misses 3-pt jump shot from 26 ft,59,57
241,3,10:13.0,Defensive rebound by W. Barton,,59,57
242,3,9:55.0,J. Murray misses 3-pt jump shot from 22 ft,,59,57
243,3,9:53.0,,Defensive rebound by A. Bradley,59,57
244,3,9:47.0,,Turnover by J. McGee (traveling),59,57
245,3,9:34.0,P. Millsap misses 3-pt jump shot from 26 ft,,59,57
246,3,9:32.0,,Defensive rebound by J. McGee,59,57
247,3,9:19.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by D. Green),59,60
248,3,9:05.0,Personal foul by A. Bradley (drawn by P. Millsap),,59,60
249,3,8:59.0,Shooting foul by D. Green (drawn by G. Harris),,59,60
250,3,8:59.0,G. Harris makes free throw 1 of 2,,60,60
251,3,8:59.0,G. Harris makes free throw 2 of 2,,61,60
252,3,8:34.0,,Turnover by D. Green (lost ball; steal by G. Harris),61,60
253,3,8:34.0,Personal foul by D. Green (drawn by G. Harris),,61,60
254,3,8:29.0,W. Barton misses 2-pt jump shot from 3 ft,,61,60
255,3,8:28.0,Offensive rebound by W. Barton,,61,60
256,3,8:28.0,W. Barton makes 2-pt layup from 1 ft,,63,60
257,3,8:28.0,,LA Lakers full timeout,63,60
258,3,8:14.0,,Turnover by A. Davis (bad pass; steal by G. Harris),63,60
259,3,8:10.0,W. Barton makes 2-pt layup from 1 ft (assist by G. Harris),,65,60
260,3,7:52.0,,A. Davis makes 2-pt layup from 1 ft (assist by R. Rondo),65,62
261,3,7:33.0,W. Barton misses 3-pt jump shot from 26 ft,,65,62
262,3,7:29.0,,Defensive rebound by D. Green,65,62
263,3,7:18.0,,Shooting foul by G. Harris (drawn by D. Green),65,62
264,3,7:18.0,,D. Green misses free throw 1 of 3,65,62
265,3,7:18.0,,Offensive rebound by Team,65,62
266,3,7:18.0,,D. Green makes free throw 2 of 3,65,63
267,3,7:18.0,,D. Green makes free throw 3 of 3,65,64
268,3,7:10.0,N. Jokić misses 2-pt jump shot from 6 ft (block by A. Davis),,65,64
269,3,7:10.0,,Defensive rebound by A. Davis,65,64
270,3,7:10.0,,LA Lakers full timeout,65,64
271,3,7:10.0,,Instant Replay (Challenge: Ruling Stands),65,64
272,3,6:55.0,,D. Green makes 3-pt jump shot from 23 ft (assist by R. Rondo),65,67
273,3,6:46.0,Personal foul by J. McGee (drawn by N. Jokić),,65,67
274,3,6:32.0,P. Millsap makes 2-pt jump shot from 4 ft,,67,67
275,3,6:11.0,,A. Davis misses 2-pt jump shot from 13 ft,67,67
276,3,6:09.0,Defensive rebound by W. Barton,,67,67
277,3,6:03.0,P. Millsap makes 3-pt jump shot from 22 ft (assist by W. Barton),,70,67
278,3,5:44.0,,A. Bradley misses 2-pt jump shot from 22 ft,70,67
279,3,5:41.0,Defensive rebound by W. Barton,,70,67
280,3,5:37.0,Shooting foul by A. Davis (drawn by W. Barton),,70,67
281,3,5:37.0,W. Barton makes free throw 1 of 2,,71,67
282,3,5:37.0,M. Beasley enters the game for G. Harris,,71,67
283,3,5:37.0,W. Barton makes free throw 2 of 2,,72,67
284,3,5:27.0,,D. Green misses 3-pt jump shot from 26 ft,72,67
285,3,5:23.0,Defensive rebound by M. Beasley,,72,67
286,3,5:11.0,P. Millsap makes 3-pt jump shot from 27 ft (assist by N. Jokić),,75,67
287,3,4:59.0,,R. Rondo misses 3-pt jump shot from 28 ft,75,67
288,3,4:56.0,Defensive rebound by W. Barton,,75,67
289,3,4:56.0,,K. Caldwell-Pope enters the game for D. Green,75,67
290,3,4:56.0,,K. Kuzma enters the game for J. McGee,75,67
291,3,4:41.0,P. Millsap misses 2-pt hook shot from 4 ft,,75,67
292,3,4:40.0,Offensive rebound by W. Barton,,75,67
293,3,4:40.0,W. Barton misses 2-pt layup from 2 ft (block by A. Davis),,75,67
294,3,4:39.0,Offensive rebound by W. Barton,,75,67
295,3,4:38.0,Personal foul by R. Rondo (drawn by W. Barton),,75,67
296,3,4:38.0,W. Barton makes free throw 1 of 2,,76,67
297,3,4:38.0,W. Barton makes free throw 2 of 2,,77,67
298,3,4:29.0,,Shooting foul by N. Jokić (drawn by A. Davis),77,67
299,3,4:29.0,,A. Davis makes free throw 1 of 2,77,68
300,3,4:29.0,,A. Caruso enters the game for A. Bradley,77,68
301,3,4:29.0,,A. Davis makes free throw 2 of 2,77,69
302,3,4:06.0,J. Murray makes 2-pt jump shot from 9 ft,,79,69
303,3,3:52.0,,A. Davis makes 2-pt dunk from 1 ft,79,71
304,3,3:40.0,Personal foul by A. Davis (drawn by N. Jokić),,79,71
305,3,3:40.0,N. Jokić makes free throw 1 of 2,,80,71
306,3,3:40.0,M. Morris enters the game for J. Murray,,80,71
307,3,3:40.0,,Q. Cook enters the game for R. Rondo,80,71
308,3,3:40.0,N. Jokić makes free throw 2 of 2,,81,71
309,3,3:30.0,,K. Kuzma makes 2-pt layup from 3 ft (assist by A. Davis),81,73
310,3,3:30.0,,Instant Replay (Challenge: Ruling Stands),81,73
311,3,3:30.0,M. Plumlee enters the game for N. Jokić,,81,73
312,3,3:13.0,Personal foul by A. Davis (drawn by P. Millsap),,81,73
313,3,3:13.0,P. Millsap makes free throw 1 of 2,,82,73
314,3,3:13.0,,D. Howard enters the game for A. Davis,82,73
315,3,3:13.0,P. Millsap makes free throw 2 of 2,,83,73
316,3,3:01.0,,K. Kuzma makes 2-pt jump shot from 5 ft (assist by K. Caldwell-Pope),83,75
317,3,2:38.0,P. Millsap misses 2-pt jump shot from 4 ft,,83,75
318,3,2:34.0,,Defensive rebound by K. Caldwell-Pope,83,75
319,3,2:31.0,,K. Kuzma misses 3-pt jump shot from 28 ft,83,75
320,3,2:27.0,,Offensive rebound by D. Howard,83,75
321,3,2:25.0,,Shooting foul by M. Plumlee (drawn by D. Howard),83,75
322,3,2:25.0,,D. Howard misses free throw 1 of 2,83,75
323,3,2:25.0,,Offensive rebound by Team,83,75
324,3,2:25.0,J. Grant enters the game for W. Barton,,83,75
325,3,2:25.0,G. Harris enters the game for P. Millsap,,83,75
326,3,2:25.0,,D. Howard misses free throw 2 of 2,83,75
327,3,2:23.0,Defensive rebound by J. Grant,,83,75
328,3,2:13.0,M. Morris makes 2-pt jump shot from 17 ft,,85,75
329,3,1:56.0,,Personal foul by G. Harris (drawn by A. Caruso),85,75
330,3,1:52.0,,Offensive foul by K. Kuzma (drawn by J. Grant),85,75
331,3,1:52.0,,Turnover by K. Kuzma (offensive foul),85,75
332,3,1:40.0,M. Beasley makes 2-pt layup from 1 ft (assist by M. Morris),,87,75
333,3,1:33.0,,K. Kuzma misses 2-pt jump shot from 4 ft,87,75
334,3,1:33.0,,Offensive rebound by K. Kuzma,87,75
335,3,1:33.0,,Shooting foul by J. Grant (drawn by K. Kuzma),87,75
336,3,1:33.0,,K. Kuzma misses free throw 1 of 2,87,75
337,3,1:33.0,,Offensive rebound by Team,87,75
338,3,1:33.0,,K. Kuzma makes free throw 2 of 2,87,76
339,3,1:22.0,M. Plumlee makes 2-pt layup from 2 ft (assist by G. Harris),,89,76
340,3,1:06.0,,Q. Cook makes 2-pt layup from 5 ft,89,78
341,3,0:50.0,J. Grant misses 2-pt jump shot from 21 ft,,89,78
342,3,0:47.0,,Defensive rebound by A. Caruso,89,78
343,3,0:42.0,,Turnover by Q. Cook (lost ball; steal by M. Plumlee),89,78
344,3,0:35.0,M. Beasley misses 3-pt jump shot from 26 ft,,89,78
345,3,0:32.0,,Defensive rebound by D. Howard,89,78
346,3,0:27.0,,Turnover by K. Kuzma (bad pass; steal by J. Grant),89,78
347,3,0:03.0,M. Beasley misses 3-pt jump shot from 26 ft,,89,78
348,3,0:02.0,Offensive rebound by M. Plumlee,,89,78
349,3,0:02.0,M. Plumlee makes 2-pt layup from 1 ft,,91,78
350,4,11:47.0,,Turnover by A. Davis (bad pass; steal by G. Harris),91,78
351,4,11:44.0,G. Harris makes 2-pt dunk at rim,,93,78
352,4,11:32.0,,Turnover by D. Howard (lost ball; steal by G. Harris),93,78
353,4,11:25.0,G. Harris makes 3-pt jump shot from 26 ft (assist by M. Beasley),,96,78
354,4,11:24.0,,LA Lakers full timeout,96,78
355,4,11:07.0,,A. Davis makes 2-pt layup from 1 ft,96,80
356,4,10:40.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by G. Harris),,99,80
357,4,10:17.0,,A. Davis misses 2-pt jump shot from 8 ft,99,80
358,4,10:12.0,,Offensive rebound by D. Howard,99,80
359,4,10:12.0,,D. Howard makes 2-pt dunk at rim,99,82
360,4,10:03.0,M. Morris misses 3-pt jump shot from 24 ft,,99,82
361,4,10:00.0,Offensive rebound by M. Plumlee,,99,82
362,4,10:00.0,G. Harris makes 2-pt layup from 1 ft (assist by M. Plumlee),,101,82
363,4,10:00.0,Shooting foul by K. Caldwell-Pope (drawn by G. Harris),,101,82
364,4,10:00.0,,T. Daniels enters the game for D. Howard,101,82
365,4,10:00.0,G. Harris makes free throw 1 of 1,,102,82
366,4,9:47.0,,K. Kuzma misses 2-pt jump shot from 21 ft,102,82
367,4,9:42.0,Defensive rebound by M. Beasley,,102,82
368,4,9:40.0,M. Beasley makes 2-pt layup from 1 ft,,104,82
369,4,9:39.0,Violation by Team (delay of game),,104,82
370,4,9:21.0,,Turnover by A. Davis (lost ball; steal by M. Beasley),104,82
371,4,9:20.0,Shooting foul by K. Caldwell-Pope (drawn by M. Beasley),,104,82
372,4,9:20.0,M. Beasley misses free throw 1 of 2,,104,82
373,4,9:20.0,Offensive rebound by Team,,104,82
374,4,9:20.0,,R. Rondo enters the game for K. Kuzma,104,82
375,4,9:20.0,M. Beasley makes free throw 2 of 2,,105,82
376,4,9:10.0,,A. Davis makes 3-pt jump shot from 27 ft (assist by R. Rondo),105,85
377,4,8:56.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,108,85
378,4,8:44.0,,A. Davis misses 3-pt jump shot from 25 ft,108,85
379,4,8:40.0,Defensive rebound by M. Plumlee,,108,85
380,4,8:31.0,Turnover by M. Plumlee (bad pass; steal by K. Caldwell-Pope),,108,85
381,4,8:31.0,,Personal take foul by M. Plumlee (drawn by K. Caldwell-Pope),108,85
382,4,8:13.0,,T. Daniels makes 2-pt layup from 3 ft (assist by R. Rondo),108,87
383,4,7:58.0,M. Beasley misses 3-pt jump shot from 26 ft,,108,87
384,4,7:57.0,Offensive rebound by Team,,108,87
