,QUARTER,TIME_REMAINING,NEW YORK_ACTION,TORONTO_ACTION,NEW YORK_SCORE,TORONTO_SCORE
0,1,11:47.0,R. Barrett misses 2-pt hook shot from 7 ft (block by N. Powell),,0,0
1,1,11:47.0,Offensive rebound by Team,,0,0
2,1,11:40.0,T. Gibson misses 2-pt jump shot from 21 ft,,0,0
3,1,11:37.0,,Defensive rebound by F. VanVleet,0,0
4,1,11:22.0,,P. Siakam misses 3-pt jump shot from 25 ft,0,0
5,1,11:20.0,Defensive rebound by J. Randle,,0,0
6,1,11:13.0,Turnover by J. Randle (bad pass; steal by M. Gasol),,0,0
7,1,11:08.0,,P. Siakam misses 2-pt layup from 6 ft,0,0
8,1,11:01.0,,Offensive rebound by O. Anunoby,0,0
9,1,11:01.0,,O. Anunoby makes 2-pt layup from 1 ft,0,2
10,1,10:44.0,F. Ntilikina makes 3-pt jump shot from 23 ft (assist by M. Morris),,3,2
11,1,10:22.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by M. Gasol),3,5
12,1,10:05.0,J. Randle misses 3-pt jump shot from 25 ft,,3,5
13,1,10:03.0,Offensive rebound by T. Gibson,,3,5
14,1,9:51.0,T. Gibson misses 2-pt hook shot from 4 ft,,3,5
15,1,9:50.0,Offensive rebound by Team,,3,5
16,1,9:48.0,R. Barrett misses 2-pt layup from 3 ft,,3,5
17,1,9:43.0,,Defensive rebound by P. Siakam,3,5
18,1,9:36.0,,P. Siakam makes 3-pt jump shot from 25 ft,3,8
19,1,9:16.0,M. Morris misses 2-pt jump shot from 9 ft,,3,8
20,1,9:14.0,,Defensive rebound by M. Gasol,3,8
21,1,9:08.0,,F. VanVleet makes 2-pt layup from 2 ft,3,10
22,1,9:03.0,New York full timeout,,3,10
23,1,8:51.0,T. Gibson makes 2-pt dunk from 2 ft (assist by R. Barrett),,5,10
24,1,8:36.0,,N. Powell misses 3-pt jump shot from 26 ft,5,10
25,1,8:34.0,Defensive rebound by T. Gibson,,5,10
26,1,8:23.0,Turnover by J. Randle (bad pass),,5,10
27,1,8:17.0,,P. Siakam misses 3-pt jump shot from 23 ft,5,10
28,1,8:14.0,Defensive rebound by M. Morris,,5,10
29,1,8:06.0,J. Randle makes 3-pt jump shot from 26 ft (assist by T. Gibson),,8,10
30,1,7:40.0,,M. Gasol misses 3-pt jump shot from 25 ft,8,10
31,1,7:37.0,,Offensive rebound by O. Anunoby,8,10
32,1,7:28.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by M. Gasol),8,13
33,1,7:16.0,R. Barrett misses 3-pt jump shot from 23 ft,,8,13
34,1,7:09.0,Offensive rebound by M. Morris,,8,13
35,1,7:09.0,M. Morris makes 2-pt layup at rim,,10,13
36,1,7:02.0,,Turnover by F. VanVleet (bad pass),10,13
37,1,6:51.0,R. Barrett misses 3-pt jump shot from 26 ft,,10,13
38,1,6:47.0,,Defensive rebound by P. Siakam,10,13
39,1,6:45.0,,Personal foul by F. Ntilikina (drawn by N. Powell),10,13
40,1,6:45.0,M. Robinson enters the game for T. Gibson,,10,13
41,1,6:38.0,,Turnover by P. Siakam (bad pass),10,13
42,1,6:21.0,R. Barrett makes 2-pt jump shot from 8 ft,,12,13
43,1,6:01.0,,N. Powell makes 2-pt layup from 1 ft (assist by M. Gasol),12,15
44,1,5:47.0,J. Randle misses 3-pt jump shot from 22 ft,,12,15
45,1,5:44.0,,Defensive rebound by M. Gasol,12,15
46,1,5:40.0,,F. VanVleet makes 2-pt hook shot from 2 ft,12,17
47,1,5:31.0,Shooting foul by M. Gasol (drawn by J. Randle),,12,17
48,1,5:31.0,J. Randle makes free throw 1 of 2,,13,17
49,1,5:31.0,D. Smith enters the game for M. Morris,,13,17
50,1,5:31.0,J. Randle makes free throw 2 of 2,,14,17
51,1,5:10.0,,N. Powell misses 2-pt jump shot from 7 ft,14,17
52,1,5:08.0,Defensive rebound by M. Robinson,,14,17
53,1,4:53.0,R. Barrett makes 3-pt jump shot from 22 ft (assist by D. Smith),,17,17
54,1,4:47.0,,O. Anunoby misses 2-pt layup from 4 ft,17,17
55,1,4:45.0,Defensive rebound by M. Robinson,,17,17
56,1,4:43.0,,Violation by Team (kicked ball),17,17
57,1,4:35.0,J. Randle makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),,20,17
58,1,4:24.0,,P. Siakam misses 2-pt hook shot from 3 ft,20,17
59,1,4:22.0,Defensive rebound by J. Randle,,20,17
60,1,4:14.0,Shooting foul by P. Siakam (drawn by M. Robinson),,20,17
61,1,4:14.0,M. Robinson makes free throw 1 of 2,,21,17
62,1,4:14.0,M. Robinson misses free throw 2 of 2,,21,17
63,1,4:12.0,,Defensive rebound by P. Siakam,21,17
64,1,4:03.0,,P. Siakam makes 2-pt jump shot from 19 ft,21,19
65,1,3:40.0,D. Smith misses 3-pt jump shot from 22 ft,,21,19
66,1,3:37.0,,Defensive rebound by P. Siakam,21,19
67,1,3:31.0,,M. Gasol misses 3-pt jump shot from 26 ft,21,19
