,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MIAMI_ACTION,NEW YORK_SCORE,MIAMI_SCORE
82,1,1:31.0,D. Dotson makes 2-pt layup at rim,,16,34
83,1,1:20.0,,G. Dragić misses 3-pt jump shot from 24 ft,16,34
84,1,1:18.0,Defensive rebound by E. Payton,,16,34
85,1,1:11.0,E. Payton makes 2-pt jump shot from 4 ft,,18,34
86,1,0:58.0,,K. Olynyk makes 3-pt jump shot from 27 ft (assist by G. Dragić),18,37
87,1,0:48.0,E. Payton misses 2-pt jump shot from 2 ft (block by G. Dragić),,18,37
88,1,0:45.0,Offensive rebound by E. Payton,,18,37
89,1,0:43.0,E. Payton misses 2-pt jump shot from 1 ft,,18,37
90,1,0:42.0,,Defensive rebound by G. Dragić,18,37
91,1,0:33.0,,B. Adebayo makes 2-pt jump shot from 8 ft (assist by G. Dragić),18,39
92,1,0:18.0,D. Dotson makes 2-pt jump shot from 19 ft (assist by M. Robinson),,20,39
93,1,0:00.0,,G. Dragić misses 2-pt jump shot from 18 ft,20,39
94,1,0:00.0,,Offensive rebound by Team,20,39
95,2,11:51.0,K. Knox misses 2-pt layup from 1 ft,,20,39
96,2,11:47.0,Offensive rebound by M. Robinson,,20,39
97,2,11:45.0,M. Robinson makes 2-pt dunk from 2 ft,,22,39
98,2,11:23.0,,Turnover by T. Herro (bad pass; steal by E. Payton),22,39
99,2,11:17.0,D. Dotson misses 3-pt jump shot from 25 ft,,22,39
100,2,11:12.0,Offensive rebound by M. Robinson,,22,39
101,2,11:12.0,M. Robinson misses 2-pt layup from 2 ft,,22,39
102,2,11:09.0,,Defensive rebound by B. Adebayo,22,39
103,2,10:57.0,,D. Jones makes 3-pt jump shot from 25 ft (assist by K. Olynyk),22,42
104,2,10:48.0,Shooting foul by T. Herro (drawn by E. Payton),,22,42
105,2,10:48.0,E. Payton misses free throw 1 of 2,,22,42
106,2,10:48.0,Offensive rebound by Team,,22,42
107,2,10:48.0,E. Payton misses free throw 2 of 2,,22,42
108,2,10:45.0,,Defensive rebound by K. Olynyk,22,42
109,2,10:27.0,,T. Herro misses 3-pt jump shot from 26 ft,22,42
110,2,10:23.0,Defensive rebound by B. Portis,,22,42
111,2,10:12.0,K. Knox misses 3-pt jump shot from 24 ft,,22,42
112,2,10:08.0,,Defensive rebound by K. Olynyk,22,42
113,2,10:02.0,,K. Olynyk misses 3-pt jump shot from 28 ft,22,42
114,2,10:00.0,,Offensive rebound by B. Adebayo,22,42
115,2,9:56.0,,Shooting foul by B. Portis (drawn by K. Olynyk),22,42
116,2,9:56.0,,K. Olynyk makes free throw 1 of 3,22,43
117,2,9:56.0,,K. Olynyk makes free throw 2 of 3,22,44
118,2,9:56.0,,K. Olynyk makes free throw 3 of 3,22,45
119,2,9:39.0,K. Knox misses 2-pt layup from 1 ft,,22,45
120,2,9:36.0,Offensive rebound by B. Portis,,22,45
121,2,9:35.0,B. Portis makes 2-pt layup from 1 ft,,24,45
122,2,9:29.0,,Turnover by B. Adebayo (out of bounds lost ball),24,45
123,2,9:11.0,B. Portis makes 3-pt jump shot from 25 ft (assist by D. Dotson),,27,45
124,2,8:47.0,,T. Herro makes 2-pt jump shot from 14 ft (assist by G. Dragić),27,47
125,2,8:38.0,B. Portis misses 3-pt jump shot from 22 ft,,27,47
126,2,8:36.0,,Defensive rebound by D. Jones,27,47
127,2,8:29.0,,D. Jones makes 2-pt dunk from 2 ft (assist by G. Dragić),27,49
128,2,8:28.0,New York full timeout,,27,49
129,2,8:28.0,T. Gibson enters the game for B. Portis,,27,49
130,2,8:28.0,J. Randle enters the game for M. Robinson,,27,49
131,2,8:10.0,K. Knox makes 2-pt layup from 2 ft,,29,49
132,2,8:10.0,Shooting foul by K. Olynyk (drawn by K. Knox),,29,49
133,2,8:10.0,K. Knox misses free throw 1 of 1,,29,49
134,2,8:08.0,,Defensive rebound by K. Olynyk,29,49
135,2,7:59.0,,Turnover by G. Dragić (step out of bounds),29,49
136,2,7:47.0,Personal foul by K. Olynyk (drawn by J. Randle),,29,49
137,2,7:47.0,J. Randle makes free throw 1 of 2,,30,49
138,2,7:47.0,J. Randle misses free throw 2 of 2,,30,49
139,2,7:45.0,,Defensive rebound by K. Olynyk,30,49
140,2,7:39.0,,Personal foul by E. Payton (drawn by G. Dragić),30,49
141,2,7:39.0,F. Ntilikina enters the game for E. Payton,,30,49
142,2,7:25.0,,T. Herro makes 2-pt jump shot from 11 ft (assist by B. Adebayo),30,51
143,2,7:13.0,Shooting foul by B. Adebayo (drawn by J. Randle),,30,51
144,2,7:13.0,J. Randle makes free throw 1 of 2,,31,51
145,2,7:13.0,,J. Butler enters the game for B. Adebayo,31,51
146,2,7:13.0,J. Randle misses free throw 2 of 2,,31,51
147,2,7:11.0,,Defensive rebound by K. Olynyk,31,51
148,2,7:00.0,,Turnover by K. Olynyk (lost ball; steal by J. Randle),31,51
149,2,6:54.0,Personal foul by K. Olynyk (drawn by J. Randle),,31,51
150,2,6:54.0,J. Randle makes free throw 1 of 2,,32,51
151,2,6:54.0,,M. Leonard enters the game for K. Olynyk,32,51
152,2,6:54.0,J. Randle misses free throw 2 of 2,,32,51
153,2,6:50.0,Offensive rebound by T. Gibson,,32,51
154,2,6:47.0,K. Knox misses 3-pt jump shot from 23 ft,,32,51
155,2,6:43.0,,Defensive rebound by D. Jones,32,51
156,2,6:42.0,,Shooting foul by F. Ntilikina (drawn by G. Dragić),32,51
157,2,6:42.0,,G. Dragić makes free throw 1 of 2,32,52
158,2,6:42.0,R. Barrett enters the game for D. Dotson,,32,52
159,2,6:42.0,D. Smith enters the game for F. Ntilikina,,32,52
160,2,6:42.0,,G. Dragić makes free throw 2 of 2,32,53
161,2,6:23.0,R. Barrett misses 2-pt jump shot from 6 ft,,32,53
162,2,6:21.0,,Defensive rebound by M. Leonard,32,53
163,2,6:12.0,,Personal foul by D. Smith (drawn by J. Butler),32,53
164,2,6:12.0,M. Morris enters the game for K. Knox,,32,53
165,2,6:12.0,,K. Nunn enters the game for G. Dragić,32,53
166,2,6:09.0,,Personal foul by D. Smith (drawn by J. Butler),32,53
167,2,6:09.0,,J. Butler misses free throw 1 of 2,32,53
168,2,6:09.0,,Offensive rebound by Team,32,53
169,2,6:09.0,,J. Butler misses free throw 2 of 2,32,53
170,2,6:06.0,Defensive rebound by J. Randle,,32,53
171,2,5:53.0,J. Randle misses 2-pt hook shot from 5 ft,,32,53
172,2,5:51.0,,Defensive rebound by M. Leonard,32,53
173,2,5:35.0,,K. Nunn misses 2-pt jump shot from 15 ft,32,53
174,2,5:33.0,,Offensive rebound by J. Butler,32,53
175,2,5:31.0,,T. Herro makes 3-pt jump shot from 28 ft (assist by J. Butler),32,56
176,2,5:24.0,New York full timeout,,32,56
177,2,5:14.0,J. Randle misses 2-pt jump shot from 2 ft,,32,56
178,2,5:14.0,Offensive rebound by Team,,32,56
179,2,5:08.0,D. Smith makes 2-pt jump shot from 6 ft,,34,56
180,2,5:08.0,Shooting foul by K. Nunn (drawn by D. Smith),,34,56
181,2,5:08.0,D. Smith misses free throw 1 of 1,,34,56
182,2,5:01.0,Offensive rebound by T. Gibson,,34,56
183,2,5:01.0,T. Gibson makes 2-pt layup from 1 ft,,36,56
184,2,4:52.0,,Turnover by J. Butler (bad pass; steal by T. Gibson),36,56
185,2,4:47.0,Turnover by J. Randle (lost ball; steal by J. Butler),,36,56
186,2,4:40.0,,T. Herro misses 3-pt jump shot from 29 ft,36,56
187,2,4:36.0,Defensive rebound by T. Gibson,,36,56
188,2,4:27.0,J. Randle misses 2-pt layup from 3 ft,,36,56
189,2,4:25.0,Offensive rebound by J. Randle,,36,56
190,2,4:21.0,D. Smith misses 3-pt jump shot from 26 ft,,36,56
191,2,4:18.0,Offensive rebound by M. Morris,,36,56
192,2,4:18.0,Personal foul by M. Leonard (drawn by M. Morris),,36,56
193,2,4:18.0,M. Morris misses free throw 1 of 2,,36,56
194,2,4:18.0,Offensive rebound by Team,,36,56
195,2,4:18.0,,B. Adebayo enters the game for D. Jones,36,56
196,2,4:18.0,M. Morris makes free throw 2 of 2,,37,56
197,2,4:04.0,,K. Nunn makes 2-pt layup from 2 ft,37,58
198,2,3:49.0,M. Morris misses 3-pt jump shot from 26 ft,,37,58
199,2,3:46.0,,Defensive rebound by B. Adebayo,37,58
200,2,3:28.0,,K. Nunn misses 3-pt jump shot from 23 ft,37,58
201,2,3:27.0,,Offensive rebound by Team,37,58
202,2,3:27.0,,Personal foul by M. Morris (drawn by J. Butler),37,58
203,2,3:27.0,,J. Butler makes free throw 1 of 2,37,59
204,2,3:27.0,M. Robinson enters the game for T. Gibson,,37,59
205,2,3:27.0,,D. Robinson enters the game for T. Herro,37,59
206,2,3:27.0,,J. Butler makes free throw 2 of 2,37,60
207,2,3:04.0,R. Barrett misses 2-pt jump shot from 3 ft,,37,60
208,2,3:00.0,Offensive rebound by M. Robinson,,37,60
209,2,2:55.0,M. Robinson makes 2-pt dunk from 1 ft,,39,60
210,2,2:50.0,,Turnover by B. Adebayo (lost ball; steal by D. Smith),39,60
211,2,2:47.0,Shooting foul by M. Leonard (drawn by J. Randle),,39,60
212,2,2:47.0,J. Randle makes free throw 1 of 2,,40,60
213,2,2:47.0,J. Randle makes free throw 2 of 2,,41,60
214,2,2:28.0,,D. Robinson misses 3-pt jump shot from 24 ft,41,60
215,2,2:25.0,Defensive rebound by J. Randle,,41,60
216,2,2:13.0,D. Smith misses 2-pt jump shot from 18 ft,,41,60
217,2,2:11.0,,Defensive rebound by B. Adebayo,41,60
218,2,1:52.0,,K. Nunn makes 3-pt jump shot from 28 ft (assist by D. Robinson),41,63
219,2,1:35.0,M. Morris makes 3-pt jump shot from 26 ft,,44,63
220,2,1:24.0,,Shooting foul by D. Smith (drawn by K. Nunn),44,63
221,2,1:24.0,,K. Nunn makes free throw 1 of 2,44,64
222,2,1:24.0,E. Payton enters the game for D. Smith,,44,64
223,2,1:24.0,,K. Nunn misses free throw 2 of 2,44,64
224,2,1:20.0,Defensive rebound by J. Randle,,44,64
225,2,1:07.0,J. Randle misses 2-pt jump shot from 7 ft,,44,64
226,2,1:04.0,,Defensive rebound by B. Adebayo,44,64
227,2,0:53.0,,Shooting foul by J. Randle (drawn by M. Leonard),44,64
228,2,0:53.0,,M. Leonard makes free throw 1 of 2,44,65
229,2,0:53.0,,M. Leonard misses free throw 2 of 2,44,65
230,2,0:50.0,Defensive rebound by J. Randle,,44,65
231,2,0:39.0,R. Barrett misses 2-pt layup from 2 ft,,44,65
232,2,0:36.0,,Defensive rebound by B. Adebayo,44,65
233,2,0:25.0,,D. Robinson makes 3-pt jump shot from 29 ft (assist by M. Leonard),44,68
234,2,0:06.0,M. Robinson makes 2-pt dunk from 2 ft (assist by J. Randle),,46,68
235,2,0:06.0,Shooting foul by D. Robinson (drawn by M. Robinson),,46,68
236,2,0:06.0,M. Robinson makes free throw 1 of 1,,47,68
237,2,0:00.0,,J. Butler misses 2-pt layup from 1 ft,47,68
238,2,0:00.0,,Offensive rebound by M. Leonard,47,68
239,2,0:00.0,,M. Leonard makes 2-pt dunk at rim,47,70
240,3,11:51.0,Turnover by E. Payton (bad pass; steal by J. Butler),,47,70
241,3,11:47.0,,K. Nunn makes 2-pt dunk from 1 ft (assist by J. Butler),47,72
242,3,11:28.0,E. Payton misses 2-pt jump shot from 8 ft (block by J. Butler),,47,72
243,3,11:22.0,,Defensive rebound by M. Leonard,47,72
244,3,11:13.0,,D. Robinson misses 3-pt jump shot from 26 ft,47,72
245,3,11:09.0,Defensive rebound by J. Randle,,47,72
246,3,10:55.0,M. Morris makes 2-pt jump shot from 15 ft,,49,72
247,3,10:43.0,,D. Robinson makes 3-pt jump shot from 27 ft (assist by M. Leonard),49,75
248,3,10:23.0,R. Barrett misses 2-pt jump shot from 15 ft,,49,75
249,3,10:20.0,,Defensive rebound by M. Leonard,49,75
250,3,10:19.0,,Shooting foul by M. Morris (drawn by B. Adebayo),49,75
251,3,10:19.0,,B. Adebayo makes free throw 1 of 2,49,76
252,3,10:19.0,,B. Adebayo makes free throw 2 of 2,49,77
253,3,10:02.0,M. Morris misses 3-pt jump shot from 25 ft,,49,77
254,3,9:59.0,,Defensive rebound by J. Butler,49,77
255,3,9:48.0,,Turnover by J. Butler (bad pass),49,77
256,3,9:33.0,T. Gibson misses 2-pt jump shot from 16 ft,,49,77
257,3,9:29.0,,Defensive rebound by M. Leonard,49,77
258,3,9:14.0,,B. Adebayo misses 2-pt jump shot from 12 ft,49,77
259,3,9:12.0,Defensive rebound by T. Gibson,,49,77
260,3,9:03.0,J. Randle misses 3-pt jump shot from 27 ft,,49,77
261,3,9:03.0,Offensive rebound by Team,,49,77
262,3,9:03.0,,Loose ball foul by M. Leonard (drawn by T. Gibson),49,77
263,3,8:54.0,J. Randle makes 2-pt jump shot from 19 ft (assist by E. Payton),,51,77
264,3,8:45.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by K. Nunn),51,80
265,3,8:45.0,New York full timeout,,51,80
266,3,8:25.0,M. Morris misses 2-pt jump shot from 11 ft,,51,80
267,3,8:23.0,,Defensive rebound by M. Leonard,51,80
268,3,8:14.0,,Shooting foul by M. Morris (drawn by B. Adebayo),51,80
269,3,8:14.0,,B. Adebayo makes free throw 1 of 2,51,81
270,3,8:14.0,M. Robinson enters the game for T. Gibson,,51,81
271,3,8:14.0,,B. Adebayo makes free throw 2 of 2,51,82
272,3,8:02.0,M. Morris misses 3-pt jump shot from 23 ft,,51,82
273,3,7:59.0,,Defensive rebound by J. Butler,51,82
274,3,7:57.0,,Turnover by J. Butler (bad pass; steal by E. Payton),51,82
275,3,7:46.0,J. Randle misses 3-pt jump shot from 26 ft,,51,82
276,3,7:43.0,,Defensive rebound by K. Nunn,51,82
277,3,7:32.0,,K. Nunn misses 3-pt jump shot from 23 ft,51,82
278,3,7:29.0,,Offensive rebound by M. Leonard,51,82
279,3,7:26.0,,D. Robinson misses 3-pt jump shot from 26 ft,51,82
280,3,7:24.0,Defensive rebound by R. Barrett,,51,82
281,3,7:21.0,Shooting foul by D. Robinson (drawn by R. Barrett),,51,82
282,3,7:21.0,R. Barrett misses free throw 1 of 2,,51,82
283,3,7:21.0,Offensive rebound by Team,,51,82
284,3,7:21.0,R. Barrett misses free throw 2 of 2,,51,82
285,3,7:17.0,,Defensive rebound by M. Leonard,51,82
286,3,7:08.0,,M. Leonard misses 2-pt jump shot from 11 ft,51,82
287,3,7:05.0,Defensive rebound by J. Randle,,51,82
288,3,7:01.0,R. Barrett misses 3-pt jump shot from 23 ft,,51,82
289,3,7:00.0,Offensive rebound by J. Randle,,51,82
290,3,7:00.0,Shooting foul by M. Leonard (drawn by J. Randle),,51,82
291,3,7:00.0,J. Randle makes free throw 1 of 2,,52,82
292,3,7:00.0,,K. Olynyk enters the game for M. Leonard,52,82
293,3,7:00.0,J. Randle makes free throw 2 of 2,,53,82
294,3,6:48.0,,Personal foul by M. Robinson (drawn by B. Adebayo),53,82
295,3,6:48.0,D. Dotson enters the game for R. Barrett,,53,82
296,3,6:32.0,,B. Adebayo misses 2-pt jump shot from 17 ft,53,82
297,3,6:30.0,Defensive rebound by E. Payton,,53,82
298,3,6:27.0,Turnover by E. Payton (bad pass; steal by J. Butler),,53,82
299,3,6:21.0,,K. Nunn misses 3-pt jump shot from 26 ft,53,82
300,3,6:19.0,Defensive rebound by Team,,53,82
301,3,6:10.0,J. Randle misses 3-pt jump shot from 25 ft,,53,82
302,3,6:08.0,,Defensive rebound by K. Olynyk,53,82
303,3,5:53.0,,Turnover by K. Olynyk (lost ball; steal by M. Morris),53,82
304,3,5:46.0,D. Dotson misses 3-pt jump shot from 26 ft,,53,82
305,3,5:43.0,,Defensive rebound by K. Olynyk,53,82
306,3,5:38.0,,B. Adebayo makes 2-pt hook shot from 2 ft,53,84
307,3,5:38.0,,Shooting foul by E. Payton (drawn by B. Adebayo),53,84
308,3,5:38.0,B. Portis enters the game for J. Randle,,53,84
309,3,5:38.0,,B. Adebayo makes free throw 1 of 1,53,85
310,3,5:30.0,Shooting foul by K. Nunn (drawn by E. Payton),,53,85
311,3,5:30.0,E. Payton makes free throw 1 of 2,,54,85
312,3,5:30.0,E. Payton makes free throw 2 of 2,,55,85
313,3,5:20.0,,B. Adebayo makes 2-pt jump shot from 6 ft,55,87
314,3,5:08.0,B. Portis makes 3-pt jump shot from 26 ft (assist by E. Payton),,58,87
315,3,4:57.0,,B. Adebayo makes 2-pt layup from 1 ft,58,89
316,3,4:57.0,,Shooting foul by M. Robinson (drawn by B. Adebayo),58,89
317,3,4:57.0,D. Smith enters the game for E. Payton,,58,89
318,3,4:57.0,,B. Adebayo makes free throw 1 of 1,58,90
319,3,4:45.0,D. Dotson misses 3-pt jump shot from 26 ft,,58,90
320,3,4:43.0,,Defensive rebound by J. Butler,58,90
321,3,4:30.0,,B. Adebayo misses 2-pt jump shot from 17 ft,58,90
322,3,4:28.0,Defensive rebound by B. Portis,,58,90
323,3,4:19.0,Shooting foul by K. Olynyk (drawn by M. Morris),,58,90
324,3,4:19.0,M. Morris makes free throw 1 of 2,,59,90
325,3,4:19.0,M. Morris makes free throw 2 of 2,,60,90
326,3,3:54.0,,D. Robinson makes 3-pt jump shot from 30 ft (assist by K. Olynyk),60,93
327,3,3:40.0,M. Robinson makes 2-pt dunk from 1 ft (assist by D. Smith),,62,93
328,3,3:11.0,,Turnover by B. Adebayo (lost ball; steal by B. Portis),62,93
329,3,3:03.0,M. Robinson makes 2-pt hook shot from 4 ft (assist by M. Morris),,64,93
330,3,3:03.0,,Miami full timeout,64,93
331,3,3:03.0,,G. Dragić enters the game for K. Nunn,64,93
332,3,2:40.0,,G. Dragić makes 3-pt jump shot from 26 ft (assist by D. Robinson),64,96
333,3,2:25.0,M. Morris misses 2-pt jump shot from 13 ft,,64,96
334,3,2:22.0,Offensive rebound by M. Morris,,64,96
335,3,2:18.0,D. Dotson misses 3-pt jump shot from 23 ft,,64,96
336,3,2:14.0,,Defensive rebound by K. Olynyk,64,96
337,3,2:01.0,,B. Adebayo makes 2-pt jump shot from 9 ft (assist by G. Dragić),64,98
338,3,1:40.0,M. Morris makes 3-pt jump shot from 25 ft (assist by D. Dotson),,67,98
339,3,1:20.0,,Turnover by K. Olynyk (step out of bounds),67,98
340,3,1:20.0,K. Knox enters the game for M. Morris,,67,98
341,3,1:20.0,,T. Herro enters the game for J. Butler,67,98
342,3,1:20.0,,D. Jones enters the game for D. Robinson,67,98
343,3,1:09.0,B. Portis makes 3-pt jump shot from 25 ft (assist by K. Knox),,70,98
344,3,0:54.0,,K. Olynyk misses 3-pt jump shot from 25 ft,70,98
345,3,0:52.0,Defensive rebound by K. Knox,,70,98
346,3,0:45.0,B. Portis makes 2-pt jump shot from 19 ft (assist by D. Dotson),,72,98
347,3,0:33.0,,Offensive foul by B. Adebayo (drawn by D. Smith),72,98
348,3,0:33.0,,Turnover by B. Adebayo (offensive foul),72,98
349,3,0:25.0,B. Portis makes 2-pt jump shot from 21 ft (assist by D. Smith),,74,98
350,3,0:14.0,,Offensive foul by G. Dragić (drawn by D. Smith),74,98
351,3,0:14.0,,Turnover by G. Dragić (offensive foul),74,98
352,3,0:03.0,D. Smith misses 2-pt jump shot from 4 ft,,74,98
353,3,0:01.0,Offensive rebound by Team,,74,98
354,4,11:44.0,,G. Dragić makes 2-pt jump shot from 15 ft,74,100
355,4,11:28.0,B. Portis misses 3-pt jump shot from 23 ft,,74,100
356,4,11:26.0,,Defensive rebound by D. Jones,74,100
357,4,11:16.0,,K. Olynyk misses 2-pt layup from 1 ft,74,100
358,4,11:15.0,,Offensive rebound by C. Silva,74,100
359,4,11:15.0,,Shooting foul by M. Robinson (drawn by C. Silva),74,100
360,4,11:15.0,,C. Silva misses free throw 1 of 2,74,100
361,4,11:15.0,,Offensive rebound by Team,74,100
362,4,11:15.0,,C. Silva makes free throw 2 of 2,74,101
363,4,11:01.0,D. Smith makes 2-pt layup from 2 ft,,76,101
364,4,10:52.0,,G. Dragić misses 3-pt jump shot from 25 ft,76,101
365,4,10:49.0,Defensive rebound by B. Portis,,76,101
366,4,10:38.0,B. Portis makes 2-pt jump shot from 17 ft (assist by D. Smith),,78,101
367,4,10:22.0,,T. Herro misses 2-pt jump shot from 4 ft (block by M. Robinson),78,101
368,4,10:18.0,,Offensive rebound by D. Jones,78,101
369,4,10:17.0,,K. Olynyk misses 3-pt jump shot from 25 ft,78,101
370,4,10:17.0,Defensive rebound by K. Knox,,78,101
371,4,10:17.0,A. Trier enters the game for D. Dotson,,78,101
372,4,10:11.0,M. Robinson makes 2-pt layup from 2 ft (assist by D. Smith),,80,101
373,4,10:11.0,Shooting foul by K. Olynyk (drawn by M. Robinson),,80,101
374,4,10:11.0,M. Robinson makes free throw 1 of 1,,81,101
375,4,9:56.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by G. Dragić),81,104
376,4,9:45.0,D. Smith makes 3-pt jump shot from 25 ft (assist by A. Trier),,84,104
377,4,9:37.0,,Turnover by C. Silva (lost ball; steal by M. Robinson),84,104
378,4,9:31.0,B. Portis makes 2-pt layup from 2 ft (assist by D. Smith),,86,104
379,4,9:31.0,,Miami full timeout,86,104
380,4,9:20.0,,T. Herro misses 2-pt jump shot from 19 ft,86,104
381,4,9:20.0,,Offensive rebound by C. Silva,86,104
382,4,9:20.0,,Personal foul by M. Robinson (drawn by C. Silva),86,104
383,4,9:14.0,,G. Dragić makes 3-pt jump shot from 25 ft,86,107
384,4,8:49.0,B. Portis makes 3-pt jump shot from 25 ft (assist by A. Trier),,89,107
