,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA CLIPPERS_ACTION,CLEVELAND_SCORE,LA CLIPPERS_SCORE
134,2,8:02.0,D. Exum misses 2-pt jump shot from 4 ft,,34,38
135,2,8:00.0,Offensive rebound by J. Henson,,34,38
136,2,7:57.0,B. Knight misses 3-pt jump shot from 26 ft,,34,38
137,2,7:54.0,Offensive rebound by Team,,34,38
138,2,7:54.0,Cleveland full timeout,,34,38
139,2,7:54.0,Instant Replay (Challenge: Ruling Stands),,34,38
140,2,7:44.0,A. McKinnie makes 2-pt jump shot from 8 ft (assist by D. Garland),,36,38
141,2,7:25.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by L. Williams),36,41
142,2,7:11.0,D. Garland makes 2-pt jump shot from 11 ft,,38,41
143,2,6:51.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Beverley),38,44
144,2,6:34.0,Turnover by B. Knight (step out of bounds),,38,44
145,2,6:34.0,L. Nance enters the game for D. Exum,,38,44
146,2,6:34.0,C. Sexton enters the game for D. Garland,,38,44
147,2,6:34.0,,M. Harkless enters the game for J. Green,38,44
148,2,6:34.0,,I. Zubac enters the game for M. Harrell,38,44
149,2,6:28.0,,Personal foul by B. Knight (drawn by L. Williams),38,44
150,2,6:28.0,T. Thompson enters the game for J. Henson,,38,44
151,2,6:15.0,,K. Leonard misses 2-pt jump shot from 16 ft,38,44
152,2,6:12.0,Defensive rebound by T. Thompson,,38,44
153,2,6:00.0,C. Sexton makes 3-pt jump shot from 27 ft (assist by B. Knight),,41,44
154,2,5:45.0,,L. Williams makes 2-pt jump shot from 19 ft,41,46
155,2,5:28.0,A. McKinnie misses 2-pt jump shot from 12 ft,,41,46
156,2,5:25.0,,Defensive rebound by M. Harkless,41,46
157,2,5:12.0,,L. Williams makes 2-pt jump shot from 5 ft,41,48
158,2,4:49.0,B. Knight misses 3-pt jump shot from 27 ft,,41,48
159,2,4:47.0,,Defensive rebound by P. Beverley,41,48
160,2,4:36.0,,Turnover by M. Harkless (bad pass; steal by C. Sexton),41,48
161,2,4:36.0,C. Sexton makes 2-pt layup from 2 ft,,43,48
162,2,4:36.0,Shooting foul by P. Beverley (drawn by C. Sexton),,43,48
163,2,4:36.0,C. Osman enters the game for A. McKinnie,,43,48
164,2,4:36.0,,L. Shamet enters the game for L. Williams,43,48
165,2,4:36.0,C. Sexton makes free throw 1 of 1,,44,48
166,2,4:24.0,,L. Shamet makes 3-pt jump shot from 23 ft (assist by I. Zubac),44,51
167,2,3:59.0,C. Osman makes 3-pt jump shot from 28 ft (assist by L. Nance),,47,51
168,2,3:49.0,,L. Shamet misses 3-pt jump shot from 26 ft,47,51
169,2,3:46.0,Defensive rebound by L. Nance,,47,51
170,2,3:36.0,C. Sexton misses 2-pt jump shot from 4 ft (block by M. Harkless),,47,51
171,2,3:33.0,,Defensive rebound by L. Shamet,47,51
172,2,3:24.0,,I. Zubac makes 2-pt jump shot from 5 ft (assist by K. Leonard),47,53
173,2,3:02.0,C. Osman makes 3-pt jump shot from 30 ft (assist by L. Nance),,50,53
174,2,2:42.0,,K. Leonard makes 3-pt jump shot from 28 ft (assist by P. Beverley),50,56
175,2,2:41.0,Cleveland full timeout,,50,56
176,2,2:41.0,D. Garland enters the game for B. Knight,,50,56
177,2,2:26.0,D. Garland misses 2-pt jump shot from 20 ft,,50,56
178,2,2:23.0,,Defensive rebound by L. Shamet,50,56
179,2,2:07.0,,K. Leonard makes 3-pt jump shot from 25 ft,50,59
180,2,1:53.0,C. Sexton misses 2-pt jump shot from 11 ft,,50,59
181,2,1:51.0,Offensive rebound by T. Thompson,,50,59
182,2,1:49.0,T. Thompson misses 2-pt layup from 3 ft,,50,59
183,2,1:48.0,,Defensive rebound by K. Leonard,50,59
184,2,1:45.0,,Turnover by K. Leonard (bad pass),50,59
185,2,1:24.0,C. Sexton misses 2-pt layup from 4 ft (block by I. Zubac),,50,59
186,2,1:22.0,,Defensive rebound by M. Harkless,50,59
187,2,1:19.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by P. Beverley),50,62
188,2,1:01.0,L. Nance misses 3-pt jump shot from 26 ft,,50,62
189,2,0:58.0,,Defensive rebound by P. Beverley,50,62
190,2,0:53.0,,Shooting foul by D. Garland (drawn by P. Beverley),50,62
191,2,0:53.0,,P. Beverley makes free throw 1 of 2,50,63
192,2,0:53.0,,P. Beverley misses free throw 2 of 2,50,63
193,2,0:52.0,Defensive rebound by T. Thompson,,50,63
194,2,0:38.0,C. Osman misses 3-pt jump shot from 26 ft,,50,63
195,2,0:36.0,,Defensive rebound by I. Zubac,50,63
196,2,0:27.0,,K. Leonard misses 3-pt jump shot from 28 ft,50,63
197,2,0:24.0,Defensive rebound by L. Nance,,50,63
198,2,0:24.0,,R. McGruder enters the game for P. Beverley,50,63
199,2,0:04.0,Turnover by C. Osman (bad pass; steal by K. Leonard),,50,63
200,2,0:02.0,,K. Leonard makes 2-pt dunk from 1 ft,50,65
201,2,0:02.0,,Shooting foul by D. Garland (drawn by K. Leonard),50,65
202,2,0:02.0,,K. Leonard makes free throw 1 of 1,50,66
203,2,0:00.0,C. Osman misses 3-pt jump shot from 48 ft,,50,66
204,2,0:00.0,Offensive rebound by Team,,50,66
205,3,11:50.0,,L. Shamet misses 3-pt jump shot from 27 ft,50,66
206,3,11:46.0,Defensive rebound by A. McKinnie,,50,66
207,3,11:40.0,A. McKinnie misses 3-pt jump shot from 25 ft,,50,66
208,3,11:35.0,Offensive rebound by T. Thompson,,50,66
209,3,11:29.0,C. Osman makes 3-pt jump shot from 26 ft (assist by D. Garland),,53,66
210,3,11:13.0,,K. Leonard makes 2-pt jump shot from 10 ft,53,68
211,3,10:59.0,C. Sexton makes 3-pt jump shot from 26 ft (assist by D. Garland),,56,68
212,3,10:43.0,,K. Leonard misses 3-pt jump shot from 27 ft,56,68
213,3,10:43.0,,Offensive rebound by Team,56,68
214,3,10:43.0,,Personal foul by A. McKinnie (drawn by I. Zubac),56,68
215,3,10:37.0,,L. Shamet misses 3-pt jump shot from 27 ft,56,68
216,3,10:33.0,,Offensive rebound by M. Harkless,56,68
217,3,10:32.0,,M. Harkless makes 2-pt dunk from 1 ft,56,70
218,3,10:16.0,C. Sexton makes 3-pt jump shot from 25 ft (assist by D. Garland),,59,70
219,3,9:57.0,,K. Leonard misses 2-pt jump shot from 6 ft,59,70
220,3,9:52.0,,Offensive rebound by I. Zubac,59,70
221,3,9:52.0,,I. Zubac makes 2-pt layup from 1 ft,59,72
222,3,9:44.0,D. Garland misses 3-pt jump shot from 26 ft,,59,72
223,3,9:37.0,Offensive rebound by T. Thompson,,59,72
224,3,9:37.0,T. Thompson misses 2-pt layup at rim,,59,72
225,3,9:36.0,,Defensive rebound by I. Zubac,59,72
226,3,9:36.0,,Shooting foul by A. McKinnie (drawn by K. Leonard),59,72
227,3,9:36.0,,K. Leonard makes free throw 1 of 2,59,73
228,3,9:36.0,,K. Leonard makes free throw 2 of 2,59,74
229,3,9:20.0,Turnover by C. Osman (lost ball; steal by K. Leonard),,59,74
230,3,9:09.0,,K. Leonard makes 2-pt jump shot from 7 ft,59,76
231,3,8:53.0,Turnover by D. Garland (out of bounds lost ball),,59,76
232,3,8:53.0,Cleveland full timeout,,59,76
233,3,8:42.0,,K. Leonard makes 2-pt jump shot from 9 ft,59,78
234,3,8:42.0,,Shooting foul by D. Garland (drawn by K. Leonard),59,78
235,3,8:42.0,,K. Leonard makes free throw 1 of 1,59,79
236,3,8:22.0,D. Garland misses 2-pt layup from 4 ft,,59,79
237,3,8:22.0,Offensive rebound by Team,,59,79
238,3,8:22.0,,Loose ball foul by P. Beverley (drawn by T. Thompson),59,79
239,3,8:12.0,C. Sexton makes 3-pt jump shot from 25 ft (assist by D. Garland),,62,79
240,3,7:52.0,,K. Leonard misses 3-pt jump shot from 25 ft,62,79
241,3,7:49.0,,Offensive rebound by I. Zubac,62,79
242,3,7:47.0,,P. Beverley misses 3-pt jump shot from 22 ft,62,79
243,3,7:43.0,Defensive rebound by A. McKinnie,,62,79
244,3,7:33.0,D. Garland misses 2-pt jump shot from 9 ft,,62,79
245,3,7:30.0,,Defensive rebound by M. Harkless,62,79
246,3,7:27.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by P. Beverley),62,81
247,3,7:17.0,Offensive foul by A. McKinnie (drawn by P. Beverley),,62,81
248,3,7:17.0,Turnover by A. McKinnie (offensive foul),,62,81
249,3,7:17.0,B. Knight enters the game for D. Garland,,62,81
250,3,7:17.0,L. Nance enters the game for A. McKinnie,,62,81
251,3,7:01.0,,K. Leonard makes 2-pt dunk from 1 ft (assist by L. Shamet),62,83
252,3,6:43.0,Turnover by C. Sexton (lost ball; steal by P. Beverley),,62,83
253,3,6:37.0,,M. Harkless misses 2-pt layup from 1 ft,62,83
254,3,6:35.0,Defensive rebound by T. Thompson,,62,83
255,3,6:18.0,B. Knight misses 3-pt jump shot from 26 ft,,62,83
256,3,6:14.0,,Defensive rebound by L. Shamet,62,83
257,3,6:08.0,,I. Zubac misses 2-pt hook shot from 5 ft,62,83
258,3,6:06.0,Defensive rebound by T. Thompson,,62,83
259,3,5:56.0,C. Sexton misses 3-pt jump shot from 25 ft,,62,83
260,3,5:54.0,,Defensive rebound by I. Zubac,62,83
261,3,5:51.0,,Shooting foul by B. Knight (drawn by K. Leonard),62,83
262,3,5:51.0,,K. Leonard makes free throw 1 of 2,62,84
263,3,5:51.0,,L. Williams enters the game for P. Beverley,62,84
264,3,5:51.0,,K. Leonard makes free throw 2 of 2,62,85
265,3,5:42.0,Personal foul by L. Shamet (drawn by C. Osman),,62,85
266,3,5:35.0,C. Sexton makes 2-pt layup from 2 ft,,64,85
267,3,5:15.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by L. Shamet),64,87
268,3,4:53.0,T. Thompson misses 2-pt layup from 5 ft (block by K. Leonard),,64,87
269,3,4:53.0,Offensive rebound by Team,,64,87
270,3,4:50.0,C. Osman misses 2-pt jump shot from 4 ft,,64,87
271,3,4:48.0,,Defensive rebound by I. Zubac,64,87
272,3,4:48.0,,Personal foul by C. Osman (drawn by L. Williams),64,87
273,3,4:48.0,,L. Williams makes free throw 1 of 2,64,88
274,3,4:48.0,,L. Williams makes free throw 2 of 2,64,89
275,3,4:23.0,B. Knight misses 3-pt jump shot from 26 ft,,64,89
276,3,4:21.0,Offensive rebound by T. Thompson,,64,89
277,3,4:13.0,C. Osman makes 2-pt jump shot from 1 ft,,66,89
278,3,4:04.0,,LA Clippers full timeout,66,89
279,3,4:04.0,D. Exum enters the game for C. Osman,,66,89
280,3,4:04.0,D. Garland enters the game for C. Sexton,,66,89
281,3,4:04.0,J. Henson enters the game for T. Thompson,,66,89
282,3,3:57.0,,L. Shamet misses 3-pt jump shot from 25 ft,66,89
283,3,3:51.0,,Offensive rebound by I. Zubac,66,89
284,3,3:51.0,,I. Zubac makes 2-pt layup from 1 ft,66,91
285,3,3:30.0,J. Henson makes 2-pt dunk from 1 ft (assist by D. Garland),,68,91
286,3,3:19.0,,L. Williams makes 2-pt jump shot from 14 ft,68,93
287,3,3:01.0,D. Exum misses 2-pt jump shot from 6 ft,,68,93
288,3,2:59.0,,Defensive rebound by M. Harkless,68,93
289,3,2:45.0,,K. Leonard misses 2-pt jump shot from 14 ft,68,93
290,3,2:42.0,Defensive rebound by J. Henson,,68,93
291,3,2:37.0,D. Garland makes 3-pt jump shot from 26 ft (assist by D. Exum),,71,93
292,3,2:23.0,,L. Williams makes 2-pt jump shot from 4 ft,71,95
293,3,1:59.0,D. Exum misses 3-pt jump shot from 23 ft,,71,95
294,3,1:57.0,,Defensive rebound by K. Leonard,71,95
295,3,1:52.0,,Personal foul by D. Exum (drawn by K. Leonard),71,95
296,3,1:52.0,,K. Leonard misses free throw 1 of 2,71,95
297,3,1:52.0,,Offensive rebound by Team,71,95
298,3,1:52.0,D. Wade enters the game for L. Nance,,71,95
299,3,1:52.0,,M. Harrell enters the game for I. Zubac,71,95
300,3,1:52.0,,K. Leonard makes free throw 2 of 2,71,96
301,3,1:47.0,D. Wade misses 3-pt jump shot from 23 ft,,71,96
302,3,1:44.0,,Defensive rebound by L. Shamet,71,96
303,3,1:38.0,,L. Williams makes 2-pt jump shot from 13 ft,71,98
304,3,1:22.0,Turnover by D. Garland (bad pass; steal by M. Harrell),,71,98
305,3,1:14.0,,M. Harrell misses 2-pt layup from 6 ft (block by D. Wade),71,98
306,3,1:09.0,,Offensive rebound by M. Harkless,71,98
307,3,1:09.0,,M. Harkless makes 2-pt layup from 1 ft,71,100
308,3,0:58.0,B. Knight misses 3-pt jump shot from 26 ft,,71,100
309,3,0:56.0,,Defensive rebound by M. Harkless,71,100
310,3,0:51.0,,L. Williams misses 3-pt jump shot from 26 ft,71,100
311,3,0:46.0,Defensive rebound by J. Henson,,71,100
312,3,0:41.0,D. Garland misses 3-pt jump shot from 28 ft,,71,100
313,3,0:38.0,,Defensive rebound by K. Leonard,71,100
314,3,0:33.0,,K. Leonard makes 3-pt jump shot from 26 ft,71,103
315,3,0:24.0,J. Henson misses 3-pt jump shot from 25 ft,,71,103
316,3,0:21.0,,Defensive rebound by M. Harkless,71,103
317,3,0:06.0,,L. Shamet makes 3-pt jump shot from 28 ft (assist by K. Leonard),71,106
318,3,0:00.0,,Instant Replay (Request: Ruling Stands),71,106
319,4,11:50.0,Shooting foul by R. McGruder (drawn by D. Garland),,71,106
320,4,11:50.0,D. Garland makes free throw 1 of 2,,72,106
321,4,11:50.0,D. Garland makes free throw 2 of 2,,73,106
322,4,11:41.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by J. Green),73,109
323,4,11:27.0,Shooting foul by T. Mann (drawn by M. Dellavedova),,73,109
324,4,11:27.0,M. Dellavedova misses free throw 1 of 2,,73,109
325,4,11:27.0,Offensive rebound by Team,,73,109
326,4,11:27.0,M. Dellavedova makes free throw 2 of 2,,74,109
327,4,11:19.0,,Turnover by L. Williams (bad pass; steal by J. Henson),74,109
328,4,11:14.0,D. Wade makes 2-pt layup from 2 ft (assist by D. Garland),,76,109
329,4,10:57.0,,R. McGruder misses 3-pt jump shot from 22 ft,76,109
330,4,10:55.0,Defensive rebound by D. Wade,,76,109
331,4,10:45.0,J. Henson misses 2-pt hook shot from 7 ft,,76,109
332,4,10:43.0,Offensive rebound by D. Wade,,76,109
333,4,10:39.0,Shooting foul by R. McGruder (drawn by M. Dellavedova),,76,109
334,4,10:39.0,M. Dellavedova misses free throw 1 of 2,,76,109
335,4,10:39.0,Offensive rebound by Team,,76,109
336,4,10:39.0,,J. Robinson enters the game for L. Williams,76,109
337,4,10:39.0,M. Dellavedova makes free throw 2 of 2,,77,109
338,4,10:28.0,,R. McGruder makes 2-pt layup from 4 ft (assist by M. Harrell),77,111
339,4,10:19.0,D. Garland misses 3-pt jump shot from 27 ft,,77,111
340,4,10:16.0,,Defensive rebound by J. Green,77,111
341,4,10:08.0,,J. Green misses 2-pt layup from 4 ft,77,111
342,4,10:08.0,,Offensive rebound by Team,77,111
343,4,10:07.0,,Turnover by J. Green (traveling),77,111
344,4,9:59.0,J. Henson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,79,111
345,4,9:44.0,,Turnover by J. Robinson (bad pass),79,111
346,4,9:44.0,C. Sexton enters the game for D. Garland,,79,111
347,4,9:30.0,D. Exum misses 3-pt jump shot from 26 ft,,79,111
348,4,9:29.0,,Defensive rebound by J. Robinson,79,111
349,4,9:23.0,,M. Harrell misses 2-pt hook shot from 4 ft (block by J. Henson),79,111
350,4,9:21.0,Defensive rebound by D. Wade,,79,111
351,4,9:11.0,D. Exum makes 2-pt jump shot from 5 ft,,81,111
352,4,9:00.0,,Turnover by T. Mann (lost ball; steal by C. Sexton),81,111
353,4,9:00.0,Personal take foul by M. Harrell (drawn by C. Sexton),,81,111
354,4,9:00.0,B. Knight enters the game for D. Exum,,81,111
355,4,8:45.0,M. Dellavedova makes 2-pt jump shot from 9 ft (assist by J. Henson),,83,111
356,4,8:31.0,,T. Mann misses 2-pt layup from 5 ft (block by D. Wade),83,111
357,4,8:29.0,Defensive rebound by B. Knight,,83,111
358,4,8:23.0,B. Knight misses 3-pt jump shot from 28 ft,,83,111
359,4,8:20.0,,Defensive rebound by J. Green,83,111
360,4,8:18.0,,LA Clippers full timeout,83,111
361,4,8:06.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by J. Robinson),83,113
362,4,7:44.0,M. Dellavedova misses 2-pt jump shot from 5 ft,,83,113
363,4,7:42.0,,Defensive rebound by R. McGruder,83,113
364,4,7:35.0,,M. Harrell makes 2-pt layup from 3 ft (assist by J. Robinson),83,115
365,4,7:35.0,,Shooting foul by J. Henson (drawn by M. Harrell),83,115
366,4,7:35.0,,M. Harrell misses free throw 1 of 1,83,115
367,4,7:32.0,Defensive rebound by J. Henson,,83,115
368,4,7:15.0,D. Wade makes 2-pt dunk at rim (assist by M. Dellavedova),,85,115
369,4,7:05.0,,J. Robinson misses 2-pt jump shot from 21 ft,85,115
370,4,7:02.0,Defensive rebound by D. Wade,,85,115
371,4,6:56.0,Shooting foul by M. Harrell (drawn by J. Henson),,85,115
372,4,6:56.0,J. Henson makes free throw 1 of 2,,86,115
373,4,6:56.0,D. Exum enters the game for C. Sexton,,86,115
374,4,6:56.0,J. Henson makes free throw 2 of 2,,87,115
375,4,6:44.0,,Personal foul by D. Wade (drawn by M. Harrell),87,115
376,4,6:40.0,,R. McGruder misses 3-pt jump shot from 24 ft,87,115
377,4,6:37.0,,Offensive rebound by J. Robinson,87,115
378,4,6:35.0,,J. Green misses 3-pt jump shot from 26 ft,87,115
379,4,6:33.0,Defensive rebound by D. Exum,,87,115
380,4,6:17.0,M. Dellavedova misses 2-pt jump shot from 7 ft,,87,115
381,4,6:15.0,,Defensive rebound by M. Harrell,87,115
