,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW ORLEANS_ACTION,MEMPHIS_SCORE,NEW ORLEANS_SCORE
37,1,6:54.0,J. Morant makes 2-pt jump shot from 8 ft,,7,12
38,1,6:33.0,,Z. Williamson misses 2-pt layup from 3 ft,7,12
39,1,6:32.0,,Offensive rebound by L. Ball,7,12
40,1,6:30.0,,D. Favors makes 2-pt layup from 2 ft (assist by L. Ball),7,14
41,1,6:11.0,Turnover by J. Morant (lost ball; steal by J. Holiday),,7,14
42,1,6:07.0,,Z. Williamson makes 2-pt dunk from 1 ft (assist by L. Ball),7,16
43,1,6:06.0,Memphis full timeout,,7,16
44,1,6:06.0,T. Jones enters the game for J. Morant,,7,16
45,1,6:06.0,,J. Redick enters the game for Z. Williamson,7,16
46,1,5:49.0,J. Valančiūnas misses 2-pt hook shot from 8 ft,,7,16
47,1,5:47.0,Offensive rebound by S. Hill,,7,16
48,1,5:45.0,S. Hill makes 3-pt jump shot from 24 ft,,10,16
49,1,5:32.0,,Turnover by L. Ball (bad pass),10,16
50,1,5:32.0,K. Anderson enters the game for J. Crowder,,10,16
51,1,5:32.0,D. Melton enters the game for S. Hill,,10,16
52,1,5:32.0,,J. Hayes enters the game for D. Favors,10,16
53,1,5:15.0,T. Jones makes 2-pt layup from 1 ft,,12,16
54,1,4:59.0,,Turnover by L. Ball (bad pass),12,16
55,1,4:43.0,K. Anderson makes 2-pt jump shot from 3 ft (assist by D. Brooks),,14,16
56,1,4:43.0,Shooting foul by J. Redick (drawn by K. Anderson),,14,16
57,1,4:43.0,K. Anderson misses free throw 1 of 1,,14,16
58,1,4:38.0,,Defensive rebound by J. Holiday,14,16
59,1,4:29.0,,B. Ingram makes 2-pt layup from 2 ft,14,18
60,1,4:23.0,Shooting foul by J. Holiday (drawn by D. Brooks),,14,18
61,1,4:23.0,D. Brooks makes free throw 1 of 2,,15,18
62,1,4:23.0,D. Brooks makes free throw 2 of 2,,16,18
63,1,4:13.0,,J. Redick misses 3-pt jump shot from 24 ft,16,18
64,1,4:09.0,Defensive rebound by D. Brooks,,16,18
65,1,4:03.0,D. Brooks misses 2-pt jump shot from 17 ft,,16,18
66,1,3:59.0,,Defensive rebound by J. Holiday,16,18
67,1,3:53.0,,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Holiday),16,20
68,1,3:36.0,J. Valančiūnas misses 3-pt jump shot from 26 ft,,16,20
69,1,3:34.0,,Defensive rebound by Team,16,20
70,1,3:34.0,J. Jackson enters the game for D. Brooks,,16,20
71,1,3:34.0,,E. Moore enters the game for J. Holiday,16,20
72,1,3:29.0,,Personal foul by D. Melton (drawn by J. Redick),16,20
73,1,3:24.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by L. Ball),16,22
74,1,3:10.0,T. Jones makes 2-pt layup from 9 ft,,18,22
75,1,2:55.0,,L. Ball makes 2-pt layup from 1 ft (assist by J. Hayes),18,24
76,1,2:43.0,T. Jones misses 2-pt jump shot from 8 ft,,18,24
77,1,2:43.0,,Defensive rebound by L. Ball,18,24
78,1,2:37.0,,E. Moore misses 3-pt jump shot from 23 ft,18,24
79,1,2:34.0,Defensive rebound by K. Anderson,,18,24
80,1,2:33.0,Personal foul by L. Ball (drawn by D. Melton),,18,24
81,1,2:33.0,J. Crowder enters the game for J. Valančiūnas,,18,24
82,1,2:33.0,,J. Hart enters the game for B. Ingram,18,24
83,1,2:22.0,J. Jackson misses 2-pt layup from 6 ft (block by E. Moore),,18,24
84,1,2:22.0,Offensive rebound by Team,,18,24
85,1,2:19.0,Shooting foul by J. Hayes (drawn by K. Anderson),,18,24
86,1,2:19.0,K. Anderson misses free throw 1 of 2,,18,24
87,1,2:19.0,Offensive rebound by Team,,18,24
88,1,2:19.0,K. Anderson misses free throw 2 of 2,,18,24
89,1,2:17.0,,Defensive rebound by J. Hayes,18,24
90,1,2:00.0,,J. Redick misses 2-pt layup from 2 ft,18,24
91,1,1:58.0,Defensive rebound by J. Jackson,,18,24
92,1,1:54.0,K. Anderson makes 2-pt jump shot from 7 ft,,20,24
93,1,1:42.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by L. Ball),20,27
94,1,1:31.0,J. Jackson misses 2-pt hook shot from 6 ft,,20,27
95,1,1:29.0,,Defensive rebound by J. Hart,20,27
96,1,1:26.0,,J. Hart makes 2-pt layup from 2 ft,20,29
97,1,1:05.0,Turnover by K. Anderson (bad pass; steal by J. Redick),,20,29
98,1,0:59.0,,E. Moore misses 2-pt layup from 2 ft,20,29
99,1,0:58.0,,Offensive rebound by E. Moore,20,29
100,1,0:58.0,,E. Moore makes 2-pt layup at rim,20,31
101,1,0:40.0,J. Crowder misses 3-pt jump shot from 25 ft,,20,31
102,1,0:40.0,,Defensive rebound by L. Ball,20,31
103,1,0:34.0,,Turnover by L. Ball (bad pass; steal by J. Jackson),20,31
104,1,0:29.0,T. Jones misses 3-pt jump shot from 23 ft,,20,31
105,1,0:25.0,,Defensive rebound by J. Redick,20,31
106,1,0:23.0,,Turnover by J. Redick (lost ball; steal by J. Crowder),20,31
107,1,0:21.0,J. Jackson makes 2-pt layup from 2 ft (assist by J. Crowder),,22,31
108,1,0:01.0,,Offensive foul by J. Hart (drawn by J. Jackson),22,31
109,1,0:01.0,,Turnover by J. Hart (offensive foul),22,31
110,1,0:01.0,J. Crowder misses 3-pt jump shot from 42 ft,,22,31
111,1,0:00.0,Offensive rebound by Team,,22,31
112,2,11:43.0,J. Jackson misses 2-pt layup from 5 ft,,22,31
113,2,11:38.0,Offensive rebound by J. Jackson,,22,31
114,2,11:38.0,J. Jackson makes 2-pt layup from 1 ft,,24,31
115,2,11:32.0,,E. Moore makes 2-pt dunk from 1 ft (assist by J. Holiday),24,33
116,2,11:11.0,D. Melton makes 2-pt layup from 2 ft,,26,33
117,2,11:02.0,,E. Moore misses 3-pt jump shot from 23 ft,26,33
118,2,10:57.0,Defensive rebound by J. Jackson,,26,33
119,2,10:49.0,D. Melton misses 2-pt layup from 2 ft,,26,33
120,2,10:47.0,Offensive rebound by J. Crowder,,26,33
121,2,10:47.0,J. Crowder makes 2-pt layup from 1 ft,,28,33
122,2,10:38.0,,J. Holiday makes 2-pt layup from 1 ft,28,35
123,2,10:29.0,Shooting foul by J. Holiday (drawn by K. Anderson),,28,35
124,2,10:29.0,K. Anderson misses free throw 1 of 2,,28,35
125,2,10:29.0,Offensive rebound by Team,,28,35
126,2,10:29.0,K. Anderson makes free throw 2 of 2,,29,35
127,2,10:15.0,,J. Holiday makes 3-pt jump shot from 25 ft,29,38
128,2,10:04.0,Turnover by J. Jackson (step out of bounds),,29,38
129,2,10:04.0,D. Brooks enters the game for K. Anderson,,29,38
130,2,10:04.0,S. Hill enters the game for D. Melton,,29,38
131,2,9:47.0,,J. Holiday makes 2-pt layup from 1 ft,29,40
132,2,9:47.0,Memphis full timeout,,29,40
133,2,9:34.0,J. Morant makes 2-pt jump shot from 8 ft,,31,40
134,2,9:20.0,,Turnover by E. Moore (bad pass; steal by J. Crowder),31,40
135,2,9:03.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by S. Hill),,34,40
136,2,8:47.0,,J. Holiday misses 3-pt jump shot from 25 ft,34,40
137,2,8:44.0,Defensive rebound by S. Hill,,34,40
138,2,8:38.0,J. Crowder misses 3-pt jump shot from 25 ft,,34,40
139,2,8:35.0,,Defensive rebound by N. Melli,34,40
140,2,8:26.0,,N. Melli makes 2-pt layup from 1 ft (assist by E. Moore),34,42
141,2,8:16.0,Personal foul by N. Melli (drawn by J. Jackson),,34,42
142,2,8:08.0,S. Hill misses 3-pt jump shot from 25 ft,,34,42
143,2,8:04.0,,Defensive rebound by J. Hart,34,42
144,2,7:55.0,,Z. Williamson makes 2-pt layup from 2 ft (assist by J. Holiday),34,44
145,2,7:43.0,J. Morant misses 2-pt layup from 2 ft,,34,44
146,2,7:42.0,Offensive rebound by J. Jackson,,34,44
147,2,7:41.0,J. Crowder misses 2-pt layup from 2 ft,,34,44
148,2,7:41.0,,Defensive rebound by N. Melli,34,44
149,2,7:41.0,,Personal foul by J. Crowder (drawn by N. Melli),34,44
150,2,7:31.0,,N. Melli makes 3-pt jump shot from 26 ft (assist by Z. Williamson),34,47
151,2,7:20.0,Shooting foul by N. Melli (drawn by J. Crowder),,34,47
152,2,7:20.0,J. Crowder makes free throw 1 of 2,,35,47
153,2,7:20.0,D. Melton enters the game for J. Jackson,,35,47
154,2,7:20.0,,J. Redick enters the game for E. Moore,35,47
155,2,7:20.0,J. Crowder makes free throw 2 of 2,,36,47
156,2,7:12.0,,J. Hart makes 3-pt jump shot from 25 ft (assist by Z. Williamson),36,50
157,2,7:01.0,Shooting foul by Z. Williamson (drawn by J. Crowder),,36,50
158,2,7:01.0,J. Crowder makes free throw 1 of 2,,37,50
159,2,7:01.0,J. Crowder makes free throw 2 of 2,,38,50
160,2,6:47.0,,N. Melli makes 2-pt jump shot from 17 ft,38,52
161,2,6:32.0,Turnover by D. Brooks (traveling),,38,52
162,2,6:21.0,,Shooting foul by J. Crowder (drawn by Z. Williamson),38,52
163,2,6:21.0,,Z. Williamson misses free throw 1 of 2,38,52
164,2,6:21.0,,Offensive rebound by Team,38,52
165,2,6:21.0,T. Jones enters the game for J. Crowder,,38,52
166,2,6:21.0,J. Valančiūnas enters the game for J. Morant,,38,52
167,2,6:21.0,,L. Ball enters the game for J. Holiday,38,52
168,2,6:21.0,,Z. Williamson makes free throw 2 of 2,38,53
169,2,6:09.0,D. Brooks misses 2-pt layup from 2 ft,,38,53
170,2,6:08.0,Offensive rebound by J. Valančiūnas,,38,53
171,2,6:08.0,J. Valančiūnas misses 2-pt layup from 1 ft,,38,53
172,2,6:07.0,Offensive rebound by J. Valančiūnas,,38,53
173,2,6:06.0,J. Valančiūnas makes 2-pt layup from 1 ft,,40,53
174,2,6:01.0,,Shooting foul by J. Valančiūnas (drawn by Z. Williamson),40,53
175,2,6:01.0,,Z. Williamson makes free throw 1 of 2,40,54
176,2,6:01.0,,D. Favors enters the game for N. Melli,40,54
177,2,6:01.0,,Z. Williamson makes free throw 2 of 2,40,55
178,2,5:44.0,D. Brooks makes 2-pt jump shot from 16 ft,,42,55
179,2,5:37.0,,New Orleans full timeout,42,55
180,2,5:37.0,K. Anderson enters the game for S. Hill,,42,55
181,2,5:37.0,,B. Ingram enters the game for Z. Williamson,42,55
182,2,5:24.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by D. Favors),42,58
183,2,5:05.0,T. Jones makes 2-pt hook shot from 8 ft,,44,58
184,2,4:50.0,Violation by Team (kicked ball),,44,58
185,2,4:50.0,J. Jackson enters the game for D. Brooks,,44,58
186,2,4:48.0,,J. Redick misses 2-pt jump shot from 16 ft,44,58
187,2,4:45.0,Defensive rebound by D. Melton,,44,58
188,2,4:39.0,J. Valančiūnas makes 3-pt jump shot from 26 ft (assist by D. Melton),,47,58
189,2,4:19.0,,J. Hart misses 2-pt layup from 2 ft (block by J. Valančiūnas),47,58
190,2,4:19.0,Defensive rebound by Team,,47,58
191,2,3:59.0,J. Valančiūnas makes 2-pt hook shot from 7 ft,,49,58
192,2,3:46.0,,Personal foul by K. Anderson (drawn by B. Ingram),49,58
193,2,3:46.0,,Z. Williamson enters the game for J. Hart,49,58
194,2,3:43.0,,L. Ball makes 3-pt jump shot from 27 ft (assist by Z. Williamson),49,61
195,2,3:33.0,D. Melton misses 3-pt jump shot from 26 ft,,49,61
196,2,3:30.0,,Defensive rebound by L. Ball,49,61
197,2,3:24.0,,Turnover by L. Ball (bad pass; steal by D. Melton),49,61
198,2,3:11.0,D. Melton makes 2-pt layup from 2 ft (assist by K. Anderson),,51,61
199,2,2:55.0,,B. Ingram misses 2-pt layup from 2 ft,51,61
200,2,2:55.0,,Offensive rebound by B. Ingram,51,61
201,2,2:53.0,,Turnover by B. Ingram (out of bounds lost ball),51,61
202,2,2:53.0,J. Morant enters the game for T. Jones,,51,61
203,2,2:31.0,J. Valančiūnas makes 2-pt layup from 4 ft (assist by J. Morant),,53,61
204,2,2:25.0,,B. Ingram misses 2-pt dunk from 2 ft,53,61
205,2,2:25.0,,Offensive rebound by B. Ingram,53,61
206,2,2:25.0,,Personal foul by J. Morant (drawn by B. Ingram),53,61
207,2,2:25.0,,B. Ingram makes free throw 1 of 2,53,62
208,2,2:25.0,D. Brooks enters the game for K. Anderson,,53,62
209,2,2:25.0,S. Hill enters the game for D. Melton,,53,62
210,2,2:25.0,,B. Ingram makes free throw 2 of 2,53,63
211,2,2:12.0,J. Jackson misses 3-pt jump shot from 26 ft,,53,63
212,2,2:08.0,,Defensive rebound by B. Ingram,53,63
213,2,2:00.0,,Turnover by L. Ball (lost ball; steal by J. Valančiūnas),53,63
214,2,1:55.0,J. Morant makes 2-pt dunk from 1 ft (assist by D. Brooks),,55,63
215,2,1:41.0,,Turnover by J. Redick (lost ball; steal by D. Brooks),55,63
216,2,1:36.0,J. Jackson makes 2-pt dunk from 1 ft (assist by J. Morant),,57,63
217,2,1:20.0,,Shooting foul by J. Valančiūnas (drawn by B. Ingram),57,63
218,2,1:20.0,,B. Ingram makes free throw 1 of 2,57,64
219,2,1:20.0,,J. Holiday enters the game for J. Redick,57,64
220,2,1:20.0,,B. Ingram makes free throw 2 of 2,57,65
221,2,1:04.0,J. Valančiūnas makes 2-pt layup from 2 ft,,59,65
222,2,0:59.0,,Turnover by D. Favors (bad pass),59,65
223,2,0:45.0,D. Brooks misses 3-pt jump shot from 26 ft,,59,65
224,2,0:42.0,,Defensive rebound by D. Favors,59,65
225,2,0:35.0,,J. Holiday misses 3-pt jump shot from 25 ft,59,65
226,2,0:31.0,Defensive rebound by J. Jackson,,59,65
227,2,0:28.0,S. Hill misses 3-pt jump shot from 25 ft,,59,65
228,2,0:24.0,,Defensive rebound by B. Ingram,59,65
229,2,0:06.0,,Shooting foul by J. Jackson (drawn by Z. Williamson),59,65
230,2,0:06.0,,Z. Williamson misses free throw 1 of 2,59,65
231,2,0:06.0,,Offensive rebound by Team,59,65
232,2,0:06.0,,J. Hart enters the game for J. Holiday,59,65
233,2,0:06.0,,Z. Williamson makes free throw 2 of 2,59,66
234,2,0:02.0,J. Valančiūnas misses 3-pt jump shot from 26 ft,,59,66
235,2,0:02.0,,Defensive rebound by J. Hart,59,66
236,3,11:43.0,D. Brooks misses 3-pt jump shot from 24 ft,,59,66
237,3,11:38.0,,Defensive rebound by B. Ingram,59,66
238,3,11:29.0,,L. Ball misses 3-pt jump shot from 26 ft,59,66
239,3,11:25.0,Defensive rebound by J. Valančiūnas,,59,66
240,3,11:20.0,S. Hill misses 3-pt jump shot from 25 ft,,59,66
241,3,11:17.0,,Defensive rebound by D. Favors,59,66
242,3,11:04.0,,B. Ingram misses 3-pt jump shot from 25 ft,59,66
243,3,11:00.0,,Offensive rebound by D. Favors,59,66
244,3,11:00.0,,Shooting foul by J. Valančiūnas (drawn by D. Favors),59,66
245,3,11:00.0,,D. Favors makes free throw 1 of 2,59,67
246,3,11:00.0,,D. Favors misses free throw 2 of 2,59,67
247,3,10:57.0,Defensive rebound by J. Valančiūnas,,59,67
248,3,10:49.0,J. Morant misses 3-pt jump shot from 25 ft,,59,67
249,3,10:44.0,,Defensive rebound by D. Favors,59,67
250,3,10:33.0,,J. Holiday makes 2-pt jump shot from 8 ft,59,69
251,3,10:23.0,D. Brooks misses 2-pt jump shot from 7 ft,,59,69
252,3,10:20.0,,Defensive rebound by B. Ingram,59,69
253,3,10:13.0,,Z. Williamson makes 2-pt dunk from 1 ft (assist by J. Holiday),59,71
254,3,10:13.0,Memphis full timeout,,59,71
255,3,9:52.0,J. Crowder misses 2-pt layup from 5 ft (block by J. Holiday),,59,71
256,3,9:51.0,Offensive rebound by J. Crowder,,59,71
257,3,9:51.0,J. Crowder misses 2-pt layup from 2 ft,,59,71
258,3,9:51.0,Offensive rebound by J. Valančiūnas,,59,71
259,3,9:50.0,J. Valančiūnas makes 2-pt layup at rim,,61,71
260,3,9:34.0,,D. Favors makes 2-pt layup from 2 ft (assist by B. Ingram),61,73
261,3,9:23.0,J. Morant makes 2-pt layup from 1 ft,,63,73
262,3,9:09.0,,Def 3 sec tech foul by Team,63,73
263,3,9:09.0,,B. Ingram makes technical free throw,63,74
264,3,9:02.0,,Shooting foul by S. Hill (drawn by B. Ingram),63,74
265,3,9:02.0,,B. Ingram makes free throw 1 of 2,63,75
266,3,9:02.0,,B. Ingram makes free throw 2 of 2,63,76
267,3,8:50.0,S. Hill makes 2-pt layup from 1 ft (assist by J. Morant),,65,76
268,3,8:37.0,,B. Ingram makes 2-pt layup from 2 ft,65,78
269,3,8:26.0,Shooting foul by Z. Williamson (drawn by S. Hill),,65,78
270,3,8:26.0,S. Hill misses free throw 1 of 2,,65,78
271,3,8:26.0,Offensive rebound by Team,,65,78
272,3,8:26.0,S. Hill makes free throw 2 of 2,,66,78
273,3,8:12.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by L. Ball),66,81
274,3,7:56.0,J. Morant misses 2-pt jump shot from 2 ft,,66,81
275,3,7:52.0,,Defensive rebound by D. Favors,66,81
276,3,7:47.0,,Personal foul by S. Hill (drawn by Z. Williamson),66,81
277,3,7:45.0,,B. Ingram misses 2-pt jump shot from 15 ft,66,81
278,3,7:40.0,Defensive rebound by J. Crowder,,66,81
279,3,7:35.0,Turnover by J. Crowder (bad pass; steal by B. Ingram),,66,81
280,3,7:29.0,,J. Holiday makes 2-pt jump shot from 11 ft,66,83
281,3,7:29.0,,Shooting foul by J. Valančiūnas (drawn by J. Holiday),66,83
282,3,7:29.0,,J. Holiday makes free throw 1 of 1,66,84
283,3,7:11.0,J. Crowder makes 2-pt jump shot from 18 ft,,68,84
284,3,7:01.0,,B. Ingram makes 2-pt dunk from 1 ft,68,86
285,3,7:01.0,Memphis full timeout,,68,86
286,3,7:01.0,J. Jackson enters the game for J. Crowder,,68,86
287,3,6:37.0,J. Morant misses 2-pt layup from 2 ft,,68,86
288,3,6:35.0,,Defensive rebound by B. Ingram,68,86
289,3,6:33.0,,J. Holiday misses 2-pt layup from 5 ft (block by D. Brooks),68,86
290,3,6:33.0,,Offensive rebound by Team,68,86
291,3,6:21.0,,Z. Williamson misses 2-pt hook shot from 2 ft,68,86
292,3,6:20.0,,Offensive rebound by D. Favors,68,86
293,3,6:19.0,,D. Favors makes 2-pt layup from 1 ft,68,88
294,3,6:09.0,J. Morant makes 3-pt jump shot from 26 ft,,71,88
295,3,5:54.0,,Z. Williamson misses 2-pt layup from 3 ft (block by J. Valančiūnas),71,88
296,3,5:51.0,Defensive rebound by S. Hill,,71,88
297,3,5:48.0,D. Brooks misses 2-pt layup from 2 ft (block by J. Holiday),,71,88
298,3,5:42.0,Offensive rebound by D. Brooks,,71,88
299,3,5:34.0,D. Brooks misses 2-pt layup from 6 ft,,71,88
300,3,5:31.0,,Defensive rebound by D. Favors,71,88
301,3,5:26.0,,L. Ball makes 3-pt jump shot from 24 ft (assist by B. Ingram),71,91
302,3,5:06.0,J. Morant makes 2-pt jump shot from 9 ft,,73,91
303,3,4:55.0,,J. Holiday misses 2-pt layup from 4 ft (block by D. Brooks),73,91
304,3,4:55.0,,Offensive rebound by Team,73,91
305,3,4:55.0,K. Anderson enters the game for D. Brooks,,73,91
306,3,4:55.0,T. Jones enters the game for S. Hill,,73,91
307,3,4:55.0,D. Melton enters the game for J. Morant,,73,91
308,3,4:55.0,,J. Hart enters the game for L. Ball,73,91
309,3,4:55.0,,J. Hayes enters the game for D. Favors,73,91
310,3,4:55.0,,J. Redick enters the game for Z. Williamson,73,91
311,3,4:53.0,,Shooting foul by J. Valančiūnas (drawn by J. Holiday),73,91
312,3,4:53.0,,J. Holiday makes free throw 1 of 2,73,92
313,3,4:53.0,J. Crowder enters the game for J. Valančiūnas,,73,92
314,3,4:53.0,,J. Holiday misses free throw 2 of 2,73,92
315,3,4:52.0,Defensive rebound by Team,,73,92
316,3,4:43.0,Personal foul by J. Redick (drawn by D. Melton),,73,92
317,3,4:33.0,D. Melton misses 2-pt layup from 2 ft (block by J. Hart),,73,92
318,3,4:33.0,,Defensive rebound by Team,73,92
319,3,4:23.0,,B. Ingram makes 3-pt jump shot from 22 ft (assist by J. Holiday),73,95
320,3,4:12.0,J. Jackson misses 3-pt jump shot from 25 ft,,73,95
321,3,4:09.0,,Defensive rebound by J. Hayes,73,95
322,3,4:04.0,,J. Redick makes 3-pt jump shot from 24 ft,73,98
323,3,3:46.0,Personal foul by J. Redick (drawn by D. Melton),,73,98
324,3,3:36.0,K. Anderson makes 3-pt jump shot from 23 ft (assist by T. Jones),,76,98
325,3,3:27.0,,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Holiday),76,100
326,3,3:11.0,K. Anderson misses 3-pt jump shot from 26 ft,,76,100
327,3,3:11.0,,Defensive rebound by J. Redick,76,100
328,3,3:00.0,,Shooting foul by D. Melton (drawn by J. Redick),76,100
329,3,3:00.0,,J. Redick makes free throw 1 of 2,76,101
330,3,3:00.0,,E. Moore enters the game for B. Ingram,76,101
331,3,3:00.0,,J. Redick makes free throw 2 of 2,76,102
332,3,2:48.0,D. Melton makes 2-pt jump shot from 18 ft,,78,102
333,3,2:36.0,,Shooting foul by K. Anderson (drawn by J. Redick),78,102
334,3,2:36.0,,J. Redick makes free throw 1 of 3,78,103
335,3,2:36.0,,J. Redick makes free throw 2 of 3,78,104
336,3,2:36.0,,J. Redick makes free throw 3 of 3,78,105
337,3,2:25.0,J. Jackson makes 2-pt layup from 2 ft (assist by K. Anderson),,80,105
338,3,2:25.0,Shooting foul by E. Moore (drawn by J. Jackson),,80,105
339,3,2:25.0,J. Jackson misses free throw 1 of 1,,80,105
340,3,2:23.0,,Defensive rebound by J. Hayes,80,105
341,3,2:07.0,,J. Holiday misses 2-pt jump shot from 4 ft,80,105
342,3,2:04.0,Defensive rebound by J. Crowder,,80,105
343,3,1:58.0,J. Crowder makes 2-pt jump shot from 18 ft,,82,105
344,3,1:38.0,,J. Redick misses 3-pt jump shot from 25 ft,82,105
345,3,1:36.0,Defensive rebound by J. Crowder,,82,105
346,3,1:34.0,Personal foul by J. Hart (drawn by D. Melton),,82,105
347,3,1:34.0,D. Melton makes free throw 1 of 2,,83,105
348,3,1:34.0,J. Morant enters the game for T. Jones,,83,105
349,3,1:34.0,,L. Ball enters the game for J. Holiday,83,105
350,3,1:34.0,D. Melton misses free throw 2 of 2,,83,105
351,3,1:31.0,Offensive rebound by K. Anderson,,83,105
352,3,1:29.0,K. Anderson makes 2-pt layup from 2 ft,,85,105
353,3,1:12.0,,E. Moore makes 2-pt jump shot from 8 ft,85,107
354,3,0:51.0,D. Melton misses 3-pt jump shot from 25 ft,,85,107
355,3,0:51.0,,Defensive rebound by J. Hart,85,107
356,3,0:34.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by J. Redick),85,110
357,3,0:18.0,Personal foul by E. Moore (drawn by J. Crowder),,85,110
358,3,0:18.0,J. Crowder makes free throw 1 of 2,,86,110
359,3,0:18.0,J. Crowder misses free throw 2 of 2,,86,110
360,3,0:17.0,,Defensive rebound by J. Hart,86,110
361,3,0:01.0,,E. Moore misses 3-pt jump shot from 26 ft (block by K. Anderson),86,110
362,3,0:00.0,,Offensive rebound by Team,86,110
363,4,11:37.0,,Z. Williamson misses 2-pt layup from 2 ft (block by J. Valančiūnas),86,110
364,4,11:37.0,,Offensive rebound by Z. Williamson,86,110
365,4,11:29.0,,Z. Williamson misses 2-pt layup from 2 ft,86,110
366,4,11:26.0,Defensive rebound by J. Valančiūnas,,86,110
367,4,11:25.0,J. Crowder makes 2-pt layup from 2 ft,,88,110
368,4,11:21.0,,E. Moore misses 2-pt jump shot from 5 ft,88,110
369,4,11:18.0,,Offensive rebound by Z. Williamson,88,110
370,4,11:15.0,,Z. Williamson makes 2-pt layup from 1 ft,88,112
371,4,11:09.0,Shooting foul by J. Hart (drawn by J. Morant),,88,112
372,4,11:09.0,Technical foul by A. Gentry,,88,112
373,4,11:09.0,D. Brooks makes technical free throw,,89,112
374,4,11:09.0,J. Morant misses free throw 1 of 2,,89,112
375,4,11:09.0,Offensive rebound by Team,,89,112
376,4,11:09.0,J. Morant makes free throw 2 of 2,,90,112
377,4,10:59.0,,Z. Williamson misses 2-pt layup from 4 ft,90,112
378,4,10:55.0,,Offensive rebound by Z. Williamson,90,112
379,4,10:55.0,,Z. Williamson makes 2-pt layup from 1 ft,90,114
380,4,10:51.0,Shooting foul by N. Melli (drawn by J. Crowder),,90,114
381,4,10:51.0,J. Crowder makes free throw 1 of 2,,91,114
382,4,10:51.0,J. Crowder makes free throw 2 of 2,,92,114
383,4,10:29.0,,J. Hart misses 3-pt jump shot from 22 ft,92,114
384,4,10:28.0,,Offensive rebound by L. Ball,92,114
385,4,10:26.0,,Z. Williamson makes 2-pt dunk from 1 ft (assist by L. Ball),92,116
