,QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
0,1,11:37.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,3,0
1,1,11:13.0,,D. Lillard misses 3-pt jump shot from 27 ft,3,0
2,1,11:12.0,Defensive rebound by Team,,3,0
3,1,10:59.0,Def 3 sec tech foul by Team,,3,0
4,1,10:59.0,B. Bogdanović makes technical free throw,,4,0
5,1,10:53.0,M. Conley makes 2-pt jump shot from 11 ft,,6,0
6,1,10:33.0,,C. McCollum makes 2-pt jump shot from 16 ft,6,2
7,1,10:17.0,D. Mitchell makes 2-pt jump shot from 11 ft,,8,2
8,1,10:07.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Lillard),8,4
9,1,9:46.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by M. Conley),,11,4
10,1,9:29.0,,T. Ariza misses 2-pt layup from 1 ft,11,4
11,1,9:28.0,,Offensive rebound by T. Ariza,11,4
12,1,9:26.0,,T. Ariza makes 2-pt layup from 1 ft,11,6
13,1,9:10.0,M. Conley makes 2-pt layup from 1 ft (assist by J. Ingles),,13,6
14,1,8:59.0,,D. Lillard makes 2-pt layup at rim,13,8
15,1,8:45.0,D. Mitchell misses 2-pt jump shot from 14 ft,,13,8
16,1,8:43.0,,Defensive rebound by C. Anthony,13,8
17,1,8:33.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Lillard),13,10
18,1,8:19.0,Turnover by M. Conley (bad pass; steal by D. Lillard),,13,10
19,1,8:16.0,,Personal foul by B. Bogdanović (drawn by C. McCollum),13,10
20,1,8:06.0,,Turnover by D. Lillard (bad pass; steal by B. Bogdanović),13,10
21,1,8:01.0,M. Conley makes 2-pt jump shot from 1 ft (assist by J. Ingles),,15,10
22,1,7:39.0,,C. Anthony makes 2-pt jump shot from 11 ft,15,12
23,1,7:25.0,Personal foul by C. Anthony (drawn by J. Ingles),,15,12
24,1,7:13.0,D. Mitchell makes 3-pt jump shot from 26 ft,,18,12
25,1,7:01.0,,Def 3 sec tech foul by Team,18,12
26,1,7:01.0,,D. Lillard makes technical free throw,18,13
27,1,7:01.0,R. O'Neale enters the game for D. Mitchell,,18,13
28,1,6:54.0,,T. Ariza misses 3-pt jump shot from 24 ft,18,13
29,1,6:51.0,Defensive rebound by J. Ingles,,18,13
30,1,6:45.0,Shooting foul by D. Lillard (drawn by R. Gobert),,18,13
31,1,6:45.0,,Portland full timeout,18,13
32,1,6:45.0,R. Gobert makes free throw 1 of 2,,19,13
33,1,6:45.0,R. Gobert makes free throw 2 of 2,,20,13
34,1,6:36.0,Violation by Team (kicked ball),,20,13
35,1,6:33.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by D. Lillard),20,16
36,1,6:15.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,20,16
37,1,6:15.0,,Defensive rebound by Team,20,16
38,1,5:59.0,,C. McCollum misses 2-pt jump shot from 5 ft,20,16
39,1,5:57.0,Defensive rebound by R. Gobert,,20,16
40,1,5:40.0,Shooting foul by T. Ariza (drawn by B. Bogdanović),,20,16
41,1,5:40.0,B. Bogdanović makes free throw 1 of 2,,21,16
42,1,5:40.0,B. Bogdanović makes free throw 2 of 2,,22,16
43,1,5:26.0,,D. Lillard misses 2-pt layup from 2 ft,22,16
44,1,5:25.0,Defensive rebound by R. Gobert,,22,16
45,1,5:20.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,22,16
46,1,5:18.0,,Defensive rebound by T. Ariza,22,16
47,1,5:18.0,J. Clarkson enters the game for J. Ingles,,22,16
48,1,5:18.0,,G. Trent enters the game for T. Ariza,22,16
49,1,5:08.0,,Shooting foul by R. O'Neale (drawn by D. Lillard),22,16
50,1,5:08.0,,D. Lillard makes free throw 1 of 3,22,17
51,1,5:08.0,,D. Lillard makes free throw 2 of 3,22,18
52,1,5:08.0,,D. Lillard makes free throw 3 of 3,22,19
53,1,4:55.0,Shooting foul by H. Whiteside (drawn by B. Bogdanović),,22,19
