,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHOENIX_ACTION,BROOKLYN_SCORE,PHOENIX_SCORE
77,1,3:51.0,D. Nwaba misses 3-pt jump shot from 23 ft,,13,33
78,1,3:47.0,,Defensive rebound by F. Kaminsky,13,33
79,1,3:39.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,13,33
80,1,3:35.0,Defensive rebound by D. Jordan,,13,33
81,1,3:29.0,Shooting foul by F. Kaminsky (drawn by S. Dinwiddie),,13,33
82,1,3:29.0,,Phoenix full timeout,13,33
83,1,3:29.0,,Instant Replay (Challenge: Ruling Stands),13,33
84,1,3:29.0,S. Dinwiddie makes free throw 1 of 3,,14,33
85,1,3:29.0,S. Dinwiddie makes free throw 2 of 3,,15,33
86,1,3:29.0,C. LeVert enters the game for K. Irving,,15,33
87,1,3:29.0,S. Dinwiddie makes free throw 3 of 3,,16,33
88,1,3:05.0,,C. Johnson makes 2-pt jump shot from 22 ft (assist by D. Booker),16,35
89,1,2:46.0,C. LeVert makes 2-pt jump shot from 11 ft (assist by G. Temple),,18,35
90,1,2:28.0,,F. Kaminsky misses 2-pt hook shot from 6 ft,18,35
91,1,2:26.0,Defensive rebound by D. Jordan,,18,35
92,1,2:16.0,S. Dinwiddie makes 2-pt layup from 1 ft (assist by D. Jordan),,20,35
93,1,2:02.0,,T. Johnson makes 2-pt layup at rim (assist by D. Booker),20,37
94,1,1:44.0,D. Jordan makes 2-pt dunk from 1 ft (assist by C. LeVert),,22,37
95,1,1:32.0,,Turnover by M. Bridges (bad pass; steal by S. Dinwiddie),22,37
96,1,1:29.0,S. Dinwiddie makes 2-pt layup from 5 ft,,24,37
97,1,1:29.0,Shooting foul by T. Johnson (drawn by S. Dinwiddie),,24,37
98,1,1:29.0,,D. Šarić enters the game for D. Booker,24,37
99,1,1:29.0,S. Dinwiddie makes free throw 1 of 1,,25,37
100,1,1:24.0,,Personal foul by D. Nwaba (drawn by D. Šarić),25,37
101,1,1:12.0,,D. Šarić misses 2-pt layup from 1 ft (block by D. Nwaba),25,37
102,1,1:09.0,Defensive rebound by C. LeVert,,25,37
103,1,1:02.0,G. Temple makes 3-pt jump shot from 25 ft (assist by C. LeVert),,28,37
104,1,0:45.0,,T. Johnson misses 3-pt jump shot from 28 ft,28,37
105,1,0:42.0,Defensive rebound by D. Jordan,,28,37
106,1,0:38.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,28,37
107,1,0:34.0,,Defensive rebound by M. Bridges,28,37
108,1,0:20.0,,C. Johnson misses 3-pt jump shot from 23 ft,28,37
109,1,0:19.0,Defensive rebound by D. Jordan,,28,37
110,1,0:02.0,C. LeVert makes 2-pt jump shot from 3 ft,,30,37
111,1,0:00.0,,M. Bridges misses 3-pt jump shot from 40 ft,30,37
112,1,0:00.0,,Offensive rebound by Team,30,37
113,2,11:41.0,,D. Šarić misses 2-pt jump shot from 21 ft,30,37
114,2,11:37.0,Defensive rebound by C. LeVert,,30,37
115,2,11:25.0,Turnover by C. LeVert (back court),,30,37
116,2,11:16.0,,M. Bridges makes 2-pt layup from 1 ft (assist by R. Rubio),30,39
117,2,11:05.0,C. LeVert makes 2-pt layup from 1 ft,,32,39
118,2,10:57.0,,Personal foul by D. Nwaba (drawn by R. Rubio),32,39
119,2,10:57.0,,K. Oubre enters the game for C. Johnson,32,39
120,2,10:53.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by D. Šarić),32,42
121,2,10:32.0,C. LeVert misses 2-pt jump shot from 6 ft,,32,42
122,2,10:31.0,,Defensive rebound by M. Bridges,32,42
123,2,10:23.0,,D. Šarić misses 3-pt jump shot from 24 ft,32,42
124,2,10:20.0,Defensive rebound by D. Nwaba,,32,42
125,2,9:55.0,S. Dinwiddie makes 2-pt jump shot from 4 ft,,34,42
126,2,9:43.0,,T. Johnson misses 2-pt jump shot from 21 ft,34,42
127,2,9:41.0,Defensive rebound by D. Jordan,,34,42
128,2,9:24.0,G. Temple makes 3-pt jump shot from 26 ft,,37,42
129,2,9:07.0,,R. Rubio misses 2-pt jump shot from 12 ft,37,42
130,2,9:07.0,,Offensive rebound by Team,37,42
131,2,9:07.0,Loose ball foul by G. Temple (drawn by D. Šarić),,37,42
132,2,9:07.0,D. Musa enters the game for D. Nwaba,,37,42
133,2,9:07.0,,A. Baynes enters the game for T. Johnson,37,42
134,2,9:07.0,,D. Booker enters the game for D. Šarić,37,42
135,2,9:03.0,,Turnover by D. Booker (bad pass),37,42
136,2,8:41.0,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Jordan),,40,42
137,2,8:25.0,,M. Bridges misses 3-pt jump shot from 25 ft,40,42
138,2,8:23.0,Defensive rebound by D. Musa,,40,42
139,2,8:15.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,40,42
140,2,8:12.0,,Defensive rebound by M. Bridges,40,42
141,2,8:03.0,,D. Booker makes 2-pt jump shot from 16 ft,40,44
142,2,7:52.0,G. Temple misses 3-pt jump shot from 27 ft,,40,44
143,2,7:50.0,Offensive rebound by Team,,40,44
144,2,7:50.0,,Loose ball foul by R. Rubio (drawn by D. Jordan),40,44
145,2,7:42.0,D. Jordan makes 2-pt layup from 1 ft (assist by C. LeVert),,42,44
146,2,7:27.0,,R. Rubio misses 2-pt jump shot from 6 ft,42,44
147,2,7:24.0,Defensive rebound by D. Jordan,,42,44
148,2,7:15.0,C. LeVert misses 2-pt jump shot from 11 ft,,42,44
149,2,7:14.0,,Defensive rebound by A. Baynes,42,44
150,2,7:04.0,,A. Baynes misses 3-pt jump shot from 25 ft,42,44
151,2,7:00.0,Defensive rebound by S. Dinwiddie,,42,44
152,2,6:57.0,C. LeVert misses 2-pt layup from 2 ft (block by A. Baynes),,42,44
153,2,6:53.0,,Defensive rebound by A. Baynes,42,44
154,2,6:50.0,,K. Oubre makes 2-pt jump shot from 20 ft (assist by D. Booker),42,46
155,2,6:50.0,Brooklyn full timeout,,42,46
156,2,6:50.0,J. Harris enters the game for S. Dinwiddie,,42,46
157,2,6:50.0,K. Irving enters the game for G. Temple,,42,46
158,2,6:34.0,K. Irving misses 3-pt jump shot from 26 ft,,42,46
159,2,6:31.0,,Defensive rebound by A. Baynes,42,46
160,2,6:20.0,,R. Rubio misses 2-pt jump shot from 8 ft,42,46
161,2,6:18.0,Defensive rebound by D. Jordan,,42,46
162,2,6:08.0,Personal foul by A. Baynes (drawn by J. Harris),,42,46
163,2,6:08.0,,T. Johnson enters the game for A. Baynes,42,46
164,2,6:08.0,,F. Kaminsky enters the game for R. Rubio,42,46
165,2,6:00.0,D. Jordan makes 2-pt hook shot from 3 ft (assist by K. Irving),,44,46
166,2,5:47.0,,T. Johnson makes 3-pt jump shot from 25 ft,44,49
167,2,5:27.0,K. Irving misses 2-pt jump shot from 11 ft,,44,49
168,2,5:25.0,,Defensive rebound by M. Bridges,44,49
169,2,5:17.0,,D. Booker misses 2-pt jump shot from 17 ft,44,49
170,2,5:14.0,Defensive rebound by D. Jordan,,44,49
171,2,5:04.0,D. Musa misses 3-pt jump shot from 25 ft,,44,49
172,2,5:00.0,,Defensive rebound by K. Oubre,44,49
173,2,4:54.0,,K. Oubre makes 2-pt layup at rim,44,51
174,2,4:39.0,Turnover by D. Musa (lost ball; steal by K. Oubre),,44,51
175,2,4:26.0,,Shooting foul by D. Musa (drawn by T. Johnson),44,51
176,2,4:26.0,,T. Johnson misses free throw 1 of 2,44,51
177,2,4:26.0,,Offensive rebound by Team,44,51
178,2,4:26.0,J. Allen enters the game for D. Jordan,,44,51
179,2,4:26.0,S. Dinwiddie enters the game for C. LeVert,,44,51
180,2,4:26.0,T. Prince enters the game for D. Musa,,44,51
181,2,4:26.0,,D. Šarić enters the game for M. Bridges,44,51
182,2,4:26.0,,T. Johnson makes free throw 2 of 2,44,52
183,2,4:07.0,K. Irving makes 2-pt jump shot from 8 ft,,46,52
184,2,3:53.0,,T. Johnson misses 3-pt jump shot from 25 ft,46,52
185,2,3:50.0,Defensive rebound by J. Harris,,46,52
186,2,3:48.0,K. Irving misses 3-pt jump shot from 28 ft,,46,52
187,2,3:45.0,,Defensive rebound by F. Kaminsky,46,52
188,2,3:39.0,,T. Johnson misses 3-pt jump shot from 24 ft,46,52
189,2,3:34.0,Defensive rebound by S. Dinwiddie,,46,52
190,2,3:31.0,J. Harris makes 2-pt layup at rim (assist by S. Dinwiddie),,48,52
191,2,3:21.0,,D. Booker makes 2-pt jump shot from 12 ft,48,54
192,2,3:07.0,T. Prince misses 3-pt jump shot from 23 ft,,48,54
193,2,3:04.0,,Defensive rebound by Team,48,54
194,2,3:04.0,,Phoenix full timeout,48,54
195,2,3:04.0,,R. Rubio enters the game for T. Johnson,48,54
196,2,2:45.0,,Turnover by D. Šarić (bad pass; steal by J. Harris),48,54
197,2,2:34.0,T. Prince misses 2-pt jump shot from 6 ft,,48,54
198,2,2:32.0,,Defensive rebound by R. Rubio,48,54
199,2,2:26.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by D. Booker),48,57
200,2,2:14.0,Personal foul by D. Šarić (drawn by J. Allen),,48,57
201,2,2:09.0,Offensive foul by J. Allen (drawn by D. Booker),,48,57
202,2,2:09.0,Turnover by J. Allen (offensive foul),,48,57
203,2,2:09.0,D. Jordan enters the game for J. Allen,,48,57
204,2,2:00.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by R. Rubio),48,59
205,2,1:44.0,K. Irving makes 2-pt jump shot from 7 ft,,50,59
206,2,1:34.0,,Personal foul by T. Prince (drawn by D. Šarić),50,59
207,2,1:26.0,,R. Rubio makes 2-pt jump shot from 13 ft,50,61
208,2,1:04.0,Turnover by T. Prince (bad pass; steal by R. Rubio),,50,61
209,2,0:58.0,,Shooting foul by D. Jordan (drawn by K. Oubre),50,61
210,2,0:58.0,,K. Oubre makes free throw 1 of 2,50,62
211,2,0:58.0,,K. Oubre makes free throw 2 of 2,50,63
212,2,0:38.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,50,63
213,2,0:35.0,,Defensive rebound by R. Rubio,50,63
214,2,0:13.0,,D. Booker makes 2-pt jump shot from 18 ft,50,65
215,2,0:06.0,Personal foul by F. Kaminsky (drawn by K. Irving),,50,65
216,2,0:06.0,,M. Bridges enters the game for D. Šarić,50,65
217,2,0:05.0,Turnover by J. Harris (bad pass; steal by M. Bridges),,50,65
218,2,0:00.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),50,68
219,2,0:00.0,,Instant Replay (Request: Ruling Stands),50,68
220,3,11:40.0,,R. Rubio makes 2-pt layup from 1 ft (assist by D. Šarić),50,70
221,3,11:29.0,K. Irving misses 3-pt jump shot from 25 ft,,50,70
222,3,11:25.0,Offensive rebound by J. Harris,,50,70
223,3,11:23.0,T. Prince makes 3-pt jump shot from 25 ft (assist by J. Harris),,53,70
224,3,11:03.0,,A. Baynes misses 3-pt jump shot from 23 ft,53,70
225,3,11:00.0,,Offensive rebound by Team,53,70
226,3,10:58.0,,D. Booker misses 2-pt jump shot from 7 ft,53,70
227,3,10:55.0,Defensive rebound by T. Prince,,53,70
228,3,10:43.0,J. Harris makes 2-pt layup from 1 ft (assist by C. LeVert),,55,70
229,3,10:30.0,,D. Šarić misses 3-pt jump shot from 25 ft,55,70
230,3,10:26.0,Defensive rebound by J. Harris,,55,70
231,3,10:17.0,J. Allen misses 2-pt layup from 1 ft (block by A. Baynes),,55,70
232,3,10:12.0,Offensive rebound by J. Allen,,55,70
233,3,10:11.0,J. Allen makes 2-pt layup from 2 ft,,57,70
234,3,10:05.0,,D. Booker makes 2-pt jump shot from 7 ft (assist by R. Rubio),57,72
235,3,9:55.0,K. Irving misses 3-pt jump shot from 25 ft,,57,72
236,3,9:52.0,,Defensive rebound by K. Oubre,57,72
237,3,9:47.0,,Shooting foul by J. Allen (drawn by D. Šarić),57,72
238,3,9:47.0,,D. Šarić makes free throw 1 of 2,57,73
239,3,9:47.0,D. Jordan enters the game for J. Allen,,57,73
240,3,9:47.0,,D. Šarić makes free throw 2 of 2,57,74
241,3,9:28.0,K. Irving makes 2-pt jump shot from 21 ft (assist by D. Jordan),,59,74
242,3,9:18.0,,R. Rubio makes 2-pt jump shot from 11 ft,59,76
243,3,9:06.0,J. Harris misses 3-pt jump shot from 23 ft,,59,76
244,3,9:03.0,,Defensive rebound by D. Booker,59,76
245,3,8:53.0,,A. Baynes makes 2-pt layup from 1 ft (assist by D. Booker),59,78
246,3,8:53.0,Brooklyn full timeout,,59,78
247,3,8:53.0,G. Temple enters the game for T. Prince,,59,78
248,3,8:43.0,Personal foul by D. Šarić (drawn by D. Jordan),,59,78
249,3,8:36.0,C. LeVert misses 2-pt layup from 1 ft,,59,78
250,3,8:33.0,,Defensive rebound by A. Baynes,59,78
251,3,8:21.0,,Turnover by D. Booker (back court),59,78
252,3,8:10.0,Turnover by J. Harris (bad pass; steal by D. Šarić),,59,78
253,3,8:05.0,,R. Rubio makes 2-pt layup at rim,59,80
254,3,7:49.0,K. Irving misses 2-pt jump shot from 12 ft,,59,80
255,3,7:44.0,Offensive rebound by D. Jordan,,59,80
256,3,7:44.0,D. Jordan misses 2-pt layup at rim,,59,80
257,3,7:43.0,,Defensive rebound by A. Baynes,59,80
258,3,7:36.0,,A. Baynes misses 2-pt layup at rim,59,80
259,3,7:34.0,Defensive rebound by J. Harris,,59,80
260,3,7:30.0,Personal foul by K. Oubre (drawn by J. Harris),,59,80
261,3,7:30.0,S. Dinwiddie enters the game for J. Harris,,59,80
262,3,7:18.0,Personal foul by R. Rubio (drawn by D. Jordan),,59,80
263,3,7:18.0,D. Musa enters the game for C. LeVert,,59,80
264,3,7:11.0,G. Temple misses 3-pt jump shot from 26 ft,,59,80
265,3,7:09.0,,Defensive rebound by D. Booker,59,80
266,3,7:05.0,,Personal foul by G. Temple (drawn by D. Šarić),59,80
267,3,6:53.0,,R. Rubio makes 2-pt jump shot from 13 ft,59,82
268,3,6:42.0,Offensive foul by S. Dinwiddie (drawn by A. Baynes),,59,82
269,3,6:42.0,Turnover by S. Dinwiddie (offensive foul),,59,82
270,3,6:32.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by D. Booker),59,85
271,3,6:21.0,K. Irving misses 3-pt jump shot from 25 ft,,59,85
272,3,6:17.0,Offensive rebound by K. Irving,,59,85
273,3,6:16.0,D. Jordan makes 2-pt layup from 1 ft (assist by K. Irving),,61,85
274,3,6:04.0,,K. Oubre misses 3-pt jump shot from 23 ft,61,85
275,3,6:01.0,Defensive rebound by D. Jordan,,61,85
276,3,5:59.0,Shooting foul by A. Baynes (drawn by D. Musa),,61,85
277,3,5:59.0,D. Musa makes free throw 1 of 2,,62,85
278,3,5:59.0,,F. Kaminsky enters the game for A. Baynes,62,85
279,3,5:59.0,D. Musa makes free throw 2 of 2,,63,85
280,3,5:43.0,,F. Kaminsky misses 2-pt jump shot from 21 ft,63,85
281,3,5:39.0,Defensive rebound by D. Musa,,63,85
282,3,5:33.0,D. Jordan makes 2-pt dunk from 1 ft (assist by K. Irving),,65,85
283,3,5:18.0,,Personal foul by D. Jordan (drawn by R. Rubio),65,85
284,3,5:18.0,,Phoenix full timeout,65,85
285,3,5:18.0,C. LeVert enters the game for K. Irving,,65,85
286,3,5:11.0,,K. Oubre misses 2-pt dunk from 2 ft,65,85
287,3,5:10.0,,Offensive rebound by Team,65,85
288,3,5:09.0,,Turnover by K. Oubre (traveling),65,85
289,3,5:09.0,,C. Johnson enters the game for K. Oubre,65,85
290,3,4:54.0,Turnover by C. LeVert (traveling),,65,85
291,3,4:45.0,,D. Šarić makes 3-pt jump shot from 23 ft (assist by C. Johnson),65,88
292,3,4:45.0,,Instant Replay (Request: Ruling Stands),65,88
293,3,4:37.0,D. Jordan makes 2-pt layup at rim (assist by S. Dinwiddie),,67,88
294,3,4:23.0,,R. Rubio misses 3-pt jump shot from 25 ft,67,88
295,3,4:21.0,,Offensive rebound by C. Johnson,67,88
296,3,4:13.0,,R. Rubio makes 2-pt layup at rim,67,90
297,3,4:03.0,S. Dinwiddie misses 2-pt layup from 1 ft (block by C. Johnson),,67,90
298,3,4:03.0,Offensive rebound by Team,,67,90
299,3,4:03.0,,T. Johnson enters the game for R. Rubio,67,90
300,3,4:00.0,C. LeVert misses 2-pt layup from 1 ft,,67,90
301,3,3:58.0,,Defensive rebound by F. Kaminsky,67,90
302,3,3:53.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by T. Johnson),67,93
303,3,3:29.0,S. Dinwiddie misses 2-pt layup from 1 ft (block by F. Kaminsky),,67,93
304,3,3:27.0,,Defensive rebound by C. Johnson,67,93
305,3,3:22.0,,D. Booker makes 3-pt jump shot from 27 ft (assist by D. Šarić),67,96
306,3,3:02.0,S. Dinwiddie makes 2-pt layup from 1 ft,,69,96
307,3,2:52.0,,T. Johnson misses 3-pt jump shot from 26 ft,69,96
308,3,2:52.0,Defensive rebound by D. Musa,,69,96
309,3,2:41.0,Personal foul by F. Kaminsky (drawn by D. Musa),,69,96
310,3,2:41.0,D. Musa makes free throw 1 of 2,,70,96
311,3,2:41.0,,M. Bridges enters the game for D. Šarić,70,96
312,3,2:41.0,D. Musa makes free throw 2 of 2,,71,96
313,3,2:28.0,,C. Johnson makes 3-pt jump shot from 25 ft (assist by D. Booker),71,99
314,3,2:17.0,D. Jordan makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,73,99
315,3,2:06.0,,D. Booker makes 3-pt jump shot from 30 ft (assist by T. Johnson),73,102
316,3,1:54.0,S. Dinwiddie makes 2-pt layup from 1 ft,,75,102
317,3,1:54.0,Shooting foul by F. Kaminsky (drawn by S. Dinwiddie),,75,102
318,3,1:54.0,,K. Oubre enters the game for D. Booker,75,102
319,3,1:54.0,S. Dinwiddie makes free throw 1 of 1,,76,102
320,3,1:37.0,,Shooting foul by G. Temple (drawn by F. Kaminsky),76,102
321,3,1:37.0,,F. Kaminsky misses free throw 1 of 2,76,102
322,3,1:37.0,,Offensive rebound by Team,76,102
323,3,1:37.0,,F. Kaminsky misses free throw 2 of 2,76,102
324,3,1:35.0,Defensive rebound by G. Temple,,76,102
325,3,1:18.0,D. Jordan makes 2-pt layup at rim (assist by G. Temple),,78,102
326,3,1:00.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,78,102
327,3,0:57.0,Defensive rebound by D. Musa,,78,102
328,3,0:39.0,S. Dinwiddie misses 2-pt layup from 1 ft,,78,102
329,3,0:37.0,,Defensive rebound by K. Oubre,78,102
330,3,0:33.0,,Shooting foul by G. Temple (drawn by K. Oubre),78,102
331,3,0:33.0,,K. Oubre makes free throw 1 of 2,78,103
332,3,0:33.0,,K. Oubre makes free throw 2 of 2,78,104
333,3,0:14.0,D. Musa makes 2-pt jump shot from 2 ft (assist by S. Dinwiddie),,80,104
334,3,0:03.0,,T. Johnson makes 2-pt jump shot from 19 ft,80,106
335,3,0:00.0,S. Dinwiddie misses 3-pt jump shot from 50 ft,,80,106
336,3,0:00.0,Offensive rebound by Team,,80,106
337,4,11:50.0,S. Dinwiddie misses 2-pt layup from 4 ft (block by M. Bridges),,80,106
338,4,11:50.0,Offensive rebound by Team,,80,106
339,4,11:38.0,K. Irving makes 2-pt jump shot from 9 ft (assist by S. Dinwiddie),,82,106
340,4,11:25.0,,C. Johnson misses 3-pt jump shot from 26 ft,82,106
341,4,11:22.0,Defensive rebound by S. Dinwiddie,,82,106
342,4,11:18.0,S. Dinwiddie makes 3-pt jump shot from 25 ft,,85,106
343,4,11:04.0,,T. Johnson makes 3-pt jump shot from 26 ft (assist by C. Johnson),85,109
344,4,10:49.0,N. Claxton makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,87,109
345,4,10:35.0,,T. Johnson misses 2-pt jump shot from 21 ft,87,109
346,4,10:32.0,Defensive rebound by K. Irving,,87,109
347,4,10:28.0,T. Prince makes 2-pt jump shot from 2 ft (assist by K. Irving),,89,109
348,4,10:27.0,,Phoenix full timeout,89,109
349,4,10:27.0,,A. Baynes enters the game for T. Johnson,89,109
350,4,10:27.0,,R. Rubio enters the game for F. Kaminsky,89,109
351,4,10:13.0,,A. Baynes makes 2-pt hook shot from 5 ft (assist by R. Rubio),89,111
352,4,10:02.0,S. Dinwiddie misses 2-pt jump shot from 13 ft,,89,111
353,4,9:59.0,,Defensive rebound by A. Baynes,89,111
354,4,9:44.0,,C. Johnson makes 2-pt dunk from 2 ft (assist by A. Baynes),89,113
355,4,9:30.0,J. Harris misses 3-pt jump shot from 25 ft,,89,113
356,4,9:28.0,,Defensive rebound by M. Bridges,89,113
357,4,9:22.0,,K. Oubre misses 3-pt jump shot from 26 ft,89,113
358,4,9:19.0,Defensive rebound by K. Irving,,89,113
359,4,9:15.0,K. Irving makes 2-pt layup from 1 ft,,91,113
360,4,9:04.0,,Personal foul by S. Dinwiddie (drawn by M. Bridges),91,113
361,4,9:04.0,C. LeVert enters the game for S. Dinwiddie,,91,113
362,4,8:56.0,,R. Rubio makes 2-pt jump shot from 8 ft,91,115
363,4,8:56.0,Brooklyn full timeout,,91,115
364,4,8:56.0,R. Kurucs enters the game for J. Harris,,91,115
365,4,8:56.0,D. Musa enters the game for K. Irving,,91,115
366,4,8:56.0,D. Nwaba enters the game for C. LeVert,,91,115
367,4,8:56.0,T. Pinson enters the game for T. Prince,,91,115
368,4,8:47.0,D. Musa misses 3-pt jump shot from 27 ft,,91,115
369,4,8:42.0,,Defensive rebound by C. Johnson,91,115
370,4,8:38.0,,K. Oubre misses 2-pt layup from 1 ft,91,115
371,4,8:38.0,,Offensive rebound by C. Johnson,91,115
372,4,8:38.0,,C. Johnson misses 2-pt layup from 1 ft,91,115
373,4,8:38.0,Defensive rebound by D. Musa,,91,115
374,4,8:26.0,Shooting foul by A. Baynes (drawn by T. Pinson),,91,115
375,4,8:26.0,T. Pinson makes free throw 1 of 2,,92,115
376,4,8:26.0,T. Pinson makes free throw 2 of 2,,93,115
377,4,8:10.0,,K. Oubre misses 2-pt layup from 2 ft,93,115
378,4,8:08.0,Defensive rebound by R. Kurucs,,93,115
