,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MEMPHIS_ACTION,LA LAKERS_SCORE,MEMPHIS_SCORE
0,1,11:34.0,,D. Brooks misses 3-pt jump shot from 28 ft,0,0
1,1,11:30.0,Defensive rebound by J. McGee,,0,0
2,1,11:17.0,A. Bradley misses 2-pt jump shot from 17 ft,,0,0
3,1,11:14.0,Offensive rebound by J. McGee,,0,0
4,1,11:05.0,L. James misses 3-pt jump shot from 26 ft,,0,0
5,1,11:01.0,,Defensive rebound by J. Valančiūnas,0,0
6,1,10:54.0,,J. Morant misses 2-pt jump shot from 12 ft,0,0
7,1,10:52.0,Defensive rebound by J. McGee,,0,0
8,1,10:36.0,A. Caruso misses 2-pt jump shot from 17 ft,,0,0
9,1,10:33.0,,Defensive rebound by D. Brooks,0,0
10,1,10:27.0,,D. Brooks makes 2-pt jump shot from 7 ft,0,2
11,1,10:01.0,A. Bradley misses 3-pt jump shot from 24 ft,,0,2
12,1,9:58.0,,Defensive rebound by J. Valančiūnas,0,2
13,1,9:51.0,,D. Brooks misses 2-pt dunk from 2 ft,0,2
14,1,9:48.0,Defensive rebound by A. Caruso,,0,2
15,1,9:43.0,A. Davis misses 2-pt layup from 5 ft,,0,2
16,1,9:42.0,,Defensive rebound by Team,0,2
17,1,9:26.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by J. Morant),0,4
18,1,9:05.0,Turnover by J. McGee (bad pass; steal by D. Melton),,0,4
19,1,9:00.0,,D. Melton misses 2-pt jump shot from 15 ft,0,4
20,1,8:56.0,Defensive rebound by A. Bradley,,0,4
21,1,8:37.0,L. James misses 2-pt layup from 2 ft,,0,4
22,1,8:34.0,,Defensive rebound by J. Valančiūnas,0,4
23,1,8:26.0,,J. Morant misses 3-pt jump shot from 25 ft,0,4
24,1,8:21.0,Defensive rebound by A. Davis,,0,4
25,1,8:18.0,Turnover by A. Davis (bad pass),,0,4
26,1,7:55.0,,K. Anderson misses 3-pt jump shot from 22 ft,0,4
27,1,7:50.0,,Offensive rebound by J. Valančiūnas,0,4
28,1,7:49.0,,J. Valančiūnas makes 2-pt hook shot from 5 ft,0,6
29,1,7:30.0,L. James misses 3-pt jump shot from 25 ft,,0,6
30,1,7:26.0,Offensive rebound by A. Davis,,0,6
31,1,7:24.0,A. Davis makes 2-pt jump shot from 12 ft,,2,6
32,1,7:11.0,,D. Melton makes 3-pt jump shot from 27 ft (assist by K. Anderson),2,9
33,1,6:56.0,A. Davis makes 3-pt jump shot from 23 ft (assist by L. James),,5,9
34,1,6:38.0,,D. Brooks misses 2-pt jump shot from 18 ft,5,9
35,1,6:35.0,Defensive rebound by L. James,,5,9
36,1,6:24.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by A. Davis),,8,9
37,1,6:22.0,,Memphis full timeout,8,9
38,1,6:07.0,,J. Valančiūnas misses 2-pt jump shot from 7 ft,8,9
39,1,6:03.0,Defensive rebound by A. Davis,,8,9
40,1,5:55.0,A. Caruso misses 3-pt jump shot from 25 ft,,8,9
41,1,5:52.0,Offensive rebound by L. James,,8,9
42,1,5:51.0,Turnover by L. James (bad pass; steal by J. Morant),,8,9
43,1,5:43.0,,J. Morant makes 2-pt layup from 2 ft (assist by K. Anderson),8,11
44,1,5:30.0,A. Davis makes 2-pt jump shot from 11 ft (assist by L. James),,10,11
45,1,5:21.0,,J. Valančiūnas misses 2-pt jump shot from 11 ft,10,11
46,1,5:18.0,Defensive rebound by A. Davis,,10,11
47,1,5:03.0,A. Davis misses 3-pt jump shot from 23 ft,,10,11
48,1,4:59.0,,Defensive rebound by J. Morant,10,11
49,1,4:56.0,,Turnover by K. Anderson (bad pass; steal by A. Caruso),10,11
50,1,4:52.0,L. James makes 2-pt layup from 2 ft,,12,11
51,1,4:52.0,Shooting foul by D. Brooks (drawn by L. James),,12,11
52,1,4:52.0,K. Caldwell-Pope enters the game for A. Caruso,,12,11
53,1,4:52.0,K. Kuzma enters the game for J. McGee,,12,11
54,1,4:52.0,,G. Dieng enters the game for K. Anderson,12,11
55,1,4:52.0,,T. Jones enters the game for D. Melton,12,11
56,1,4:52.0,L. James makes free throw 1 of 1,,13,11
57,1,4:36.0,,G. Dieng makes 2-pt jump shot from 10 ft (assist by J. Morant),13,13
58,1,4:24.0,Personal foul by J. Valančiūnas (drawn by A. Davis),,13,13
59,1,4:24.0,R. Rondo enters the game for L. James,,13,13
60,1,4:24.0,,J. Jackson enters the game for D. Brooks,13,13
61,1,4:18.0,K. Kuzma makes 2-pt jump shot from 20 ft (assist by A. Bradley),,15,13
