,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHOENIX_ACTION,MINNESOTA_SCORE,PHOENIX_SCORE
357,4,10:19.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,88,97
358,4,10:17.0,Defensive rebound by J. Culver,,88,97
359,4,10:08.0,Shooting foul by R. Rubio (drawn by A. Wiggins),,88,97
360,4,10:08.0,A. Wiggins makes free throw 1 of 2,,89,97
361,4,10:08.0,A. Wiggins makes free throw 2 of 2,,90,97
362,4,9:59.0,Violation by Team (kicked ball),,90,97
363,4,9:50.0,,C. Johnson misses 3-pt jump shot from 25 ft,90,97
364,4,9:46.0,Defensive rebound by J. Culver,,90,97
365,4,9:41.0,Offensive foul by G. Dieng (drawn by R. Rubio),,90,97
366,4,9:41.0,Turnover by G. Dieng (offensive foul),,90,97
367,4,9:30.0,,K. Oubre misses 3-pt jump shot from 26 ft,90,97
368,4,9:28.0,,Offensive rebound by M. Bridges,90,97
369,4,9:27.0,,C. Johnson makes 3-pt jump shot from 25 ft (assist by M. Bridges),90,100
370,4,9:08.0,G. Dieng misses 2-pt dunk from 1 ft,,90,100
371,4,9:06.0,,Defensive rebound by F. Kaminsky,90,100
372,4,9:04.0,,Shooting foul by A. Wiggins (drawn by M. Bridges),90,100
373,4,9:04.0,,M. Bridges makes free throw 1 of 2,90,101
374,4,9:04.0,K. Towns enters the game for G. Dieng,,90,101
375,4,9:04.0,,D. Šarić enters the game for F. Kaminsky,90,101
376,4,9:04.0,,M. Bridges makes free throw 2 of 2,90,102
377,4,8:46.0,Turnover by K. Towns (lost ball; steal by D. Šarić),,90,102
378,4,8:45.0,,Personal foul by J. Culver (drawn by K. Oubre),90,102
379,4,8:45.0,J. Okogie enters the game for J. Culver,,90,102
380,4,8:27.0,,Turnover by D. Šarić (traveling),90,102
381,4,8:12.0,K. Bates-Diop misses 2-pt layup from 2 ft (block by M. Bridges),,90,102
382,4,8:11.0,Offensive rebound by Team,,90,102
383,4,8:08.0,K. Towns misses 2-pt layup from 1 ft,,90,102
384,4,8:07.0,Offensive rebound by K. Towns,,90,102
385,4,8:07.0,R. Covington enters the game for K. Bates-Diop,,90,102
