,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHOENIX_ACTION,MINNESOTA_SCORE,PHOENIX_SCORE
0,1,11:45.0,K. Towns makes 3-pt jump shot from 26 ft,,3,0
1,1,11:20.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by R. Rubio),3,3
2,1,11:08.0,Shooting foul by F. Kaminsky (drawn by K. Towns),,3,3
3,1,11:08.0,K. Towns misses free throw 1 of 2,,3,3
4,1,11:08.0,Offensive rebound by Team,,3,3
5,1,11:08.0,K. Towns makes free throw 2 of 2,,4,3
6,1,10:58.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by D. Booker),4,6
7,1,10:44.0,K. Towns misses 3-pt jump shot from 26 ft,,4,6
8,1,10:42.0,,Defensive rebound by D. Šarić,4,6
9,1,10:34.0,,Shooting foul by J. Okogie (drawn by D. Booker),4,6
10,1,10:34.0,,D. Booker misses free throw 1 of 2,4,6
11,1,10:34.0,,Offensive rebound by Team,4,6
12,1,10:34.0,,D. Booker makes free throw 2 of 2,4,7
13,1,10:21.0,A. Wiggins misses 2-pt jump shot from 12 ft,,4,7
14,1,10:18.0,,Defensive rebound by D. Booker,4,7
15,1,10:10.0,,K. Oubre misses 3-pt jump shot from 23 ft,4,7
16,1,10:09.0,Defensive rebound by K. Towns,,4,7
17,1,10:00.0,J. Culver makes 2-pt dunk from 1 ft (assist by K. Towns),,6,7
18,1,9:54.0,,D. Booker makes 2-pt layup from 1 ft (assist by R. Rubio),6,9
19,1,9:39.0,R. Covington makes 2-pt dunk at rim,,8,9
20,1,9:24.0,,Turnover by K. Oubre (lost ball; steal by J. Okogie),8,9
21,1,9:19.0,J. Okogie makes 2-pt layup at rim (assist by J. Culver),,10,9
22,1,9:02.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by R. Rubio),10,12
23,1,8:50.0,Personal foul by F. Kaminsky (drawn by K. Towns),,10,12
24,1,8:44.0,A. Wiggins makes 2-pt layup from 2 ft,,12,12
25,1,8:44.0,Shooting foul by K. Oubre (drawn by A. Wiggins),,12,12
26,1,8:44.0,A. Wiggins misses free throw 1 of 1,,12,12
27,1,8:42.0,,Defensive rebound by D. Šarić,12,12
28,1,8:27.0,,R. Rubio misses 2-pt jump shot from 10 ft (block by J. Culver),12,12
29,1,8:27.0,Defensive rebound by J. Culver,,12,12
30,1,8:16.0,K. Towns misses 2-pt hook shot from 2 ft,,12,12
31,1,8:14.0,,Defensive rebound by F. Kaminsky,12,12
32,1,8:02.0,,K. Oubre misses 2-pt layup from 1 ft (block by K. Towns),12,12
33,1,7:59.0,,Offensive rebound by K. Oubre,12,12
34,1,7:59.0,,K. Oubre makes 2-pt layup at rim,12,14
35,1,7:51.0,A. Wiggins misses 3-pt jump shot from 26 ft,,12,14
36,1,7:51.0,,Defensive rebound by D. Šarić,12,14
37,1,7:43.0,,F. Kaminsky misses 2-pt hook shot from 4 ft,12,14
38,1,7:40.0,Defensive rebound by K. Towns,,12,14
39,1,7:31.0,J. Okogie makes 2-pt jump shot from 3 ft,,14,14
40,1,7:20.0,,D. Šarić makes 2-pt layup from 1 ft (assist by F. Kaminsky),14,16
41,1,7:04.0,K. Towns makes 2-pt dunk at rim,,16,16
42,1,6:48.0,,R. Rubio makes 2-pt jump shot from 10 ft,16,18
43,1,6:35.0,Shooting foul by K. Oubre (drawn by R. Covington),,16,18
44,1,6:35.0,,Phoenix full timeout,16,18
45,1,6:35.0,J. Teague enters the game for A. Wiggins,,16,18
46,1,6:35.0,,M. Bridges enters the game for F. Kaminsky,16,18
47,1,6:35.0,,C. Johnson enters the game for K. Oubre,16,18
48,1,6:35.0,R. Covington makes free throw 1 of 2,,17,18
49,1,6:35.0,R. Covington makes free throw 2 of 2,,18,18
50,1,6:24.0,,R. Rubio misses 2-pt layup from 3 ft,18,18
51,1,6:23.0,,Offensive rebound by D. Šarić,18,18
52,1,6:21.0,,D. Šarić makes 2-pt layup from 1 ft,18,20
53,1,6:21.0,J. Bell enters the game for R. Covington,,18,20
54,1,6:21.0,Minnesota full timeout,,18,20
55,1,6:21.0,Instant Replay (Challenge: Ruling Stands),,18,20
56,1,6:05.0,J. Bell makes 2-pt hook shot from 4 ft,,20,20
57,1,5:47.0,,D. Booker misses 3-pt jump shot from 25 ft,20,20
58,1,5:44.0,Defensive rebound by J. Bell,,20,20
59,1,5:40.0,J. Okogie misses 2-pt layup from 1 ft,,20,20
60,1,5:40.0,,Defensive rebound by D. Šarić,20,20
61,1,5:40.0,,Personal foul by J. Culver (drawn by D. Booker),20,20
62,1,5:29.0,,D. Šarić makes 2-pt layup from 1 ft,20,22
63,1,5:11.0,J. Bell misses 2-pt layup from 1 ft (block by D. Booker),,20,22
64,1,5:09.0,Offensive rebound by J. Okogie,,20,22
65,1,5:07.0,J. Okogie makes 2-pt layup at rim,,22,22
66,1,4:55.0,,Personal foul by J. Teague (drawn by R. Rubio),22,22
67,1,4:55.0,K. Bates-Diop enters the game for J. Culver,,22,22
68,1,4:55.0,S. Napier enters the game for J. Okogie,,22,22
69,1,4:55.0,,T. Jerome enters the game for R. Rubio,22,22
70,1,4:46.0,,M. Bridges misses 3-pt jump shot from 24 ft,22,22
71,1,4:42.0,Defensive rebound by K. Towns,,22,22
72,1,4:21.0,Turnover by S. Napier (traveling),,22,22
73,1,4:21.0,,A. Baynes enters the game for D. Šarić,22,22
74,1,4:12.0,,D. Booker misses 2-pt jump shot from 19 ft,22,22
75,1,4:09.0,Defensive rebound by K. Towns,,22,22
76,1,3:59.0,Turnover by J. Teague (bad pass; steal by M. Bridges),,22,22
77,1,3:52.0,,D. Booker makes 2-pt layup from 1 ft (assist by M. Bridges),22,24
78,1,3:43.0,J. Teague misses 3-pt jump shot from 27 ft,,22,24
79,1,3:38.0,,Defensive rebound by A. Baynes,22,24
80,1,3:24.0,,M. Bridges misses 2-pt layup at rim (block by J. Bell),22,24
81,1,3:21.0,Defensive rebound by J. Bell,,22,24
82,1,3:13.0,S. Napier makes 2-pt jump shot from 2 ft,,24,24
83,1,2:56.0,,C. Johnson makes 2-pt layup from 1 ft (assist by M. Bridges),24,26
84,1,2:40.0,S. Napier makes 3-pt jump shot from 27 ft,,27,26
85,1,2:14.0,,D. Booker makes 2-pt layup at rim,27,28
86,1,1:58.0,K. Towns makes 2-pt dunk from 1 ft,,29,28
87,1,1:44.0,,C. Johnson makes 3-pt jump shot from 27 ft (assist by A. Baynes),29,31
88,1,1:17.0,Turnover by S. Napier (out of bounds lost ball),,29,31
89,1,1:17.0,G. Dieng enters the game for J. Bell,,29,31
90,1,1:17.0,T. Graham enters the game for K. Towns,,29,31
91,1,1:07.0,,D. Booker makes 2-pt jump shot from 13 ft,29,33
92,1,0:50.0,S. Napier misses 3-pt jump shot from 25 ft,,29,33
93,1,0:47.0,,Defensive rebound by C. Johnson,29,33
94,1,0:34.0,,Turnover by D. Booker (bad pass; steal by G. Dieng),29,33
95,1,0:13.0,J. Teague misses 2-pt layup from 1 ft,,29,33
96,1,0:12.0,Offensive rebound by J. Teague,,29,33
97,1,0:12.0,J. Teague makes 2-pt layup at rim,,31,33
98,1,0:04.0,,Personal take foul by S. Napier (drawn by D. Booker),31,33
99,1,0:04.0,J. Okogie enters the game for J. Teague,,31,33
100,1,0:01.0,,A. Baynes misses 3-pt jump shot from 27 ft,31,33
101,1,0:01.0,,Offensive rebound by M. Bridges,31,33
102,2,11:46.0,,C. Diallo misses 2-pt layup from 1 ft (block by G. Dieng),31,33
103,2,11:43.0,Defensive rebound by J. Teague,,31,33
104,2,11:31.0,Turnover by J. Teague (bad pass; steal by M. Bridges),,31,33
105,2,11:26.0,,K. Oubre makes 2-pt jump shot from 8 ft (assist by R. Rubio),31,35
106,2,11:17.0,G. Dieng makes 2-pt dunk at rim (assist by J. Teague),,33,35
107,2,11:04.0,,Turnover by M. Bridges (lost ball; steal by J. Teague),33,35
108,2,10:58.0,K. Bates-Diop misses 2-pt layup from 1 ft (block by M. Bridges),,33,35
109,2,10:55.0,,Defensive rebound by K. Oubre,33,35
110,2,10:49.0,,C. Johnson misses 3-pt jump shot from 23 ft,33,35
111,2,10:43.0,Defensive rebound by K. Bates-Diop,,33,35
112,2,10:31.0,J. Teague makes 2-pt jump shot from 8 ft,,35,35
113,2,10:24.0,,Personal foul by K. Bates-Diop (drawn by M. Bridges),35,35
114,2,10:18.0,,C. Diallo misses 2-pt jump shot from 19 ft,35,35
115,2,10:16.0,,Offensive rebound by R. Rubio,35,35
116,2,10:16.0,,Personal foul by J. Teague (drawn by R. Rubio),35,35
117,2,10:07.0,,K. Oubre makes 2-pt jump shot from 10 ft,35,37
118,2,9:41.0,T. Graham misses 2-pt layup from 3 ft,,35,37
119,2,9:41.0,Offensive rebound by Team,,35,37
120,2,9:39.0,A. Wiggins makes 2-pt jump shot from 13 ft (assist by J. Teague),,37,37
121,2,9:28.0,,R. Rubio misses 2-pt layup from 1 ft,37,37
122,2,9:27.0,Defensive rebound by G. Dieng,,37,37
123,2,9:17.0,G. Dieng makes 2-pt jump shot from 23 ft (assist by A. Wiggins),,39,37
124,2,9:17.0,,Phoenix full timeout,39,37
125,2,9:17.0,J. Culver enters the game for J. Teague,,39,37
126,2,8:57.0,,C. Diallo makes 2-pt layup from 1 ft (assist by R. Rubio),39,39
127,2,8:47.0,Offensive foul by J. Culver (drawn by M. Bridges),,39,39
128,2,8:47.0,Turnover by J. Culver (offensive foul),,39,39
129,2,8:47.0,,D. Šarić enters the game for C. Diallo,39,39
130,2,8:34.0,,K. Oubre misses 2-pt layup from 1 ft,39,39
131,2,8:32.0,Defensive rebound by J. Culver,,39,39
132,2,8:20.0,J. Culver misses 2-pt layup from 3 ft,,39,39
133,2,8:17.0,,Defensive rebound by D. Šarić,39,39
134,2,8:14.0,,M. Bridges misses 2-pt layup from 1 ft (block by A. Wiggins),39,39
135,2,8:14.0,Defensive rebound by T. Graham,,39,39
136,2,8:10.0,Shooting foul by D. Šarić (drawn by J. Culver),,39,39
137,2,8:10.0,J. Culver makes free throw 1 of 2,,40,39
138,2,8:10.0,J. Culver misses free throw 2 of 2,,40,39
139,2,8:08.0,,Defensive rebound by D. Šarić,40,39
140,2,7:58.0,,D. Šarić makes 2-pt jump shot from 19 ft (assist by C. Johnson),40,41
141,2,7:44.0,Offensive foul by J. Culver (drawn by R. Rubio),,40,41
142,2,7:44.0,Turnover by J. Culver (offensive foul),,40,41
143,2,7:44.0,J. Okogie enters the game for J. Culver,,40,41
144,2,7:44.0,K. Towns enters the game for G. Dieng,,40,41
145,2,7:32.0,,K. Oubre makes 2-pt jump shot from 7 ft (assist by R. Rubio),40,43
146,2,7:20.0,J. Okogie misses 3-pt jump shot from 27 ft,,40,43
147,2,7:16.0,,Defensive rebound by C. Johnson,40,43
148,2,7:11.0,,D. Šarić misses 3-pt jump shot from 26 ft,40,43
149,2,7:08.0,Defensive rebound by A. Wiggins,,40,43
150,2,6:56.0,K. Towns makes 2-pt layup from 1 ft (assist by K. Bates-Diop),,42,43
151,2,6:49.0,,R. Rubio makes 2-pt layup from 1 ft,42,45
152,2,6:35.0,K. Towns makes 3-pt jump shot from 27 ft (assist by A. Wiggins),,45,45
153,2,6:17.0,,M. Bridges makes 2-pt layup at rim (assist by R. Rubio),45,47
154,2,6:16.0,Minnesota full timeout,,45,47
155,2,6:16.0,R. Covington enters the game for K. Bates-Diop,,45,47
156,2,6:16.0,J. Teague enters the game for T. Graham,,45,47
157,2,6:16.0,,D. Booker enters the game for C. Johnson,45,47
158,2,6:16.0,,T. Jerome enters the game for R. Rubio,45,47
159,2,5:55.0,A. Wiggins misses 3-pt jump shot from 26 ft,,45,47
160,2,5:52.0,,Defensive rebound by M. Bridges,45,47
161,2,5:41.0,,Shooting foul by R. Covington (drawn by K. Oubre),45,47
162,2,5:41.0,,K. Oubre makes free throw 1 of 2,45,48
163,2,5:41.0,,K. Oubre makes free throw 2 of 2,45,49
164,2,5:28.0,K. Towns makes 2-pt layup from 1 ft,,47,49
165,2,5:28.0,Shooting foul by D. Šarić (drawn by K. Towns),,47,49
166,2,5:28.0,K. Towns makes free throw 1 of 1,,48,49
167,2,5:08.0,,T. Jerome misses 3-pt jump shot from 25 ft,48,49
168,2,5:05.0,Defensive rebound by J. Teague,,48,49
169,2,4:56.0,J. Teague makes 2-pt layup from 1 ft,,50,49
170,2,4:42.0,,K. Oubre misses 2-pt dunk from 1 ft,50,49
171,2,4:41.0,,Offensive rebound by D. Booker,50,49
172,2,4:39.0,,D. Booker makes 3-pt jump shot from 25 ft,50,52
173,2,4:27.0,J. Okogie misses 2-pt layup from 1 ft,,50,52
174,2,4:26.0,Offensive rebound by K. Towns,,50,52
175,2,4:25.0,K. Towns makes 2-pt dunk at rim,,52,52
176,2,4:15.0,,K. Oubre misses 3-pt jump shot from 24 ft,52,52
177,2,4:15.0,Defensive rebound by A. Wiggins,,52,52
178,2,4:02.0,J. Teague misses 2-pt layup from 2 ft,,52,52
179,2,4:01.0,,Defensive rebound by T. Jerome,52,52
180,2,3:53.0,,Personal foul by R. Covington (drawn by D. Booker),52,52
181,2,3:53.0,,A. Baynes enters the game for M. Bridges,52,52
182,2,3:53.0,,C. Johnson enters the game for T. Jerome,52,52
183,2,3:53.0,,R. Rubio enters the game for K. Oubre,52,52
184,2,3:43.0,,D. Booker misses 3-pt jump shot from 26 ft,52,52
185,2,3:41.0,Defensive rebound by K. Towns,,52,52
186,2,3:36.0,Personal foul by R. Rubio (drawn by J. Teague),,52,52
187,2,3:26.0,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),,54,52
188,2,3:14.0,,Shooting foul by K. Towns (drawn by D. Šarić),54,52
189,2,3:14.0,,D. Šarić makes free throw 1 of 2,54,53
190,2,3:14.0,,D. Šarić makes free throw 2 of 2,54,54
191,2,3:02.0,A. Wiggins makes 2-pt layup from 1 ft,,56,54
192,2,2:46.0,,A. Baynes misses 3-pt jump shot from 26 ft,56,54
193,2,2:43.0,Defensive rebound by J. Okogie,,56,54
194,2,2:32.0,J. Teague makes 2-pt layup from 1 ft,,58,54
195,2,2:25.0,,Turnover by D. Booker (lost ball; steal by J. Okogie),58,54
196,2,2:18.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by J. Teague),,61,54
197,2,1:56.0,,D. Šarić makes 3-pt jump shot from 23 ft (assist by R. Rubio),61,57
198,2,1:41.0,J. Teague misses 2-pt layup from 4 ft,,61,57
199,2,1:39.0,Offensive rebound by K. Towns,,61,57
200,2,1:39.0,K. Towns misses 2-pt layup from 4 ft (block by A. Baynes),,61,57
201,2,1:36.0,,Defensive rebound by D. Šarić,61,57
202,2,1:31.0,,A. Baynes makes 2-pt layup at rim (assist by D. Booker),61,59
203,2,1:16.0,Personal foul by A. Baynes (drawn by K. Towns),,61,59
204,2,1:08.0,A. Wiggins makes 2-pt layup at rim,,63,59
205,2,0:53.0,,R. Rubio misses 2-pt jump shot from 14 ft,63,59
206,2,0:51.0,,Offensive rebound by R. Rubio,63,59
207,2,0:49.0,,R. Rubio makes 2-pt layup at rim,63,61
208,2,0:46.0,J. Okogie misses 2-pt layup from 2 ft,,63,61
209,2,0:45.0,Offensive rebound by K. Towns,,63,61
210,2,0:44.0,Shooting foul by A. Baynes (drawn by K. Towns),,63,61
211,2,0:44.0,K. Towns makes free throw 1 of 2,,64,61
212,2,0:44.0,,K. Oubre enters the game for C. Johnson,64,61
213,2,0:44.0,K. Towns misses free throw 2 of 2,,64,61
214,2,0:42.0,,Defensive rebound by A. Baynes,64,61
215,2,0:30.0,,Offensive foul by A. Baynes (drawn by J. Teague),64,61
216,2,0:30.0,,Turnover by A. Baynes (offensive foul),64,61
217,2,0:11.0,A. Wiggins misses 2-pt jump shot from 10 ft,,64,61
218,2,0:10.0,,Defensive rebound by K. Oubre,64,61
219,2,0:03.0,,D. Booker misses 2-pt layup from 11 ft,64,61
220,2,0:02.0,Defensive rebound by R. Covington,,64,61
221,2,0:01.0,R. Covington misses 3-pt jump shot from 48 ft,,64,61
222,2,0:00.0,Offensive rebound by Team,,64,61
223,3,11:48.0,,Shooting foul by K. Towns (drawn by K. Oubre),64,61
224,3,11:48.0,,K. Oubre makes free throw 1 of 2,64,62
225,3,11:48.0,,K. Oubre makes free throw 2 of 2,64,63
226,3,11:33.0,Shooting foul by F. Kaminsky (drawn by K. Towns),,64,63
227,3,11:33.0,K. Towns makes free throw 1 of 2,,65,63
228,3,11:33.0,K. Towns makes free throw 2 of 2,,66,63
229,3,11:14.0,,D. Booker misses 2-pt jump shot from 9 ft (block by A. Wiggins),66,63
230,3,11:14.0,Defensive rebound by Team,,66,63
231,3,11:06.0,R. Covington misses 3-pt jump shot from 28 ft,,66,63
232,3,11:03.0,Offensive rebound by Team,,66,63
233,3,10:54.0,Turnover by J. Culver (bad pass; steal by F. Kaminsky),,66,63
234,3,10:48.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by R. Rubio),66,65
235,3,10:35.0,Personal foul by F. Kaminsky (drawn by K. Towns),,66,65
236,3,10:35.0,,M. Bridges enters the game for F. Kaminsky,66,65
237,3,10:29.0,K. Towns misses 2-pt jump shot from 3 ft,,66,65
238,3,10:27.0,,Defensive rebound by R. Rubio,66,65
239,3,10:23.0,,Shooting foul by J. Culver (drawn by R. Rubio),66,65
240,3,10:23.0,,R. Rubio makes free throw 1 of 2,66,66
241,3,10:23.0,S. Napier enters the game for J. Culver,,66,66
242,3,10:23.0,,R. Rubio makes free throw 2 of 2,66,67
243,3,10:14.0,Shooting foul by D. Šarić (drawn by A. Wiggins),,66,67
244,3,10:14.0,A. Wiggins makes free throw 1 of 2,,67,67
245,3,10:14.0,A. Wiggins makes free throw 2 of 2,,68,67
246,3,10:01.0,,R. Rubio misses 2-pt layup from 1 ft,68,67
247,3,9:59.0,Defensive rebound by S. Napier,,68,67
248,3,9:55.0,R. Covington misses 3-pt jump shot from 26 ft,,68,67
249,3,9:51.0,,Defensive rebound by M. Bridges,68,67
250,3,9:48.0,,D. Booker makes 3-pt jump shot from 27 ft,68,70
251,3,9:28.0,A. Wiggins misses 2-pt jump shot from 19 ft,,68,70
252,3,9:24.0,,Defensive rebound by D. Booker,68,70
253,3,9:21.0,,D. Booker makes 3-pt jump shot from 25 ft,68,73
254,3,9:20.0,Minnesota full timeout,,68,73
255,3,9:09.0,K. Towns makes 2-pt layup at rim,,70,73
256,3,8:55.0,,Turnover by R. Rubio (lost ball; steal by S. Napier),70,73
257,3,8:50.0,A. Wiggins makes 2-pt jump shot from 5 ft (assist by S. Napier),,72,73
258,3,8:45.0,,Offensive foul by D. Booker (drawn by J. Okogie),72,73
259,3,8:45.0,,Turnover by D. Booker (offensive foul),72,73
260,3,8:37.0,Turnover by S. Napier (bad pass),,72,73
261,3,8:23.0,,D. Booker misses 2-pt layup from 2 ft (block by K. Towns),72,73
262,3,8:20.0,,Offensive rebound by M. Bridges,72,73
263,3,8:19.0,,K. Oubre misses 3-pt jump shot from 23 ft,72,73
264,3,8:17.0,Defensive rebound by K. Towns,,72,73
265,3,8:07.0,Turnover by K. Towns (traveling),,72,73
266,3,7:51.0,,R. Rubio misses 2-pt layup from 2 ft,72,73
267,3,7:49.0,Defensive rebound by K. Towns,,72,73
268,3,7:46.0,Turnover by R. Covington (traveling),,72,73
269,3,7:27.0,,K. Oubre makes 2-pt layup from 1 ft (assist by D. Booker),72,75
270,3,7:12.0,A. Wiggins misses 2-pt layup from 1 ft (block by K. Oubre),,72,75
271,3,7:09.0,,Defensive rebound by K. Oubre,72,75
272,3,7:00.0,,D. Booker makes 2-pt layup at rim (assist by R. Rubio),72,77
273,3,6:44.0,Turnover by A. Wiggins (bad pass),,72,77
274,3,6:30.0,,R. Rubio misses 2-pt layup from 1 ft,72,77
275,3,6:27.0,Defensive rebound by A. Wiggins,,72,77
276,3,6:24.0,S. Napier makes 2-pt layup from 1 ft (assist by A. Wiggins),,74,77
277,3,6:19.0,,Shooting foul by A. Wiggins (drawn by K. Oubre),74,77
278,3,6:19.0,,K. Oubre makes free throw 1 of 2,74,78
279,3,6:19.0,J. Teague enters the game for A. Wiggins,,74,78
280,3,6:19.0,,K. Oubre makes free throw 2 of 2,74,79
281,3,6:12.0,R. Covington misses 3-pt jump shot from 28 ft,,74,79
282,3,6:11.0,,Defensive rebound by Team,74,79
283,3,5:55.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by R. Rubio),74,82
284,3,5:54.0,Minnesota full timeout,,74,82
285,3,5:54.0,K. Bates-Diop enters the game for J. Okogie,,74,82
286,3,5:31.0,J. Teague makes 2-pt jump shot from 9 ft (assist by S. Napier),,76,82
287,3,5:13.0,,D. Šarić misses 3-pt jump shot from 25 ft,76,82
288,3,5:10.0,Defensive rebound by R. Covington,,76,82
289,3,5:00.0,K. Towns makes 2-pt hook shot from 6 ft,,78,82
290,3,4:46.0,,Turnover by M. Bridges (bad pass; steal by J. Teague),78,82
291,3,4:41.0,K. Towns misses 3-pt jump shot from 27 ft,,78,82
292,3,4:38.0,,Defensive rebound by M. Bridges,78,82
293,3,4:32.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by R. Rubio),78,84
294,3,4:05.0,Turnover by Team (shot clock),,78,84
295,3,4:05.0,,A. Baynes enters the game for K. Oubre,78,84
296,3,4:05.0,,T. Jerome enters the game for R. Rubio,78,84
297,3,4:05.0,,C. Johnson enters the game for D. Šarić,78,84
298,3,3:54.0,,D. Booker makes 2-pt jump shot from 17 ft,78,86
299,3,3:39.0,Shooting foul by M. Bridges (drawn by J. Teague),,78,86
300,3,3:39.0,J. Teague makes free throw 1 of 2,,79,86
301,3,3:39.0,G. Dieng enters the game for R. Covington,,79,86
302,3,3:39.0,T. Graham enters the game for S. Napier,,79,86
303,3,3:39.0,A. Wiggins enters the game for K. Towns,,79,86
304,3,3:39.0,J. Teague misses free throw 2 of 2,,79,86
305,3,3:37.0,,Defensive rebound by M. Bridges,79,86
306,3,3:29.0,,D. Booker misses 2-pt jump shot from 17 ft,79,86
307,3,3:29.0,,Offensive rebound by C. Johnson,79,86
308,3,3:22.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Booker),79,89
309,3,3:13.0,Offensive foul by J. Teague (drawn by T. Jerome),,79,89
310,3,3:13.0,Turnover by J. Teague (offensive foul),,79,89
311,3,3:03.0,,C. Johnson misses 3-pt jump shot from 28 ft,79,89
312,3,3:00.0,Defensive rebound by K. Bates-Diop,,79,89
313,3,2:53.0,Shooting foul by A. Baynes (drawn by J. Teague),,79,89
314,3,2:53.0,J. Teague makes free throw 1 of 2,,80,89
315,3,2:53.0,J. Teague makes free throw 2 of 2,,81,89
316,3,2:42.0,,A. Baynes misses 3-pt jump shot from 25 ft,81,89
317,3,2:39.0,,Offensive rebound by Team,81,89
318,3,2:36.0,,A. Baynes makes 3-pt jump shot from 26 ft (assist by C. Johnson),81,92
319,3,2:19.0,T. Graham makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,84,92
320,3,2:04.0,,A. Baynes misses 3-pt jump shot from 25 ft,84,92
321,3,2:02.0,,Offensive rebound by M. Bridges,84,92
322,3,1:58.0,,D. Booker makes 2-pt layup from 1 ft (assist by M. Bridges),84,94
323,3,1:40.0,J. Teague misses 2-pt layup from 1 ft,,84,94
324,3,1:38.0,,Defensive rebound by A. Baynes,84,94
325,3,1:25.0,,D. Booker misses 3-pt jump shot from 25 ft,84,94
326,3,1:22.0,Defensive rebound by K. Bates-Diop,,84,94
327,3,1:10.0,G. Dieng misses 2-pt jump shot from 6 ft,,84,94
328,3,1:08.0,,Defensive rebound by D. Booker,84,94
329,3,1:04.0,,C. Johnson misses 3-pt jump shot from 23 ft,84,94
330,3,1:00.0,Defensive rebound by G. Dieng,,84,94
331,3,0:53.0,Shooting foul by T. Jerome (drawn by T. Graham),,84,94
332,3,0:53.0,,Phoenix full timeout,84,94
333,3,0:53.0,T. Graham misses free throw 1 of 2,,84,94
334,3,0:53.0,Offensive rebound by Team,,84,94
335,3,0:53.0,T. Graham makes free throw 2 of 2,,85,94
336,3,0:35.0,,A. Baynes misses 3-pt jump shot from 27 ft,85,94
337,3,0:31.0,Defensive rebound by K. Bates-Diop,,85,94
338,3,0:11.0,A. Wiggins misses 3-pt jump shot from 27 ft,,85,94
339,3,0:07.0,Offensive rebound by K. Bates-Diop,,85,94
340,3,0:01.0,J. Teague misses 2-pt layup from 1 ft,,85,94
341,3,0:00.0,Offensive rebound by Team,,85,94
342,4,11:47.0,S. Napier misses 3-pt jump shot from 26 ft,,85,94
343,4,11:44.0,,Defensive rebound by C. Johnson,85,94
344,4,11:30.0,,R. Rubio misses 2-pt jump shot from 21 ft,85,94
345,4,11:25.0,Defensive rebound by J. Culver,,85,94
346,4,11:17.0,A. Wiggins misses 2-pt jump shot from 8 ft,,85,94
347,4,11:16.0,Offensive rebound by A. Wiggins,,85,94
348,4,11:16.0,Personal foul by M. Bridges (drawn by A. Wiggins),,85,94
349,4,11:05.0,Turnover by S. Napier (bad pass; steal by M. Bridges),,85,94
350,4,11:03.0,,Personal foul by K. Bates-Diop (drawn by M. Bridges),85,94
351,4,10:52.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),85,97
352,4,10:34.0,G. Dieng misses 3-pt jump shot from 23 ft,,85,97
353,4,10:30.0,Offensive rebound by J. Culver,,85,97
354,4,10:30.0,J. Culver makes 2-pt layup from 1 ft,,87,97
355,4,10:30.0,Shooting foul by K. Oubre (drawn by J. Culver),,87,97
356,4,10:30.0,J. Culver makes free throw 1 of 1,,88,97
