,QUARTER,TIME_REMAINING,CHICAGO_ACTION,GOLDEN STATE_ACTION,CHICAGO_SCORE,GOLDEN STATE_SCORE
0,1,11:43.0,Turnover by L. Markkanen (lost ball; steal by D. Green),,0,0
1,1,11:34.0,,Turnover by D. Green (bad pass),0,0
2,1,11:21.0,Z. LaVine makes 3-pt jump shot from 29 ft (assist by T. Satoranský),,3,0
3,1,11:05.0,,A. Burks misses 2-pt jump shot from 21 ft,3,0
4,1,11:03.0,Defensive rebound by T. Satoranský,,3,0
5,1,10:55.0,T. Satoranský misses 2-pt jump shot from 12 ft,,3,0
6,1,10:54.0,,Defensive rebound by W. Cauley-Stein,3,0
7,1,10:44.0,,Personal foul by T. Satoranský (drawn by A. Burks),3,0
8,1,10:34.0,,W. Cauley-Stein misses 2-pt hook shot from 3 ft,3,0
9,1,10:30.0,Defensive rebound by W. Carter,,3,0
10,1,10:22.0,Turnover by T. Satoranský (bad pass),,3,0
11,1,10:12.0,,Shooting foul by W. Carter (drawn by W. Cauley-Stein),3,0
12,1,10:12.0,,W. Cauley-Stein misses free throw 1 of 2,3,0
13,1,10:12.0,,Offensive rebound by Team,3,0
14,1,10:12.0,,W. Cauley-Stein makes free throw 2 of 2,3,1
15,1,10:01.0,Z. LaVine misses 2-pt jump shot from 21 ft,,3,1
16,1,9:59.0,,Defensive rebound by E. Paschall,3,1
17,1,9:53.0,,Personal foul by L. Markkanen (drawn by W. Cauley-Stein),3,1
18,1,9:53.0,K. Dunn enters the game for C. Hutchison,,3,1
19,1,9:38.0,,E. Paschall misses 2-pt jump shot from 19 ft (block by Z. LaVine),3,1
20,1,9:36.0,,Offensive rebound by E. Paschall,3,1
21,1,9:36.0,,E. Paschall misses 2-pt layup from 3 ft,3,1
22,1,9:35.0,Defensive rebound by K. Dunn,,3,1
23,1,9:28.0,L. Markkanen makes 3-pt jump shot from 23 ft (assist by T. Satoranský),,6,1
24,1,9:28.0,Shooting foul by D. Green (drawn by L. Markkanen),,6,1
25,1,9:28.0,L. Markkanen makes free throw 1 of 1,,7,1
26,1,9:16.0,,Turnover by D. Green (lost ball; steal by T. Satoranský),7,1
27,1,9:11.0,Z. LaVine makes 2-pt dunk at rim (assist by T. Satoranský),,9,1
28,1,8:55.0,,A. Burks makes 2-pt layup from 3 ft (assist by D. Green),9,3
29,1,8:45.0,Z. LaVine misses 3-pt jump shot from 23 ft,,9,3
30,1,8:43.0,,Defensive rebound by A. Burks,9,3
31,1,8:38.0,,D. Green makes 2-pt jump shot from 10 ft (assist by A. Burks),9,5
32,1,8:28.0,L. Markkanen misses 3-pt jump shot from 27 ft,,9,5
33,1,8:26.0,,Defensive rebound by A. Burks,9,5
34,1,8:04.0,,E. Paschall makes 2-pt jump shot from 7 ft (assist by D. Green),9,7
35,1,8:04.0,,Shooting foul by K. Dunn (drawn by E. Paschall),9,7
36,1,8:04.0,,E. Paschall makes free throw 1 of 1,9,8
37,1,7:45.0,L. Markkanen misses 2-pt jump shot from 11 ft,,9,8
38,1,7:44.0,,Defensive rebound by W. Cauley-Stein,9,8
39,1,7:35.0,,Golden State full timeout,9,8
40,1,7:29.0,,Turnover by D. Green (bad pass; steal by W. Carter),9,8
41,1,7:14.0,T. Satoranský misses 2-pt hook shot from 6 ft,,9,8
42,1,7:12.0,,Defensive rebound by A. Burks,9,8
43,1,7:08.0,,E. Paschall makes 2-pt layup from 3 ft (assist by A. Burks),9,10
44,1,7:08.0,,Shooting foul by W. Carter (drawn by E. Paschall),9,10
45,1,7:08.0,D. Gafford enters the game for W. Carter,,9,10
46,1,7:08.0,,K. Bowman enters the game for D. Green,9,10
47,1,7:08.0,,E. Paschall makes free throw 1 of 1,9,11
48,1,6:48.0,K. Dunn misses 2-pt jump shot from 10 ft (block by W. Cauley-Stein),,9,11
49,1,6:47.0,Offensive rebound by D. Gafford,,9,11
50,1,6:47.0,Shooting foul by A. Burks (drawn by D. Gafford),,9,11
51,1,6:47.0,D. Gafford misses free throw 1 of 2,,9,11
52,1,6:47.0,Offensive rebound by Team,,9,11
53,1,6:47.0,D. Gafford misses free throw 2 of 2,,9,11
54,1,6:46.0,,Defensive rebound by W. Cauley-Stein,9,11
55,1,6:33.0,,A. Burks misses 3-pt jump shot from 23 ft,9,11
56,1,6:30.0,Defensive rebound by Team,,9,11
57,1,6:06.0,Turnover by T. Satoranský (bad pass; steal by G. Robinson),,9,11
58,1,5:49.0,,W. Cauley-Stein misses 2-pt layup from 4 ft,9,11
59,1,5:48.0,,Offensive rebound by W. Cauley-Stein,9,11
60,1,5:48.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,9,11
61,1,5:47.0,,Offensive rebound by W. Cauley-Stein,9,11
62,1,5:45.0,,Turnover by W. Cauley-Stein (bad pass; steal by Z. LaVine),9,11
63,1,5:39.0,L. Markkanen misses 3-pt jump shot from 26 ft,,9,11
64,1,5:37.0,,Defensive rebound by A. Burks,9,11
65,1,5:30.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,9,11
66,1,5:26.0,Defensive rebound by L. Markkanen,,9,11
67,1,5:24.0,T. Satoranský makes 3-pt jump shot from 24 ft (assist by Z. LaVine),,12,11
68,1,5:01.0,,G. Robinson misses 3-pt jump shot from 27 ft,12,11
69,1,4:58.0,Defensive rebound by K. Dunn,,12,11
70,1,4:50.0,Z. LaVine misses 3-pt jump shot from 23 ft,,12,11
71,1,4:48.0,,Defensive rebound by W. Cauley-Stein,12,11
72,1,4:40.0,,Shooting foul by T. Satoranský (drawn by W. Cauley-Stein),12,11
73,1,4:40.0,,W. Cauley-Stein makes free throw 1 of 2,12,12
74,1,4:40.0,C. White enters the game for L. Markkanen,,12,12
75,1,4:40.0,T. Young enters the game for T. Satoranský,,12,12
76,1,4:40.0,,J. Poole enters the game for A. Burks,12,12
77,1,4:40.0,,W. Cauley-Stein makes free throw 2 of 2,12,13
78,1,4:29.0,C. White misses 2-pt jump shot from 11 ft,,12,13
79,1,4:22.0,,Defensive rebound by J. Poole,12,13
80,1,4:17.0,,J. Poole misses 3-pt jump shot from 26 ft,12,13
81,1,4:11.0,Defensive rebound by T. Young,,12,13
82,1,4:06.0,D. Gafford makes 2-pt layup from 3 ft (assist by T. Young),,14,13
83,1,3:52.0,,E. Paschall makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),14,16
84,1,3:44.0,Personal foul by K. Bowman (drawn by K. Dunn),,14,16
85,1,3:44.0,R. Arcidiacono enters the game for Z. LaVine,,14,16
86,1,3:44.0,,M. Chriss enters the game for W. Cauley-Stein,14,16
87,1,3:28.0,Turnover by T. Young (bad pass; steal by M. Chriss),,14,16
88,1,3:24.0,,M. Chriss makes 2-pt jump shot from 8 ft (assist by K. Bowman),14,18
89,1,3:13.0,Personal foul by M. Chriss (drawn by D. Gafford),,14,18
90,1,3:13.0,,O. Spellman enters the game for E. Paschall,14,18
91,1,3:01.0,K. Dunn misses 2-pt layup from 2 ft,,14,18
92,1,3:00.0,Offensive rebound by T. Young,,14,18
93,1,3:00.0,T. Young misses 2-pt layup at rim,,14,18
94,1,2:59.0,,Defensive rebound by J. Poole,14,18
95,1,2:55.0,,G. Robinson makes 3-pt jump shot from 26 ft (assist by J. Poole),14,21
96,1,2:47.0,Chicago full timeout,,14,21
97,1,2:47.0,D. Valentine enters the game for K. Dunn,,14,21
98,1,2:44.0,T. Young misses 2-pt jump shot from 12 ft,,14,21
99,1,2:43.0,,Defensive rebound by M. Chriss,14,21
100,1,2:25.0,,G. Robinson misses 3-pt jump shot from 27 ft,14,21
101,1,2:23.0,Defensive rebound by T. Young,,14,21
102,1,2:10.0,D. Valentine misses 2-pt jump shot from 10 ft,,14,21
103,1,2:09.0,,Defensive rebound by O. Spellman,14,21
104,1,2:06.0,,Personal foul by R. Arcidiacono (drawn by K. Bowman),14,21
105,1,2:06.0,,K. Bowman makes free throw 1 of 2,14,22
106,1,2:06.0,,K. Bowman makes free throw 2 of 2,14,23
107,1,2:06.0,,A. Burks enters the game for G. Robinson,14,23
108,1,2:03.0,Turnover by C. White (out of bounds lost ball),,14,23
109,1,1:44.0,,Turnover by J. Poole (bad pass; steal by R. Arcidiacono),14,23
110,1,1:40.0,R. Arcidiacono misses 2-pt layup from 1 ft,,14,23
111,1,1:39.0,,Defensive rebound by O. Spellman,14,23
112,1,1:35.0,,K. Bowman misses 3-pt jump shot from 27 ft,14,23
113,1,1:33.0,Defensive rebound by D. Gafford,,14,23
114,1,1:26.0,C. White misses 2-pt layup from 2 ft,,14,23
115,1,1:25.0,,Defensive rebound by K. Bowman,14,23
116,1,1:17.0,,J. Poole misses 3-pt jump shot from 28 ft,14,23
117,1,1:15.0,Defensive rebound by R. Arcidiacono,,14,23
118,1,0:59.0,T. Young makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),,17,23
