,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SAN ANTONIO_ACTION,MILWAUKEE_SCORE,SAN ANTONIO_SCORE
0,1,11:45.0,K. Middleton misses 3-pt jump shot from 25 ft,,0,0
1,1,11:41.0,,Defensive rebound by D. Murray,0,0
2,1,11:23.0,,L. Aldridge misses 2-pt jump shot from 19 ft,0,0
3,1,11:19.0,Defensive rebound by G. Antetokounmpo,,0,0
4,1,11:04.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by K. Middleton),,3,0
5,1,10:47.0,,B. Forbes makes 2-pt jump shot from 9 ft (assist by L. Aldridge),3,2
6,1,10:37.0,W. Matthews makes 3-pt jump shot from 27 ft,,6,2
7,1,10:15.0,,T. Lyles misses 3-pt jump shot from 23 ft,6,2
8,1,10:12.0,Defensive rebound by E. Bledsoe,,6,2
9,1,10:08.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,9,2
10,1,9:40.0,,D. DeRozan makes 2-pt dunk from 1 ft (assist by D. Murray),9,4
11,1,9:29.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,11,4
12,1,9:03.0,,D. DeRozan makes 3-pt jump shot from 25 ft (assist by B. Forbes),11,7
13,1,8:50.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,11,7
14,1,8:47.0,,Defensive rebound by D. Murray,11,7
15,1,8:43.0,,D. Murray misses 2-pt layup from 4 ft,11,7
16,1,8:42.0,,Offensive rebound by T. Lyles,11,7
17,1,8:42.0,,T. Lyles misses 2-pt layup from 2 ft,11,7
18,1,8:40.0,Defensive rebound by K. Middleton,,11,7
19,1,8:34.0,W. Matthews misses 3-pt jump shot from 24 ft,,11,7
20,1,8:31.0,Offensive rebound by G. Antetokounmpo,,11,7
21,1,8:29.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,13,7
22,1,8:17.0,,D. DeRozan misses 2-pt jump shot from 12 ft,13,7
23,1,8:14.0,Defensive rebound by K. Middleton,,13,7
24,1,7:59.0,W. Matthews misses 2-pt jump shot from 11 ft,,13,7
25,1,7:56.0,,Defensive rebound by T. Lyles,13,7
26,1,7:47.0,,L. Aldridge makes 3-pt jump shot from 25 ft (assist by D. Murray),13,10
27,1,7:28.0,Personal foul by L. Aldridge (drawn by G. Antetokounmpo),,13,10
28,1,7:28.0,Milwaukee full timeout,,13,10
29,1,7:21.0,K. Middleton misses 3-pt jump shot from 27 ft,,13,10
30,1,7:18.0,,Defensive rebound by T. Lyles,13,10
31,1,6:59.0,,D. DeRozan misses 2-pt jump shot from 7 ft (block by G. Antetokounmpo),13,10
32,1,6:59.0,,Offensive rebound by Team,13,10
33,1,6:57.0,,D. DeRozan makes 2-pt jump shot from 16 ft (assist by T. Lyles),13,12
34,1,6:44.0,W. Matthews misses 3-pt jump shot from 25 ft,,13,12
35,1,6:41.0,,Defensive rebound by T. Lyles,13,12
36,1,6:37.0,,T. Lyles misses 2-pt layup from 1 ft (block by B. Lopez),13,12
37,1,6:33.0,Defensive rebound by G. Antetokounmpo,,13,12
38,1,6:28.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,13,12
39,1,6:25.0,,Defensive rebound by D. DeRozan,13,12
40,1,6:23.0,,Turnover by D. DeRozan (traveling),13,12
41,1,6:02.0,K. Middleton misses 3-pt jump shot from 25 ft,,13,12
42,1,5:59.0,,Defensive rebound by T. Lyles,13,12
43,1,5:53.0,,D. Murray makes 3-pt jump shot from 26 ft (assist by D. DeRozan),13,15
44,1,5:38.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,13,15
45,1,5:38.0,,Defensive rebound by T. Lyles,13,15
46,1,5:29.0,,Turnover by D. DeRozan (lost ball; steal by G. Antetokounmpo),13,15
47,1,5:24.0,G. Antetokounmpo makes 2-pt dunk at rim,,15,15
48,1,5:10.0,,L. Aldridge misses 3-pt jump shot from 26 ft,15,15
49,1,5:06.0,Defensive rebound by G. Antetokounmpo,,15,15
50,1,4:59.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,15,15
51,1,4:58.0,,Defensive rebound by T. Lyles,15,15
52,1,4:55.0,,San Antonio full timeout,15,15
53,1,4:55.0,D. DiVincenzo enters the game for G. Antetokounmpo,,15,15
54,1,4:55.0,G. Hill enters the game for E. Bledsoe,,15,15
55,1,4:55.0,E. İlyasova enters the game for W. Matthews,,15,15
56,1,4:55.0,,R. Gay enters the game for B. Forbes,15,15
57,1,4:55.0,,P. Mills enters the game for T. Lyles,15,15
58,1,4:55.0,,D. White enters the game for D. Murray,15,15
59,1,4:43.0,,R. Gay misses 2-pt jump shot from 20 ft,15,15
60,1,4:39.0,Defensive rebound by B. Lopez,,15,15
61,1,4:31.0,D. DiVincenzo misses 2-pt jump shot from 20 ft,,15,15
62,1,4:27.0,,Defensive rebound by R. Gay,15,15
63,1,4:15.0,,D. DeRozan misses 2-pt jump shot from 23 ft,15,15
64,1,4:15.0,,Offensive rebound by L. Aldridge,15,15
65,1,4:15.0,,L. Aldridge makes 2-pt layup at rim,15,17
66,1,4:15.0,,Shooting foul by D. DiVincenzo (drawn by L. Aldridge),15,17
67,1,4:15.0,K. Korver enters the game for K. Middleton,,15,17
68,1,4:15.0,,L. Aldridge makes free throw 1 of 1,15,18
69,1,3:52.0,B. Lopez makes 2-pt jump shot from 17 ft,,17,18
70,1,3:31.0,,P. Mills makes 3-pt jump shot from 26 ft,17,21
71,1,3:12.0,D. DiVincenzo misses 3-pt jump shot from 24 ft,,17,21
72,1,3:09.0,,Defensive rebound by R. Gay,17,21
73,1,3:01.0,,R. Gay makes 2-pt jump shot from 13 ft,17,23
74,1,2:37.0,G. Hill misses 2-pt jump shot from 20 ft,,17,23
75,1,2:35.0,,Defensive rebound by D. DeRozan,17,23
76,1,2:15.0,,D. DeRozan makes 2-pt jump shot from 17 ft,17,25
77,1,1:55.0,Offensive foul by D. DiVincenzo (drawn by P. Mills),,17,25
78,1,1:55.0,Turnover by D. DiVincenzo (offensive foul),,17,25
79,1,1:55.0,R. Lopez enters the game for B. Lopez,,17,25
80,1,1:55.0,,J. Poeltl enters the game for L. Aldridge,17,25
81,1,1:55.0,,L. Walker enters the game for D. DeRozan,17,25
82,1,1:35.0,,L. Walker misses 2-pt layup from 1 ft,17,25
83,1,1:32.0,Defensive rebound by K. Korver,,17,25
84,1,1:22.0,G. Hill misses 2-pt jump shot from 13 ft,,17,25
85,1,1:18.0,,Defensive rebound by R. Gay,17,25
86,1,1:16.0,,Turnover by R. Gay (bad pass; steal by D. DiVincenzo),17,25
87,1,1:11.0,G. Hill makes 2-pt layup at rim (assist by D. DiVincenzo),,19,25
88,1,0:55.0,,D. White misses 3-pt jump shot from 25 ft,19,25
89,1,0:52.0,Defensive rebound by G. Hill,,19,25
90,1,0:38.0,R. Lopez misses 3-pt jump shot from 25 ft,,19,25
91,1,0:32.0,,Defensive rebound by L. Walker,19,25
92,1,0:12.0,,D. White makes 2-pt jump shot from 8 ft (assist by R. Gay),19,27
93,1,0:05.0,Personal take foul by D. White (drawn by G. Hill),,19,27
94,1,0:05.0,G. Antetokounmpo enters the game for R. Lopez,,19,27
95,1,0:01.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by G. Hill),,22,27
96,2,11:41.0,,D. White misses 2-pt jump shot from 12 ft,22,27
97,2,11:38.0,Defensive rebound by G. Antetokounmpo,,22,27
98,2,11:25.0,K. Korver misses 2-pt jump shot from 22 ft,,22,27
99,2,11:21.0,Offensive rebound by R. Lopez,,22,27
100,2,11:15.0,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,25,27
101,2,10:59.0,,L. Walker misses 2-pt jump shot from 16 ft,25,27
102,2,10:55.0,Defensive rebound by R. Lopez,,25,27
103,2,10:48.0,G. Hill makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,28,27
104,2,10:34.0,,Offensive foul by J. Poeltl (drawn by D. DiVincenzo),28,27
105,2,10:34.0,,Turnover by J. Poeltl (offensive foul),28,27
106,2,10:34.0,E. Bledsoe enters the game for G. Hill,,28,27
107,2,10:26.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,28,27
108,2,10:23.0,,Defensive rebound by J. Poeltl,28,27
109,2,10:16.0,,R. Gay makes 3-pt jump shot from 26 ft (assist by D. White),28,30
110,2,9:56.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,28,30
111,2,9:54.0,,Defensive rebound by L. Walker,28,30
112,2,9:42.0,,Shooting foul by K. Korver (drawn by P. Mills),28,30
113,2,9:42.0,,P. Mills makes free throw 1 of 3,28,31
114,2,9:42.0,,P. Mills makes free throw 2 of 3,28,32
115,2,9:42.0,K. Middleton enters the game for D. DiVincenzo,,28,32
116,2,9:42.0,,D. Murray enters the game for D. White,28,32
117,2,9:42.0,,P. Mills makes free throw 3 of 3,28,33
118,2,9:35.0,K. Korver misses 3-pt jump shot from 26 ft,,28,33
119,2,9:30.0,,Defensive rebound by D. Murray,28,33
120,2,9:25.0,,D. Murray makes 2-pt jump shot from 16 ft,28,35
121,2,9:17.0,Shooting foul by D. Murray (drawn by E. Bledsoe),,28,35
122,2,9:17.0,E. Bledsoe makes free throw 1 of 2,,29,35
123,2,9:17.0,,L. Aldridge enters the game for J. Poeltl,29,35
124,2,9:17.0,E. Bledsoe makes free throw 2 of 2,,30,35
125,2,8:59.0,,L. Aldridge misses 2-pt jump shot from 17 ft,30,35
126,2,8:58.0,Defensive rebound by Team,,30,35
127,2,8:44.0,K. Middleton misses 3-pt jump shot from 24 ft,,30,35
128,2,8:37.0,Offensive rebound by R. Lopez,,30,35
129,2,8:37.0,R. Lopez misses 2-pt layup from 1 ft,,30,35
130,2,8:36.0,Offensive rebound by R. Lopez,,30,35
131,2,8:36.0,R. Lopez misses 2-pt layup from 1 ft,,30,35
132,2,8:36.0,,Defensive rebound by R. Gay,30,35
133,2,8:18.0,,D. Murray makes 3-pt jump shot from 25 ft,30,38
134,2,8:08.0,K. Korver misses 3-pt jump shot from 26 ft,,30,38
135,2,8:05.0,,Defensive rebound by L. Walker,30,38
136,2,7:57.0,,P. Mills misses 3-pt jump shot from 26 ft,30,38
137,2,7:53.0,Defensive rebound by G. Antetokounmpo,,30,38
138,2,7:45.0,Shooting foul by L. Walker (drawn by K. Middleton),,30,38
139,2,7:45.0,K. Middleton makes free throw 1 of 2,,31,38
140,2,7:45.0,B. Lopez enters the game for K. Korver,,31,38
141,2,7:45.0,W. Matthews enters the game for R. Lopez,,31,38
142,2,7:45.0,,D. DeRozan enters the game for R. Gay,31,38
143,2,7:45.0,,B. Forbes enters the game for P. Mills,31,38
144,2,7:45.0,,T. Lyles enters the game for L. Walker,31,38
145,2,7:45.0,K. Middleton makes free throw 2 of 2,,32,38
146,2,7:27.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by D. DeRozan),32,41
147,2,7:17.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,34,41
148,2,7:17.0,,San Antonio full timeout,34,41
149,2,7:08.0,,D. Murray misses 2-pt layup from 2 ft (block by E. Bledsoe),34,41
150,2,7:08.0,,Offensive rebound by Team,34,41
151,2,7:04.0,,D. DeRozan makes 2-pt jump shot from 13 ft,34,43
152,2,6:51.0,B. Lopez misses 3-pt jump shot from 23 ft,,34,43
153,2,6:48.0,,Defensive rebound by L. Aldridge,34,43
154,2,6:39.0,,D. DeRozan makes 2-pt jump shot from 10 ft,34,45
155,2,6:21.0,G. Antetokounmpo misses 2-pt layup from 4 ft (block by L. Aldridge),,34,45
156,2,6:17.0,Offensive rebound by G. Antetokounmpo,,34,45
157,2,6:16.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,34,45
158,2,6:14.0,,Defensive rebound by Team,34,45
159,2,6:14.0,Loose ball foul by G. Antetokounmpo (drawn by B. Forbes),,34,45
160,2,6:02.0,,T. Lyles misses 3-pt jump shot from 25 ft,34,45
161,2,5:59.0,Defensive rebound by K. Middleton,,34,45
162,2,5:44.0,K. Middleton makes 2-pt layup at rim (assist by G. Antetokounmpo),,36,45
163,2,5:29.0,,D. Murray makes 2-pt jump shot from 17 ft,36,47
164,2,5:17.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),,38,47
165,2,4:52.0,,Turnover by D. Murray (bad pass; steal by G. Antetokounmpo),38,47
166,2,4:52.0,Personal take foul by D. DeRozan (drawn by G. Antetokounmpo),,38,47
167,2,4:52.0,E. İlyasova enters the game for G. Antetokounmpo,,38,47
168,2,4:36.0,K. Middleton misses 2-pt jump shot from 19 ft,,38,47
169,2,4:34.0,,Defensive rebound by T. Lyles,38,47
170,2,4:24.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by D. DeRozan),38,50
171,2,4:11.0,Offensive foul by E. Bledsoe (drawn by D. Murray),,38,50
172,2,4:11.0,Turnover by E. Bledsoe (offensive foul),,38,50
173,2,4:11.0,G. Hill enters the game for E. Bledsoe,,38,50
174,2,4:02.0,,Shooting foul by B. Lopez (drawn by D. DeRozan),38,50
175,2,4:02.0,,Technical foul by B. Lopez,38,50
176,2,4:02.0,,L. Aldridge makes technical free throw,38,51
177,2,4:02.0,,D. DeRozan makes free throw 1 of 2,38,52
178,2,4:02.0,D. DiVincenzo enters the game for K. Middleton,,38,52
179,2,4:02.0,,P. Mills enters the game for B. Forbes,38,52
180,2,4:02.0,,D. DeRozan makes free throw 2 of 2,38,53
181,2,3:50.0,B. Lopez misses 2-pt jump shot from 9 ft,,38,53
182,2,3:48.0,,Defensive rebound by T. Lyles,38,53
183,2,3:27.0,,T. Lyles misses 3-pt jump shot from 24 ft,38,53
184,2,3:23.0,Defensive rebound by B. Lopez,,38,53
185,2,3:21.0,D. DiVincenzo makes 2-pt layup from 2 ft (assist by G. Hill),,40,53
186,2,3:21.0,Shooting foul by T. Lyles (drawn by D. DiVincenzo),,40,53
187,2,3:21.0,,R. Gay enters the game for T. Lyles,40,53
188,2,3:21.0,,D. White enters the game for D. Murray,40,53
189,2,3:21.0,D. DiVincenzo makes free throw 1 of 1,,41,53
190,2,3:05.0,,P. Mills makes 3-pt jump shot from 26 ft,41,56
191,2,2:45.0,D. DiVincenzo makes 3-pt jump shot from 26 ft,,44,56
192,2,2:29.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),44,59
193,2,2:28.0,Milwaukee full timeout,,44,59
194,2,2:28.0,G. Antetokounmpo enters the game for B. Lopez,,44,59
195,2,2:08.0,W. Matthews makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,47,59
196,2,1:51.0,,L. Aldridge makes 3-pt jump shot from 23 ft (assist by D. DeRozan),47,62
197,2,1:43.0,E. İlyasova misses 3-pt jump shot from 27 ft,,47,62
198,2,1:40.0,,Defensive rebound by R. Gay,47,62
199,2,1:30.0,,D. White makes 3-pt jump shot from 25 ft (assist by L. Aldridge),47,65
200,2,1:12.0,D. DiVincenzo makes 2-pt jump shot from 21 ft,,49,65
