,QUARTER,TIME_REMAINING,DETROIT_ACTION,MIAMI_ACTION,DETROIT_SCORE,MIAMI_SCORE
85,1,1:29.0,,Defensive rebound by Team,14,24
86,1,1:29.0,T. Maker enters the game for A. Drummond,,14,24
87,1,1:29.0,,K. Nunn enters the game for J. Butler,14,24
88,1,1:19.0,,D. Robinson misses 3-pt jump shot from 25 ft,14,24
89,1,1:17.0,Defensive rebound by S. Mykhailiuk,,14,24
90,1,1:02.0,Offensive foul by T. Frazier (drawn by C. Silva),,14,24
91,1,1:02.0,Turnover by T. Frazier (offensive foul),,14,24
92,1,0:51.0,,C. Silva makes 2-pt dunk at rim (assist by G. Dragić),14,26
93,1,0:35.0,T. Maker makes 3-pt jump shot from 23 ft (assist by T. Frazier),,17,26
94,1,0:31.0,,Shooting foul by S. Mykhailiuk (drawn by G. Dragić),17,26
95,1,0:31.0,,G. Dragić makes free throw 1 of 2,17,27
96,1,0:31.0,,G. Dragić makes free throw 2 of 2,17,28
97,1,0:10.0,T. Frazier misses 3-pt jump shot from 27 ft,,17,28
98,1,0:07.0,,Defensive rebound by K. Olynyk,17,28
99,1,0:00.0,,G. Dragić misses 2-pt layup from 11 ft (block by L. Galloway),17,28
100,1,0:00.0,,Offensive rebound by Team,17,28
101,2,11:37.0,,K. Nunn misses 2-pt hook shot from 8 ft,17,28
102,2,11:36.0,,Offensive rebound by C. Silva,17,28
103,2,11:36.0,,Turnover by Team (shot clock),17,28
104,2,11:23.0,Turnover by L. Galloway (bad pass; steal by K. Olynyk),,17,28
105,2,11:17.0,,K. Nunn makes 2-pt layup from 1 ft,17,30
106,2,11:05.0,L. Galloway misses 3-pt jump shot from 27 ft,,17,30
107,2,11:02.0,,Defensive rebound by C. Silva,17,30
108,2,10:53.0,,K. Nunn misses 2-pt jump shot from 11 ft,17,30
109,2,10:49.0,Defensive rebound by T. Maker,,17,30
110,2,10:41.0,C. Wood misses 3-pt jump shot from 23 ft,,17,30
111,2,10:35.0,,Defensive rebound by K. Nunn,17,30
112,2,10:30.0,,G. Dragić makes 3-pt jump shot from 26 ft (assist by K. Nunn),17,33
113,2,10:21.0,Personal foul by D. Robinson (drawn by T. Maker),,17,33
114,2,10:07.0,B. Brown misses 2-pt layup from 2 ft (block by C. Silva),,17,33
115,2,10:07.0,Offensive rebound by Team,,17,33
116,2,10:04.0,L. Galloway misses 3-pt jump shot from 23 ft,,17,33
117,2,10:04.0,,Defensive rebound by Team,17,33
118,2,9:53.0,,K. Olynyk misses 3-pt jump shot from 25 ft,17,33
119,2,9:49.0,Defensive rebound by T. Snell,,17,33
120,2,9:43.0,T. Maker misses 3-pt jump shot from 26 ft,,17,33
121,2,9:39.0,Offensive rebound by T. Maker,,17,33
122,2,9:34.0,L. Galloway misses 3-pt jump shot from 23 ft,,17,33
123,2,9:31.0,,Defensive rebound by C. Silva,17,33
124,2,9:24.0,,G. Dragić misses 2-pt layup from 2 ft (block by T. Maker),17,33
125,2,9:21.0,Defensive rebound by L. Galloway,,17,33
126,2,9:16.0,T. Snell makes 3-pt jump shot from 26 ft (assist by B. Brown),,20,33
127,2,9:01.0,,G. Dragić makes 3-pt jump shot from 26 ft (assist by K. Olynyk),20,36
128,2,8:53.0,Detroit full timeout,,20,36
129,2,8:53.0,A. Drummond enters the game for L. Galloway,,20,36
130,2,8:53.0,L. Kennard enters the game for T. Maker,,20,36
131,2,8:53.0,M. Morris enters the game for C. Wood,,20,36
132,2,8:42.0,A. Drummond makes 2-pt layup at rim (assist by T. Snell),,22,36
133,2,8:42.0,Shooting foul by C. Silva (drawn by A. Drummond),,22,36
134,2,8:42.0,A. Drummond makes free throw 1 of 1,,23,36
135,2,8:33.0,,Shooting foul by M. Morris (drawn by C. Silva),23,36
136,2,8:33.0,,C. Silva makes free throw 1 of 2,23,37
137,2,8:33.0,,C. Silva makes free throw 2 of 2,23,38
138,2,8:14.0,Personal foul by K. Olynyk (drawn by A. Drummond),,23,38
139,2,8:09.0,M. Morris makes 3-pt jump shot from 22 ft (assist by L. Kennard),,26,38
140,2,7:57.0,,Turnover by K. Nunn (lost ball; steal by M. Morris),26,38
141,2,7:48.0,A. Drummond misses 2-pt layup from 1 ft,,26,38
142,2,7:38.0,,Defensive rebound by C. Silva,26,38
143,2,7:37.0,,G. Dragić makes 3-pt jump shot from 26 ft (assist by C. Silva),26,41
144,2,7:28.0,Offensive foul by A. Drummond (drawn by C. Silva),,26,41
145,2,7:28.0,Turnover by A. Drummond (offensive foul),,26,41
146,2,7:28.0,,J. Butler enters the game for K. Nunn,26,41
147,2,7:28.0,,D. Macon enters the game for D. Robinson,26,41
148,2,7:10.0,,G. Dragić makes 2-pt layup from 1 ft (assist by J. Butler),26,43
149,2,6:52.0,M. Morris misses 2-pt jump shot from 19 ft,,26,43
150,2,6:50.0,,Defensive rebound by G. Dragić,26,43
151,2,6:46.0,,K. Olynyk makes 3-pt jump shot from 28 ft (assist by G. Dragić),26,46
152,2,6:38.0,Detroit full timeout,,26,46
153,2,6:38.0,L. Galloway enters the game for T. Snell,,26,46
154,2,6:38.0,,B. Adebayo enters the game for C. Silva,26,46
155,2,6:27.0,L. Kennard misses 3-pt jump shot from 24 ft,,26,46
156,2,6:25.0,,Defensive rebound by B. Adebayo,26,46
157,2,6:09.0,,D. Macon makes 3-pt jump shot from 22 ft (assist by G. Dragić),26,49
158,2,5:45.0,L. Galloway misses 3-pt jump shot from 24 ft,,26,49
159,2,5:43.0,,Defensive rebound by K. Olynyk,26,49
160,2,5:40.0,,Shooting foul by L. Galloway (drawn by J. Butler),26,49
161,2,5:40.0,,J. Butler misses free throw 1 of 2,26,49
162,2,5:40.0,,Offensive rebound by Team,26,49
163,2,5:40.0,,J. Butler makes free throw 2 of 2,26,50
164,2,5:40.0,T. Snell enters the game for L. Galloway,,26,50
165,2,5:40.0,C. Wood enters the game for M. Morris,,26,50
166,2,5:23.0,L. Kennard misses 3-pt jump shot from 25 ft,,26,50
167,2,5:21.0,,Defensive rebound by Team,26,50
168,2,5:11.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Butler),26,52
169,2,4:58.0,T. Snell misses 2-pt jump shot from 10 ft,,26,52
170,2,4:56.0,,Defensive rebound by B. Adebayo,26,52
171,2,4:50.0,,K. Olynyk makes 3-pt jump shot from 30 ft (assist by G. Dragić),26,55
172,2,4:30.0,Personal foul by G. Dragić (drawn by T. Snell),,26,55
173,2,4:23.0,T. Snell misses 3-pt jump shot from 25 ft,,26,55
174,2,4:22.0,,Defensive rebound by B. Adebayo,26,55
175,2,4:03.0,,Turnover by B. Adebayo (bad pass; steal by C. Wood),26,55
176,2,4:00.0,Personal foul by K. Olynyk (drawn by C. Wood),,26,55
177,2,4:00.0,T. Frazier enters the game for B. Brown,,26,55
178,2,4:00.0,,M. Leonard enters the game for G. Dragić,26,55
179,2,4:00.0,,D. Robinson enters the game for K. Olynyk,26,55
180,2,4:00.0,C. Wood misses free throw 1 of 2,,26,55
181,2,4:00.0,Offensive rebound by Team,,26,55
182,2,4:00.0,C. Wood misses free throw 2 of 2,,26,55
183,2,4:00.0,,Defensive rebound by M. Leonard,26,55
184,2,3:46.0,,J. Butler misses 2-pt layup from 2 ft (block by C. Wood),26,55
185,2,3:44.0,Defensive rebound by A. Drummond,,26,55
186,2,3:36.0,C. Wood makes 3-pt jump shot from 23 ft (assist by T. Frazier),,29,55
187,2,3:20.0,,D. Robinson misses 3-pt jump shot from 30 ft,29,55
188,2,3:17.0,Defensive rebound by C. Wood,,29,55
189,2,3:00.0,A. Drummond makes 2-pt hook shot from 8 ft,,31,55
190,2,2:39.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by B. Adebayo),31,57
191,2,2:33.0,Personal foul by D. Macon (drawn by T. Frazier),,31,57
192,2,2:33.0,T. Frazier makes free throw 1 of 2,,32,57
193,2,2:33.0,T. Frazier makes free throw 2 of 2,,33,57
194,2,2:11.0,,B. Adebayo makes 2-pt jump shot from 17 ft (assist by M. Leonard),33,59
195,2,1:46.0,T. Frazier misses 2-pt jump shot from 22 ft,,33,59
196,2,1:44.0,,Defensive rebound by B. Adebayo,33,59
197,2,1:27.0,,Offensive foul by M. Leonard (drawn by C. Wood),33,59
198,2,1:27.0,,Turnover by M. Leonard (offensive foul),33,59
199,2,1:27.0,,C. Silva enters the game for B. Adebayo,33,59
200,2,1:09.0,C. Wood misses 2-pt jump shot from 8 ft,,33,59
201,2,1:06.0,,Defensive rebound by M. Leonard,33,59
202,2,0:47.0,,C. Silva misses 3-pt jump shot from 24 ft,33,59
203,2,0:44.0,Defensive rebound by C. Wood,,33,59
204,2,0:38.0,Shooting foul by D. Robinson (drawn by T. Frazier),,33,59
205,2,0:38.0,T. Frazier makes free throw 1 of 2,,34,59
206,2,0:38.0,B. Brown enters the game for C. Wood,,34,59
207,2,0:38.0,,G. Dragić enters the game for M. Leonard,34,59
208,2,0:38.0,,K. Nunn enters the game for D. Macon,34,59
209,2,0:38.0,T. Frazier misses free throw 2 of 2,,34,59
210,2,0:36.0,,Defensive rebound by D. Robinson,34,59
211,2,0:21.0,,K. Nunn misses 3-pt jump shot from 28 ft,34,59
212,2,0:17.0,,Offensive rebound by C. Silva,34,59
213,2,0:13.0,,Turnover by C. Silva (bad pass; steal by T. Frazier),34,59
214,2,0:02.0,T. Snell makes 3-pt jump shot from 26 ft (assist by T. Frazier),,37,59
215,3,11:36.0,,J. Butler misses 3-pt jump shot from 23 ft,37,59
216,3,11:33.0,,Offensive rebound by B. Adebayo,37,59
217,3,11:30.0,,K. Nunn misses 3-pt jump shot from 25 ft,37,59
218,3,11:30.0,,Offensive rebound by Team,37,59
219,3,11:28.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by J. Butler),37,62
220,3,11:10.0,L. Kennard makes 3-pt jump shot from 28 ft (assist by M. Morris),,40,62
221,3,10:48.0,,D. Robinson misses 3-pt jump shot from 28 ft,40,62
222,3,10:45.0,,Offensive rebound by B. Adebayo,40,62
223,3,10:39.0,,Personal foul by A. Drummond (drawn by J. Butler),40,62
224,3,10:32.0,,B. Adebayo makes 2-pt jump shot from 10 ft (assist by J. Butler),40,64
225,3,10:22.0,T. Snell misses 3-pt jump shot from 26 ft,,40,64
226,3,10:22.0,,Defensive rebound by B. Adebayo,40,64
227,3,10:14.0,,Turnover by D. Robinson (bad pass; steal by A. Drummond),40,64
228,3,10:05.0,M. Morris makes 2-pt layup from 1 ft (assist by L. Kennard),,42,64
229,3,10:05.0,Shooting foul by B. Adebayo (drawn by M. Morris),,42,64
230,3,10:05.0,M. Morris makes free throw 1 of 1,,43,64
231,3,9:55.0,,K. Nunn misses 2-pt jump shot from 8 ft,43,64
232,3,9:51.0,Defensive rebound by A. Drummond,,43,64
233,3,9:45.0,A. Drummond makes 2-pt layup from 1 ft,,45,64
234,3,9:32.0,,M. Leonard makes 2-pt hook shot from 2 ft (assist by K. Nunn),45,66
235,3,9:32.0,,Shooting foul by A. Drummond (drawn by M. Leonard),45,66
236,3,9:32.0,L. Galloway enters the game for T. Snell,,45,66
237,3,9:32.0,,M. Leonard misses free throw 1 of 1,45,66
238,3,9:27.0,,Offensive rebound by B. Adebayo,45,66
239,3,9:24.0,,B. Adebayo makes 2-pt hook shot from 4 ft,45,68
240,3,9:09.0,M. Morris misses 3-pt jump shot from 24 ft,,45,68
241,3,9:07.0,,Defensive rebound by J. Butler,45,68
242,3,8:48.0,,B. Adebayo makes 2-pt dunk at rim (assist by J. Butler),45,70
243,3,8:31.0,Shooting foul by M. Leonard (drawn by A. Drummond),,45,70
244,3,8:31.0,A. Drummond misses free throw 1 of 2,,45,70
245,3,8:31.0,Offensive rebound by Team,,45,70
246,3,8:31.0,A. Drummond makes free throw 2 of 2,,46,70
247,3,8:16.0,,K. Nunn misses 2-pt dunk from 1 ft (block by A. Drummond),46,70
248,3,8:12.0,Defensive rebound by B. Brown,,46,70
249,3,8:08.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by B. Brown),,49,70
250,3,7:49.0,,D. Robinson misses 2-pt jump shot from 4 ft (block by A. Drummond),49,70
251,3,7:44.0,Defensive rebound by B. Brown,,49,70
252,3,7:41.0,L. Kennard makes 3-pt jump shot from 24 ft (assist by B. Brown),,52,70
253,3,7:41.0,,Miami full timeout,52,70
254,3,7:17.0,,D. Robinson misses 3-pt jump shot from 27 ft,52,70
255,3,7:13.0,Defensive rebound by A. Drummond,,52,70
256,3,7:07.0,Offensive foul by A. Drummond (drawn by M. Leonard),,52,70
257,3,7:07.0,Turnover by A. Drummond (offensive foul),,52,70
258,3,7:07.0,Violation by Team (delay of game),,52,70
259,3,7:07.0,T. Maker enters the game for A. Drummond,,52,70
260,3,7:00.0,,Turnover by K. Nunn (bad pass; steal by L. Kennard),52,70
261,3,6:54.0,B. Brown makes 2-pt layup from 1 ft (assist by L. Kennard),,54,70
262,3,6:45.0,,K. Nunn misses 3-pt jump shot from 26 ft,54,70
263,3,6:41.0,,Offensive rebound by M. Leonard,54,70
264,3,6:29.0,,Shooting foul by M. Morris (drawn by K. Nunn),54,70
265,3,6:29.0,,K. Nunn misses free throw 1 of 3,54,70
266,3,6:29.0,,Offensive rebound by Team,54,70
267,3,6:29.0,,K. Nunn makes free throw 2 of 3,54,71
268,3,6:29.0,,G. Dragić enters the game for D. Robinson,54,71
269,3,6:29.0,,K. Nunn makes free throw 3 of 3,54,72
270,3,6:15.0,Offensive foul by L. Galloway (drawn by J. Butler),,54,72
271,3,6:15.0,Turnover by L. Galloway (offensive foul),,54,72
272,3,6:15.0,,K. Olynyk enters the game for M. Leonard,54,72
273,3,6:02.0,,J. Butler misses 2-pt layup from 1 ft (block by T. Maker),54,72
274,3,6:00.0,,Offensive rebound by K. Nunn,54,72
275,3,6:00.0,,K. Nunn makes 3-pt jump shot from 23 ft,54,75
276,3,5:37.0,M. Morris makes 3-pt jump shot from 26 ft (assist by L. Galloway),,57,75
277,3,5:13.0,,G. Dragić misses 3-pt jump shot from 27 ft,57,75
278,3,5:09.0,Defensive rebound by B. Brown,,57,75
279,3,5:02.0,T. Maker makes 2-pt jump shot from 9 ft (assist by B. Brown),,59,75
280,3,5:02.0,Shooting foul by B. Adebayo (drawn by T. Maker),,59,75
281,3,5:02.0,,C. Silva enters the game for B. Adebayo,59,75
282,3,5:02.0,T. Maker makes free throw 1 of 1,,60,75
283,3,4:44.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Butler),60,78
284,3,4:27.0,M. Morris makes 3-pt jump shot from 27 ft (assist by B. Brown),,63,78
285,3,4:15.0,,K. Olynyk misses 2-pt layup from 5 ft,63,78
286,3,4:13.0,Defensive rebound by B. Brown,,63,78
287,3,4:09.0,L. Kennard makes 2-pt layup from 2 ft,,65,78
288,3,4:09.0,Shooting foul by K. Nunn (drawn by L. Kennard),,65,78
289,3,4:09.0,L. Kennard misses free throw 1 of 1,,65,78
290,3,4:08.0,,Defensive rebound by C. Silva,65,78
291,3,4:08.0,,Miami full timeout,65,78
292,3,3:52.0,,K. Nunn makes 3-pt jump shot from 23 ft (assist by G. Dragić),65,81
293,3,3:33.0,B. Brown misses 2-pt layup from 2 ft,,65,81
294,3,3:30.0,,Defensive rebound by C. Silva,65,81
295,3,3:25.0,,K. Nunn makes 3-pt jump shot from 26 ft (assist by J. Butler),65,84
296,3,3:08.0,Offensive foul by M. Morris (drawn by K. Nunn),,65,84
297,3,3:08.0,Turnover by M. Morris (offensive foul),,65,84
298,3,3:08.0,T. Snell enters the game for L. Kennard,,65,84
299,3,3:08.0,C. Wood enters the game for M. Morris,,65,84
300,3,2:50.0,,J. Butler misses 2-pt layup from 2 ft,65,84
301,3,2:47.0,Defensive rebound by B. Brown,,65,84
302,3,2:44.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by B. Brown),,68,84
303,3,2:28.0,,J. Butler makes 2-pt layup from 1 ft (assist by K. Nunn),68,86
304,3,2:17.0,C. Wood misses 3-pt jump shot from 27 ft,,68,86
305,3,2:17.0,,Defensive rebound by Team,68,86
306,3,1:58.0,,G. Dragić makes 2-pt layup from 1 ft (assist by C. Silva),68,88
307,3,1:38.0,L. Galloway misses 3-pt jump shot from 25 ft,,68,88
308,3,1:36.0,,Defensive rebound by C. Silva,68,88
309,3,1:29.0,,G. Dragić makes 2-pt layup from 1 ft,68,90
310,3,1:29.0,Detroit full timeout,,68,90
311,3,1:29.0,T. Frazier enters the game for B. Brown,,68,90
312,3,1:19.0,Turnover by T. Frazier (lost ball; steal by K. Nunn),,68,90
313,3,1:18.0,,C. Silva misses 2-pt layup from 2 ft (block by T. Frazier),68,90
314,3,1:18.0,,Offensive rebound by Team,68,90
315,3,1:17.0,Personal foul by C. Silva (drawn by C. Wood),,68,90
316,3,1:17.0,,Turnover by C. Silva (turnover),68,90
317,3,1:17.0,C. Wood makes free throw 1 of 2,,69,90
318,3,1:17.0,C. Wood makes free throw 2 of 2,,70,90
319,3,1:06.0,,Offensive foul by C. Silva (drawn by L. Galloway),70,90
320,3,1:06.0,,Turnover by C. Silva (offensive foul),70,90
321,3,0:49.0,Shooting foul by C. Silva (drawn by T. Maker),,70,90
322,3,0:49.0,T. Maker misses free throw 1 of 2,,70,90
323,3,0:49.0,Offensive rebound by Team,,70,90
324,3,0:49.0,,U. Haslem enters the game for C. Silva,70,90
325,3,0:49.0,T. Maker makes free throw 2 of 2,,71,90
326,3,0:42.0,,Personal foul by C. Wood (drawn by K. Olynyk),71,90
327,3,0:27.0,,Shooting foul by C. Wood (drawn by K. Olynyk),71,90
328,3,0:27.0,,K. Olynyk makes free throw 1 of 2,71,91
329,3,0:27.0,,K. Olynyk makes free throw 2 of 2,71,92
330,3,0:04.0,T. Frazier misses 2-pt jump shot from 9 ft,,71,92
331,3,0:04.0,Offensive rebound by Team,,71,92
332,3,0:04.0,,Loose ball foul by K. Olynyk (drawn by C. Wood),71,92
333,3,0:04.0,C. Wood makes free throw 1 of 2,,72,92
334,3,0:04.0,C. Wood misses free throw 2 of 2,,72,92
335,3,0:01.0,,Defensive rebound by U. Haslem,72,92
336,3,0:00.0,,J. Butler misses 3-pt jump shot from 61 ft,72,92
337,3,0:00.0,,Offensive rebound by Team,72,92
338,4,11:40.0,L. Kennard misses 3-pt jump shot from 27 ft,,72,92
339,4,11:36.0,,Defensive rebound by U. Haslem,72,92
340,4,11:27.0,,Personal foul by L. Kennard (drawn by U. Haslem),72,92
341,4,11:10.0,,U. Haslem makes 2-pt hook shot from 5 ft (assist by K. Olynyk),72,94
342,4,10:44.0,C. Wood misses 2-pt jump shot from 4 ft,,72,94
343,4,10:42.0,,Defensive rebound by K. Nunn,72,94
344,4,10:35.0,,G. Dragić misses 3-pt jump shot from 27 ft,72,94
345,4,10:27.0,Defensive rebound by A. Drummond,,72,94
346,4,10:27.0,Personal foul by K. Nunn (drawn by B. Brown),,72,94
347,4,10:20.0,Personal foul by D. Robinson (drawn by A. Drummond),,72,94
348,4,10:11.0,L. Kennard makes 2-pt jump shot from 19 ft,,74,94
349,4,9:53.0,,Turnover by D. Robinson (traveling),74,94
350,4,9:38.0,Offensive foul by A. Drummond (drawn by D. Robinson),,74,94
351,4,9:38.0,Turnover by A. Drummond (offensive foul),,74,94
352,4,9:26.0,,G. Dragić misses 3-pt jump shot from 26 ft,74,94
353,4,9:24.0,Defensive rebound by A. Drummond,,74,94
354,4,9:21.0,Shooting foul by U. Haslem (drawn by L. Kennard),,74,94
355,4,9:21.0,L. Kennard makes free throw 1 of 2,,75,94
356,4,9:21.0,L. Galloway enters the game for T. Snell,,75,94
357,4,9:21.0,L. Kennard makes free throw 2 of 2,,76,94
358,4,9:04.0,,K. Nunn misses 3-pt jump shot from 23 ft,76,94
359,4,9:01.0,Defensive rebound by L. Kennard,,76,94
360,4,8:58.0,A. Drummond makes 2-pt layup from 1 ft (assist by L. Kennard),,78,94
361,4,8:58.0,Shooting foul by U. Haslem (drawn by A. Drummond),,78,94
362,4,8:58.0,,J. Butler enters the game for K. Nunn,78,94
363,4,8:58.0,A. Drummond makes free throw 1 of 1,,79,94
364,4,8:47.0,,Personal foul by L. Kennard (drawn by G. Dragić),79,94
365,4,8:38.0,,Shooting foul by A. Drummond (drawn by J. Butler),79,94
366,4,8:38.0,T. Maker enters the game for A. Drummond,,79,94
367,4,8:38.0,,B. Adebayo enters the game for U. Haslem,79,94
368,4,8:38.0,,J. Butler makes free throw 1 of 2,79,95
369,4,8:38.0,,J. Butler makes free throw 2 of 2,79,96
370,4,8:21.0,L. Kennard makes 2-pt jump shot from 13 ft,,81,96
371,4,8:06.0,,Turnover by B. Adebayo (3 sec),81,96
372,4,7:51.0,T. Maker makes 2-pt layup from 2 ft (assist by B. Brown),,83,96
373,4,7:37.0,,Turnover by B. Adebayo (lost ball; steal by C. Wood),83,96
374,4,7:32.0,Shooting foul by D. Robinson (drawn by B. Brown),,83,96
375,4,7:32.0,B. Brown misses free throw 1 of 2,,83,96
376,4,7:32.0,Offensive rebound by Team,,83,96
377,4,7:32.0,B. Brown makes free throw 2 of 2,,84,96
378,4,7:30.0,,Miami full timeout,84,96
379,4,7:18.0,,Shooting foul by T. Maker (drawn by J. Butler),84,96
380,4,7:18.0,Detroit full timeout,,84,96
381,4,7:18.0,Instant Replay (Challenge: Stands),,84,96
382,4,7:18.0,,J. Butler makes free throw 1 of 2,84,97
