,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MILWAUKEE_ACTION,OKLAHOMA CITY_SCORE,MILWAUKEE_SCORE
38,1,7:50.0,,G. Antetokounmpo makes free throw 1 of 1,10,11
39,1,7:40.0,Offensive foul by H. Diallo (drawn by W. Matthews),,10,11
40,1,7:40.0,Turnover by H. Diallo (offensive foul),,10,11
41,1,7:40.0,D. Burton enters the game for H. Diallo,,10,11
42,1,7:28.0,,B. Lopez misses 2-pt hook shot from 6 ft,10,11
43,1,7:25.0,,Offensive rebound by E. Bledsoe,10,11
44,1,7:20.0,,B. Lopez misses 3-pt jump shot from 26 ft,10,11
45,1,7:20.0,,Offensive rebound by G. Antetokounmpo,10,11
46,1,7:15.0,,G. Antetokounmpo misses 2-pt layup at rim,10,11
47,1,7:14.0,Defensive rebound by C. Paul,,10,11
48,1,7:11.0,Personal foul by E. Bledsoe (drawn by L. Dort),,10,11
49,1,7:11.0,Oklahoma City full timeout,,10,11
50,1,7:11.0,,G. Hill enters the game for D. DiVincenzo,10,11
51,1,7:11.0,,R. Lopez enters the game for B. Lopez,10,11
52,1,7:04.0,S. Gilgeous-Alexander makes 2-pt jump shot from 11 ft,,12,11
53,1,6:54.0,,Personal foul by L. Dort (drawn by G. Antetokounmpo),12,11
54,1,6:38.0,,R. Lopez makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),12,14
55,1,6:21.0,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,,12,14
56,1,6:19.0,,Defensive rebound by Team,12,14
57,1,5:58.0,,R. Lopez makes 2-pt hook shot from 1 ft (assist by W. Matthews),12,16
58,1,5:48.0,L. Dort misses 3-pt jump shot from 28 ft,,12,16
59,1,5:46.0,,Defensive rebound by G. Antetokounmpo,12,16
60,1,5:33.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,12,18
61,1,5:22.0,C. Paul misses 3-pt jump shot from 28 ft,,12,18
62,1,5:19.0,,Defensive rebound by G. Hill,12,18
63,1,5:12.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,12,18
64,1,5:09.0,Defensive rebound by N. Noel,,12,18
65,1,5:01.0,D. Burton misses 3-pt jump shot from 23 ft,,12,18
66,1,4:58.0,,Defensive rebound by E. Bledsoe,12,18
67,1,4:56.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),12,20
68,1,4:47.0,D. Burton misses 2-pt layup from 1 ft,,12,20
69,1,4:42.0,Offensive rebound by N. Noel,,12,20
70,1,4:42.0,N. Noel makes 2-pt dunk from 1 ft,,14,20
71,1,4:38.0,,Milwaukee full timeout,14,20
72,1,4:38.0,D. Schröder enters the game for C. Paul,,14,20
73,1,4:38.0,,S. Brown enters the game for G. Antetokounmpo,14,20
74,1,4:38.0,,P. Connaughton enters the game for E. Bledsoe,14,20
75,1,4:38.0,,M. Williams enters the game for W. Matthews,14,20
76,1,4:25.0,,S. Brown misses 3-pt jump shot from 26 ft,14,20
77,1,4:22.0,Defensive rebound by S. Gilgeous-Alexander,,14,20
78,1,4:03.0,Turnover by D. Burton (bad pass),,14,20
79,1,4:03.0,A. Nader enters the game for D. Burton,,14,20
80,1,4:03.0,I. Roby enters the game for L. Dort,,14,20
81,1,3:49.0,,Turnover by R. Lopez (lost ball; steal by N. Noel),14,20
82,1,3:49.0,Personal foul by R. Lopez (drawn by A. Nader),,14,20
83,1,3:49.0,M. Muscala enters the game for N. Noel,,14,20
84,1,3:36.0,Turnover by D. Schröder (bad pass; steal by G. Hill),,14,20
85,1,3:22.0,,Shooting foul by A. Nader (drawn by G. Hill),14,20
86,1,3:22.0,,G. Hill makes free throw 1 of 2,14,21
87,1,3:22.0,,G. Hill makes free throw 2 of 2,14,22
88,1,3:14.0,D. Schröder misses 2-pt jump shot from 19 ft,,14,22
89,1,3:11.0,,Defensive rebound by M. Williams,14,22
90,1,3:00.0,,M. Williams makes 2-pt layup from 1 ft (assist by G. Hill),14,24
91,1,2:45.0,M. Muscala makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,17,24
92,1,2:24.0,,R. Lopez makes 2-pt hook shot from 3 ft (assist by M. Williams),17,26
93,1,2:00.0,M. Muscala makes 3-pt jump shot from 28 ft (assist by A. Nader),,20,26
94,1,1:44.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by R. Lopez),20,28
95,1,1:32.0,M. Muscala misses 3-pt jump shot from 27 ft,,20,28
96,1,1:29.0,,Defensive rebound by M. Williams,20,28
97,1,1:15.0,,Turnover by G. Hill (bad pass; steal by A. Nader),20,28
98,1,1:11.0,Shooting foul by R. Lopez (drawn by A. Nader),,20,28
99,1,1:11.0,A. Nader makes free throw 1 of 2,,21,28
100,1,1:11.0,T. Ferguson enters the game for S. Gilgeous-Alexander,,21,28
101,1,1:11.0,C. Paul enters the game for I. Roby,,21,28
102,1,1:11.0,,G. Antetokounmpo enters the game for G. Hill,21,28
103,1,1:11.0,,D. DiVincenzo enters the game for R. Lopez,21,28
104,1,1:11.0,,B. Lopez enters the game for M. Williams,21,28
105,1,1:11.0,A. Nader makes free throw 2 of 2,,22,28
106,1,0:58.0,,P. Connaughton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),22,31
107,1,0:49.0,Personal foul by S. Brown (drawn by C. Paul),,22,31
108,1,0:49.0,C. Paul makes free throw 1 of 2,,23,31
109,1,0:49.0,C. Paul makes free throw 2 of 2,,24,31
110,1,0:29.0,,B. Lopez misses 2-pt layup from 6 ft (block by A. Nader),24,31
111,1,0:25.0,Defensive rebound by D. Schröder,,24,31
112,1,0:11.0,M. Muscala misses 2-pt layup from 2 ft,,24,31
113,1,0:08.0,,Defensive rebound by G. Antetokounmpo,24,31
114,1,0:00.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,24,31
115,1,0:00.0,,Offensive rebound by Team,24,31
116,2,11:49.0,Shooting foul by G. Antetokounmpo (drawn by A. Nader),,24,31
117,2,11:49.0,A. Nader makes free throw 1 of 3,,25,31
118,2,11:49.0,A. Nader makes free throw 2 of 3,,26,31
119,2,11:49.0,A. Nader misses free throw 3 of 3,,26,31
120,2,11:46.0,,Defensive rebound by S. Brown,26,31
121,2,11:29.0,,B. Lopez misses 2-pt hook shot from 12 ft,26,31
122,2,11:27.0,,Offensive rebound by D. DiVincenzo,26,31
123,2,11:27.0,,D. DiVincenzo makes 2-pt layup from 2 ft,26,33
124,2,11:17.0,M. Muscala misses 3-pt jump shot from 26 ft,,26,33
125,2,11:14.0,,Defensive rebound by D. DiVincenzo,26,33
126,2,11:08.0,,D. DiVincenzo makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),26,36
127,2,10:51.0,D. Schröder makes 2-pt jump shot from 17 ft,,28,36
128,2,10:38.0,,G. Antetokounmpo misses 2-pt jump shot from 9 ft,28,36
129,2,10:37.0,Defensive rebound by Team,,28,36
130,2,10:37.0,,Loose ball foul by G. Antetokounmpo (drawn by T. Ferguson),28,36
131,2,10:37.0,S. Adams enters the game for M. Muscala,,28,36
132,2,10:15.0,Turnover by D. Schröder (out of bounds lost ball),,28,36
133,2,9:58.0,,G. Antetokounmpo makes 2-pt hook shot from 5 ft,28,38
134,2,9:43.0,A. Nader makes 2-pt dunk from 1 ft (assist by S. Adams),,30,38
135,2,9:25.0,,S. Brown misses 3-pt jump shot from 24 ft,30,38
136,2,9:21.0,,Offensive rebound by G. Antetokounmpo,30,38
137,2,9:19.0,,D. DiVincenzo makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),30,40
138,2,9:08.0,C. Paul makes 2-pt jump shot from 2 ft,,32,40
139,2,8:51.0,,B. Lopez makes 2-pt jump shot from 14 ft,32,42
140,2,8:29.0,S. Adams makes 2-pt jump shot from 9 ft (assist by A. Nader),,34,42
141,2,8:20.0,,Turnover by E. Bledsoe (bad pass; steal by D. Schröder),34,42
142,2,8:14.0,,Violation by Team (kicked ball),34,42
143,2,8:14.0,,W. Matthews enters the game for G. Antetokounmpo,34,42
144,2,8:14.0,,M. Williams enters the game for S. Brown,34,42
145,2,8:06.0,T. Ferguson makes 3-pt jump shot from 26 ft (assist by S. Adams),,37,42
146,2,7:59.0,,Offensive foul by B. Lopez (drawn by D. Schröder),37,42
147,2,7:59.0,,Turnover by B. Lopez (offensive foul),37,42
148,2,7:45.0,A. Nader misses 3-pt jump shot from 23 ft,,37,42
149,2,7:40.0,,Defensive rebound by E. Bledsoe,37,42
150,2,7:30.0,,M. Williams misses 3-pt jump shot from 27 ft,37,42
151,2,7:28.0,,Offensive rebound by B. Lopez,37,42
152,2,7:24.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,37,42
153,2,7:21.0,Defensive rebound by S. Adams,,37,42
154,2,7:01.0,C. Paul misses 3-pt jump shot from 28 ft,,37,42
155,2,6:58.0,,Defensive rebound by M. Williams,37,42
156,2,6:53.0,,Offensive foul by D. DiVincenzo (drawn by C. Paul),37,42
157,2,6:53.0,,Turnover by D. DiVincenzo (offensive foul),37,42
158,2,6:53.0,,Milwaukee full timeout,37,42
159,2,6:53.0,,G. Hill enters the game for D. DiVincenzo,37,42
160,2,6:53.0,,R. Lopez enters the game for B. Lopez,37,42
161,2,6:45.0,Shooting foul by G. Hill (drawn by D. Schröder),,37,42
162,2,6:45.0,D. Schröder makes free throw 1 of 2,,38,42
163,2,6:45.0,D. Schröder makes free throw 2 of 2,,39,42
164,2,6:45.0,S. Gilgeous-Alexander enters the game for C. Paul,,39,42
165,2,6:36.0,,Shooting foul by A. Nader (drawn by E. Bledsoe),39,42
166,2,6:36.0,,E. Bledsoe makes free throw 1 of 2,39,43
167,2,6:36.0,,E. Bledsoe makes free throw 2 of 2,39,44
168,2,6:23.0,A. Nader misses 2-pt jump shot from 9 ft,,39,44
169,2,6:20.0,,Defensive rebound by M. Williams,39,44
170,2,6:17.0,,Offensive foul by E. Bledsoe (drawn by D. Schröder),39,44
171,2,6:17.0,,Turnover by E. Bledsoe (offensive foul),39,44
172,2,5:58.0,S. Gilgeous-Alexander makes 2-pt jump shot from 15 ft,,41,44
173,2,5:40.0,,R. Lopez misses 2-pt hook shot from 7 ft,41,44
174,2,5:38.0,,Offensive rebound by M. Williams,41,44
175,2,5:36.0,,M. Williams misses 2-pt layup from 2 ft,41,44
176,2,5:34.0,Defensive rebound by S. Adams,,41,44
177,2,5:29.0,D. Schröder misses 2-pt layup from 2 ft,,41,44
178,2,5:27.0,,Defensive rebound by E. Bledsoe,41,44
179,2,5:23.0,,E. Bledsoe misses 2-pt layup from 3 ft,41,44
180,2,5:21.0,Defensive rebound by S. Adams,,41,44
181,2,5:17.0,T. Ferguson misses 3-pt jump shot from 24 ft,,41,44
182,2,5:12.0,,Defensive rebound by G. Hill,41,44
183,2,5:09.0,,G. Hill makes 2-pt layup from 2 ft,41,46
184,2,4:59.0,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft,,43,46
185,2,4:59.0,Shooting foul by R. Lopez (drawn by S. Gilgeous-Alexander),,43,46
186,2,4:59.0,D. Burton enters the game for S. Adams,,43,46
187,2,4:59.0,L. Dort enters the game for T. Ferguson,,43,46
188,2,4:59.0,M. Muscala enters the game for A. Nader,,43,46
189,2,4:59.0,,G. Antetokounmpo enters the game for E. Bledsoe,43,46
190,2,4:59.0,,P. Connaughton enters the game for R. Lopez,43,46
191,2,4:59.0,S. Gilgeous-Alexander misses free throw 1 of 1,,43,46
192,2,4:55.0,,Defensive rebound by M. Williams,43,46
193,2,4:43.0,,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by W. Matthews),43,48
194,2,4:23.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,,43,48
195,2,4:20.0,,Defensive rebound by G. Antetokounmpo,43,48
196,2,4:12.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by P. Connaughton),43,51
197,2,3:52.0,D. Schröder misses 2-pt jump shot from 13 ft,,43,51
198,2,3:50.0,,Defensive rebound by G. Antetokounmpo,43,51
199,2,3:43.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by G. Hill),43,54
200,2,3:43.0,Oklahoma City full timeout,,43,54
201,2,3:43.0,Technical foul by M. Budenholzer,,43,54
202,2,3:43.0,D. Schröder misses technical free throw,,43,54
203,2,3:43.0,Offensive rebound by Team,,43,54
204,2,3:32.0,D. Burton misses 3-pt jump shot from 27 ft,,43,54
205,2,3:29.0,,Defensive rebound by P. Connaughton,43,54
206,2,3:22.0,,W. Matthews misses 2-pt layup from 5 ft,43,54
207,2,3:18.0,Defensive rebound by D. Burton,,43,54
208,2,3:08.0,D. Schröder misses 3-pt jump shot from 28 ft,,43,54
209,2,3:05.0,,Defensive rebound by G. Antetokounmpo,43,54
210,2,2:54.0,,G. Antetokounmpo makes 3-pt jump shot from 28 ft (assist by G. Hill),43,57
211,2,2:47.0,Offensive foul by D. Burton (drawn by G. Hill),,43,57
212,2,2:47.0,Turnover by D. Burton (offensive foul),,43,57
213,2,2:47.0,S. Adams enters the game for M. Muscala,,43,57
214,2,2:47.0,C. Paul enters the game for D. Schröder,,43,57
215,2,2:31.0,,G. Antetokounmpo makes 2-pt jump shot from 15 ft,43,59
216,2,2:31.0,,Shooting foul by L. Dort (drawn by G. Antetokounmpo),43,59
217,2,2:31.0,A. Nader enters the game for D. Burton,,43,59
218,2,2:31.0,,G. Antetokounmpo makes free throw 1 of 1,43,60
219,2,2:18.0,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,,43,60
220,2,2:11.0,Offensive rebound by S. Adams,,43,60
221,2,2:10.0,C. Paul makes 2-pt layup from 1 ft,,45,60
222,2,2:05.0,,G. Hill makes 2-pt layup from 2 ft,45,62
223,2,1:41.0,C. Paul misses 2-pt jump shot from 16 ft,,45,62
224,2,1:38.0,,Defensive rebound by G. Antetokounmpo,45,62
225,2,1:34.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft,45,64
226,2,1:12.0,S. Gilgeous-Alexander misses 2-pt layup from 4 ft,,45,64
227,2,1:12.0,Offensive rebound by Team,,45,64
228,2,1:12.0,Turnover by S. Gilgeous-Alexander (traveling),,45,64
229,2,1:12.0,,S. Brown enters the game for W. Matthews,45,64
230,2,1:12.0,,B. Lopez enters the game for M. Williams,45,64
231,2,0:56.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,45,66
232,2,0:48.0,A. Nader misses 3-pt jump shot from 30 ft,,45,66
233,2,0:44.0,,Defensive rebound by G. Hill,45,66
234,2,0:28.0,,B. Lopez makes 2-pt layup from 1 ft (assist by G. Hill),45,68
235,2,0:28.0,,Shooting foul by S. Adams (drawn by B. Lopez),45,68
236,2,0:28.0,,Technical foul by C. Paul,45,68
237,2,0:28.0,,G. Antetokounmpo makes technical free throw,45,69
238,2,0:28.0,D. Schröder enters the game for L. Dort,,45,69
239,2,0:28.0,,B. Lopez makes free throw 1 of 1,45,70
240,2,0:09.0,S. Adams makes 2-pt layup from 2 ft (assist by C. Paul),,47,70
241,2,0:02.0,,S. Brown misses 2-pt layup from 2 ft,47,70
242,2,0:02.0,Defensive rebound by S. Adams,,47,70
243,2,0:00.0,C. Paul misses 3-pt jump shot from 47 ft,,47,70
244,2,0:00.0,Offensive rebound by Team,,47,70
245,3,11:47.0,C. Paul misses 2-pt jump shot from 13 ft,,47,70
246,3,11:44.0,,Defensive rebound by D. DiVincenzo,47,70
247,3,11:36.0,,B. Lopez misses 3-pt jump shot from 23 ft,47,70
248,3,11:32.0,Defensive rebound by H. Diallo,,47,70
249,3,11:29.0,H. Diallo misses 2-pt layup from 2 ft,,47,70
250,3,11:29.0,,Defensive rebound by Team,47,70
251,3,11:29.0,Violation by Team (delay of game),,47,70
252,3,11:15.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,47,72
253,3,10:54.0,Personal foul by B. Lopez (drawn by S. Adams),,47,72
254,3,10:50.0,Turnover by S. Adams (bad pass; steal by B. Lopez),,47,72
255,3,10:44.0,,D. DiVincenzo misses 3-pt jump shot from 28 ft,47,72
256,3,10:41.0,Defensive rebound by S. Gilgeous-Alexander,,47,72
257,3,10:36.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by B. Lopez),,47,72
258,3,10:32.0,,Defensive rebound by D. DiVincenzo,47,72
259,3,10:29.0,,Turnover by G. Antetokounmpo (bad pass; steal by S. Adams),47,72
260,3,10:11.0,L. Dort makes 2-pt layup from 1 ft,,49,72
261,3,9:50.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,49,72
262,3,9:46.0,Defensive rebound by L. Dort,,49,72
263,3,9:41.0,L. Dort misses 3-pt jump shot from 28 ft (block by E. Bledsoe),,49,72
264,3,9:36.0,,Defensive rebound by B. Lopez,49,72
265,3,9:30.0,,B. Lopez misses 3-pt jump shot from 28 ft,49,72
266,3,9:30.0,,Offensive rebound by Team,49,72
267,3,9:30.0,Loose ball foul by H. Diallo (drawn by D. DiVincenzo),,49,72
268,3,9:25.0,,Offensive foul by D. DiVincenzo (drawn by L. Dort),49,72
269,3,9:25.0,,Turnover by D. DiVincenzo (offensive foul),49,72
270,3,9:19.0,C. Paul makes 2-pt jump shot from 13 ft,,51,72
271,3,9:04.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,51,72
272,3,9:02.0,Defensive rebound by S. Gilgeous-Alexander,,51,72
273,3,8:59.0,H. Diallo makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),,53,72
274,3,8:47.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),53,75
275,3,8:38.0,Personal foul by W. Matthews (drawn by S. Gilgeous-Alexander),,53,75
276,3,8:23.0,L. Dort makes 2-pt jump shot from 9 ft (assist by S. Adams),,55,75
277,3,8:10.0,,B. Lopez misses 2-pt jump shot from 10 ft,55,75
278,3,8:08.0,,Offensive rebound by W. Matthews,55,75
279,3,8:06.0,,W. Matthews makes 3-pt jump shot from 24 ft,55,78
280,3,7:57.0,C. Paul misses 3-pt jump shot from 26 ft,,55,78
281,3,7:54.0,,Defensive rebound by G. Antetokounmpo,55,78
282,3,7:45.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,55,78
283,3,7:42.0,Defensive rebound by L. Dort,,55,78
284,3,7:37.0,Offensive foul by S. Gilgeous-Alexander (drawn by W. Matthews),,55,78
285,3,7:37.0,Turnover by S. Gilgeous-Alexander (offensive foul),,55,78
286,3,7:37.0,N. Noel enters the game for S. Adams,,55,78
287,3,7:22.0,,W. Matthews misses 3-pt jump shot from 23 ft,55,78
288,3,7:17.0,Defensive rebound by N. Noel,,55,78
289,3,7:08.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,,55,78
290,3,7:07.0,,Defensive rebound by Team,55,78
291,3,6:49.0,,B. Lopez misses 2-pt jump shot from 19 ft,55,78
292,3,6:44.0,,Offensive rebound by W. Matthews,55,78
293,3,6:44.0,,W. Matthews makes 2-pt layup from 1 ft,55,80
294,3,6:36.0,C. Paul makes 2-pt jump shot from 12 ft,,57,80
295,3,6:36.0,,Milwaukee full timeout,57,80
296,3,6:36.0,D. Schröder enters the game for S. Gilgeous-Alexander,,57,80
297,3,6:36.0,,G. Hill enters the game for D. DiVincenzo,57,80
298,3,6:36.0,,R. Lopez enters the game for B. Lopez,57,80
299,3,6:19.0,,Shooting foul by N. Noel (drawn by G. Antetokounmpo),57,80
300,3,6:19.0,,G. Antetokounmpo makes free throw 1 of 2,57,81
301,3,6:19.0,,G. Antetokounmpo misses free throw 2 of 2,57,81
302,3,6:17.0,Defensive rebound by Team,,57,81
303,3,6:08.0,Shooting foul by R. Lopez (drawn by D. Schröder),,57,81
304,3,6:08.0,D. Schröder makes free throw 1 of 2,,58,81
305,3,6:08.0,D. Schröder misses free throw 2 of 2,,58,81
306,3,6:05.0,,Defensive rebound by G. Antetokounmpo,58,81
307,3,5:57.0,,Turnover by E. Bledsoe (bad pass),58,81
308,3,5:49.0,C. Paul misses 2-pt jump shot from 9 ft,,58,81
309,3,5:42.0,Offensive rebound by L. Dort,,58,81
310,3,5:42.0,L. Dort misses 2-pt layup at rim,,58,81
311,3,5:41.0,,Defensive rebound by G. Hill,58,81
312,3,5:37.0,,R. Lopez makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),58,84
313,3,5:30.0,Personal foul by R. Lopez (drawn by L. Dort),,58,84
314,3,5:30.0,A. Nader enters the game for L. Dort,,58,84
315,3,5:30.0,,M. Williams enters the game for R. Lopez,58,84
316,3,5:12.0,C. Paul makes 2-pt jump shot from 13 ft,,60,84
317,3,5:00.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),60,87
318,3,4:47.0,Turnover by N. Noel (bad pass; steal by M. Williams),,60,87
319,3,4:41.0,,Turnover by G. Antetokounmpo (bad pass; steal by C. Paul),60,87
320,3,4:35.0,C. Paul makes 3-pt jump shot from 28 ft,,63,87
321,3,4:10.0,,G. Antetokounmpo makes 2-pt hook shot from 3 ft,63,89
322,3,4:00.0,H. Diallo misses 3-pt jump shot from 26 ft,,63,89
323,3,3:54.0,,Defensive rebound by G. Hill,63,89
324,3,3:54.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Hill),63,91
325,3,3:54.0,Oklahoma City full timeout,,63,91
326,3,3:54.0,S. Gilgeous-Alexander enters the game for C. Paul,,63,91
327,3,3:54.0,,S. Brown enters the game for E. Bledsoe,63,91
328,3,3:54.0,,P. Connaughton enters the game for W. Matthews,63,91
329,3,3:40.0,D. Schröder misses 2-pt jump shot from 14 ft,,63,91
330,3,3:37.0,,Defensive rebound by P. Connaughton,63,91
331,3,3:21.0,,P. Connaughton makes 3-pt jump shot from 26 ft (assist by S. Brown),63,94
332,3,3:18.0,Turnover by D. Schröder (bad pass),,63,94
333,3,2:54.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by P. Connaughton),63,97
334,3,2:39.0,A. Nader misses 2-pt layup from 1 ft,,63,97
335,3,2:36.0,,Defensive rebound by G. Antetokounmpo,63,97
336,3,2:30.0,,M. Williams makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),63,99
337,3,2:13.0,H. Diallo misses 2-pt jump shot from 9 ft,,63,99
338,3,2:11.0,,Defensive rebound by M. Williams,63,99
339,3,2:01.0,,S. Brown makes 3-pt jump shot from 23 ft (assist by G. Hill),63,102
340,3,2:01.0,Oklahoma City full timeout,,63,102
341,3,2:01.0,T. Ferguson enters the game for H. Diallo,,63,102
342,3,2:01.0,C. Paul enters the game for A. Nader,,63,102
343,3,2:01.0,,E. İlyasova enters the game for G. Antetokounmpo,63,102
344,3,1:51.0,D. Schröder makes 2-pt layup from 2 ft (assist by C. Paul),,65,102
345,3,1:37.0,,Shooting foul by N. Noel (drawn by G. Hill),65,102
346,3,1:37.0,,G. Hill makes free throw 1 of 2,65,103
347,3,1:37.0,,G. Hill makes free throw 2 of 2,65,104
348,3,1:28.0,D. Schröder makes 2-pt jump shot from 13 ft (assist by C. Paul),,67,104
349,3,1:18.0,,M. Williams misses 3-pt jump shot from 24 ft,67,104
350,3,1:15.0,Defensive rebound by N. Noel,,67,104
351,3,1:08.0,D. Schröder misses 3-pt jump shot from 27 ft,,67,104
352,3,1:04.0,,Defensive rebound by P. Connaughton,67,104
353,3,0:54.0,,P. Connaughton misses 3-pt jump shot from 27 ft,67,104
354,3,0:51.0,Defensive rebound by N. Noel,,67,104
355,3,0:35.0,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,,69,104
356,3,0:28.0,,G. Hill makes 3-pt jump shot from 28 ft,69,107
357,3,0:03.0,C. Paul misses 3-pt jump shot from 26 ft,,69,107
358,3,0:00.0,,Defensive rebound by E. İlyasova,69,107
359,3,0:00.0,,S. Brown misses 3-pt jump shot from 58 ft,69,107
360,3,0:00.0,,Offensive rebound by Team,69,107
361,4,11:44.0,,D. DiVincenzo misses 2-pt layup from 2 ft (block by M. Muscala),69,107
362,4,11:40.0,Defensive rebound by D. Burton,,69,107
363,4,11:35.0,D. Burton makes 3-pt jump shot from 28 ft (assist by M. Muscala),,72,107
364,4,11:09.0,,P. Connaughton makes 3-pt jump shot from 28 ft (assist by D. DiVincenzo),72,110
365,4,10:49.0,L. Dort makes 2-pt jump shot from 9 ft (assist by M. Muscala),,74,110
366,4,10:36.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,74,110
367,4,10:33.0,Defensive rebound by A. Nader,,74,110
368,4,10:29.0,D. Burton misses 3-pt jump shot from 27 ft,,74,110
369,4,10:26.0,,Defensive rebound by D. Wilson,74,110
370,4,10:05.0,,P. Connaughton makes 3-pt jump shot from 31 ft (assist by D. Wilson),74,113
