,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MIAMI_ACTION,ORLANDO_SCORE,MIAMI_SCORE
120,2,7:13.0,,Turnover by G. Dragić (lost ball; steal by N. Vučević),27,43
121,2,7:09.0,M. Carter-Williams misses 2-pt layup at rim (block by K. Olynyk),,27,43
122,2,7:04.0,Offensive rebound by E. Fournier,,27,43
123,2,7:03.0,Shooting foul by J. Johnson (drawn by K. Birch),,27,43
124,2,7:03.0,K. Birch makes free throw 1 of 2,,28,43
125,2,7:03.0,M. Fultz enters the game for E. Fournier,,28,43
126,2,7:03.0,,B. Adebayo enters the game for J. Johnson,28,43
127,2,7:03.0,K. Birch makes free throw 2 of 2,,29,43
128,2,6:44.0,,D. Waiters misses 3-pt jump shot from 24 ft,29,43
129,2,6:41.0,Defensive rebound by M. Fultz,,29,43
130,2,6:31.0,M. Fultz misses 3-pt jump shot from 25 ft,,29,43
131,2,6:28.0,Offensive rebound by K. Birch,,29,43
132,2,6:26.0,M. Carter-Williams makes 2-pt layup from 3 ft,,31,43
133,2,6:26.0,Shooting foul by K. Olynyk (drawn by M. Carter-Williams),,31,43
134,2,6:26.0,M. Carter-Williams makes free throw 1 of 1,,32,43
135,2,6:25.0,,Miami full timeout,32,43
136,2,6:25.0,,J. Butler enters the game for D. Jones,32,43
137,2,6:25.0,,D. Robinson enters the game for D. Waiters,32,43
138,2,6:08.0,,K. Olynyk misses 2-pt jump shot from 9 ft,32,43
139,2,6:04.0,Defensive rebound by N. Vučević,,32,43
140,2,5:55.0,M. Fultz makes 2-pt layup from 1 ft,,34,43
141,2,5:39.0,,J. Butler makes 2-pt jump shot from 6 ft (assist by G. Dragić),34,45
142,2,5:19.0,M. Carter-Williams misses 2-pt jump shot from 20 ft,,34,45
143,2,5:18.0,,Defensive rebound by B. Adebayo,34,45
144,2,5:09.0,,Shooting foul by M. Fultz (drawn by J. Butler),34,45
145,2,5:09.0,,J. Butler makes free throw 1 of 2,34,46
146,2,5:09.0,W. Iwundu enters the game for T. Ross,,34,46
147,2,5:09.0,,J. Butler makes free throw 2 of 2,34,47
148,2,4:55.0,N. Vučević misses 2-pt jump shot from 9 ft,,34,47
149,2,4:55.0,,Defensive rebound by Team,34,47
150,2,4:55.0,E. Fournier enters the game for M. Carter-Williams,,34,47
151,2,4:41.0,,Personal foul by E. Fournier (drawn by J. Butler),34,47
152,2,4:41.0,A. Gordon enters the game for K. Birch,,34,47
153,2,4:29.0,,B. Adebayo misses 2-pt hook shot from 6 ft,34,47
154,2,4:27.0,Defensive rebound by N. Vučević,,34,47
155,2,4:18.0,E. Fournier makes 2-pt layup from 1 ft (assist by N. Vučević),,36,47
156,2,4:04.0,,K. Olynyk makes 2-pt dunk from 1 ft (assist by J. Butler),36,49
157,2,3:50.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by M. Fultz),,39,49
158,2,3:35.0,,D. Robinson misses 2-pt layup from 2 ft (block by A. Gordon),39,49
159,2,3:32.0,Defensive rebound by A. Gordon,,39,49
160,2,3:31.0,Personal foul by G. Dragić (drawn by A. Gordon),,39,49
161,2,3:31.0,,T. Herro enters the game for G. Dragić,39,49
162,2,3:21.0,N. Vučević misses 3-pt jump shot from 28 ft,,39,49
163,2,3:15.0,,Defensive rebound by B. Adebayo,39,49
164,2,3:04.0,,J. Butler misses 2-pt layup from 2 ft,39,49
165,2,3:01.0,Defensive rebound by N. Vučević,,39,49
166,2,2:56.0,W. Iwundu makes 3-pt jump shot from 23 ft (assist by E. Fournier),,42,49
167,2,2:39.0,,J. Butler misses 2-pt jump shot from 4 ft,42,49
168,2,2:36.0,Defensive rebound by A. Gordon,,42,49
169,2,2:34.0,A. Gordon misses 2-pt layup from 2 ft (block by T. Herro),,42,49
170,2,2:34.0,Offensive rebound by N. Vučević,,42,49
171,2,2:30.0,M. Fultz makes 2-pt layup from 3 ft (assist by E. Fournier),,44,49
172,2,2:24.0,,Personal foul by W. Iwundu (drawn by D. Robinson),44,49
173,2,2:24.0,T. Ross enters the game for W. Iwundu,,44,49
174,2,2:10.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by B. Adebayo),44,52
175,2,2:10.0,,D. Jones enters the game for K. Olynyk,44,52
176,2,1:38.0,A. Gordon makes 2-pt jump shot from 12 ft (assist by E. Fournier),,46,52
177,2,1:23.0,,T. Herro makes 2-pt jump shot from 6 ft (assist by J. Butler),46,54
178,2,1:12.0,A. Gordon misses 2-pt jump shot from 11 ft,,46,54
179,2,1:06.0,,Defensive rebound by B. Adebayo,46,54
180,2,0:50.0,,D. Jones misses 3-pt jump shot from 23 ft,46,54
181,2,0:47.0,Defensive rebound by E. Fournier,,46,54
182,2,0:46.0,A. Gordon makes 2-pt dunk from 1 ft (assist by M. Fultz),,48,54
183,2,0:27.0,,D. Jones misses 3-pt jump shot from 26 ft,48,54
184,2,0:24.0,,Offensive rebound by J. Butler,48,54
185,2,0:21.0,,T. Herro misses 3-pt jump shot from 23 ft,48,54
186,2,0:19.0,Defensive rebound by N. Vučević,,48,54
187,2,0:03.0,N. Vučević misses 3-pt jump shot from 24 ft,,48,54
188,2,0:01.0,,Defensive rebound by Team,48,54
189,2,0:01.0,,Turnover by B. Adebayo (bad pass; steal by M. Fultz),48,54
190,2,0:00.0,M. Fultz misses 3-pt jump shot from 42 ft,,48,54
191,2,0:00.0,Offensive rebound by Team,,48,54
192,3,11:41.0,M. Fultz misses 2-pt jump shot from 12 ft (block by T. Herro),,48,54
193,3,11:38.0,,Defensive rebound by J. Butler,48,54
194,3,11:34.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),48,57
195,3,11:17.0,M. Fultz makes 2-pt layup from 1 ft,,50,57
196,3,10:53.0,,D. Robinson misses 3-pt jump shot from 26 ft,50,57
197,3,10:51.0,Defensive rebound by K. Birch,,50,57
198,3,10:44.0,Personal foul by D. Robinson (drawn by A. Gordon),,50,57
199,3,10:34.0,N. Vučević misses 3-pt jump shot from 25 ft,,50,57
200,3,10:32.0,,Defensive rebound by T. Herro,50,57
201,3,10:24.0,,B. Adebayo makes 2-pt dunk from 1 ft,50,59
202,3,9:54.0,N. Vučević misses 2-pt jump shot from 10 ft,,50,59
203,3,9:50.0,,Defensive rebound by B. Adebayo,50,59
204,3,9:43.0,,T. Herro makes 3-pt jump shot from 25 ft (assist by B. Adebayo),50,62
205,3,9:17.0,A. Gordon makes 2-pt jump shot from 15 ft,,52,62
206,3,9:08.0,,J. Butler makes 2-pt jump shot from 8 ft (assist by B. Adebayo),52,64
207,3,9:08.0,,Shooting foul by N. Vučević (drawn by J. Butler),52,64
208,3,9:08.0,,J. Butler makes free throw 1 of 1,52,65
209,3,8:48.0,A. Gordon misses 2-pt layup from 3 ft,,52,65
210,3,8:46.0,,Defensive rebound by M. Leonard,52,65
211,3,8:36.0,,Shooting foul by M. Fultz (drawn by T. Herro),52,65
212,3,8:36.0,,T. Herro makes free throw 1 of 3,52,66
213,3,8:36.0,,T. Herro makes free throw 2 of 3,52,67
214,3,8:36.0,,T. Herro makes free throw 3 of 3,52,68
215,3,8:24.0,E. Fournier misses 3-pt jump shot from 25 ft,,52,68
216,3,8:22.0,,Defensive rebound by M. Leonard,52,68
217,3,8:13.0,,B. Adebayo misses 3-pt jump shot from 23 ft,52,68
218,3,8:11.0,Defensive rebound by M. Fultz,,52,68
219,3,8:05.0,N. Vučević misses 2-pt jump shot from 11 ft,,52,68
220,3,8:01.0,,Defensive rebound by B. Adebayo,52,68
221,3,7:50.0,,M. Leonard makes 2-pt jump shot from 12 ft (assist by T. Herro),52,70
222,3,7:29.0,M. Fultz misses 2-pt jump shot from 15 ft,,52,70
223,3,7:26.0,,Defensive rebound by M. Leonard,52,70
224,3,7:07.0,,B. Adebayo makes 2-pt hook shot from 7 ft (assist by J. Butler),52,72
225,3,7:07.0,Orlando full timeout,,52,72
226,3,6:53.0,E. Fournier misses 2-pt jump shot from 15 ft,,52,72
227,3,6:49.0,,Defensive rebound by M. Leonard,52,72
228,3,6:46.0,,T. Herro makes 2-pt layup at rim,52,74
229,3,6:30.0,Turnover by M. Fultz (bad pass; steal by B. Adebayo),,52,74
230,3,6:12.0,,T. Herro misses 2-pt jump shot from 11 ft,52,74
231,3,6:08.0,Defensive rebound by M. Fultz,,52,74
232,3,6:08.0,Turnover by E. Fournier (traveling),,52,74
233,3,6:08.0,T. Ross enters the game for A. Gordon,,52,74
234,3,5:48.0,,J. Butler makes 2-pt dunk from 1 ft (assist by B. Adebayo),52,76
235,3,5:30.0,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),,54,76
236,3,5:30.0,Shooting foul by J. Butler (drawn by N. Vučević),,54,76
237,3,5:30.0,N. Vučević makes free throw 1 of 1,,55,76
238,3,5:18.0,,D. Robinson makes 3-pt jump shot from 25 ft (assist by B. Adebayo),55,79
239,3,5:05.0,Personal foul by M. Leonard (drawn by N. Vučević),,55,79
240,3,5:05.0,W. Iwundu enters the game for E. Fournier,,55,79
241,3,4:55.0,W. Iwundu makes 3-pt jump shot from 26 ft,,58,79
242,3,4:40.0,,B. Adebayo makes 2-pt jump shot from 5 ft,58,81
243,3,4:21.0,T. Ross makes 3-pt jump shot from 24 ft (assist by M. Fultz),,61,81
244,3,4:21.0,,Miami full timeout,61,81
245,3,4:21.0,,G. Dragić enters the game for D. Robinson,61,81
246,3,3:55.0,,B. Adebayo misses 2-pt jump shot from 18 ft,61,81
247,3,3:53.0,,Offensive rebound by J. Butler,61,81
248,3,3:45.0,,J. Butler misses 2-pt layup from 1 ft,61,81
249,3,3:45.0,,Offensive rebound by Team,61,81
250,3,3:35.0,,Personal foul by T. Ross (drawn by B. Adebayo),61,81
251,3,3:27.0,,Turnover by G. Dragić (bad pass; steal by W. Iwundu),61,81
252,3,3:17.0,T. Ross misses 3-pt jump shot from 25 ft,,61,81
253,3,3:15.0,Offensive rebound by K. Birch,,61,81
254,3,3:12.0,W. Iwundu misses 3-pt jump shot from 23 ft,,61,81
255,3,3:12.0,,Defensive rebound by T. Herro,61,81
256,3,3:00.0,,T. Herro misses 2-pt jump shot from 16 ft,61,81
257,3,2:56.0,Defensive rebound by M. Fultz,,61,81
258,3,2:52.0,M. Fultz makes 2-pt layup from 1 ft,,63,81
259,3,2:36.0,Violation by Team (kicked ball),,63,81
260,3,2:36.0,M. Bamba enters the game for K. Birch,,63,81
261,3,2:36.0,M. Carter-Williams enters the game for M. Fultz,,63,81
262,3,2:36.0,A. Gordon enters the game for N. Vučević,,63,81
263,3,2:36.0,,J. Johnson enters the game for B. Adebayo,63,81
264,3,2:36.0,,D. Jones enters the game for M. Leonard,63,81
265,3,2:24.0,,T. Herro misses 3-pt jump shot from 23 ft,63,81
266,3,2:18.0,Defensive rebound by M. Bamba,,63,81
267,3,2:14.0,M. Bamba makes 3-pt jump shot from 26 ft (assist by W. Iwundu),,66,81
268,3,1:49.0,,J. Butler makes 2-pt layup from 1 ft (assist by J. Johnson),66,83
269,3,1:29.0,W. Iwundu misses 3-pt jump shot from 23 ft,,66,83
270,3,1:24.0,Offensive rebound by M. Bamba,,66,83
271,3,1:24.0,M. Bamba makes 2-pt layup at rim,,68,83
272,3,1:11.0,,J. Johnson misses 2-pt hook shot from 3 ft (block by M. Bamba),68,83
273,3,1:11.0,,Offensive rebound by Team,68,83
274,3,1:11.0,,K. Olynyk enters the game for J. Butler,68,83
275,3,1:01.0,,Shooting foul by T. Ross (drawn by K. Olynyk),68,83
276,3,1:01.0,,K. Olynyk makes free throw 1 of 3,68,84
277,3,1:01.0,,K. Olynyk makes free throw 2 of 3,68,85
278,3,1:01.0,,K. Olynyk misses free throw 3 of 3,68,85
279,3,0:57.0,Defensive rebound by A. Gordon,,68,85
280,3,0:44.0,T. Ross misses 2-pt jump shot from 15 ft,,68,85
281,3,0:40.0,Offensive rebound by A. Gordon,,68,85
282,3,0:40.0,A. Gordon misses 2-pt dunk at rim,,68,85
283,3,0:40.0,Offensive rebound by W. Iwundu,,68,85
284,3,0:36.0,T. Ross makes 3-pt jump shot from 22 ft (assist by M. Bamba),,71,85
285,3,0:14.0,,G. Dragić misses 3-pt jump shot from 23 ft,71,85
286,3,0:11.0,Defensive rebound by A. Gordon,,71,85
287,3,0:07.0,A. Gordon misses 2-pt layup from 2 ft (block by J. Johnson),,71,85
288,3,0:05.0,,Defensive rebound by J. Johnson,71,85
289,3,0:00.0,,Turnover by J. Johnson (bad pass),71,85
290,4,11:43.0,,D. Robinson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),71,88
291,4,11:20.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,71,88
292,4,11:16.0,,Defensive rebound by K. Olynyk,71,88
293,4,11:04.0,,Shooting foul by M. Bamba (drawn by K. Olynyk),71,88
294,4,11:04.0,,K. Olynyk makes free throw 1 of 2,71,89
295,4,11:04.0,,K. Olynyk makes free throw 2 of 2,71,90
296,4,10:40.0,A. Gordon misses 3-pt jump shot from 24 ft,,71,90
297,4,10:40.0,Offensive rebound by Team,,71,90
298,4,10:40.0,Turnover by Team (shot clock),,71,90
299,4,10:25.0,,K. Olynyk makes 2-pt jump shot from 20 ft (assist by D. Jones),71,92
300,4,10:13.0,Personal foul by J. Johnson (drawn by M. Carter-Williams),,71,92
301,4,10:13.0,E. Fournier enters the game for W. Iwundu,,71,92
302,4,10:02.0,T. Ross misses 3-pt jump shot from 27 ft,,71,92
303,4,9:59.0,,Defensive rebound by D. Robinson,71,92
304,4,9:47.0,,J. Johnson makes 2-pt dunk from 1 ft (assist by K. Olynyk),71,94
305,4,9:47.0,Orlando full timeout,,71,94
306,4,9:30.0,T. Ross misses 2-pt jump shot from 16 ft,,71,94
307,4,9:26.0,,Defensive rebound by J. Johnson,71,94
308,4,9:18.0,,Turnover by J. Johnson (traveling),71,94
309,4,8:57.0,T. Ross makes 3-pt jump shot from 23 ft (assist by E. Fournier),,74,94
310,4,8:37.0,,K. Olynyk misses 2-pt jump shot from 23 ft,74,94
311,4,8:34.0,Defensive rebound by E. Fournier,,74,94
312,4,8:29.0,M. Carter-Williams makes 2-pt layup from 1 ft (assist by E. Fournier),,76,94
313,4,8:29.0,,Miami full timeout,76,94
314,4,8:29.0,K. Birch enters the game for A. Gordon,,76,94
315,4,8:29.0,,B. Adebayo enters the game for J. Johnson,76,94
316,4,8:15.0,,D. Robinson makes 3-pt jump shot from 25 ft (assist by B. Adebayo),76,97
317,4,8:15.0,,Shooting foul by E. Fournier (drawn by D. Robinson),76,97
318,4,8:15.0,,D. Robinson makes free throw 1 of 1,76,98
319,4,8:00.0,E. Fournier misses 3-pt jump shot from 25 ft,,76,98
320,4,7:56.0,,Defensive rebound by B. Adebayo,76,98
321,4,7:45.0,,G. Dragić misses 2-pt hook shot from 4 ft,76,98
322,4,7:38.0,Defensive rebound by K. Birch,,76,98
323,4,7:22.0,E. Fournier misses 2-pt jump shot from 22 ft,,76,98
324,4,7:22.0,,Defensive rebound by Team,76,98
325,4,7:22.0,N. Vučević enters the game for M. Bamba,,76,98
326,4,7:17.0,,Offensive foul by D. Robinson (drawn by E. Fournier),76,98
327,4,7:17.0,,Turnover by D. Robinson (offensive foul),76,98
328,4,7:10.0,K. Birch makes 2-pt dunk from 1 ft (assist by N. Vučević),,78,98
329,4,7:10.0,Shooting foul by K. Olynyk (drawn by K. Birch),,78,98
330,4,7:10.0,K. Birch makes free throw 1 of 1,,79,98
331,4,6:55.0,,Turnover by D. Robinson (bad pass; steal by K. Birch),79,98
332,4,6:41.0,E. Fournier misses 3-pt jump shot from 23 ft,,79,98
333,4,6:39.0,,Defensive rebound by D. Robinson,79,98
334,4,6:29.0,,B. Adebayo makes 2-pt dunk from 1 ft,79,100
335,4,6:14.0,Personal foul by G. Dragić (drawn by E. Fournier),,79,100
336,4,6:14.0,M. Fultz enters the game for M. Carter-Williams,,79,100
337,4,6:07.0,M. Fultz makes 2-pt layup from 1 ft (assist by N. Vučević),,81,100
338,4,5:45.0,,B. Adebayo misses 2-pt jump shot from 14 ft,81,100
339,4,5:42.0,Defensive rebound by N. Vučević,,81,100
340,4,5:39.0,T. Ross makes 2-pt layup from 1 ft,,83,100
341,4,5:39.0,,Miami full timeout,83,100
342,4,5:39.0,,J. Butler enters the game for D. Jones,83,100
343,4,5:29.0,,Turnover by D. Robinson (bad pass; steal by M. Fultz),83,100
344,4,5:24.0,Shooting foul by D. Robinson (drawn by E. Fournier),,83,100
345,4,5:24.0,E. Fournier makes free throw 1 of 2,,84,100
346,4,5:24.0,E. Fournier makes free throw 2 of 2,,85,100
347,4,5:11.0,,J. Butler makes 2-pt jump shot from 5 ft (assist by G. Dragić),85,102
348,4,5:11.0,,Shooting foul by E. Fournier (drawn by J. Butler),85,102
349,4,5:11.0,,J. Butler makes free throw 1 of 1,85,103
350,4,5:00.0,K. Birch misses 2-pt layup from 2 ft (block by K. Olynyk),,85,103
351,4,4:56.0,,Defensive rebound by D. Robinson,85,103
352,4,4:41.0,,K. Olynyk misses 3-pt jump shot from 23 ft,85,103
353,4,4:39.0,Defensive rebound by N. Vučević,,85,103
354,4,4:35.0,Personal foul by G. Dragić (drawn by M. Fultz),,85,103
355,4,4:35.0,M. Fultz misses free throw 1 of 2,,85,103
356,4,4:35.0,Offensive rebound by Team,,85,103
357,4,4:35.0,A. Gordon enters the game for K. Birch,,85,103
358,4,4:35.0,M. Fultz makes free throw 2 of 2,,86,103
359,4,4:20.0,,G. Dragić makes 3-pt jump shot from 25 ft,86,106
360,4,4:03.0,A. Gordon misses 2-pt jump shot from 12 ft,,86,106
361,4,3:58.0,Offensive rebound by N. Vučević,,86,106
362,4,3:58.0,N. Vučević misses 2-pt layup from 2 ft,,86,106
363,4,3:57.0,Offensive rebound by N. Vučević,,86,106
364,4,3:56.0,N. Vučević makes 2-pt layup at rim,,88,106
365,4,3:38.0,,J. Butler misses 2-pt layup from 1 ft,88,106
366,4,3:38.0,Defensive rebound by Team,,88,106
367,4,3:34.0,M. Fultz misses 2-pt layup from 1 ft (block by K. Olynyk),,88,106
368,4,3:34.0,Offensive rebound by Team,,88,106
369,4,3:25.0,E. Fournier misses 3-pt jump shot from 26 ft,,88,106
370,4,3:25.0,,Defensive rebound by Team,88,106
371,4,3:07.0,,B. Adebayo makes 2-pt jump shot from 12 ft (assist by G. Dragić),88,108
372,4,2:48.0,N. Vučević misses 2-pt jump shot from 15 ft,,88,108
373,4,2:46.0,,Defensive rebound by B. Adebayo,88,108
374,4,2:31.0,,G. Dragić makes 3-pt jump shot from 25 ft,88,111
375,4,2:31.0,Orlando full timeout,,88,111
376,4,2:31.0,M. Carter-Williams enters the game for E. Fournier,,88,111
377,4,2:31.0,M. Frazier enters the game for M. Fultz,,88,111
378,4,2:31.0,A. Jefferson enters the game for A. Gordon,,88,111
