,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CLEVELAND_ACTION,PORTLAND_SCORE,CLEVELAND_SCORE
0,1,11:41.0,,L. Nance misses 3-pt jump shot from 23 ft,0,0
1,1,11:41.0,,Offensive rebound by Team,0,0
2,1,11:41.0,Loose ball foul by A. Tolliver (drawn by T. Thompson),,0,0
3,1,11:28.0,,D. Garland misses 2-pt jump shot from 22 ft,0,0
4,1,11:25.0,Defensive rebound by D. Lillard,,0,0
5,1,11:10.0,R. Hood makes 3-pt jump shot from 23 ft (assist by D. Lillard),,3,0
6,1,10:43.0,,T. Thompson makes 2-pt hook shot from 11 ft,3,2
7,1,10:21.0,C. Anthony misses 3-pt jump shot from 26 ft,,3,2
8,1,10:18.0,,Defensive rebound by C. Osman,3,2
9,1,9:58.0,,T. Thompson misses 2-pt hook shot from 10 ft,3,2
10,1,9:52.0,Defensive rebound by C. McCollum,,3,2
11,1,9:49.0,C. McCollum makes 2-pt layup from 1 ft,,5,2
12,1,9:34.0,,C. Sexton makes 2-pt jump shot from 11 ft,5,4
13,1,9:22.0,C. McCollum misses 3-pt jump shot from 29 ft,,5,4
14,1,9:20.0,,Defensive rebound by T. Thompson,5,4
15,1,9:14.0,,Turnover by L. Nance (bad pass; steal by C. McCollum),5,4
16,1,9:06.0,C. Anthony misses 3-pt jump shot from 26 ft,,5,4
17,1,9:04.0,,Defensive rebound by C. Osman,5,4
18,1,8:57.0,,Turnover by C. Sexton (traveling),5,4
19,1,8:46.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by C. McCollum),,8,4
20,1,8:25.0,,T. Thompson misses 2-pt jump shot from 15 ft,8,4
21,1,8:24.0,Defensive rebound by A. Tolliver,,8,4
22,1,8:14.0,R. Hood misses 2-pt jump shot from 15 ft,,8,4
23,1,8:12.0,,Defensive rebound by C. Osman,8,4
24,1,8:09.0,,T. Thompson misses 2-pt layup from 3 ft (block by C. McCollum),8,4
25,1,8:08.0,,Offensive rebound by T. Thompson,8,4
26,1,8:04.0,,T. Thompson misses 2-pt jump shot from 1 ft,8,4
27,1,8:01.0,Defensive rebound by C. Anthony,,8,4
28,1,7:49.0,C. McCollum makes 2-pt jump shot from 19 ft,,10,4
29,1,7:30.0,,T. Thompson misses 2-pt hook shot from 10 ft,10,4
30,1,7:28.0,Defensive rebound by A. Tolliver,,10,4
31,1,7:24.0,R. Hood misses 3-pt jump shot from 26 ft,,10,4
32,1,7:19.0,,Defensive rebound by L. Nance,10,4
33,1,7:12.0,,D. Garland misses 2-pt jump shot from 8 ft,10,4
34,1,7:10.0,Defensive rebound by D. Lillard,,10,4
35,1,7:06.0,D. Lillard misses 2-pt layup from 4 ft,,10,4
36,1,7:01.0,Offensive rebound by D. Lillard,,10,4
37,1,7:01.0,D. Lillard misses 2-pt layup from 1 ft,,10,4
38,1,7:00.0,,Defensive rebound by L. Nance,10,4
39,1,6:45.0,,T. Thompson makes 2-pt layup from 1 ft,10,6
40,1,6:31.0,C. McCollum misses 2-pt jump shot from 14 ft,,10,6
41,1,6:28.0,,Defensive rebound by C. Osman,10,6
42,1,6:19.0,,T. Thompson makes 2-pt layup from 2 ft (assist by C. Osman),10,8
43,1,6:04.0,Personal foul by C. Osman (drawn by C. Anthony),,10,8
44,1,6:04.0,,Cleveland full timeout,10,8
45,1,6:04.0,,K. Porter enters the game for L. Nance,10,8
46,1,5:50.0,C. Anthony makes 2-pt jump shot from 10 ft,,12,8
47,1,5:39.0,,Turnover by C. Sexton (out of bounds lost ball),12,8
48,1,5:22.0,C. Anthony makes 2-pt layup from 2 ft (assist by D. Lillard),,14,8
49,1,4:57.0,,D. Garland misses 3-pt jump shot from 25 ft,14,8
50,1,4:55.0,,Offensive rebound by T. Thompson,14,8
51,1,4:53.0,,K. Porter misses 2-pt layup from 1 ft,14,8
52,1,4:52.0,,Offensive rebound by T. Thompson,14,8
53,1,4:52.0,,Shooting foul by A. Tolliver (drawn by T. Thompson),14,8
54,1,4:52.0,,T. Thompson makes free throw 1 of 2,14,9
55,1,4:52.0,S. Labissière enters the game for A. Tolliver,,14,9
56,1,4:52.0,,J. Clarkson enters the game for D. Garland,14,9
57,1,4:52.0,,T. Thompson makes free throw 2 of 2,14,10
58,1,4:34.0,C. McCollum misses 2-pt jump shot from 21 ft,,14,10
59,1,4:32.0,,Defensive rebound by K. Porter,14,10
60,1,4:30.0,,C. Osman misses 2-pt layup from 6 ft (block by C. McCollum),14,10
61,1,4:30.0,,Offensive rebound by Team,14,10
62,1,4:22.0,,C. Sexton makes 2-pt layup at rim,14,12
63,1,4:10.0,C. Anthony misses 2-pt jump shot from 21 ft,,14,12
64,1,4:08.0,,Defensive rebound by K. Porter,14,12
65,1,4:02.0,,C. Osman misses 2-pt layup from 2 ft,14,12
66,1,4:00.0,Defensive rebound by S. Labissière,,14,12
67,1,3:47.0,C. McCollum makes 2-pt jump shot from 14 ft (assist by D. Lillard),,16,12
68,1,3:36.0,,C. Sexton makes 2-pt layup from 1 ft,16,14
69,1,3:34.0,Portland full timeout,,16,14
70,1,3:34.0,K. Bazemore enters the game for C. Anthony,,16,14
71,1,3:34.0,N. Little enters the game for R. Hood,,16,14
72,1,3:34.0,A. Simons enters the game for C. McCollum,,16,14
73,1,3:34.0,,A. McKinnie enters the game for C. Osman,16,14
74,1,3:34.0,,L. Nance enters the game for T. Thompson,16,14
75,1,3:19.0,Turnover by D. Lillard (bad pass),,16,14
76,1,3:07.0,,Turnover by K. Porter (step out of bounds),16,14
77,1,2:54.0,S. Labissière misses 2-pt jump shot from 9 ft (block by J. Clarkson),,16,14
78,1,2:51.0,Offensive rebound by N. Little,,16,14
79,1,2:50.0,Turnover by K. Bazemore (lost ball; steal by A. McKinnie),,16,14
80,1,2:49.0,,Shooting foul by N. Little (drawn by A. McKinnie),16,14
81,1,2:49.0,,A. McKinnie misses free throw 1 of 2,16,14
82,1,2:49.0,,Offensive rebound by Team,16,14
83,1,2:49.0,,A. McKinnie makes free throw 2 of 2,16,15
84,1,2:37.0,D. Lillard misses 3-pt jump shot from 35 ft,,16,15
85,1,2:33.0,,Defensive rebound by A. McKinnie,16,15
86,1,2:17.0,,A. McKinnie misses 3-pt jump shot from 26 ft,16,15
87,1,2:16.0,,Offensive rebound by Team,16,15
88,1,2:16.0,,M. Dellavedova enters the game for C. Sexton,16,15
89,1,2:09.0,,K. Porter misses 2-pt jump shot from 20 ft,16,15
90,1,2:07.0,Defensive rebound by N. Little,,16,15
91,1,1:58.0,K. Bazemore misses 3-pt jump shot from 24 ft,,16,15
92,1,1:56.0,,Defensive rebound by A. McKinnie,16,15
93,1,1:44.0,,J. Clarkson misses 2-pt layup from 2 ft (block by N. Little),16,15
94,1,1:42.0,Defensive rebound by S. Labissière,,16,15
95,1,1:42.0,Personal foul by K. Porter (drawn by D. Lillard),,16,15
96,1,1:24.0,N. Little misses 3-pt jump shot from 24 ft,,16,15
97,1,1:22.0,,Defensive rebound by M. Dellavedova,16,15
98,1,1:14.0,,L. Nance misses 3-pt jump shot from 26 ft,16,15
99,1,1:11.0,Defensive rebound by N. Little,,16,15
100,1,1:00.0,S. Labissière makes 2-pt dunk from 1 ft (assist by D. Lillard),,18,15
101,1,0:51.0,,Away from play foul by D. Lillard (drawn by M. Dellavedova),18,15
102,1,0:51.0,,M. Dellavedova makes free throw 1 of 1,18,16
103,1,0:43.0,,A. McKinnie misses 3-pt jump shot from 24 ft,18,16
104,1,0:40.0,Defensive rebound by A. Simons,,18,16
105,1,0:34.0,Shooting foul by M. Dellavedova (drawn by D. Lillard),,18,16
106,1,0:34.0,D. Lillard makes free throw 1 of 2,,19,16
107,1,0:34.0,D. Lillard misses free throw 2 of 2,,19,16
108,1,0:32.0,,Defensive rebound by L. Nance,19,16
109,1,0:24.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by K. Porter),19,19
110,1,0:05.0,Turnover by K. Bazemore (bad pass; steal by J. Clarkson),,19,19
111,1,0:00.0,,M. Dellavedova misses 3-pt jump shot from 25 ft (block by D. Lillard),19,19
112,1,0:00.0,,Offensive rebound by Team,19,19
113,2,11:45.0,A. Simons misses 3-pt jump shot from 27 ft,,19,19
114,2,11:41.0,,Defensive rebound by J. Clarkson,19,19
115,2,11:33.0,,L. Nance makes 2-pt layup from 1 ft (assist by J. Clarkson),19,21
116,2,11:23.0,K. Bazemore makes 2-pt jump shot from 16 ft (assist by A. Simons),,21,21
117,2,11:10.0,,J. Clarkson makes 3-pt jump shot from 26 ft,21,24
118,2,10:50.0,G. Trent makes 3-pt jump shot from 25 ft (assist by A. Simons),,24,24
119,2,10:35.0,,Shooting foul by K. Bazemore (drawn by J. Clarkson),24,24
120,2,10:35.0,,J. Clarkson makes free throw 1 of 3,24,25
121,2,10:35.0,,J. Clarkson makes free throw 2 of 3,24,26
122,2,10:35.0,,J. Clarkson makes free throw 3 of 3,24,27
123,2,10:14.0,K. Bazemore misses 2-pt jump shot from 12 ft,,24,27
124,2,10:12.0,Offensive rebound by N. Little,,24,27
125,2,10:11.0,N. Little misses 2-pt jump shot from 4 ft (block by A. McKinnie),,24,27
126,2,10:07.0,,Defensive rebound by A. McKinnie,24,27
127,2,10:03.0,,A. McKinnie misses 2-pt layup from 1 ft,24,27
128,2,10:01.0,,Offensive rebound by Team,24,27
129,2,9:53.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),24,30
130,2,9:38.0,A. Simons misses 2-pt jump shot from 19 ft,,24,30
131,2,9:36.0,,Defensive rebound by L. Nance,24,30
132,2,9:26.0,,L. Nance makes 2-pt layup from 2 ft (assist by J. Clarkson),24,32
133,2,9:26.0,Portland full timeout,,24,32
134,2,9:06.0,G. Trent misses 3-pt jump shot from 25 ft,,24,32
135,2,9:02.0,,Defensive rebound by J. Clarkson,24,32
136,2,8:55.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,24,32
137,2,8:53.0,Defensive rebound by A. Simons,,24,32
138,2,8:33.0,Shooting foul by K. Porter (drawn by K. Bazemore),,24,32
139,2,8:33.0,K. Bazemore makes free throw 1 of 3,,25,32
140,2,8:33.0,K. Bazemore makes free throw 2 of 3,,26,32
141,2,8:33.0,C. McCollum enters the game for A. Simons,,26,32
142,2,8:33.0,K. Bazemore makes free throw 3 of 3,,27,32
143,2,8:21.0,,Turnover by L. Nance (bad pass; steal by N. Little),27,32
144,2,8:16.0,K. Bazemore misses 3-pt jump shot from 23 ft,,27,32
145,2,8:12.0,,Defensive rebound by K. Porter,27,32
146,2,8:06.0,,K. Porter makes 2-pt jump shot from 5 ft,27,34
147,2,7:50.0,G. Trent makes 3-pt jump shot from 23 ft (assist by S. Labissière),,30,34
148,2,7:34.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,30,34
149,2,7:33.0,Defensive rebound by Team,,30,34
150,2,7:33.0,C. Anthony enters the game for K. Bazemore,,30,34
151,2,7:33.0,R. Hood enters the game for N. Little,,30,34
152,2,7:33.0,,D. Garland enters the game for M. Dellavedova,30,34
153,2,7:33.0,,T. Thompson enters the game for A. McKinnie,30,34
154,2,7:19.0,G. Trent misses 3-pt jump shot from 27 ft,,30,34
155,2,7:15.0,,Defensive rebound by K. Porter,30,34
156,2,6:59.0,,D. Garland misses 2-pt jump shot from 15 ft,30,34
157,2,6:55.0,,Offensive rebound by Team,30,34
158,2,6:55.0,A. Tolliver enters the game for S. Labissière,,30,34
159,2,6:40.0,,D. Garland misses 3-pt jump shot from 32 ft,30,34
160,2,6:36.0,Defensive rebound by C. McCollum,,30,34
161,2,6:26.0,C. McCollum misses 2-pt jump shot from 17 ft,,30,34
162,2,6:23.0,,Defensive rebound by L. Nance,30,34
163,2,6:01.0,,L. Nance misses 3-pt jump shot from 26 ft,30,34
164,2,5:57.0,Defensive rebound by A. Tolliver,,30,34
165,2,5:47.0,A. Tolliver makes 3-pt jump shot from 28 ft (assist by R. Hood),,33,34
166,2,5:28.0,,Turnover by K. Porter (bad pass; steal by C. Anthony),33,34
167,2,5:23.0,C. Anthony misses 3-pt jump shot from 25 ft,,33,34
168,2,5:19.0,,Defensive rebound by L. Nance,33,34
169,2,5:18.0,,Cleveland full timeout,33,34
170,2,5:18.0,,C. Osman enters the game for J. Clarkson,33,34
171,2,5:18.0,,C. Sexton enters the game for K. Porter,33,34
172,2,5:09.0,,C. Osman misses 3-pt jump shot from 26 ft,33,34
173,2,5:05.0,Defensive rebound by C. McCollum,,33,34
174,2,4:57.0,R. Hood makes 2-pt layup from 1 ft,,35,34
175,2,4:36.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. Nance),35,36
176,2,4:36.0,,Shooting foul by R. Hood (drawn by T. Thompson),35,36
177,2,4:36.0,D. Lillard enters the game for G. Trent,,35,36
178,2,4:36.0,,T. Thompson makes free throw 1 of 1,35,37
179,2,4:14.0,Turnover by D. Lillard (bad pass; steal by T. Thompson),,35,37
180,2,4:09.0,,C. Sexton makes 2-pt layup from 1 ft,35,39
181,2,3:57.0,A. Tolliver makes 3-pt jump shot from 27 ft (assist by D. Lillard),,38,39
182,2,3:42.0,,Turnover by T. Thompson (traveling),38,39
183,2,3:29.0,D. Lillard misses 2-pt jump shot from 17 ft,,38,39
184,2,3:27.0,,Defensive rebound by C. Osman,38,39
185,2,3:17.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by C. Osman),38,41
186,2,3:05.0,C. Anthony misses 3-pt jump shot from 25 ft,,38,41
187,2,3:03.0,,Defensive rebound by C. Osman,38,41
188,2,2:58.0,,L. Nance misses 2-pt dunk from 1 ft,38,41
189,2,2:56.0,,Offensive rebound by L. Nance,38,41
190,2,2:55.0,,L. Nance makes 2-pt layup from 1 ft,38,43
191,2,2:52.0,Portland full timeout,,38,43
192,2,2:52.0,,J. Clarkson enters the game for L. Nance,38,43
193,2,2:38.0,Personal foul by D. Garland (drawn by C. Anthony),,38,43
194,2,2:32.0,D. Lillard misses 2-pt layup from 1 ft,,38,43
195,2,2:32.0,Offensive rebound by Team,,38,43
196,2,2:29.0,Shooting foul by D. Garland (drawn by C. Anthony),,38,43
197,2,2:29.0,C. Anthony misses free throw 1 of 2,,38,43
198,2,2:29.0,Offensive rebound by Team,,38,43
199,2,2:29.0,C. Anthony makes free throw 2 of 2,,39,43
200,2,2:14.0,,T. Thompson misses 2-pt hook shot at rim,39,43
201,2,2:12.0,Defensive rebound by A. Tolliver,,39,43
202,2,2:06.0,C. McCollum misses 2-pt jump shot from 15 ft,,39,43
203,2,2:04.0,,Defensive rebound by C. Sexton,39,43
204,2,1:57.0,,C. Sexton misses 2-pt layup from 1 ft,39,43
205,2,1:55.0,Defensive rebound by A. Tolliver,,39,43
206,2,1:41.0,A. Tolliver misses 3-pt jump shot from 33 ft,,39,43
207,2,1:37.0,,Defensive rebound by C. Sexton,39,43
208,2,1:34.0,,Shooting foul by C. McCollum (drawn by D. Garland),39,43
209,2,1:34.0,,D. Garland makes free throw 1 of 2,39,44
210,2,1:34.0,,D. Garland makes free throw 2 of 2,39,45
211,2,1:19.0,C. McCollum misses 3-pt jump shot from 27 ft,,39,45
212,2,1:19.0,,Defensive rebound by C. Osman,39,45
213,2,1:09.0,,C. Osman makes 2-pt layup from 2 ft,39,47
214,2,0:55.0,D. Lillard misses 2-pt layup from 9 ft,,39,47
215,2,0:53.0,,Defensive rebound by J. Clarkson,39,47
216,2,0:51.0,,C. Osman misses 2-pt jump shot from 13 ft,39,47
217,2,0:49.0,Defensive rebound by D. Lillard,,39,47
218,2,0:32.0,D. Lillard makes 3-pt jump shot from 28 ft,,42,47
219,2,0:10.0,,C. Sexton misses 2-pt jump shot from 17 ft,42,47
220,2,0:08.0,,Offensive rebound by D. Garland,42,47
221,2,0:07.0,,D. Garland makes 2-pt layup from 1 ft,42,49
222,2,0:01.0,Personal take foul by T. Thompson (drawn by D. Lillard),,42,49
223,2,0:01.0,G. Trent enters the game for C. Anthony,,42,49
224,2,0:01.0,,M. Dellavedova enters the game for J. Clarkson,42,49
225,2,0:01.0,,A. McKinnie enters the game for D. Garland,42,49
226,2,0:00.0,,Violation by Team (kicked ball),42,49
227,2,0:00.0,Turnover by R. Hood (bad pass; steal by C. Sexton),,42,49
228,3,11:49.0,Turnover by C. McCollum (bad pass; steal by C. Sexton),,42,49
229,3,11:47.0,,C. Sexton makes 2-pt layup from 1 ft,42,51
230,3,11:47.0,,Shooting foul by C. McCollum (drawn by C. Sexton),42,51
231,3,11:47.0,,C. Sexton makes free throw 1 of 1,42,52
232,3,11:32.0,R. Hood makes 2-pt jump shot from 15 ft,,44,52
233,3,11:04.0,,T. Thompson misses 2-pt jump shot from 12 ft,44,52
234,3,11:02.0,Defensive rebound by C. McCollum,,44,52
235,3,10:56.0,C. McCollum misses 2-pt layup from 1 ft,,44,52
236,3,10:55.0,,Defensive rebound by T. Thompson,44,52
237,3,10:55.0,,Technical foul by C. McCollum,44,52
238,3,10:55.0,,C. Sexton makes technical free throw,44,53
239,3,10:41.0,,D. Garland misses 3-pt jump shot from 23 ft,44,53
240,3,10:39.0,Defensive rebound by R. Hood,,44,53
241,3,10:32.0,Turnover by D. Lillard (lost ball; steal by C. Osman),,44,53
242,3,10:25.0,,D. Garland makes 3-pt jump shot from 24 ft (assist by L. Nance),44,56
243,3,10:07.0,D. Lillard misses 2-pt jump shot from 20 ft,,44,56
244,3,10:05.0,,Defensive rebound by L. Nance,44,56
245,3,9:56.0,,C. Sexton misses 2-pt layup from 4 ft (block by C. McCollum),44,56
246,3,9:52.0,Defensive rebound by C. McCollum,,44,56
247,3,9:37.0,R. Hood misses 2-pt layup from 6 ft,,44,56
248,3,9:31.0,,Defensive rebound by T. Thompson,44,56
249,3,9:24.0,,Turnover by D. Garland (bad pass; steal by R. Hood),44,56
250,3,9:11.0,D. Lillard misses 3-pt jump shot from 30 ft,,44,56
251,3,9:10.0,,Defensive rebound by C. Sexton,44,56
252,3,8:55.0,,D. Garland makes 2-pt jump shot from 9 ft (assist by T. Thompson),44,58
253,3,8:55.0,Portland full timeout,,44,58
254,3,8:34.0,C. Anthony makes 2-pt layup from 1 ft,,46,58
255,3,8:13.0,,C. Osman makes 3-pt jump shot from 24 ft (assist by D. Garland),46,61
256,3,8:06.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),,49,61
257,3,7:39.0,,C. Sexton misses 2-pt jump shot from 11 ft,49,61
258,3,7:38.0,,Offensive rebound by Team,49,61
259,3,7:35.0,,D. Garland misses 2-pt jump shot from 15 ft,49,61
260,3,7:33.0,Defensive rebound by R. Hood,,49,61
261,3,7:19.0,C. Anthony misses 3-pt jump shot from 23 ft,,49,61
262,3,7:17.0,,Defensive rebound by L. Nance,49,61
263,3,7:09.0,,D. Garland misses 3-pt jump shot from 31 ft,49,61
264,3,7:06.0,Defensive rebound by R. Hood,,49,61
265,3,6:56.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by R. Hood),,52,61
266,3,6:46.0,,Turnover by C. Sexton (out of bounds lost ball),52,61
267,3,6:46.0,,Cleveland full timeout,52,61
268,3,6:34.0,C. McCollum misses 3-pt jump shot from 25 ft,,52,61
269,3,6:31.0,,Defensive rebound by C. Osman,52,61
270,3,6:16.0,,T. Thompson misses 2-pt layup from 1 ft,52,61
271,3,6:12.0,,Offensive rebound by T. Thompson,52,61
272,3,6:12.0,,T. Thompson misses 2-pt layup from 1 ft (block by A. Tolliver),52,61
273,3,6:11.0,Defensive rebound by A. Tolliver,,52,61
274,3,6:02.0,C. Anthony makes 2-pt jump shot from 1 ft,,54,61
275,3,5:43.0,,C. Osman misses 3-pt jump shot from 25 ft,54,61
276,3,5:43.0,Defensive rebound by Team,,54,61
277,3,5:43.0,,K. Porter enters the game for L. Nance,54,61
278,3,5:25.0,Turnover by D. Lillard (bad pass; steal by D. Garland),,54,61
279,3,5:18.0,,D. Garland misses 3-pt jump shot from 23 ft,54,61
280,3,5:17.0,Defensive rebound by A. Tolliver,,54,61
281,3,5:17.0,Personal foul by D. Garland (drawn by A. Tolliver),,54,61
282,3,5:06.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by C. McCollum),,57,61
283,3,4:44.0,,Shooting foul by C. Anthony (drawn by T. Thompson),57,61
284,3,4:44.0,,T. Thompson makes free throw 1 of 2,57,62
285,3,4:44.0,,J. Clarkson enters the game for D. Garland,57,62
286,3,4:44.0,,T. Thompson makes free throw 2 of 2,57,63
287,3,4:32.0,C. Anthony makes 2-pt dunk from 1 ft (assist by D. Lillard),,59,63
288,3,4:21.0,,C. Sexton misses 2-pt layup from 10 ft,59,63
289,3,4:21.0,,Offensive rebound by Team,59,63
290,3,4:21.0,Loose ball foul by A. Tolliver (drawn by T. Thompson),,59,63
291,3,4:21.0,S. Labissière enters the game for A. Tolliver,,59,63
292,3,4:14.0,,Turnover by C. Osman (out of bounds lost ball),59,63
293,3,4:00.0,D. Lillard misses 3-pt jump shot from 32 ft,,59,63
294,3,3:57.0,,Defensive rebound by C. Osman,59,63
295,3,3:43.0,,Turnover by T. Thompson (lost ball; steal by C. Anthony),59,63
296,3,3:31.0,S. Labissière makes 2-pt hook shot from 8 ft (assist by C. McCollum),,61,63
297,3,3:14.0,,T. Thompson makes 2-pt dunk at rim (assist by C. Osman),61,65
298,3,2:48.0,C. Anthony misses 2-pt jump shot from 22 ft,,61,65
