,QUARTER,TIME_REMAINING,DALLAS_ACTION,MEMPHIS_ACTION,DALLAS_SCORE,MEMPHIS_SCORE
79,1,3:06.0,,Defensive rebound by B. Caboclo,25,28
80,1,2:56.0,,S. Hill misses 2-pt layup from 2 ft,25,28
81,1,2:56.0,,Offensive rebound by S. Hill,25,28
82,1,2:56.0,,Shooting foul by J. Jackson (drawn by S. Hill),25,28
83,1,2:56.0,,S. Hill misses free throw 1 of 2,25,28
84,1,2:56.0,,Offensive rebound by Team,25,28
85,1,2:56.0,L. Dončić enters the game for S. Curry,,25,28
86,1,2:56.0,,S. Hill misses free throw 2 of 2,25,28
87,1,2:54.0,Defensive rebound by D. Powell,,25,28
88,1,2:36.0,Turnover by D. Powell (lost ball; steal by M. Guduric),,25,28
89,1,2:26.0,,B. Caboclo misses 2-pt jump shot from 2 ft,25,28
90,1,2:23.0,Defensive rebound by L. Dončić,,25,28
91,1,2:13.0,D. Powell makes 2-pt layup at rim (assist by L. Dončić),,27,28
92,1,2:05.0,,K. Anderson makes 2-pt jump shot from 13 ft (assist by D. Melton),27,30
93,1,1:51.0,L. Dončić misses 3-pt jump shot from 26 ft,,27,30
94,1,1:48.0,,Defensive rebound by D. Melton,27,30
95,1,1:35.0,,S. Hill misses 3-pt jump shot from 26 ft,27,30
96,1,1:33.0,Defensive rebound by L. Dončić,,27,30
97,1,1:26.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by L. Dončić),,30,30
98,1,1:11.0,,D. Melton misses 2-pt jump shot from 20 ft,30,30
99,1,1:07.0,Defensive rebound by D. Wright,,30,30
100,1,0:52.0,D. Powell misses 2-pt layup from 2 ft (block by B. Caboclo),,30,30
101,1,0:49.0,,Defensive rebound by B. Caboclo,30,30
102,1,0:45.0,,D. Melton misses 3-pt jump shot from 26 ft,30,30
103,1,0:43.0,Defensive rebound by L. Dončić,,30,30
104,1,0:32.0,L. Dončić misses 2-pt jump shot from 7 ft,,30,30
105,1,0:32.0,,Defensive rebound by Team,30,30
106,1,0:31.0,Loose ball foul by D. Powell (drawn by M. Guduric),,30,30
107,1,0:31.0,,M. Guduric makes free throw 1 of 2,30,31
108,1,0:31.0,,T. Jones enters the game for D. Melton,30,31
109,1,0:31.0,,M. Guduric makes free throw 2 of 2,30,32
110,1,0:15.0,Personal foul by B. Caboclo (drawn by L. Dončić),,30,32
111,1,0:15.0,L. Dončić makes free throw 1 of 2,,31,32
112,1,0:15.0,L. Dončić misses free throw 2 of 2,,31,32
113,1,0:14.0,,Defensive rebound by Team,31,32
114,1,0:06.0,,B. Caboclo makes 2-pt dunk from 1 ft (assist by K. Anderson),31,34
115,1,0:00.0,D. Wright misses 3-pt jump shot from 26 ft,,31,34
116,1,0:00.0,Offensive rebound by Team,,31,34
117,2,11:38.0,,Shooting foul by D. Powell (drawn by J. Valančiūnas),31,34
118,2,11:38.0,,J. Valančiūnas makes free throw 1 of 2,31,35
119,2,11:38.0,,J. Valančiūnas makes free throw 2 of 2,31,36
120,2,11:17.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Wright),,34,36
121,2,11:02.0,,T. Jones makes 2-pt jump shot from 11 ft (assist by J. Valančiūnas),34,38
122,2,10:49.0,D. Powell misses 3-pt jump shot from 28 ft,,34,38
123,2,10:47.0,,Defensive rebound by D. Brooks,34,38
124,2,10:40.0,,D. Brooks misses 2-pt jump shot from 11 ft,34,38
125,2,10:37.0,,Offensive rebound by D. Brooks,34,38
126,2,10:27.0,,D. Brooks misses 3-pt jump shot from 25 ft,34,38
127,2,10:22.0,Defensive rebound by J. Brunson,,34,38
128,2,10:19.0,J. Brunson makes 2-pt jump shot from 6 ft,,36,38
129,2,10:19.0,Shooting foul by K. Anderson (drawn by J. Brunson),,36,38
130,2,10:19.0,J. Brunson makes free throw 1 of 1,,37,38
131,2,10:02.0,,K. Anderson makes 2-pt layup from 1 ft (assist by T. Jones),37,40
132,2,9:49.0,J. Brunson makes 2-pt jump shot from 16 ft (assist by D. Powell),,39,40
133,2,9:34.0,,Turnover by T. Jones (bad pass; steal by D. Powell),39,40
134,2,9:26.0,D. Wright makes 2-pt layup from 1 ft,,41,40
135,2,9:16.0,,Turnover by D. Brooks (lost ball; steal by J. Brunson),41,40
136,2,9:16.0,Personal take foul by D. Brooks (drawn by J. Brunson),,41,40
137,2,9:16.0,B. Marjanović enters the game for D. Powell,,41,40
138,2,9:16.0,,M. Guduric enters the game for K. Anderson,41,40
139,2,9:16.0,,S. Hill enters the game for D. Brooks,41,40
140,2,9:02.0,J. Jackson makes 3-pt jump shot from 28 ft (assist by T. Hardaway),,44,40
141,2,9:01.0,,Memphis full timeout,44,40
142,2,8:37.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,44,40
143,2,8:37.0,,Offensive rebound by Team,44,40
144,2,8:37.0,,Turnover by Team (shot clock),44,40
145,2,8:24.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by B. Marjanović),,47,40
146,2,8:04.0,,Shooting foul by B. Marjanović (drawn by J. Valančiūnas),47,40
147,2,8:04.0,,J. Valančiūnas makes free throw 1 of 2,47,41
148,2,8:04.0,,J. Crowder enters the game for J. Konchar,47,41
149,2,8:04.0,,J. Valančiūnas makes free throw 2 of 2,47,42
150,2,7:53.0,T. Hardaway makes 2-pt jump shot from 10 ft (assist by D. Wright),,49,42
151,2,7:47.0,,Turnover by J. Crowder (traveling),49,42
152,2,7:37.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by D. Wright),,52,42
153,2,7:37.0,Shooting foul by S. Hill (drawn by T. Hardaway),,52,42
154,2,7:37.0,,J. Jackson enters the game for S. Hill,52,42
155,2,7:37.0,T. Hardaway makes free throw 1 of 1,,53,42
156,2,7:18.0,,J. Jackson misses 2-pt hook shot from 3 ft,53,42
157,2,7:16.0,Defensive rebound by B. Marjanović,,53,42
158,2,7:03.0,B. Marjanović makes 2-pt layup from 1 ft (assist by D. Wright),,55,42
159,2,7:03.0,,Memphis full timeout,55,42
160,2,7:03.0,,D. Melton enters the game for T. Jones,55,42
161,2,6:58.0,,Personal foul by J. Brunson (drawn by D. Melton),55,42
162,2,6:49.0,,J. Valančiūnas misses 3-pt jump shot from 23 ft,55,42
163,2,6:44.0,,Offensive rebound by J. Jackson,55,42
164,2,6:44.0,,J. Jackson makes 2-pt dunk at rim,55,44
165,2,6:29.0,D. Wright misses 2-pt jump shot from 9 ft,,55,44
166,2,6:27.0,Offensive rebound by B. Marjanović,,55,44
167,2,6:27.0,B. Marjanović makes 2-pt layup from 1 ft,,57,44
168,2,6:27.0,Shooting foul by J. Valančiūnas (drawn by B. Marjanović),,57,44
169,2,6:27.0,,K. Anderson enters the game for J. Valančiūnas,57,44
170,2,6:27.0,B. Marjanović makes free throw 1 of 1,,58,44
171,2,6:16.0,,M. Guduric makes 3-pt jump shot from 26 ft (assist by J. Jackson),58,47
172,2,6:02.0,T. Hardaway misses 3-pt jump shot from 26 ft,,58,47
173,2,5:59.0,,Defensive rebound by D. Melton,58,47
174,2,5:50.0,,J. Jackson makes 2-pt jump shot from 22 ft (assist by D. Melton),58,49
175,2,5:48.0,Dallas full timeout,,58,49
176,2,5:48.0,M. Kleber enters the game for B. Marjanović,,58,49
177,2,5:26.0,J. Jackson misses 3-pt jump shot from 23 ft,,58,49
178,2,5:24.0,,Defensive rebound by J. Crowder,58,49
179,2,5:18.0,,D. Melton misses 2-pt layup from 2 ft,58,49
180,2,5:16.0,Defensive rebound by M. Kleber,,58,49
181,2,5:11.0,T. Hardaway misses 2-pt layup from 2 ft (block by J. Crowder),,58,49
182,2,5:11.0,Offensive rebound by Team,,58,49
183,2,5:11.0,S. Curry enters the game for J. Brunson,,58,49
184,2,5:11.0,L. Dončić enters the game for T. Hardaway,,58,49
185,2,5:11.0,D. Finney-Smith enters the game for J. Jackson,,58,49
186,2,5:11.0,D. Powell enters the game for D. Wright,,58,49
187,2,5:01.0,Turnover by D. Finney-Smith (lost ball; steal by D. Melton),,58,49
188,2,4:56.0,,Offensive foul by J. Jackson (drawn by D. Powell),58,49
189,2,4:56.0,,Turnover by J. Jackson (offensive foul),58,49
190,2,4:34.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,58,49
191,2,4:32.0,Offensive rebound by D. Finney-Smith,,58,49
192,2,4:32.0,D. Finney-Smith makes 2-pt dunk from 1 ft,,60,49
193,2,4:14.0,,Turnover by M. Guduric (bad pass; steal by L. Dončić),60,49
194,2,3:59.0,M. Kleber makes 2-pt jump shot from 2 ft,,62,49
195,2,3:48.0,,J. Jackson makes 2-pt jump shot from 2 ft,62,51
196,2,3:31.0,M. Kleber misses 3-pt jump shot from 24 ft,,62,51
197,2,3:28.0,,Defensive rebound by J. Jackson,62,51
198,2,3:26.0,,K. Anderson makes 2-pt dunk from 1 ft (assist by J. Jackson),62,53
199,2,3:03.0,S. Curry makes 2-pt jump shot from 19 ft,,64,53
200,2,2:51.0,,J. Jackson misses 3-pt jump shot from 26 ft,64,53
201,2,2:48.0,Defensive rebound by S. Curry,,64,53
202,2,2:33.0,Shooting foul by D. Melton (drawn by S. Curry),,64,53
203,2,2:33.0,Instant Replay (Request: Ruling Stands),,64,53
204,2,2:33.0,S. Curry makes free throw 1 of 3,,65,53
205,2,2:33.0,S. Curry makes free throw 2 of 3,,66,53
206,2,2:33.0,,T. Jones enters the game for D. Melton,66,53
207,2,2:33.0,S. Curry makes free throw 3 of 3,,67,53
208,2,2:10.0,,J. Crowder misses 3-pt jump shot from 25 ft,67,53
209,2,2:06.0,,Offensive rebound by M. Guduric,67,53
210,2,2:04.0,,T. Jones misses 3-pt jump shot from 25 ft,67,53
211,2,2:02.0,Defensive rebound by M. Kleber,,67,53
212,2,1:57.0,Turnover by D. Finney-Smith (lost ball; steal by J. Crowder),,67,53
213,2,1:47.0,,Shooting foul by D. Powell (drawn by J. Jackson),67,53
214,2,1:47.0,,J. Jackson makes free throw 1 of 2,67,54
215,2,1:47.0,J. Jackson enters the game for D. Powell,,67,54
216,2,1:47.0,,J. Jackson misses free throw 2 of 2,67,54
217,2,1:45.0,Defensive rebound by J. Jackson,,67,54
218,2,1:39.0,Shooting foul by J. Jackson (drawn by J. Jackson),,67,54
219,2,1:39.0,J. Jackson misses free throw 1 of 2,,67,54
220,2,1:39.0,Offensive rebound by Team,,67,54
221,2,1:39.0,J. Jackson makes free throw 2 of 2,,68,54
222,2,1:20.0,,Personal foul by D. Finney-Smith (drawn by J. Crowder),68,54
223,2,1:20.0,,J. Crowder makes free throw 1 of 2,68,55
224,2,1:20.0,,B. Caboclo enters the game for J. Jackson,68,55
225,2,1:20.0,,J. Crowder makes free throw 2 of 2,68,56
226,2,1:03.0,S. Curry misses 2-pt jump shot from 19 ft,,68,56
227,2,1:00.0,,Defensive rebound by K. Anderson,68,56
228,2,0:53.0,,J. Crowder misses 2-pt layup from 1 ft (block by D. Finney-Smith),68,56
229,2,0:52.0,,Offensive rebound by B. Caboclo,68,56
230,2,0:52.0,,B. Caboclo makes 2-pt layup from 1 ft,68,58
231,2,0:46.0,Turnover by L. Dončić (lost ball; steal by T. Jones),,68,58
232,2,0:42.0,,B. Caboclo makes 2-pt layup from 1 ft (assist by T. Jones),68,60
233,2,0:25.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,68,60
234,2,0:21.0,,Defensive rebound by B. Caboclo,68,60
235,2,0:03.0,,T. Jones makes 2-pt jump shot from 2 ft,68,62
236,2,0:03.0,,Shooting foul by S. Curry (drawn by T. Jones),68,62
237,2,0:03.0,,T. Jones misses free throw 1 of 1,68,62
238,2,0:01.0,Defensive rebound by M. Kleber,,68,62
239,3,11:48.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by T. Jones),68,65
240,3,11:27.0,L. Dončić makes 2-pt jump shot from 8 ft,,70,65
241,3,11:13.0,,D. Brooks misses 3-pt jump shot from 26 ft,70,65
242,3,11:10.0,Defensive rebound by L. Dončić,,70,65
243,3,11:04.0,L. Dončić makes 3-pt jump shot from 25 ft,,73,65
244,3,10:43.0,,J. Crowder misses 3-pt jump shot from 26 ft,73,65
245,3,10:41.0,,Offensive rebound by D. Brooks,73,65
246,3,10:38.0,,J. Jackson misses 3-pt jump shot from 26 ft,73,65
247,3,10:36.0,Defensive rebound by L. Dončić,,73,65
248,3,10:22.0,S. Curry misses 2-pt jump shot from 8 ft,,73,65
249,3,10:18.0,,Defensive rebound by J. Valančiūnas,73,65
250,3,10:18.0,,Turnover by J. Valančiūnas (bad pass; steal by B. Marjanović),73,65
251,3,10:18.0,Shooting foul by J. Crowder (drawn by B. Marjanović),,73,65
252,3,10:18.0,B. Marjanović makes free throw 1 of 2,,74,65
253,3,10:18.0,B. Marjanović makes free throw 2 of 2,,75,65
254,3,10:03.0,,J. Valančiūnas misses 2-pt layup from 3 ft (block by B. Marjanović),75,65
255,3,10:01.0,,Offensive rebound by D. Brooks,75,65
256,3,9:58.0,,J. Crowder makes 2-pt jump shot from 20 ft (assist by D. Brooks),75,67
257,3,9:49.0,L. Dončić makes 3-pt jump shot from 25 ft,,78,67
258,3,9:49.0,,Memphis full timeout,78,67
259,3,9:35.0,,J. Jackson makes 2-pt hook shot from 10 ft (assist by J. Crowder),78,69
260,3,9:18.0,L. Dončić misses 3-pt jump shot from 26 ft,,78,69
261,3,9:14.0,,Defensive rebound by J. Jackson,78,69
262,3,9:10.0,,D. Brooks makes 2-pt layup from 1 ft (assist by T. Jones),78,71
263,3,8:50.0,Turnover by B. Marjanović (lost ball; steal by J. Crowder),,78,71
264,3,8:36.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by T. Jones),78,74
265,3,8:35.0,Dallas full timeout,,78,74
266,3,8:19.0,M. Kleber misses 2-pt layup at rim (block by J. Crowder),,78,74
267,3,8:16.0,Offensive rebound by B. Marjanović,,78,74
268,3,8:14.0,B. Marjanović makes 2-pt layup at rim,,80,74
269,3,8:02.0,,J. Jackson makes 2-pt dunk at rim (assist by J. Crowder),80,76
270,3,7:47.0,D. Finney-Smith makes 3-pt jump shot from 22 ft (assist by M. Kleber),,83,76
271,3,7:35.0,,D. Brooks misses 3-pt jump shot from 24 ft,83,76
272,3,7:33.0,Defensive rebound by D. Finney-Smith,,83,76
273,3,7:28.0,Offensive foul by S. Curry (drawn by J. Crowder),,83,76
274,3,7:28.0,Turnover by S. Curry (offensive foul),,83,76
275,3,7:18.0,,D. Brooks misses 3-pt jump shot from 26 ft,83,76
276,3,7:16.0,Defensive rebound by B. Marjanović,,83,76
277,3,7:09.0,L. Dončić misses 2-pt jump shot from 9 ft,,83,76
278,3,7:03.0,Offensive rebound by L. Dončić,,83,76
279,3,7:03.0,L. Dončić makes 2-pt layup at rim,,85,76
280,3,6:45.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,85,76
281,3,6:43.0,Defensive rebound by L. Dončić,,85,76
282,3,6:39.0,B. Marjanović misses 2-pt dunk from 1 ft (block by J. Jackson),,85,76
283,3,6:37.0,,Defensive rebound by J. Crowder,85,76
284,3,6:36.0,,Turnover by T. Jones (out of bounds lost ball),85,76
285,3,6:36.0,,M. Guduric enters the game for D. Brooks,85,76
286,3,6:36.0,,D. Melton enters the game for T. Jones,85,76
287,3,6:21.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by D. Finney-Smith),,88,76
288,3,6:00.0,,M. Guduric makes 2-pt jump shot from 19 ft,88,78
289,3,5:44.0,Turnover by S. Curry (traveling),,88,78
290,3,5:44.0,,K. Anderson enters the game for J. Valančiūnas,88,78
291,3,5:31.0,,J. Jackson makes 3-pt jump shot from 23 ft,88,81
292,3,5:15.0,Turnover by L. Dončić (bad pass; steal by K. Anderson),,88,81
293,3,5:11.0,,D. Melton makes 2-pt layup from 1 ft (assist by K. Anderson),88,83
294,3,5:11.0,Dallas full timeout,,88,83
295,3,5:11.0,D. Powell enters the game for B. Marjanović,,88,83
296,3,4:55.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),,91,83
297,3,4:43.0,,Turnover by D. Melton (bad pass; steal by L. Dončić),91,83
298,3,4:29.0,S. Curry misses 2-pt jump shot from 21 ft,,91,83
299,3,4:27.0,Offensive rebound by D. Finney-Smith,,91,83
300,3,4:27.0,D. Finney-Smith makes 2-pt layup at rim,,93,83
301,3,4:18.0,,J. Jackson makes 2-pt hook shot from 5 ft,93,85
302,3,4:02.0,L. Dončić makes 2-pt jump shot from 9 ft,,95,85
303,3,3:49.0,,J. Jackson misses 2-pt layup from 5 ft,95,85
304,3,3:47.0,Defensive rebound by L. Dončić,,95,85
305,3,3:36.0,D. Finney-Smith misses 2-pt jump shot from 9 ft,,95,85
306,3,3:33.0,,Defensive rebound by J. Jackson,95,85
307,3,3:19.0,,J. Jackson misses 3-pt jump shot from 23 ft,95,85
308,3,3:17.0,Defensive rebound by L. Dončić,,95,85
309,3,3:05.0,S. Curry misses 3-pt jump shot from 26 ft,,95,85
310,3,3:03.0,,Defensive rebound by K. Anderson,95,85
311,3,2:58.0,,D. Melton misses 3-pt jump shot from 26 ft,95,85
312,3,2:55.0,Defensive rebound by D. Powell,,95,85
313,3,2:41.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,95,85
314,3,2:38.0,,Defensive rebound by K. Anderson,95,85
315,3,2:20.0,,K. Anderson makes 2-pt layup from 2 ft (assist by M. Guduric),95,87
316,3,2:01.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by L. Dončić),,97,87
317,3,1:39.0,,D. Melton makes 2-pt layup from 1 ft,97,89
318,3,1:26.0,L. Dončić misses 3-pt jump shot from 25 ft,,97,89
319,3,1:25.0,Offensive rebound by Team,,97,89
320,3,1:25.0,T. Hardaway enters the game for S. Curry,,97,89
321,3,1:25.0,J. Jackson enters the game for D. Finney-Smith,,97,89
322,3,1:25.0,D. Wright enters the game for M. Kleber,,97,89
323,3,1:25.0,,B. Caboclo enters the game for J. Crowder,97,89
324,3,1:25.0,,S. Hill enters the game for J. Jackson,97,89
325,3,1:22.0,Personal foul by S. Hill (drawn by D. Powell),,97,89
326,3,1:17.0,T. Hardaway misses 2-pt jump shot from 13 ft,,97,89
327,3,1:13.0,Offensive rebound by L. Dončić,,97,89
328,3,1:04.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by L. Dončić),,100,89
329,3,0:50.0,,Personal foul by D. Wright (drawn by D. Melton),100,89
330,3,0:46.0,,B. Caboclo makes 2-pt jump shot from 20 ft,100,91
331,3,0:36.0,Personal foul by S. Hill (drawn by L. Dončić),,100,91
332,3,0:36.0,L. Dončić makes free throw 1 of 2,,101,91
333,3,0:36.0,L. Dončić makes free throw 2 of 2,,102,91
334,3,0:19.0,,B. Caboclo misses 2-pt dunk from 1 ft,102,91
335,3,0:15.0,Defensive rebound by D. Wright,,102,91
336,3,0:03.0,D. Wright misses 3-pt jump shot from 24 ft,,102,91
337,3,0:01.0,Offensive rebound by D. Powell,,102,91
338,3,0:01.0,D. Powell makes 2-pt layup at rim,,104,91
339,3,0:00.0,,D. Melton misses 3-pt jump shot from 53 ft,104,91
340,3,0:00.0,,Offensive rebound by Team,104,91
341,4,11:39.0,J. Brunson makes 2-pt jump shot from 7 ft,,106,91
342,4,11:24.0,,S. Hill makes 3-pt jump shot from 22 ft (assist by K. Anderson),106,94
343,4,11:12.0,T. Hardaway misses 2-pt jump shot from 6 ft (block by K. Anderson),,106,94
344,4,11:11.0,Offensive rebound by D. Wright,,106,94
345,4,11:09.0,D. Wright misses 2-pt layup from 1 ft,,106,94
346,4,11:05.0,Offensive rebound by D. Powell,,106,94
347,4,11:05.0,D. Powell makes 2-pt layup at rim,,108,94
348,4,10:53.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by D. Brooks),108,97
349,4,10:39.0,J. Jackson makes 2-pt jump shot from 9 ft (assist by D. Powell),,110,97
350,4,10:25.0,,J. Valančiūnas misses 2-pt hook shot from 6 ft (block by D. Powell),110,97
351,4,10:23.0,,Offensive rebound by J. Valančiūnas,110,97
352,4,10:20.0,,J. Valančiūnas misses 2-pt hook shot from 2 ft,110,97
353,4,10:18.0,,Offensive rebound by K. Anderson,110,97
354,4,10:18.0,,K. Anderson misses 2-pt layup from 1 ft,110,97
355,4,10:18.0,Defensive rebound by D. Powell,,110,97
356,4,10:18.0,Personal foul by D. Brooks (drawn by D. Powell),,110,97
357,4,10:06.0,J. Brunson makes 2-pt jump shot from 12 ft,,112,97
358,4,10:05.0,,Memphis full timeout,112,97
359,4,9:50.0,,J. Valančiūnas makes 2-pt layup from 3 ft (assist by D. Brooks),112,99
360,4,9:27.0,T. Hardaway misses 3-pt jump shot from 25 ft,,112,99
361,4,9:23.0,Offensive rebound by J. Jackson,,112,99
362,4,9:14.0,J. Jackson misses 2-pt jump shot from 5 ft,,112,99
363,4,9:10.0,,Defensive rebound by S. Hill,112,99
364,4,9:03.0,,K. Anderson makes 2-pt jump shot from 11 ft (assist by T. Jones),112,101
365,4,8:43.0,J. Brunson misses 2-pt jump shot from 18 ft,,112,101
366,4,8:41.0,,Defensive rebound by S. Hill,112,101
367,4,8:33.0,,Turnover by T. Jones (bad pass; steal by D. Powell),112,101
368,4,8:28.0,J. Jackson makes 2-pt layup from 1 ft (assist by D. Wright),,114,101
369,4,8:19.0,,T. Jones makes 2-pt layup from 1 ft,114,103
370,4,8:10.0,D. Wright makes 2-pt layup from 1 ft,,116,103
371,4,7:56.0,,T. Jones misses 2-pt jump shot from 13 ft,116,103
372,4,7:53.0,Defensive rebound by D. Wright,,116,103
373,4,7:47.0,T. Hardaway misses 3-pt jump shot from 24 ft,,116,103
374,4,7:44.0,,Defensive rebound by S. Hill,116,103
375,4,7:41.0,,Offensive foul by D. Brooks (drawn by J. Brunson),116,103
376,4,7:41.0,,Turnover by D. Brooks (offensive foul),116,103
