,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PORTLAND_ACTION,MINNESOTA_SCORE,PORTLAND_SCORE
29,1,8:42.0,,C. McCollum misses 2-pt jump shot from 6 ft,7,8
30,1,8:40.0,,Offensive rebound by C. McCollum,7,8
31,1,8:40.0,,C. McCollum misses 2-pt layup from 1 ft,7,8
32,1,8:40.0,Defensive rebound by G. Dieng,,7,8
33,1,8:31.0,Turnover by S. Napier (bad pass; steal by C. McCollum),,7,8
34,1,8:16.0,,K. Bazemore makes 2-pt jump shot from 18 ft,7,10
35,1,7:59.0,Turnover by A. Wiggins (bad pass; steal by K. Bazemore),,7,10
36,1,7:52.0,,K. Bazemore makes 2-pt layup from 2 ft,7,12
37,1,7:37.0,A. Wiggins makes 2-pt jump shot from 4 ft,,9,12
38,1,7:21.0,,Turnover by C. McCollum (out of bounds lost ball),9,12
39,1,7:09.0,A. Wiggins misses 3-pt jump shot from 25 ft,,9,12
40,1,7:05.0,Offensive rebound by G. Dieng,,9,12
41,1,7:00.0,J. Okogie misses 2-pt jump shot from 5 ft (block by C. McCollum),,9,12
42,1,7:00.0,,Defensive rebound by Team,9,12
43,1,6:49.0,,D. Lillard makes 2-pt layup from 1 ft,9,14
44,1,6:40.0,S. Napier makes 2-pt layup from 1 ft,,11,14
45,1,6:24.0,,D. Lillard misses 2-pt layup from 2 ft (block by J. Okogie),11,14
46,1,6:23.0,Defensive rebound by A. Wiggins,,11,14
47,1,6:15.0,S. Napier makes 2-pt layup from 1 ft,,13,14
48,1,6:01.0,,C. McCollum misses 2-pt jump shot from 13 ft,13,14
49,1,6:00.0,Defensive rebound by G. Dieng,,13,14
50,1,5:47.0,S. Napier misses 3-pt jump shot from 25 ft,,13,14
51,1,5:46.0,,Defensive rebound by Team,13,14
52,1,5:46.0,,Portland full timeout,13,14
53,1,5:46.0,J. Teague enters the game for S. Napier,,13,14
54,1,5:24.0,,K. Bazemore makes 2-pt dunk from 2 ft (assist by D. Lillard),13,16
55,1,5:06.0,A. Wiggins makes 2-pt jump shot from 21 ft,,15,16
56,1,4:43.0,,A. Tolliver misses 3-pt jump shot from 30 ft (block by R. Covington),15,16
57,1,4:43.0,Defensive rebound by Team,,15,16
58,1,4:43.0,,Loose ball foul by A. Tolliver (drawn by R. Covington),15,16
59,1,4:43.0,N. Vonleh enters the game for J. Okogie,,15,16
60,1,4:43.0,,G. Trent enters the game for K. Bazemore,15,16
61,1,4:25.0,A. Wiggins makes 2-pt layup from 2 ft,,17,16
62,1,4:14.0,,D. Lillard misses 3-pt jump shot from 27 ft,17,16
63,1,4:11.0,Defensive rebound by A. Wiggins,,17,16
64,1,4:05.0,R. Covington misses 3-pt jump shot from 28 ft,,17,16
65,1,4:03.0,,Defensive rebound by H. Whiteside,17,16
66,1,3:51.0,,C. McCollum misses 2-pt jump shot from 6 ft (block by A. Wiggins),17,16
67,1,3:51.0,,Offensive rebound by H. Whiteside,17,16
68,1,3:50.0,,Shooting foul by N. Vonleh (drawn by H. Whiteside),17,16
69,1,3:50.0,,H. Whiteside makes free throw 1 of 2,17,17
70,1,3:50.0,K. Bates-Diop enters the game for R. Covington,,17,17
71,1,3:50.0,J. Culver enters the game for G. Dieng,,17,17
72,1,3:50.0,,S. Labissière enters the game for C. McCollum,17,17
73,1,3:50.0,,A. Simons enters the game for A. Tolliver,17,17
74,1,3:50.0,,H. Whiteside makes free throw 2 of 2,17,18
75,1,3:30.0,J. Culver misses 2-pt jump shot from 18 ft (block by H. Whiteside),,17,18
76,1,3:30.0,,Defensive rebound by Team,17,18
77,1,3:15.0,,S. Labissière makes 2-pt layup from 2 ft (assist by D. Lillard),17,20
78,1,3:09.0,Shooting foul by S. Labissière (drawn by K. Bates-Diop),,17,20
79,1,3:09.0,K. Bates-Diop makes free throw 1 of 2,,18,20
80,1,3:09.0,K. Bates-Diop makes free throw 2 of 2,,19,20
81,1,2:54.0,,A. Simons misses 2-pt jump shot from 21 ft (block by A. Wiggins),19,20
82,1,2:51.0,,Offensive rebound by A. Simons,19,20
83,1,2:50.0,,G. Trent misses 3-pt jump shot from 25 ft,19,20
84,1,2:48.0,Defensive rebound by N. Vonleh,,19,20
85,1,2:37.0,A. Wiggins misses 2-pt jump shot from 7 ft,,19,20
86,1,2:37.0,,Defensive rebound by Team,19,20
87,1,2:37.0,Minnesota full timeout,,19,20
88,1,2:37.0,J. Nowell enters the game for A. Wiggins,,19,20
89,1,2:26.0,,Turnover by H. Whiteside (bad pass; steal by K. Bates-Diop),19,20
90,1,2:10.0,J. Teague misses 2-pt jump shot from 5 ft,,19,20
91,1,2:08.0,,Defensive rebound by H. Whiteside,19,20
92,1,2:02.0,Violation by Team (kicked ball),,19,20
93,1,1:57.0,,Shooting foul by N. Vonleh (drawn by D. Lillard),19,20
94,1,1:57.0,,D. Lillard makes free throw 1 of 2,19,21
95,1,1:57.0,,D. Lillard makes free throw 2 of 2,19,22
96,1,1:53.0,Personal foul by A. Simons (drawn by J. Teague),,19,22
97,1,1:42.0,N. Vonleh makes 2-pt layup from 1 ft,,21,22
98,1,1:31.0,,D. Lillard makes 3-pt jump shot from 27 ft,21,25
99,1,1:21.0,N. Vonleh misses 3-pt jump shot from 26 ft,,21,25
100,1,1:19.0,,Defensive rebound by S. Labissière,21,25
101,1,1:10.0,,D. Lillard misses 2-pt layup from 2 ft (block by K. Bates-Diop),21,25
102,1,1:07.0,,Offensive rebound by S. Labissière,21,25
103,1,1:07.0,,S. Labissière misses 2-pt layup from 1 ft,21,25
104,1,1:07.0,Defensive rebound by J. Teague,,21,25
105,1,1:01.0,J. Nowell misses 3-pt jump shot from 22 ft,,21,25
106,1,0:58.0,,Defensive rebound by H. Whiteside,21,25
107,1,0:53.0,,Turnover by G. Trent (out of bounds lost ball),21,25
108,1,0:33.0,J. Nowell makes 2-pt layup from 1 ft (assist by J. Teague),,23,25
109,1,0:13.0,,Personal foul by K. Bates-Diop (drawn by D. Lillard),23,25
110,1,0:13.0,,D. Lillard makes free throw 1 of 2,23,26
111,1,0:13.0,A. Wiggins enters the game for K. Bates-Diop,,23,26
112,1,0:13.0,,D. Lillard makes free throw 2 of 2,23,27
113,1,0:00.0,A. Wiggins misses 2-pt layup from 1 ft (block by H. Whiteside),,23,27
114,1,0:00.0,,Defensive rebound by G. Trent,23,27
115,2,11:36.0,Turnover by Team (shot clock),,23,27
116,2,11:20.0,,C. McCollum makes 2-pt dunk at rim (assist by K. Bazemore),23,29
117,2,11:07.0,Shooting foul by N. Little (drawn by J. Teague),,23,29
118,2,11:07.0,J. Teague makes free throw 1 of 2,,24,29
119,2,11:07.0,J. Teague makes free throw 2 of 2,,25,29
120,2,10:53.0,,A. Simons misses 2-pt jump shot from 7 ft,25,29
121,2,10:53.0,Defensive rebound by Team,,25,29
122,2,10:53.0,,Loose ball foul by S. Labissière (drawn by G. Dieng),25,29
123,2,10:45.0,K. Bates-Diop makes 3-pt jump shot from 25 ft (assist by J. Teague),,28,29
124,2,10:31.0,,Shooting foul by K. Bates-Diop (drawn by K. Bazemore),28,29
125,2,10:31.0,,K. Bazemore makes free throw 1 of 2,28,30
126,2,10:31.0,,K. Bazemore makes free throw 2 of 2,28,31
127,2,10:23.0,J. Teague makes 2-pt layup from 2 ft,,30,31
128,2,10:11.0,,S. Labissière makes 2-pt jump shot from 15 ft (assist by C. McCollum),30,33
129,2,9:42.0,J. Nowell misses 3-pt jump shot from 25 ft,,30,33
130,2,9:40.0,,Defensive rebound by Team,30,33
131,2,9:30.0,,S. Labissière makes 3-pt jump shot from 26 ft (assist by C. McCollum),30,36
132,2,9:28.0,Minnesota full timeout,,30,36
133,2,9:28.0,J. Okogie enters the game for J. Nowell,,30,36
134,2,9:07.0,J. Culver makes 2-pt dunk from 1 ft (assist by J. Teague),,32,36
135,2,8:43.0,,A. Simons misses 2-pt jump shot from 9 ft (block by J. Teague),32,36
136,2,8:43.0,,Offensive rebound by Team,32,36
137,2,8:40.0,,S. Labissière misses 2-pt hook shot from 4 ft,32,36
138,2,8:38.0,Defensive rebound by G. Dieng,,32,36
139,2,8:30.0,G. Dieng makes 3-pt jump shot from 25 ft (assist by J. Teague),,35,36
140,2,8:12.0,,C. McCollum misses 3-pt jump shot from 26 ft,35,36
141,2,8:10.0,,Offensive rebound by S. Labissière,35,36
142,2,8:08.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by S. Labissière),35,39
143,2,7:45.0,G. Dieng misses 2-pt jump shot from 11 ft,,35,39
144,2,7:43.0,,Defensive rebound by K. Bazemore,35,39
145,2,7:36.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by A. Simons),35,42
146,2,7:27.0,Minnesota full timeout,,35,42
147,2,7:27.0,R. Covington enters the game for K. Bates-Diop,,35,42
148,2,7:27.0,S. Napier enters the game for J. Culver,,35,42
149,2,7:27.0,A. Wiggins enters the game for J. Teague,,35,42
150,2,7:20.0,Personal foul by C. McCollum (drawn by A. Wiggins),,35,42
151,2,7:18.0,Turnover by R. Covington (traveling),,35,42
152,2,6:55.0,,K. Bazemore misses 3-pt jump shot from 24 ft,35,42
153,2,6:54.0,,Offensive rebound by A. Simons,35,42
154,2,6:50.0,,K. Bazemore misses 2-pt layup from 1 ft,35,42
155,2,6:49.0,,Offensive rebound by S. Labissière,35,42
156,2,6:49.0,,S. Labissière misses 2-pt layup from 1 ft,35,42
157,2,6:49.0,Defensive rebound by Team,,35,42
158,2,6:39.0,Shooting foul by N. Little (drawn by A. Wiggins),,35,42
159,2,6:39.0,A. Wiggins misses free throw 1 of 2,,35,42
160,2,6:39.0,Offensive rebound by Team,,35,42
161,2,6:39.0,,A. Tolliver enters the game for N. Little,35,42
162,2,6:39.0,A. Wiggins makes free throw 2 of 2,,36,42
163,2,6:25.0,,S. Labissière makes 2-pt layup from 1 ft (assist by C. McCollum),36,44
164,2,6:16.0,G. Dieng makes 3-pt jump shot from 25 ft (assist by S. Napier),,39,44
165,2,6:02.0,,C. McCollum misses 2-pt jump shot from 10 ft,39,44
166,2,6:02.0,Defensive rebound by Team,,39,44
167,2,6:01.0,,Loose ball foul by S. Labissière (drawn by G. Dieng),39,44
168,2,6:01.0,G. Dieng makes free throw 1 of 2,,40,44
169,2,6:01.0,,D. Lillard enters the game for S. Labissière,40,44
170,2,6:01.0,,H. Whiteside enters the game for C. McCollum,40,44
171,2,6:01.0,G. Dieng makes free throw 2 of 2,,41,44
172,2,5:49.0,,A. Simons makes 3-pt jump shot from 25 ft (assist by D. Lillard),41,47
173,2,5:34.0,S. Napier misses 2-pt layup from 1 ft,,41,47
174,2,5:34.0,Offensive rebound by J. Okogie,,41,47
175,2,5:28.0,Turnover by A. Wiggins (bad pass),,41,47
176,2,5:28.0,,G. Trent enters the game for K. Bazemore,41,47
177,2,5:10.0,,H. Whiteside misses 2-pt jump shot from 6 ft,41,47
178,2,5:07.0,Defensive rebound by R. Covington,,41,47
179,2,5:01.0,Turnover by G. Dieng (traveling),,41,47
180,2,4:48.0,,D. Lillard makes 2-pt layup from 2 ft,41,49
181,2,4:34.0,S. Napier makes 3-pt jump shot from 25 ft (assist by G. Dieng),,44,49
182,2,4:19.0,,Turnover by D. Lillard (traveling),44,49
183,2,4:19.0,N. Vonleh enters the game for G. Dieng,,44,49
184,2,4:04.0,S. Napier makes 2-pt jump shot from 19 ft,,46,49
185,2,3:48.0,,D. Lillard misses 3-pt jump shot from 28 ft,46,49
186,2,3:47.0,Defensive rebound by A. Wiggins,,46,49
187,2,3:32.0,N. Vonleh makes 2-pt dunk from 1 ft (assist by S. Napier),,48,49
188,2,3:32.0,,Portland full timeout,48,49
189,2,3:32.0,,K. Bazemore enters the game for A. Simons,48,49
190,2,3:32.0,,C. McCollum enters the game for G. Trent,48,49
191,2,3:12.0,,C. McCollum misses 3-pt jump shot from 25 ft,48,49
192,2,3:09.0,,Offensive rebound by A. Tolliver,48,49
193,2,3:07.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by A. Tolliver),48,52
194,2,2:51.0,R. Covington misses 3-pt jump shot from 25 ft,,48,52
195,2,2:48.0,,Defensive rebound by H. Whiteside,48,52
196,2,2:36.0,,D. Lillard makes 2-pt layup from 4 ft,48,54
197,2,2:26.0,A. Wiggins misses 2-pt jump shot from 19 ft,,48,54
198,2,2:25.0,Offensive rebound by N. Vonleh,,48,54
199,2,2:24.0,S. Napier misses 3-pt jump shot from 24 ft,,48,54
200,2,2:21.0,,Defensive rebound by C. McCollum,48,54
201,2,2:16.0,,Personal foul by N. Vonleh (drawn by K. Bazemore),48,54
202,2,2:16.0,G. Dieng enters the game for J. Okogie,,48,54
203,2,2:16.0,J. Teague enters the game for N. Vonleh,,48,54
204,2,2:09.0,,Offensive foul by A. Tolliver (drawn by R. Covington),48,54
205,2,2:09.0,,Turnover by A. Tolliver (offensive foul),48,54
206,2,1:50.0,Shooting foul by H. Whiteside (drawn by G. Dieng),,48,54
207,2,1:50.0,G. Dieng makes free throw 1 of 2,,49,54
208,2,1:50.0,G. Dieng makes free throw 2 of 2,,50,54
209,2,1:40.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),50,57
210,2,1:24.0,A. Wiggins misses 2-pt layup from 2 ft,,50,57
211,2,1:22.0,,Defensive rebound by H. Whiteside,50,57
212,2,1:22.0,,Personal foul by S. Napier (drawn by D. Lillard),50,57
213,2,1:07.0,,C. McCollum makes 3-pt jump shot from 28 ft (assist by K. Bazemore),50,60
214,2,0:54.0,Turnover by J. Teague (bad pass; steal by H. Whiteside),,50,60
215,2,0:49.0,,D. Lillard misses 3-pt jump shot from 28 ft,50,60
216,2,0:46.0,Defensive rebound by G. Dieng,,50,60
217,2,0:29.0,J. Teague misses 2-pt jump shot from 4 ft,,50,60
218,2,0:27.0,,Defensive rebound by H. Whiteside,50,60
219,2,0:09.0,,Shooting foul by J. Teague (drawn by C. McCollum),50,60
220,2,0:09.0,,C. McCollum misses free throw 1 of 2,50,60
221,2,0:09.0,,Offensive rebound by Team,50,60
222,2,0:09.0,,C. McCollum makes free throw 2 of 2,50,61
223,2,0:04.0,Personal foul by H. Whiteside (drawn by G. Dieng),,50,61
224,2,0:04.0,G. Dieng makes free throw 1 of 2,,51,61
225,2,0:04.0,G. Dieng makes free throw 2 of 2,,52,61
226,2,0:00.0,,D. Lillard misses 2-pt jump shot from 1 ft,52,61
227,2,0:00.0,,Offensive rebound by Team,52,61
228,3,11:47.0,J. Okogie misses 2-pt layup from 1 ft (block by K. Bazemore),,52,61
229,3,11:43.0,,Defensive rebound by H. Whiteside,52,61
230,3,11:30.0,,C. McCollum misses 2-pt jump shot from 19 ft,52,61
231,3,11:26.0,Defensive rebound by R. Covington,,52,61
232,3,11:15.0,A. Wiggins makes 2-pt jump shot from 5 ft,,54,61
233,3,10:58.0,,Turnover by A. Tolliver (lost ball; steal by R. Covington),54,61
234,3,10:55.0,J. Okogie makes 2-pt layup from 1 ft,,56,61
235,3,10:42.0,,H. Whiteside misses 2-pt jump shot from 17 ft,56,61
236,3,10:39.0,Defensive rebound by S. Napier,,56,61
237,3,10:33.0,A. Wiggins makes 3-pt jump shot from 27 ft (assist by S. Napier),,59,61
238,3,10:19.0,,D. Lillard misses 2-pt layup from 2 ft,59,61
239,3,10:17.0,,Offensive rebound by H. Whiteside,59,61
240,3,10:15.0,,H. Whiteside makes 2-pt layup from 1 ft,59,63
241,3,9:52.0,J. Okogie misses 2-pt layup from 2 ft (block by H. Whiteside),,59,63
242,3,9:50.0,,Defensive rebound by H. Whiteside,59,63
243,3,9:46.0,,Turnover by D. Lillard (lost ball; steal by J. Okogie),59,63
244,3,9:41.0,A. Wiggins misses 3-pt jump shot from 23 ft,,59,63
245,3,9:36.0,,Defensive rebound by D. Lillard,59,63
246,3,9:30.0,,Personal foul by S. Napier (drawn by H. Whiteside),59,63
247,3,9:22.0,,Turnover by C. McCollum (lost ball; steal by G. Dieng),59,63
248,3,9:15.0,Turnover by A. Wiggins (lost ball; steal by K. Bazemore),,59,63
249,3,9:12.0,,Turnover by K. Bazemore (lost ball; steal by S. Napier),59,63
250,3,9:03.0,G. Dieng misses 2-pt dunk from 1 ft (block by H. Whiteside),,59,63
251,3,9:00.0,,Defensive rebound by H. Whiteside,59,63
252,3,8:54.0,,Turnover by H. Whiteside (bad pass; steal by S. Napier),59,63
253,3,8:44.0,G. Dieng misses 3-pt jump shot from 25 ft,,59,63
254,3,8:42.0,,Defensive rebound by K. Bazemore,59,63
255,3,8:29.0,,H. Whiteside misses 2-pt jump shot from 22 ft,59,63
256,3,8:27.0,Defensive rebound by S. Napier,,59,63
257,3,8:21.0,Turnover by S. Napier (bad pass; steal by C. McCollum),,59,63
258,3,8:07.0,,K. Bazemore misses 3-pt jump shot from 23 ft,59,63
259,3,8:06.0,Defensive rebound by Team,,59,63
260,3,8:06.0,N. Vonleh enters the game for G. Dieng,,59,63
261,3,7:46.0,S. Napier misses 2-pt jump shot from 19 ft (block by D. Lillard),,59,63
262,3,7:43.0,,Defensive rebound by H. Whiteside,59,63
263,3,7:34.0,,Shooting foul by R. Covington (drawn by H. Whiteside),59,63
264,3,7:34.0,,H. Whiteside makes free throw 1 of 2,59,64
265,3,7:34.0,,H. Whiteside makes free throw 2 of 2,59,65
266,3,7:23.0,A. Wiggins misses 2-pt jump shot from 5 ft,,59,65
267,3,7:20.0,,Defensive rebound by H. Whiteside,59,65
268,3,7:12.0,,C. McCollum makes 3-pt jump shot from 25 ft,59,68
269,3,6:53.0,A. Wiggins makes 2-pt layup from 1 ft,,61,68
270,3,6:44.0,,C. McCollum misses 3-pt jump shot from 27 ft,61,68
271,3,6:42.0,Defensive rebound by N. Vonleh,,61,68
272,3,6:36.0,Turnover by J. Okogie (lost ball; steal by A. Tolliver),,61,68
273,3,6:24.0,,C. McCollum misses 2-pt jump shot from 14 ft,61,68
274,3,6:22.0,Defensive rebound by R. Covington,,61,68
275,3,6:16.0,S. Napier makes 3-pt jump shot from 25 ft,,64,68
276,3,6:14.0,,Portland full timeout,64,68
277,3,6:00.0,,A. Tolliver misses 3-pt jump shot from 23 ft,64,68
278,3,5:57.0,Defensive rebound by S. Napier,,64,68
279,3,5:52.0,Personal foul by C. McCollum (drawn by S. Napier),,64,68
280,3,5:43.0,A. Wiggins misses 2-pt layup from 1 ft (block by H. Whiteside),,64,68
281,3,5:41.0,,Defensive rebound by H. Whiteside,64,68
282,3,5:34.0,,Shooting foul by N. Vonleh (drawn by D. Lillard),64,68
283,3,5:34.0,,D. Lillard misses free throw 1 of 2,64,68
284,3,5:34.0,,Offensive rebound by Team,64,68
285,3,5:34.0,K. Bates-Diop enters the game for R. Covington,,64,68
286,3,5:34.0,G. Dieng enters the game for S. Napier,,64,68
287,3,5:34.0,J. Teague enters the game for N. Vonleh,,64,68
288,3,5:34.0,,G. Trent enters the game for K. Bazemore,64,68
289,3,5:34.0,,D. Lillard misses free throw 2 of 2,64,68
290,3,5:31.0,Defensive rebound by K. Bates-Diop,,64,68
291,3,5:12.0,A. Wiggins misses 2-pt layup from 2 ft (block by H. Whiteside),,64,68
292,3,5:10.0,,Defensive rebound by H. Whiteside,64,68
293,3,4:59.0,,D. Lillard misses 3-pt jump shot from 25 ft,64,68
294,3,4:56.0,Defensive rebound by J. Teague,,64,68
295,3,4:54.0,Personal foul by G. Trent (drawn by J. Teague),,64,68
296,3,4:54.0,,S. Labissière enters the game for A. Tolliver,64,68
297,3,4:48.0,Shooting foul by G. Trent (drawn by J. Teague),,64,68
298,3,4:48.0,J. Teague makes free throw 1 of 2,,65,68
299,3,4:48.0,J. Teague makes free throw 2 of 2,,66,68
300,3,4:33.0,,S. Labissière makes 2-pt hook shot from 6 ft (assist by D. Lillard),66,70
301,3,4:18.0,A. Wiggins makes 2-pt hook shot from 8 ft,,68,70
302,3,4:02.0,,D. Lillard makes 2-pt dunk from 1 ft,68,72
303,3,3:53.0,K. Bates-Diop misses 3-pt jump shot from 26 ft,,68,72
304,3,3:50.0,,Defensive rebound by H. Whiteside,68,72
305,3,3:41.0,,C. McCollum misses 2-pt jump shot from 19 ft,68,72
306,3,3:39.0,,Offensive rebound by Team,68,72
307,3,3:39.0,,A. Simons enters the game for C. McCollum,68,72
308,3,3:36.0,,H. Whiteside makes 2-pt jump shot from 20 ft (assist by G. Trent),68,74
309,3,3:19.0,Turnover by A. Wiggins (bad pass; steal by D. Lillard),,68,74
310,3,3:16.0,,D. Lillard makes 2-pt dunk from 2 ft,68,76
311,3,3:16.0,Minnesota full timeout,,68,76
312,3,3:16.0,J. Culver enters the game for J. Okogie,,68,76
313,3,3:16.0,J. Nowell enters the game for A. Wiggins,,68,76
314,3,2:52.0,G. Dieng makes 3-pt jump shot from 23 ft (assist by J. Culver),,71,76
315,3,2:31.0,,G. Trent makes 3-pt jump shot from 25 ft (assist by H. Whiteside),71,79
316,3,2:16.0,G. Dieng misses 2-pt layup from 2 ft (block by S. Labissière),,71,79
317,3,2:13.0,,Defensive rebound by S. Labissière,71,79
318,3,2:07.0,,D. Lillard misses 3-pt jump shot from 30 ft,71,79
319,3,2:04.0,Defensive rebound by G. Dieng,,71,79
320,3,1:54.0,Personal foul by A. Simons (drawn by J. Culver),,71,79
321,3,1:43.0,K. Bates-Diop misses 2-pt jump shot from 2 ft,,71,79
322,3,1:41.0,,Defensive rebound by H. Whiteside,71,79
323,3,1:33.0,,D. Lillard misses 2-pt layup from 2 ft,71,79
324,3,1:28.0,Defensive rebound by J. Teague,,71,79
325,3,1:22.0,G. Dieng misses 3-pt jump shot from 26 ft,,71,79
326,3,1:18.0,Offensive rebound by J. Culver,,71,79
327,3,1:12.0,J. Teague makes 2-pt jump shot from 5 ft,,73,79
328,3,0:52.0,,H. Whiteside makes 2-pt jump shot from 17 ft (assist by D. Lillard),73,81
329,3,0:39.0,J. Teague makes 2-pt layup from 1 ft,,75,81
330,3,0:33.0,,Offensive foul by S. Labissière (drawn by J. Teague),75,81
331,3,0:33.0,,Turnover by S. Labissière (offensive foul),75,81
332,3,0:33.0,,N. Little enters the game for S. Labissière,75,81
333,3,0:15.0,J. Teague makes 2-pt jump shot from 7 ft,,77,81
334,3,0:04.0,,D. Lillard makes 2-pt jump shot from 5 ft,77,83
335,3,0:04.0,,Shooting foul by J. Culver (drawn by D. Lillard),77,83
336,3,0:04.0,,D. Lillard misses free throw 1 of 1,77,83
337,3,0:01.0,Defensive rebound by G. Dieng,,77,83
338,3,0:00.0,J. Teague makes 3-pt jump shot from 25 ft,,80,83
339,3,0:00.0,Instant Replay (Request: Ruling Stands),,80,83
340,4,11:49.0,,A. Simons misses 2-pt jump shot from 19 ft,80,83
341,4,11:46.0,Defensive rebound by J. Teague,,80,83
342,4,11:34.0,J. Culver misses 3-pt jump shot from 26 ft,,80,83
343,4,11:31.0,,Defensive rebound by N. Little,80,83
344,4,11:22.0,,A. Simons misses 2-pt layup from 2 ft (block by G. Dieng),80,83
345,4,11:22.0,Defensive rebound by Team,,80,83
346,4,11:21.0,Personal foul by A. Simons (drawn by K. Bates-Diop),,80,83
347,4,11:02.0,J. Teague makes 3-pt jump shot from 25 ft,,83,83
348,4,10:44.0,,N. Little makes 2-pt jump shot from 1 ft (assist by S. Labissière),83,85
349,4,10:23.0,Turnover by J. Teague (lost ball; steal by C. McCollum),,83,85
350,4,10:18.0,,G. Trent misses 3-pt jump shot from 25 ft,83,85
351,4,10:15.0,Defensive rebound by G. Dieng,,83,85
352,4,10:02.0,K. Bates-Diop misses 2-pt layup from 3 ft (block by S. Labissière),,83,85
353,4,10:00.0,,Defensive rebound by N. Little,83,85
354,4,9:45.0,,A. Simons misses 3-pt jump shot from 22 ft,83,85
355,4,9:44.0,Defensive rebound by J. Teague,,83,85
356,4,9:39.0,J. Nowell makes 2-pt layup from 2 ft (assist by J. Teague),,85,85
357,4,9:27.0,,Offensive foul by C. McCollum (drawn by J. Teague),85,85
358,4,9:27.0,,Turnover by C. McCollum (offensive foul),85,85
359,4,9:27.0,S. Napier enters the game for J. Teague,,85,85
360,4,9:27.0,,K. Bazemore enters the game for G. Trent,85,85
361,4,9:20.0,J. Nowell misses 3-pt jump shot from 25 ft,,85,85
362,4,9:18.0,,Defensive rebound by S. Labissière,85,85
363,4,9:09.0,,C. McCollum makes 2-pt jump shot from 18 ft,85,87
364,4,9:09.0,,Shooting foul by S. Napier (drawn by C. McCollum),85,87
365,4,9:09.0,A. Wiggins enters the game for J. Culver,,85,87
366,4,9:09.0,,C. McCollum makes free throw 1 of 1,85,88
367,4,8:58.0,S. Napier misses 3-pt jump shot from 25 ft,,85,88
368,4,8:55.0,,Defensive rebound by N. Little,85,88
369,4,8:43.0,,C. McCollum misses 3-pt jump shot from 24 ft,85,88
370,4,8:40.0,Defensive rebound by G. Dieng,,85,88
371,4,8:32.0,A. Wiggins misses 2-pt jump shot from 15 ft,,85,88
372,4,8:29.0,,Defensive rebound by Team,85,88
373,4,8:29.0,N. Vonleh enters the game for G. Dieng,,85,88
374,4,8:16.0,,C. McCollum misses 2-pt jump shot from 15 ft,85,88
375,4,8:13.0,Defensive rebound by A. Wiggins,,85,88
376,4,8:06.0,N. Vonleh misses 2-pt dunk from 2 ft,,85,88
377,4,8:05.0,,Defensive rebound by S. Labissière,85,88
378,4,8:01.0,,K. Bazemore makes 2-pt layup from 2 ft,85,90
379,4,8:01.0,,Shooting foul by J. Nowell (drawn by K. Bazemore),85,90
380,4,8:01.0,R. Covington enters the game for K. Bates-Diop,,85,90
381,4,8:01.0,,D. Lillard enters the game for N. Little,85,90
