,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,TORONTO_ACTION,WASHINGTON_SCORE,TORONTO_SCORE
0,1,11:48.0,,K. Lowry misses 3-pt jump shot from 25 ft,0,0
1,1,11:45.0,Defensive rebound by I. Bonga,,0,0
2,1,11:19.0,Turnover by I. Thomas (bad pass; steal by K. Lowry),,0,0
3,1,11:14.0,,O. Anunoby makes 2-pt layup from 2 ft (assist by K. Lowry),0,2
4,1,10:59.0,I. Bonga makes 3-pt jump shot from 23 ft (assist by I. Thomas),,3,2
5,1,10:45.0,,P. Siakam makes 3-pt jump shot from 24 ft (assist by M. Gasol),3,5
6,1,10:32.0,Turnover by B. Beal (bad pass; steal by P. Siakam),,3,5
7,1,10:28.0,,Shooting foul by I. Bonga (drawn by P. Siakam),3,5
8,1,10:28.0,,P. Siakam makes free throw 1 of 2,3,6
9,1,10:28.0,,P. Siakam makes free throw 2 of 2,3,7
10,1,10:17.0,Turnover by B. Beal (bad pass),,3,7
11,1,10:10.0,,K. Lowry misses 2-pt layup from 2 ft,3,7
12,1,10:06.0,,Offensive rebound by O. Anunoby,3,7
13,1,10:06.0,,Turnover by O. Anunoby (out of bounds lost ball),3,7
14,1,9:48.0,B. Beal makes 2-pt layup from 3 ft,,5,7
15,1,9:26.0,,M. Gasol makes 2-pt hook shot from 9 ft (assist by K. Lowry),5,9
16,1,9:09.0,B. Beal misses 2-pt jump shot from 20 ft,,5,9
17,1,9:06.0,Offensive rebound by I. Bonga,,5,9
18,1,9:04.0,B. Beal misses 3-pt jump shot from 22 ft,,5,9
19,1,9:04.0,Offensive rebound by I. Bonga,,5,9
20,1,9:00.0,B. Beal misses 2-pt jump shot from 9 ft,,5,9
21,1,8:57.0,,Defensive rebound by O. Anunoby,5,9
22,1,8:47.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by K. Lowry),5,12
23,1,8:39.0,Washington full timeout,,5,12
24,1,8:34.0,Turnover by T. Bryant (bad pass; steal by O. Anunoby),,5,12
25,1,8:31.0,,O. Anunoby makes 2-pt layup from 1 ft,5,14
26,1,8:18.0,,Violation by Team (kicked ball),5,14
27,1,8:02.0,Turnover by Team (shot clock),,5,14
28,1,7:56.0,,P. Siakam misses 3-pt jump shot from 25 ft,5,14
29,1,7:53.0,,Offensive rebound by K. Lowry,5,14
30,1,7:41.0,,S. Ibaka makes 2-pt jump shot from 9 ft (assist by K. Lowry),5,16
31,1,7:29.0,T. Bryant misses 3-pt jump shot from 23 ft,,5,16
32,1,7:27.0,Offensive rebound by I. Bonga,,5,16
33,1,7:25.0,I. Bonga makes 2-pt layup from 2 ft,,7,16
34,1,7:21.0,,O. Anunoby misses 3-pt jump shot from 23 ft,7,16
35,1,7:21.0,Defensive rebound by I. Bonga,,7,16
36,1,7:00.0,I. Mahinmi misses 2-pt jump shot from 9 ft,,7,16
37,1,6:58.0,,Defensive rebound by M. Gasol,7,16
38,1,6:53.0,,K. Lowry makes 2-pt layup from 2 ft,7,18
39,1,6:36.0,T. Bryant misses 2-pt jump shot from 10 ft,,7,18
40,1,6:34.0,,Defensive rebound by S. Ibaka,7,18
41,1,6:25.0,,Turnover by M. Gasol (bad pass; steal by I. Bonga),7,18
42,1,6:21.0,Offensive foul by I. Bonga (drawn by M. Gasol),,7,18
43,1,6:21.0,Turnover by I. Bonga (offensive foul),,7,18
44,1,6:21.0,D. Bertāns enters the game for T. Bryant,,7,18
45,1,6:04.0,,Offensive foul by O. Anunoby (drawn by B. Beal),7,18
46,1,6:04.0,,Turnover by O. Anunoby (offensive foul),7,18
47,1,6:04.0,T. Brown enters the game for I. Bonga,,7,18
48,1,6:04.0,,N. Powell enters the game for M. Gasol,7,18
49,1,5:52.0,Turnover by I. Mahinmi (lost ball; steal by N. Powell),,7,18
50,1,5:49.0,,N. Powell makes 2-pt dunk from 1 ft,7,20
51,1,5:49.0,Washington full timeout,,7,20
52,1,5:33.0,I. Thomas makes 3-pt jump shot from 23 ft (assist by B. Beal),,10,20
53,1,5:16.0,,K. Lowry misses 3-pt jump shot from 24 ft,10,20
54,1,5:14.0,Defensive rebound by T. Brown,,10,20
55,1,5:06.0,I. Thomas misses 3-pt jump shot from 25 ft,,10,20
56,1,5:04.0,,Defensive rebound by S. Ibaka,10,20
57,1,4:59.0,,N. Powell misses 3-pt jump shot from 23 ft,10,20
58,1,4:56.0,Defensive rebound by I. Mahinmi,,10,20
59,1,4:46.0,I. Mahinmi makes 2-pt layup from 2 ft (assist by D. Bertāns),,12,20
60,1,4:46.0,Shooting foul by K. Lowry (drawn by I. Mahinmi),,12,20
61,1,4:46.0,J. McRae enters the game for B. Beal,,12,20
62,1,4:46.0,I. Smith enters the game for I. Thomas,,12,20
63,1,4:46.0,I. Mahinmi misses free throw 1 of 1,,12,20
64,1,4:38.0,Offensive rebound by T. Brown,,12,20
65,1,4:36.0,I. Mahinmi misses 2-pt hook shot from 8 ft,,12,20
66,1,4:28.0,Offensive rebound by I. Mahinmi,,12,20
