,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW YORK_ACTION,ORLANDO_SCORE,NEW YORK_SCORE
30,1,7:39.0,,J. Randle makes 2-pt layup from 1 ft,6,12
31,1,7:16.0,M. Fultz makes 2-pt layup from 1 ft (assist by A. Gordon),,8,12
32,1,7:05.0,,F. Ntilikina misses 2-pt jump shot from 16 ft,8,12
33,1,7:03.0,Defensive rebound by E. Fournier,,8,12
34,1,6:53.0,Turnover by M. Fultz (lost ball; steal by E. Payton),,8,12
35,1,6:49.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),8,14
36,1,6:25.0,Turnover by N. Vučević (bad pass; steal by R. Bullock),,8,14
37,1,6:20.0,Violation by Team (kicked ball),,8,14
38,1,6:20.0,,New York full timeout,8,14
39,1,6:20.0,T. Ross enters the game for K. Birch,,8,14
40,1,6:14.0,,F. Ntilikina makes 2-pt layup from 1 ft (assist by J. Randle),8,16
41,1,6:03.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by M. Fultz),,11,16
42,1,5:42.0,,T. Gibson misses 2-pt jump shot from 9 ft,11,16
43,1,5:40.0,Defensive rebound by N. Vučević,,11,16
44,1,5:40.0,,R. Barrett enters the game for R. Bullock,11,16
45,1,5:40.0,,M. Robinson enters the game for T. Gibson,11,16
46,1,5:18.0,N. Vučević misses 2-pt jump shot from 20 ft,,11,16
47,1,5:16.0,,Defensive rebound by R. Barrett,11,16
48,1,5:07.0,,M. Robinson makes 2-pt jump shot from 4 ft (assist by R. Barrett),11,18
49,1,4:56.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by T. Ross),,14,18
50,1,4:42.0,,E. Payton makes 2-pt layup from 2 ft (assist by J. Randle),14,20
51,1,4:32.0,Turnover by M. Fultz (lost ball; steal by E. Payton),,14,20
52,1,4:28.0,,E. Payton makes 2-pt layup from 1 ft,14,22
53,1,4:26.0,,Violation by Team (delay of game),14,22
54,1,4:20.0,Orlando full timeout,,14,22
55,1,4:20.0,W. Iwundu enters the game for E. Fournier,,14,22
56,1,4:14.0,A. Gordon misses 2-pt jump shot from 20 ft,,14,22
57,1,4:12.0,Offensive rebound by Team,,14,22
58,1,4:07.0,T. Ross misses 2-pt jump shot from 19 ft,,14,22
59,1,4:05.0,,Defensive rebound by J. Randle,14,22
60,1,3:50.0,,R. Barrett misses 2-pt jump shot from 6 ft (block by T. Ross),14,22
61,1,3:49.0,,Offensive rebound by Team,14,22
62,1,3:49.0,M. Carter-Williams enters the game for M. Fultz,,14,22
63,1,3:49.0,,K. Knox enters the game for F. Ntilikina,14,22
64,1,3:49.0,,D. Smith enters the game for E. Payton,14,22
65,1,3:45.0,,J. Randle misses 2-pt jump shot from 7 ft (block by T. Ross),14,22
66,1,3:43.0,Defensive rebound by T. Ross,,14,22
67,1,3:29.0,N. Vučević misses 2-pt layup from 3 ft (block by J. Randle),,14,22
68,1,3:27.0,,Defensive rebound by D. Smith,14,22
69,1,3:24.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by D. Smith),14,24
70,1,3:06.0,Turnover by M. Carter-Williams (lost ball; steal by D. Smith),,14,24
71,1,3:02.0,,R. Barrett makes 2-pt layup from 2 ft (assist by D. Smith),14,26
72,1,2:48.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by T. Ross),,16,26
73,1,2:36.0,,K. Knox misses 2-pt jump shot from 6 ft,16,26
74,1,2:34.0,Defensive rebound by A. Gordon,,16,26
75,1,2:29.0,A. Gordon misses 2-pt layup from 2 ft (block by J. Randle),,16,26
76,1,2:28.0,,Defensive rebound by M. Robinson,16,26
77,1,2:15.0,,D. Smith misses 2-pt jump shot from 21 ft,16,26
78,1,2:13.0,Defensive rebound by N. Vučević,,16,26
79,1,2:08.0,T. Ross makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,19,26
80,1,1:50.0,,J. Randle makes 2-pt jump shot from 17 ft (assist by D. Smith),19,28
81,1,1:37.0,Offensive foul by N. Vučević (drawn by D. Smith),,19,28
82,1,1:37.0,Turnover by N. Vučević (offensive foul),,19,28
83,1,1:37.0,M. Bamba enters the game for A. Gordon,,19,28
84,1,1:37.0,G. Clark enters the game for N. Vučević,,19,28
85,1,1:37.0,,B. Portis enters the game for J. Randle,19,28
86,1,1:25.0,,R. Barrett misses 3-pt jump shot from 25 ft,19,28
87,1,1:23.0,Defensive rebound by M. Carter-Williams,,19,28
88,1,1:12.0,T. Ross misses 3-pt jump shot from 25 ft,,19,28
89,1,1:10.0,,Defensive rebound by R. Barrett,19,28
90,1,1:05.0,,Personal foul by M. Carter-Williams (drawn by R. Barrett),19,28
91,1,1:00.0,,Offensive foul by D. Smith (drawn by M. Carter-Williams),19,28
92,1,1:00.0,,Turnover by D. Smith (offensive foul),19,28
93,1,0:47.0,T. Ross misses 2-pt jump shot from 22 ft (block by M. Robinson),,19,28
94,1,0:44.0,Offensive rebound by T. Ross,,19,28
95,1,0:43.0,W. Iwundu misses 2-pt jump shot from 20 ft,,19,28
96,1,0:41.0,,Defensive rebound by Team,19,28
97,1,0:41.0,Loose ball foul by M. Bamba (drawn by R. Barrett),,19,28
98,1,0:41.0,,R. Barrett misses free throw 1 of 2,19,28
99,1,0:41.0,,Offensive rebound by Team,19,28
100,1,0:41.0,,R. Barrett makes free throw 2 of 2,19,29
101,1,0:34.0,Personal foul by M. Robinson (drawn by M. Bamba),,19,29
102,1,0:26.0,M. Bamba misses 3-pt jump shot from 25 ft,,19,29
103,1,0:24.0,,Defensive rebound by D. Smith,19,29
104,1,0:02.0,,Shooting foul by W. Iwundu (drawn by R. Barrett),19,29
105,1,0:02.0,,R. Barrett misses free throw 1 of 2,19,29
106,1,0:02.0,,Offensive rebound by Team,19,29
107,1,0:02.0,,R. Barrett makes free throw 2 of 2,19,30
108,2,11:47.0,,Turnover by D. Smith (bad pass; steal by M. Carter-Williams),19,30
109,2,11:34.0,Turnover by T. Ross (traveling),,19,30
110,2,11:19.0,,K. Knox misses 3-pt jump shot from 26 ft,19,30
111,2,11:17.0,Defensive rebound by Team,,19,30
112,2,11:10.0,Shooting foul by W. Ellington (drawn by E. Fournier),,19,30
113,2,11:10.0,E. Fournier makes free throw 1 of 2,,20,30
114,2,11:10.0,E. Fournier makes free throw 2 of 2,,21,30
115,2,10:53.0,,D. Smith misses 2-pt layup from 3 ft,21,30
116,2,10:51.0,Defensive rebound by T. Ross,,21,30
117,2,10:46.0,Shooting foul by K. Knox (drawn by M. Bamba),,21,30
118,2,10:46.0,M. Bamba makes free throw 1 of 2,,22,30
119,2,10:46.0,M. Bamba makes free throw 2 of 2,,23,30
120,2,10:27.0,,B. Portis misses 3-pt jump shot from 26 ft,23,30
121,2,10:25.0,Defensive rebound by T. Ross,,23,30
122,2,10:18.0,G. Clark misses 3-pt jump shot from 25 ft,,23,30
123,2,10:16.0,,Defensive rebound by W. Ellington,23,30
124,2,10:11.0,,Personal foul by G. Clark (drawn by B. Portis),23,30
125,2,10:04.0,,B. Portis makes 2-pt hook shot from 8 ft,23,32
126,2,9:50.0,E. Fournier misses 3-pt jump shot from 25 ft,,23,32
127,2,9:48.0,,Defensive rebound by K. Knox,23,32
128,2,9:44.0,,K. Knox misses 2-pt layup from 6 ft (block by G. Clark),23,32
129,2,9:43.0,,Offensive rebound by Team,23,32
130,2,9:37.0,,W. Ellington misses 3-pt jump shot from 25 ft,23,32
131,2,9:35.0,Defensive rebound by G. Clark,,23,32
132,2,9:21.0,Turnover by M. Bamba (lost ball; steal by M. Robinson),,23,32
133,2,9:17.0,,W. Ellington misses 3-pt jump shot from 26 ft,23,32
134,2,9:15.0,,Offensive rebound by B. Portis,23,32
135,2,9:11.0,,Shooting foul by M. Bamba (drawn by D. Smith),23,32
136,2,9:11.0,,D. Smith makes free throw 1 of 2,23,33
137,2,9:11.0,,D. Smith misses free throw 2 of 2,23,33
138,2,9:10.0,Defensive rebound by M. Bamba,,23,33
139,2,8:59.0,Personal foul by M. Robinson (drawn by M. Bamba),,23,33
140,2,8:59.0,,T. Gibson enters the game for M. Robinson,23,33
141,2,8:46.0,E. Fournier makes 2-pt jump shot from 19 ft,,25,33
142,2,8:32.0,,B. Portis misses 2-pt hook shot from 5 ft,25,33
143,2,8:30.0,,Offensive rebound by T. Gibson,25,33
144,2,8:30.0,,T. Gibson misses 2-pt layup from 1 ft,25,33
145,2,8:28.0,,Offensive rebound by T. Gibson,25,33
146,2,8:26.0,,T. Gibson makes 2-pt layup from 1 ft,25,35
147,2,8:19.0,M. Carter-Williams makes 2-pt layup at rim,,27,35
148,2,8:19.0,Shooting foul by D. Smith (drawn by M. Carter-Williams),,27,35
149,2,8:19.0,M. Carter-Williams makes free throw 1 of 1,,28,35
150,2,7:58.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by D. Smith),28,38
151,2,7:47.0,Personal foul by W. Ellington (drawn by E. Fournier),,28,38
152,2,7:47.0,E. Fournier makes free throw 1 of 2,,29,38
153,2,7:47.0,,E. Payton enters the game for D. Smith,29,38
154,2,7:47.0,E. Fournier makes free throw 2 of 2,,30,38
155,2,7:35.0,,W. Ellington misses 2-pt jump shot from 16 ft (block by M. Carter-Williams),30,38
156,2,7:33.0,Defensive rebound by E. Fournier,,30,38
157,2,7:15.0,G. Clark misses 3-pt jump shot from 23 ft,,30,38
158,2,7:13.0,,Defensive rebound by K. Knox,30,38
159,2,7:06.0,,B. Portis misses 2-pt jump shot from 17 ft,30,38
160,2,7:04.0,Defensive rebound by T. Ross,,30,38
161,2,6:53.0,T. Ross misses 3-pt jump shot from 26 ft,,30,38
162,2,6:51.0,,Defensive rebound by B. Portis,30,38
163,2,6:42.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by E. Payton),30,40
164,2,6:23.0,M. Carter-Williams misses 2-pt jump shot from 19 ft,,30,40
165,2,6:21.0,Offensive rebound by M. Carter-Williams,,30,40
166,2,6:17.0,G. Clark makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,33,40
167,2,6:11.0,,New York full timeout,33,40
168,2,6:11.0,M. Fultz enters the game for M. Bamba,,33,40
169,2,6:11.0,A. Gordon enters the game for G. Clark,,33,40
170,2,6:11.0,N. Vučević enters the game for E. Fournier,,33,40
171,2,6:11.0,,R. Barrett enters the game for W. Ellington,33,40
172,2,6:11.0,,R. Bullock enters the game for K. Knox,33,40
173,2,6:11.0,,J. Randle enters the game for B. Portis,33,40
174,2,6:01.0,,J. Randle makes 2-pt jump shot from 9 ft,33,42
175,2,5:38.0,Shooting foul by J. Randle (drawn by A. Gordon),,33,42
176,2,5:38.0,A. Gordon misses free throw 1 of 2,,33,42
177,2,5:38.0,Offensive rebound by Team,,33,42
178,2,5:38.0,W. Iwundu enters the game for T. Ross,,33,42
179,2,5:38.0,A. Gordon misses free throw 2 of 2,,33,42
180,2,5:36.0,,Defensive rebound by R. Barrett,33,42
181,2,5:13.0,,J. Randle misses 3-pt jump shot from 27 ft,33,42
182,2,5:11.0,Defensive rebound by N. Vučević,,33,42
183,2,5:01.0,M. Fultz makes 2-pt layup at rim (assist by W. Iwundu),,35,42
184,2,4:54.0,,R. Bullock misses 3-pt jump shot from 26 ft,35,42
185,2,4:52.0,Defensive rebound by W. Iwundu,,35,42
186,2,4:48.0,Shooting foul by R. Bullock (drawn by W. Iwundu),,35,42
187,2,4:48.0,W. Iwundu makes free throw 1 of 2,,36,42
188,2,4:48.0,W. Iwundu makes free throw 2 of 2,,37,42
189,2,4:36.0,,T. Gibson makes 2-pt jump shot from 12 ft (assist by R. Barrett),37,44
190,2,4:14.0,M. Carter-Williams misses 3-pt jump shot from 22 ft,,37,44
191,2,4:12.0,,Defensive rebound by T. Gibson,37,44
192,2,3:59.0,,R. Barrett makes 3-pt jump shot from 24 ft (assist by E. Payton),37,47
193,2,3:35.0,Turnover by M. Fultz (bad pass),,37,47
194,2,3:35.0,E. Fournier enters the game for M. Carter-Williams,,37,47
195,2,3:20.0,,T. Gibson makes 2-pt jump shot from 18 ft (assist by R. Barrett),37,49
196,2,3:01.0,W. Iwundu misses 3-pt jump shot from 25 ft,,37,49
197,2,2:59.0,,Defensive rebound by R. Bullock,37,49
198,2,2:54.0,,Shooting foul by M. Fultz (drawn by R. Barrett),37,49
199,2,2:54.0,Orlando full timeout,,37,49
200,2,2:54.0,T. Ross enters the game for W. Iwundu,,37,49
201,2,2:54.0,,R. Barrett misses free throw 1 of 2,37,49
202,2,2:54.0,,Offensive rebound by Team,37,49
203,2,2:54.0,,R. Barrett makes free throw 2 of 2,37,50
204,2,2:36.0,A. Gordon makes 3-pt jump shot from 23 ft (assist by N. Vučević),,40,50
205,2,2:20.0,,J. Randle misses 2-pt layup from 2 ft,40,50
206,2,2:19.0,Defensive rebound by Team,,40,50
207,2,2:19.0,,Loose ball foul by J. Randle (drawn by M. Fultz),40,50
208,2,2:19.0,M. Fultz makes free throw 1 of 2,,41,50
209,2,2:19.0,M. Fultz makes free throw 2 of 2,,42,50
210,2,2:04.0,,T. Gibson misses 2-pt layup at rim,42,50
211,2,2:02.0,Defensive rebound by A. Gordon,,42,50
212,2,1:57.0,T. Ross misses 3-pt jump shot from 25 ft,,42,50
213,2,1:55.0,,Defensive rebound by J. Randle,42,50
214,2,1:48.0,,E. Payton misses 2-pt jump shot from 7 ft,42,50
215,2,1:47.0,,Offensive rebound by Team,42,50
216,2,1:47.0,Loose ball foul by E. Fournier (drawn by T. Gibson),,42,50
217,2,1:34.0,,E. Payton misses 2-pt layup from 4 ft (block by N. Vučević),42,50
218,2,1:33.0,,Offensive rebound by E. Payton,42,50
219,2,1:32.0,,Turnover by Team (shot clock),42,50
220,2,1:22.0,Turnover by N. Vučević (bad pass; steal by E. Payton),,42,50
221,2,1:18.0,,Turnover by R. Bullock (bad pass; steal by T. Ross),42,50
222,2,1:04.0,N. Vučević makes 2-pt jump shot from 9 ft,,44,50
223,2,1:04.0,Shooting foul by T. Gibson (drawn by N. Vučević),,44,50
224,2,1:04.0,N. Vučević makes free throw 1 of 1,,45,50
225,2,0:53.0,,R. Bullock misses 2-pt jump shot from 22 ft,45,50
226,2,0:51.0,Defensive rebound by A. Gordon,,45,50
227,2,0:40.0,E. Fournier misses 2-pt layup from 2 ft,,45,50
228,2,0:38.0,Offensive rebound by N. Vučević,,45,50
229,2,0:38.0,N. Vučević makes 2-pt dunk at rim,,47,50
230,2,0:35.0,,R. Barrett makes 2-pt layup from 3 ft,47,52
231,2,0:35.0,,Shooting foul by N. Vučević (drawn by R. Barrett),47,52
232,2,0:35.0,,Technical foul by N. Vučević,47,52
233,2,0:35.0,,R. Bullock makes technical free throw,47,53
234,2,0:35.0,K. Birch enters the game for N. Vučević,,47,53
235,2,0:35.0,,B. Portis enters the game for J. Randle,47,53
236,2,0:35.0,,R. Barrett makes free throw 1 of 1,47,54
237,2,0:11.0,Turnover by Team (shot clock),,47,54
238,2,0:02.0,,B. Portis misses 3-pt jump shot from 26 ft,47,54
239,2,0:01.0,Defensive rebound by M. Fultz,,47,54
240,2,0:00.0,M. Fultz misses 3-pt jump shot from 73 ft,,47,54
241,2,0:00.0,Offensive rebound by Team,,47,54
242,3,11:44.0,,Turnover by F. Ntilikina (bad pass; steal by A. Gordon),47,54
243,3,11:40.0,A. Gordon makes 2-pt dunk from 1 ft (assist by M. Fultz),,49,54
244,3,11:24.0,,R. Bullock misses 2-pt jump shot from 17 ft,49,54
245,3,11:23.0,Defensive rebound by K. Birch,,49,54
246,3,11:13.0,Offensive foul by E. Fournier (drawn by F. Ntilikina),,49,54
247,3,11:13.0,Turnover by E. Fournier (offensive foul),,49,54
248,3,11:02.0,,R. Bullock makes 2-pt layup from 3 ft,49,56
249,3,10:47.0,M. Fultz makes 2-pt jump shot from 13 ft,,51,56
250,3,10:27.0,,J. Randle makes 2-pt jump shot from 14 ft,51,58
251,3,10:09.0,N. Vučević makes 2-pt hook shot from 9 ft (assist by A. Gordon),,53,58
252,3,9:59.0,,F. Ntilikina misses 2-pt jump shot from 18 ft,53,58
253,3,9:57.0,Defensive rebound by M. Fultz,,53,58
254,3,9:50.0,N. Vučević misses 3-pt jump shot from 26 ft,,53,58
255,3,9:49.0,Offensive rebound by Team,,53,58
256,3,9:49.0,Away from play foul by F. Ntilikina (drawn by E. Fournier),,53,58
257,3,9:49.0,E. Fournier misses free throw 1 of 1,,53,58
258,3,9:49.0,Offensive rebound by Team,,53,58
259,3,9:44.0,Shooting foul by J. Randle (drawn by K. Birch),,53,58
260,3,9:44.0,K. Birch makes free throw 1 of 2,,54,58
261,3,9:44.0,K. Birch makes free throw 2 of 2,,55,58
262,3,9:29.0,,E. Payton misses 2-pt layup at rim (block by N. Vučević),55,58
263,3,9:27.0,Defensive rebound by M. Fultz,,55,58
264,3,9:25.0,Offensive foul by M. Fultz (drawn by F. Ntilikina),,55,58
265,3,9:25.0,Turnover by M. Fultz (offensive foul),,55,58
266,3,9:09.0,,Turnover by J. Randle (lost ball; steal by E. Fournier),55,58
267,3,9:06.0,Shooting foul by F. Ntilikina (drawn by E. Fournier),,55,58
268,3,9:06.0,E. Fournier makes free throw 1 of 2,,56,58
269,3,9:06.0,E. Fournier makes free throw 2 of 2,,57,58
270,3,8:54.0,,R. Bullock makes 2-pt layup from 1 ft (assist by J. Randle),57,60
271,3,8:54.0,,Shooting foul by E. Fournier (drawn by R. Bullock),57,60
272,3,8:54.0,,R. Bullock makes free throw 1 of 1,57,61
273,3,8:41.0,M. Fultz misses 2-pt jump shot from 6 ft,,57,61
274,3,8:39.0,,Defensive rebound by J. Randle,57,61
275,3,8:24.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Randle),57,63
276,3,8:00.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by N. Vučević),,60,63
277,3,7:43.0,,E. Payton makes 2-pt layup from 1 ft,60,65
278,3,7:16.0,A. Gordon misses 3-pt jump shot from 24 ft,,60,65
279,3,7:14.0,,Defensive rebound by F. Ntilikina,60,65
280,3,7:08.0,,R. Bullock misses 3-pt jump shot from 25 ft,60,65
281,3,7:06.0,Defensive rebound by K. Birch,,60,65
282,3,7:01.0,Personal foul by R. Bullock (drawn by N. Vučević),,60,65
283,3,6:50.0,N. Vučević makes 2-pt dunk from 1 ft (assist by M. Fultz),,62,65
284,3,6:39.0,,Turnover by F. Ntilikina (traveling),62,65
285,3,6:39.0,,New York full timeout,62,65
286,3,6:39.0,,R. Barrett enters the game for T. Gibson,62,65
287,3,6:39.0,,M. Robinson enters the game for F. Ntilikina,62,65
288,3,6:16.0,N. Vučević makes 2-pt jump shot from 9 ft,,64,65
289,3,5:59.0,,Turnover by J. Randle (traveling),64,65
290,3,5:59.0,T. Ross enters the game for K. Birch,,64,65
291,3,5:43.0,A. Gordon makes 2-pt jump shot from 12 ft,,66,65
292,3,5:29.0,,J. Randle makes 2-pt dunk from 2 ft (assist by E. Payton),66,67
293,3,5:11.0,Personal foul by M. Robinson (drawn by N. Vučević),,66,67
294,3,5:11.0,W. Iwundu enters the game for E. Fournier,,66,67
295,3,5:11.0,N. Vučević makes free throw 1 of 2,,67,67
296,3,5:11.0,N. Vučević misses free throw 2 of 2,,67,67
297,3,5:09.0,,Defensive rebound by J. Randle,67,67
298,3,4:57.0,,E. Payton makes 2-pt layup from 1 ft,67,69
299,3,4:48.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by M. Fultz),,70,69
300,3,4:32.0,,J. Randle makes 2-pt layup from 2 ft (assist by E. Payton),70,71
301,3,4:21.0,A. Gordon makes 2-pt dunk from 1 ft (assist by M. Fultz),,72,71
302,3,4:19.0,,New York full timeout,72,71
303,3,4:19.0,M. Carter-Williams enters the game for M. Fultz,,72,71
304,3,4:19.0,,K. Knox enters the game for R. Bullock,72,71
305,3,4:05.0,,R. Barrett misses 2-pt layup from 2 ft,72,71
306,3,4:03.0,Defensive rebound by W. Iwundu,,72,71
307,3,3:50.0,M. Carter-Williams misses 2-pt layup from 5 ft,,72,71
308,3,3:49.0,Offensive rebound by N. Vučević,,72,71
309,3,3:49.0,Turnover by N. Vučević (step out of bounds),,72,71
310,3,3:49.0,,D. Smith enters the game for E. Payton,72,71
311,3,3:37.0,,J. Randle misses 2-pt layup from 1 ft,72,71
312,3,3:35.0,Defensive rebound by A. Gordon,,72,71
313,3,3:29.0,T. Ross misses 3-pt jump shot from 26 ft,,72,71
314,3,3:27.0,,Defensive rebound by D. Smith,72,71
315,3,3:20.0,,Shooting foul by A. Gordon (drawn by R. Barrett),72,71
316,3,3:20.0,,R. Barrett misses free throw 1 of 2,72,71
317,3,3:20.0,,Offensive rebound by Team,72,71
318,3,3:20.0,,R. Barrett makes free throw 2 of 2,72,72
319,3,3:06.0,T. Ross makes 2-pt dunk from 1 ft (assist by A. Gordon),,74,72
320,3,2:51.0,,J. Randle makes 2-pt layup from 3 ft (assist by D. Smith),74,74
321,3,2:44.0,Shooting foul by K. Knox (drawn by T. Ross),,74,74
322,3,2:44.0,M. Bamba enters the game for A. Gordon,,74,74
323,3,2:44.0,G. Clark enters the game for N. Vučević,,74,74
324,3,2:44.0,,B. Portis enters the game for J. Randle,74,74
325,3,2:44.0,T. Ross makes free throw 1 of 3,,75,74
326,3,2:44.0,T. Ross makes free throw 2 of 3,,76,74
327,3,2:44.0,T. Ross makes free throw 3 of 3,,77,74
328,3,2:34.0,,Turnover by D. Smith (traveling),77,74
329,3,2:12.0,M. Carter-Williams misses 2-pt layup from 2 ft,,77,74
330,3,2:10.0,Offensive rebound by M. Bamba,,77,74
331,3,2:10.0,M. Bamba makes 2-pt dunk from 1 ft,,79,74
332,3,1:59.0,,K. Knox misses 2-pt layup from 2 ft (block by M. Bamba),79,74
333,3,1:57.0,Defensive rebound by T. Ross,,79,74
334,3,1:47.0,Turnover by T. Ross (out of bounds lost ball),,79,74
335,3,1:37.0,,K. Knox misses 2-pt jump shot from 16 ft,79,74
336,3,1:35.0,Defensive rebound by M. Bamba,,79,74
337,3,1:25.0,Turnover by M. Carter-Williams (lost ball; steal by D. Smith),,79,74
338,3,1:20.0,,Turnover by R. Barrett (bad pass; steal by M. Carter-Williams),79,74
339,3,1:12.0,W. Iwundu misses 2-pt jump shot from 18 ft,,79,74
340,3,1:10.0,Offensive rebound by Team,,79,74
341,3,1:02.0,T. Ross misses 2-pt jump shot from 21 ft,,79,74
342,3,0:59.0,Offensive rebound by G. Clark,,79,74
343,3,0:54.0,M. Carter-Williams makes 2-pt layup from 1 ft (assist by G. Clark),,81,74
344,3,0:54.0,,New York full timeout,81,74
345,3,0:43.0,,B. Portis misses 2-pt layup from 1 ft (block by M. Bamba),81,74
346,3,0:42.0,,Offensive rebound by B. Portis,81,74
347,3,0:41.0,,Shooting foul by M. Bamba (drawn by B. Portis),81,74
348,3,0:41.0,,B. Portis makes free throw 1 of 2,81,75
349,3,0:41.0,,B. Portis makes free throw 2 of 2,81,76
350,3,0:29.0,T. Ross makes 2-pt jump shot from 20 ft (assist by M. Carter-Williams),,83,76
351,3,0:07.0,,D. Smith misses 3-pt jump shot from 25 ft,83,76
352,3,0:05.0,,Offensive rebound by Team,83,76
353,3,0:01.0,,Turnover by D. Smith (bad pass; steal by M. Bamba),83,76
354,3,0:00.0,T. Ross misses 3-pt jump shot from 43 ft,,83,76
355,3,0:00.0,Offensive rebound by Team,,83,76
356,4,11:49.0,Shooting foul by W. Ellington (drawn by E. Fournier),,83,76
357,4,11:49.0,E. Fournier makes free throw 1 of 2,,84,76
358,4,11:49.0,E. Fournier makes free throw 2 of 2,,85,76
359,4,11:25.0,,B. Portis misses 2-pt hook shot from 2 ft,85,76
360,4,11:23.0,,Offensive rebound by M. Robinson,85,76
361,4,11:23.0,,M. Robinson misses 2-pt layup at rim,85,76
362,4,11:21.0,,Offensive rebound by M. Robinson,85,76
363,4,11:21.0,,M. Robinson makes 2-pt layup at rim,85,78
364,4,11:08.0,E. Fournier misses 3-pt jump shot from 24 ft,,85,78
365,4,11:07.0,,Defensive rebound by D. Smith,85,78
366,4,11:02.0,,B. Portis misses 3-pt jump shot from 24 ft,85,78
367,4,11:00.0,Defensive rebound by E. Fournier,,85,78
368,4,10:49.0,Turnover by M. Bamba (bad pass),,85,78
369,4,10:39.0,,D. Smith misses 3-pt jump shot from 25 ft,85,78
370,4,10:37.0,,Offensive rebound by M. Robinson,85,78
371,4,10:34.0,,Turnover by K. Knox (step out of bounds),85,78
372,4,10:20.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,88,78
373,4,10:04.0,,Personal foul by M. Carter-Williams (drawn by B. Portis),88,78
374,4,10:04.0,,R. Bullock enters the game for K. Knox,88,78
375,4,9:52.0,,R. Bullock makes 2-pt jump shot from 6 ft (assist by D. Smith),88,80
376,4,9:26.0,M. Bamba misses 2-pt layup from 2 ft,,88,80
377,4,9:24.0,Offensive rebound by M. Bamba,,88,80
378,4,9:24.0,M. Bamba makes 2-pt layup from 1 ft,,90,80
379,4,8:59.0,,W. Ellington makes 3-pt jump shot from 27 ft (assist by R. Bullock),90,83
380,4,8:40.0,M. Carter-Williams misses 2-pt layup from 7 ft (block by D. Smith),,90,83
381,4,8:39.0,,Defensive rebound by D. Smith,90,83
382,4,8:38.0,,Personal take foul by E. Fournier (drawn by D. Smith),90,83
383,4,8:38.0,,T. Gibson enters the game for M. Robinson,90,83
384,4,8:38.0,,E. Payton enters the game for D. Smith,90,83
385,4,8:25.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by B. Portis),90,86
