,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
0,1,11:41.0,,Turnover by N. Jokić (bad pass; steal by M. Smart),0,0
1,1,11:36.0,K. Walker misses 3-pt jump shot from 26 ft,,0,0
2,1,11:32.0,,Defensive rebound by N. Jokić,0,0
3,1,11:27.0,,Turnover by P. Millsap (lost ball; steal by K. Walker),0,0
4,1,11:06.0,J. Brown misses 2-pt layup from 5 ft,,0,0
5,1,11:05.0,,Defensive rebound by P. Millsap,0,0
6,1,10:45.0,,P. Millsap misses 2-pt layup from 6 ft (block by D. Theis),0,0
7,1,10:42.0,,Offensive rebound by P. Millsap,0,0
8,1,10:42.0,,P. Millsap misses 2-pt jump shot from 13 ft,0,0
9,1,10:42.0,,Offensive rebound by Team,0,0
10,1,10:42.0,,Turnover by Team (shot clock),0,0
11,1,10:26.0,J. Tatum misses 2-pt jump shot from 14 ft,,0,0
12,1,10:24.0,,Defensive rebound by N. Jokić,0,0
13,1,10:11.0,,N. Jokić makes 2-pt jump shot from 18 ft (assist by P. Millsap),0,2
14,1,9:54.0,J. Brown misses 3-pt jump shot from 27 ft,,0,2
15,1,9:51.0,,Defensive rebound by N. Jokić,0,2
16,1,9:40.0,,W. Barton misses 2-pt jump shot from 8 ft,0,2
17,1,9:37.0,Defensive rebound by J. Brown,,0,2
18,1,9:32.0,J. Brown misses 2-pt layup from 5 ft (block by N. Jokić),,0,2
19,1,9:32.0,Offensive rebound by Team,,0,2
20,1,9:23.0,M. Smart makes 2-pt jump shot from 12 ft,,2,2
21,1,8:55.0,,N. Jokić misses 2-pt jump shot from 13 ft,2,2
22,1,8:52.0,,Offensive rebound by P. Millsap,2,2
23,1,8:51.0,,P. Millsap makes 2-pt layup from 3 ft,2,4
24,1,8:28.0,D. Theis misses 2-pt jump shot from 13 ft,,2,4
25,1,8:25.0,,Defensive rebound by P. Millsap,2,4
26,1,8:17.0,,G. Harris makes 2-pt jump shot from 18 ft (assist by W. Barton),2,6
27,1,7:54.0,M. Smart misses 2-pt jump shot from 16 ft,,2,6
28,1,7:52.0,,Defensive rebound by N. Jokić,2,6
29,1,7:47.0,,J. Murray misses 3-pt jump shot from 25 ft,2,6
30,1,7:42.0,Defensive rebound by D. Theis,,2,6
31,1,7:35.0,K. Walker misses 2-pt jump shot from 15 ft,,2,6
32,1,7:32.0,,Defensive rebound by J. Murray,2,6
33,1,7:25.0,,P. Millsap misses 2-pt jump shot from 14 ft,2,6
34,1,7:22.0,Defensive rebound by K. Walker,,2,6
35,1,7:13.0,M. Smart misses 3-pt jump shot from 29 ft,,2,6
36,1,7:10.0,,Defensive rebound by N. Jokić,2,6
37,1,7:07.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),2,9
38,1,7:06.0,Boston full timeout,,2,9
39,1,6:56.0,Offensive foul by J. Brown (drawn by J. Murray),,2,9
40,1,6:56.0,Turnover by J. Brown (offensive foul),,2,9
41,1,6:38.0,,Turnover by G. Harris (bad pass; steal by M. Smart),2,9
42,1,6:35.0,Shooting foul by W. Barton (drawn by M. Smart),,2,9
43,1,6:35.0,M. Smart makes free throw 1 of 2,,3,9
44,1,6:35.0,M. Smart makes free throw 2 of 2,,4,9
45,1,6:23.0,,N. Jokić makes 2-pt jump shot from 17 ft (assist by W. Barton),4,11
46,1,6:06.0,J. Tatum makes 2-pt layup from 5 ft,,6,11
47,1,5:53.0,,J. Murray makes 2-pt jump shot from 17 ft (assist by N. Jokić),6,13
48,1,5:53.0,G. Williams enters the game for J. Brown,,6,13
49,1,5:53.0,R. Williams enters the game for D. Theis,,6,13
50,1,5:38.0,Personal foul by P. Millsap (drawn by M. Smart),,6,13
51,1,5:33.0,J. Tatum misses 3-pt jump shot from 25 ft,,6,13
52,1,5:28.0,,Defensive rebound by N. Jokić,6,13
53,1,5:18.0,,G. Harris misses 3-pt jump shot from 23 ft,6,13
54,1,5:13.0,Defensive rebound by R. Williams,,6,13
55,1,5:10.0,R. Williams makes 2-pt dunk from 1 ft (assist by K. Walker),,8,13
56,1,4:52.0,,J. Murray makes 3-pt jump shot from 25 ft,8,16
57,1,4:36.0,G. Williams misses 3-pt jump shot from 24 ft,,8,16
58,1,4:34.0,,Defensive rebound by W. Barton,8,16
59,1,4:22.0,,N. Jokić misses 2-pt hook shot from 6 ft,8,16
60,1,4:19.0,Defensive rebound by M. Smart,,8,16
61,1,4:04.0,Turnover by M. Smart (bad pass; steal by G. Harris),,8,16
62,1,4:01.0,,G. Harris makes 2-pt dunk from 2 ft,8,18
63,1,3:37.0,M. Smart makes 3-pt jump shot from 23 ft (assist by K. Walker),,11,18
64,1,3:20.0,,J. Murray misses 2-pt jump shot from 20 ft,11,18
65,1,3:17.0,,Offensive rebound by P. Millsap,11,18
66,1,3:14.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by P. Millsap),11,21
67,1,2:55.0,J. Tatum misses 2-pt jump shot from 10 ft,,11,21
68,1,2:53.0,,Defensive rebound by J. Murray,11,21
69,1,2:45.0,,P. Millsap makes 2-pt layup from 3 ft (assist by N. Jokić),11,23
70,1,2:29.0,K. Walker misses 2-pt jump shot from 11 ft,,11,23
71,1,2:27.0,,Defensive rebound by N. Jokić,11,23
72,1,2:20.0,,Turnover by J. Murray (bad pass; steal by G. Williams),11,23
73,1,2:15.0,J. Tatum misses 2-pt layup from 3 ft (block by P. Millsap),,11,23
74,1,2:12.0,,Defensive rebound by N. Jokić,11,23
75,1,2:00.0,,W. Barton makes 2-pt layup from 2 ft,11,25
76,1,1:29.0,,Denver full timeout,11,25
77,1,1:29.0,C. Edwards enters the game for M. Smart,,11,25
78,1,1:29.0,E. Freedom enters the game for K. Walker,,11,25
79,1,1:29.0,B. Wanamaker enters the game for R. Williams,,11,25
80,1,1:29.0,,J. Grant enters the game for G. Harris,11,25
81,1,1:29.0,,J. Hernangómez enters the game for N. Jokić,11,25
82,1,1:29.0,,M. Plumlee enters the game for P. Millsap,11,25
83,1,1:28.0,Turnover by Team (shot clock),,11,25
84,1,1:04.0,,J. Murray makes 2-pt dunk from 1 ft,11,27
85,1,0:51.0,J. Tatum misses 2-pt jump shot from 22 ft,,11,27
86,1,0:50.0,Offensive rebound by E. Freedom,,11,27
87,1,0:50.0,E. Freedom makes 2-pt layup from 2 ft,,13,27
88,1,0:28.0,,J. Murray misses 3-pt jump shot from 26 ft,13,27
89,1,0:24.0,Defensive rebound by E. Freedom,,13,27
90,1,0:05.0,J. Tatum misses 3-pt jump shot from 26 ft,,13,27
91,1,0:02.0,,Defensive rebound by J. Grant,13,27
92,2,11:40.0,E. Freedom misses 2-pt hook shot from 6 ft,,13,27
93,2,11:36.0,,Defensive rebound by M. Porter,13,27
94,2,11:22.0,,M. Morris makes 2-pt layup from 2 ft,13,29
95,2,11:06.0,C. Edwards misses 3-pt jump shot from 26 ft,,13,29
96,2,11:02.0,,Defensive rebound by J. Grant,13,29
97,2,10:50.0,,Turnover by J. Hernangómez (bad pass; steal by E. Freedom),13,29
98,2,10:44.0,C. Edwards makes 3-pt jump shot from 26 ft (assist by J. Brown),,16,29
99,2,10:29.0,,J. Grant makes 2-pt layup from 7 ft,16,31
100,2,10:17.0,E. Freedom misses 2-pt jump shot from 17 ft,,16,31
101,2,10:14.0,,Defensive rebound by M. Porter,16,31
102,2,9:57.0,,M. Morris makes 2-pt jump shot from 18 ft,16,33
103,2,9:34.0,J. Brown misses 2-pt jump shot from 16 ft,,16,33
104,2,9:31.0,,Defensive rebound by M. Porter,16,33
105,2,9:25.0,,M. Porter misses 2-pt jump shot from 10 ft,16,33
106,2,9:22.0,Defensive rebound by E. Freedom,,16,33
107,2,9:18.0,C. Edwards misses 3-pt jump shot from 27 ft,,16,33
108,2,9:18.0,,Defensive rebound by M. Plumlee,16,33
109,2,9:03.0,,Turnover by M. Morris (traveling),16,33
110,2,8:41.0,J. Brown misses 2-pt layup from 3 ft,,16,33
111,2,8:38.0,Offensive rebound by E. Freedom,,16,33
112,2,8:37.0,E. Freedom makes 2-pt layup from 3 ft,,18,33
113,2,8:18.0,,M. Morris misses 3-pt jump shot from 25 ft,18,33
114,2,8:16.0,Defensive rebound by S. Ojeleye,,18,33
115,2,8:06.0,Shooting foul by J. Hernangómez (drawn by J. Brown),,18,33
116,2,8:06.0,J. Brown makes free throw 1 of 2,,19,33
117,2,8:06.0,J. Brown misses free throw 2 of 2,,19,33
118,2,8:03.0,,Defensive rebound by J. Grant,19,33
119,2,7:52.0,,M. Porter misses 3-pt jump shot from 26 ft,19,33
120,2,7:49.0,Defensive rebound by C. Edwards,,19,33
121,2,7:40.0,C. Edwards misses 3-pt jump shot from 27 ft,,19,33
122,2,7:37.0,,Defensive rebound by M. Porter,19,33
123,2,7:29.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by M. Plumlee),19,36
124,2,7:12.0,J. Brown misses 2-pt layup from 6 ft (block by M. Porter),,19,36
125,2,7:12.0,,Defensive rebound by Team,19,36
126,2,7:12.0,D. Theis enters the game for E. Freedom,,19,36
127,2,7:06.0,,Turnover by M. Plumlee (bad pass),19,36
128,2,6:51.0,S. Ojeleye misses 3-pt jump shot from 25 ft,,19,36
129,2,6:50.0,,Defensive rebound by Team,19,36
130,2,6:50.0,Loose ball foul by D. Theis (drawn by J. Grant),,19,36
131,2,6:50.0,,Denver full timeout,19,36
132,2,6:50.0,M. Smart enters the game for C. Edwards,,19,36
133,2,6:40.0,,J. Grant misses 2-pt layup from 6 ft,19,36
134,2,6:34.0,,Offensive rebound by J. Grant,19,36
135,2,6:34.0,,J. Grant misses 2-pt layup at rim,19,36
136,2,6:33.0,Defensive rebound by M. Smart,,19,36
137,2,6:23.0,B. Wanamaker misses 3-pt jump shot from 26 ft,,19,36
138,2,6:21.0,Offensive rebound by J. Brown,,19,36
139,2,6:20.0,Shooting foul by J. Hernangómez (drawn by J. Brown),,19,36
140,2,6:20.0,J. Brown makes free throw 1 of 2,,20,36
141,2,6:20.0,,J. Murray enters the game for M. Morris,20,36
142,2,6:20.0,J. Brown makes free throw 2 of 2,,21,36
143,2,6:05.0,,J. Grant misses 3-pt jump shot from 23 ft,21,36
144,2,6:02.0,Defensive rebound by B. Wanamaker,,21,36
145,2,5:59.0,Personal foul by M. Porter (drawn by J. Brown),,21,36
146,2,5:59.0,,W. Barton enters the game for M. Plumlee,21,36
147,2,5:59.0,,N. Jokić enters the game for M. Porter,21,36
148,2,5:48.0,D. Theis makes 2-pt jump shot from 4 ft (assist by J. Brown),,23,36
149,2,5:36.0,,N. Jokić misses 3-pt jump shot from 26 ft,23,36
150,2,5:32.0,Defensive rebound by B. Wanamaker,,23,36
151,2,5:27.0,D. Theis makes 2-pt dunk from 2 ft (assist by B. Wanamaker),,25,36
152,2,5:27.0,,Denver full timeout,25,36
153,2,5:27.0,,G. Harris enters the game for J. Grant,25,36
154,2,5:27.0,,P. Millsap enters the game for J. Hernangómez,25,36
155,2,5:24.0,,Personal foul by B. Wanamaker (drawn by J. Murray),25,36
156,2,5:08.0,,N. Jokić misses 2-pt layup from 3 ft (block by D. Theis),25,36
157,2,5:05.0,,Offensive rebound by N. Jokić,25,36
158,2,5:00.0,,Personal foul by D. Theis (drawn by N. Jokić),25,36
159,2,4:47.0,,W. Barton misses 3-pt jump shot from 26 ft,25,36
160,2,4:44.0,,Offensive rebound by Team,25,36
161,2,4:44.0,Loose ball foul by J. Brown (drawn by J. Murray),,25,36
162,2,4:44.0,K. Walker enters the game for B. Wanamaker,,25,36
163,2,4:38.0,,N. Jokić misses 2-pt jump shot from 16 ft,25,36
164,2,4:34.0,Defensive rebound by S. Ojeleye,,25,36
165,2,4:26.0,M. Smart makes 2-pt jump shot from 6 ft (assist by J. Brown),,27,36
166,2,4:02.0,,Turnover by J. Murray (bad pass; steal by S. Ojeleye),27,36
167,2,3:59.0,J. Brown makes 3-pt jump shot from 27 ft (assist by K. Walker),,30,36
168,2,3:41.0,,G. Harris misses 2-pt layup from 5 ft,30,36
169,2,3:39.0,Defensive rebound by J. Brown,,30,36
170,2,3:29.0,Turnover by D. Theis (out of bounds lost ball),,30,36
171,2,3:17.0,,Turnover by J. Murray (bad pass; steal by K. Walker),30,36
172,2,3:17.0,J. Tatum enters the game for K. Walker,,30,36
173,2,2:58.0,J. Tatum misses 3-pt jump shot from 25 ft,,30,36
174,2,2:56.0,,Defensive rebound by Team,30,36
175,2,2:41.0,,N. Jokić makes 2-pt layup from 6 ft (assist by W. Barton),30,38
176,2,2:14.0,Turnover by Team (shot clock),,30,38
177,2,1:58.0,,Turnover by N. Jokić (bad pass; steal by D. Theis),30,38
178,2,1:52.0,J. Brown misses 3-pt jump shot from 26 ft,,30,38
179,2,1:49.0,,Defensive rebound by P. Millsap,30,38
180,2,1:36.0,,N. Jokić makes 2-pt layup from 2 ft,30,40
181,2,1:17.0,J. Brown misses 2-pt layup from 6 ft,,30,40
182,2,1:17.0,Offensive rebound by Team,,30,40
183,2,1:17.0,Boston full timeout,,30,40
184,2,1:11.0,S. Ojeleye makes 2-pt dunk from 1 ft (assist by M. Smart),,32,40
185,2,0:50.0,,N. Jokić makes 2-pt jump shot from 9 ft,32,42
186,2,0:34.0,D. Theis misses 2-pt layup from 3 ft (block by P. Millsap),,32,42
187,2,0:31.0,,Defensive rebound by G. Harris,32,42
188,2,0:27.0,,G. Harris misses 2-pt layup from 2 ft,32,42
189,2,0:27.0,Defensive rebound by D. Theis,,32,42
190,2,0:07.0,Personal foul by G. Harris (drawn by J. Tatum),,32,42
191,2,0:07.0,J. Green enters the game for J. Brown,,32,42
192,2,0:04.0,Shooting foul by W. Barton (drawn by J. Tatum),,32,42
193,2,0:04.0,J. Tatum makes free throw 1 of 2,,33,42
194,2,0:04.0,J. Tatum makes free throw 2 of 2,,34,42
195,2,0:00.0,,W. Barton makes 3-pt jump shot from 27 ft,34,45
196,3,11:35.0,D. Theis misses 2-pt layup from 3 ft,,34,45
197,3,11:33.0,Offensive rebound by M. Smart,,34,45
198,3,11:32.0,Turnover by M. Smart (bad pass; steal by N. Jokić),,34,45
199,3,11:27.0,,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),34,47
200,3,11:14.0,Turnover by M. Smart (lost ball; steal by N. Jokić),,34,47
201,3,11:13.0,,Personal foul by M. Smart (drawn by J. Murray),34,47
202,3,10:57.0,,N. Jokić misses 3-pt jump shot from 25 ft,34,47
203,3,10:53.0,Defensive rebound by D. Theis,,34,47
204,3,10:45.0,M. Smart misses 2-pt jump shot from 6 ft,,34,47
205,3,10:43.0,,Defensive rebound by N. Jokić,34,47
206,3,10:38.0,,W. Barton misses 3-pt jump shot from 25 ft,34,47
207,3,10:34.0,Defensive rebound by S. Ojeleye,,34,47
208,3,10:32.0,Shooting foul by W. Barton (drawn by J. Brown),,34,47
209,3,10:32.0,J. Brown misses free throw 1 of 2,,34,47
210,3,10:32.0,Offensive rebound by Team,,34,47
211,3,10:32.0,J. Brown makes free throw 2 of 2,,35,47
212,3,10:15.0,,J. Murray makes 2-pt jump shot from 16 ft,35,49
213,3,10:01.0,Shooting foul by N. Jokić (drawn by D. Theis),,35,49
214,3,10:01.0,D. Theis makes free throw 1 of 2,,36,49
215,3,10:01.0,D. Theis misses free throw 2 of 2,,36,49
216,3,9:57.0,,Defensive rebound by J. Murray,36,49
217,3,9:51.0,Violation by Team (kicked ball),,36,49
218,3,9:37.0,,W. Barton misses 3-pt jump shot from 23 ft,36,49
219,3,9:36.0,,Offensive rebound by N. Jokić,36,49
220,3,9:36.0,,Shooting foul by J. Brown (drawn by N. Jokić),36,49
221,3,9:36.0,,N. Jokić makes free throw 1 of 2,36,50
222,3,9:36.0,,N. Jokić makes free throw 2 of 2,36,51
223,3,9:16.0,D. Theis makes 2-pt layup from 3 ft,,38,51
224,3,9:00.0,,J. Murray misses 2-pt jump shot from 15 ft,38,51
225,3,8:56.0,,Offensive rebound by J. Murray,38,51
226,3,8:52.0,,W. Barton makes 2-pt jump shot from 4 ft (assist by J. Murray),38,53
227,3,8:42.0,M. Smart misses 2-pt jump shot from 9 ft,,38,53
228,3,8:39.0,,Defensive rebound by P. Millsap,38,53
229,3,8:31.0,,W. Barton makes 2-pt dunk from 1 ft (assist by N. Jokić),38,55
230,3,8:31.0,Boston full timeout,,38,55
231,3,8:09.0,M. Smart misses 2-pt jump shot from 9 ft,,38,55
232,3,8:06.0,,Defensive rebound by N. Jokić,38,55
233,3,7:55.0,,P. Millsap misses 2-pt layup from 4 ft (block by J. Tatum),38,55
234,3,7:52.0,Defensive rebound by J. Brown,,38,55
235,3,7:51.0,Shooting foul by W. Barton (drawn by J. Brown),,38,55
236,3,7:51.0,J. Brown makes free throw 1 of 2,,39,55
237,3,7:51.0,J. Brown makes free throw 2 of 2,,40,55
238,3,7:39.0,Violation by Team (kicked ball),,40,55
239,3,7:39.0,E. Freedom enters the game for D. Theis,,40,55
240,3,7:29.0,,J. Murray misses 3-pt jump shot from 26 ft,40,55
241,3,7:26.0,Defensive rebound by J. Brown,,40,55
242,3,7:18.0,J. Tatum misses 2-pt layup from 11 ft,,40,55
243,3,7:14.0,,Defensive rebound by N. Jokić,40,55
244,3,7:04.0,,G. Harris makes 2-pt jump shot from 8 ft (assist by N. Jokić),40,57
245,3,6:46.0,E. Freedom misses 2-pt jump shot from 18 ft,,40,57
246,3,6:44.0,,Defensive rebound by P. Millsap,40,57
247,3,6:33.0,,P. Millsap makes 2-pt layup from 3 ft (assist by J. Murray),40,59
248,3,6:18.0,S. Ojeleye misses 2-pt jump shot from 11 ft,,40,59
249,3,6:17.0,,Defensive rebound by Team,40,59
250,3,6:17.0,,J. Hernangómez enters the game for W. Barton,40,59
251,3,6:08.0,,Personal foul by J. Tatum (drawn by N. Jokić),40,59
252,3,6:08.0,J. Green enters the game for J. Brown,,40,59
253,3,6:08.0,B. Wanamaker enters the game for M. Smart,,40,59
254,3,6:00.0,,N. Jokić misses 3-pt jump shot from 26 ft,40,59
255,3,5:56.0,Defensive rebound by J. Tatum,,40,59
