,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
256,3,5:50.0,S. Ojeleye misses 3-pt jump shot from 25 ft,,40,59
257,3,5:46.0,,Defensive rebound by G. Harris,40,59
258,3,5:39.0,,N. Jokić misses 2-pt jump shot from 11 ft,40,59
259,3,5:36.0,Defensive rebound by E. Freedom,,40,59
260,3,5:28.0,Personal foul by J. Murray (drawn by J. Tatum),,40,59
261,3,5:22.0,J. Tatum makes 2-pt jump shot from 12 ft,,42,59
262,3,5:22.0,Shooting foul by G. Harris (drawn by J. Tatum),,42,59
263,3,5:22.0,J. Tatum makes free throw 1 of 1,,43,59
264,3,5:10.0,,J. Murray misses 2-pt jump shot from 12 ft,43,59
265,3,5:07.0,Defensive rebound by S. Ojeleye,,43,59
266,3,5:02.0,Offensive foul by S. Ojeleye (drawn by J. Hernangómez),,43,59
267,3,5:02.0,Turnover by S. Ojeleye (offensive foul),,43,59
268,3,4:43.0,,N. Jokić makes 2-pt jump shot from 6 ft (assist by G. Harris),43,61
269,3,4:26.0,S. Ojeleye misses 3-pt jump shot from 25 ft,,43,61
270,3,4:23.0,,Defensive rebound by G. Harris,43,61
271,3,4:13.0,,Turnover by P. Millsap (lost ball; steal by J. Green),43,61
272,3,4:08.0,B. Wanamaker makes 2-pt layup from 3 ft (assist by J. Green),,45,61
273,3,3:52.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),45,64
274,3,3:29.0,B. Wanamaker misses 2-pt layup from 7 ft,,45,64
275,3,3:27.0,Offensive rebound by Team,,45,64
276,3,3:27.0,G. Williams enters the game for S. Ojeleye,,45,64
277,3,3:27.0,,J. Grant enters the game for P. Millsap,45,64
278,3,3:15.0,J. Tatum makes 2-pt jump shot from 18 ft (assist by B. Wanamaker),,47,64
279,3,2:57.0,,N. Jokić makes 2-pt jump shot from 15 ft,47,66
280,3,2:39.0,G. Williams misses 2-pt jump shot from 11 ft,,47,66
281,3,2:36.0,,Defensive rebound by N. Jokić,47,66
282,3,2:33.0,,G. Harris misses 3-pt jump shot from 26 ft,47,66
283,3,2:31.0,Defensive rebound by G. Williams,,47,66
284,3,2:25.0,G. Williams misses 3-pt jump shot from 23 ft,,47,66
285,3,2:20.0,,Defensive rebound by J. Murray,47,66
286,3,2:08.0,,Personal foul by B. Wanamaker (drawn by J. Murray),47,66
287,3,2:08.0,,Denver full timeout,47,66
288,3,2:08.0,J. Brown enters the game for J. Tatum,,47,66
289,3,2:08.0,,M. Porter enters the game for G. Harris,47,66
290,3,2:00.0,,N. Jokić misses 3-pt jump shot from 26 ft,47,66
291,3,1:54.0,Defensive rebound by J. Brown,,47,66
292,3,1:47.0,J. Brown makes 3-pt jump shot from 26 ft (assist by E. Freedom),,50,66
293,3,1:33.0,,J. Murray misses 2-pt layup from 5 ft (block by E. Freedom),50,66
294,3,1:33.0,,Offensive rebound by Team,50,66
295,3,1:28.0,,J. Hernangómez misses 2-pt layup from 3 ft,50,66
296,3,1:25.0,Defensive rebound by J. Brown,,50,66
297,3,1:20.0,B. Wanamaker makes 2-pt layup from 2 ft (assist by J. Brown),,52,66
298,3,1:10.0,,M. Porter makes 2-pt jump shot from 23 ft (assist by J. Murray),52,68
299,3,0:44.0,B. Wanamaker makes 2-pt jump shot from 12 ft (assist by E. Freedom),,54,68
300,3,0:33.0,,Turnover by M. Porter (step out of bounds),54,68
301,3,0:33.0,,M. Morris enters the game for J. Murray,54,68
302,3,0:23.0,J. Green makes 3-pt jump shot from 24 ft (assist by B. Wanamaker),,57,68
303,3,0:04.0,,M. Morris misses 2-pt jump shot from 10 ft,57,68
304,3,0:01.0,,Offensive rebound by M. Porter,57,68
305,3,0:01.0,,M. Porter makes 2-pt dunk from 1 ft,57,70
306,3,0:00.0,B. Wanamaker misses 3-pt jump shot from 30 ft,,57,70
307,3,0:00.0,Offensive rebound by Team,,57,70
308,4,11:50.0,,Personal foul by J. Green (drawn by J. Hernangómez),57,70
309,4,11:43.0,,J. Grant misses 2-pt jump shot from 7 ft,57,70
310,4,11:39.0,Defensive rebound by R. Williams,,57,70
311,4,11:27.0,Turnover by J. Green (bad pass; steal by M. Morris),,57,70
312,4,11:18.0,,M. Plumlee misses 2-pt layup from 5 ft (block by R. Williams),57,70
313,4,11:16.0,,Offensive rebound by M. Plumlee,57,70
314,4,10:58.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,57,70
315,4,10:55.0,Defensive rebound by M. Smart,,57,70
316,4,10:54.0,Shooting foul by M. Morris (drawn by B. Wanamaker),,57,70
317,4,10:54.0,B. Wanamaker makes free throw 1 of 2,,58,70
318,4,10:54.0,G. Williams enters the game for J. Green,,58,70
319,4,10:54.0,B. Wanamaker makes free throw 2 of 2,,59,70
320,4,10:36.0,,Turnover by M. Plumlee (step out of bounds),59,70
321,4,10:36.0,,Denver full timeout,59,70
322,4,10:27.0,Shooting foul by M. Porter (drawn by B. Wanamaker),,59,70
323,4,10:27.0,B. Wanamaker makes free throw 1 of 2,,60,70
324,4,10:27.0,B. Wanamaker makes free throw 2 of 2,,61,70
325,4,10:16.0,,M. Porter misses 3-pt jump shot from 25 ft,61,70
326,4,10:13.0,Defensive rebound by J. Brown,,61,70
327,4,10:05.0,Personal foul by M. Porter (drawn by B. Wanamaker),,61,70
328,4,10:05.0,,W. Barton enters the game for M. Porter,61,70
329,4,9:58.0,J. Brown misses 3-pt jump shot from 26 ft,,61,70
330,4,9:52.0,Offensive rebound by R. Williams,,61,70
331,4,9:52.0,R. Williams makes 2-pt layup at rim,,63,70
332,4,9:35.0,,M. Plumlee makes 2-pt layup from 3 ft (assist by W. Barton),63,72
333,4,9:22.0,Offensive foul by R. Williams (drawn by M. Morris),,63,72
334,4,9:22.0,Turnover by R. Williams (offensive foul),,63,72
335,4,9:04.0,,J. Hernangómez makes 2-pt jump shot from 12 ft (assist by W. Barton),63,74
336,4,8:51.0,Shooting foul by J. Hernangómez (drawn by M. Smart),,63,74
337,4,8:51.0,M. Smart makes free throw 1 of 2,,64,74
338,4,8:51.0,M. Smart makes free throw 2 of 2,,65,74
339,4,8:35.0,,J. Grant misses 3-pt jump shot from 27 ft,65,74
340,4,8:33.0,,Offensive rebound by Team,65,74
341,4,8:21.0,,J. Grant misses 3-pt jump shot from 26 ft,65,74
342,4,8:19.0,,Offensive rebound by Team,65,74
343,4,8:19.0,Loose ball foul by J. Brown (drawn by J. Hernangómez),,65,74
344,4,8:19.0,,J. Murray enters the game for M. Morris,65,74
345,4,8:09.0,,Shooting foul by B. Wanamaker (drawn by M. Plumlee),65,74
346,4,8:09.0,,M. Plumlee makes free throw 1 of 2,65,75
347,4,8:09.0,,G. Harris enters the game for J. Hernangómez,65,75
348,4,8:09.0,,M. Plumlee misses free throw 2 of 2,65,75
349,4,8:05.0,Defensive rebound by J. Brown,,65,75
350,4,7:49.0,M. Smart makes 2-pt layup from 4 ft,,67,75
351,4,7:25.0,,J. Murray misses 3-pt jump shot from 26 ft,67,75
352,4,7:22.0,Defensive rebound by J. Brown,,67,75
353,4,7:16.0,M. Smart misses 2-pt layup from 6 ft (block by M. Plumlee),,67,75
354,4,7:11.0,,Defensive rebound by G. Harris,67,75
355,4,7:11.0,J. Green enters the game for J. Brown,,67,75
356,4,7:11.0,J. Tatum enters the game for M. Smart,,67,75
357,4,7:11.0,,N. Jokić enters the game for J. Grant,67,75
358,4,7:11.0,,P. Millsap enters the game for M. Plumlee,67,75
359,4,6:53.0,,Turnover by W. Barton (lost ball; steal by R. Williams),67,75
360,4,6:48.0,J. Green makes 2-pt layup from 2 ft,,69,75
361,4,6:28.0,,Turnover by N. Jokić (bad pass),69,75
362,4,6:14.0,G. Williams misses 2-pt layup from 2 ft,,69,75
363,4,6:11.0,,Defensive rebound by N. Jokić,69,75
364,4,6:03.0,,Turnover by P. Millsap (lost ball; steal by J. Green),69,75
365,4,5:59.0,J. Tatum makes 2-pt dunk from 1 ft,,71,75
366,4,5:40.0,,N. Jokić misses 2-pt jump shot from 7 ft (block by R. Williams),71,75
367,4,5:37.0,Defensive rebound by J. Green,,71,75
368,4,5:35.0,B. Wanamaker makes 2-pt layup from 2 ft,,73,75
369,4,5:34.0,,Denver full timeout,73,75
370,4,5:16.0,,P. Millsap makes 2-pt layup from 2 ft (assist by N. Jokić),73,77
371,4,5:05.0,Personal foul by N. Jokić (drawn by J. Tatum),,73,77
372,4,5:05.0,J. Tatum misses free throw 1 of 2,,73,77
373,4,5:05.0,Offensive rebound by Team,,73,77
374,4,5:05.0,J. Brown enters the game for J. Green,,73,77
375,4,5:05.0,J. Tatum makes free throw 2 of 2,,74,77
376,4,4:46.0,,Turnover by W. Barton (bad pass; steal by J. Brown),74,77
377,4,4:33.0,J. Brown makes 2-pt layup from 5 ft,,76,77
378,4,4:15.0,,G. Harris misses 2-pt jump shot from 20 ft,76,77
379,4,4:14.0,,Offensive rebound by N. Jokić,76,77
380,4,4:14.0,,Shooting foul by R. Williams (drawn by N. Jokić),76,77
381,4,4:14.0,,N. Jokić makes free throw 1 of 2,76,78
382,4,4:14.0,M. Smart enters the game for R. Williams,,76,78
383,4,4:14.0,,N. Jokić makes free throw 2 of 2,76,79
384,4,4:11.0,Boston full timeout,,76,79
385,4,4:04.0,Turnover by G. Williams (bad pass; steal by N. Jokić),,76,79
386,4,3:58.0,,W. Barton misses 2-pt layup from 4 ft,76,79
387,4,3:53.0,,Offensive rebound by P. Millsap,76,79
388,4,3:53.0,,P. Millsap misses 2-pt dunk from 1 ft,76,79
389,4,3:53.0,Defensive rebound by M. Smart,,76,79
390,4,3:50.0,J. Tatum misses 3-pt jump shot from 25 ft,,76,79
