,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHARLOTTE_ACTION,ORLANDO_SCORE,CHARLOTTE_SCORE
0,1,11:34.0,,C. Zeller makes 2-pt layup from 2 ft (assist by M. Bridges),0,2
1,1,11:17.0,A. Gordon misses 2-pt jump shot from 20 ft,,0,2
2,1,11:15.0,,Defensive rebound by P. Washington,0,2
3,1,10:54.0,,D. Graham makes 3-pt jump shot from 27 ft,0,5
4,1,10:25.0,E. Fournier makes 2-pt jump shot from 16 ft,,2,5
5,1,10:05.0,,D. Graham misses 3-pt jump shot from 27 ft,2,5
6,1,10:02.0,Defensive rebound by Team,,2,5
7,1,9:45.0,K. Birch misses 2-pt layup from 6 ft,,2,5
8,1,9:45.0,Offensive rebound by A. Gordon,,2,5
9,1,9:45.0,A. Gordon misses 2-pt layup at rim,,2,5
10,1,9:45.0,Offensive rebound by K. Birch,,2,5
11,1,9:45.0,Shooting foul by P. Washington (drawn by K. Birch),,2,5
12,1,9:45.0,K. Birch makes free throw 1 of 2,,3,5
13,1,9:45.0,K. Birch misses free throw 2 of 2,,3,5
14,1,9:41.0,,Defensive rebound by P. Washington,3,5
15,1,9:33.0,,P. Washington makes 2-pt dunk from 1 ft (assist by C. Zeller),3,7
16,1,9:15.0,A. Gordon misses 2-pt layup from 1 ft,,3,7
17,1,9:13.0,,Defensive rebound by P. Washington,3,7
18,1,9:11.0,,Turnover by T. Rozier (step out of bounds),3,7
19,1,9:00.0,N. Vučević misses 2-pt hook shot from 8 ft,,3,7
20,1,8:58.0,,Defensive rebound by C. Zeller,3,7
21,1,8:51.0,,P. Washington misses 3-pt jump shot from 26 ft,3,7
22,1,8:48.0,Defensive rebound by A. Gordon,,3,7
23,1,8:34.0,A. Gordon misses 3-pt jump shot from 23 ft,,3,7
24,1,8:31.0,,Defensive rebound by C. Zeller,3,7
25,1,8:14.0,,M. Bridges makes 2-pt layup from 3 ft,3,9
26,1,8:01.0,M. Fultz makes 2-pt layup from 1 ft,,5,9
27,1,7:38.0,,M. Bridges misses 3-pt jump shot from 25 ft,5,9
28,1,7:36.0,Defensive rebound by M. Fultz,,5,9
29,1,7:17.0,N. Vučević misses 2-pt jump shot from 17 ft,,5,9
30,1,7:14.0,,Defensive rebound by P. Washington,5,9
31,1,7:08.0,,M. Bridges misses 2-pt dunk from 3 ft,5,9
32,1,7:07.0,Defensive rebound by K. Birch,,5,9
33,1,7:01.0,N. Vučević makes 2-pt layup from 1 ft (assist by A. Gordon),,7,9
34,1,6:47.0,,D. Graham makes 2-pt jump shot from 10 ft,7,11
35,1,6:47.0,,Shooting foul by E. Fournier (drawn by D. Graham),7,11
36,1,6:47.0,,Charlotte full timeout,7,11
37,1,6:47.0,,N. Batum enters the game for M. Bridges,7,11
38,1,6:47.0,,D. Graham makes free throw 1 of 1,7,12
39,1,6:28.0,K. Birch makes 2-pt layup from 1 ft (assist by N. Vučević),,9,12
40,1,6:16.0,,Turnover by T. Rozier (traveling),9,12
41,1,5:59.0,E. Fournier misses 3-pt jump shot from 31 ft,,9,12
42,1,5:54.0,,Defensive rebound by P. Washington,9,12
43,1,5:41.0,,T. Rozier misses 2-pt jump shot from 19 ft,9,12
44,1,5:39.0,Defensive rebound by M. Fultz,,9,12
45,1,5:32.0,M. Fultz misses 2-pt layup from 2 ft,,9,12
46,1,5:27.0,Offensive rebound by K. Birch,,9,12
47,1,5:27.0,K. Birch misses 2-pt dunk at rim,,9,12
48,1,5:26.0,,Defensive rebound by N. Batum,9,12
49,1,5:25.0,,Turnover by T. Rozier (bad pass; steal by N. Vučević),9,12
50,1,5:25.0,Personal take foul by N. Batum (drawn by M. Fultz),,9,12
51,1,5:25.0,T. Ross enters the game for K. Birch,,9,12
52,1,5:25.0,,D. Bacon enters the game for T. Rozier,9,12
53,1,5:25.0,,W. Hernangómez enters the game for C. Zeller,9,12
54,1,5:10.0,N. Vučević makes 2-pt hook shot from 7 ft (assist by M. Fultz),,11,12
55,1,4:56.0,,W. Hernangómez makes 2-pt dunk from 2 ft (assist by N. Batum),11,14
56,1,4:48.0,Personal foul by N. Batum (drawn by T. Ross),,11,14
57,1,4:48.0,W. Iwundu enters the game for E. Fournier,,11,14
58,1,4:35.0,Turnover by N. Vučević (bad pass; steal by N. Batum),,11,14
59,1,4:30.0,,D. Graham makes 3-pt jump shot from 30 ft (assist by P. Washington),11,17
60,1,4:15.0,N. Vučević misses 2-pt jump shot from 14 ft,,11,17
61,1,4:12.0,,Defensive rebound by D. Bacon,11,17
62,1,4:02.0,,D. Bacon misses 2-pt jump shot from 9 ft,11,17
63,1,3:58.0,Defensive rebound by M. Fultz,,11,17
64,1,3:52.0,M. Fultz misses 2-pt jump shot from 12 ft,,11,17
65,1,3:52.0,Offensive rebound by N. Vučević,,11,17
66,1,3:47.0,N. Vučević misses 2-pt layup at rim,,11,17
67,1,3:46.0,,Defensive rebound by D. Graham,11,17
68,1,3:39.0,,D. Graham misses 2-pt layup from 5 ft,11,17
69,1,3:38.0,Defensive rebound by N. Vučević,,11,17
70,1,3:25.0,Personal foul by P. Washington (drawn by N. Vučević),,11,17
71,1,3:25.0,M. Carter-Williams enters the game for M. Fultz,,11,17
72,1,3:25.0,,M. Bridges enters the game for P. Washington,11,17
73,1,3:12.0,A. Gordon makes 2-pt layup from 1 ft (assist by T. Ross),,13,17
74,1,2:57.0,,W. Hernangómez makes 2-pt hook shot from 4 ft (assist by D. Graham),13,19
75,1,2:42.0,N. Vučević misses 3-pt jump shot from 25 ft,,13,19
76,1,2:39.0,,Defensive rebound by M. Bridges,13,19
77,1,2:19.0,,D. Graham makes 3-pt jump shot from 23 ft (assist by D. Bacon),13,22
78,1,2:13.0,Orlando full timeout,,13,22
79,1,2:13.0,M. Bamba enters the game for A. Gordon,,13,22
80,1,2:13.0,G. Clark enters the game for N. Vučević,,13,22
81,1,2:13.0,,T. Rozier enters the game for D. Graham,13,22
82,1,1:56.0,W. Iwundu misses 3-pt jump shot from 24 ft,,13,22
83,1,1:52.0,,Defensive rebound by W. Hernangómez,13,22
84,1,1:39.0,,Shooting foul by G. Clark (drawn by M. Bridges),13,22
85,1,1:39.0,,M. Bridges makes free throw 1 of 2,13,23
86,1,1:39.0,,M. Bridges makes free throw 2 of 2,13,24
87,1,1:22.0,T. Ross makes 3-pt jump shot from 25 ft,,16,24
88,1,1:04.0,,Personal foul by M. Bamba (drawn by W. Hernangómez),16,24
89,1,1:04.0,,W. Hernangómez misses free throw 1 of 2,16,24
90,1,1:04.0,,Offensive rebound by Team,16,24
91,1,1:04.0,,M. Monk enters the game for N. Batum,16,24
92,1,1:04.0,,W. Hernangómez makes free throw 2 of 2,16,25
93,1,0:53.0,T. Ross misses 2-pt layup from 4 ft,,16,25
94,1,0:53.0,Offensive rebound by Team,,16,25
95,1,0:48.0,T. Ross makes 3-pt jump shot from 26 ft (assist by W. Iwundu),,19,25
96,1,0:30.0,,D. Bacon misses 2-pt layup from 5 ft (block by G. Clark),19,25
97,1,0:26.0,Defensive rebound by M. Carter-Williams,,19,25
98,1,0:22.0,T. Ross misses 3-pt jump shot from 25 ft,,19,25
99,1,0:22.0,,Defensive rebound by Team,19,25
100,1,0:03.0,,M. Monk makes 2-pt jump shot from 12 ft (assist by T. Rozier),19,27
101,2,11:42.0,G. Clark makes 3-pt jump shot from 25 ft (assist by E. Fournier),,22,27
102,2,11:29.0,,Personal foul by M. Carter-Williams (drawn by T. Rozier),22,27
103,2,11:19.0,,Turnover by W. Hernangómez (bad pass; steal by T. Ross),22,27
104,2,11:19.0,Personal take foul by D. Bacon (drawn by T. Ross),,22,27
105,2,11:04.0,E. Fournier makes 2-pt layup from 2 ft,,24,27
106,2,10:55.0,,Shooting foul by M. Carter-Williams (drawn by M. Monk),24,27
107,2,10:55.0,,Technical foul by M. Carter-Williams,24,27
108,2,10:55.0,,T. Rozier makes technical free throw,24,28
109,2,10:55.0,,M. Monk misses free throw 1 of 2,24,28
110,2,10:55.0,,Offensive rebound by Team,24,28
111,2,10:55.0,,M. Monk misses free throw 2 of 2,24,28
112,2,10:51.0,Defensive rebound by E. Fournier,,24,28
113,2,10:32.0,E. Fournier makes 2-pt layup from 1 ft,,26,28
114,2,10:32.0,,Charlotte full timeout,26,28
115,2,10:32.0,,N. Batum enters the game for D. Bacon,26,28
116,2,10:32.0,,C. Zeller enters the game for W. Hernangómez,26,28
117,2,10:14.0,,Turnover by M. Monk (bad pass; steal by E. Fournier),26,28
118,2,10:08.0,M. Bamba makes 2-pt dunk from 1 ft (assist by E. Fournier),,28,28
119,2,9:51.0,,M. Bridges misses 3-pt jump shot from 27 ft,28,28
120,2,9:49.0,,Offensive rebound by C. Zeller,28,28
121,2,9:47.0,,M. Monk misses 3-pt jump shot from 25 ft,28,28
122,2,9:43.0,Defensive rebound by M. Bamba,,28,28
123,2,9:33.0,M. Bamba makes 2-pt dunk from 1 ft (assist by E. Fournier),,30,28
124,2,9:11.0,,M. Monk misses 2-pt jump shot from 6 ft,30,28
125,2,9:09.0,Defensive rebound by M. Carter-Williams,,30,28
