,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW YORK_ACTION,INDIANA_SCORE,NEW YORK_SCORE
0,1,11:37.0,D. Sabonis makes 2-pt hook shot from 6 ft,,2,0
1,1,11:23.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by F. Ntilikina),2,2
2,1,11:05.0,Turnover by J. Lamb (out of bounds lost ball),,2,2
3,1,10:54.0,,T. Gibson makes 2-pt layup at rim (assist by R. Barrett),2,4
4,1,10:28.0,Shooting foul by T. Gibson (drawn by D. Sabonis),,2,4
5,1,10:28.0,D. Sabonis makes free throw 1 of 2,,3,4
6,1,10:28.0,D. Sabonis misses free throw 2 of 2,,3,4
7,1,10:27.0,,Defensive rebound by J. Randle,3,4
8,1,10:12.0,,R. Barrett makes 2-pt jump shot from 17 ft,3,6
9,1,9:54.0,J. Lamb misses 2-pt jump shot from 20 ft,,3,6
10,1,9:52.0,,Defensive rebound by R. Barrett,3,6
11,1,9:45.0,,T. Gibson misses 2-pt layup from 2 ft,3,6
12,1,9:43.0,Defensive rebound by M. Turner,,3,6
13,1,9:35.0,Shooting foul by M. Morris (drawn by A. Holiday),,3,6
14,1,9:35.0,A. Holiday makes free throw 1 of 2,,4,6
15,1,9:35.0,A. Holiday makes free throw 2 of 2,,5,6
16,1,9:19.0,,J. Randle makes 2-pt hook shot from 5 ft (assist by T. Gibson),5,8
17,1,9:05.0,T. Warren makes 2-pt jump shot from 16 ft,,7,8
18,1,8:51.0,,M. Morris makes 2-pt jump shot from 5 ft,7,10
19,1,8:36.0,A. Holiday misses 3-pt jump shot from 26 ft,,7,10
20,1,8:34.0,,Defensive rebound by T. Gibson,7,10
21,1,8:17.0,,J. Randle makes 2-pt layup at rim (assist by F. Ntilikina),7,12
22,1,8:00.0,J. Lamb misses 2-pt jump shot from 16 ft,,7,12
23,1,7:58.0,,Defensive rebound by R. Barrett,7,12
24,1,7:50.0,,R. Barrett makes 2-pt dunk at rim,7,14
25,1,7:40.0,Indiana full timeout,,7,14
26,1,7:35.0,Offensive foul by D. Sabonis (drawn by F. Ntilikina),,7,14
27,1,7:35.0,Turnover by D. Sabonis (offensive foul),,7,14
28,1,7:20.0,,Shooting foul by J. Lamb (drawn by R. Barrett),7,14
29,1,7:20.0,,R. Barrett misses free throw 1 of 2,7,14
30,1,7:20.0,,Offensive rebound by Team,7,14
31,1,7:20.0,,R. Barrett makes free throw 2 of 2,7,15
32,1,7:00.0,M. Turner makes 2-pt jump shot from 10 ft,,9,15
33,1,6:54.0,,Personal foul by T. Warren (drawn by M. Morris),9,15
34,1,6:44.0,,F. Ntilikina misses 2-pt jump shot from 15 ft,9,15
35,1,6:42.0,Defensive rebound by D. Sabonis,,9,15
36,1,6:35.0,T. Warren makes 2-pt layup from 2 ft,,11,15
37,1,6:26.0,,J. Randle makes 2-pt layup from 1 ft,11,17
38,1,6:16.0,D. Sabonis makes 2-pt layup from 1 ft (assist by A. Holiday),,13,17
39,1,6:04.0,,R. Barrett misses 2-pt layup from 1 ft,13,17
40,1,6:02.0,Defensive rebound by T. Warren,,13,17
41,1,5:47.0,A. Holiday misses 3-pt jump shot from 27 ft,,13,17
42,1,5:45.0,,Defensive rebound by T. Gibson,13,17
43,1,5:32.0,,M. Morris misses 2-pt jump shot from 6 ft (block by D. Sabonis),13,17
44,1,5:30.0,Defensive rebound by A. Holiday,,13,17
45,1,5:23.0,T. Warren misses 2-pt jump shot from 4 ft,,13,17
46,1,5:21.0,Offensive rebound by T. Warren,,13,17
47,1,5:21.0,T. Warren makes 2-pt layup at rim,,15,17
48,1,5:13.0,,New York full timeout,15,17
49,1,5:13.0,J. Holiday enters the game for D. Sabonis,,15,17
50,1,5:13.0,,M. Robinson enters the game for T. Gibson,15,17
51,1,5:13.0,,D. Smith enters the game for F. Ntilikina,15,17
52,1,5:07.0,,M. Robinson makes 2-pt dunk at rim (assist by R. Barrett),15,19
53,1,4:52.0,A. Holiday makes 2-pt jump shot from 21 ft,,17,19
54,1,4:36.0,,R. Barrett makes 3-pt jump shot from 26 ft (assist by J. Randle),17,22
55,1,4:21.0,M. Turner misses 3-pt jump shot from 24 ft,,17,22
56,1,4:19.0,Offensive rebound by J. Holiday,,17,22
57,1,4:13.0,J. Lamb makes 2-pt layup from 2 ft (assist by A. Holiday),,19,22
58,1,3:57.0,,Turnover by M. Robinson (bad pass; steal by J. Lamb),19,22
59,1,3:51.0,A. Holiday makes 2-pt layup from 1 ft,,21,22
60,1,3:41.0,,Shooting foul by J. Holiday (drawn by M. Robinson),21,22
61,1,3:41.0,T. McConnell enters the game for A. Holiday,,21,22
62,1,3:41.0,,K. Knox enters the game for M. Morris,21,22
63,1,3:41.0,,M. Robinson makes free throw 1 of 2,21,23
64,1,3:41.0,,M. Robinson makes free throw 2 of 2,21,24
65,1,3:29.0,T. Warren misses 2-pt jump shot from 22 ft,,21,24
66,1,3:27.0,,Defensive rebound by J. Randle,21,24
67,1,3:21.0,,D. Smith misses 2-pt layup at rim,21,24
68,1,3:19.0,Defensive rebound by J. Holiday,,21,24
69,1,3:15.0,T. Warren makes 2-pt layup from 2 ft,,23,24
70,1,3:01.0,,J. Randle misses 2-pt jump shot from 9 ft,23,24
71,1,3:00.0,,Offensive rebound by R. Barrett,23,24
72,1,2:58.0,,R. Barrett misses 2-pt layup from 1 ft,23,24
73,1,2:57.0,,Offensive rebound by Team,23,24
74,1,2:57.0,Loose ball foul by M. Turner (drawn by M. Robinson),,23,24
75,1,2:57.0,,B. Portis enters the game for J. Randle,23,24
76,1,2:45.0,,D. Smith misses 2-pt jump shot from 20 ft,23,24
77,1,2:43.0,Defensive rebound by J. Lamb,,23,24
78,1,2:37.0,J. Lamb misses 2-pt jump shot from 19 ft,,23,24
79,1,2:35.0,,Defensive rebound by B. Portis,23,24
80,1,2:27.0,,K. Knox misses 3-pt jump shot from 22 ft,23,24
81,1,2:25.0,Defensive rebound by T. McConnell,,23,24
82,1,2:12.0,M. Turner makes 2-pt dunk from 1 ft (assist by T. McConnell),,25,24
83,1,2:05.0,,Offensive foul by D. Smith (drawn by T. McConnell),25,24
84,1,2:05.0,,Turnover by D. Smith (offensive foul),25,24
85,1,2:05.0,D. McDermott enters the game for J. Lamb,,25,24
86,1,2:05.0,D. Sabonis enters the game for M. Turner,,25,24
87,1,2:05.0,,D. Dotson enters the game for R. Barrett,25,24
88,1,1:49.0,D. Sabonis makes 2-pt layup from 1 ft (assist by T. McConnell),,27,24
89,1,1:38.0,,Turnover by D. Dotson (bad pass; steal by J. Holiday),27,24
90,1,1:36.0,T. Warren makes 2-pt layup from 1 ft (assist by J. Holiday),,29,24
91,1,1:36.0,Shooting foul by D. Dotson (drawn by T. Warren),,29,24
