,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW ORLEANS_ACTION,CHICAGO_SCORE,NEW ORLEANS_SCORE
383,4,8:36.0,D. Gafford enters the game for L. Markkanen,,86,98
384,4,8:36.0,,J. Hart enters the game for N. Alexander-Walker,86,98
385,4,8:36.0,,B. Ingram enters the game for N. Melli,86,98
386,4,8:26.0,,L. Ball misses 2-pt layup from 3 ft,86,98
387,4,8:22.0,,Offensive rebound by J. Hayes,86,98
388,4,8:22.0,,J. Hayes makes 2-pt layup at rim,86,100
389,4,8:12.0,Z. LaVine misses 2-pt layup from 2 ft (block by J. Hayes),,86,100
390,4,8:11.0,Offensive rebound by Team,,86,100
391,4,8:05.0,D. Gafford misses 2-pt layup from 5 ft,,86,100
392,4,8:03.0,Offensive rebound by T. Young,,86,100
393,4,8:02.0,T. Young makes 2-pt layup from 2 ft,,88,100
394,4,7:39.0,,B. Ingram misses 2-pt layup from 2 ft (block by D. Gafford),88,100
395,4,7:34.0,Defensive rebound by T. Young,,88,100
396,4,7:33.0,Z. LaVine misses 3-pt jump shot from 26 ft,,88,100
397,4,7:32.0,Offensive rebound by Team,,88,100
398,4,7:22.0,Turnover by T. Young (lost ball; steal by E. Moore),,88,100
399,4,7:19.0,,Shooting foul by T. Satoranský (drawn by B. Ingram),88,100
400,4,7:19.0,,B. Ingram makes free throw 1 of 2,88,101
401,4,7:19.0,,B. Ingram makes free throw 2 of 2,88,102
402,4,7:07.0,Shooting foul by E. Moore (drawn by T. Satoranský),,88,102
403,4,7:07.0,T. Satoranský misses free throw 1 of 2,,88,102
404,4,7:07.0,Offensive rebound by Team,,88,102
405,4,7:07.0,L. Markkanen enters the game for D. Gafford,,88,102
406,4,7:07.0,T. Satoranský makes free throw 2 of 2,,89,102
407,4,6:44.0,,E. Moore makes 2-pt jump shot from 7 ft (assist by J. Hart),89,104
408,4,6:33.0,Z. LaVine makes 3-pt jump shot from 25 ft,,92,104
409,4,6:06.0,,B. Ingram misses 2-pt jump shot from 18 ft,92,104
410,4,6:04.0,Defensive rebound by Z. LaVine,,92,104
411,4,5:55.0,Z. LaVine makes 3-pt jump shot from 26 ft,,95,104
412,4,5:29.0,,Personal foul by T. Satoranský (drawn by E. Moore),95,104
413,4,5:29.0,K. Dunn enters the game for T. Satoranský,,95,104
414,4,5:29.0,,E. Moore misses free throw 1 of 2,95,104
415,4,5:29.0,,Offensive rebound by Team,95,104
416,4,5:29.0,,D. Favors enters the game for J. Hayes,95,104
417,4,5:29.0,,E. Moore makes free throw 2 of 2,95,105
418,4,5:10.0,C. White misses 2-pt layup from 5 ft (block by L. Ball),,95,105
419,4,5:07.0,,Defensive rebound by D. Favors,95,105
420,4,5:03.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by E. Moore),95,108
421,4,5:01.0,Chicago full timeout,,95,108
422,4,5:01.0,,J. Redick enters the game for E. Moore,95,108
423,4,4:48.0,L. Markkanen misses 3-pt jump shot from 26 ft,,95,108
424,4,4:45.0,Offensive rebound by T. Young,,95,108
425,4,4:44.0,Turnover by T. Young (lost ball; steal by J. Hart),,95,108
426,4,4:42.0,,Shooting foul by L. Markkanen (drawn by J. Hart),95,108
427,4,4:42.0,,J. Hart misses free throw 1 of 2,95,108
428,4,4:42.0,,Offensive rebound by Team,95,108
429,4,4:42.0,,J. Hart makes free throw 2 of 2,95,109
430,4,4:32.0,T. Young makes 3-pt jump shot from 25 ft (assist by K. Dunn),,98,109
431,4,4:16.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by L. Ball),98,112
432,4,3:58.0,L. Markkanen misses 3-pt jump shot from 27 ft,,98,112
433,4,3:55.0,,Defensive rebound by L. Ball,98,112
434,4,3:40.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Ingram),98,115
435,4,3:39.0,Chicago full timeout,,98,115
436,4,3:30.0,Z. LaVine makes 2-pt dunk from 1 ft (assist by K. Dunn),,100,115
437,4,3:10.0,,L. Ball makes 2-pt layup from 1 ft,100,117
438,4,2:59.0,Z. LaVine misses 3-pt jump shot from 27 ft,,100,117
439,4,2:57.0,,Defensive rebound by J. Redick,100,117
440,4,2:40.0,,Personal foul by T. Young (drawn by J. Redick),100,117
441,4,2:40.0,,J. Redick makes free throw 1 of 2,100,118
442,4,2:40.0,R. Arcidiacono enters the game for K. Dunn,,100,118
443,4,2:40.0,S. Harrison enters the game for Z. LaVine,,100,118
444,4,2:40.0,C. Hutchison enters the game for L. Markkanen,,100,118
445,4,2:40.0,L. Kornet enters the game for C. White,,100,118
446,4,2:40.0,D. Valentine enters the game for T. Young,,100,118
447,4,2:40.0,,J. Redick makes free throw 2 of 2,100,119
448,4,2:18.0,C. Hutchison misses 2-pt jump shot from 13 ft,,100,119
449,4,2:16.0,,Defensive rebound by J. Redick,100,119
450,4,2:01.0,,B. Ingram misses 3-pt jump shot from 23 ft,100,119
451,4,2:00.0,,Offensive rebound by J. Hart,100,119
452,4,1:58.0,,D. Favors makes 2-pt layup from 3 ft (assist by L. Ball),100,121
453,4,1:51.0,L. Kornet makes 3-pt jump shot from 27 ft (assist by D. Valentine),,103,121
454,4,1:31.0,,L. Ball makes 2-pt hook shot from 4 ft,103,123
455,4,1:14.0,S. Harrison makes 2-pt layup from 2 ft,,105,123
456,4,0:54.0,,J. Redick misses 2-pt jump shot from 16 ft,105,123
457,4,0:50.0,Defensive rebound by C. Hutchison,,105,123
458,4,0:47.0,Personal take foul by J. Hart (drawn by C. Hutchison),,105,123
459,4,0:47.0,,N. Alexander-Walker enters the game for L. Ball,105,123
460,4,0:47.0,,J. Hayes enters the game for D. Favors,105,123
461,4,0:47.0,,F. Jackson enters the game for B. Ingram,105,123
462,4,0:47.0,,N. Melli enters the game for J. Redick,105,123
463,4,0:39.0,R. Arcidiacono misses 2-pt layup from 3 ft,,105,123
464,4,0:37.0,,Defensive rebound by N. Alexander-Walker,105,123
465,4,0:21.0,,Turnover by F. Jackson (bad pass; steal by C. Hutchison),105,123
466,4,0:16.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by S. Harrison),,108,123
