,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
0,1,11:40.0,,T. Hardaway misses 3-pt jump shot from 25 ft,0,0
1,1,11:36.0,Defensive rebound by B. Bogdanović,,0,0
2,1,11:23.0,D. Fox misses 3-pt jump shot from 26 ft,,0,0
3,1,11:20.0,,Defensive rebound by K. Porziņģis,0,0
4,1,11:14.0,,Shooting foul by N. Bjelica (drawn by K. Porziņģis),0,0
5,1,11:14.0,,K. Porziņģis misses free throw 1 of 2,0,0
6,1,11:14.0,,Offensive rebound by Team,0,0
7,1,11:14.0,,K. Porziņģis makes free throw 2 of 2,0,1
8,1,10:52.0,H. Barnes makes 2-pt jump shot from 6 ft,,2,1
9,1,10:43.0,,J. Brunson misses 3-pt jump shot from 23 ft,2,1
10,1,10:40.0,Defensive rebound by N. Bjelica,,2,1
11,1,10:36.0,D. Fox misses 2-pt layup from 3 ft (block by D. Finney-Smith),,2,1
12,1,10:35.0,Offensive rebound by Team,,2,1
13,1,10:30.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,2,1
14,1,10:27.0,,Defensive rebound by L. Dončić,2,1
15,1,10:19.0,,T. Hardaway misses 3-pt jump shot from 23 ft,2,1
16,1,10:16.0,Defensive rebound by C. Joseph,,2,1
17,1,10:01.0,C. Joseph misses 3-pt jump shot from 25 ft,,2,1
18,1,9:58.0,,Defensive rebound by D. Finney-Smith,2,1
19,1,9:50.0,,L. Dončić misses 3-pt jump shot from 30 ft,2,1
20,1,9:48.0,Defensive rebound by N. Bjelica,,2,1
21,1,9:41.0,D. Fox misses 2-pt jump shot from 16 ft,,2,1
22,1,9:39.0,,Defensive rebound by L. Dončić,2,1
23,1,9:29.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),2,4
24,1,9:18.0,D. Fox makes 2-pt layup from 3 ft,,4,4
25,1,9:05.0,,L. Dončić makes 2-pt jump shot from 6 ft,4,6
26,1,8:51.0,H. Barnes misses 2-pt layup from 2 ft,,4,6
27,1,8:48.0,,Defensive rebound by K. Porziņģis,4,6
28,1,8:43.0,,L. Dončić misses 2-pt jump shot from 6 ft,4,6
29,1,8:42.0,,Offensive rebound by Team,4,6
30,1,8:41.0,Loose ball foul by N. Bjelica (drawn by K. Porziņģis),,4,6
31,1,8:41.0,D. Jeffries enters the game for N. Bjelica,,4,6
32,1,8:31.0,,L. Dončić makes 2-pt layup from 3 ft (assist by D. Finney-Smith),4,8
33,1,8:26.0,Shooting foul by D. Finney-Smith (drawn by D. Fox),,4,8
34,1,8:26.0,D. Fox makes free throw 1 of 2,,5,8
35,1,8:26.0,D. Fox misses free throw 2 of 2,,5,8
36,1,8:23.0,,Defensive rebound by T. Hardaway,5,8
37,1,8:16.0,,L. Dončić makes 2-pt jump shot from 5 ft (assist by T. Hardaway),5,10
38,1,8:16.0,,Shooting foul by C. Joseph (drawn by L. Dončić),5,10
39,1,8:16.0,,L. Dončić misses free throw 1 of 1,5,10
40,1,8:13.0,Defensive rebound by H. Barnes,,5,10
41,1,8:02.0,D. Jeffries makes 3-pt jump shot from 26 ft (assist by C. Joseph),,8,10
42,1,7:45.0,,K. Porziņģis makes 2-pt jump shot from 11 ft (assist by L. Dončić),8,12
43,1,7:30.0,D. Jeffries misses 3-pt jump shot from 24 ft,,8,12
44,1,7:27.0,,Defensive rebound by D. Finney-Smith,8,12
45,1,7:17.0,,D. Finney-Smith misses 2-pt layup from 2 ft (block by D. Fox),8,12
46,1,7:13.0,Defensive rebound by B. Bogdanović,,8,12
47,1,7:04.0,D. Fox misses 2-pt jump shot from 6 ft,,8,12
48,1,7:02.0,,Defensive rebound by K. Porziņģis,8,12
49,1,6:54.0,,T. Hardaway makes 3-pt jump shot from 22 ft (assist by K. Porziņģis),8,15
50,1,6:34.0,C. Joseph makes 2-pt hook shot from 4 ft (assist by B. Bogdanović),,10,15
51,1,6:27.0,,Dallas full timeout,10,15
52,1,6:27.0,,S. Curry enters the game for J. Brunson,10,15
53,1,6:27.0,,M. Kleber enters the game for D. Finney-Smith,10,15
54,1,6:18.0,,Turnover by L. Dončić (bad pass; steal by D. Jeffries),10,15
55,1,6:10.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,10,15
56,1,6:07.0,,Defensive rebound by K. Porziņģis,10,15
57,1,5:56.0,,M. Kleber makes 2-pt layup from 3 ft (assist by T. Hardaway),10,17
58,1,5:43.0,H. Barnes misses 2-pt layup from 2 ft (block by K. Porziņģis),,10,17
59,1,5:40.0,,Defensive rebound by K. Porziņģis,10,17
60,1,5:28.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),10,20
61,1,5:25.0,Sacramento full timeout,,10,20
62,1,5:25.0,K. Bazemore enters the game for B. Bogdanović,,10,20
63,1,5:25.0,H. Giles enters the game for D. Jeffries,,10,20
64,1,5:25.0,B. Hield enters the game for C. Joseph,,10,20
65,1,5:02.0,H. Giles misses 2-pt jump shot from 19 ft,,10,20
66,1,4:59.0,,Defensive rebound by L. Dončić,10,20
67,1,4:55.0,,Turnover by L. Dončić (traveling),10,20
68,1,4:43.0,B. Hield makes 3-pt jump shot from 26 ft,,13,20
69,1,4:31.0,,K. Porziņģis makes 2-pt dunk from 1 ft (assist by L. Dončić),13,22
70,1,4:18.0,D. Fox misses 2-pt layup from 4 ft (block by M. Kleber),,13,22
71,1,4:14.0,,Defensive rebound by L. Dončić,13,22
72,1,4:11.0,,M. Kleber makes 2-pt dunk at rim (assist by L. Dončić),13,24
73,1,4:11.0,Sacramento full timeout,,13,24
74,1,4:11.0,N. Bjelica enters the game for H. Barnes,,13,24
75,1,4:11.0,C. Joseph enters the game for D. Fox,,13,24
76,1,4:11.0,A. Tolliver enters the game for H. Giles,,13,24
77,1,3:59.0,K. Bazemore misses 2-pt layup from 6 ft,,13,24
78,1,3:56.0,,Defensive rebound by L. Dončić,13,24
79,1,3:50.0,,Shooting foul by N. Bjelica (drawn by L. Dončić),13,24
80,1,3:50.0,,L. Dončić makes free throw 1 of 2,13,25
81,1,3:50.0,H. Giles enters the game for N. Bjelica,,13,25
82,1,3:50.0,,D. Finney-Smith enters the game for K. Porziņģis,13,25
83,1,3:50.0,,L. Dončić misses free throw 2 of 2,13,25
84,1,3:47.0,Defensive rebound by K. Bazemore,,13,25
85,1,3:37.0,B. Hield misses 3-pt jump shot from 24 ft,,13,25
86,1,3:34.0,,Defensive rebound by L. Dončić,13,25
87,1,3:32.0,,Turnover by L. Dončić (bad pass; steal by C. Joseph),13,25
88,1,3:25.0,A. Tolliver misses 3-pt jump shot from 22 ft,,13,25
89,1,3:22.0,Offensive rebound by Team,,13,25
90,1,3:22.0,,J. Brunson enters the game for L. Dončić,13,25
91,1,3:22.0,,D. Wright enters the game for T. Hardaway,13,25
92,1,3:18.0,H. Giles makes 2-pt dunk from 2 ft (assist by B. Hield),,15,25
93,1,2:58.0,,S. Curry misses 2-pt jump shot from 6 ft,15,25
94,1,2:56.0,Defensive rebound by H. Giles,,15,25
95,1,2:49.0,Shooting foul by D. Finney-Smith (drawn by K. Bazemore),,15,25
96,1,2:49.0,K. Bazemore makes free throw 1 of 2,,16,25
97,1,2:49.0,,J. Jackson enters the game for D. Finney-Smith,16,25
98,1,2:49.0,K. Bazemore makes free throw 2 of 2,,17,25
99,1,2:39.0,,Shooting foul by H. Giles (drawn by D. Wright),17,25
100,1,2:39.0,,D. Wright makes free throw 1 of 2,17,26
101,1,2:39.0,,D. Wright makes free throw 2 of 2,17,27
102,1,2:25.0,A. Tolliver makes 2-pt jump shot from 18 ft (assist by C. Joseph),,19,27
103,1,2:03.0,,J. Brunson makes 2-pt hook shot from 2 ft,19,29
104,1,1:45.0,C. Joseph misses 2-pt jump shot from 12 ft,,19,29
105,1,1:44.0,Offensive rebound by H. Giles,,19,29
106,1,1:44.0,H. Giles makes 2-pt layup from 1 ft,,21,29
107,1,1:16.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by J. Brunson),21,32
108,1,0:55.0,C. Joseph makes 3-pt jump shot from 23 ft (assist by B. Hield),,24,32
109,1,0:41.0,,Offensive foul by J. Brunson (drawn by K. Bazemore),24,32
110,1,0:41.0,,Turnover by J. Brunson (offensive foul),24,32
111,1,0:34.0,Personal foul by M. Kleber (drawn by B. Hield),,24,32
112,1,0:29.0,C. Joseph makes 2-pt layup from 3 ft,,26,32
113,1,0:09.0,,D. Wright misses 3-pt jump shot from 27 ft,26,32
114,1,0:06.0,Defensive rebound by K. Bazemore,,26,32
115,1,0:00.0,K. Bazemore makes 2-pt layup from 2 ft,,28,32
116,2,11:48.0,B. Hield makes 2-pt jump shot from 5 ft (assist by C. Joseph),,30,32
117,2,11:28.0,,Turnover by J. Brunson (lost ball; steal by A. Tolliver),30,32
118,2,11:21.0,B. Hield misses 3-pt jump shot from 25 ft,,30,32
