,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MEMPHIS_ACTION,WASHINGTON_SCORE,MEMPHIS_SCORE
379,4,10:12.0,,Instant Replay (Request: Stands),86,104
380,4,10:12.0,,J. Morant makes free throw 1 of 2,86,105
381,4,10:12.0,,J. Morant makes free throw 2 of 2,86,106
382,4,9:55.0,T. Brown makes 2-pt layup from 1 ft,,88,106
383,4,9:33.0,,J. Morant makes 2-pt dunk from 1 ft,88,108
384,4,9:33.0,,Violation by Team (delay of game),88,108
385,4,9:27.0,Turnover by G. Mathews (step out of bounds),,88,108
386,4,9:27.0,B. Beal enters the game for C. Chiozza,,88,108
387,4,9:27.0,I. Smith enters the game for G. Mathews,,88,108
388,4,9:27.0,,K. Anderson enters the game for M. Guduric,88,108
389,4,9:27.0,,D. Brooks enters the game for D. Melton,88,108
390,4,9:27.0,,B. Clarke enters the game for J. Valančiūnas,88,108
391,4,9:17.0,,B. Clarke misses 2-pt layup from 2 ft (block by D. Bertāns),88,108
392,4,9:14.0,Defensive rebound by A. Schofield,,88,108
393,4,9:08.0,Turnover by B. Beal (lost ball; steal by K. Anderson),,88,108
394,4,9:04.0,,J. Morant misses 2-pt layup from 2 ft,88,108
395,4,9:01.0,Defensive rebound by D. Bertāns,,88,108
396,4,8:58.0,B. Beal misses 3-pt jump shot from 23 ft,,88,108
397,4,8:58.0,Offensive rebound by T. Brown,,88,108
398,4,8:56.0,Turnover by T. Brown (step out of bounds),,88,108
399,4,8:42.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by J. Morant),88,110
400,4,8:34.0,A. Schofield makes 2-pt dunk at rim (assist by I. Smith),,90,110
401,4,8:18.0,,Personal foul by D. Bertāns (drawn by J. Jackson),90,110
402,4,8:18.0,R. Hachimura enters the game for A. Schofield,,90,110
403,4,8:14.0,,Turnover by D. Brooks (traveling),90,110
404,4,8:04.0,Turnover by I. Smith (dbl dribble),,90,110
405,4,8:04.0,Violation by Team (delay of game),,90,110
406,4,7:51.0,,Turnover by B. Clarke (bad pass; steal by B. Beal),90,110
407,4,7:51.0,Clear path foul by D. Brooks,,90,110
408,4,7:51.0,B. Beal makes clear path free throw 1 of 2,,91,110
409,4,7:51.0,B. Beal misses clear path free throw 2 of 2,,91,110
410,4,7:51.0,Offensive rebound by Team,,91,110
411,4,7:35.0,,Violation by Team (kicked ball),91,110
412,4,7:28.0,Shooting foul by D. Brooks (drawn by B. Beal),,91,110
413,4,7:28.0,B. Beal makes free throw 1 of 2,,92,110
414,4,7:28.0,,Defensive rebound by Team,92,110
415,4,7:28.0,,Memphis full timeout,92,110
416,4,7:28.0,B. Beal misses free throw 2 of 2,,92,110
417,4,7:08.0,,B. Clarke makes 2-pt layup from 2 ft,92,112
418,4,7:06.0,Washington full timeout,,92,112
419,4,7:06.0,I. Bonga enters the game for D. Bertāns,,92,112
420,4,6:54.0,B. Beal makes 3-pt jump shot from 25 ft,,95,112
421,4,6:44.0,,Personal foul by R. Hachimura (drawn by B. Clarke),95,112
422,4,6:29.0,,J. Jackson makes 2-pt layup from 1 ft,95,114
423,4,6:19.0,Turnover by I. Smith (bad pass; steal by D. Brooks),,95,114
424,4,6:13.0,,D. Brooks makes 2-pt layup from 2 ft (assist by J. Morant),95,116
425,4,6:13.0,,Shooting foul by I. Bonga (drawn by D. Brooks),95,116
426,4,6:13.0,,D. Brooks makes free throw 1 of 1,95,117
427,4,6:04.0,R. Hachimura misses 2-pt jump shot from 22 ft,,95,117
428,4,6:01.0,Offensive rebound by B. Beal,,95,117
429,4,5:49.0,I. Smith misses 3-pt jump shot from 26 ft,,95,117
430,4,5:48.0,,Defensive rebound by Team,95,117
431,4,5:31.0,,D. Brooks misses 3-pt jump shot from 26 ft,95,117
432,4,5:27.0,Defensive rebound by B. Beal,,95,117
433,4,5:22.0,Turnover by B. Beal (lost ball; steal by J. Morant),,95,117
434,4,5:20.0,,Shooting foul by B. Beal (drawn by J. Morant),95,117
435,4,5:20.0,Washington full timeout,,95,117
436,4,5:20.0,J. Robinson enters the game for B. Beal,,95,117
437,4,5:20.0,A. Schofield enters the game for R. Hachimura,,95,117
438,4,5:20.0,,J. Morant makes free throw 1 of 2,95,118
439,4,5:20.0,,J. Morant makes free throw 2 of 2,95,119
440,4,5:02.0,I. Smith makes 2-pt layup from 2 ft,,97,119
441,4,4:42.0,,J. Morant makes 2-pt layup from 1 ft,97,121
442,4,4:34.0,Personal foul by K. Anderson (drawn by T. Brown),,97,121
443,4,4:34.0,C. Chiozza enters the game for I. Smith,,97,121
444,4,4:34.0,,B. Caboclo enters the game for D. Brooks,97,121
445,4,4:34.0,,T. Jones enters the game for B. Clarke,97,121
446,4,4:34.0,,D. Melton enters the game for J. Morant,97,121
447,4,4:21.0,C. Chiozza makes 3-pt jump shot from 24 ft (assist by T. Brown),,100,121
448,4,4:03.0,,B. Caboclo misses 3-pt jump shot from 23 ft,100,121
449,4,4:00.0,Defensive rebound by I. Bonga,,100,121
450,4,3:53.0,J. Robinson makes 2-pt jump shot from 19 ft (assist by A. Schofield),,102,121
451,4,3:40.0,,J. Jackson makes 3-pt jump shot from 27 ft (assist by K. Anderson),102,124
452,4,3:27.0,Personal foul by K. Anderson (drawn by I. Bonga),,102,124
453,4,3:27.0,I. Bonga makes free throw 1 of 2,,103,124
454,4,3:27.0,,M. Guduric enters the game for K. Anderson,103,124
455,4,3:27.0,,Y. Watanabe enters the game for J. Jackson,103,124
456,4,3:27.0,I. Bonga makes free throw 2 of 2,,104,124
457,4,3:12.0,,Turnover by D. Melton (lost ball; steal by A. Schofield),104,124
458,4,3:00.0,C. Chiozza makes 2-pt jump shot from 8 ft,,106,124
459,4,2:44.0,,Turnover by T. Jones (traveling),106,124
460,4,2:30.0,C. Chiozza misses 3-pt jump shot from 26 ft,,106,124
461,4,2:28.0,,Defensive rebound by Y. Watanabe,106,124
462,4,2:24.0,,Turnover by Y. Watanabe (out of bounds lost ball),106,124
463,4,2:09.0,A. Schofield makes 3-pt jump shot from 25 ft (assist by J. Robinson),,109,124
464,4,1:43.0,,B. Caboclo misses 3-pt jump shot from 25 ft,109,124
465,4,1:39.0,,Offensive rebound by Y. Watanabe,109,124
466,4,1:37.0,,M. Guduric misses 3-pt jump shot from 26 ft,109,124
467,4,1:31.0,,Offensive rebound by D. Melton,109,124
468,4,1:30.0,,Turnover by D. Melton (bad pass; steal by C. Chiozza),109,124
469,4,1:25.0,A. Schofield misses 3-pt jump shot from 26 ft,,109,124
470,4,1:21.0,,Defensive rebound by B. Caboclo,109,124
471,4,1:03.0,,T. Jones makes 2-pt jump shot from 17 ft,109,126
472,4,0:57.0,Shooting foul by D. Melton (drawn by T. Brown),,109,126
473,4,0:57.0,T. Brown makes free throw 1 of 2,,110,126
474,4,0:57.0,T. Brown makes free throw 2 of 2,,111,126
475,4,0:39.0,,B. Caboclo makes 2-pt layup from 2 ft,111,128
476,4,0:28.0,Turnover by C. Chiozza (out of bounds lost ball),,111,128
477,4,0:04.0,,Turnover by Team (shot clock),111,128
