,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW YORK_ACTION,UTAH_SCORE,NEW YORK_SCORE
37,1,7:46.0,B. Bogdanović makes 3-pt jump shot from 29 ft (assist by D. Mitchell),,15,9
38,1,7:44.0,,New York full timeout,15,9
39,1,7:30.0,,E. Payton misses 3-pt jump shot from 22 ft,15,9
40,1,7:28.0,Defensive rebound by B. Bogdanović,,15,9
41,1,7:24.0,D. Mitchell makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,17,9
42,1,7:13.0,,Turnover by E. Payton (bad pass),17,9
43,1,7:02.0,Shooting foul by R. Barrett (drawn by B. Bogdanović),,17,9
44,1,7:02.0,J. Ingles enters the game for M. Conley,,17,9
45,1,7:02.0,B. Bogdanović makes free throw 1 of 3,,18,9
46,1,7:02.0,B. Bogdanović makes free throw 2 of 3,,19,9
47,1,7:02.0,B. Bogdanović makes free throw 3 of 3,,20,9
48,1,6:52.0,,M. Harkless makes 2-pt layup from 1 ft (assist by E. Payton),20,11
49,1,6:26.0,D. Mitchell misses 2-pt jump shot from 19 ft,,20,11
50,1,6:24.0,,Defensive rebound by E. Payton,20,11
51,1,6:17.0,,R. Barrett misses 2-pt jump shot from 10 ft,20,11
52,1,6:15.0,Defensive rebound by D. Mitchell,,20,11
53,1,6:10.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,23,11
54,1,6:08.0,,New York full timeout,23,11
55,1,6:08.0,,W. Ellington enters the game for R. Barrett,23,11
56,1,5:48.0,,M. Harkless misses 3-pt jump shot from 23 ft,23,11
57,1,5:46.0,Defensive rebound by B. Bogdanović,,23,11
58,1,5:42.0,D. Mitchell makes 2-pt layup from 1 ft,,25,11
59,1,5:42.0,Shooting foul by M. Harkless (drawn by D. Mitchell),,25,11
60,1,5:42.0,D. Mitchell makes free throw 1 of 1,,26,11
61,1,5:34.0,,E. Payton makes 2-pt layup from 1 ft (assist by W. Ellington),26,13
62,1,5:07.0,Turnover by R. O'Neale (bad pass; steal by M. Harkless),,26,13
63,1,4:59.0,,T. Gibson misses 2-pt hook shot from 10 ft,26,13
64,1,4:57.0,Defensive rebound by R. Gobert,,26,13
65,1,4:50.0,R. O'Neale misses 3-pt jump shot from 27 ft,,26,13
66,1,4:48.0,,Defensive rebound by M. Harkless,26,13
67,1,4:38.0,,E. Payton misses 2-pt jump shot from 12 ft,26,13
68,1,4:36.0,,Offensive rebound by E. Payton,26,13
69,1,4:32.0,,T. Gibson makes 2-pt layup from 2 ft (assist by E. Payton),26,15
70,1,4:21.0,Personal foul by W. Ellington (drawn by J. Ingles),,26,15
71,1,4:21.0,J. Clarkson enters the game for R. O'Neale,,26,15
72,1,4:21.0,,K. Knox enters the game for T. Gibson,26,15
73,1,4:21.0,,B. Portis enters the game for M. Harkless,26,15
74,1,4:21.0,J. Ingles misses free throw 1 of 2,,26,15
75,1,4:21.0,Offensive rebound by Team,,26,15
76,1,4:21.0,J. Ingles makes free throw 2 of 2,,27,15
77,1,4:07.0,,E. Payton misses 2-pt layup from 3 ft (block by B. Bogdanović),27,15
78,1,4:05.0,,Offensive rebound by E. Payton,27,15
79,1,4:00.0,,B. Portis misses 2-pt jump shot from 4 ft,27,15
80,1,3:59.0,Defensive rebound by Team,,27,15
81,1,3:42.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,29,15
82,1,3:26.0,,J. Randle misses 3-pt jump shot from 23 ft,29,15
83,1,3:24.0,Defensive rebound by R. Gobert,,29,15
84,1,3:10.0,Shooting foul by B. Portis (drawn by D. Mitchell),,29,15
85,1,3:10.0,T. Bradley enters the game for B. Bogdanović,,29,15
86,1,3:10.0,G. Niang enters the game for R. Gobert,,29,15
87,1,3:10.0,,F. Ntilikina enters the game for E. Payton,29,15
88,1,3:10.0,D. Mitchell makes free throw 1 of 2,,30,15
89,1,3:10.0,D. Mitchell makes free throw 2 of 2,,31,15
90,1,2:54.0,,Shooting foul by T. Bradley (drawn by J. Randle),31,15
91,1,2:54.0,M. Conley enters the game for D. Mitchell,,31,15
92,1,2:54.0,,J. Randle makes free throw 1 of 2,31,16
93,1,2:54.0,,J. Randle misses free throw 2 of 2,31,16
94,1,2:52.0,Defensive rebound by T. Bradley,,31,16
95,1,2:38.0,Offensive foul by J. Clarkson (drawn by F. Ntilikina),,31,16
96,1,2:38.0,Turnover by J. Clarkson (offensive foul),,31,16
97,1,2:38.0,,R. Bullock enters the game for J. Randle,31,16
98,1,2:21.0,,F. Ntilikina misses 2-pt jump shot from 9 ft,31,16
99,1,2:19.0,Defensive rebound by T. Bradley,,31,16
100,1,2:00.0,Shooting foul by K. Knox (drawn by J. Clarkson),,31,16
101,1,2:00.0,J. Clarkson misses free throw 1 of 3,,31,16
102,1,2:00.0,Offensive rebound by Team,,31,16
103,1,2:00.0,J. Clarkson makes free throw 2 of 3,,32,16
104,1,2:00.0,J. Clarkson makes free throw 3 of 3,,33,16
105,1,1:40.0,,B. Portis makes 2-pt layup from 5 ft (assist by F. Ntilikina),33,18
106,1,1:18.0,G. Niang misses 3-pt jump shot from 24 ft,,33,18
107,1,1:16.0,,Defensive rebound by K. Knox,33,18
108,1,1:05.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by W. Ellington),33,21
109,1,0:48.0,M. Conley makes 2-pt jump shot from 6 ft (assist by J. Ingles),,35,21
110,1,0:40.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by W. Ellington),35,24
111,1,0:34.0,J. Ingles misses 3-pt jump shot from 28 ft,,35,24
112,1,0:32.0,,Defensive rebound by K. Knox,35,24
113,1,0:10.0,,Shooting foul by T. Bradley (drawn by B. Portis),35,24
114,1,0:10.0,,B. Portis makes free throw 1 of 2,35,25
115,1,0:10.0,,B. Portis makes free throw 2 of 2,35,26
116,1,0:01.0,M. Conley misses 3-pt jump shot from 25 ft,,35,26
117,1,0:01.0,,Defensive rebound by K. Knox,35,26
118,2,11:49.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),35,29
119,2,11:26.0,M. Conley makes 2-pt layup from 3 ft,,37,29
120,2,11:12.0,,W. Ellington misses 3-pt jump shot from 25 ft,37,29
121,2,11:10.0,Defensive rebound by J. Ingles,,37,29
122,2,11:02.0,Turnover by J. Ingles (bad pass),,37,29
123,2,10:53.0,,K. Knox misses 3-pt jump shot from 27 ft,37,29
124,2,10:51.0,Defensive rebound by J. Ingles,,37,29
125,2,10:41.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by M. Conley),,40,29
126,2,10:22.0,,B. Portis misses 2-pt jump shot from 19 ft,40,29
127,2,10:20.0,Defensive rebound by J. Ingles,,40,29
128,2,10:14.0,J. Clarkson misses 3-pt jump shot from 27 ft,,40,29
129,2,10:12.0,,Defensive rebound by R. Bullock,40,29
130,2,10:05.0,,F. Ntilikina makes 2-pt dunk from 2 ft,40,31
131,2,9:38.0,Turnover by Team (shot clock),,40,31
132,2,9:38.0,Instant Replay (Request: Ruling Stands),,40,31
133,2,9:24.0,,W. Ellington misses 3-pt jump shot from 25 ft,40,31
134,2,9:22.0,Defensive rebound by G. Niang,,40,31
135,2,9:18.0,T. Bradley makes 2-pt layup from 1 ft (assist by M. Conley),,42,31
136,2,9:17.0,,New York full timeout,42,31
137,2,9:17.0,,Instant Replay (Request: Ruling Stands),42,31
138,2,9:17.0,R. O'Neale enters the game for G. Niang,,42,31
139,2,8:59.0,,F. Ntilikina makes 2-pt jump shot from 7 ft (assist by K. Knox),42,33
140,2,8:40.0,J. Clarkson misses 2-pt jump shot from 8 ft,,42,33
141,2,8:39.0,Offensive rebound by Team,,42,33
142,2,8:37.0,M. Conley misses 3-pt jump shot from 23 ft,,42,33
143,2,8:36.0,,Defensive rebound by W. Ellington,42,33
144,2,8:24.0,,R. Bullock misses 2-pt jump shot from 7 ft (block by T. Bradley),42,33
145,2,8:22.0,Defensive rebound by T. Bradley,,42,33
146,2,8:03.0,R. O'Neale misses 2-pt layup from 3 ft,,42,33
147,2,8:01.0,,Defensive rebound by B. Portis,42,33
148,2,7:50.0,,B. Portis makes 2-pt jump shot from 14 ft (assist by W. Ellington),42,35
149,2,7:48.0,Utah full timeout,,42,35
150,2,7:48.0,B. Bogdanović enters the game for T. Bradley,,42,35
151,2,7:48.0,R. Gobert enters the game for M. Conley,,42,35
152,2,7:48.0,D. Mitchell enters the game for J. Ingles,,42,35
153,2,7:48.0,,R. Barrett enters the game for R. Bullock,42,35
154,2,7:30.0,R. Gobert misses 2-pt hook shot from 7 ft,,42,35
155,2,7:28.0,,Defensive rebound by R. Barrett,42,35
156,2,7:11.0,,Turnover by K. Knox (lost ball; steal by J. Clarkson),42,35
157,2,7:06.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. O'Neale),,44,35
158,2,6:47.0,,W. Ellington misses 3-pt jump shot from 25 ft,44,35
159,2,6:45.0,Defensive rebound by R. Gobert,,44,35
160,2,6:38.0,D. Mitchell makes 2-pt layup from 1 ft,,46,35
161,2,6:21.0,,K. Knox makes 2-pt jump shot from 15 ft,46,37
162,2,5:53.0,D. Mitchell misses 3-pt jump shot from 26 ft,,46,37
163,2,5:51.0,,Defensive rebound by K. Knox,46,37
164,2,5:46.0,,K. Knox misses 3-pt jump shot from 25 ft,46,37
165,2,5:44.0,Defensive rebound by R. Gobert,,46,37
166,2,5:26.0,J. Clarkson makes 2-pt layup from 1 ft (assist by R. Gobert),,48,37
167,2,5:08.0,,B. Portis makes 2-pt jump shot from 17 ft (assist by K. Knox),48,39
168,2,4:54.0,B. Bogdanović makes 2-pt hook shot from 3 ft,,50,39
169,2,4:43.0,,Shooting foul by R. Gobert (drawn by R. Barrett),50,39
170,2,4:43.0,J. Ingles enters the game for R. O'Neale,,50,39
171,2,4:43.0,,M. Harkless enters the game for W. Ellington,50,39
172,2,4:43.0,,J. Randle enters the game for K. Knox,50,39
173,2,4:43.0,,R. Barrett makes free throw 1 of 2,50,40
174,2,4:43.0,,R. Barrett makes free throw 2 of 2,50,41
175,2,4:30.0,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by D. Mitchell),,53,41
176,2,4:18.0,,Personal foul by J. Ingles (drawn by R. Barrett),53,41
177,2,4:18.0,M. Conley enters the game for J. Clarkson,,53,41
178,2,4:07.0,,J. Randle makes 2-pt layup from 2 ft,53,43
179,2,3:49.0,D. Mitchell makes 2-pt jump shot from 13 ft,,55,43
180,2,3:33.0,,J. Randle misses 2-pt layup from 2 ft (block by R. Gobert),55,43
181,2,3:32.0,Defensive rebound by Team,,55,43
182,2,3:19.0,D. Mitchell makes 2-pt jump shot from 11 ft,,57,43
183,2,2:58.0,,B. Portis makes 2-pt jump shot from 17 ft,57,45
184,2,2:42.0,R. Gobert makes 2-pt dunk at rim (assist by D. Mitchell),,59,45
185,2,2:18.0,,R. Barrett misses 2-pt layup at rim,59,45
186,2,2:16.0,,Offensive rebound by R. Barrett,59,45
187,2,2:14.0,,R. Barrett makes 2-pt layup at rim,59,47
188,2,2:01.0,M. Conley misses 2-pt jump shot from 9 ft,,59,47
189,2,1:59.0,,Defensive rebound by J. Randle,59,47
190,2,1:54.0,,Offensive foul by J. Randle (drawn by M. Conley),59,47
191,2,1:54.0,,Turnover by J. Randle (offensive foul),59,47
192,2,1:54.0,,E. Payton enters the game for F. Ntilikina,59,47
193,2,1:34.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,59,47
194,2,1:32.0,Offensive rebound by R. Gobert,,59,47
195,2,1:30.0,R. Gobert makes 2-pt dunk from 1 ft,,61,47
196,2,1:11.0,,Personal foul by B. Bogdanović (drawn by B. Portis),61,47
197,2,1:04.0,,J. Randle makes 2-pt dunk from 1 ft (assist by E. Payton),61,49
198,2,0:40.0,M. Conley makes 3-pt jump shot from 23 ft (assist by J. Ingles),,64,49
199,2,0:34.0,,J. Randle makes 2-pt layup from 2 ft (assist by E. Payton),64,51
200,2,0:34.0,,Shooting foul by R. Gobert (drawn by J. Randle),64,51
201,2,0:34.0,,J. Randle makes free throw 1 of 1,64,52
202,2,0:11.0,D. Mitchell misses 3-pt jump shot from 26 ft,,64,52
203,2,0:10.0,Offensive rebound by Team,,64,52
204,2,0:10.0,Turnover by Team (shot clock),,64,52
205,2,0:04.0,,J. Randle makes 2-pt layup from 1 ft (assist by R. Barrett),64,54
206,3,11:44.0,,E. Payton makes 2-pt layup at rim (assist by R. Barrett),64,56
207,3,11:24.0,D. Mitchell misses 2-pt jump shot from 11 ft,,64,56
208,3,11:22.0,,Defensive rebound by J. Randle,64,56
209,3,11:06.0,,E. Payton misses 3-pt jump shot from 26 ft,64,56
210,3,11:04.0,Defensive rebound by R. Gobert,,64,56
211,3,10:49.0,Shooting foul by T. Gibson (drawn by R. Gobert),,64,56
212,3,10:49.0,R. Gobert makes free throw 1 of 2,,65,56
213,3,10:49.0,R. Gobert makes free throw 2 of 2,,66,56
214,3,10:35.0,,R. Barrett makes 3-pt jump shot from 27 ft (assist by E. Payton),66,59
215,3,10:23.0,Turnover by M. Conley (lost ball; steal by R. Barrett),,66,59
216,3,10:14.0,,J. Randle misses 2-pt hook shot from 4 ft,66,59
217,3,10:13.0,,Offensive rebound by J. Randle,66,59
218,3,10:12.0,,J. Randle makes 2-pt dunk from 1 ft,66,61
219,3,9:58.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,66,61
220,3,9:56.0,,Defensive rebound by E. Payton,66,61
221,3,9:49.0,,E. Payton makes 2-pt layup from 1 ft,66,63
222,3,9:49.0,Utah full timeout,,66,63
223,3,9:31.0,B. Bogdanović makes 2-pt layup from 4 ft (assist by M. Conley),,68,63
224,3,9:14.0,,J. Randle misses 2-pt jump shot from 18 ft,68,63
225,3,9:12.0,Defensive rebound by M. Conley,,68,63
226,3,8:56.0,Turnover by D. Mitchell (back court),,68,63
227,3,8:36.0,,R. Barrett makes 2-pt layup from 2 ft,68,65
228,3,8:24.0,Shooting foul by R. Barrett (drawn by M. Conley),,68,65
229,3,8:24.0,M. Conley misses free throw 1 of 3,,68,65
230,3,8:24.0,Offensive rebound by Team,,68,65
231,3,8:24.0,M. Conley makes free throw 2 of 3,,69,65
232,3,8:24.0,M. Conley makes free throw 3 of 3,,70,65
233,3,8:11.0,,M. Harkless misses 2-pt jump shot from 4 ft,70,65
234,3,8:09.0,Defensive rebound by R. O'Neale,,70,65
235,3,8:01.0,D. Mitchell misses 3-pt jump shot from 26 ft,,70,65
236,3,7:59.0,,Defensive rebound by J. Randle,70,65
237,3,7:52.0,,J. Randle makes 2-pt layup from 2 ft,70,67
238,3,7:38.0,R. Gobert makes 2-pt dunk from 1 ft (assist by M. Conley),,72,67
239,3,7:26.0,,E. Payton makes 2-pt layup from 1 ft,72,69
240,3,7:14.0,M. Conley makes 2-pt jump shot from 3 ft,,74,69
241,3,7:14.0,Shooting foul by R. Barrett (drawn by M. Conley),,74,69
242,3,7:14.0,,New York full timeout,74,69
243,3,7:14.0,,Instant Replay (Challenge: Stands),74,69
244,3,7:14.0,,W. Ellington enters the game for R. Barrett,74,69
245,3,7:14.0,M. Conley makes free throw 1 of 1,,75,69
246,3,7:04.0,,Turnover by T. Gibson (traveling),75,69
247,3,7:04.0,J. Ingles enters the game for M. Conley,,75,69
248,3,6:55.0,D. Mitchell makes 2-pt layup from 1 ft,,77,69
249,3,6:40.0,,E. Payton makes 2-pt jump shot from 1 ft,77,71
250,3,6:23.0,D. Mitchell makes 2-pt layup from 2 ft,,79,71
251,3,6:09.0,,J. Randle misses 2-pt layup from 2 ft,79,71
252,3,6:07.0,Defensive rebound by B. Bogdanović,,79,71
253,3,5:51.0,Shooting foul by M. Harkless (drawn by B. Bogdanović),,79,71
254,3,5:51.0,,B. Portis enters the game for T. Gibson,79,71
255,3,5:51.0,B. Bogdanović makes free throw 1 of 2,,80,71
256,3,5:51.0,B. Bogdanović makes free throw 2 of 2,,81,71
257,3,5:33.0,,Turnover by J. Randle (lost ball; steal by J. Ingles),81,71
258,3,5:29.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,81,71
259,3,5:27.0,,Defensive rebound by W. Ellington,81,71
260,3,5:17.0,,W. Ellington misses 3-pt jump shot from 27 ft,81,71
261,3,5:15.0,Defensive rebound by R. O'Neale,,81,71
262,3,5:00.0,B. Bogdanović makes 2-pt layup from 1 ft,,83,71
263,3,4:49.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by E. Payton),83,74
264,3,4:38.0,Shooting foul by B. Portis (drawn by R. Gobert),,83,74
265,3,4:38.0,R. Gobert makes free throw 1 of 2,,84,74
266,3,4:38.0,R. Gobert misses free throw 2 of 2,,84,74
267,3,4:36.0,,Defensive rebound by J. Randle,84,74
268,3,4:13.0,,J. Randle misses 2-pt layup from 1 ft,84,74
269,3,4:11.0,Defensive rebound by R. O'Neale,,84,74
270,3,4:04.0,R. O'Neale misses 3-pt jump shot from 25 ft,,84,74
271,3,4:02.0,,Defensive rebound by B. Portis,84,74
272,3,3:47.0,,B. Portis misses 2-pt jump shot from 8 ft,84,74
273,3,3:45.0,,Offensive rebound by B. Portis,84,74
274,3,3:45.0,,B. Portis misses 2-pt layup from 1 ft,84,74
275,3,3:43.0,Defensive rebound by R. Gobert,,84,74
276,3,3:35.0,Turnover by D. Mitchell (bad pass; steal by B. Portis),,84,74
277,3,3:34.0,,Personal take foul by R. O'Neale (drawn by J. Randle),84,74
278,3,3:34.0,J. Clarkson enters the game for R. O'Neale,,84,74
279,3,3:34.0,,K. Knox enters the game for M. Harkless,84,74
280,3,3:22.0,,J. Randle makes 2-pt layup from 3 ft,84,76
281,3,3:01.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,84,76
282,3,2:59.0,Offensive rebound by R. Gobert,,84,76
283,3,2:58.0,Turnover by R. Gobert (traveling),,84,76
284,3,2:47.0,,W. Ellington misses 2-pt jump shot from 9 ft,84,76
285,3,2:45.0,,Offensive rebound by E. Payton,84,76
286,3,2:44.0,,E. Payton misses 2-pt layup from 2 ft,84,76
287,3,2:42.0,Defensive rebound by R. Gobert,,84,76
288,3,2:27.0,J. Clarkson misses 3-pt jump shot from 26 ft,,84,76
289,3,2:25.0,,Defensive rebound by W. Ellington,84,76
290,3,2:15.0,,Turnover by B. Portis (lost ball; steal by D. Mitchell),84,76
291,3,2:11.0,R. Gobert makes 2-pt layup from 2 ft (assist by D. Mitchell),,86,76
292,3,2:11.0,Shooting foul by J. Randle (drawn by R. Gobert),,86,76
293,3,2:11.0,M. Conley enters the game for B. Bogdanović,,86,76
294,3,2:11.0,G. Niang enters the game for D. Mitchell,,86,76
295,3,2:11.0,R. Gobert makes free throw 1 of 1,,87,76
296,3,1:59.0,,E. Payton makes 2-pt layup from 1 ft,87,78
297,3,1:59.0,Utah full timeout,,87,78
298,3,1:59.0,T. Bradley enters the game for R. Gobert,,87,78
299,3,1:44.0,M. Conley makes 2-pt jump shot from 22 ft (assist by J. Ingles),,89,78
300,3,1:29.0,,Personal foul by G. Niang (drawn by K. Knox),89,78
301,3,1:29.0,,R. Bullock enters the game for E. Payton,89,78
302,3,1:29.0,,F. Ntilikina enters the game for J. Randle,89,78
303,3,1:16.0,,K. Knox misses 2-pt layup at rim (block by T. Bradley),89,78
304,3,1:14.0,,Offensive rebound by K. Knox,89,78
305,3,1:12.0,,K. Knox misses 2-pt layup from 1 ft,89,78
306,3,1:10.0,Defensive rebound by T. Bradley,,89,78
307,3,1:04.0,T. Bradley makes 2-pt layup from 1 ft (assist by J. Ingles),,91,78
308,3,0:51.0,,Turnover by K. Knox (out of bounds lost ball),91,78
309,3,0:36.0,T. Bradley makes 2-pt hook shot from 4 ft (assist by M. Conley),,93,78
310,3,0:19.0,,B. Portis misses 3-pt jump shot from 26 ft,93,78
311,3,0:17.0,Defensive rebound by J. Ingles,,93,78
312,4,11:44.0,M. Conley makes 3-pt jump shot from 26 ft (assist by J. Ingles),,96,78
313,4,11:26.0,,Offensive foul by K. Knox (drawn by M. Conley),96,78
314,4,11:26.0,,Turnover by K. Knox (offensive foul),96,78
315,4,11:14.0,Turnover by J. Ingles (bad pass),,96,78
316,4,11:14.0,,R. Barrett enters the game for W. Ellington,96,78
317,4,11:14.0,,J. Randle enters the game for K. Knox,96,78
318,4,11:00.0,,J. Randle makes 2-pt layup from 2 ft (assist by R. Bullock),96,80
319,4,10:40.0,G. Niang makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,99,80
320,4,10:20.0,,B. Portis makes 2-pt hook shot from 4 ft (assist by R. Barrett),99,82
321,4,9:56.0,J. Clarkson misses 3-pt jump shot from 26 ft,,99,82
322,4,9:55.0,Offensive rebound by Team,,99,82
323,4,9:55.0,Turnover by Team (shot clock),,99,82
324,4,9:55.0,R. O'Neale enters the game for G. Niang,,99,82
325,4,9:37.0,,R. Barrett misses 2-pt layup from 3 ft,99,82
326,4,9:36.0,,Offensive rebound by J. Randle,99,82
327,4,9:34.0,,Turnover by J. Randle (lost ball; steal by J. Clarkson),99,82
328,4,9:31.0,Turnover by J. Clarkson (traveling),,99,82
329,4,9:25.0,,Personal foul by T. Bradley (drawn by J. Randle),99,82
330,4,9:20.0,,Personal foul by T. Bradley (drawn by J. Randle),99,82
331,4,9:20.0,R. Gobert enters the game for T. Bradley,,99,82
332,4,9:15.0,,J. Randle misses 2-pt layup from 1 ft,99,82
333,4,9:14.0,Defensive rebound by R. O'Neale,,99,82
334,4,9:14.0,Personal foul by J. Randle (drawn by R. O'Neale),,99,82
335,4,8:56.0,R. Gobert makes 2-pt layup from 1 ft (assist by R. O'Neale),,101,82
336,4,8:39.0,,Personal foul by R. Gobert (drawn by J. Randle),101,82
337,4,8:39.0,D. Mitchell enters the game for M. Conley,,101,82
338,4,8:30.0,,J. Randle misses 2-pt jump shot from 7 ft,101,82
339,4,8:28.0,Defensive rebound by J. Ingles,,101,82
340,4,8:22.0,Offensive foul by J. Ingles (drawn by F. Ntilikina),,101,82
341,4,8:22.0,Turnover by J. Ingles (offensive foul),,101,82
342,4,8:22.0,B. Bogdanović enters the game for J. Ingles,,101,82
343,4,8:09.0,,R. Bullock makes 2-pt jump shot from 19 ft (assist by R. Barrett),101,84
344,4,7:53.0,R. O'Neale misses 3-pt jump shot from 28 ft,,101,84
345,4,7:51.0,,Defensive rebound by B. Portis,101,84
346,4,7:44.0,,R. Barrett misses 3-pt jump shot from 28 ft,101,84
347,4,7:42.0,Defensive rebound by R. Gobert,,101,84
348,4,7:20.0,D. Mitchell misses 3-pt jump shot from 27 ft,,101,84
349,4,7:18.0,Offensive rebound by R. Gobert,,101,84
350,4,7:04.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,104,84
351,4,6:58.0,,New York full timeout,104,84
352,4,6:58.0,J. Ingles enters the game for J. Clarkson,,104,84
353,4,6:58.0,,E. Payton enters the game for F. Ntilikina,104,84
354,4,6:43.0,,B. Portis misses 2-pt jump shot from 21 ft,104,84
355,4,6:40.0,Defensive rebound by Team,,104,84
356,4,6:29.0,D. Mitchell misses 3-pt jump shot from 25 ft,,104,84
357,4,6:27.0,,Defensive rebound by J. Randle,104,84
358,4,6:15.0,,Shooting foul by D. Mitchell (drawn by E. Payton),104,84
359,4,6:15.0,,E. Payton misses free throw 1 of 2,104,84
360,4,6:15.0,,Offensive rebound by Team,104,84
361,4,6:15.0,,E. Payton makes free throw 2 of 2,104,85
362,4,6:00.0,J. Ingles makes 2-pt jump shot from 17 ft,,106,85
363,4,5:42.0,,J. Randle makes 2-pt layup from 1 ft (assist by E. Payton),106,87
364,4,5:30.0,R. O'Neale misses 3-pt jump shot from 25 ft,,106,87
365,4,5:28.0,,Defensive rebound by R. Barrett,106,87
366,4,5:17.0,,R. Barrett misses 2-pt jump shot from 5 ft,106,87
367,4,5:16.0,Defensive rebound by Team,,106,87
368,4,4:54.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,106,87
369,4,4:52.0,,Defensive rebound by J. Randle,106,87
370,4,4:41.0,,B. Portis misses 2-pt jump shot from 20 ft,106,87
371,4,4:39.0,,Offensive rebound by E. Payton,106,87
372,4,4:35.0,,R. Bullock makes 2-pt layup from 1 ft (assist by E. Payton),106,89
373,4,4:20.0,J. Ingles makes 2-pt layup at rim (assist by D. Mitchell),,108,89
374,4,4:05.0,,R. Bullock misses 3-pt jump shot from 25 ft,108,89
375,4,4:03.0,,Offensive rebound by J. Randle,108,89
376,4,3:57.0,,Shooting foul by R. Gobert (drawn by J. Randle),108,89
377,4,3:57.0,,J. Randle makes free throw 1 of 2,108,90
378,4,3:57.0,E. Mudiay enters the game for J. Ingles,,108,90
379,4,3:57.0,,K. Knox enters the game for B. Portis,108,90
380,4,3:57.0,,J. Randle makes free throw 2 of 2,108,91
381,4,3:39.0,Utah full timeout,,108,91
382,4,3:39.0,,W. Ellington enters the game for J. Randle,108,91
383,4,3:34.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,108,91
384,4,3:32.0,,Defensive rebound by R. Bullock,108,91
