,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW YORK_ACTION,OKLAHOMA CITY_SCORE,NEW YORK_SCORE
121,2,11:07.0,,Offensive rebound by Team,27,20
122,2,11:05.0,,B. Portis misses 2-pt jump shot from 18 ft,27,20
123,2,11:03.0,,Offensive rebound by K. Knox,27,20
124,2,11:00.0,,K. Knox misses 2-pt dunk from 1 ft,27,20
125,2,10:58.0,Defensive rebound by C. Paul,,27,20
126,2,10:48.0,D. Schröder misses 3-pt jump shot from 25 ft,,27,20
127,2,10:46.0,,Defensive rebound by K. Knox,27,20
128,2,10:44.0,,Personal foul by D. Schröder (drawn by K. Knox),27,20
129,2,10:38.0,,F. Ntilikina makes 2-pt jump shot from 6 ft,27,22
130,2,10:20.0,Shooting foul by M. Robinson (drawn by A. Nader),,27,22
131,2,10:20.0,A. Nader makes free throw 1 of 2,,28,22
132,2,10:20.0,A. Nader makes free throw 2 of 2,,29,22
133,2,10:04.0,,K. Knox misses 2-pt jump shot from 17 ft,29,22
134,2,10:02.0,,Offensive rebound by M. Robinson,29,22
135,2,9:56.0,,B. Portis makes 2-pt layup from 2 ft (assist by W. Ellington),29,24
136,2,9:39.0,A. Nader misses 2-pt jump shot from 6 ft,,29,24
137,2,9:38.0,Offensive rebound by S. Adams,,29,24
138,2,9:37.0,S. Adams makes 2-pt layup from 1 ft,,31,24
139,2,9:27.0,,Personal foul by C. Paul (drawn by B. Portis),31,24
140,2,9:23.0,,F. Ntilikina makes 2-pt jump shot from 15 ft,31,26
141,2,9:03.0,H. Diallo makes 3-pt jump shot from 24 ft (assist by C. Paul),,34,26
142,2,8:49.0,,Turnover by F. Ntilikina (bad pass; steal by C. Paul),34,26
143,2,8:43.0,A. Nader misses 2-pt layup from 4 ft (block by K. Knox),,34,26
144,2,8:41.0,,Defensive rebound by B. Portis,34,26
145,2,8:38.0,,B. Portis makes 2-pt layup from 1 ft,34,28
146,2,8:33.0,Personal take foul by F. Ntilikina (drawn by D. Schröder),,34,28
147,2,8:33.0,,E. Payton enters the game for F. Ntilikina,34,28
148,2,8:25.0,Personal foul by E. Payton (drawn by C. Paul),,34,28
149,2,8:18.0,D. Schröder misses 2-pt jump shot from 10 ft (block by M. Robinson),,34,28
150,2,8:16.0,,Defensive rebound by M. Robinson,34,28
151,2,8:02.0,,B. Portis makes 2-pt hook shot from 7 ft,34,30
152,2,7:50.0,D. Schröder misses 2-pt layup from 1 ft (block by B. Portis),,34,30
153,2,7:48.0,Offensive rebound by H. Diallo,,34,30
154,2,7:46.0,H. Diallo makes 2-pt layup from 1 ft,,36,30
155,2,7:32.0,,E. Payton makes 2-pt jump shot from 2 ft (assist by W. Ellington),36,32
156,2,7:21.0,C. Paul misses 3-pt jump shot from 27 ft,,36,32
157,2,7:19.0,,Defensive rebound by B. Portis,36,32
158,2,7:13.0,,M. Robinson makes 2-pt dunk at rim (assist by E. Payton),36,34
159,2,7:13.0,Oklahoma City full timeout,,36,34
160,2,7:13.0,S. Gilgeous-Alexander enters the game for S. Adams,,36,34
161,2,7:13.0,N. Noel enters the game for C. Paul,,36,34
162,2,7:13.0,,R. Barrett enters the game for W. Ellington,36,34
163,2,7:13.0,,T. Gibson enters the game for K. Knox,36,34
164,2,7:13.0,,M. Harkless enters the game for M. Robinson,36,34
165,2,7:03.0,H. Diallo makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),,38,34
166,2,7:03.0,Shooting foul by M. Harkless (drawn by H. Diallo),,38,34
167,2,7:03.0,H. Diallo makes free throw 1 of 1,,39,34
168,2,6:41.0,,T. Gibson misses 2-pt layup from 2 ft,39,34
169,2,6:39.0,Defensive rebound by D. Schröder,,39,34
170,2,6:22.0,Turnover by D. Schröder (bad pass; steal by M. Harkless),,39,34
171,2,6:18.0,,B. Portis makes 2-pt dunk from 1 ft (assist by E. Payton),39,36
172,2,6:18.0,,Shooting foul by H. Diallo (drawn by B. Portis),39,36
173,2,6:18.0,D. Gallinari enters the game for A. Nader,,39,36
174,2,6:18.0,,B. Portis misses free throw 1 of 1,39,36
175,2,6:17.0,Defensive rebound by N. Noel,,39,36
176,2,5:54.0,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,,41,36
177,2,5:41.0,,T. Gibson misses 2-pt layup from 3 ft (block by N. Noel),41,36
178,2,5:39.0,Defensive rebound by D. Schröder,,41,36
179,2,5:33.0,H. Diallo misses 2-pt layup from 2 ft,,41,36
180,2,5:31.0,,Defensive rebound by B. Portis,41,36
181,2,5:22.0,,M. Harkless misses 2-pt layup from 2 ft,41,36
182,2,5:21.0,,Offensive rebound by T. Gibson,41,36
183,2,5:20.0,,T. Gibson misses 2-pt hook shot from 2 ft (block by N. Noel),41,36
184,2,5:19.0,Defensive rebound by H. Diallo,,41,36
185,2,5:14.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by S. Gilgeous-Alexander),,44,36
186,2,5:09.0,,New York full timeout,44,36
187,2,5:09.0,L. Dort enters the game for H. Diallo,,44,36
188,2,5:09.0,,J. Randle enters the game for T. Gibson,44,36
189,2,4:56.0,,Shooting foul by D. Gallinari (drawn by M. Harkless),44,36
190,2,4:56.0,,M. Harkless misses free throw 1 of 2,44,36
191,2,4:56.0,,Offensive rebound by Team,44,36
192,2,4:56.0,,M. Harkless makes free throw 2 of 2,44,37
193,2,4:46.0,S. Gilgeous-Alexander makes 2-pt layup at rim,,46,37
194,2,4:33.0,,Personal foul by L. Dort (drawn by R. Barrett),46,37
195,2,4:33.0,,R. Barrett makes free throw 1 of 2,46,38
196,2,4:33.0,,R. Barrett makes free throw 2 of 2,46,39
197,2,4:24.0,Shooting foul by R. Barrett (drawn by S. Gilgeous-Alexander),,46,39
198,2,4:24.0,S. Gilgeous-Alexander makes free throw 1 of 2,,47,39
199,2,4:24.0,S. Gilgeous-Alexander misses free throw 2 of 2,,47,39
200,2,4:22.0,,Defensive rebound by J. Randle,47,39
201,2,4:02.0,,R. Barrett misses 2-pt jump shot from 20 ft,47,39
202,2,3:59.0,Defensive rebound by N. Noel,,47,39
203,2,3:53.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,49,39
204,2,3:47.0,,New York full timeout,49,39
205,2,3:36.0,,J. Randle makes 2-pt layup from 5 ft,49,41
206,2,3:16.0,S. Gilgeous-Alexander makes 2-pt jump shot from 15 ft,,51,41
207,2,2:57.0,,Turnover by J. Randle (out of bounds lost ball),51,41
208,2,2:57.0,S. Adams enters the game for N. Noel,,51,41
209,2,2:42.0,Shooting foul by M. Harkless (drawn by D. Gallinari),,51,41
210,2,2:42.0,D. Gallinari makes free throw 1 of 2,,52,41
211,2,2:42.0,C. Paul enters the game for D. Schröder,,52,41
212,2,2:42.0,,R. Bullock enters the game for M. Harkless,52,41
213,2,2:42.0,D. Gallinari makes free throw 2 of 2,,53,41
214,2,2:20.0,,Turnover by J. Randle (bad pass),53,41
215,2,2:02.0,D. Gallinari misses 2-pt jump shot from 15 ft,,53,41
216,2,2:00.0,Offensive rebound by S. Adams,,53,41
217,2,1:57.0,D. Gallinari misses 3-pt jump shot from 23 ft,,53,41
218,2,1:54.0,Offensive rebound by Team,,53,41
219,2,1:45.0,C. Paul makes 2-pt jump shot from 14 ft,,55,41
220,2,1:28.0,,R. Barrett makes 2-pt jump shot from 8 ft,55,43
221,2,1:07.0,L. Dort makes 2-pt dunk at rim (assist by S. Gilgeous-Alexander),,57,43
222,2,0:58.0,,E. Payton makes 2-pt jump shot from 3 ft,57,45
223,2,0:40.0,C. Paul makes 2-pt jump shot from 8 ft,,59,45
224,2,0:33.0,,E. Payton makes 2-pt layup from 6 ft,59,47
225,2,0:33.0,,Shooting foul by L. Dort (drawn by E. Payton),59,47
226,2,0:33.0,,E. Payton makes free throw 1 of 1,59,48
227,2,0:24.0,L. Dort misses 2-pt layup from 1 ft,,59,48
228,2,0:23.0,Offensive rebound by S. Adams,,59,48
229,2,0:23.0,Shooting foul by B. Portis (drawn by S. Adams),,59,48
230,2,0:23.0,S. Adams makes free throw 1 of 2,,60,48
231,2,0:23.0,T. Ferguson enters the game for S. Gilgeous-Alexander,,60,48
232,2,0:23.0,S. Adams makes free throw 2 of 2,,61,48
233,2,0:01.0,,R. Barrett misses 2-pt layup from 1 ft,61,48
234,2,0:00.0,,Offensive rebound by J. Randle,61,48
235,2,0:00.0,,J. Randle misses 2-pt layup from 1 ft,61,48
236,2,0:00.0,Defensive rebound by S. Adams,,61,48
237,3,11:45.0,,E. Payton makes 2-pt jump shot from 19 ft,61,50
238,3,11:25.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by C. Paul),,64,50
239,3,11:09.0,,J. Randle makes 2-pt jump shot from 16 ft (assist by E. Payton),64,52
240,3,10:53.0,L. Dort makes 2-pt dunk from 1 ft (assist by D. Gallinari),,66,52
241,3,10:40.0,,R. Barrett misses 2-pt layup from 1 ft,66,52
242,3,10:38.0,,Offensive rebound by T. Gibson,66,52
243,3,10:34.0,,T. Gibson makes 2-pt dunk at rim,66,54
244,3,10:33.0,Personal foul by M. Harkless (drawn by S. Gilgeous-Alexander),,66,54
245,3,10:22.0,L. Dort misses 2-pt layup from 1 ft,,66,54
246,3,10:21.0,Offensive rebound by Team,,66,54
247,3,10:13.0,S. Adams makes 2-pt jump shot from 8 ft (assist by S. Gilgeous-Alexander),,68,54
248,3,9:58.0,,E. Payton misses 2-pt layup from 1 ft (block by S. Adams),68,54
249,3,9:56.0,Defensive rebound by S. Gilgeous-Alexander,,68,54
250,3,9:52.0,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,,68,54
251,3,9:50.0,,Defensive rebound by J. Randle,68,54
252,3,9:37.0,,R. Barrett makes 2-pt layup from 2 ft (assist by E. Payton),68,56
253,3,9:24.0,C. Paul makes 3-pt jump shot from 26 ft,,71,56
254,3,9:23.0,,New York full timeout,71,56
255,3,9:07.0,,J. Randle makes 2-pt hook shot from 5 ft,71,58
256,3,8:49.0,D. Gallinari makes 2-pt jump shot from 22 ft,,73,58
257,3,8:28.0,,Turnover by R. Barrett (bad pass; steal by C. Paul),73,58
258,3,8:14.0,D. Gallinari misses 2-pt layup from 1 ft,,73,58
259,3,8:13.0,Offensive rebound by S. Adams,,73,58
260,3,8:12.0,S. Adams misses 2-pt layup from 1 ft (block by T. Gibson),,73,58
261,3,8:10.0,,Defensive rebound by E. Payton,73,58
262,3,8:03.0,,J. Randle misses 2-pt layup from 4 ft,73,58
263,3,8:01.0,,Offensive rebound by J. Randle,73,58
264,3,8:00.0,,Shooting foul by S. Gilgeous-Alexander (drawn by J. Randle),73,58
265,3,8:00.0,,J. Randle makes free throw 1 of 2,73,59
266,3,8:00.0,N. Noel enters the game for S. Adams,,73,59
267,3,8:00.0,,R. Bullock enters the game for M. Harkless,73,59
268,3,8:00.0,,J. Randle makes free throw 2 of 2,73,60
269,3,7:53.0,N. Noel makes 2-pt dunk from 1 ft (assist by C. Paul),,75,60
270,3,7:33.0,,R. Bullock misses 3-pt jump shot from 26 ft,75,60
271,3,7:31.0,Defensive rebound by L. Dort,,75,60
272,3,7:25.0,Shooting foul by R. Bullock (drawn by S. Gilgeous-Alexander),,75,60
273,3,7:25.0,S. Gilgeous-Alexander makes free throw 1 of 2,,76,60
274,3,7:25.0,,M. Robinson enters the game for T. Gibson,76,60
275,3,7:25.0,S. Gilgeous-Alexander makes free throw 2 of 2,,77,60
276,3,7:09.0,,Turnover by J. Randle (lost ball; steal by S. Gilgeous-Alexander),77,60
277,3,6:52.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by C. Paul),,80,60
278,3,6:33.0,,Turnover by E. Payton (lost ball; steal by S. Gilgeous-Alexander),80,60
279,3,6:28.0,S. Gilgeous-Alexander misses 2-pt layup from 4 ft,,80,60
280,3,6:26.0,,Defensive rebound by R. Barrett,80,60
281,3,6:25.0,,Personal take foul by L. Dort (drawn by R. Barrett),80,60
282,3,6:17.0,,R. Barrett makes 3-pt jump shot from 25 ft,80,63
283,3,6:05.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by C. Paul),,83,63
284,3,5:50.0,,E. Payton misses 2-pt layup from 1 ft,83,63
285,3,5:48.0,,Offensive rebound by M. Robinson,83,63
286,3,5:48.0,,M. Robinson makes 2-pt dunk at rim,83,65
287,3,5:36.0,N. Noel makes 2-pt dunk from 1 ft (assist by C. Paul),,85,65
288,3,5:36.0,,New York full timeout,85,65
289,3,5:36.0,D. Schröder enters the game for L. Dort,,85,65
290,3,5:23.0,,Shooting foul by S. Gilgeous-Alexander (drawn by R. Barrett),85,65
291,3,5:23.0,,R. Barrett makes free throw 1 of 2,85,66
292,3,5:23.0,T. Ferguson enters the game for S. Gilgeous-Alexander,,85,66
293,3,5:23.0,,R. Barrett makes free throw 2 of 2,85,67
294,3,5:04.0,C. Paul misses 2-pt jump shot from 20 ft,,85,67
295,3,5:02.0,,Defensive rebound by E. Payton,85,67
296,3,4:57.0,,R. Bullock misses 3-pt jump shot from 26 ft,85,67
297,3,4:55.0,Defensive rebound by T. Ferguson,,85,67
298,3,4:53.0,Turnover by T. Ferguson (bad pass; steal by R. Barrett),,85,67
299,3,4:52.0,,R. Barrett makes 2-pt layup from 2 ft,85,69
300,3,4:52.0,Oklahoma City full timeout,,85,69
301,3,4:34.0,D. Gallinari misses 2-pt jump shot from 10 ft,,85,69
302,3,4:33.0,Offensive rebound by Team,,85,69
303,3,4:33.0,,Loose ball foul by J. Randle (drawn by N. Noel),85,69
304,3,4:23.0,C. Paul misses 2-pt jump shot from 15 ft,,85,69
305,3,4:21.0,,Defensive rebound by M. Robinson,85,69
306,3,4:15.0,,Turnover by E. Payton (bad pass; steal by C. Paul),85,69
307,3,3:55.0,T. Ferguson misses 3-pt jump shot from 26 ft,,85,69
308,3,3:53.0,,Defensive rebound by R. Bullock,85,69
309,3,3:37.0,,Turnover by M. Robinson (lost ball; steal by D. Schröder),85,69
310,3,3:31.0,D. Gallinari makes 2-pt layup from 3 ft (assist by D. Schröder),,87,69
311,3,3:22.0,,E. Payton makes 2-pt jump shot from 2 ft,87,71
312,3,3:06.0,Shooting foul by M. Robinson (drawn by D. Schröder),,87,71
313,3,3:06.0,D. Schröder makes free throw 1 of 2,,88,71
314,3,3:06.0,H. Diallo enters the game for C. Paul,,88,71
315,3,3:06.0,D. Schröder makes free throw 2 of 2,,89,71
316,3,2:56.0,,Shooting foul by H. Diallo (drawn by R. Barrett),89,71
317,3,2:56.0,,R. Barrett makes free throw 1 of 2,89,72
318,3,2:56.0,,R. Barrett makes free throw 2 of 2,89,73
319,3,2:45.0,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),,91,73
320,3,2:28.0,,E. Payton makes 2-pt layup from 1 ft (assist by R. Barrett),91,75
321,3,2:12.0,D. Schröder misses 3-pt jump shot from 27 ft,,91,75
322,3,2:10.0,,Defensive rebound by J. Randle,91,75
323,3,2:07.0,,Personal foul by D. Schröder (drawn by M. Robinson),91,75
324,3,2:07.0,,M. Robinson misses free throw 1 of 2,91,75
325,3,2:07.0,,Offensive rebound by Team,91,75
326,3,2:07.0,,M. Robinson makes free throw 2 of 2,91,76
327,3,1:53.0,N. Noel misses 2-pt layup from 2 ft (block by R. Bullock),,91,76
328,3,1:52.0,Offensive rebound by Team,,91,76
329,3,1:52.0,,B. Portis enters the game for J. Randle,91,76
330,3,1:44.0,D. Schröder makes 2-pt jump shot from 19 ft (assist by D. Gallinari),,93,76
331,3,1:32.0,,Offensive foul by R. Barrett (drawn by H. Diallo),93,76
332,3,1:32.0,,Turnover by R. Barrett (offensive foul),93,76
333,3,1:32.0,A. Nader enters the game for T. Ferguson,,93,76
334,3,1:32.0,C. Paul enters the game for D. Gallinari,,93,76
335,3,1:24.0,D. Schröder makes 2-pt jump shot from 10 ft (assist by C. Paul),,95,76
336,3,1:09.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by R. Barrett),95,78
337,3,1:09.0,,D. Dotson enters the game for R. Barrett,95,78
338,3,0:46.0,D. Schröder misses 2-pt layup from 2 ft (block by M. Robinson),,95,78
339,3,0:44.0,,Defensive rebound by E. Payton,95,78
340,3,0:35.0,,B. Portis misses 2-pt hook shot from 10 ft,95,78
341,3,0:33.0,,Offensive rebound by E. Payton,95,78
342,3,0:28.0,,D. Dotson misses 3-pt jump shot from 26 ft,95,78
343,3,0:26.0,Defensive rebound by A. Nader,,95,78
344,3,0:05.0,C. Paul misses 3-pt jump shot from 26 ft,,95,78
345,3,0:03.0,,Defensive rebound by R. Bullock,95,78
346,3,0:00.0,,E. Payton misses 3-pt jump shot from 25 ft,95,78
347,3,0:00.0,,Offensive rebound by Team,95,78
348,4,11:50.0,D. Schröder makes 2-pt layup from 1 ft,,97,78
349,4,11:28.0,,D. Dotson misses 2-pt jump shot from 22 ft,97,78
350,4,11:26.0,Defensive rebound by H. Diallo,,97,78
351,4,11:10.0,A. Nader misses 3-pt jump shot from 25 ft,,97,78
352,4,11:08.0,,Defensive rebound by D. Dotson,97,78
353,4,10:46.0,,B. Portis misses 2-pt jump shot from 12 ft,97,78
354,4,10:44.0,Defensive rebound by S. Adams,,97,78
355,4,10:24.0,C. Paul makes 2-pt jump shot from 13 ft,,99,78
356,4,10:24.0,Shooting foul by A. Trier (drawn by C. Paul),,99,78
357,4,10:24.0,C. Paul makes free throw 1 of 1,,100,78
358,4,10:14.0,,A. Trier misses 3-pt jump shot from 26 ft,100,78
359,4,10:13.0,Defensive rebound by Team,,100,78
360,4,10:06.0,S. Adams makes 2-pt dunk from 1 ft (assist by C. Paul),,102,78
361,4,9:52.0,,D. Dotson misses 2-pt layup from 2 ft (block by H. Diallo),102,78
362,4,9:51.0,Defensive rebound by Team,,102,78
363,4,9:46.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by C. Paul),,105,78
364,4,9:44.0,,New York full timeout,105,78
365,4,9:28.0,,F. Ntilikina misses 3-pt jump shot from 23 ft,105,78
366,4,9:26.0,Defensive rebound by S. Adams,,105,78
367,4,9:05.0,C. Paul makes 3-pt jump shot from 31 ft (assist by A. Nader),,108,78
368,4,8:50.0,,F. Ntilikina makes 3-pt jump shot from 25 ft (assist by A. Trier),108,81
369,4,8:34.0,Turnover by C. Paul (bad pass; steal by D. Dotson),,108,81
370,4,8:22.0,,B. Portis misses 2-pt layup from 2 ft (block by S. Adams),108,81
371,4,8:21.0,Defensive rebound by Team,,108,81
372,4,8:21.0,,J. Randle enters the game for M. Robinson,108,81
373,4,8:04.0,H. Diallo misses 3-pt jump shot from 23 ft,,108,81
374,4,8:02.0,Offensive rebound by S. Adams,,108,81
375,4,7:59.0,H. Diallo makes 2-pt dunk from 1 ft (assist by S. Adams),,110,81
376,4,7:47.0,,D. Dotson makes 2-pt jump shot from 13 ft,110,83
377,4,7:37.0,H. Diallo makes 2-pt dunk at rim (assist by C. Paul),,112,83
378,4,7:35.0,,New York full timeout,112,83
379,4,7:35.0,S. Gilgeous-Alexander enters the game for C. Paul,,112,83
380,4,7:35.0,,R. Barrett enters the game for F. Ntilikina,112,83
381,4,7:28.0,,Personal foul by D. Schröder (drawn by R. Barrett),112,83
