,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SACRAMENTO_ACTION,PHILADELPHIA_SCORE,SACRAMENTO_SCORE
53,1,5:33.0,,Defensive rebound by K. Bazemore,20,13
54,1,5:29.0,,Offensive foul by K. Bazemore (drawn by S. Milton),20,13
55,1,5:29.0,,Turnover by K. Bazemore (offensive foul),20,13
56,1,5:05.0,F. Korkmaz makes 3-pt jump shot from 24 ft (assist by A. Horford),,23,13
57,1,4:51.0,,H. Barnes misses 2-pt jump shot from 6 ft,23,13
58,1,4:50.0,Defensive rebound by Team,,23,13
59,1,4:32.0,F. Korkmaz misses 2-pt layup from 4 ft,,23,13
60,1,4:30.0,,Defensive rebound by A. Len,23,13
61,1,4:24.0,,H. Barnes makes 2-pt layup from 1 ft (assist by B. Bogdanović),23,15
62,1,4:14.0,T. Harris makes 2-pt dunk from 2 ft,,25,15
63,1,4:08.0,,D. Fox makes 2-pt jump shot from 7 ft,25,17
64,1,4:08.0,,Shooting foul by G. Robinson (drawn by D. Fox),25,17
65,1,4:08.0,,B. Hield enters the game for B. Bogdanović,25,17
66,1,4:08.0,,D. Fox makes free throw 1 of 1,25,18
67,1,3:57.0,S. Milton makes 2-pt layup from 3 ft,,27,18
68,1,3:51.0,,D. Fox misses 2-pt layup from 3 ft (block by S. Milton),27,18
69,1,3:50.0,Defensive rebound by G. Robinson,,27,18
70,1,3:44.0,T. Harris misses 2-pt layup from 1 ft (block by K. Bazemore),,27,18
71,1,3:40.0,Offensive rebound by T. Harris,,27,18
72,1,3:38.0,A. Horford makes 3-pt jump shot from 25 ft (assist by F. Korkmaz),,30,18
73,1,3:24.0,,Violation by Team (kicked ball),30,18
74,1,3:24.0,Philadelphia full timeout,,30,18
75,1,3:24.0,A. Burks enters the game for T. Harris,,30,18
76,1,3:24.0,R. Neto enters the game for A. Horford,,30,18
77,1,3:24.0,N. Pelle enters the game for S. Milton,,30,18
78,1,3:24.0,,N. Bjelica enters the game for H. Barnes,30,18
79,1,3:24.0,,C. Joseph enters the game for D. Fox,30,18
80,1,3:10.0,Turnover by F. Korkmaz (traveling),,30,18
81,1,2:56.0,,K. Bazemore makes 2-pt layup from 3 ft (assist by N. Bjelica),30,20
82,1,2:42.0,A. Burks misses 3-pt jump shot from 25 ft,,30,20
83,1,2:38.0,,Defensive rebound by C. Joseph,30,20
84,1,2:27.0,,N. Bjelica makes 2-pt hook shot from 3 ft (assist by C. Joseph),30,22
85,1,2:27.0,Violation by Team (def goaltending),,30,22
86,1,2:15.0,Turnover by R. Neto (bad pass; steal by B. Hield),,30,22
87,1,2:04.0,,N. Bjelica makes 2-pt hook shot from 7 ft (assist by B. Hield),30,24
88,1,1:41.0,A. Burks misses 2-pt jump shot from 6 ft,,30,24
89,1,1:38.0,,Defensive rebound by A. Len,30,24
90,1,1:32.0,,B. Hield makes 2-pt jump shot from 8 ft,30,26
91,1,1:19.0,F. Korkmaz misses 3-pt jump shot from 24 ft,,30,26
92,1,1:17.0,,Defensive rebound by K. Bazemore,30,26
93,1,1:10.0,,K. Bazemore makes 2-pt jump shot from 9 ft,30,28
94,1,0:51.0,Turnover by R. Neto (bad pass; steal by K. Bazemore),,30,28
95,1,0:47.0,,K. Bazemore makes 2-pt layup from 1 ft,30,30
96,1,0:47.0,Philadelphia full timeout,,30,30
97,1,0:47.0,A. Horford enters the game for N. Pelle,,30,30
98,1,0:47.0,M. Scott enters the game for G. Robinson,,30,30
99,1,0:27.0,A. Horford makes 2-pt hook shot from 8 ft,,32,30
100,1,0:03.0,,B. Hield misses 2-pt jump shot from 13 ft,32,30
101,1,0:03.0,,Offensive rebound by Team,32,30
102,1,0:03.0,,Turnover by Team (shot clock),32,30
103,1,0:03.0,,H. Barnes enters the game for N. Bjelica,32,30
104,1,0:02.0,Personal take foul by C. Joseph (drawn by R. Neto),,32,30
105,2,11:50.0,,Offensive foul by A. Len (drawn by A. Burks),32,30
106,2,11:50.0,,Turnover by A. Len (offensive foul),32,30
107,2,11:40.0,T. Harris misses 2-pt layup from 2 ft,,32,30
108,2,11:38.0,,Defensive rebound by K. Bazemore,32,30
109,2,11:32.0,,Turnover by K. Bazemore (lost ball),32,30
110,2,11:32.0,,Loose ball foul by K. Bazemore (drawn by R. Neto),32,30
111,2,11:11.0,T. Harris makes 2-pt jump shot from 8 ft,,34,30
112,2,10:53.0,,A. Len makes 2-pt layup from 3 ft (assist by N. Bjelica),34,32
113,2,10:41.0,M. Scott misses 2-pt jump shot from 18 ft,,34,32
114,2,10:38.0,,Defensive rebound by B. Hield,34,32
115,2,10:32.0,,Shooting foul by M. Scott (drawn by A. Len),34,32
116,2,10:32.0,,A. Len misses free throw 1 of 2,34,32
117,2,10:32.0,,Offensive rebound by Team,34,32
118,2,10:32.0,,A. Len misses free throw 2 of 2,34,32
119,2,10:30.0,Defensive rebound by A. Horford,,34,32
120,2,10:16.0,R. Neto misses 2-pt layup from 4 ft (block by C. Joseph),,34,32
121,2,10:13.0,Offensive rebound by A. Horford,,34,32
122,2,10:11.0,M. Scott misses 2-pt layup from 3 ft (block by C. Joseph),,34,32
123,2,10:11.0,,Defensive rebound by K. Bazemore,34,32
124,2,10:06.0,,B. Hield misses 3-pt jump shot from 25 ft,34,32
125,2,10:03.0,Defensive rebound by M. Scott,,34,32
126,2,9:57.0,A. Horford misses 3-pt jump shot from 25 ft,,34,32
127,2,9:54.0,,Defensive rebound by K. Bazemore,34,32
128,2,9:49.0,,Turnover by C. Joseph (bad pass),34,32
129,2,9:37.0,T. Harris makes 2-pt layup from 1 ft (assist by A. Horford),,36,32
130,2,9:18.0,,C. Joseph misses 2-pt jump shot from 12 ft,36,32
131,2,9:15.0,Defensive rebound by T. Harris,,36,32
132,2,9:04.0,R. Neto misses 3-pt jump shot from 25 ft,,36,32
133,2,9:03.0,Offensive rebound by Team,,36,32
134,2,8:54.0,A. Horford misses 3-pt jump shot from 26 ft,,36,32
135,2,8:50.0,,Defensive rebound by N. Bjelica,36,32
136,2,8:35.0,,N. Bjelica misses 3-pt jump shot from 26 ft,36,32
137,2,8:32.0,Defensive rebound by A. Burks,,36,32
138,2,8:25.0,A. Burks makes 2-pt layup from 2 ft,,38,32
139,2,8:23.0,,Turnover by A. Len (bad pass; steal by R. Neto),38,32
140,2,8:20.0,A. Burks misses 3-pt jump shot from 26 ft,,38,32
141,2,8:18.0,Offensive rebound by M. Scott,,38,32
142,2,8:17.0,Turnover by M. Scott (bad pass; steal by B. Hield),,38,32
143,2,8:12.0,,Turnover by B. Hield (lost ball; steal by A. Burks),38,32
144,2,8:12.0,A. Burks makes 2-pt layup from 2 ft,,40,32
145,2,8:12.0,Shooting foul by B. Hield (drawn by A. Burks),,40,32
146,2,8:12.0,,Sacramento full timeout,40,32
147,2,8:12.0,M. Thybulle enters the game for M. Scott,,40,32
148,2,8:12.0,,H. Barnes enters the game for K. Bazemore,40,32
149,2,8:12.0,,B. Bogdanović enters the game for B. Hield,40,32
150,2,8:12.0,,D. Fox enters the game for C. Joseph,40,32
151,2,8:12.0,,H. Giles enters the game for A. Len,40,32
152,2,8:12.0,A. Burks makes free throw 1 of 1,,41,32
153,2,7:51.0,,H. Giles makes 2-pt jump shot from 12 ft (assist by H. Barnes),41,34
154,2,7:33.0,T. Harris makes 3-pt jump shot from 26 ft (assist by R. Neto),,44,34
155,2,7:12.0,,H. Giles misses 2-pt jump shot from 13 ft,44,34
156,2,7:09.0,Defensive rebound by A. Horford,,44,34
157,2,6:56.0,Shooting foul by H. Giles (drawn by R. Neto),,44,34
158,2,6:56.0,R. Neto makes free throw 1 of 2,,45,34
159,2,6:56.0,R. Neto makes free throw 2 of 2,,46,34
160,2,6:37.0,,D. Fox misses 3-pt jump shot from 25 ft,46,34
161,2,6:34.0,Defensive rebound by A. Burks,,46,34
162,2,6:30.0,Turnover by M. Thybulle (traveling),,46,34
163,2,6:30.0,G. Robinson enters the game for A. Burks,,46,34
164,2,6:20.0,,D. Fox makes 2-pt jump shot from 6 ft,46,36
165,2,6:03.0,T. Harris makes 2-pt jump shot from 8 ft,,48,36
166,2,5:48.0,,D. Fox makes 2-pt jump shot from 8 ft,48,38
167,2,5:33.0,T. Harris misses 3-pt jump shot from 26 ft,,48,38
168,2,5:30.0,,Defensive rebound by N. Bjelica,48,38
169,2,5:20.0,,Shooting foul by R. Neto (drawn by D. Fox),48,38
170,2,5:20.0,,D. Fox makes free throw 1 of 2,48,39
171,2,5:20.0,S. Milton enters the game for R. Neto,,48,39
172,2,5:20.0,,D. Fox makes free throw 2 of 2,48,40
173,2,5:04.0,S. Milton makes 3-pt jump shot from 25 ft (assist by A. Horford),,51,40
174,2,4:47.0,,D. Fox misses 2-pt jump shot from 9 ft,51,40
175,2,4:44.0,,Offensive rebound by H. Giles,51,40
176,2,4:44.0,,H. Giles misses 2-pt hook shot from 4 ft,51,40
177,2,4:44.0,Defensive rebound by T. Harris,,51,40
178,2,4:24.0,S. Milton misses 2-pt layup from 3 ft,,51,40
179,2,4:21.0,,Defensive rebound by D. Fox,51,40
180,2,4:16.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Fox),51,43
181,2,3:57.0,Shooting foul by H. Giles (drawn by M. Thybulle),,51,43
182,2,3:57.0,M. Thybulle makes free throw 1 of 2,,52,43
183,2,3:57.0,M. Scott enters the game for A. Horford,,52,43
184,2,3:57.0,M. Thybulle misses free throw 2 of 2,,52,43
185,2,3:54.0,Offensive rebound by G. Robinson,,52,43
186,2,3:46.0,Offensive foul by T. Harris (drawn by D. Fox),,52,43
187,2,3:46.0,Turnover by T. Harris (offensive foul),,52,43
188,2,3:35.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by H. Giles),52,45
189,2,3:19.0,M. Scott makes 3-pt jump shot from 27 ft (assist by T. Harris),,55,45
190,2,3:04.0,,Personal foul by S. Milton (drawn by D. Fox),55,45
191,2,3:04.0,F. Korkmaz enters the game for M. Thybulle,,55,45
192,2,3:04.0,,K. Bazemore enters the game for H. Giles,55,45
193,2,2:57.0,,D. Fox makes 2-pt dunk from 1 ft,55,47
194,2,2:41.0,M. Scott makes 2-pt layup from 1 ft (assist by F. Korkmaz),,57,47
195,2,2:19.0,,K. Bazemore makes 2-pt dunk from 1 ft (assist by H. Barnes),57,49
196,2,2:05.0,S. Milton makes 2-pt layup from 3 ft,,59,49
197,2,2:05.0,,Violation by Team (def goaltending),59,49
198,2,1:47.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Fox),59,52
199,2,1:44.0,Philadelphia full timeout,,59,52
200,2,1:44.0,A. Horford enters the game for T. Harris,,59,52
201,2,1:29.0,M. Scott misses 3-pt jump shot from 26 ft,,59,52
202,2,1:27.0,,Defensive rebound by N. Bjelica,59,52
203,2,1:12.0,,Turnover by N. Bjelica (traveling),59,52
204,2,1:01.0,S. Milton makes 2-pt layup from 1 ft (assist by A. Horford),,61,52
205,2,0:49.0,,Shooting foul by G. Robinson (drawn by K. Bazemore),61,52
206,2,0:49.0,,K. Bazemore misses free throw 1 of 2,61,52
207,2,0:49.0,,Offensive rebound by Team,61,52
208,2,0:49.0,,K. Bazemore makes free throw 2 of 2,61,53
209,2,0:35.0,Personal foul by B. Bogdanović (drawn by F. Korkmaz),,61,53
210,2,0:35.0,F. Korkmaz makes free throw 1 of 2,,62,53
211,2,0:35.0,F. Korkmaz makes free throw 2 of 2,,63,53
212,2,0:29.0,,D. Fox misses 3-pt jump shot from 25 ft,63,53
213,2,0:26.0,Defensive rebound by G. Robinson,,63,53
214,2,0:06.0,F. Korkmaz misses 2-pt jump shot from 10 ft,,63,53
215,2,0:03.0,,Defensive rebound by H. Barnes,63,53
216,2,0:00.0,,K. Bazemore misses 2-pt layup from 2 ft,63,53
217,2,0:00.0,,Offensive rebound by Team,63,53
218,3,11:50.0,,B. Bogdanović makes 2-pt jump shot from 15 ft (assist by H. Barnes),63,55
219,3,11:27.0,A. Horford makes 2-pt hook shot from 9 ft,,65,55
220,3,11:14.0,,Offensive foul by H. Giles (drawn by M. Thybulle),65,55
221,3,11:14.0,,Turnover by H. Giles (offensive foul),65,55
222,3,10:56.0,M. Thybulle misses 3-pt jump shot from 27 ft,,65,55
223,3,10:53.0,,Defensive rebound by N. Bjelica,65,55
224,3,10:41.0,,H. Barnes misses 2-pt jump shot from 5 ft,65,55
225,3,10:39.0,Defensive rebound by M. Scott,,65,55
226,3,10:25.0,T. Harris misses 2-pt jump shot from 21 ft,,65,55
227,3,10:22.0,,Defensive rebound by H. Giles,65,55
228,3,10:08.0,,H. Giles makes 2-pt hook shot from 2 ft (assist by B. Bogdanović),65,57
229,3,10:01.0,Personal foul by N. Bjelica (drawn by M. Scott),,65,57
230,3,9:45.0,T. Harris misses 2-pt jump shot from 15 ft,,65,57
231,3,9:43.0,Offensive rebound by Team,,65,57
232,3,9:43.0,Turnover by Team (shot clock),,65,57
233,3,9:30.0,,Turnover by B. Bogdanović (bad pass; steal by M. Thybulle),65,57
234,3,9:25.0,M. Scott makes 2-pt dunk from 1 ft (assist by M. Thybulle),,67,57
235,3,9:11.0,,D. Fox makes 2-pt dunk from 2 ft,67,59
236,3,8:50.0,A. Horford makes 2-pt jump shot from 16 ft (assist by M. Scott),,69,59
237,3,8:27.0,,N. Bjelica misses 3-pt jump shot from 26 ft,69,59
238,3,8:25.0,Defensive rebound by A. Horford,,69,59
239,3,8:11.0,S. Milton makes 2-pt hook shot from 9 ft,,71,59
240,3,8:11.0,Shooting foul by D. Fox (drawn by S. Milton),,71,59
241,3,8:11.0,S. Milton makes free throw 1 of 1,,72,59
242,3,7:56.0,,Personal foul by S. Milton (drawn by B. Bogdanović),72,59
243,3,7:56.0,G. Robinson enters the game for A. Horford,,72,59
244,3,7:46.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,72,59
245,3,7:44.0,Defensive rebound by T. Harris,,72,59
246,3,7:29.0,S. Milton makes 3-pt jump shot from 25 ft (assist by T. Harris),,75,59
247,3,7:27.0,,Sacramento full timeout,75,59
248,3,7:27.0,,K. Bazemore enters the game for H. Giles,75,59
249,3,7:23.0,,Personal foul by M. Thybulle (drawn by D. Fox),75,59
250,3,7:23.0,R. Neto enters the game for S. Milton,,75,59
251,3,7:17.0,,N. Bjelica misses 3-pt jump shot from 27 ft,75,59
252,3,7:15.0,Defensive rebound by T. Harris,,75,59
253,3,6:59.0,T. Harris makes 2-pt jump shot from 10 ft (assist by M. Scott),,77,59
254,3,6:44.0,,Personal foul by M. Thybulle (drawn by D. Fox),77,59
255,3,6:44.0,F. Korkmaz enters the game for M. Thybulle,,77,59
256,3,6:41.0,,Personal foul by F. Korkmaz (drawn by K. Bazemore),77,59
257,3,6:32.0,,K. Bazemore misses 2-pt layup from 3 ft (block by T. Harris),77,59
258,3,6:28.0,Defensive rebound by F. Korkmaz,,77,59
259,3,6:28.0,Turnover by F. Korkmaz (bad pass; steal by B. Bogdanović),,77,59
260,3,6:22.0,,D. Fox misses 2-pt jump shot from 15 ft,77,59
261,3,6:19.0,Defensive rebound by T. Harris,,77,59
262,3,6:13.0,G. Robinson misses 3-pt jump shot from 27 ft,,77,59
263,3,6:11.0,,Defensive rebound by H. Barnes,77,59
264,3,6:06.0,,H. Barnes makes 2-pt layup from 2 ft,77,61
265,3,5:55.0,R. Neto makes 2-pt layup from 1 ft,,79,61
266,3,5:55.0,Shooting foul by N. Bjelica (drawn by R. Neto),,79,61
267,3,5:55.0,R. Neto makes free throw 1 of 1,,80,61
268,3,5:45.0,,N. Bjelica makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),80,64
269,3,5:30.0,M. Scott misses 2-pt jump shot from 2 ft (block by D. Fox),,80,64
270,3,5:27.0,,Defensive rebound by N. Bjelica,80,64
271,3,5:21.0,,B. Bogdanović makes 2-pt layup from 2 ft,80,66
272,3,5:21.0,Philadelphia full timeout,,80,66
273,3,5:21.0,,B. Hield enters the game for N. Bjelica,80,66
274,3,5:04.0,T. Harris misses 2-pt jump shot from 8 ft,,80,66
275,3,5:01.0,,Defensive rebound by K. Bazemore,80,66
276,3,4:59.0,,Turnover by K. Bazemore (bad pass),80,66
277,3,4:46.0,T. Harris misses 3-pt jump shot from 25 ft,,80,66
278,3,4:44.0,,Defensive rebound by K. Bazemore,80,66
279,3,4:42.0,,Shooting foul by R. Neto (drawn by H. Barnes),80,66
280,3,4:42.0,,H. Barnes makes free throw 1 of 2,80,67
281,3,4:42.0,,H. Barnes makes free throw 2 of 2,80,68
282,3,4:24.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,80,68
283,3,4:19.0,,Defensive rebound by D. Fox,80,68
284,3,4:16.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),80,71
285,3,3:57.0,G. Robinson misses 2-pt jump shot from 6 ft,,80,71
286,3,3:56.0,Offensive rebound by T. Harris,,80,71
287,3,3:56.0,T. Harris misses 2-pt layup at rim,,80,71
288,3,3:55.0,Offensive rebound by T. Harris,,80,71
289,3,3:55.0,T. Harris misses 2-pt layup from 1 ft,,80,71
290,3,3:54.0,Offensive rebound by T. Harris,,80,71
291,3,3:54.0,T. Harris misses 2-pt layup at rim,,80,71
292,3,3:52.0,,Defensive rebound by H. Barnes,80,71
293,3,3:44.0,,D. Fox makes 2-pt layup from 2 ft,80,73
294,3,3:43.0,Philadelphia full timeout,,80,73
295,3,3:43.0,A. Horford enters the game for M. Scott,,80,73
296,3,3:26.0,R. Neto makes 2-pt layup from 2 ft,,82,73
297,3,3:14.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by D. Fox),82,76
298,3,2:57.0,G. Robinson makes 2-pt layup from 2 ft,,84,76
299,3,2:47.0,,H. Barnes makes 2-pt layup from 1 ft (assist by D. Fox),84,78
300,3,2:24.0,R. Neto makes 3-pt jump shot from 25 ft (assist by A. Horford),,87,78
301,3,2:04.0,,K. Bazemore misses 3-pt jump shot from 22 ft,87,78
302,3,2:04.0,Defensive rebound by T. Harris,,87,78
303,3,1:50.0,Personal foul by K. Bazemore (drawn by G. Robinson),,87,78
304,3,1:50.0,A. Burks enters the game for T. Harris,,87,78
305,3,1:50.0,,C. Joseph enters the game for B. Bogdanović,87,78
306,3,1:50.0,,A. Len enters the game for D. Fox,87,78
307,3,1:42.0,F. Korkmaz misses 2-pt layup from 4 ft,,87,78
308,3,1:42.0,Offensive rebound by A. Horford,,87,78
309,3,1:37.0,R. Neto makes 3-pt jump shot from 25 ft (assist by A. Burks),,90,78
310,3,1:20.0,,B. Hield misses 2-pt jump shot from 16 ft,90,78
311,3,1:18.0,Defensive rebound by R. Neto,,90,78
312,3,1:18.0,Personal foul by B. Hield (drawn by R. Neto),,90,78
313,3,1:18.0,R. Neto misses free throw 1 of 2,,90,78
314,3,1:18.0,Offensive rebound by Team,,90,78
315,3,1:18.0,R. Neto makes free throw 2 of 2,,91,78
316,3,1:10.0,,Personal foul by A. Burks (drawn by K. Bazemore),91,78
317,3,1:10.0,,K. Bazemore makes free throw 1 of 2,91,79
318,3,1:10.0,,K. Bazemore makes free throw 2 of 2,91,80
319,3,0:54.0,A. Burks makes 3-pt jump shot from 25 ft,,94,80
320,3,0:45.0,,B. Hield misses 3-pt jump shot from 26 ft,94,80
321,3,0:41.0,Defensive rebound by R. Neto,,94,80
322,3,0:36.0,Offensive foul by A. Burks (drawn by K. Bazemore),,94,80
323,3,0:36.0,Turnover by A. Burks (offensive foul),,94,80
324,3,0:31.0,,Offensive foul by A. Len (drawn by R. Neto),94,80
325,3,0:31.0,,Turnover by A. Len (offensive foul),94,80
326,3,0:12.0,R. Neto makes 2-pt jump shot from 18 ft,,96,80
327,3,0:00.0,,B. Hield misses 2-pt jump shot from 10 ft,96,80
328,3,0:00.0,,Offensive rebound by Team,96,80
329,4,11:35.0,A. Burks makes 3-pt jump shot from 26 ft,,99,80
330,4,11:15.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by N. Bjelica),99,83
331,4,10:52.0,Personal foul by C. Joseph (drawn by F. Korkmaz),,99,83
332,4,10:48.0,R. Neto misses 2-pt layup from 1 ft,,99,83
333,4,10:45.0,,Defensive rebound by K. Bazemore,99,83
334,4,10:32.0,,Turnover by B. Hield (bad pass; steal by F. Korkmaz),99,83
335,4,10:23.0,Turnover by A. Horford (step out of bounds),,99,83
336,4,10:14.0,,B. Hield makes 3-pt jump shot from 27 ft,99,86
337,4,9:51.0,G. Robinson makes 3-pt jump shot from 23 ft (assist by R. Neto),,102,86
338,4,9:37.0,,B. Hield misses 3-pt jump shot from 26 ft,102,86
339,4,9:35.0,,Offensive rebound by A. Len,102,86
340,4,9:35.0,,A. Len makes 2-pt layup from 1 ft,102,88
341,4,9:22.0,A. Burks makes 2-pt layup from 2 ft,,104,88
342,4,9:22.0,Shooting foul by A. Len (drawn by A. Burks),,104,88
343,4,9:22.0,S. Milton enters the game for A. Horford,,104,88
344,4,9:22.0,M. Scott enters the game for R. Neto,,104,88
345,4,9:22.0,,D. Fox enters the game for A. Len,104,88
346,4,9:22.0,A. Burks makes free throw 1 of 1,,105,88
347,4,9:08.0,,B. Hield misses 2-pt hook shot from 9 ft,105,88
348,4,9:06.0,Defensive rebound by G. Robinson,,105,88
349,4,8:53.0,A. Burks makes 3-pt jump shot from 23 ft (assist by G. Robinson),,108,88
350,4,8:53.0,,Sacramento full timeout,108,88
351,4,8:53.0,,H. Barnes enters the game for N. Bjelica,108,88
352,4,8:53.0,,B. Bogdanović enters the game for C. Joseph,108,88
353,4,8:48.0,,Shooting foul by S. Milton (drawn by D. Fox),108,88
354,4,8:48.0,,D. Fox makes free throw 1 of 2,108,89
355,4,8:48.0,,D. Fox makes free throw 2 of 2,108,90
356,4,8:32.0,S. Milton misses 2-pt layup from 4 ft,,108,90
357,4,8:31.0,Offensive rebound by M. Scott,,108,90
358,4,8:31.0,M. Scott makes 2-pt layup at rim,,110,90
359,4,8:19.0,,B. Hield makes 2-pt layup from 2 ft (assist by H. Barnes),110,92
360,4,8:07.0,Turnover by S. Milton (bad pass; steal by B. Hield),,110,92
361,4,8:03.0,,B. Hield makes 3-pt jump shot from 26 ft,110,95
362,4,7:38.0,A. Burks misses 3-pt jump shot from 25 ft,,110,95
363,4,7:36.0,,Defensive rebound by B. Bogdanović,110,95
364,4,7:30.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Fox),110,98
365,4,7:28.0,Philadelphia full timeout,,110,98
366,4,7:28.0,T. Harris enters the game for F. Korkmaz,,110,98
367,4,7:28.0,A. Horford enters the game for G. Robinson,,110,98
368,4,7:28.0,M. Thybulle enters the game for M. Scott,,110,98
369,4,7:05.0,A. Burks misses 2-pt jump shot from 5 ft,,110,98
370,4,7:03.0,,Defensive rebound by B. Bogdanović,110,98
371,4,6:55.0,,D. Fox makes 2-pt jump shot from 9 ft (assist by B. Bogdanović),110,100
372,4,6:29.0,A. Horford misses 3-pt jump shot from 26 ft,,110,100
373,4,6:28.0,Offensive rebound by M. Thybulle,,110,100
374,4,6:28.0,M. Thybulle makes 2-pt dunk at rim,,112,100
375,4,6:08.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),112,103
376,4,5:45.0,A. Horford misses 2-pt jump shot from 15 ft,,112,103
377,4,5:42.0,Offensive rebound by M. Thybulle,,112,103
378,4,5:40.0,S. Milton misses 3-pt jump shot from 25 ft,,112,103
379,4,5:38.0,Offensive rebound by A. Burks,,112,103
380,4,5:27.0,M. Thybulle misses 3-pt jump shot from 24 ft,,112,103
381,4,5:25.0,,Defensive rebound by B. Bogdanović,112,103
382,4,5:18.0,,Turnover by B. Hield (lost ball; steal by A. Burks),112,103
383,4,5:12.0,S. Milton misses 3-pt jump shot from 23 ft,,112,103
384,4,5:06.0,,Defensive rebound by H. Barnes,112,103
